 
"REG_ADM","ANNEE","MOIS","TYPE","NOMBRE" 
"16-MONTEREGIE                    ","2017","09","11 - Quantite d'aliments elimines ou confisques (en litres)",117
"07-OUTAOUAIS                     ","2017","09","11 - Quantite d'aliments elimines ou confisques (en litres)",112
"17-CENTRE-DU-QUEBEC              ","2017","09","11 - Quantite d'aliments elimines ou confisques (en litres)",28
"03-CAPITALE-NATIONALE            ","2017","09","11 - Quantite d'aliments elimines ou confisques (en litres)",33
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","09","11 - Quantite d'aliments elimines ou confisques (en litres)",12
"10-NORD-DU-QUEBEC                ","2017","09","11 - Quantite d'aliments elimines ou confisques (en litres)",50
"06-MONTREAL","2017","09","12 - Nombre de plaintes enregistrees",2
"04-MAURICIE","2017","09","12 - Nombre de plaintes enregistrees",17
"09-COTE-NORD","2017","09","12 - Nombre de plaintes enregistrees",3
"08-ABITIBI-TEMISCAMINGUE","2017","09","12 - Nombre de plaintes enregistrees",10
"14-LANAUDIERE","2017","09","12 - Nombre de plaintes enregistrees",29
"11-GASPESIE--ILES-DE-LA-MADELEINE","2017","09","12 - Nombre de plaintes enregistrees",4
"07-OUTAOUAIS","2017","09","12 - Nombre de plaintes enregistrees",18
"10-NORD-DU-QUEBEC","2017","09","12 - Nombre de plaintes enregistrees",3
"15-LAURENTIDES","2017","09","12 - Nombre de plaintes enregistrees",35
"01-BAS-SAINT-LAURENT","2017","09","12 - Nombre de plaintes enregistrees",8
"03-CAPITALE-NATIONALE","2017","09","12 - Nombre de plaintes enregistrees",60
"12-CHAUDIERE-APPALACHES","2017","09","12 - Nombre de plaintes enregistrees",27
"17-CENTRE-DU-QUEBEC","2017","09","12 - Nombre de plaintes enregistrees",11
"02-SAGUENAY--LAC-SAINT-JEAN","2017","09","12 - Nombre de plaintes enregistrees",20
"05-ESTRIE","2017","09","12 - Nombre de plaintes enregistrees",25
"13-LAVAL","2017","09","12 - Nombre de plaintes enregistrees",14
"16-MONTEREGIE","2017","09","12 - Nombre de plaintes enregistrees",78
"13-LAVAL                         ","2017","09","15 - Nombre d'ordonnances de restreindre les operations",2
"15-LAURENTIDES                   ","2017","09","15 - Nombre d'ordonnances de restreindre les operations",1
"15-LAURENTIDES                   ","2017","09","16 - Nombre d'ordonnances de cesser les operations",1
"16-MONTEREGIE                    ","2017","09","16 - Nombre d'ordonnances de cesser les operations",3
"09-COTE-NORD                     ","2017","09","23 - Nombre d'avis administratifs emis par la direction",1
"16-MONTEREGIE                    ","2017","10","01 - Nombre d'inspections",433
"17-CENTRE-DU-QUEBEC              ","2017","10","01 - Nombre d'inspections",186
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","10","01 - Nombre d'inspections",70
"04-MAURICIE                      ","2017","10","01 - Nombre d'inspections",76
"03-CAPITALE-NATIONALE            ","2017","10","01 - Nombre d'inspections",260
"07-OUTAOUAIS                     ","2017","10","01 - Nombre d'inspections",122
"05-ESTRIE                        ","2017","10","01 - Nombre d'inspections",217
"08-ABITIBI-TEMISCAMINGUE         ","2017","10","01 - Nombre d'inspections",54
"11-GASPESIE--ILES-DE-LA-MADELEINE","2017","10","01 - Nombre d'inspections",9
"10-NORD-DU-QUEBEC                ","2017","10","01 - Nombre d'inspections",47
"09-COTE-NORD                     ","2017","10","01 - Nombre d'inspections",42
"12-CHAUDIERE-APPALACHES          ","2017","10","01 - Nombre d'inspections",162
"14-LANAUDIERE                    ","2017","10","01 - Nombre d'inspections",98
"13-LAVAL                         ","2017","10","01 - Nombre d'inspections",86
"15-LAURENTIDES                   ","2017","10","01 - Nombre d'inspections",197
"01-BAS-SAINT-LAURENT             ","2017","10","01 - Nombre d'inspections",69
"17-CENTRE-DU-QUEBEC              ","2017","10","02 - Nombre d'avis de non-conformite",39
"16-MONTEREGIE                    ","2017","10","02 - Nombre d'avis de non-conformite",76
"01-BAS-SAINT-LAURENT             ","2017","10","02 - Nombre d'avis de non-conformite",12
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","10","02 - Nombre d'avis de non-conformite",15
"04-MAURICIE                      ","2017","10","02 - Nombre d'avis de non-conformite",10
"03-CAPITALE-NATIONALE            ","2017","10","02 - Nombre d'avis de non-conformite",50
"07-OUTAOUAIS                     ","2017","10","02 - Nombre d'avis de non-conformite",23
"05-ESTRIE                        ","2017","10","02 - Nombre d'avis de non-conformite",33
"08-ABITIBI-TEMISCAMINGUE         ","2017","10","02 - Nombre d'avis de non-conformite",8
"10-NORD-DU-QUEBEC                ","2017","10","02 - Nombre d'avis de non-conformite",2
"09-COTE-NORD                     ","2017","10","02 - Nombre d'avis de non-conformite",14
"12-CHAUDIERE-APPALACHES          ","2017","10","02 - Nombre d'avis de non-conformite",34
"14-LANAUDIERE                    ","2017","10","02 - Nombre d'avis de non-conformite",25
"13-LAVAL                         ","2017","10","02 - Nombre d'avis de non-conformite",23
"15-LAURENTIDES                   ","2017","10","02 - Nombre d'avis de non-conformite",42
"12-CHAUDIERE-APPALACHES          ","2017","10","03 - Nombre d'infractions constatees",55
"01-BAS-SAINT-LAURENT             ","2017","10","03 - Nombre d'infractions constatees",19
"15-LAURENTIDES                   ","2017","10","03 - Nombre d'infractions constatees",57
"04-MAURICIE                      ","2017","10","03 - Nombre d'infractions constatees",11
"09-COTE-NORD                     ","2017","10","03 - Nombre d'infractions constatees",17
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","10","03 - Nombre d'infractions constatees",21
"14-LANAUDIERE                    ","2017","10","03 - Nombre d'infractions constatees",49
"05-ESTRIE                        ","2017","10","03 - Nombre d'infractions constatees",46
"16-MONTEREGIE                    ","2017","10","03 - Nombre d'infractions constatees",120
"03-CAPITALE-NATIONALE            ","2017","10","03 - Nombre d'infractions constatees",77
"07-OUTAOUAIS                     ","2017","10","03 - Nombre d'infractions constatees",36
"10-NORD-DU-QUEBEC                ","2017","10","03 - Nombre d'infractions constatees",2
"13-LAVAL                         ","2017","10","03 - Nombre d'infractions constatees",28
"17-CENTRE-DU-QUEBEC              ","2017","10","03 - Nombre d'infractions constatees",61
"08-ABITIBI-TEMISCAMINGUE         ","2017","10","03 - Nombre d'infractions constatees",13
"08-ABITIBI-TEMISCAMINGUE         ","2017","10","07 - Montant des amendes imposees",250
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","10","07 - Montant des amendes imposees",1000
"09-COTE-NORD                     ","2017","10","07 - Montant des amendes imposees",1750
"05-ESTRIE                        ","2017","10","07 - Montant des amendes imposees",3500
"07-OUTAOUAIS                     ","2017","10","07 - Montant des amendes imposees",5250
"11-GASPESIE--ILES-DE-LA-MADELEINE","2017","10","07 - Montant des amendes imposees",250
"16-MONTEREGIE                    ","2017","10","07 - Montant des amendes imposees",16000
"12-CHAUDIERE-APPALACHES          ","2017","10","07 - Montant des amendes imposees",2250
"14-LANAUDIERE                    ","2017","10","07 - Montant des amendes imposees",7750
"13-LAVAL                         ","2017","10","07 - Montant des amendes imposees",4500
"15-LAURENTIDES                   ","2017","10","07 - Montant des amendes imposees",7000
"03-CAPITALE-NATIONALE            ","2017","10","07 - Montant des amendes imposees",8250
"13-LAVAL                         ","2017","10","08 - Nombre d'echantillons preleves",36
"14-LANAUDIERE                    ","2017","10","08 - Nombre d'echantillons preleves",51
"12-CHAUDIERE-APPALACHES          ","2017","10","08 - Nombre d'echantillons preleves",25
"11-GASPESIE--ILES-DE-LA-MADELEINE","2017","10","08 - Nombre d'echantillons preleves",8
"09-COTE-NORD                     ","2017","10","08 - Nombre d'echantillons preleves",8
"05-ESTRIE                        ","2017","10","08 - Nombre d'echantillons preleves",70
"07-OUTAOUAIS                     ","2017","10","08 - Nombre d'echantillons preleves",47
"03-CAPITALE-NATIONALE            ","2017","10","08 - Nombre d'echantillons preleves",55
"04-MAURICIE                      ","2017","10","08 - Nombre d'echantillons preleves",22
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","10","08 - Nombre d'echantillons preleves",35
"01-BAS-SAINT-LAURENT             ","2017","10","08 - Nombre d'echantillons preleves",42
"16-MONTEREGIE                    ","2017","10","08 - Nombre d'echantillons preleves",61
"15-LAURENTIDES                   ","2017","10","08 - Nombre d'echantillons preleves",57
"17-CENTRE-DU-QUEBEC              ","2017","10","08 - Nombre d'echantillons preleves",27
"01-BAS-SAINT-LAURENT             ","2017","10","09 - Nombre d'analyses",171
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","10","09 - Nombre d'analyses",136
"04-MAURICIE                      ","2017","10","09 - Nombre d'analyses",90
"03-CAPITALE-NATIONALE            ","2017","10","09 - Nombre d'analyses",118
"07-OUTAOUAIS                     ","2017","10","09 - Nombre d'analyses",196
"05-ESTRIE                        ","2017","10","09 - Nombre d'analyses",239
"09-COTE-NORD                     ","2017","10","09 - Nombre d'analyses",24
"11-GASPESIE--ILES-DE-LA-MADELEINE","2017","10","09 - Nombre d'analyses",19
"12-CHAUDIERE-APPALACHES          ","2017","10","09 - Nombre d'analyses",92
"14-LANAUDIERE                    ","2017","10","09 - Nombre d'analyses",113
"13-LAVAL                         ","2017","10","09 - Nombre d'analyses",138
"15-LAURENTIDES                   ","2017","10","09 - Nombre d'analyses",274
"17-CENTRE-DU-QUEBEC              ","2017","10","09 - Nombre d'analyses",81
"16-MONTEREGIE                    ","2017","10","09 - Nombre d'analyses",248
"09-COTE-NORD                     ","2017","10","10 - Quantite d'aliments elimines ou confisques (en kg)",26
"17-CENTRE-DU-QUEBEC              ","2017","10","10 - Quantite d'aliments elimines ou confisques (en kg)",7
"05-ESTRIE                        ","2017","10","10 - Quantite d'aliments elimines ou confisques (en kg)",16
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","10","10 - Quantite d'aliments elimines ou confisques (en kg)",28
"15-LAURENTIDES                   ","2017","10","10 - Quantite d'aliments elimines ou confisques (en kg)",5
"14-LANAUDIERE                    ","2017","10","10 - Quantite d'aliments elimines ou confisques (en kg)",1
"10-NORD-DU-QUEBEC                ","2017","10","10 - Quantite d'aliments elimines ou confisques (en kg)",7
"03-CAPITALE-NATIONALE            ","2017","10","10 - Quantite d'aliments elimines ou confisques (en kg)",66
"01-BAS-SAINT-LAURENT             ","2017","10","10 - Quantite d'aliments elimines ou confisques (en kg)",2
"13-LAVAL                         ","2017","10","10 - Quantite d'aliments elimines ou confisques (en kg)",22
"07-OUTAOUAIS                     ","2017","10","10 - Quantite d'aliments elimines ou confisques (en kg)",77
"16-MONTEREGIE                    ","2017","10","10 - Quantite d'aliments elimines ou confisques (en kg)",64
"12-CHAUDIERE-APPALACHES          ","2017","10","10 - Quantite d'aliments elimines ou confisques (en kg)",28
"05-ESTRIE                        ","2017","10","11 - Quantite d'aliments elimines ou confisques (en litres)",19
"07-OUTAOUAIS                     ","2017","10","11 - Quantite d'aliments elimines ou confisques (en litres)",45
"03-CAPITALE-NATIONALE            ","2017","10","11 - Quantite d'aliments elimines ou confisques (en litres)",21
"16-MONTEREGIE                    ","2017","10","11 - Quantite d'aliments elimines ou confisques (en litres)",48
"17-CENTRE-DU-QUEBEC              ","2017","10","11 - Quantite d'aliments elimines ou confisques (en litres)",23
"15-LAURENTIDES                   ","2017","10","11 - Quantite d'aliments elimines ou confisques (en litres)",151
"12-CHAUDIERE-APPALACHES          ","2017","10","11 - Quantite d'aliments elimines ou confisques (en litres)",146
"08-ABITIBI-TEMISCAMINGUE         ","2017","10","11 - Quantite d'aliments elimines ou confisques (en litres)",4
"09-COTE-NORD                     ","2017","10","11 - Quantite d'aliments elimines ou confisques (en litres)",24
"03-CAPITALE-NATIONALE","2017","10","12 - Nombre de plaintes enregistrees",58
"09-COTE-NORD","2017","10","12 - Nombre de plaintes enregistrees",3
"08-ABITIBI-TEMISCAMINGUE","2017","10","12 - Nombre de plaintes enregistrees",7
"11-GASPESIE--ILES-DE-LA-MADELEINE","2017","10","12 - Nombre de plaintes enregistrees",2
"01-BAS-SAINT-LAURENT","2017","10","12 - Nombre de plaintes enregistrees",24
"02-SAGUENAY--LAC-SAINT-JEAN","2017","10","12 - Nombre de plaintes enregistrees",12
"13-LAVAL","2017","10","12 - Nombre de plaintes enregistrees",20
"04-MAURICIE","2017","10","12 - Nombre de plaintes enregistrees",12
"17-CENTRE-DU-QUEBEC","2017","10","12 - Nombre de plaintes enregistrees",8
"12-CHAUDIERE-APPALACHES","2017","10","12 - Nombre de plaintes enregistrees",30
"15-LAURENTIDES","2017","10","12 - Nombre de plaintes enregistrees",40
"05-ESTRIE","2017","10","12 - Nombre de plaintes enregistrees",19
"14-LANAUDIERE","2017","10","12 - Nombre de plaintes enregistrees",20
"07-OUTAOUAIS","2017","10","12 - Nombre de plaintes enregistrees",15
"16-MONTEREGIE","2017","10","12 - Nombre de plaintes enregistrees",91
"15-LAURENTIDES                   ","2017","10","16 - Nombre d'ordonnances de cesser les operations",3
"14-LANAUDIERE                    ","2017","10","16 - Nombre d'ordonnances de cesser les operations",2
"13-LAVAL                         ","2017","10","16 - Nombre d'ordonnances de cesser les operations",1
"16-MONTEREGIE                    ","2017","10","16 - Nombre d'ordonnances de cesser les operations",4
"15-LAURENTIDES                   ","2017","10","18 - Nombre de suspensions de permis",1
"16-MONTEREGIE                    ","2017","10","23 - Nombre d'avis administratifs emis par la direction",1
"05-ESTRIE                        ","2017","10","23 - Nombre d'avis administratifs emis par la direction",1
"03-CAPITALE-NATIONALE            ","2017","10","23 - Nombre d'avis administratifs emis par la direction",2
"11-GASPESIE--ILES-DE-LA-MADELEINE","2017","11","01 - Nombre d'inspections",19
"08-ABITIBI-TEMISCAMINGUE         ","2017","11","01 - Nombre d'inspections",42
"13-LAVAL                         ","2017","11","01 - Nombre d'inspections",108
"12-CHAUDIERE-APPALACHES          ","2017","11","01 - Nombre d'inspections",107
"14-LANAUDIERE                    ","2017","11","01 - Nombre d'inspections",106
"16-MONTEREGIE                    ","2017","11","01 - Nombre d'inspections",473
"15-LAURENTIDES                   ","2017","11","01 - Nombre d'inspections",223
"17-CENTRE-DU-QUEBEC              ","2017","11","01 - Nombre d'inspections",160
"01-BAS-SAINT-LAURENT             ","2017","11","01 - Nombre d'inspections",63
"03-CAPITALE-NATIONALE            ","2017","11","01 - Nombre d'inspections",364
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","11","01 - Nombre d'inspections",131
"05-ESTRIE                        ","2017","11","01 - Nombre d'inspections",180
"04-MAURICIE                      ","2017","11","01 - Nombre d'inspections",76
"07-OUTAOUAIS                     ","2017","11","01 - Nombre d'inspections",124
"09-COTE-NORD                     ","2017","11","01 - Nombre d'inspections",14
"10-NORD-DU-QUEBEC                ","2017","11","01 - Nombre d'inspections",5
"11-GASPESIE--ILES-DE-LA-MADELEINE","2017","11","02 - Nombre d'avis de non-conformite",3
"08-ABITIBI-TEMISCAMINGUE         ","2017","11","02 - Nombre d'avis de non-conformite",1
"12-CHAUDIERE-APPALACHES          ","2017","11","02 - Nombre d'avis de non-conformite",14
"14-LANAUDIERE                    ","2017","11","02 - Nombre d'avis de non-conformite",30
"16-MONTEREGIE                    ","2017","11","02 - Nombre d'avis de non-conformite",101
"15-LAURENTIDES                   ","2017","11","02 - Nombre d'avis de non-conformite",34
"17-CENTRE-DU-QUEBEC              ","2017","11","02 - Nombre d'avis de non-conformite",30
"01-BAS-SAINT-LAURENT             ","2017","11","02 - Nombre d'avis de non-conformite",9
"03-CAPITALE-NATIONALE            ","2017","11","02 - Nombre d'avis de non-conformite",67
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","11","02 - Nombre d'avis de non-conformite",32
"05-ESTRIE                        ","2017","11","02 - Nombre d'avis de non-conformite",28
"04-MAURICIE                      ","2017","11","02 - Nombre d'avis de non-conformite",11
"07-OUTAOUAIS                     ","2017","11","02 - Nombre d'avis de non-conformite",36
"09-COTE-NORD                     ","2017","11","02 - Nombre d'avis de non-conformite",4
"13-LAVAL                         ","2017","11","02 - Nombre d'avis de non-conformite",35
"11-GASPESIE--ILES-DE-LA-MADELEINE","2017","11","03 - Nombre d'infractions constatees",3
"08-ABITIBI-TEMISCAMINGUE         ","2017","11","03 - Nombre d'infractions constatees",2
"12-CHAUDIERE-APPALACHES          ","2017","11","03 - Nombre d'infractions constatees",19
"14-LANAUDIERE                    ","2017","11","03 - Nombre d'infractions constatees",54
"16-MONTEREGIE                    ","2017","11","03 - Nombre d'infractions constatees",134
"15-LAURENTIDES                   ","2017","11","03 - Nombre d'infractions constatees",42
"17-CENTRE-DU-QUEBEC              ","2017","11","03 - Nombre d'infractions constatees",37
"01-BAS-SAINT-LAURENT             ","2017","11","03 - Nombre d'infractions constatees",11
"03-CAPITALE-NATIONALE            ","2017","11","03 - Nombre d'infractions constatees",114
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","11","03 - Nombre d'infractions constatees",36
"05-ESTRIE                        ","2017","11","03 - Nombre d'infractions constatees",37
"04-MAURICIE                      ","2017","11","03 - Nombre d'infractions constatees",12
"07-OUTAOUAIS                     ","2017","11","03 - Nombre d'infractions constatees",56
"09-COTE-NORD                     ","2017","11","03 - Nombre d'infractions constatees",5
"13-LAVAL                         ","2017","11","03 - Nombre d'infractions constatees",52
"10-NORD-DU-QUEBEC                ","2017","11","07 - Montant des amendes imposees",500
"13-LAVAL                         ","2017","11","07 - Montant des amendes imposees",4500
"12-CHAUDIERE-APPALACHES          ","2017","11","07 - Montant des amendes imposees",1250
"14-LANAUDIERE                    ","2017","11","07 - Montant des amendes imposees",5250
"16-MONTEREGIE                    ","2017","11","07 - Montant des amendes imposees",10750
"15-LAURENTIDES                   ","2017","11","07 - Montant des amendes imposees",5250
"09-COTE-NORD                     ","2017","11","07 - Montant des amendes imposees",2250
"03-CAPITALE-NATIONALE            ","2017","11","07 - Montant des amendes imposees",4250
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","11","07 - Montant des amendes imposees",10250
"05-ESTRIE                        ","2017","11","07 - Montant des amendes imposees",2750
"04-MAURICIE                      ","2017","11","07 - Montant des amendes imposees",250
"07-OUTAOUAIS                     ","2017","11","07 - Montant des amendes imposees",19000
"17-CENTRE-DU-QUEBEC              ","2017","11","07 - Montant des amendes imposees",1250
"11-GASPESIE--ILES-DE-LA-MADELEINE","2017","11","08 - Nombre d'echantillons preleves",32
"08-ABITIBI-TEMISCAMINGUE         ","2017","11","08 - Nombre d'echantillons preleves",14
"12-CHAUDIERE-APPALACHES          ","2017","11","08 - Nombre d'echantillons preleves",25
"14-LANAUDIERE                    ","2017","11","08 - Nombre d'echantillons preleves",48
"16-MONTEREGIE                    ","2017","11","08 - Nombre d'echantillons preleves",87
"15-LAURENTIDES                   ","2017","11","08 - Nombre d'echantillons preleves",23
"17-CENTRE-DU-QUEBEC              ","2017","11","08 - Nombre d'echantillons preleves",34
"01-BAS-SAINT-LAURENT             ","2017","11","08 - Nombre d'echantillons preleves",36
"03-CAPITALE-NATIONALE            ","2017","11","08 - Nombre d'echantillons preleves",40
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","11","08 - Nombre d'echantillons preleves",71
"05-ESTRIE                        ","2017","11","08 - Nombre d'echantillons preleves",50
"04-MAURICIE                      ","2017","11","08 - Nombre d'echantillons preleves",15
"07-OUTAOUAIS                     ","2017","11","08 - Nombre d'echantillons preleves",35
"09-COTE-NORD                     ","2017","11","08 - Nombre d'echantillons preleves",9
"13-LAVAL                         ","2017","11","08 - Nombre d'echantillons preleves",37
"11-GASPESIE--ILES-DE-LA-MADELEINE","2017","11","09 - Nombre d'analyses",68
"13-LAVAL                         ","2017","11","09 - Nombre d'analyses",84
"12-CHAUDIERE-APPALACHES          ","2017","11","09 - Nombre d'analyses",112
"14-LANAUDIERE                    ","2017","11","09 - Nombre d'analyses",147
"16-MONTEREGIE                    ","2017","11","09 - Nombre d'analyses",252
"15-LAURENTIDES                   ","2017","11","09 - Nombre d'analyses",114
"17-CENTRE-DU-QUEBEC              ","2017","11","09 - Nombre d'analyses",83
"01-BAS-SAINT-LAURENT             ","2017","11","09 - Nombre d'analyses",82
"03-CAPITALE-NATIONALE            ","2017","11","09 - Nombre d'analyses",175
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","11","09 - Nombre d'analyses",192
"04-MAURICIE                      ","2017","11","09 - Nombre d'analyses",61
"07-OUTAOUAIS                     ","2017","11","09 - Nombre d'analyses",155
"05-ESTRIE                        ","2017","11","09 - Nombre d'analyses",185
"09-COTE-NORD                     ","2017","11","09 - Nombre d'analyses",53
"08-ABITIBI-TEMISCAMINGUE         ","2017","11","09 - Nombre d'analyses",35
"08-ABITIBI-TEMISCAMINGUE         ","2017","11","10 - Quantite d'aliments elimines ou confisques (en kg)",7
"09-COTE-NORD                     ","2017","11","10 - Quantite d'aliments elimines ou confisques (en kg)",7
"05-ESTRIE                        ","2017","11","10 - Quantite d'aliments elimines ou confisques (en kg)",11
"07-OUTAOUAIS                     ","2017","11","10 - Quantite d'aliments elimines ou confisques (en kg)",34
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","11","10 - Quantite d'aliments elimines ou confisques (en kg)",43
"03-CAPITALE-NATIONALE            ","2017","11","10 - Quantite d'aliments elimines ou confisques (en kg)",88
"16-MONTEREGIE                    ","2017","11","10 - Quantite d'aliments elimines ou confisques (en kg)",305
"14-LANAUDIERE                    ","2017","11","10 - Quantite d'aliments elimines ou confisques (en kg)",12
"13-LAVAL                         ","2017","11","10 - Quantite d'aliments elimines ou confisques (en kg)",250
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","11","11 - Quantite d'aliments elimines ou confisques (en litres)",5
"13-LAVAL                         ","2017","11","11 - Quantite d'aliments elimines ou confisques (en litres)",20
"03-CAPITALE-NATIONALE            ","2017","11","11 - Quantite d'aliments elimines ou confisques (en litres)",30
"16-MONTEREGIE                    ","2017","11","11 - Quantite d'aliments elimines ou confisques (en litres)",65
"14-LANAUDIERE                    ","2017","11","11 - Quantite d'aliments elimines ou confisques (en litres)",80
"07-OUTAOUAIS                     ","2017","11","11 - Quantite d'aliments elimines ou confisques (en litres)",10
"17-CENTRE-DU-QUEBEC              ","2017","11","11 - Quantite d'aliments elimines ou confisques (en litres)",8
"15-LAURENTIDES                   ","2017","11","11 - Quantite d'aliments elimines ou confisques (en litres)",41
"05-ESTRIE                        ","2017","11","11 - Quantite d'aliments elimines ou confisques (en litres)",2
"03-CAPITALE-NATIONALE","2017","11","12 - Nombre de plaintes enregistrees",53
"06-MONTREAL","2017","11","12 - Nombre de plaintes enregistrees",1
"00-HORS QUEBEC","2017","11","12 - Nombre de plaintes enregistrees",2
"01-BAS-SAINT-LAURENT","2017","11","12 - Nombre de plaintes enregistrees",17
"16-MONTEREGIE","2017","11","12 - Nombre de plaintes enregistrees",89
"07-OUTAOUAIS","2017","11","12 - Nombre de plaintes enregistrees",23
"14-LANAUDIERE","2017","11","12 - Nombre de plaintes enregistrees",28
"15-LAURENTIDES","2017","11","12 - Nombre de plaintes enregistrees",25
"12-CHAUDIERE-APPALACHES","2017","11","12 - Nombre de plaintes enregistrees",17
"17-CENTRE-DU-QUEBEC","2017","11","12 - Nombre de plaintes enregistrees",15
"13-LAVAL","2017","11","12 - Nombre de plaintes enregistrees",21
"09-COTE-NORD","2017","11","12 - Nombre de plaintes enregistrees",6
"08-ABITIBI-TEMISCAMINGUE","2017","11","12 - Nombre de plaintes enregistrees",5
"11-GASPESIE--ILES-DE-LA-MADELEINE","2017","11","12 - Nombre de plaintes enregistrees",2
"02-SAGUENAY--LAC-SAINT-JEAN","2017","11","12 - Nombre de plaintes enregistrees",20
"05-ESTRIE","2017","11","12 - Nombre de plaintes enregistrees",27
"04-MAURICIE","2017","11","12 - Nombre de plaintes enregistrees",13
"10-NORD-DU-QUEBEC","2017","11","12 - Nombre de plaintes enregistrees",1
"16-MONTEREGIE                    ","2017","11","16 - Nombre d'ordonnances de cesser les operations",2
"13-LAVAL                         ","2017","11","16 - Nombre d'ordonnances de cesser les operations",4
"07-OUTAOUAIS                     ","2017","11","23 - Nombre d'avis administratifs emis par la direction",1
"05-ESTRIE                        ","2017","11","23 - Nombre d'avis administratifs emis par la direction",1
"01-BAS-SAINT-LAURENT             ","2017","12","01 - Nombre d'inspections",54
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","12","01 - Nombre d'inspections",81
"17-CENTRE-DU-QUEBEC              ","2017","12","01 - Nombre d'inspections",105
"03-CAPITALE-NATIONALE            ","2017","12","01 - Nombre d'inspections",255
"09-COTE-NORD                     ","2017","12","01 - Nombre d'inspections",38
"15-LAURENTIDES                   ","2017","12","01 - Nombre d'inspections",148
"12-CHAUDIERE-APPALACHES          ","2017","12","01 - Nombre d'inspections",67
"11-GASPESIE--ILES-DE-LA-MADELEINE","2017","12","01 - Nombre d'inspections",18
"05-ESTRIE                        ","2017","12","01 - Nombre d'inspections",135
"14-LANAUDIERE                    ","2017","12","01 - Nombre d'inspections",65
"07-OUTAOUAIS                     ","2017","12","01 - Nombre d'inspections",87
"04-MAURICIE                      ","2017","12","01 - Nombre d'inspections",71
"16-MONTEREGIE                    ","2017","12","01 - Nombre d'inspections",350
"13-LAVAL                         ","2017","12","01 - Nombre d'inspections",85
"08-ABITIBI-TEMISCAMINGUE         ","2017","12","01 - Nombre d'inspections",18
"17-CENTRE-DU-QUEBEC              ","2017","12","02 - Nombre d'avis de non-conformite",23
"15-LAURENTIDES                   ","2017","12","02 - Nombre d'avis de non-conformite",24
"16-MONTEREGIE                    ","2017","12","02 - Nombre d'avis de non-conformite",68
"14-LANAUDIERE                    ","2017","12","02 - Nombre d'avis de non-conformite",30
"12-CHAUDIERE-APPALACHES          ","2017","12","02 - Nombre d'avis de non-conformite",12
"13-LAVAL                         ","2017","12","02 - Nombre d'avis de non-conformite",25
"09-COTE-NORD                     ","2017","12","02 - Nombre d'avis de non-conformite",10
"11-GASPESIE--ILES-DE-LA-MADELEINE","2017","12","02 - Nombre d'avis de non-conformite",1
"07-OUTAOUAIS                     ","2017","12","02 - Nombre d'avis de non-conformite",15
"08-ABITIBI-TEMISCAMINGUE         ","2017","12","02 - Nombre d'avis de non-conformite",2
"05-ESTRIE                        ","2017","12","02 - Nombre d'avis de non-conformite",23
"04-MAURICIE                      ","2017","12","02 - Nombre d'avis de non-conformite",9
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","12","02 - Nombre d'avis de non-conformite",21
"03-CAPITALE-NATIONALE            ","2017","12","02 - Nombre d'avis de non-conformite",49
"01-BAS-SAINT-LAURENT             ","2017","12","02 - Nombre d'avis de non-conformite",3
"14-LANAUDIERE                    ","2017","12","03 - Nombre d'infractions constatees",57
"17-CENTRE-DU-QUEBEC              ","2017","12","03 - Nombre d'infractions constatees",30
"04-MAURICIE                      ","2017","12","03 - Nombre d'infractions constatees",11
"12-CHAUDIERE-APPALACHES          ","2017","12","03 - Nombre d'infractions constatees",19
"11-GASPESIE--ILES-DE-LA-MADELEINE","2017","12","03 - Nombre d'infractions constatees",1
"05-ESTRIE                        ","2017","12","03 - Nombre d'infractions constatees",32
"02-SAGUENAY--LAC-SAINT-JEAN      ","2017","12","03 - Nombre d'infractions constatees",27
"08-ABITIBI-TEMISCAMINGUE         ","2017","12","03 - Nombre d'infractions constatees",2
"16-MONTEREGIE                    ","2017","12","03 - Nombre d'infractions constatees",103
"03-CAPITALE-NATIONALE            ","2017","12","03 - Nombre d'infractions constatees",62
"07-OUTAOUAIS                     ","2017","12","03 - Nombre d'infractions constatees",27
"15-LAURENTIDES                   ","2017","12","03 - Nombre d'infractions constatees",39
"01-BAS-SAINT-LAURENT             ","2017","12","03 - Nombre d'infractions constatees",3
"13-LAVAL                         ","2017","12","03 - Nombre d'infractions constatees",38
"09-COTE-NORD                     ","2017","12","03 - Nombre d'infractions constatees",13
