ogc_fid,nom_cours_eau,date_observation,commentaire,desc_etat_glace,longueur_embacle,unite_mesure_longueur_embacle,municipalite,source,cap_certitude,cap_type_evenement,cap_severite,cap_etat,cap_portee,cap_urgence,imprecision,coordonnee_x,coordonnee_y,date_creation
"1490",Autre,2014/04/11,Rivière du Sud 1 résidence isolée,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Saint-Raphaël,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-70.7219275485071,46.7777149582958,2014-04-14
"1497",Autre,2014/04/14,Rivière Chaudière,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Beauceville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-70.7797001009386,46.2156500887033,2014-04-15
"1500",Autre,2014/04/11,Rivière Chaudière,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Lévis,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Inconnue,Actuel,Restreinte,Prévue,aucune,-71.2368052754843,46.6203833298695,2014-04-15
"1501",Autre,2014/04/11,Rivière Chaudière,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Saint-Lambert-de-Lauzon,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Inconnue,Actuel,Restreinte,Prévue,aucune,-71.2124293599617,46.5835854065721,2014-04-15
"1502",Autre,2014/04/15,embouchure de la rivière du loup/fleuve St_Laurent   embâcle sur 1 km... a 1.5 km de l'embouchure du lac St-Pierre....,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1",metre,Louiseville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-72.9240492844072,46.2195012157157,2014-04-01
"1525",Rivière Chaudière,2014/04/15,Embâcle de Beauceville a descendu et a bloqué à St-Joseph,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"4000",metre,Saint-Joseph-de-Beauce,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Inconnue,Actuel,Restreinte,Prévue,aucune,-70.8834859624079,46.3077807384526,2014-04-15
"1567",Autre,2014/04/15,Rivière Sainte-Anne. Au moins 60 personnes évacuées (résidence pour personnes âgées  l'Estacade). Ponts Tessier et Chalifour et rangs du Nord et St-Jacques sont fermés.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Saint-Raymond,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Extrême,Actuel,Restreinte,Prévue,aucune,-71.8365783635493,46.8913857734674,2014-04-16
"1568",Autre,2014/04/15,Rivière Jacques-Cartier. Au moins 4 km de longueur. Évacuation de 6 maisons sur la rue Chabot  9 sur la rue Sioux et 8 sur la rue Clément située à environ 4 km en aval.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"4000",metre,Saint-Gabriel-de-Valcartier,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-71.4863481513522,47.0095810450141,2014-04-16
"1569",Autre,2014/04/15,Rivière Cachée,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Stoneham-et-Tewkesbury,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Importante,Actuel,Restreinte,Prévue,aucune,-71.3340414513936,47.043467671163,2014-04-16
"1570",Autre,2014/04/15,Rivière Jaune,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Lac-Beauport,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Importante,Actuel,Restreinte,Prévue,aucune,-71.3124515091833,46.9365809745882,2014-04-16
"1571",Autre,2014/04/15,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Sainte-Brigitte-de-Laval,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.1913238199232,46.9426389551343,2014-04-16
"1594",Rivière Nicolet,2014/04/08,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Chesterville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.8418740804601,45.9659811610608,2014-04-17
"1595",Rivière Nicolet,2014/04/08,Amoncellement de glace,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Saint-Christophe-d'Arthabaska,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Inconnue,Actuel,Restreinte,Prévue,aucune,-71.895658864169,46.0045829853825,2014-04-07
"1596",Rivière Nicolet,2014/04/08,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Saint-Christophe-d'Arthabaska,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.9180786188904,46.0295423863461,2014-04-17
"1597",Rivière Nicolet,2014/04/09,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Victoriaville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.9322613420223,46.0389956561324,2014-04-17
"1600",Rivière Bécancour,2014/04/11,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1000",metre,Lyster,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.5624274322638,46.3597946118051,2014-04-17
"1603",Rivière Ristigouche,2014/04/17,Inondation à Matapédia,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"6000",metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-66.9462489637943,47.9593538567235,2014-04-17
"1604",Autre,2014/04/10,Rivière de l'Ouest,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"30",metre,Wentworth-Nord,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-74.4824289339006,45.7750209028825,2014-04-17
"1627",Rivière Batiscan,2014/04/20,petite embâcle au niveau du pont  reste de la rivière en montant dégagé a `l'eau claire,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Sainte-Geneviève-de-Batiscan,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.339269357168,46.5281912561707,2014-04-11
"1652",Rivière Batiscan,2014/04/23,NOTE:  il reste des morceaux de glace sur environ 60 mètres en aval et en amont de la règle.   Ensuite  à partir de la chute du huit  il reste un couvert de glace sur environ 250 mètres.   Pour ce qui est du reste de la rivière entre la chute du huit le le Pont c'est à l'eau claire.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Notre-Dame-de-Montauban,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Normale,Actuel,Restreinte,Prévue,aucune,-72.3325930759875,46.8504350851253,2014-04-07
"1691",Rivière Batiscan,2014/04/24,NOTE:  en amont à  partir de la règle jusqu'au pont le niveau d'eau est d'environ à 124.60m mais il est à la baisse lente,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"300",metre,Notre-Dame-de-Montauban,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Normale,Actuel,Restreinte,Prévue,aucune,-72.3325930759875,46.8504350851253,2014-04-07
"1692",Rivière Batiscan,2014/04/24,NOTE:  l'eau déborde sur le chemin Paquin sur une longueur de 30m et une hauteur de 0.300m  l'eau est à la baisse lente.   Ceci est causé par une embâcle à partir du pont des chars jusque chez M. Ferdinand Lavoie.  En résumé  il reste environ 1 km d'embâcle entre la chute du neuf et la chute du dix.   La situation est stable et nous devrions pas avoir de problème majeur mais nous continuons à faire une surveillance de la rivière.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1000",metre,Notre-Dame-de-Montauban,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.2841947698203,46.8988860684332,2014-04-23
"1725",Autre,2014/04/17,Inondation du à un embâcle majeur sur la Ristigouche,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"6000",metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Importante,Actuel,Restreinte,Prévue,aucune,-66.9289970332032,47.977263978961,2014-04-25
"1726",Autre,2014/04/18,Inondation du à un embâcle majeur sur la Ristigouche,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"10000",metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Importante,Actuel,Restreinte,Prévue,aucune,-66.9289970332032,47.977263978961,2014-04-25
"1727",Rivière Ristigouche,2014/04/18,Garage Ultramar  4 rue des Saumons,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"10000",metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Importante,Actuel,Restreinte,Prévue,aucune,-66.9432449274884,47.9739026205988,2014-04-25
"1728",Rivière Ristigouche,2014/04/18,Chemin de fer inondé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"10000",metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-66.9259101931759,47.9819150729101,2014-04-25
"1729",Rivière Ristigouche,2014/04/18,Aéroglisseur de la GCC,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"10000",metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Importante,Actuel,Restreinte,Prévue,aucune,-66.9121086675684,47.9870470768563,2014-04-25
"1730",Rivière Ristigouche,2014/04/18,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"10000",metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Importante,Actuel,Restreinte,Prévue,aucune,-66.9233524877573,47.9828533222813,2014-04-25
"1732",Rivière Ristigouche,2014/04/17,En face du 431 Riverside Matapédia,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"6000",metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-66.9657659997124,47.9388188177742,2014-04-25
"1733",Rivière Ristigouche,2014/04/22,En face du 105 Riverside,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"17000",metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-66.9438159265439,47.9677227076234,2014-04-25
"1734",Rivière Ristigouche,2014/04/22,En face du 346 Riverside,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"17000",metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-66.9570338525666,47.9490422746358,2014-04-25
"1735",Rivière Ristigouche,2014/04/22,En face du 580 Riverside Matapédia,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"17000",metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-66.9659602441672,47.9338630434108,2014-04-25
"1792",Autre,2014/05/12,6 résidences isolées,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Sept-Îles,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-66.0463636206694,50.2501120935119,2014-05-13
"1799",Rivière Ristigouche,2014/04/17,Embâcle de 19 km de longueur le 19 avril (carte de glace),Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"19000",metre,Matapédia,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-66.9662615650946,47.9387938660455,2014-06-16
"1829",Rivière Saint-Maurice,2014/12/09,Heure du signalement (16 h 15) d'un embâcle sur la rivière Saint-Maurice à la hauteur du km 39 (Rapides Manigance)L'embâcle (l'empilement de petits morceaux de glace fait 1 km de long et se situe approximativement entre le km 39 et le km 38 en aval.Lors du signalement  l'eau était à 20 cm de la route 155.Quarante cinq minutes plus tard  selon l'évaluation de l'observateur terrain l'eau était à 18 po de la route. L'observateur terrain devrait rappeler vers 20 h,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1000",metre,Shawinigan,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.86658046212,46.8684496781116,2014-12-09
"1830",Rivière Saint-Maurice,2014/12/09,20 h 28 Appel de Monsieur Mongrain nous informe qu'il vient de vérifier le niveau de la Rivière Saint-Maurice au km 40 de la route 55. Il affirme qu'à sa dernière visite le niveau de l'eau était à 1 pied ou 1 pied et demi du niveau de l'asphalte. Il a maintenant baissé de quelques pouces par rapport à ce qu'il avait observé. En ce moment  la température à Trois-Rives est douce et il n'y a aucune précipitation.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1000",metre,Shawinigan,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.86658046212,46.8684496781116,2014-12-09
"3224",Rivière Matane,2014/12/26,La situation s'est résorbée le 29 décembre,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Matane,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-67.5398922611897,48.816782977419,2015-01-07
"3225",Rivière Cascapédia,2015/01/05,30 cm d'eau sur un tronçon de 1.8 km de la 299.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"2000",metre,Rivière-Bonaventure,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-65.9864753880149,48.3432753677677,2015-01-07
"3226",Autre,2015/01/09,Rivière des Commissaires  aucune résidences principales à proximité. Le MTQ surveille la situation.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Lac-Bouchette,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.2551505621019,48.0698445146566,2015-01-13
"3227",Autre,2015/01/09,Rivière des Perdrix. Une résidence a été inondée durant la journée (20 cm d'eau au sous-sol). Aucune évacuation. La situation est rapidement revenue à la normale.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Cap-Saint-Ignace,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-70.4217697292691,47.0028169502869,2015-01-13
"3264",Rivière Noire,2015/01/29,Selon l'information provenant de la municipalité et du gestionnaire de barrage Brookfield  la problématique est beaucoup plus relié à du frasil et ce  sur une longueur de 10 km environ.  Selon Brookfield  la situation pourrait durer encore quelques semaines. La localisation est approximative.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Waltham,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-76.8492608699062,46.0027618243005,2015-01-29
"3308",Rivière Chaudière,2006/03/31,Il y a 40 personnes qui sont évacuées. La municipalité a ouvert un centre d'hébergement (au CHSLD de Beauceville) où ont trouvé refuge 15 personnes (25 personnes seraient hébergées chez des amis). Il y a aussi 20 commerces qui sont inondés. Des routes sont présentement fermées à la circulation à Beauceville  soit la route 173  la rue Lambert  boulevard Renault ainsi que le pont de la rivière du Bras du côté ouest de la rivière à Beauceville. La route 276 est fermée à la circulation à Saint-Joseph de Beauce depuis hier  car elle est inondée.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Beauceville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Importante,Actuel,Restreinte,Prévue,aucune,-70.7816456268026,46.216626826552,2015-02-03
"3309",Rivière Chaudière,2006/03/31,Près de 40 personnes ont été évacuées dans la nuit de samedi à dimanche. La municipalité a ouvert un centre d'hébergement (au CHSLD de Beauceville) où 15 personnes y ont trouvé refuge et 25 ont été hébergées chez des amis. Il y a aussi 20 commerces qui ont été inondés. Des routes ont été fermées à la circulation à Beauceville  soit la route 173  la rue Lambert  le boulevard Renault ainsi que le pont de la rivière du Bras. La route 276 a été fermée à la circulation à Saint-Joseph-de-Beauce suite à l'inondation,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Beauceville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Importante,Actuel,Restreinte,Prévue,aucune,-70.7700377497651,46.2004571462422,2015-02-03
"3320",Rivière Richelieu,2015/02/04,Accumulation de frasil.  Début de l'accumulation en amont de la 112,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"100",metre,Carignan,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Confidentiel,Inconnue,aucune,-73.2471917986227,45.4241986202399,2015-02-04
"3329",Rivière Matapédia,2015/01/19,Embâcle de 1 km située en amont du pont de la rue Du Pont à Ste-Florence. Aucune résidence menacée.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1000",metre,Sainte-Florence,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-67.2413382291082,48.2716294696126,2015-02-09
"3625",Rivière Bécancour,2015/03/19,embâcvle rivi`re genitllyu,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"50",metre,Bécancour,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Inconnue,Actuel,Restreinte,Prévue,aucune,-72.342209257867,46.3978466609652,2015-03-19
"3745",Autre,2015/04/03,L'embâcle  située sur la rivière Châteauguay a provoqué des inondations importantes. Sur la rue Châteauguay il y a environ 30 cm d'eau sur une distance de 25 m approximativement. Un duplexe  17 et 19 rue Châteauguay  et un édifice de six logements  situé au 21 de la même rue  ont été évacués. Les personnes évacuées ont été relocalisées dans un Centre d'accueil de la Légion Royale Canadienne. Le réseau d'égout de la ville de Huntingdon ne suffit plus et déborde.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Huntingdon,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Importante,Actuel,Restreinte,Prévue,aucune,-74.1700716124395,45.0903527808644,2015-04-05
"3861",Rivière Nicolet Sud-Ouest,2015/04/12,COUVERT DE GLACE COMPLET  aucun changement important. dégagement de la glace au niveau des chalet près du Rapide Rouge CHANGEMENT IMPORTANT. EMBÂCLE SUR UNE DISTANCE IMPORTANTE,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Sainte-Brigitte-des-Saults,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.4573664430863,46.0349220177008,2015-04-04
"3865",Rivière Nicolet Sud-Ouest,2015/04/12,COUVERT DE GLACE COMPLET  aucun changement important. dégagement de la glace au niveau des chalet près du Rapide Rouge CHANGEMENT IMPORTANT. EMBÂCLE SUR UNE DISTANCE IMPORTANTE,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Sainte-Brigitte-des-Saults,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.4573664430863,46.0349220177008,2015-04-04
"3915",Rivière Saint-François,2015/04/13,Marina,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1000",metre,Drummondville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.4208684948964,45.8567141149265,2015-03-19
"3927",Rivière Yamaska,2015/04/11,Un embâcle a provoqué l'inondation de la rue de la Ppinte du Nord-Est. 4 à 5 résidences touchées.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Yamaska,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-72.9399762297011,46.0628830369343,2015-04-13
"3928",Rivière Beaurivage,2015/04/12,Pas d'habitation dans le secteur.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1300",metre,Saint-Gilles,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.3651003144207,46.5746125596336,2015-04-13
"3929",Rivière Beaurivage,2015/04/12,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"500",metre,Saint-Gilles,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.3655795703634,46.5420053784855,2015-04-13
"3930",Rivière Beaurivage,2015/04/13,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Saint-Patrice-de-Beaurivage,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.3052402296942,46.4269295688725,2015-04-13
"3931",Rivière Chaudière,2015/04/12,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Lévis,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.275535239432,46.6933492720567,2015-04-13
"3932",Rivière Beaurivage,2015/04/12,4 résidences dans le secteur dont une qui a eu des infiltration d'eau au sous-sol.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Lévis,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Modérée,Actuel,Restreinte,Prévue,aucune,-71.2681278477855,46.6894608471448,2015-04-13
"3935",Autre,2015/04/12,Amoncellement de glace sur la rivière Portneuf  l'eau circule tout de même.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Portneuf,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.8711240895726,46.7148881558378,2015-04-13
"3936",Autre,2015/04/12,Amoncellement de glace sur la rivière Portneuf,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Portneuf,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.8532283910287,46.7230821215594,2015-04-13
"3940",Rivière Verte,2015/04/13,Accumulation d'eau dans la zone inondable.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,L'Isle-Verte,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-69.3444930890722,48.0069605302787,2015-04-13
"3942",Autre,2015/04/13,Rivière Du Chêne. Embâcle près de l embouchure de la rivière. Une quinzaine de résidences menacées.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,Leclercville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.9918581009189,46.5725474857927,2015-04-13
"3946",Rivière Chaudière,2015/04/13,Embâcle s'est formé au rapide du Diable,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,M,Beauceville,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Confidentiel,Inconnue,aucune,-70.7473357296992,46.1993057713382,2015-04-13
"3947",Rivière Bécancour,2015/04/13,Site - en amont de l' embâcle qui s'est formé  à  St - Louis de Blandford - l eau s'avance lentement. Le niveau est en hausse,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,M,Saint-Louis-de-Blandford,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Confidentiel,Inconnue,aucune,-71.9970922703469,46.227495361687,2015-04-13
"3970",Petite rivière Cascapédia,2015/03/06,Embâcle de 4 km à la hauteur du camp Melanson. Aucune conséquence.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"4000",metre,New Richmond,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-65.7642811182169,48.2219022252562,2015-04-14
"3973",Rivière Chaudière,2015/04/10,Embâcle d'une longueur estimée à 600 mètres. Demande d'expertise transmise à HydroMétéo,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"600",metre,Saint-Lambert-de-Lauzon,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-71.2346277584307,46.6257161010803,2015-04-14
"3974",Rivière Yamaska,2015/04/11,Embâcle signalé sur la rivière Yamaska entre Massueville et Yasmaska. Aucune conséquence malgré la hausse du niveau vis-à-vis Massueville.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),,metre,TNO aquatique de la MRC Pierre-De Saurel,Application Vigilance / Inondation (Hautes eaux) : Observation terrain,Observé,Suivi des cours d'eau,Mineure,Actuel,Restreinte,Prévue,aucune,-72.9126581720516,45.9419918884375,2015-04-14
