id_rire,types,specific,generic,designation_date,history,history_source,former_name,borough_codes,borough_names,title,topic_codes,topic_names
"","banque","Lefebvre, Margot","-","","(1936-1989)  Chanteuse née à Montréal, fort populaire au Québec dans les années 1960, notamment connue pour la chanson « C&#8217;est la faute au bossa-nova ».","Compilé par Gabriel Martin, 2016","","","","Margot Lefebvre","83","Banque Toponym'Elles"
"","banque","Lefebvre, Monique","-","","(1947-2012)  Administratrice née à Montréal-Nord, elle fut active dans le domaine des nouvelles technologies et celui de la psychologie. Elle a notamment travaillé à l&#8217;Université du Québec à Montréal, au Centre de recherche en informatique de Montréal, à Québecor Multimédia et à la Ville de Montréal. Elle a été nommée chevalière de l&#8217;Ordre national du Québec en 2011.","Compilé par Gabriel Martin, 2016","","","","Monique Lefebvre","83","Banque Toponym'Elles"
"","banque","Lefort, Marie-Agnès","-","","(1891-1973)  Peintre ayant notamment vécu à Montréal.","Compilé par Gabriel Martin, 2016","","","","Marie-Agnès Lefort","83","Banque Toponym'Elles"
"","banque","Legendre, Micheline","-","","(1923-2010)  Marionnettiste née à Montréal, elle fonde le Théâtre de marionnettes de Montréal en 1948. Elle est nommée chevalière de l&#8217;Ordre national du Québec en 1991.","Compilé par Gabriel Martin, 2016","","","","Micheline Legendre","83","Banque Toponym'Elles"
"","banque","Léger, Francine","-","","(1958-2014)  Médecin montréalaise reconnue pour son humanité hors du commun, elle fut de nombreux combat, dont celui du droit à l&#8217;avortement et celui d&#8217;une meilleure reconnaissance du rôle des médecins omnipraticiens. Le jour de ses funérailles, les drapeaux du Centre hospitalier universitaire de Montréal et de l&#8217;Université de Montréal ont été mis en berne.","Compilé par Gabriel Martin, 2016","","","","Francine Léger","83","Banque Toponym'Elles"
"","banque","LeMoyne, Georgette","-","","(1883-1975)  Première femme à recevoir un diplôme universitaire au Canada français, elle est active au sein de la Fédération nationale Saint-Jean-Baptiste de Montréal (FNSJB) à partir de 1915, avant d&#8217;en devenir la secrétaire de 1919 à 1954, puis la présidente. Une bourse portant le nom de Georgette Lemoyne est annuellement remise par la Fédération canadienne des femmes diplômées des universités (FCFDU) à une étudiante des cycles supérieurs.","Compilé par Gabriel Martin, 2016","","","","Georgette LeMoyne","83","Banque Toponym'Elles"
"","banque","Lenglen, Suzanne","-","","(1899-1938)  Première joueuse de tennis à devenir une vedette internationale.","Compilé par Gabriel Martin, 2016","","","","Suzanne Lenglen","83","Banque Toponym'Elles"
"","banque","Lesage, Édouardine","-","","(1875-1961)  Journaliste ayant travaillé pour le compte de populaires périodiques montréalais, elle se fait notamment connaitre avec la chronique du « Courrier de Colette », publié dans La Presse de 1903 à 1955.","Compilé par Gabriel Martin, 2016","","","","Édouardine Lesage","83","Banque Toponym'Elles"
"","banque","Lessard, Jacqueline","-","","(1926-2013)  Missionnaire engagée auprès des orphelins haïtiens.","Compilé par Gabriel Martin, 2016","","","","Jacqueline Lessard","83","Banque Toponym'Elles"
"","banque","Lionais, Henriette","-","","(1870-1964)  Écrivaine, journaliste et conférencière ayant principalement vécu à Montréal, cette femme aux idées progressistes s&#8217;est notamment portée à la défense du suffrage féminin.","Compilé par Gabriel Martin, 2016","","","","Henriette Lionais","83","Banque Toponym'Elles"
"","banque","Livingstone, Kay","-","","(1918-1975)  Personnalité radiophonique et militante, on lui doit la tenue du premier Congrès national des femmes noires du Canada en 1973, ayant conduit à d&#8217;autres rencontres, dont un congrès à Montréal l&#8217;année suivante.","Compilé par Gabriel Martin, 2016","","","","Kay Livingstone","83","Banque Toponym'Elles"
"","banque","Lockerby, Mabel","-","","(1882-1976)  Peintre née et décédée à Montréal, elle figure parmi les membres du Groupe de Beaver Hall, un célèbre regroupement d&#8217;artistes visuels de la métropole.","Compilé par Gabriel Martin, 2016","","","","Mabel Lockerby","83","Banque Toponym'Elles"
"","banque","Loiselle, Hélène","-","","(1928-2013)  Actrice née à Montréal, elle joue notamment dans les Belles-s&#339;urs de Michel Tremblay, pièce emblématique du théâtre québécois. Elle s&#8217;illustre aussi à la radio et à la télévision. Au cinéma, on retient notamment son interprétation dans le film anthologique Les ordres (1974) de Michel Brault.","Compilé par Gabriel Martin, 2016","","","","Hélène Loiselle","83","Banque Toponym'Elles"
"","banque","Lorde, Audre","-","","(1934-1992)  Écrivaine états-unienne féministe ayant lutté contre le racisme.","Compilé par Gabriel Martin, 2016","","","","Audre Lorde","83","Banque Toponym'Elles"
"","banque","Lovelace, Ada","-","","(1815-1852)  S&#8217;étant intéressée au fonctionnement d&#8217;une machine à calculer créée par le mathématicien Charles Babbage, elle entrevoit le potentiel du calcul universel automatisé. Les travaux algorithmiques qu&#8217;elle mène sur le sujet portent d&#8217;ailleurs certaines personnes à la considérer comme la première programmeuse du monde.","Compilé par Gabriel Martin, 2016","","","","Ada Lovelace","83","Banque Toponym'Elles"
"","banque","Maathai, Wangari","-","","(1940-2011)  Récipiendaire d&#8217;un Prix Nobel de la Paix en 2004, Wangari Maathai est une reconnue internationalement pour ses combats environnementaux, notamment en ce qui a trait à la reforestation de l&#8217;Afrique.","Compilé par Gabriel Martin, 2016","","","","Wangari Maathai","83","Banque Toponym'Elles"
"","banque","Maheux-Forcier, Louise","-","","(1929-2015)  Auteure née à Montréal, elle écrit notamment les romans « Amadou » (1963) et « Une forêt pour Zoé » (1970); elle a été nommée membre de l&#8217;Ordre du Canada.","Compilé par Gabriel Martin, 2016","","","","Louise Maheux-Forcier","83","Banque Toponym'Elles"
"","banque","Maillet, Andrée","-","","(1921-1995)  Écrivaine de Montréal, auteure du recueil de contes pour enfants Le chêne des tempêtes (1965) et du recueil de nouvelles Les Montréalais (1962), elle reçoit le prestigieux prix Athanase-David en 1990. Elle est nommée grande officière de l&#8217;Ordre national du Québec en 1991.","Compilé par Gabriel Martin, 2016","","","","Andrée Maillet","83","Banque Toponym'Elles"
"","banque","Mailloux, Élodie","-","","(1865-1937)  Supérieure de l&#8217;hôpital Notre-Dame de Montréal au tournant du siècle, elle a créé la première école catholique de garde-malades au Canada.","Compilé par Gabriel Martin, 2016","","","","Élodie Mailloux","83","Banque Toponym'Elles"
"","banque","Kapesh, An Antane","-","","(née en 1926, décédée en 2004)<br><br>An Antane Kapesh nait le 21 mars 1926 dans les bois, où elle passe l&#8217;essentiel de son enfance et de son adolescence, vivant avec sa famille selon le mode de vie innu traditionnel. Femme au caractère affirmé, elle devient cheffe de la bande innue de Schefferville en 1965. En 1975, elle publie l&#8217;un des premiers livres amérindiens autobiographiques, Je suis une maudite sauvagesse, dans lequel elle expose son indignation envers les actions des Blancs, qui ont imposé leurs institutions à son peuple. En 1979, elle publie Qu&#8217;as-tu fait de mon pays, un conte allégorique qui, au travers la vision d&#8217;un enfant, dénonce le génocide culturel exercé par les Québécois ayant dépossédé le peuple innu de ses traditions, sa langue et son territoire &#8212; territoire dont même la toponymie ancestrale a été effacée. L&#8217;écrivaine s&#8217;éteint le 13 novembre 2004, léguant une &#339;uvre essentielle pour la postérité.<br><br>SOURCES. &#8212; BOUDREAU, Diane, « An Antane Kapesh, la mémoire montagnaise », Châtelaine, vol. 29, no 4, Montréal, avril 1988, p. 200 et 202. &#8212; BOUDREAU, Diane, Histoire de la littérature amérindienne au Québec : oralité et écriture, Montréal, L&#8217;Hexagone, 1993, p. 125-126. &#8212; KAPESH, An Antane, « Ces terres dont nous avions nommé chaque ruisseau », Recherches amérindiennes au Québec, vol. 5, no 2, 1975, p. 2-3. &#8212; MAILHOT, José, « Kapesh, An Antane » dans MARTIN, Gabriel, Le petit dictionnaire des grandes Québécoises, Sherbrooke, Les Éditions du Fleurdelysé, [à paraitre]. &#8212; RUGGERI, Paola, « An Antane Kapesh », Centro interuniversitario di studi quebecchesi, Paroles et images amérindiennes du Québec : actes du Séminaire international du CISQ à Bologne (2-3 décembre 2004), Bologne, Edizioni Pendragon, 2005, p. 127-135.","Compilé par Gabriel Martin, 2016","","","","An Antane Kapesh","83","Banque Toponym'Elles"
"","banque","Major, Henriette","-","","(1933-2006)  Cette prolifique auteure de Montréal s&#8217;est notamment imposée comme une figure incontournable de la littérature jeunesse au Québec.","Compilé par Gabriel Martin, 2016","","","","Henriette Major","83","Banque Toponym'Elles"
"","banque","Makeba, Miriam","-","","(1932-2008)  Affectueusement surnommée « Mama Afrika », cette chanteuse et militante sud-africaine s&#8217;est produite de nombreuses fois à Montréal. Notons au passage sa présence au Congrès des écrivains noirs (1968), un évènement marquant de la communauté noire de Montréal, auquel a participé son mari Stokely Carmichael.","Compilé par Gabriel Martin, 2016","","","","Miriam Makeba","83","Banque Toponym'Elles"
"","banque","Marchand, Azilda","-","","(1918-2010)  Cofondatrice de l&#8217;Association féminine de l&#8217;éducation et de l&#8217;action sociale (AFEAS), elle est nommée chevalière de l&#8217;Ordre national du Québec en 1985.","Compilé par Gabriel Martin, 2016","","","","Azilda Marchand","83","Banque Toponym'Elles"
"","banque","Martel, Suzanne","-","","(1924-2012)  Auteure de Surréal 3000, un classique de la littérature jeunesse québécoise qui met en scène Montréal en l&#8217;an 3000.","Compilé par Gabriel Martin, 2016","","","","Suzanne Martel","83","Banque Toponym'Elles"
"","banque","Martin, Claire","-","","(1914-2014)  D&#8217;abord connue comme animatrice radiophonique, cette écrivaine a notamment marqué les annales par la publication, en 1965 et en 1966, de l&#8217;ouvrage en deux volumes « Dans un gant de fer », qui constitue la première grande autobiographie féministe de l&#8217;histoire du Québec.","Compilé par Gabriel Martin, 2016","","","","Claire Martin","83","Banque Toponym'Elles"
"","banque","Matte, Monica","-","","(1924-2008)  Créatrice du programme canadien « Nouveau départ » ayant notamment aidé les anciennes « femmes au foyer » à se trouver un emploi, programme ayant existé durant une trentaine d&#8217;années; elle a reçu de nombreux prix prestigieux, dont l&#8217;Ordre du Canada (1981)","Compilé par Gabriel Martin, 2016","","","","Monica Matte","83","Banque Toponym'Elles"
"","banque","Matthes, Mia","-","","(1920-2010)  Photographe de Montréal ayant publié de nombreux beaux-livres avec son mari, souvent en collaboration avec des plumes prestigieuses dont Alfred Pellan, Gatien Lapointe, Jacques Brault, Jeanne Sauvé et Roch Carrier. Elle est nommée chevalière de l&#8217;Ordre national du Québec en 1998.","Compilé par Gabriel Martin, 2016","","","","Mia Matthes","83","Banque Toponym'Elles"
"","banque","Kaplan, Taube","-","","(née en 1854, décédée en 1940)<br>Au début du XXe siècle, Taube Kaplan devient, malgré ses humbles revenus, la principale collectrice de fonds des premiers établissements hospitaliers juifs de Montréal. Constatant que les immigrants juifs hospitalisés à Montréal se heurtent tant à la barrière de la langue qu&#8217;à la difficulté d&#8217;accéder à des aliments cachères, elle entreprend d&#8217;amasser des fonds pour leur dédier un hôpital. En 1912, elle parvient à ses fins et fonde le dispensaire Herzl. Cette action lui vaut la reconnaissance de sa communauté, au sein de laquelle on la surnomme affectueusement « Greene Rebbetzin », littéralement la « rabbine des nouveaux arrivants ». Continuant à collecter de l&#8217;argent des années durant, par le porte-à-porte, elle entreprend par la suite de fonder une maison de naissance, afin d&#8217;offrir des soins obstétriques convenables aux mères juives peu nanties. Kaplan atteint une fois de plus son objectif, ouvrant un nouvel établissement en 1916. Elle participe ensuite au financement de l&#8217;Hôpital général juif de Montréal, dont elle a été la précurseure.<br><br>SOURCES. &#8212; [Anonyme], « Toba Kaplan (1854-1940) » dans DARSIGNY, Maryse et autres, Ces femmes qui ont bâti Montréal, Montréal, Éditions du Remue-ménage, 1994, p. 171. &#8212; LANDAU-CHARK, Susan, « The Montreal Rebbetzin: Portraits in Time », Études juives canadiennes, vol. 16-17, 2008-2009, p. 196-197. &#8212; WRIGHT, Alexander M. C., « Our Tribute Everlasting: 50th Anniversary, Sir Mortimer B. Davis Jewish General Hospital, 1934-1984  », Montréal, Jewish General Hospital, 1984, p. 22-26.","Compilé par Gabriel Martin, 2016","","","","Taube Kaplan","83","Banque Toponym'Elles"
"","banque","McClintock, Barbara","-","","(1902-1992)  Généticienne états-unienne, elle reçoit un prix Nobel de médecine en 1983 pour la découverte des transposons.","Compilé par Gabriel Martin, 2016","","","","Barbara McClintock","83","Banque Toponym'Elles"
"","banque","McClung, Nellie","-","","(1873-1951)  Militante ayant défendu le droit de vote des femmes, impliquée dans la célèbre « affaire personne ».","Compilé par Gabriel Martin, 2016","","","","Nellie McClung","83","Banque Toponym'Elles"
"","banque","Mead, Margaret","-","","(1901-1978)  Auteure de l&#8217;essai anthropologique controversé Coming of Age in Samoa (1928) traitant de la sexualité des Samoas, un peuple polynésien. Elle peut être considérée aujourd&#8217;hui comme une pionnière des études de genre.","Compilé par Gabriel Martin, 2016","","","","Margaret Mead","83","Banque Toponym'Elles"
"","banque","Meitner, Lise","-","","(1878-1968)  Physicienne autrichienne ayant produit d&#8217;importants travaux sur la fission nucléaire.","Compilé par Gabriel Martin, 2016","","","","Lise Meitner","83","Banque Toponym'Elles"
"","banque","Mercouri, Melina","-","","(1920-1994)  Actrice grecque très populaire, elle s&#8217;implique aussi en politique.","Compilé par Gabriel Martin, 2016","","","","Melina Mercouri","83","Banque Toponym'Elles"
"","banque","Meyer, Edith","-","","(1910-2006)  Médecin d&#8217;origine allemande spécialisée dans la recherche contre la tuberculose, elle a été directrice des laboratoires de l&#8217;Hôpital thoracique de Montréal, puis de l&#8217;Hôpital général du Lakeshore. Elle fut aussi enseignante à l&#8217;Université McGill et à l&#8217;Université de Montréal. Elle est la mère du cinéaste Francis Mankiewicz. Voir « Meyer, Margaret ».","Compilé par Gabriel Martin, 2016","","","","Edith Meyer","83","Banque Toponym'Elles"
"","banque","Meyer, Margaret","-","","(1908-2001)  Médecin d&#8217;origine allemande spécialisée en médecine thoracique et pédiatrique, elle a notamment travaillé pour l&#8217;Institut thoracique de Montréal. Elle a aussi &#339;uvré dans le domaine des droits de la personne. Voir « Meyer, Edith ».","Compilé par Gabriel Martin, 2016","","","","Margaret Meyer","83","Banque Toponym'Elles"
"","banque","Micmaques, les","-","","Les Micmacs forment l&#8217;une des 11 grandes nations autochtones du Québec. La forme « Micmaques » représente la flexion au féminin pluriel du nom de cette nation en français, graphie conforme aux recommandations de l&#8217;Office québécois de la langue française.","Compilé par Gabriel Martin, 2016","","","","Les Micmaques","83","Banque Toponym'Elles"
"","banque","Mignolet, Janine","-","","(1928-1994)  Actrice née à Montréal, notamment connue pour ses rôles dans les émissions télévisées « Les Plouffe » et « Symphorien ».","Compilé par Gabriel Martin, 2016","","","","Janine Mignolet","83","Banque Toponym'Elles"
"","banque","Millard, Muriel","-","","(1922-2014)  Née et décédée à Montréal, cette artiste a été notamment connue dans le monde du music-hall, bien qu&#8217;elle se soit aussi révélée au monde de la peinture.","Compilé par Gabriel Martin, 2016","","","","Muriel Millard","83","Banque Toponym'Elles"
"","banque","Millette, Imelda","-","","(1910-1990)  Arrivée à Montréal en 1941, cette bénévole fort appréciée par son entourage en vient rapidement à accueillir chez elle des mères monoparentales, des enfants abandonnés, des personnes sans-abri ainsi que des immigrants.","Compilé par Gabriel Martin, 2016","","","","Imelda Milette","83","Banque Toponym'Elles"
"","banque","Monk, Elizabeth C.","-","","(1898-1980)  Féministe, elle devient, en 1941, la première avocate admise au Barreau.","Compilé par Gabriel Martin, 2016","","","","Elizabeth C. Monk","83","Banque Toponym'Elles"
"","banque","Monroe, Marilyn","-","","(1926-1962)  Actrice de cinéma états-unienne iconique du 20e siècle.","Compilé par Gabriel Martin, 2016","","","","Marilyn Monroe","83","Banque Toponym'Elles"
"","banque","Montefiore, Dora","-","","(1851-1933)  Suffragette britannique devenue une figure de proue du féminisme socialiste.","Compilé par Gabriel Martin, 2016","","","","Dora Montefiore","83","Banque Toponym'Elles"
"","banque","Montour, Isabelle","-","","(1667-1752)  Métisse ayant été en lien tant avec les Canadiens français, les Anglais que les Autochtones, elle s&#8217;illustre comme interprète entre Amérindiens et anglophones lors de pourparlers diplomatiques. Le comté de Montour, situé au nord-est des États-Unis, est nommé en son honneur.","Compilé par Gabriel Martin, 2016","","","","Isabelle Montour","83","Banque Toponym'Elles"
"","banque","Morisset-Blackburn, Marthe","-","","(1916-1991)  Cinéaste ayant collaboré à la série « En tant que femmes » de l&#8217;ONF, elle a notamment coréalisé le film « À qui appartient ce gage? » (1973).  Connue sous le nom de Marthe Blackburn.","Compilé par Gabriel Martin, 2016","","","","Marthe Morisset-Blackburn","83","Banque Toponym'Elles"
"","banque","Morris, Kathleen","-","","(1893-1986)  Peintre née à Montréal, elle figure parmi les membres du Groupe de Beaver Hall, un célèbre regroupement d&#8217;artistes visuels de la métropole.","Compilé par Gabriel Martin, 2016","","","","Kathleen Morris","83","Banque Toponym'Elles"
"","banque","Mullins, Rosanna","-","","(1829-1879)  Écrivaine anglophone née et décédée à Montréal, elle se marie, en 1851, avec un Canadien français. Son roman « The Manor House of de Villeray », d&#8217;abord publié sous forme de feuilleton dans un périodique montréalais, est souvent considéré l&#8217;une des premières fictions canadiennes-anglaises à dépeindre la culture canadienne-française avec un regard endogène.","Compilé par Gabriel Martin, 2016","","","","Rosanna Mullins","83","Banque Toponym'Elles"
"","banque","Naidu, Sarojini","-","","(1879-1949)  Poète indienne et féministe, elle devient, en 1947, la première femme d&#8217;Inde à gouverner un état.","Compilé par Gabriel Martin, 2016","","","","Sarojini Naidu","83","Banque Toponym'Elles"
"","banque","Nantel-David, Antonia","-","","(1886-1955)  Pianiste et chanteuse, Antonia Nantel-David est grandement impliquée dans la vie musicale montréalaise. Elle a notamment participé, avec son mari, à fondation de la Société des concerts symphoniques de Montréal (SCSM), l&#8217;ancêtre de l&#8217;Orchestre symphonique de Montréal. Voir aussi la fiche de Simone David-Raymond.","Compilé par Gabriel Martin, 2016","","","","Antonia Nantel-David","83","Banque Toponym'Elles"
"","banque","Naskapies, les","-","","Les Naskapis forment l&#8217;une des 11 grandes nations autochtones du Québec. La forme « Naskapies » représente la flexion au féminin pluriel du nom de cette nation en français, graphie conforme aux recommandations de l&#8217;Office québécois de la langue française.","Compilé par Gabriel Martin, 2016","","","","Les Naskapies","83","Banque Toponym'Elles"
"","banque","Neptune, Mireille","-","","(1944-2010)  Économiste ayant immigré au Québec au début des années 1970, elle enseigne à Montréal pendant un peu plus d&#8217;une décennie. Elle &#339;uvre ensuite comme militante féministe en Haïti, où elle met notamment son expertise à profit en matière développement économique. Elle y décède, auprès de son époux Georges Anglade, lors d&#8217;un important séisme, en 2010.","Compilé par Gabriel Martin, 2016","","","","Mireille Neptune","83","Banque Toponym'Elles"
"","banque","Newton, Margaret","-","","(1887-1971)  Première spécialiste en agronomie du Canada, elle contribue ouvrir la voie aux femmes en sciences.","Compilé par Gabriel Martin, 2016","","","","Margaret Newton","83","Banque Toponym'Elles"
"","banque","Nightingale, Florence","-","","(1820-1910)  Réformatrice britannique reconnue pour son influence mondiale sur les sciences infirmières.","Compilé par Gabriel Martin, 2016","","","","Florence Nightingale","83","Banque Toponym'Elles"
"","banque","Nin, Anaïs","-","","(1903-1977)  Écrivaine états-unienne née en France, reconnue pour ses écrits intimes et pour ses &#339;uvres littéraires érotiques.","Compilé par Gabriel Martin, 2016","","","","Anaïs Nin","83","Banque Toponym'Elles"
"","banque","Noether, Emmy","-","","(1882-1935)  Mathématicienne allemande d&#8217;un talent exceptionnel ayant reçu les éloges d&#8217;Albert Einstein, elle énonce ce que l&#8217;on appelle aujourd&#8217;hui le « théorème de Noether », exprime des conceptions aujourd&#8217;hui fondamentales en physique théorique.","Compilé par Gabriel Martin, 2016","","","","Emmy Noether","83","Banque Toponym'Elles"
"","banque","Nolin, Marie-Paule","-","","(1908-1987)  Modiste très influente de Montréal dans les années 1960.","Compilé par Gabriel Martin, 2016","","","","Marie-Paule Nolin","83","Banque Toponym'Elles"
"","banque","Leclerc, Caroline","-","","(née en 1857, décédée en 1945)<br><br>Caroline Leclerc nait en 1857 dans une famille aisée de Montréal. En 1889, elle se marie avec un commerçant prospère de la métropole et fonde une famille avec lui. Après le décès de son mari, en 1907, elle déménage en pension à l&#8217;Institution des Sourdes-Muettes, ouverte aux femmes à la recherche d&#8217;un milieu de vie tranquille. En novembre 1912, elle entreprend de fonder L&#8217;Assistance maternelle de Montréal, qui se fixe comme objectif d&#8217;aider les Montréalaises enceintes frappées par la pauvreté, en leur apportant du soutien avant, pendant et après leur accouchement. L&#8217;organisme, qui regroupe des dizaines de bénévoles relativement fortunées, connait un réel succès. Il est d&#8217;ailleurs soutenu par d&#8217;importants membres de l&#8217;élite politique et cléricale de l&#8217;époque, ainsi que par des chroniqueurs et chroniqueuses réputés, dont Madeleine (Anne-Marie Gleason-Huguenin), Fadette (Henriette Dessaules) et Colette (Édouardine Lesage). L&#8217;&#339;uvre de Caroline Leclerc perdure pendant un peu plus d&#8217;un siècle, avant de définitivement cesser ses activités en mars 2014.<br><br>SOURCES. &#8212; BAILLARGEON, Denyse, « Assistance maternelle de Montréal », The Oxford Companion to Canadian History, Oxford University Press, 2004, p. 51. &#8212; BAILLARGEON, Denyse, « L&#8217;Assistance maternelle de Montréal (1912-1961) : un exemple de marginalisation des bénévoles dans le domaine des soins aux accouchées », Granada [Espagne], Dynamis : Acta Hispanica ad Medicinae Scientiarumque Historiam Illustrandam, vol. 19, 1999, p. 379-400. &#8212; BIBLIOTHÈQUE ET ARCHIVES NATIONALES DU QUÉBEC, BAnQ Vieux-Montréal, fonds L&#8217;Assistance maternelle (P939). &#8212; ROCHELEAU-ROULEAU, Corinne, Une vie rayonnante : Mme Henry Hamilton, fondatrice de l&#8217;Assistance maternelle, coll. « L&#8217;&#338;uvre des tracts », no 343, Montréal, École sociale populaire, 1948, 16 p.","Compilé par Gabriel Martin, 2016","","","","Caroline Leclerc","83","Banque Toponym'Elles"
"","banque","O&#8217;Bomsawin, Evelyn","-","","(1920-2008)  D&#8217;origines abénaquises, elle milite activement durant de nombreuses années pour la défense des droits des femmes autochtones du Canada.","Compilé par Gabriel Martin, 2016","","","","Evelyn O'Bomsawin","83","Banque Toponym'Elles"
"","banque","Oligny, Huguette","-","","(1922-2013)  Actrice québécoise née et décédée à Montréal, elle s&#8217;est illustrée au théâtre, à la télévision et au cinéma. Elle est nommée officière de l&#8217;Ordre national du Québec en 1999.","Compilé par Gabriel Martin, 2016","","","","Huguette Oligny","83","Banque Toponym'Elles"
"","banque","Ouvrard, Hélène","-","","(1938-1999)  Écrivaine née à Montréal, notamment connue pour ses romans, elle a aussi été scénariste onéfienne.","Compilé par Gabriel Martin, 2016","","","","Hélène Ouvrard","83","Banque Toponym'Elles"
"","banque","Pageau, Thérèse","-","","(1915-1990)  Elle a permis l&#8217;enracinement de la musicothérapie au Québec. En outre, elle a effectué des recherches originales, basées sur des observations simiennes.","Compilé par Gabriel Martin, 2016","","","","Thérèse Pageau","83","Banque Toponym'Elles"
"","banque","Pankhurst, Emmeline","-","","(1858-1928)  Féministe britannique connu pour son militantisme éclatant en faveur du droit de vote des femmes.","Compilé par Gabriel Martin, 2016","","","","Emmeline Pankhurst","83","Banque Toponym'Elles"
"","banque","Paquette-Goyette, Suzanne","-","","(1908-2001)  Née à Montréal, elle assure la direction du Conservatoire LaSalle pendant près d&#8217;un quart de siècle. Elle contribue, par l&#8217;intermédiaire de nombreuses activités qu&#8217;elle organise, au rayonnement de la langue française au Québec. Elle est nommée chevalière de l&#8217;Ordre national du Québec en 1988.","Compilé par Gabriel Martin, 2016","","","","Suzanne Paquette-Goyette","83","Banque Toponym'Elles"
"","banque","Paquin, Marie-Thérèse","-","","(1905-1997)  Pianiste née à Montréal, elle a joué à l&#8217;Orchestre symphonique de Montréal et a enseigné la musique dans de nombreux établissements prestigieux. Elle a été nommée membre de l&#8217;Ordre du Canada (1980) et chevalière de l&#8217;Ordre national du Québec (1986).","Compilé par Gabriel Martin, 2016","","","","Marie-Thérèse Paquin","83","Banque Toponym'Elles"
"","banque","Paradis, Andrée","-","","(1919-1986)  Rédactrice en chef de la revue Vie des Arts de 1964 à 1986, née à Montréal, elle contribue grandement à la vie artistique du Québec. Elle est nommée officière de l&#8217;Ordre du Canada en 1969.","Compilé par Gabriel Martin, 2016","","","","Andrée Paradis","83","Banque Toponym'Elles"
"","banque","Paré, Patricia","-","","(1918-2003)  Skieuse de renom ayant grandi à Westmount, elle s&#8217;illustre aussi comme golfeuse et nageuse.","Compilé par Gabriel Martin, 2016","","","","Patricia Paré","83","Banque Toponym'Elles"
"","banque","Parent, Manda","-","","(1907-1992)  Humoriste née et décédée à Montréal, elle s&#8217;illustrant comme une figure marquante du burlesque à la télévision québécoise.","Compilé par Gabriel Martin, 2016","","","","Manda Parent","83","Banque Toponym'Elles"
"","banque","Parizeau, Alice","-","","(1930-1990)  Journaliste et écrivaine d&#8217;origine polonaise, elle est notamment active à Montréal. Elle est notamment l&#8217;auteure du roman « Les Lilas fleurissent à Varsovie », publié en 1981.","Compilé par Gabriel Martin, 2016","","","","Alice Parizeau","83","Banque Toponym'Elles"
"","banque","Parks, Rosa","-","","(1913-2005)  Figure emblématique de la défense pacifique des droits des personnes noires aux États-Unis.","Compilé par Gabriel Martin, 2016","","","","Rose Parks","83","Banque Toponym'Elles"
"","banque","Midinettes, les","-","","Dans les années 1930, l&#8217;on appelait midinettes les ouvrières montréalaises qui travaillaient dans l&#8217;industrie du vêtement. Sous-payées et soumises à de mauvaises conditions de travail, quelque 5000 travailleuses s&#8217;organisent et mènent, avec l&#8217;Union internationale des ouvriers du vêtement pour dame (UIOVD), la plus grande grève de l&#8217;industrie du vêtement pour dames de l&#8217;histoire de Montréal, du 15 avril au 3 mai 1937. À son issue, la grève porte ses fruits : les travailleuses obtiennent la diminution du nombre d&#8217;heures de travail hebdomadaire, l&#8217;augmentation de leur salaire moyen et une meilleure rémunération de leurs heures supplémentaires. En contexte montréalais, le nom des midinettes évoque nécessairement la grève de 1937. Il complémente donc bien le nom du parc des Couturières, en rappelant le caractère actif de ces femmes solidarisées au sein du mouvement syndical. De même, il s&#8217;harmonise bien avec les noms du parc Rose-Pesotta, de la rue Léa-Roback et de la rue Yvette-Charpentier, qui honorent la mémoire de trois femmes impliquées dans la grève des midinettes.<br><br>SOURCES. &#8212; LÉVESQUE, Andrée, « Les midinettes de 1937 : culture ouvrière, culture de genre, culture ethnique » dans LAMONDE, Yvan et Denis SAINT-JACQUES, 1937 : un tournant culturel, Québec, Presses de l&#8217;Université Laval, 2009, p. 71-88.","Compilé par Gabriel Martin, 2016","","","","Les Midinettes","83","Banque Toponym'Elles"
"","banque","Pedneault, Hélène","-","","(1952-2008)  Écrivaine prolifique, engagée dans de nombreux combats, dont les luttes féministes, indépendantistes et écologistes, elle est notamment connue du grand public comme chroniqueuse radiophonique pour Radio-Canada. Parmi de nombreuses réalisations, notons sa scénarisation d&#8217;une réadaptation du populaire téléroman Sous le signe du lion, qui lui a valu un prix Gémeaux en 1996.","Compilé par Gabriel Martin, 2016","","","","Hélène Pedneault","83","Banque Toponym'Elles"
"","banque","Peuvret, Marie-Catherine","-","","(1667-1739)  Seigneuresse de Beauport, cette femme est une figure de pouvoir marquante de l&#8217;histoire de la Nouvelle-France.","Compilé par Gabriel Martin, 2016","","","","Marie-Catherine Peuvret","83","Banque Toponym'Elles"
"","banque","Pfeiffer, Ida","-","","(1797-1858)  Grande exploratrice ayant voyagé autour du monde.","Compilé par Gabriel Martin, 2016","","","","Ida Pfeiffer","83","Banque Toponym'Elles"
"","banque","Piaf, Édith","-","","(1915-1963)  Chanteuse française de grande renommée.","Compilé par Gabriel Martin, 2016","","","","Édith Piaf","83","Banque Toponym'Elles"
"","banque","Pickford, Mary","-","","(1892-1979)  Actrice de cinéma états-unienne fort célèbre.","Compilé par Gabriel Martin, 2016","","","","Mary Pickford","83","Banque Toponym'Elles"
