FOURNISSEUR,RÉPARTITION,SERVICE,DIRECTION,NO DE DOSSIER,OBJET,NO DÉCISION,DATE SIGNATURE,MONTANT
SOLMATECH INC.,100% AUTRE,COMMISSION DES SERVICES ÉLECTRIQUES,DIVISION DE LA GESTION DES PROJETS ET DU DÉVELOPPEMENT,1166850009,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À LA FIRME SOLMATECH INC POUR LA CARACTÉRISATION DES SOLS, SUITE À L'APPEL D'OFFRES PUBLIC NO. 1636, DANS LE CADRE DE PROJETS DE CONSTRUCTION, DE BRANCHEMENT ET DE MODIFICATION DU RÉSEAU SOUTERRAIN DE LA CSEM AU MONTANT DE 239 469,93 $",CE17 0093,2/1/2017,239470.00
GAZ MÉTRO INC.,100% AGGLO,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1166342003,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 17 925,30 $ TAXES INCLUSES À GAZ MÉTRO INC. POUR DES FRAIS DE CONTRIBUTION, SUITE AUX TRAVAUX D'EXTENSION DE LEUR RÉSEAU ET DE RACCORDEMENT AU GAZ DE LA NOUVELLE CASERNE 32, SITUÉE AU 16101, RUE SHERBROOKE EST, DANS L'ARRONDISSEMENT RIVIÈRE-DES-PRAIRIES-POINTE-AUX-TREMBLES, MAJORANT AINSI LE MONTANT TOTAL DE LEUR CONTRAT DE 110 376,00 $ À 128 301,30 $, TAXES INCLUSES.",CE17 0096,2/1/2017,17925.00
VWR INTERNATIONAL CO.,"86,64% AGGLO 13,36% VILLE",SERVICE DE L'EAU,DIRECTION DE L'EAU POTABLE,1166362002,"CONCLURE AVEC VWR INTERNATIONAL CO., UNE ENTENTE-CADRE COLLECTIVE D'UNE DURÉE DE 36 MOIS AVEC L'OPTION D'UNE PROLONGATION DE DOUZE MOIS, POUR L'ACQUISITION DE PRODUITS HACH POUR LES ANALYSES DE CHLORE DANS L'EAU, POUR L'ENSEMBLE DES USINES DE LA DIRECTION DE L'EAU POTABLE ET POUR LES BESOINS DE LA DIVISION DE L'EXPERTISE TECHNIQUE - APPEL D'OFFRES PUBLIC 16-15631 - (3 SOUMISSIONNAIRES) - MONTANT ESTIMÉ : 174 642,43 $, TAXES INCLUSES",CE17 0114,2/8/2017,174642.00
ARDEC CONSTRUCTION INC.,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1176627001,"ACCORDER UN CONTRAT DE CONSTRUCTION À ARDEC CONSTRUCTION INC., PLUS BAS SOUMISSIONNAIRE CONFORME, POUR LE PROJET DE RÉFECTION DES DOUCHES ET TRAVAUX DIVERS AU PAVILLON LA FONTAINE, SITUÉ AU 1301 SHERBROOKE EST (0891), DÉPENSE TOTALE DE 250 369,56 $ - APPEL D'OFFRES PUBLIC 5888 - NEUF (9) SOUMISSIONNAIRES",CE17 0119,2/8/2017,227949.00
LES PAVAGES CHENAIL INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION,1161009017,"ACCORDER UN CONTRAT À LES PAVAGES CHENAIL INC. POUR LA RÉALISATION, DANS LE CADRE DU PROJET DE LA PROMENADE URBAINE « FLEUVE-MONTAGNE », DE TRAVAUX DE VOIRIE, DE MARQUAGE ET D’ARCHITECTURE DU PAYSAGE DANS L’AVENUE MCGILL COLLEGE ET LES RUES SAINTE-CATHERINE, PLACE PHILLIPS, DE LA CÔTE DU BEAVER HALL, DU SQUARE-VICTORIA, MCGILL ET PLACE D’YOUVILLE. DÉPENSE TOTALE MAXIMALE DE 542 890,41 $, TAXES INCLUSES (TRAVAUX ET CONTINGENCES : 461 890,41 $ + INCIDENCES 81 000 $). APPEL D'OFFRES PUBLIC 329705 – 4 SOUMISSIONNAIRES.",CE17 0121,2/8/2017,461890.00
TRANSIT,100% AUTRE,COMMISSION DES SERVICES ÉLECTRIQUES,DIVISION DE LA GESTION DES PROJETS ET DU DÉVELOPPEMENT,1166850008,"SE PRÉVALOIR DE L'OPTION DE PROLONGATION DU CONTRAT POUR LA SURVEILLANCE DE CHANTIER AUX FIRMES TRANSIT ET GÉNINOV POUR LA SOMME MAXIMALE DE 202 068,56 $ MULTIPLIÉ PAR LE TAUX D'INFLATION TEL QUE PUBLIÉ PAR STATITIQUE CANADA(12 DERNIERS MOIS) ET 197 527,05 $ MULTIPLIÉ PAR LE TAUX D'INFLATION TEL QUE PUBLIÉ PAR STATITIQUE CANADA(12 DERNIERS MOIS), CONFORMÉMENT AU CONTRAT OCTROYÉ LE 12 AVRIL 2016 - RÉSOLUTION CE16 0463 (APPEL D'OFFRES PUBLIC 1606) (5 SOUMISSIONNAIRES, DONT UN NON-CONFORME).",CE17 0125,2/9/2017,202068.00
GÉNINOV,100% AUTRE,COMMISSION DES SERVICES ÉLECTRIQUES,DIVISION DE LA GESTION DES PROJETS ET DU DÉVELOPPEMENT,1166850008,"SE PRÉVALOIR DE L'OPTION DE PROLONGATION DU CONTRAT POUR LA SURVEILLANCE DE CHANTIER AUX FIRMES TRANSIT ET GÉNINOV POUR LA SOMME MAXIMALE DE 202 068,56 $ MULTIPLIÉ PAR LE TAUX D'INFLATION TEL QUE PUBLIÉ PAR STATITIQUE CANADA(12 DERNIERS MOIS) ET 197 527,05 $ MULTIPLIÉ PAR LE TAUX D'INFLATION TEL QUE PUBLIÉ PAR STATITIQUE CANADA(12 DERNIERS MOIS), CONFORMÉMENT AU CONTRAT OCTROYÉ LE 12 AVRIL 2016 - RÉSOLUTION CE16 0463 (APPEL D'OFFRES PUBLIC 1606) (5 SOUMISSIONNAIRES, DONT UN NON-CONFORME).",CE17 0125,2/9/2017,197527.00
ENGLOBE (LVM),100% AUTRE,COMMISSION DES SERVICES ÉLECTRIQUES,DIVISION DE LA GESTION DES PROJETS ET DU DÉVELOPPEMENT,1166850007,"SE PRÉVALOIR DE L'OPTION DE PROLONGATION DU CONTRAT POUR LA SURVEILLANCE DE CHANTIER AUX FIRMES ENGLOBE (LVM) ET INFRASTRUCTEL POUR LES SOMMES DE 196 492,28 $ MULTIPLIÉ PAR LE TAUX D'INFLATION TEL QUE PUBLIÉ PAR STATITIQUE CANADA (12 DERNIERS MOIS) ET 210 231,79 $ MULTIPLIÉ PAR LE TAUX D'INFLATION TEL QUE PUBLIÉ PAR STATITIQUE CANADA, CONFORMÉMENT AU CONTRAT OCTROYÉ LE 9 MARS 2016 - RÉSOLUTION CE16 0365 (APPEL D'OFFRES PUBLIC 1605) (5 SOUMISSIONNAIRES, DONT UN NON-CONFORME).",CE17 0126,2/9/2017,196992.00
INFRASTRUCTEL,100% AUTRE,COMMISSION DES SERVICES ÉLECTRIQUES,DIVISION DE LA GESTION DES PROJETS ET DU DÉVELOPPEMENT,1166850007,"SE PRÉVALOIR DE L'OPTION DE PROLONGATION DU CONTRAT POUR LA SURVEILLANCE DE CHANTIER AUX FIRMES ENGLOBE (LVM) ET INFRASTRUCTEL POUR LES SOMMES DE 196 492,28 $ MULTIPLIÉ PAR LE TAUX D'INFLATION TEL QUE PUBLIÉ PAR STATITIQUE CANADA (12 DERNIERS MOIS) ET 210 231,79 $ MULTIPLIÉ PAR LE TAUX D'INFLATION TEL QUE PUBLIÉ PAR STATITIQUE CANADA, CONFORMÉMENT AU CONTRAT OCTROYÉ LE 9 MARS 2016 - RÉSOLUTION CE16 0365 (APPEL D'OFFRES PUBLIC 1605) (5 SOUMISSIONNAIRES, DONT UN NON-CONFORME).",CE17 0126,2/9/2017,210231.00
SOCIÉTÉ DU JARDIN DE CHINE,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,DIRECTION DE L'EXPLOITATION,1167530001,APPROUVER UN PROJET DE CONVENTION ENTRE LA VILLE DE MONTRÉAL ET LA SOCIÉTÉ DU JARDIN DE CHINE DE MONTRÉAL AFIN DE LUI CONFIER LA GESTION D'UN SERVICE DE VESTIAIRE AU JARDIN BOTANIQUE DE MONTRÉAL POUR UNE PÉRIODE DE 12 MOIS.,CE17 0128,2/9/2017,1.00
NOVEM DISTRIBUTION INC.,ENTENTE CADRE RÉPARTITION SELON UTILISATION,SERVICE DES RESSOURCES HUMAINES,DIRECTION SANTÉ ET MIEUX-ÊTRE,1174346001,"CONCLURE UNE ENTENTE AVEC LA FIRME NOVEM DISTRIBUTION INC. POUR L’APPROVISIONNEMENT DE DISPOSITIFS DE CADENASSAGE CONCERNANT LES ACTIVITÉS AU NIVEAU D’AQUEDUC, POUR UNE SOMME MAXIMALE DE 390 306,78 $, TAXES INCLUSES, POUR UNE PÉRIODE DE DEUX ANS (24 MOIS), SOIT DU 3 AVRIL 2017 AU 31 MARS 2019, AVEC UN RENOUVELLEMENT OPTIONNEL DE DEUX AUTRES ANNÉES, SOIT UN MAXIMUM DE QUATRE ANS. APPEL D'OFFRES PUBLIC NO AO16-15603 (4 SOUMISSIONNAIRES CONFORMES) / APPROUVER UN PROJET D'ENTENTE À CETTE FIN.",CE17 0180,2/16/2017,390307.00
PAVAGES MÉTROPOLITAIN INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1167231063,"ACCORDER À PAVAGES MÉTROPOLITAIN INC., POUR DES TRAVAUX DE VOIRIE DANS LE CHEMIN DE LA CÔTE-DE-LIESSE, DE LA 52E AVENUE À UN POINT À L'EST DE LA 43E AVENUE DANS L'ARRONDISSEMENT DE LACHINE. DÉPENSE TOTALE DE 477 690,39 $ (CONTRAT: 433 690,39 $ + INCIDENCES: 44 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 328001 - 13 SOUMISSIONNAIRES.",CE17 0184,2/17/2017,433690.00
SAINT-GELAIS MONTMINY ET ASSOCIÉS ARCHITECTES,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,DIRECTION DE L'EXPLOITATION,1175991001,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 17 246,25 $, TAXES INCLUSES, POUR DES SERVICES PROFESSIONNELS RELATIFS AU PROJET DE RÉFECTION DES SERRES LOUIS-DUPIRE ET CONSTRUCTION D'UN BÂTIMENT DE QUARANTAINE FÉDÉRALE AU JARDIN BOTANIQUE / APPROUVER UN PROJET DE CONVENTION MODIFIANT LA CONVENTION DE SERVICES PROFESSIONNELS INTERVENUE AVEC LA FIRME SAINT-GELAIS MONTMINY ET ASSOCIÉS ARCHITECTES, MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 374 257,42 $ À 391 503,67 $, TAXES INCLUSES.",CE17 0188,2/17/2017,391504.00
SM CONSTRUCTION INC.,"50,2% AGGLO 49,8% VILLE",SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1176859001,"ACCORDER UN CONTRAT À SM CONSTRUCTION INC. POUR LA FOURNITURE ET L’INSTALLATION DE SYSTÈMES DE SURVEILLANCE DE FUITES ET DE JAUGEAGE POUR VINGT-SIX (26) POSTES DE DISTRIBUTION DE CARBURANT POUR UNE SOMME MAXIMALE DE 280 460,63 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 16-15697.",CE17 0223,2/22/2017,280461.00
« 9180-2710 QUÉBEC INC. (UNIGAZ) »,100% VILLE,SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1174922001,"ACCORDER UN CONTRAT À « 9180-2710 QUÉBEC INC. (UNIGAZ) », POUR LA FOURNITURE DE ONZE (11) SOUDEUSES À MOTEUR DIESEL POUR UNE SOMME MAXIMALE DE 176 998,26 $, TAXES INCLUSES – APPEL D’OFFRES PUBLIC 16-15821 (3 SOUM.).",CE17 0224,2/22/2017,176998.00
GMR INC.,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'EAU POTABLE,1177572001,"ACCORDER UN CONTRAT À GMR INC, POUR LA FOURNITURE, L'INSTALLATION ET LA MISE EN SERVICE DE LA STATION PÉTROLIÈRE HORS TERRE POUR LE GROUPE MOTOPOMPE DIESEL DE L'USINE D'EAU POTABLE DE PIERREFONDS - DÉPENSE TOTALE DE 123 188,55 $, TAXES INCLUSES - APPEL D'OFFRES 10212 - (5 SOUMISSIONNAIRES)",CE17 0226,2/22/2017,118188.00
LES TERRASSEMENTS MULTI-PAYSAGES INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION,1161009018,"ACCORDER UN CONTRAT À LES TERRASSEMENTS MULTI-PAYSAGES INC. POUR LA RÉALISATION, DANS LE CADRE DU PROJET DE LA PROMENADE URBAINE « FLEUVE-MONTAGNE », DE TRAVAUX D’ARCHITECTURE DE PAYSAGE ET DE MARQUAGE AUX ABORDS DU PORTAIL RODDICK ET DANS L’INTERSECTION DE L’AVENUE MCGILL COLLEGE ET DE LA RUE SHERBROOKE. DÉPENSE TOTALE MAXIMALE DE 266 131,39 $, TAXES INCLUSES (TRAVAUX ET CONTINGENCES : 250 631,39 $ + INCIDENCES 15 500 $). APPEL D'OFFRES PUBLIC 329706 - 2 SOUMISSIONNAIRES.",CE17 0227,2/22/2017,250631.00
NORDMEC CONSTRUCTION INC,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'ÉPURATION DES EAUX USÉES,1177526002,"ACCORDER UN CONTRAT À NORDMEC CONSTRUCTION INC., POUR L'INSTALLATION D'UN REFROIDISSEUR À ABSORPTION À LA STATION DE POMPAGE DE LA STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE - DÉPENSE TOTALE DE 203 593,07 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 1874-AE-17 - (9 SOUMISSIONNAIRES)",CE17 0228,2/22/2017,193593.00
GESTION 1001 DOMINION SQUARE INC.,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION,1175323001,"APPROUVER UN PROJET DE BAIL PAR LEQUEL LA VILLE CONFIE L'EXPLOITATION D'UN STATIONNEMENT TARIFÉ À LA COMPAGNIE GESTION 1001 DOMINION SQUARE INC., SIS AU 1199, RUE PEEL, À MONTRÉAL, D'UNE CAPACITÉ APPROXIMATIVE DE 176 PLACES, POUR UNE DURÉE D'UN AN, DÉBUTANT LE 1ER FÉVRIER 2017, POUR UNE RECETTE TOTALE DE 273 000 $, EXCLUANT LES TAXES. BÂTIMENT 781",CE17 0230,2/22/2017,273000.00
EXCAVATION VIDOLO LTÉE,100% VILLE,SERVICE DE L'ENVIRONNEMENT,DIRECTION,1174730001,"AUTORISER L'OPTION DE PROLONGATION DE 12 MOIS PRÉVUE AU CONTRAT DE FOURNITURE ET TRANSPORT DE CONTENEURS DE MATIÈRES RÉSIDUELLES DE L'ARRONDISSEMENT LE PLATEAU MONT-ROYAL AU MONTANT DE 99 327,98 $ TAXES INCLUSES OCTROYÉ À EXCAVATION VIDOLO LTÉE, MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 292 141,12 $ À 391 469,10 $.",CE17 0248,3/1/2017,99328.00
OCR CANADA LTÉE,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES TRANSPORTS,1174368002,"ACCORDER À LA FIRME OCR CANADA LTÉE UN CONTRAT POUR L'ACQUISITION D'ANTENNES LECTEURS ET CONTRÔLEURS VIVOPAY KIOSK III POUR LE SYSTÈME DE VÉLO EN LIBRE-SERVICE BIXI POUR UNE SOMME MAXIMALE DE 164 351,01 $ (TAXES INCLUSES) - APPEL D'OFFRES PUBLIC NO. 17-15748 - 3 SOUMISSIONNAIRES.",CE17 0249,3/1/2017,164351.00
MAXXAM ANALYTIQUE INTERNATIONAL CORPORATION,ENTENTE CADRE RÉPARTITION SELON UTILISATION,SERVICE DE L'APPROVISIONNEMENT,DIRECTION,1177315001,"CONCLURE AVEC LA FIRME MAXXAM ANALYTIQUE INTERNATIONAL CORPORATION, UNE ENTENTE-CADRE COLLECTIVE POUR LA FOURNITURE SUR DEMANDE DE RÉALISATION D'ANALYSES CHIMIQUES SPÉCIFIQUES SUR DES ÉCHANTILLONS PROVENANT DE DIFFÉRENTES MATRICES, POUR UNE PÉRIODE DE 36 MOIS. APPEL D'OFFRES PUBLIC 16-15543, 2 SOUMISSIONNAIRES CONFORMES ET 1 SOUMISSIONNAIRE NON CONFORME. (MONTANT TOTAL ESTIMÉ DE L'ENTENTE: 488 777,70 $, TAXES INCLUSES).",CE17 0250,3/1/2017,488778.00
ENTREPRENEURS PAYSAGISTE STRATHMORE (1997) LTÉE,100% VILLE,VILLE-MARIE,DIRECTION DES TRAVAUX PUBLICS,1166071006,"ACCORDER UN CONTRAT À ENTREPRENEURS PAYSAGISTE STRATHMORE (1997) LTÉE POUR LA FOURNITURE ET LA PLANTATION DES VÉGÉTAUX PRÉVUE AU PROJET DE DÉVELOPPEMENT PÔLE FRONTENAC, PHASE 2 - SOMME MAXIMALE DE 151 648,53 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC VMP-17-001 (5 SOUMISSIONNAIRES)",CE17 0251,3/1/2017,151648.53
"MINISTÈRE DES TRANSPORTS, DE LA MOBILITÉ DURABLE ET DE L’ÉLECTRIFICATION DES TRANSPORTS",100% AGGLO,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION,1167287010,"RATIFIER L'ENTENTE INTERVENUE ENTRE LE MINISTÈRE DES TRANSPORTS, DE LA MOBILITÉ DURABLE ET DE L’ÉLECTRIFICATION DES TRANSPORTS ET LA VILLE DE MONTRÉAL VISANT LA COLLABORATION EN RESSOURCES PROFESSIONNELLES MUNICIPALES DANS LE CADRE DU PROJET TURCOT, POUR LA PÉRIODE DU 1ER JANVIER 2016 AU 31 DÉCEMBRE 2016, POUR UNE SOMME MAXIMALE DE 1 500 000 $, ET APPROUVER LE DOCUMENT INTITULÉ « MARCHÉ »",CE17 0252,3/1/2017,1500000.00
DION ET PLAMONDON,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,INSECTARIUM,1173426001,"ACCEPTER LES DONS DE SPÉCIMENS D'INSECTES DE MONSIEUR YVES-PASCAL DION ET DE MADAME DANIELLE PLAMONDON POUR L'INSECTARIUM DE MONTRÉAL ET AUTORISER L'ÉMISSION DE REÇUS OFFICIELS AUX FINS DE L'IMPÔT SUR LE REVENU À LEUR ATTENTION, POUR UNE VALEUR TOTALE DE 104 138.00 $",CE17 0256,3/1/2017,104138.00
GROUPE TEC,100% VILLE,SERVICE DE L'EAU,DIRECTION DE L'EAU POTABLE,1164473001,ABROGER LA RÉSOLUTION CE15 1691 AFIN DE NE PAS DONNER SUITE AU CONTRAT ACCORDÉ À 9317-6667 QUÉBEC INC (GROUPE TEC) POUR LA FOURNITURE ET LA LIVRAISON DE VANNES DE TYPE PAPILLON,CE17 0270,3/8/2017,1.00
INFORMATIQUE PRO-CONTACT INC.,"50,2% AGGLO 49,8% VILLE",SERVICE DES TECHNOLOGIES DE L'INFORMATION,DIRECTION SOLUTIONS D'AFFAIRES - SÉCURITÉ PUBLIQUE ET JUSTICE,1170206003,"ACCORDER UN CONTRAT À INFORMATIQUE PRO-CONTACT INC. POUR L'ENTRETIEN DES SERVEURS HEWLETT-PACKARD (HP) DE L'ENVIRONNEMENT TECHNOLOGIQUE DU SYSTÈME DE RÉPARTITION ASSISTÉE PAR ORDINATEUR (RAO) DU SPVM, POUR LA PÉRIODE DU 1ER MARS 2017 AU 28 FÉVRIER 2018, POUR UNE SOMME MAXIMALE DE 105 526,35 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC #16-15719 - (2 SOUMISSIONNAIRES)",CE17 0271,3/8/2017,105526.00
9048-3173 QUÉBEC INC.,100% VILLE,SERVICE DES GRANDS PARCS_VERDISSEMENT ET DU MONT-ROYAL,DIRECTION,1174347001,"ACCORDER UN CONTRAT À L'ENTREPRISE 9048-3173 QUÉBEC INC., POUR LES SERVICES DE MANUTENTION ET DE LIVRAISON D'ARBRES ET DE GRILLES D'ARBRES AUX DIVERS ARRONDISSEMENTS DE LA VILLE – (12 MOIS), AU PRIX DE SA SOUMISSION, SOIT AU PRIX DE 101 063,03 $ TAXES INCLUSES, CONFORMÉMENT AUX DOCUMENTS D'APPEL D'OFFRES PUBLICS 17-15656.",CE17 0272,3/8/2017,101063.00
ROGERS COMMUNICATIONS CANADA INC.,"50,2% AGGLO 49,8% VILLE",SERVICE DES TECHNOLOGIES DE L'INFORMATION,DIRECTION SOLUTIONS D'AFFAIRES - SÉCURITÉ PUBLIQUE ET JUSTICE,1170206004,"ACCORDER UN CONTRAT À LA FIRME ROGERS COMMUNICATIONS CANADA INC., POUR L'ACQUISITION ET LA CONFIGURATION DE LICENCES AIRWATCH POUR L’UTILISATION DE 600 APPAREILS EN MOBILITÉ, POUR UNE SOMME MAXIMALE DE 105 848,14 $, TAXES INCLUSES - APPEL D’OFFRES PUBLIC (#16-15810) - (2 SOUMISSIONNAIRES).",CE17 0273,3/8/2017,105848.00
GESTION PACHAR INC.,100% AGGLO,SERVICE DES GRANDS PARCS_VERDISSEMENT ET DU MONT-ROYAL,DIRECTION,1171701003,"ACCORDER UN CONTRAT À GESTION PACHAR INC. POUR LA RÉFECTION DE L'ÉCLAIRAGE EN FAÇADE DU BÂTIMENT ET DU JARDIN ARRIÈRE DU CHÂTEAU RAMEZAY - DÉPENSE TOTALE DE 252 511,84 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC (16-6959) - (5 SOUMISSIONNAIRES).",CE17 0275,3/8/2017,240487.00
IRVING MITCHELL KALICHMAN,100% AGGLO,SERVICE DES AFFAIRES JURIDIQUES,DIRECTION DES AFFAIRES CIVILES,1173219001,"AUTORISER UNE SOMME SUPPLÉMENTAIRE DE 50 000 $ (PLUS TAXES) POUR LES SERVICES DU CABINET IRVING MITCHELL KALICHMAN À TITRE D'AVOCATS-CONSEILS DANS LE CADRE DU DOSSIER DE RÉCLAMATION DU CONSORTIUM VEOLIA PROJET UTE PIERREFONDS, VEOLIA WATER TECHNOLOGIES CANADA INC. ET PRICEWATERHOUSECOOPER INC. EN SA QUALITÉ DE LIQUIDATEUR AUX BIENS DE CONSTRUCTION FRANK CATANIA & ASSOCIÉS INC. C. VILLE DE MONTRÉAL.",CE17 0276,3/8/2017,135000.00
RIOPEL + ASSOCIÉS ARCHITECTES,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1177579001,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS AUX FIRMES RIOPEL + ASSOCIÉS, ARCHITECTES ET WSP CANADA INC., INGÉNIEURS EN CHARPENTE ET CIVIL POUR LA RÉALISATION DU PROJET DE LA CONSOLIDATION STRUCTURALE DE L'EX-STATION DE POMPAGE CRAIG (0171). DÉPENSE TOTALE DE 194 854,38$ - APPEL D'OFFRES PUBLIC 16-15348 (2 SOUM.)",CE17 0277,3/8/2017,144854.00
CUDDIHY O'BOMSAWIN,100% VILLE,SERVICE DES AFFAIRES JURIDIQUES,DIRECTION DES AFFAIRES CIVILES,1173741001,"AUTORISER UNE DÉPENSES ADDITIONNELLE DE 37 472 $ EXCLUANT LES TAXES ET LES DÉBOURSÉS, FAISANT PASSER LA DÉPENSE À 115 597 $ EXCLUANT LES TAXES ET LES DÉBOURSÉS, POUR LES SERVICES PROFESSIONNELS DE LA FIRME CUDDIHY O'BOMSAWIN AFIN DE REPRÉSENTER LA VILLE DE MONTRÉAL DANS LE CADRE DE GRIEFS DU SYNDICAT DES JURISTES.",CE17 0278,3/8/2017,115597.00
ALAIN MASSICOTTE,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,JARDIN BOTANIQUE,1173750001,"AUTORISER LA PRÉSENTATION DES OEUVRES DE MONSIEUR ALAIN MASSICOTTE, ARTISTE EN ARTS VISUELS, À L'OCCASION D'UNE EXPOSITION TEMPORAIRE ""TRIALOGUE SUR L'ARBRE"", DU 15 MAI AU 31 OCTOBRE 2017 À LA MAISON DE L'ARBRE FRÉDÉRIC-BACK DU JARDIN BOTANIQUE DE MONTRÉAL, POUR UNE SOMME MAXIMALE DE 2 000 $ (PLUS TAXES, SI APPLICABLES) / APPROUVER UN PROJET DE CONVENTION D'EXPOSITION À CETTE FIN.",CE17 0279,3/8/2017,2000.00
PROTECTION INCENDIE MCI,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'ÉPURATION DES EAUX USÉES,1173438001,"ACCORDER UN CONTRAT À MARIO COURNOYER INSPECTION INC. FASRS ''PROTECTION INCENDIE MCI'', POUR LES TRAVAUX D'INSPECTION ET D'ENTRETIEN DES SYSTÈMES D'ALARME ET DE PROTECTION INCENDIE POUR UNE PÉRIODE DE TRENTE-SIX MOIS, ET UNE SOMME MAXIMALE DE 456 756.99 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 16-15645 - 3 SOUMISSIONNAIRES.",CE17 0310,3/16/2017,456757.00
"IMPRIMERIE NORECOB, YVES MERCIER, REPRÉSENTANT",100% VILLE,SERVICE DES COMMUNICATIONS,DIRECTION IMAGE DE MARQUE ET STRATÉGIES NUMÉRIQUES,1174171001,"ACCORDER UN CONTRAT À LMPRIMERIE NORECOB INC. AU MONTANT DE 190 421, 60 $ TAXES INCLUSES, POUR L'IMPRESSION DES 3 ÉDITIONS DU MAGAZINE À NOUS MONTRÉAL EN 2017 (APPEL D'OFFRES PUBLIC 17 - 15680 - 5 SOUMISSIONNAIRES)",CE17 0311,3/16/2017,190422.00
ASMI FABRICATION INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION,1171009004,"OCTROYER UN CONTRAT À ASMI FABRICATION INC. D'UNE VALEUR TOTALE DE 283 382,94 $, TAXES INCLUSES POUR LA FOURNITURE, LA FABRICATION, LA FINITION ET LA LIVRAISON DE BOLLARDS DE PROTECTION ET LEURS ACCESSOIRES POUR LE QUARTIER DES SPECTACLES - DÉPENSE TOTALE DE 295 703,94 $, TAXES INCLUSES (CONTRAT : 246 419,95 $ + 36 962,99 $ DE CONTINGENCES + 12 321 $ D'INCIDENCES). APPEL D'OFFRES PUBLIC 17-15278, 3 SOUMISSIONS DÉPOSÉES, 3 SOUMISSIONS CONFORMES.",CE17 0317,3/16/2017,283383.00
HEWITT ÉQUIPEMENT LTÉE,100% VILLE,SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1174922003,"ACCORDER UN CONTRAT À « HEWITT ÉQUIPEMENT LTÉE », POUR LA FOURNITURE D’UNE RÉTROCAVEUSE AVEC ÉQUIPEMENTS ET ACCESSOIRES POUR UNE SOMME MAXIMALE DE 256 135,56 $, TAXES INCLUSES – APPEL D’OFFRES PUBLIC 16-15696 (2 SOUMISSIONNAIRES)",CE17 0319,3/16/2017,256136.00
"GROUPE UNIGESCO INC. 3900 RUE COOL, VERDUN QC, H4G 1B4",100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1170765001,"ACCORDER UN CONTRAT À LA FIRME GROUPE UNIGESCO INC.POUR DES TRAVAUX D'AMÉLIORATION DU SYSTÈME DE RÉFRIGÉRATION EXISTANT DE L'ARÉNA GARON (3089) - DÉPENSE TOTALE DE 372 814,34 $ TAXES INCLUSES - APPEL D'OFFRES PUBLIC NO 5891, QUATRE (4) SOUMISSIONNAIRES - CONTRAT 15105",CE17 0330,3/16/2017,361955.00
