NUMEROTATION,TYPE_DE_SOINS,REGION,MUNICIPALITE,NOMBRE_DE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION 
1299,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","12804 CACOUNA",76,76,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1300,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13005 DEGELIS",91,91,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1301,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13015 PACKINGTON",11,11,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1302,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13020 SAINT-MARC-DU-LAC-LONG",18,18,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1303,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13025 RIVIERE-BLEUE",54,54,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1304,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13030 SAINT-EUSEBE",31,31,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1305,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13040 SAINT-JUSTE-DU-LAC",16,16,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1306,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13045 AUCLAIR",10,10,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1307,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13050 LEJEUNE",15,15,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1308,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13055 BIENCOURT",30,30,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1309,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13060 LAC-DES-AIGLES",25,25,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1310,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13065 SAINT-MICHEL-DU-SQUATEC",63,63,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1311,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13073 TEMISCOUATA-SUR-LE-LAC",169,169,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1312,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13075 SAINT-PIERRE-DE-LAMY",9,9,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1313,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13080 SAINT-LOUIS-DU-HA! HA!",46,46,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1314,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13085 SAINT-ELZEAR-DE-TEMISCOUATA",14,14,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1315,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13090 SAINT-HONORE-DE-TEMISCOUATA",28,28,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1316,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13095 POHENEGAMOOK",126,126,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1317,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13100 SAINT-ATHANASE",11,11,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1318,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14005 MONT-CARMEL",50,50,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1319,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14010 SAINT-BRUNO-DE-KAMOURASKA",14,14,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1320,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14018 SAINT-PASCAL",141,141,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1321,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14025 SAINTE-HELENE-DE-KAMOURASKA",35,35,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1322,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14030 SAINT-JOSEPH-DE-KAMOURASKA",23,23,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1323,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14035 SAINT-ALEXANDRE-DE-KAMOURASKA",58,58,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1324,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14040 SAINT-ANDRE",21,21,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1325,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14045 SAINT-GERMAIN",9,9,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1326,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14050 KAMOURASKA",21,21,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1327,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14055 SAINT-DENIS-DE LA BOUTEILLERIE",19,19,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1328,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14060 SAINT-PHILIPPE-DE-NERI",43,43,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1329,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14065 RIVIERE-OUELLE",40,40,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1330,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14070 SAINT-PACOME",56,56,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1331,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14075 SAINT-GABRIEL-LALEMANT",27,27,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1332,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14080 SAINT-ONESIME-D'IXWORTH",8,8,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1333,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14085 LA POCATIERE",179,179,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1334,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14090 SAINTE-ANNE-DE-LA-POCATIERE",60,60,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1335,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","AUTRES",15,15,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1336,"Soins en chirurgie d'un jour","TOTAL Bas-Saint-Laurent"," ",9664,9664,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1337,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91005 LAC-BOUCHETTE",75,75,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1338,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91010 SAINT-ANDRE-DU-LAC-SAINT-JEAN",27,27,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1339,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91015 SAINT-FRANCOIS-DE-SALES",32,32,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1340,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91020 CHAMBORD",113,113,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1341,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91025 ROBERVAL",537,537,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1342,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91030 SAINTE-HEDWIDGE",49,49,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1343,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91035 SAINT-PRIME",140,140,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1344,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91042 SAINT-FELICIEN",522,522,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1345,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91050 LA DORE",63,63,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1346,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91802 MASHTEUIATSH",104,104,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1347,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92005 SAINT-AUGUSTIN",24,24,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1348,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92010 PERIBONKA",35,35,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1349,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92015 SAINTE-JEANNE-D'ARC",76,76,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1350,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92022 DOLBEAU-MISTASSINI",938,938,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1351,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92030 ALBANEL",114,114,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1352,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92040 NORMANDIN",155,155,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1353,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92045 SAINT-THOMAS-DIDYME",47,47,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1354,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92050 SAINT-EDMOND-LES-PLAINES",17,17,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1355,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92055 GIRARDVILLE",66,66,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1356,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92060 NOTRE-DAME-DE-LORETTE",14,14,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1357,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92065 SAINT-EUGENE-D'ARGENTENAY",31,31,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1358,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92070 SAINT-STANISLAS",18,18,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1359,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","92902 PASSES-DANGEREUSES",13,13,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1360,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93005 DESBIENS",45,45,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1361,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93012 METABETCHOUAN--LAC-A-LA-CROIX",175,175,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1362,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93020 HEBERTVILLE",122,122,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1363,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93025 HEBERTVILLE-STATION",61,61,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1364,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93030 SAINT-BRUNO",137,137,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1365,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93035 SAINT-GEDEON",121,121,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1366,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93042 ALMA",1535,1535,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1367,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93045 SAINT-NAZAIRE",81,81,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1368,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93055 LABRECQUE",73,73,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1369,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93060 LAMARCHE",24,24,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1370,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93065 L'ASCENSION-DE-NOTRE-SEIGNEUR",102,102,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1371,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93070 SAINT-HENRI-DE-TAILLON",35,35,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1372,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93075 SAINTE-MONIQUE",27,27,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1373,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","93080 SAINT-LUDGER-DE-MILOT",35,35,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1374,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94068 SAGUENAY",8434,8434,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1375,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94205 PETIT-SAGUENAY",36,36,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1376,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94210 L'ANSE-SAINT-JEAN",73,73,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1377,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94215 RIVIERE-ETERNITE",18,18,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1378,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94220 FERLAND-ET-BOILLEAU",53,53,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1379,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94225 SAINT-FELIX-D'OTIS",73,73,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1380,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94230 SAINTE-ROSE-DU-NORD",22,22,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1381,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94235 SAINT-FULGENCE",103,103,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1382,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94240 SAINT-HONORE",349,349,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1383,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94245 SAINT-DAVID-DE-FALARDEAU",178,178,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1384,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94250 BEGIN",55,55,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1385,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94255 SAINT-AMBROISE",234,234,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1386,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94260 SAINT-CHARLES-DE-BOURGET",44,44,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1387,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","94265 LAROUCHE",92,92,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1388,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","AUTRES",7,7,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1389,"Soins en chirurgie d'un jour","TOTAL Saguenay-Lac-Saint-Jean"," ",15554,15554,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1390,"Soins en chirurgie d'un jour","Capitale-Nationale","15005 SAINT-IRENEE",30,30,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1391,"Soins en chirurgie d'un jour","Capitale-Nationale","15013 LA MALBAIE",411,411,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1392,"Soins en chirurgie d'un jour","Capitale-Nationale","15025 NOTRE-DAME-DES-MONTS",27,27,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1393,"Soins en chirurgie d'un jour","Capitale-Nationale","15030 SAINT-AIME-DES-LACS",49,49,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1394,"Soins en chirurgie d'un jour","Capitale-Nationale","15035 CLERMONT",143,143,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1395,"Soins en chirurgie d'un jour","Capitale-Nationale","15058 SAINT-SIMEON",52,52,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1396,"Soins en chirurgie d'un jour","Capitale-Nationale","15065 BAIE-SAINTE-CATHERINE",12,12,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1397,"Soins en chirurgie d'un jour","Capitale-Nationale","15904 SAGARD",9,9,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1398,"Soins en chirurgie d'un jour","Capitale-Nationale","16005 PETITE-RIVIERE-SAINT-FRANCOIS",53,53,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1399,"Soins en chirurgie d'un jour","Capitale-Nationale","16013 BAIE-SAINT-PAUL",445,445,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1400,"Soins en chirurgie d'un jour","Capitale-Nationale","16023 L'ISLE-AUX-COUDRES",54,54,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1401,"Soins en chirurgie d'un jour","Capitale-Nationale","16048 LES EBOULEMENTS",78,78,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1402,"Soins en chirurgie d'un jour","Capitale-Nationale","16050 SAINT-HILARION",70,70,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1403,"Soins en chirurgie d'un jour","Capitale-Nationale","16055 SAINT-URBAIN",70,70,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
1404,"Soins en chirurgie d'un jour","Capitale-Nationale","20005 SAINT-FRANCOIS-DE-L'ILE-D'ORLEANS",9,9,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
