NUMEROTATION,TYPE_DE_SOINS,REGION,MUNICIPALITE,NOMBRE_DE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION 
1238,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","07085 SAYABEC",114,114,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1239,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","07090 SAINT-CLEOPHAS",11,11,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1240,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","07095 SAINT-MOISE",40,40,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1241,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","07100 SAINT-NOEL",23,23,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1242,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","07105 SAINT-DAMASE",25,25,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1243,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","07902 ROUTHIERVILLE",7,7,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1244,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","08005 LES MECHINS",84,84,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1245,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","08010 SAINT-JEAN-DE-CHERBOURG",13,13,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1246,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","08015 GROSSES-ROCHES",32,32,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1247,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","08023 SAINTE-FELICITE",63,63,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1248,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","08030 SAINT-ADELME",36,36,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1249,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","08035 SAINT-RENE-DE-MATANE",63,63,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1250,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","08040 SAINTE-PAULE",16,16,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1251,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","08053 MATANE",987,987,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1252,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","08065 SAINT-LEANDRE",21,21,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1253,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","08073 SAINT-ULRIC",91,91,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1254,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","08080 BAIE-DES-SABLES",47,47,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1255,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","09005 LA REDEMPTION",37,37,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1256,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","09010 SAINT-CHARLES-GARNIER",23,23,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1257,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","09015 LES HAUTEURS",25,25,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1258,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","09020 SAINTE-JEANNE-D'ARC",10,10,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1259,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","09025 SAINT-GABRIEL-DE-RIMOUSKI",68,68,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1260,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","09030 SAINT-DONAT",55,55,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1261,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","09035 SAINTE-ANGELE-DE-MERICI",45,45,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1262,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","09040 PADOUE",14,14,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1263,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","09048 METIS-SUR-MER",40,40,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1264,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","09055 SAINT-OCTAVE-DE-METIS",22,22,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1265,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","09060 GRAND-METIS",14,14,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1266,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","09065 PRICE",103,103,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1267,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","09070 SAINT-JOSEPH-DE-LEPAGE",37,37,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1268,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","09077 MONT-JOLI",396,396,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1269,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","09085 SAINTE-FLAVIE",53,53,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1270,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","09092 SAINTE-LUCE",139,139,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1271,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","10005 ESPRIT-SAINT",20,20,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1272,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","10010 LA TRINITE-DES-MONTS",15,15,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1273,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","10015 SAINT-NARCISSE-DE-RIMOUSKI",46,46,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1274,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","10025 SAINT-MARCELLIN",24,24,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1275,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","10030 SAINT-ANACLET-DE-LESSARD",202,202,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1276,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","10043 RIMOUSKI",2991,2991,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1277,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","10060 SAINT-VALERIEN",39,39,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1278,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","10070 SAINT-FABIEN",97,97,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1279,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","10075 SAINT-EUGENE-DE-LADRIERE",35,35,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1280,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","11005 SAINT-CLEMENT",22,22,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1281,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","11010 SAINT-JEAN-DE-DIEU",76,76,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1282,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","11015 SAINTE-RITA",10,10,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1283,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","11020 SAINT-GUY",7,7,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1284,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","11025 SAINT-MEDARD",15,15,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1285,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","11030 SAINTE-FRANCOISE",20,20,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1286,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","11035 SAINT-ELOI",16,16,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1287,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","11040 TROIS-PISTOLES",196,196,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1288,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","11045 NOTRE-DAME-DES-NEIGES",22,22,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1289,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","11050 SAINT-MATHIEU-DE-RIOUX",22,22,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1290,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","11055 SAINT-SIMON",20,20,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1291,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","12005 SAINT-CYPRIEN",55,55,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1292,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","12010 SAINT-HUBERT-DE-RIVIERE-DU-LOUP",79,79,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1293,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","12015 SAINT-ANTONIN",174,174,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1294,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","12020 SAINT-MODESTE",43,43,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1295,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","12025 SAINT-FRANCOIS-XAVIER-DE-VIGER",13,13,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1296,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","12030 SAINT-EPIPHANE",47,47,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1297,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","12035 SAINT-PAUL-DE-LA-CROIX",13,13,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1298,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","12043 L'ISLE-VERTE",62,62,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1299,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","12057 CACOUNA",12,12,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1300,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","12065 SAINT-ARSENE",38,38,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1301,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","12072 RIVIERE-DU-LOUP",993,993,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1302,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","12080 NOTRE-DAME-DU-PORTAGE",62,62,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1303,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","12804 CACOUNA",89,89,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1304,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13005 DEGELIS",117,117,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1305,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13010 SAINT-JEAN-DE-LA-LANDE",13,13,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1306,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13015 PACKINGTON",24,24,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1307,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13020 SAINT-MARC-DU-LAC-LONG",16,16,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1308,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13025 RIVIERE-BLEUE",53,53,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1309,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13030 SAINT-EUSEBE",27,27,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1310,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13040 SAINT-JUSTE-DU-LAC",25,25,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1311,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13045 AUCLAIR",14,14,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1312,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13050 LEJEUNE",7,7,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1313,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13055 BIENCOURT",23,23,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1314,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13060 LAC-DES-AIGLES",48,48,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1315,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13065 SAINT-MICHEL-DU-SQUATEC",59,59,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1316,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13073 TEMISCOUATA-SUR-LE-LAC",231,231,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1317,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13080 SAINT-LOUIS-DU-HA! HA!",60,60,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1318,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13085 SAINT-ELZEAR-DE-TEMISCOUATA",8,8,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1319,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13090 SAINT-HONORE-DE-TEMISCOUATA",28,28,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1320,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13095 POHENEGAMOOK",127,127,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1321,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","13100 SAINT-ATHANASE",16,16,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1322,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14005 MONT-CARMEL",45,45,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1323,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14010 SAINT-BRUNO-DE-KAMOURASKA",28,28,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1324,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14018 SAINT-PASCAL",129,129,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1325,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14025 SAINTE-HELENE-DE-KAMOURASKA",33,33,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1326,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14030 SAINT-JOSEPH-DE-KAMOURASKA",9,9,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1327,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14035 SAINT-ALEXANDRE-DE-KAMOURASKA",75,75,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1328,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14040 SAINT-ANDRE",39,39,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1329,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14045 SAINT-GERMAIN",6,6,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1330,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14050 KAMOURASKA",20,20,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1331,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14055 SAINT-DENIS-DE LA BOUTEILLERIE",16,16,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1332,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14060 SAINT-PHILIPPE-DE-NERI",32,32,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1333,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14065 RIVIERE-OUELLE",24,24,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1334,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14070 SAINT-PACOME",82,82,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1335,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14075 SAINT-GABRIEL-LALEMANT",31,31,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1336,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14080 SAINT-ONESIME-D'IXWORTH",18,18,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1337,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14085 LA POCATIERE",192,192,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1338,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","14090 SAINTE-ANNE-DE-LA-POCATIERE",61,61,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1339,"Soins en chirurgie d'un jour","Bas-Saint-Laurent","AUTRES",9,9,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1340,"Soins en chirurgie d'un jour","TOTAL Bas-Saint-Laurent"," ",10891,10891,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1341,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91005 LAC-BOUCHETTE",78,78,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1342,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91010 SAINT-ANDRE-DU-LAC-SAINT-JEAN",28,28,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1343,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91015 SAINT-FRANCOIS-DE-SALES",44,44,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1344,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91020 CHAMBORD",111,111,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
1345,"Soins en chirurgie d'un jour","Saguenay-Lac-Saint-Jean","91025 ROBERVAL",648,648,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
