NUMEROTATION,TYPE DE SOINS,REGION,MUNICIPALITE,NOMBRE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION 
941,Soins physiques et psychiatriques de courte durée,Lanaudière,63013,423,2993,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
942,Soins physiques et psychiatriques de courte durée,Lanaudière,63023,109,633,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
943,Soins physiques et psychiatriques de courte durée,Lanaudière,63030,205,1197,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
944,Soins physiques et psychiatriques de courte durée,Lanaudière,63035,570,3450,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
945,Soins physiques et psychiatriques de courte durée,Lanaudière,63040,9,29,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
946,Soins physiques et psychiatriques de courte durée,Lanaudière,63048,2322,12479,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
947,Soins physiques et psychiatriques de courte durée,Lanaudière,63055,677,4658,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
948,Soins physiques et psychiatriques de courte durée,Lanaudière,63060,1063,5937,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
949,Soins physiques et psychiatriques de courte durée,Lanaudière,63065,164,821,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
950,Soins physiques et psychiatriques de courte durée,Lanaudière,64008,9317,60368,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
951,Soins physiques et psychiatriques de courte durée,Lanaudière,64015,4263,28892,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
952,Soins physiques et psychiatriques de courte durée,Lanaudière,Total Lanaudière,48148,339012,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
953,Soins physiques et psychiatriques de courte durée,Laurentides,72005,4593,34332,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
954,Soins physiques et psychiatriques de courte durée,Laurentides,72010,1639,10583,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
955,Soins physiques et psychiatriques de courte durée,Laurentides,72015,1630,10130,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
956,Soins physiques et psychiatriques de courte durée,Laurentides,72020,728,4822,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
957,Soins physiques et psychiatriques de courte durée,Laurentides,72025,597,3342,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
958,Soins physiques et psychiatriques de courte durée,Laurentides,72032,427,2957,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
959,Soins physiques et psychiatriques de courte durée,Laurentides,72043,175,924,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
960,Soins physiques et psychiatriques de courte durée,Laurentides,72802,33,269,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
961,Soins physiques et psychiatriques de courte durée,Laurentides,73005,2273,12058,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
962,Soins physiques et psychiatriques de courte durée,Laurentides,73010,3273,29268,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
963,Soins physiques et psychiatriques de courte durée,Laurentides,73015,4161,25362,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
964,Soins physiques et psychiatriques de courte durée,Laurentides,73020,978,6509,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
965,Soins physiques et psychiatriques de courte durée,Laurentides,73025,563,3360,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
966,Soins physiques et psychiatriques de courte durée,Laurentides,73030,862,6142,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
967,Soins physiques et psychiatriques de courte durée,Laurentides,73035,1423,8915,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
968,Soins physiques et psychiatriques de courte durée,Laurentides,74005,4332,22118,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
969,Soins physiques et psychiatriques de courte durée,Laurentides,75005,1260,5882,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
970,Soins physiques et psychiatriques de courte durée,Laurentides,75017,8111,67430,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
971,Soins physiques et psychiatriques de courte durée,Laurentides,75028,1532,8035,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
972,Soins physiques et psychiatriques de courte durée,Laurentides,75040,984,6173,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
973,Soins physiques et psychiatriques de courte durée,Laurentides,75045,818,5094,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
974,Soins physiques et psychiatriques de courte durée,Laurentides,76008,241,2288,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
975,Soins physiques et psychiatriques de courte durée,Laurentides,76020,1345,14524,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
976,Soins physiques et psychiatriques de courte durée,Laurentides,76025,133,831,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
977,Soins physiques et psychiatriques de courte durée,Laurentides,76030,133,698,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
978,Soins physiques et psychiatriques de courte durée,Laurentides,76035,44,334,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
979,Soins physiques et psychiatriques de courte durée,Laurentides,76043,534,5087,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
980,Soins physiques et psychiatriques de courte durée,Laurentides,76052,144,1143,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
981,Soins physiques et psychiatriques de courte durée,Laurentides,76055,44,790,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
982,Soins physiques et psychiatriques de courte durée,Laurentides,76065,84,610,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
983,Soins physiques et psychiatriques de courte durée,Laurentides,77011,12,37,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
984,Soins physiques et psychiatriques de courte durée,Laurentides,77012,226,1555,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
985,Soins physiques et psychiatriques de courte durée,Laurentides,77022,1276,10701,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
986,Soins physiques et psychiatriques de courte durée,Laurentides,77030,206,1253,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
987,Soins physiques et psychiatriques de courte durée,Laurentides,77035,276,1543,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
988,Soins physiques et psychiatriques de courte durée,Laurentides,77043,914,7922,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
989,Soins physiques et psychiatriques de courte durée,Laurentides,77050,318,2046,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
990,Soins physiques et psychiatriques de courte durée,Laurentides,77055,20,183,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
991,Soins physiques et psychiatriques de courte durée,Laurentides,77060,123,1143,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
992,Soins physiques et psychiatriques de courte durée,Laurentides,77065,344,2856,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
993,Soins physiques et psychiatriques de courte durée,Laurentides,78005,258,1404,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
994,Soins physiques et psychiatriques de courte durée,Laurentides,78010,427,2502,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
995,Soins physiques et psychiatriques de courte durée,Laurentides,78015,80,458,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
996,Soins physiques et psychiatriques de courte durée,Laurentides,78020,90,389,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
997,Soins physiques et psychiatriques de courte durée,Laurentides,78032,1201,8564,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
998,Soins physiques et psychiatriques de courte durée,Laurentides,78042,24,132,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
999,Soins physiques et psychiatriques de courte durée,Laurentides,78047,255,1022,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1000,Soins physiques et psychiatriques de courte durée,Laurentides,78055,53,464,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1001,Soins physiques et psychiatriques de courte durée,Laurentides,78060,46,202,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1002,Soins physiques et psychiatriques de courte durée,Laurentides,78065,93,732,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1003,Soins physiques et psychiatriques de courte durée,Laurentides,78070,159,1388,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1004,Soins physiques et psychiatriques de courte durée,Laurentides,78075,88,603,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1005,Soins physiques et psychiatriques de courte durée,Laurentides,78095,142,828,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1006,Soins physiques et psychiatriques de courte durée,Laurentides,78100,90,511,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1007,Soins physiques et psychiatriques de courte durée,Laurentides,78102,1055,8120,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1008,Soins physiques et psychiatriques de courte durée,Laurentides,78115,99,663,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1009,Soins physiques et psychiatriques de courte durée,Laurentides,78120,303,2460,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1010,Soins physiques et psychiatriques de courte durée,Laurentides,78130,132,764,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1011,Soins physiques et psychiatriques de courte durée,Laurentides,79005,176,1166,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1012,Soins physiques et psychiatriques de courte durée,Laurentides,79010,79,572,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1013,Soins physiques et psychiatriques de courte durée,Laurentides,79015,46,320,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1014,Soins physiques et psychiatriques de courte durée,Laurentides,79022,77,396,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1015,Soins physiques et psychiatriques de courte durée,Laurentides,79025,90,555,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1016,Soins physiques et psychiatriques de courte durée,Laurentides,79030,261,1901,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1017,Soins physiques et psychiatriques de courte durée,Laurentides,79037,603,5601,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1018,Soins physiques et psychiatriques de courte durée,Laurentides,79047,116,738,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1019,Soins physiques et psychiatriques de courte durée,Laurentides,79050,87,586,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1020,Soins physiques et psychiatriques de courte durée,Laurentides,79060,66,612,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1021,Soins physiques et psychiatriques de courte durée,Laurentides,79065,109,855,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1022,Soins physiques et psychiatriques de courte durée,Laurentides,79078,297,1897,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1023,Soins physiques et psychiatriques de courte durée,Laurentides,79088,1902,16029,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1024,Soins physiques et psychiatriques de courte durée,Laurentides,79097,369,2990,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1025,Soins physiques et psychiatriques de courte durée,Laurentides,79105,69,431,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1026,Soins physiques et psychiatriques de courte durée,Laurentides,79110,93,674,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1027,Soins physiques et psychiatriques de courte durée,Laurentides,79115,72,713,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1028,Soins physiques et psychiatriques de courte durée,Laurentides,Autres,5,17,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1029,Soins physiques et psychiatriques de courte durée,Laurentides,Total Laurentides,55921,396508,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1030,Soins physiques et psychiatriques de courte durée,Montérégie,48005,26,128,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1031,Soins physiques et psychiatriques de courte durée,Montérégie,48010,239,1719,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1032,Soins physiques et psychiatriques de courte durée,Montérégie,48020,71,584,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1033,Soins physiques et psychiatriques de courte durée,Montérégie,48028,818,6048,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1034,Soins physiques et psychiatriques de courte durée,Montérégie,48038,218,1420,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1035,Soins physiques et psychiatriques de courte durée,Montérégie,48045,131,577,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1036,Soins physiques et psychiatriques de courte durée,Montérégie,48050,95,754,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1037,Soins physiques et psychiatriques de courte durée,Montérégie,53005,81,462,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1038,Soins physiques et psychiatriques de courte durée,Montérégie,53010,45,257,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1039,Soins physiques et psychiatriques de courte durée,Montérégie,53015,44,352,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1040,Soins physiques et psychiatriques de courte durée,Montérégie,53020,172,955,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1041,Soins physiques et psychiatriques de courte durée,Montérégie,53025,239,1942,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1042,Soins physiques et psychiatriques de courte durée,Montérégie,53032,165,1237,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1043,Soins physiques et psychiatriques de courte durée,Montérégie,53040,247,1383,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1044,Soins physiques et psychiatriques de courte durée,Montérégie,53050,249,1954,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1045,Soins physiques et psychiatriques de courte durée,Montérégie,53052,4964,42492,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1046,Soins physiques et psychiatriques de courte durée,Montérégie,53065,244,2115,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1047,Soins physiques et psychiatriques de courte durée,Montérégie,53072,184,1265,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1048,Soins physiques et psychiatriques de courte durée,Montérégie,53085,9,55,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1049,Soins physiques et psychiatriques de courte durée,Montérégie,54008,447,3003,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1050,Soins physiques et psychiatriques de courte durée,Montérégie,54017,209,1656,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1051,Soins physiques et psychiatriques de courte durée,Montérégie,54025,311,2392,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1052,Soins physiques et psychiatriques de courte durée,Montérégie,54030,63,461,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1053,Soins physiques et psychiatriques de courte durée,Montérégie,54035,183,928,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1054,Soins physiques et psychiatriques de courte durée,Montérégie,54048,5532,55128,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1055,Soins physiques et psychiatriques de courte durée,Montérégie,54060,174,841,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1056,Soins physiques et psychiatriques de courte durée,Montérégie,54065,185,1226,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1057,Soins physiques et psychiatriques de courte durée,Montérégie,54072,188,1110,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1058,Soins physiques et psychiatriques de courte durée,Montérégie,54090,120,617,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1059,Soins physiques et psychiatriques de courte durée,Montérégie,54095,99,557,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1060,Soins physiques et psychiatriques de courte durée,Montérégie,54100,135,905,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1061,Soins physiques et psychiatriques de courte durée,Montérégie,54105,58,635,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1062,Soins physiques et psychiatriques de courte durée,Montérégie,54110,77,304,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1063,Soins physiques et psychiatriques de courte durée,Montérégie,54115,43,684,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1064,Soins physiques et psychiatriques de courte durée,Montérégie,54120,34,304,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1065,Soins physiques et psychiatriques de courte durée,Montérégie,54125,49,364,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1066,Soins physiques et psychiatriques de courte durée,Montérégie,55023,601,4058,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1067,Soins physiques et psychiatriques de courte durée,Montérégie,55030,195,1230,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1068,Soins physiques et psychiatriques de courte durée,Montérégie,55037,271,1796,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1069,Soins physiques et psychiatriques de courte durée,Montérégie,55048,1240,6699,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1070,Soins physiques et psychiatriques de courte durée,Montérégie,55057,760,6206,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1071,Soins physiques et psychiatriques de courte durée,Montérégie,55065,419,2121,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1072,Soins physiques et psychiatriques de courte durée,Montérégie,56005,205,1212,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1073,Soins physiques et psychiatriques de courte durée,Montérégie,56010,144,804,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
1074,Soins physiques et psychiatriques de courte durée,Montérégie,56015,196,1339,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
