PERIODE,CODE  MO,CODE  MO_RESP,MO_RESPONSABLE,MO,CATEGORIE_EMPLOI,STATUT,APLE,NB_INDIVIDUS,NB_INDIVIDUS_120,APA_ABS_120,COUTS_120,NB_INDIVIDUS_246,APA_ABS_246,COUTS_246,NB_INDIVIDUS_248,APA_ABS_248,COUTS_248,NB_INDIVIDUS_270,APA_ABS_270,NB_INDIVIDUS_249,APA_ABS_249,NB_INDIVIDUS_272,APA_ABS_272,NB_INDIVIDUS_077,APA_ABS_077 
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Techniciens,Régulier,"32,5766",37,31,"1,0977","51947,71",3,"1,1692","32867,09",0,0,0,2,"0,0097",0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Techniciens,Régulier,"16,9248",17,13,"0,568","27116,37",2,"0,2163","7182,81",0,0,0,1,"0,0038",0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Techniciens,Occasionnel,"0,1342",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Techniciens,Occasionnel,"1,0387",2,1,"0,0153","677,33",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Techniciens,Occasionnel,"1,0156",2,1,"0,0153","613,76",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Techniciens,Occasionnel,"1,5369",3,1,"0,1277","5672,68",1,"0,0153","451,55",0,0,0,0,0,0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Techniciens,Occasionnel,"0,9965",1,1,"0,0594","2618,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Techniciens,Régulier,"0,8241",1,1,"0,0019","64,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Techniciens,Régulier,"2,7559",3,3,"0,0618","2689,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Techniciens,Régulier,"9,8079",11,9,"0,2521","11796,94",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Techniciens,Régulier,"9,3443",11,10,"0,3996","19327,91",2,"0,0633","2025,42",0,0,0,0,0,0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Techniciens,Régulier,"6,9334",8,7,"0,1925","9141,72",2,"0,1265","4044,47",1,"0,0038","90,7",1,"0,0018",0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Personnel de bureau,Occasionnel,"0,7911",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Personnel de bureau,Occasionnel,"2,6828",8,3,"0,0536","1839,99",1,"0,069","1548,31",0,0,0,2,"0,0268",0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Personnel de bureau,Occasionnel,"2,062",5,3,"0,0383","1308,32",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Personnel de bureau,Occasionnel,"1,2533",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Personnel de bureau,Occasionnel,"2,1846",4,3,"0,0665","2346,15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Personnel de bureau,Régulier,"2,3408",3,1,"0,0176","705,57",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Personnel de bureau,Régulier,"15,9714",21,16,"0,3682","14327,33",0,0,0,0,0,0,1,"0,0011",0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Personnel de bureau,Régulier,"13,8616",19,16,"0,4345","16788,98",2,"0,3009","7794,5",0,0,0,3,"0,0372",0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Personnel de bureau,Régulier,"33,1115",42,34,"1,0319","41004,76",4,"1,2399","33221,75",1,"0,6516","13114,44",3,"0,0292",0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Personnel de bureau,Régulier,"28,7735",33,25,"0,7761","31252,27",5,"1,5532","39396,03",2,"1,1383","20866,7",3,"0,0097",1,"0,1284",0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Personnel de bureau,Occasionnel,"0,1725",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,60,60,Santé et Services sociaux,060-Santé et des Services sociaux,Personnel de bureau,Régulier,"2,9895",3,3,"0,0732","2358,71",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Haute direction et Cadres,Régulier,"4,8484",5,4,"0,0571","5222,51",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Haute direction et Cadres,Régulier,"23,6863",25,14,"0,1989","20461,02",1,"0,0728","5692,06",0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Haute direction et Cadres,Régulier,"14,568",17,11,"0,1532","14867,13",2,"0,4898","38305,44",1,"0,0728","5003,56",0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Haute direction et Cadres,Régulier,"3,4495",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Haute direction et Cadres,Régulier,"13,6485",16,8,"0,0495","5043,78",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Haute direction et Cadres,Régulier,"6,002",7,1,"0,0651","7988,35",1,"0,2874","25160,85",1,"0,7091","54494,82",0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Professionnels et Enseignants,Occasionnel,"1,1844",2,1,"0,0211","932,08",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Professionnels et Enseignants,Occasionnel,"5,6762",7,5,"0,1078","4727,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Professionnels et Enseignants,Occasionnel,"0,8241",1,1,"0,0172",1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Professionnels et Enseignants,Occasionnel,"1,8091",3,3,"0,0413","2188,07",1,"0,1927","5029,23",0,0,0,1,"0,0184",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Professionnels et Enseignants,Occasionnel,"0,0958",1,1,"0,0038","175,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Professionnels et Enseignants,Régulier,"36,043",39,39,"0,9445","56238,47",2,"0,5788","26568,94",0,0,0,2,"0,0042",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Professionnels et Enseignants,Régulier,"67,1103",75,70,"1,979","132272,56",8,"0,9592","45964,63",1,"0,1843","11081,2",6,"0,0347",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Professionnels et Enseignants,Régulier,"121,3981",134,125,"3,6535","273131,7",17,"2,4167","132618,57",1,"0,046","1654,96",1,"0,014",0,0,1,"0,115",0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Professionnels et Enseignants,Régulier,"45,4729",49,40,"1,0354","87530,05",4,"1,238",65977,1,"0,2568","9220,4",0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Professionnels et Enseignants,Occasionnel,"0,7206",1,1,"0,0268","1129,77",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Professionnels et Enseignants,Régulier,"1,993",2,2,"0,0085","455,87",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Professionnels et Enseignants,Régulier,"32,4476",34,30,"0,6822","39837,78",1,"0,023","987,2",0,0,0,1,"0,0038",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Professionnels et Enseignants,Régulier,"49,3283",51,48,"1,3267","88175,65",0,0,0,0,0,0,2,"0,0056",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Professionnels et Enseignants,Régulier,"75,9087",84,70,"2,0188","152405,9",2,"0,0729","3494,41",0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Professionnels et Enseignants,Régulier,"39,5593",42,29,"0,7092","61536,43",1,"0,1232","5982,35",0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Techniciens,Occasionnel,"1,7248",3,2,"0,0119","386,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Techniciens,Régulier,"10,1723",11,10,"0,2584","11275,89",0,0,0,0,0,0,1,"0,0075",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Techniciens,Régulier,"31,8619",40,35,"0,8392","38450,6",1,"0,1611","5626,08",0,0,0,3,"0,0255",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Techniciens,Régulier,"70,8325",76,69,"2,7146","133152,68",8,"1,1574","38414,29",0,0,0,6,"0,1024",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Techniciens,Régulier,"43,6971",47,43,"1,4186","67034,33",3,"1,2802","41046,83",0,0,0,4,"0,0297",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Techniciens,Occasionnel,"0,0958",1,1,"0,0038","131,51",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Techniciens,Régulier,"8,0758",9,9,"0,1976","8318,15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Techniciens,Régulier,"14,6564",17,15,"0,2694","12476,63",1,"0,3028","8921,47",0,0,0,1,"0,0095",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Techniciens,Régulier,"20,6962",26,23,"0,6444","30654,39",0,0,0,0,0,0,1,"0,0077",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Techniciens,Régulier,"20,9995",23,19,"0,6877","33518,84",2,"0,384","12277,31",1,"0,4522","10439,35",1,"0,0313",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Occasionnel,"3,7767",7,7,"0,0549","1920,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Occasionnel,"23,1686",40,31,"0,5898","20095,26",3,"0,1828","4162,45",0,0,0,6,"0,0791",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Occasionnel,"20,5315",32,26,"0,5021","17127,57",4,"0,6652","14349,37",1,"0,0345","540,96",4,"0,1009",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Occasionnel,"26,2879",38,34,"0,5212","18241,17",3,"1,1203","25614,01",0,0,0,1,"0,0134",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Occasionnel,"6,2753",12,8,"0,2383","8223,41",5,"0,3717","9325,03",1,"0,1035","1983,78",3,"0,0611",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Régulier,"2,4416",3,3,"0,0362","1425,15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Régulier,"23,783",32,30,"0,6546","24096,1",3,"0,3277","7328,42",0,0,0,6,"0,0698",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Régulier,"49,9865",61,57,"1,3882","53535,33",11,"3,9876","102464,9",3,"0,6975","13828,01",9,"0,1547",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Régulier,"107,5513",124,117,"3,4095","139438,49",20,"5,6266","156278,27",7,"1,6616","33295,87",16,"0,1807",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Régulier,"99,0405",114,101,"3,6188","151003,48",19,"3,5375","98672,23",1,"0,2913","5590,66",18,"0,3726",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Occasionnel,"3,4415",8,4,"0,0294","1029,31",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Occasionnel,"7,3768",13,11,"0,1176","4056,81",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Occasionnel,"2,0198",3,1,"0,0152","512,16",0,0,0,1,"0,9007","14951,72",0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Occasionnel,"5,9788",7,6,"0,1698","5701,19",1,"0,9084","18880,74",0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Régulier,"6,447",9,7,"0,2631","9681,51",1,"0,1242","3009,2",0,0,0,1,"0,0297",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Régulier,"15,5537",17,15,"0,3225","12114,93",4,"1,4607","35570,2",0,0,0,3,"0,083",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Régulier,"23,4217",28,26,"0,8555","34426,95",2,"0,0337","967,38",0,0,0,4,"0,045",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Personnel de bureau,Régulier,"22,2987",26,21,"0,731","30438,92",2,"0,0805","2132,31",1,"0,2721","5699,46",1,"0,0062",0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Ouvrier,Occasionnel,"0,0958",1,1,"0,0057","190,17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Ouvrier,Régulier,"0,9007",1,1,"0,0744","2492,96",1,"0,0307","684,32",0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Ouvrier,Occasionnel,"1,096",2,2,"0,0295","985,94",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Ouvrier,Occasionnel,"1,5445",2,2,"0,0153","511,84",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Ouvrier,Régulier,"0,8968",2,2,"0,0495","1660,48",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Ouvrier,Régulier,"0,4484",1,1,"0,0038","127,47",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,63,700,Emploi et Solidarité sociale,063-Régie des rentes du Québec,Ouvrier,Régulier,"2,9895",3,3,"0,1069","3896,89",1,"0,046","1024,24",0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Haute direction et Cadres,Régulier,"10,2335",11,8,"0,0934","9625,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Haute direction et Cadres,Régulier,"30,2668",35,16,"0,3151","31232,24",2,"0,3235","20671,85",0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Haute direction et Cadres,Régulier,"12,855",16,9,"0,1778","19844,55",0,0,0,1,"0,8432","87207,74",0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Haute direction et Cadres,Régulier,"1,993",2,2,"0,0057","441,38",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Haute direction et Cadres,Régulier,"6,6037",9,2,"0,0651","5718,02",1,"0,2377","16643,82",0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Haute direction et Cadres,Régulier,"10,5744",12,2,"0,023","2245,57",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Haute direction et Cadres,Régulier,"14,2385",16,5,"0,0739","6781,37",1,"0,0537","5525,91",1,"0,9429","96479,29",0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Occasionnel,"1,4755",4,2,"0,0267","1063,73",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Occasionnel,"9,5436",18,10,"0,1917","9228,92",1,"0,0613","1597,97",0,0,0,1,"0,0077",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Occasionnel,"9,6971",12,10,"0,2229","13402,03",0,0,0,0,0,0,1,"0,0145",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Occasionnel,"2,1462",3,2,"0,0433","3199,29",1,"0,3871","19976,69",0,0,0,1,"0,0081",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Occasionnel,"0,9965",1,1,"0,003","232,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Régulier,"0,9084",1,1,"0,0117","503,39",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Régulier,"69,1523",81,72,"1,2456","66819,05",5,"0,6881","28271,11",0,0,0,4,"0,0251",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Régulier,"65,5068",78,69,"1,6007","102170,32",2,"0,5074","21638,85",0,0,0,1,"0,0019",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Régulier,"109,9425",128,115,"3,2315","248342,92",6,"1,6156",126723,1,"0,3871","15634,48",4,"0,0493",0,0,1,"0,9965",0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Régulier,"57,5487",63,54,"1,8401","135250,45",3,"1,6979","85260,72",0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Occasionnel,"1,4297",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Occasionnel,"12,2266",23,17,"0,2303","10126,01",0,0,0,0,0,0,1,"0,0019",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Occasionnel,"1,7133",3,2,"0,0273","1962,58",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Occasionnel,"3,4343",6,4,"0,0772","4385,29",1,"0,1073","4130,82",0,0,0,1,"0,0172",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Régulier,"2,7865",3,3,"0,0508","2523,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Régulier,"61,4437",72,63,"1,3598","73612,76",1,"0,1306","3944,67",0,0,0,1,"0,0002",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Régulier,"78,1115",91,82,"1,9318","124017,97",4,"1,1331","45157,31",0,0,0,6,"0,0329",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Régulier,"97,5861",103,88,"2,5023","186606,18",8,"4,1499","192943,74",1,"0,2146","6415,79",2,"0,0117",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Professionnels et Enseignants,Régulier,"45,5318",52,39,"1,7592","153670,01",5,"1,3482","101053,6",1,"0,1342","7950,68",3,"0,0411",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Occasionnel,"2,2996",4,4,"0,0613","2078,39",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Occasionnel,"17,1207",22,14,"0,2572","8820,89",3,"0,4354","11523,08",0,0,0,2,"0,023",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Occasionnel,"17,6491",30,24,"0,4207","15013,2",4,"0,1357","3127,14",1,"0,2185","3591,05",6,"0,0307",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Occasionnel,"12,4564",17,16,"0,4417","16308,21",2,"0,2032","4986,65",0,0,0,4,"0,0064",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Occasionnel,"6,8912",8,8,"0,147","5260,44",2,"0,4945","13299,36",0,0,0,3,"0,0705",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Régulier,"2,4531",3,3,"0,0776","2576,29",1,"0,1456","3257,58",0,0,0,1,"0,017",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Régulier,"43,7465",50,42,"1,0516","43536,86",7,"0,4081","10881,42",1,"0,8393","16697,54",7,"0,0747",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Régulier,"64,248",81,69,"1,7543","78956,2",8,"0,5404","17255,68",0,0,0,7,"0,0738",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Régulier,"133,4134",149,143,"4,4001","204637,18",13,"5,168","165947,75",2,"0,32","8697,48",5,"0,0662",1,"0,0038",0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Régulier,"52,6706",63,54,"2,0973","99184,42",11,"2,6662","85377,28",1,"0,4323","10368,6",2,"0,064",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Occasionnel,"4,1362",6,3,"0,0679","2269,06",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Occasionnel,"11,3608",18,13,"0,2517","9592,8",3,"0,1457","3993,19",0,0,0,5,"0,0556",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Occasionnel,"7,6771",13,9,"0,132","4801,13",1,"0,2913","6177,64",0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Occasionnel,"4,4266",7,7,"0,1041","4029,54",1,"0,1188","3173,11",0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Occasionnel,"1,993",2,2,"0,04","1745,51",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Régulier,"2,6983",3,3,"0,0477","1744,93",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Régulier,"18,9271",23,20,"0,5631","24893,34",1,"0,0326","1030,38",0,0,0,3,"0,0435",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Régulier,"25,0261",29,27,"0,6861","32608,02",2,"0,9889","33055,28",0,0,0,2,"0,0165",1,"0,1342",0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Régulier,"35,5044",40,37,"1,341","66440,02",4,"1,2108","37377,41",0,0,0,4,"0,0319",0,0,0,0,0,0
2012-2013,64,60,Santé et Services sociaux,064-Régie de l'assurance-maladie du Québec,Techniciens,Régulier,"29,2126",29,29,"0,8066","38114,04",2,"0,1955","6700,44",0,0,0,1,"0,0314",0,0,0,0,0,0
