champ,description_question,variable_reponse,description_reponse
Q21Br4,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre enthousiasme en tant qu’entrepreneur",1,Impact positif
Q21Br4,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre enthousiasme en tant qu’entrepreneur",2,Impact négatif
Q21Br4,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre enthousiasme en tant qu’entrepreneur",3,Aucun impact
Q21Br4,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre enthousiasme en tant qu’entrepreneur",97,Ne s’applique pas
Q21Br5,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre capacité à atteindre vos objectifs d’affaires de façon autonome",1,Impact positif
Q21Br5,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre capacité à atteindre vos objectifs d’affaires de façon autonome",2,Impact négatif
Q21Br5,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre capacité à atteindre vos objectifs d’affaires de façon autonome",3,Aucun impact
Q21Br5,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre capacité à atteindre vos objectifs d’affaires de façon autonome",97,Ne s’applique pas
Q21Br6,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - L’accès adéquat à du financement",1,Impact positif
Q21Br6,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - L’accès adéquat à du financement",2,Impact négatif
Q21Br6,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - L’accès adéquat à du financement",3,Aucun impact
Q21Br6,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - L’accès adéquat à du financement",97,Ne s’applique pas
Q21Br7,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre capacité à attirer et à conserver de la main-d’oeuvre",1,Impact positif
Q21Br7,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre capacité à attirer et à conserver de la main-d’oeuvre",2,Impact négatif
Q21Br7,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre capacité à attirer et à conserver de la main-d’oeuvre",3,Aucun impact
Q21Br7,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre capacité à attirer et à conserver de la main-d’oeuvre",97,Ne s’applique pas
Q21Br8,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Sur votre niveau d’endettement et de liquidité",1,Impact positif
Q21Br8,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Sur votre niveau d’endettement et de liquidité",2,Impact négatif
Q21Br8,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Sur votre niveau d’endettement et de liquidité",3,Aucun impact
Q21Br8,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Sur votre niveau d’endettement et de liquidité",97,Ne s’applique pas
Q22,"Sur l’île de Montréal, il existe des organisations qui viennent en aide aux entrepreneurs montréalais qui offrent des services comme l’aide au développement du plan d’affaires, le mentorat, les services d’incubation, l’aide pour obtenir du financement, etc. Connaissez-vous ces organisations et les services qu’elles offrent aux entrepreneurs montréalais? Les connaissez-vous…",1,Très bien
Q22,"Sur l’île de Montréal, il existe des organisations qui viennent en aide aux entrepreneurs montréalais qui offrent des services comme l’aide au développement du plan d’affaires, le mentorat, les services d’incubation, l’aide pour obtenir du financement, etc. Connaissez-vous ces organisations et les services qu’elles offrent aux entrepreneurs montréalais? Les connaissez-vous…",2,Plutôt bien
Q22,"Sur l’île de Montréal, il existe des organisations qui viennent en aide aux entrepreneurs montréalais qui offrent des services comme l’aide au développement du plan d’affaires, le mentorat, les services d’incubation, l’aide pour obtenir du financement, etc. Connaissez-vous ces organisations et les services qu’elles offrent aux entrepreneurs montréalais? Les connaissez-vous…",3,Plutôt mal
Q22,"Sur l’île de Montréal, il existe des organisations qui viennent en aide aux entrepreneurs montréalais qui offrent des services comme l’aide au développement du plan d’affaires, le mentorat, les services d’incubation, l’aide pour obtenir du financement, etc. Connaissez-vous ces organisations et les services qu’elles offrent aux entrepreneurs montréalais? Les connaissez-vous…",4,Je ne les connais pas du tout
Q23,Avez-vous déjà communiqué avec une organisation de soutien aux entrepreneurs sur l’Île de Montréal (peu importe que votre demande ait été acceptée ou non)?,1,Oui
Q23,Avez-vous déjà communiqué avec une organisation de soutien aux entrepreneurs sur l’Île de Montréal (peu importe que votre demande ait été acceptée ou non)?,2,Non
Q24,À quand remonte la dernière fois où vous avez communiqué avec un organisme de soutien aux entrepreneurs sur l’Île de Montréal?,1,Au cours des 12 derniers mois
Q24,À quand remonte la dernière fois où vous avez communiqué avec un organisme de soutien aux entrepreneurs sur l’Île de Montréal?,2,Il y a 1 à 2 ans
Q24,À quand remonte la dernière fois où vous avez communiqué avec un organisme de soutien aux entrepreneurs sur l’Île de Montréal?,3,Il y a 3 à 5 ans
Q24,À quand remonte la dernière fois où vous avez communiqué avec un organisme de soutien aux entrepreneurs sur l’Île de Montréal?,4,Il y a 5 à 10 ans
Q24,À quand remonte la dernière fois où vous avez communiqué avec un organisme de soutien aux entrepreneurs sur l’Île de Montréal?,5,Il y a plus de 10 ans
Q25r1,Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour obtenir des conseils et de l’accompagnement pour le développement d’un plan d’affaires,0,Non
Q25r1,Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour obtenir des conseils et de l’accompagnement pour le développement d’un plan d’affaires,1,Oui
Q25r2,"Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour obtenir des conseils et de l’accompagnement pour assurer le développement de mon entreprise (stratégies de marketing, de vente, etc.)",0,Non
Q25r2,"Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour obtenir des conseils et de l’accompagnement pour assurer le développement de mon entreprise (stratégies de marketing, de vente, etc.)",1,Oui
Q25r3,Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour obtenir du financement (Prêts ou subventions),0,Non
Q25r3,Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour obtenir du financement (Prêts ou subventions),1,Oui
Q25r4,"Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour obtenir des conseils juridiques ou administratifs, pour la constitution de la raison d’affaires, etc. (avocat, notaire)",0,Non
Q25r4,"Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour obtenir des conseils juridiques ou administratifs, pour la constitution de la raison d’affaires, etc. (avocat, notaire)",1,Oui
Q25r5,"Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour avoir de l’aide pour trouver un local, localisation pour implanter son entreprise ou une usine, etc.",0,Non
Q25r5,"Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour avoir de l’aide pour trouver un local, localisation pour implanter son entreprise ou une usine, etc.",1,Oui
Q25r6,Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour suivre une formation,0,Non
Q25r6,Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour suivre une formation,1,Oui
Q25r7,Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour obtenir des données de marché et statistiques,0,Non
Q25r7,Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour obtenir des données de marché et statistiques,1,Oui
Q25r8,Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour être accompagné d’un mentor,0,Non
Q25r8,Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour être accompagné d’un mentor,1,Oui
Q25r9,Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour m’impliquer dans une communauté d’entrepreneurs,0,Non
Q25r9,Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Pour m’impliquer dans une communauté d’entrepreneurs,1,Oui
Q25r96,"Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Autre, précisez :",0,Non
Q25r96,"Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Autre, précisez :",1,Oui
Q25r97,Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Aucune raison en particulier,0,Non
Q25r97,Pour quelles raisons avez-vous communiqué avec une organisation qui offre des services de soutien aux entrepreneurs sur l’Île de Montréal? - Aucune raison en particulier,1,Oui
Q26r1,Est-ce que cette demande de service a été acceptée ou refusée? - Pour obtenir des conseils et de l’accompagnement pour développement un plan d’affaires,1,Acceptée
Q26r1,Est-ce que cette demande de service a été acceptée ou refusée? - Pour obtenir des conseils et de l’accompagnement pour développement un plan d’affaires,2,Refusée
Q26r1,Est-ce que cette demande de service a été acceptée ou refusée? - Pour obtenir des conseils et de l’accompagnement pour développement un plan d’affaires,3,Je ne sais pas / en attente d’une réponse
Q26r2,"Est-ce que cette demande de service a été acceptée ou refusée? - Pour obtenir des conseils et de l’accompagnement pour assurer le développement de mon entreprise (stratégies de marketing, de vente, etc.)",1,Acceptée
Q26r2,"Est-ce que cette demande de service a été acceptée ou refusée? - Pour obtenir des conseils et de l’accompagnement pour assurer le développement de mon entreprise (stratégies de marketing, de vente, etc.)",2,Refusée
Q26r2,"Est-ce que cette demande de service a été acceptée ou refusée? - Pour obtenir des conseils et de l’accompagnement pour assurer le développement de mon entreprise (stratégies de marketing, de vente, etc.)",3,Je ne sais pas / en attente d’une réponse
Q26r3,Est-ce que cette demande de service a été acceptée ou refusée? - Pour obtenir du financement (Prêts ou subventions),1,Acceptée
Q26r3,Est-ce que cette demande de service a été acceptée ou refusée? - Pour obtenir du financement (Prêts ou subventions),2,Refusée
Q26r3,Est-ce que cette demande de service a été acceptée ou refusée? - Pour obtenir du financement (Prêts ou subventions),3,Je ne sais pas / en attente d’une réponse
Q26r4,"Est-ce que cette demande de service a été acceptée ou refusée? - Pour obtenir des conseils juridiques ou administratifs, pour la constitution de la raison d’affaires, etc. (avocat, notaire)",1,Acceptée
Q26r4,"Est-ce que cette demande de service a été acceptée ou refusée? - Pour obtenir des conseils juridiques ou administratifs, pour la constitution de la raison d’affaires, etc. (avocat, notaire)",2,Refusée
Q26r4,"Est-ce que cette demande de service a été acceptée ou refusée? - Pour obtenir des conseils juridiques ou administratifs, pour la constitution de la raison d’affaires, etc. (avocat, notaire)",3,Je ne sais pas / en attente d’une réponse
Q26r5,"Est-ce que cette demande de service a été acceptée ou refusée? - Pour avoir de l’aide pour trouver un local, localisation pour une implanter son entreprise ou une usine, etc.",1,Acceptée
Q26r5,"Est-ce que cette demande de service a été acceptée ou refusée? - Pour avoir de l’aide pour trouver un local, localisation pour une implanter son entreprise ou une usine, etc.",2,Refusée
Q26r5,"Est-ce que cette demande de service a été acceptée ou refusée? - Pour avoir de l’aide pour trouver un local, localisation pour une implanter son entreprise ou une usine, etc.",3,Je ne sais pas / en attente d’une réponse
Q26r6,Est-ce que cette demande de service a été acceptée ou refusée? - Pour suivre une formation,1,Acceptée
Q26r6,Est-ce que cette demande de service a été acceptée ou refusée? - Pour suivre une formation,2,Refusée
Q26r6,Est-ce que cette demande de service a été acceptée ou refusée? - Pour suivre une formation,3,Je ne sais pas / en attente d’une réponse
Q26r7,Est-ce que cette demande de service a été acceptée ou refusée? - Pour obtenir des données de marché et statistiques,1,Acceptée
Q26r7,Est-ce que cette demande de service a été acceptée ou refusée? - Pour obtenir des données de marché et statistiques,2,Refusée
Q26r7,Est-ce que cette demande de service a été acceptée ou refusée? - Pour obtenir des données de marché et statistiques,3,Je ne sais pas / en attente d’une réponse
Q27_Lr1r1,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour développement un plan d’affaires - Situation financière personnelle précaire,0,Non
Q27_Lr1r1,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour développement un plan d’affaires - Situation financière personnelle précaire,1,Oui
Q27_Lr1r2,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour développement un plan d’affaires - Viabilité incertaine du projet d’entreprise,0,Non
Q27_Lr1r2,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour développement un plan d’affaires - Viabilité incertaine du projet d’entreprise,1,Oui
Q27_Lr1r3,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour développement un plan d’affaires - Un plan d’affaires incomplet ou mal rédigé,0,Non
Q27_Lr1r3,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour développement un plan d’affaires - Un plan d’affaires incomplet ou mal rédigé,1,Oui
Q27_Lr1r4,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour développement un plan d’affaires - Critère d’admission non rencontré,0,Non
Q27_Lr1r4,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour développement un plan d’affaires - Critère d’admission non rencontré,1,Oui
Q27_Lr1r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour développement un plan d’affaires - Autre, précisez (ex: quels critères n’ont pas été rencontrés) ",0,Non
Q27_Lr1r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour développement un plan d’affaires - Autre, précisez (ex: quels critères n’ont pas été rencontrés) ",1,Oui
Q27_Lr2r1,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour assurer le développement de mon entreprise (stratégies de marketing, de vente, etc.) - Situation financière personnelle précaire",0,Non
Q27_Lr2r1,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour assurer le développement de mon entreprise (stratégies de marketing, de vente, etc.) - Situation financière personnelle précaire",1,Oui
Q27_Lr2r2,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour assurer le développement de mon entreprise (stratégies de marketing, de vente, etc.) - Viabilité incertaine du projet d’entreprise",0,Non
Q27_Lr2r2,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour assurer le développement de mon entreprise (stratégies de marketing, de vente, etc.) - Viabilité incertaine du projet d’entreprise",1,Oui
Q27_Lr2r3,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour assurer le développement de mon entreprise (stratégies de marketing, de vente, etc.) - Un plan d’affaires incomplet ou mal rédigé",0,Non
Q27_Lr2r3,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour assurer le développement de mon entreprise (stratégies de marketing, de vente, etc.) - Un plan d’affaires incomplet ou mal rédigé",1,Oui
Q27_Lr2r4,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour assurer le développement de mon entreprise (stratégies de marketing, de vente, etc.) - Critère d’admission non rencontré",0,Non
Q27_Lr2r4,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour assurer le développement de mon entreprise (stratégies de marketing, de vente, etc.) - Critère d’admission non rencontré",1,Oui
Q27_Lr2r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour assurer le développement de mon entreprise (stratégies de marketing, de vente, etc.) - Autre, précisez (ex: quels critères n’ont pas été rencontrés)",0,Non
Q27_Lr2r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils et de l’accompagnement pour assurer le développement de mon entreprise (stratégies de marketing, de vente, etc.) - Autre, précisez (ex: quels critères n’ont pas été rencontrés)",1,Oui
Q27_Lr3r1,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir du financement (Prêts ou subventions) - Situation financière personnelle précaire,0,Non
Q27_Lr3r1,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir du financement (Prêts ou subventions) - Situation financière personnelle précaire,1,Oui
Q27_Lr3r2,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir du financement (Prêts ou subventions) - Viabilité incertaine du projet d’entreprise,0,Non
Q27_Lr3r2,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir du financement (Prêts ou subventions) - Viabilité incertaine du projet d’entreprise,1,Oui
Q27_Lr3r3,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir du financement (Prêts ou subventions) - Un plan d’affaires incomplet ou mal rédigé,0,Non
Q27_Lr3r3,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir du financement (Prêts ou subventions) - Un plan d’affaires incomplet ou mal rédigé,1,Oui
Q27_Lr3r4,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir du financement (Prêts ou subventions) - Critère d’admission non rencontré,0,Non
Q27_Lr3r4,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir du financement (Prêts ou subventions) - Critère d’admission non rencontré,1,Oui
Q27_Lr3r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir du financement (Prêts ou subventions) - Autre, précisez (ex: quels critères n’ont pas été rencontrés)",0,Non
Q27_Lr3r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir du financement (Prêts ou subventions) - Autre, précisez (ex: quels critères n’ont pas été rencontrés)",1,Oui
Q27_Lr3r96oe,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir du financement (Prêts ou subventions) - Autre, précisez (ex: quels critères n’ont pas été rencontrés)",0,Non
Q27_Lr4r1,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils juridiques ou administratifs, pour la constitution de la raison d’affaires, etc. (avocat, notaire) - Situation financière personnelle précaire",1,Oui
Q27_Lr4r2,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils juridiques ou administratifs, pour la constitution de la raison d’affaires, etc. (avocat, notaire) - Viabilité incertaine du projet d’entreprise",0,Non
Q27_Lr4r2,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils juridiques ou administratifs, pour la constitution de la raison d’affaires, etc. (avocat, notaire) - Viabilité incertaine du projet d’entreprise",1,Oui
Q27_Lr4r3,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils juridiques ou administratifs, pour la constitution de la raison d’affaires, etc. (avocat, notaire) - Un plan d’affaires incomplet ou mal rédigé",0,Non
Q27_Lr4r3,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils juridiques ou administratifs, pour la constitution de la raison d’affaires, etc. (avocat, notaire) - Un plan d’affaires incomplet ou mal rédigé",1,Oui
Q27_Lr4r4,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils juridiques ou administratifs, pour la constitution de la raison d’affaires, etc. (avocat, notaire) - Critère d’admission non rencontré",0,Non
Q27_Lr4r4,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils juridiques ou administratifs, pour la constitution de la raison d’affaires, etc. (avocat, notaire) - Critère d’admission non rencontré",1,Oui
Q27_Lr4r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils juridiques ou administratifs, pour la constitution de la raison d’affaires, etc. (avocat, notaire) - Autre, précisez (ex: quels critères n’ont pas été rencontrés)",0,Non
Q27_Lr4r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des conseils juridiques ou administratifs, pour la constitution de la raison d’affaires, etc. (avocat, notaire) - Autre, précisez (ex: quels critères n’ont pas été rencontrés)",1,Oui
Q27_Lr5r1,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour avoir de l’aide pour trouver un local, localisation pour une implanter son entreprise ou une usine, etc. - Situation financière personnelle précaire",0,Non
Q27_Lr5r1,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour avoir de l’aide pour trouver un local, localisation pour une implanter son entreprise ou une usine, etc. - Situation financière personnelle précaire",1,Oui
Q27_Lr5r2,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour avoir de l’aide pour trouver un local, localisation pour une implanter son entreprise ou une usine, etc. - Viabilité incertaine du projet d’entreprise",0,Non
Q27_Lr5r2,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour avoir de l’aide pour trouver un local, localisation pour une implanter son entreprise ou une usine, etc. - Viabilité incertaine du projet d’entreprise",1,Oui
Q27_Lr5r3,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour avoir de l’aide pour trouver un local, localisation pour une implanter son entreprise ou une usine, etc. - Un plan d’affaires incomplet ou mal rédigé",0,Non
Q27_Lr5r3,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour avoir de l’aide pour trouver un local, localisation pour une implanter son entreprise ou une usine, etc. - Un plan d’affaires incomplet ou mal rédigé",1,Oui
Q27_Lr5r4,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour avoir de l’aide pour trouver un local, localisation pour une implanter son entreprise ou une usine, etc. - Critère d’admission non rencontré",0,Non
Q27_Lr5r4,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour avoir de l’aide pour trouver un local, localisation pour une implanter son entreprise ou une usine, etc. - Critère d’admission non rencontré",1,Oui
Q27_Lr5r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour avoir de l’aide pour trouver un local, localisation pour une implanter son entreprise ou une usine, etc. - Autre, précisez (ex: quels critères n’ont pas été rencontrés) ",0,Non
Q27_Lr5r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour avoir de l’aide pour trouver un local, localisation pour une implanter son entreprise ou une usine, etc. - Autre, précisez (ex: quels critères n’ont pas été rencontrés) ",1,Oui
Q27_Lr6r1,Pour quelles raisons cette demande a-t-elle été refusée? - Pour suivre une formation - Situation financière personnelle précaire,0,Non
Q27_Lr6r1,Pour quelles raisons cette demande a-t-elle été refusée? - Pour suivre une formation - Situation financière personnelle précaire,1,Oui
Q27_Lr6r2,Pour quelles raisons cette demande a-t-elle été refusée? - Pour suivre une formation - Viabilité incertaine du projet d’entreprise,0,Non
Q27_Lr6r2,Pour quelles raisons cette demande a-t-elle été refusée? - Pour suivre une formation - Viabilité incertaine du projet d’entreprise,1,Oui
Q27_Lr6r3,Pour quelles raisons cette demande a-t-elle été refusée? - Pour suivre une formation - Un plan d’affaires incomplet ou mal rédigé,0,Non
Q27_Lr6r3,Pour quelles raisons cette demande a-t-elle été refusée? - Pour suivre une formation - Un plan d’affaires incomplet ou mal rédigé,1,Oui
Q27_Lr6r4,Pour quelles raisons cette demande a-t-elle été refusée? - Pour suivre une formation - Critère d’admission non rencontré,0,Non
Q27_Lr6r4,Pour quelles raisons cette demande a-t-elle été refusée? - Pour suivre une formation - Critère d’admission non rencontré,1,Oui
Q27_Lr6r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour suivre une formation - Autre, précisez (ex: quels critères n’ont pas été rencontrés",0,Non
Q27_Lr6r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour suivre une formation - Autre, précisez (ex: quels critères n’ont pas été rencontrés",1,Oui
Q27_Lr7r1,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des données de marché et statistiques - Situation financière personnelle précaire,0,Non
Q27_Lr7r1,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des données de marché et statistiques - Situation financière personnelle précaire,1,Oui
Q27_Lr7r2,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des données de marché et statistiques - Viabilité incertaine du projet d’entreprise,0,Non
Q27_Lr7r2,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des données de marché et statistiques - Viabilité incertaine du projet d’entreprise,1,Oui
Q27_Lr7r3,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des données de marché et statistiques - Un plan d’affaires incomplet ou mal rédigé,0,Non
Q27_Lr7r3,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des données de marché et statistiques - Un plan d’affaires incomplet ou mal rédigé,1,Oui
Q27_Lr7r4,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des données de marché et statistiques - Critère d’admission non rencontré,0,Non
Q27_Lr7r4,Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des données de marché et statistiques - Critère d’admission non rencontré,1,Oui
Q27_Lr7r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des données de marché et statistiques - Autre, précisez (ex: quels critères n’ont pas été rencontrés)",0,Non
Q27_Lr7r96,"Pour quelles raisons cette demande a-t-elle été refusée? - Pour obtenir des données de marché et statistiques - Autre, précisez (ex: quels critères n’ont pas été rencontrés)",1,Oui
Q27_Lr8r1,Pour quelles raisons cette demande a-t-elle été refusée? - Pour être accompagné d’un mentor - Situation financière personnelle précaire,0,Non
Q27_Lr8r1,Pour quelles raisons cette demande a-t-elle été refusée? - Pour être accompagné d’un mentor - Situation financière personnelle précaire,1,Oui
Q27_Lr8r2,Pour quelles raisons cette demande a-t-elle été refusée? - Pour être accompagné d’un mentor - Viabilité incertaine du projet d’entreprise,0,Non
Q27_Lr8r2,Pour quelles raisons cette demande a-t-elle été refusée? - Pour être accompagné d’un mentor - Viabilité incertaine du projet d’entreprise,1,Oui
Q27_Lr8r3,Pour quelles raisons cette demande a-t-elle été refusée? - Pour être accompagné d’un mentor - Un plan d’affaires incomplet ou mal rédigé,0,Non
Q27_Lr8r3,Pour quelles raisons cette demande a-t-elle été refusée? - Pour être accompagné d’un mentor - Un plan d’affaires incomplet ou mal rédigé,1,Oui
Q27_Lr8r4,Pour quelles raisons cette demande a-t-elle été refusée? - Pour être accompagné d’un mentor - Critère d’admission non rencontré,0,Non
