Code de postes,Sous-section,Sujet,Facettes (exercice - type de données - consolidation - compétences - spécifique)
CPALF01746,S57,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Dotation à la provision
CPALF01757,S57,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Dotation à la provision
CPALF01768,S57,Calcul de certains revenus de taxes - Taxe d'affaires sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Dotation à la provision
CPALG01723,S57,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Autres ajustements
CPALG01735,S57,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Autres ajustements
CPALG01746,S57,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Autres ajustements
CPALG01757,S57,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Autres ajustements
CPALG01768,S57,Calcul de certains revenus de taxes - Taxe d'affaires sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Autres ajustements
CPALH01723,S57,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Revenus nets
CPALH01735,S57,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Revenus nets
CPALH01746,S57,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Revenus nets
CPALH01757,S57,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Revenus nets
CPALH01768,S57,Calcul de certains revenus de taxes - Taxe d'affaires sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Nature locale - Revenus nets
CPAAA01724,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux unique,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01726,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Résiduelle (résidentielle et autres),Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01727,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles de 6 logements ou plus,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01728,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01729,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles industriels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01731,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Terrains vagues desservis - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01732,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Terrains vagues desservis - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01733,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles agricoles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01736,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux unique,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01738,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Résiduelle (résidentielle et autres),Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01739,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles de 6 logements ou plus,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01740,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01741,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles industriels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01743,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Terrains vagues desservis - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01744,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Terrains vagues desservis - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01745,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles agricoles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01747,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux unique,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01749,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Résiduelle (résidentielle et autres),Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01750,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles de 6 logements ou plus,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01751,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01752,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles industriels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01754,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Terrains vagues desservis - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01755,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Terrains vagues desservis - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01756,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles agricoles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01758,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux unique,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01760,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Résiduelle (résidentielle et autres),Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01761,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles de 6 logements ou plus,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01762,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01763,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles industriels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01765,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Terrains vagues desservis - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01766,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Terrains vagues desservis - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01767,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles agricoles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01768,S57-A,Calcul de certains revenus de taxes - Taxe d'affaires sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Valeur locative imposable
CPAAA01904,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles forestiers,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01905,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles forestiers,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01906,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles forestiers,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAA01907,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles forestiers,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Assiette d'application imposable
CPAAB01724,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux unique,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01726,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Résiduelle (résidentielle et autres),Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01727,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles de 6 logements ou plus,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01728,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01729,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles industriels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01731,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Terrains vagues desservis - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01732,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Terrains vagues desservis - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01733,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles agricoles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01736,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux unique,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01738,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Résiduelle (résidentielle et autres),Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01739,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles de 6 logements ou plus,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01740,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01741,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles industriels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01743,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Terrains vagues desservis - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01744,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Terrains vagues desservis - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01745,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles agricoles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01747,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux unique,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01749,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Résiduelle (résidentielle et autres),Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01750,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles de 6 logements ou plus,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01751,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01752,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles industriels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01754,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Terrains vagues desservis - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01755,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Terrains vagues desservis - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01756,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles agricoles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01758,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux unique,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01760,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Résiduelle (résidentielle et autres),Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01761,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles de 6 logements ou plus,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01762,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01763,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles industriels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01765,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Terrains vagues desservis - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01766,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Terrains vagues desservis - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01767,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles agricoles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01768,S57-A,Calcul de certains revenus de taxes - Taxe d'affaires sur la valeur locative,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01904,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles forestiers,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01905,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles forestiers,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01906,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles forestiers,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAB01907,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles forestiers,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Taux adopté
CPAAC01723,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01724,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux unique,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01726,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Résiduelle (résidentielle et autres),Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01727,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles de 6 logements ou plus,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01728,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01729,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles industriels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01731,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Terrains vagues desservis - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01732,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Terrains vagues desservis - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01733,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxe foncière générale - Taux variés - Immeubles agricoles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01735,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01736,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux unique,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01738,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Résiduelle (résidentielle et autres),Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01739,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles de 6 logements ou plus,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01740,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01741,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles industriels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01743,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Terrains vagues desservis - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01744,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Terrains vagues desservis - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01745,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Service de la dette - Taux variés - Immeubles agricoles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01746,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01747,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux unique,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01749,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Résiduelle (résidentielle et autres),Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01750,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles de 6 logements ou plus,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01751,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01752,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles industriels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01754,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Terrains vagues desservis - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01755,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Terrains vagues desservis - Autres,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01756,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités de fonctionnement - Taux variés - Immeubles agricoles,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01757,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01758,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux unique,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01760,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Résiduelle (résidentielle et autres),Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01761,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles de 6 logements ou plus,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
CPAAC01762,S57-A,Calcul de certains revenus de taxes - Taxes sur la valeur foncière - Taxes générales - Taxes spéciales - Activités d'investissement - Taux variés - Immeubles non résidentiels,Exercice en cours - Prévisionnel - Administration municipale - Agglomération - Revenus bruts
