cod_geo,nom_organisme,desi_org,cod_mrc,nom_mrc,cod_cm,nom_cm,no_reg,desc_reg,type_org,population,no_occur,CBAAX00036,CBAIX00036,CBALX00036,CRAAX00036,CRAIX00036,CRALX00036,CRIIX00036,LRAAX00036,LRALX00036,LRIIX00036,PRAAX00036,PRALX00036,PRIIX00036,CBAAA00316,CBAIA00316,CBALA00316,CRAAA00316,CRAIA00316,CRAIB00316,CRAIX00316,CRALA00316,CRIIX00316,LRAAA00316,LRALA00316,LRIIX00316,PRAAA00316,PRALA00316,PRIIX00316,CRIIX00489,LRIIX00489,PRIIX00489,CRIIX00491,LRIIX00491,PRIIX00491,CRIIX00501,LRIIX00501,PRIIX00501,CRIIX00528,LRIIX00528,PRIIX00528,CBAAX00688,CBAIX00688,CBALX00688,CRAAX00688,CRAIX00688,CRALX00688,CRIIX00688,LRAAX00688,LRALX00688,LRIIX00688,PRAAX00688,PRALX00688,PRIIX00688,CRIIX00771,LRIIX00771,PRIIX00771,CRAAX00812,CRAIX00812,CRALX00812,LRAAX00812,LRAIX00812,LRALX00812,PRAAX00812,PRAIX00812,PRALX00812,CROIX00822,LROIX00822,PROIX00822,CRAAX00828,CRAIX00828,CRALX00828,LRAAX00828,LRAIX00828,LRALX00828,PRAAX00828,PRAIX00828,PRALX00828,CROIX00834,LROIX00834,PROIX00834,CRAAX00844,CRALX00844,CRIIX00844,LRAAX00844,LRALX00844,LRIIX00844,PRAAX00844,PRALX00844,PRIIX00844,CRAAX00860,CRALX00860,CRIIX00860,LRAAX00860,LRALX00860,LRIIX00860,PRAAX00860,PRALX00860,PRIIX00860,CRAAX00870,CRALX00870,CRIIX00870,LRAAX00870,LRALX00870,LRIIX00870,PRAAX00870,PRALX00870,PRIIX00870,CRAAX00876,CRALX00876,CRIIX00876,LRAAX00876,LRALX00876,LRIIX00876,PRAAX00876,PRALX00876,PRIIX00876,CRAAX00883,CRALX00883,CRIIX00883,LRALX00883,LRIIX00883,PRAAX00883,PRALX00883,PRIIX00883,CRIIX00942,LRIIX00942,PRIIX00942,CRIIX00966,LRIIX00966,PRIIX00966,CRIIX01005,LRIIX01005,PRIIX01005,CRIIX01030,LRIIX01030,PRIIX01030,CRIIX01082,LRIIX01082,PRIIX01082,CRIIX01096,LRIIX01096,PRIIX01096,CRIIX01107,LRIIX01107,PRIIX01107,CRIIX01142,LRIIX01142,PRIIX01142,CRIIX01158,LRIIX01158,PRIIX01158,CRIIA01193,CRIIB01193,CRIIC01193,CRIIX01193,LRIIX01193,CRIIA01209,CRIIB01209,CRIIC01209,CRIIX01209,LRIIX01209,CRIIX01231,LRIIX01231,PRIIX01231,CRIIX01234,LRIIX01234,PRIIX01234,CRAAX01362,CRAIX01362,CRALX01362,LRAIX01362,CRAAX01372,CRAIX01372,CRALX01372,LRAIX01372,CRIAX01618,LRIAX01618,CRAAA01616,CRAAX01616,LRAAA01616,LRAAX01616,CRAAA01617,CRAAX01617,LRAAA01617,LRAAX01617,CRALA01567,CRALB01567,CRALC01567,CRALD01567,CRALE01567,LRALX01567,CRIIX01815,LRIIX01815,PRIIX01815,CRIIA01865,CRIIB01865,CRIIC01865,CRIIX01865,LRIIX01865,CRIIA01866,CRIIB01866,CRIIC01866,CRIIX01866,LRIIX01866,CRIIA02111,CRIIB02111,LRIIX02111,PRIIB02111,CRIIA02113,CRIIB02113,LRIIX02113,PRIIB02113,CRIIX02134,LRIIX02134,PRIIX02134 
67040,Saint-Isidore,P,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,2930,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,6865,3432,,,Patrick Gripon,,,,,,,,,,,,,,,,,,,,,,,,
67040,Saint-Isidore,P,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,2930,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,7704,3852,,,Linda Marleau,,,,,,,,,,,,,,,,,,,,,,,,
67040,Saint-Isidore,P,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,2930,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,7872,3936,,,Marie Meunier,,,,,,,,,,,,,,,,,,,,,,,,
67040,Saint-Isidore,P,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,2930,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,7872,3936,,,Dany Boyer,,,,,,,,,,,,,,,,,,,,,,,,
67040,Saint-Isidore,P,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,2930,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,8040,4020,,,Jean-Denis Patenaude,,,,,,,,,,,,,,,,,,,,,,,,
67045,Mercier,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,15239,1,,,,,157212,,157212,,,Amélioration des infrastructures ,,,248050,,,,,128367,,128367,,203797,,,Règlement de litige et divers,,,68897,,,,,,,-15750,Perte (Gain) sur disposition ,9379,,,,,,,,,,,,,,,,,,,,,0,,,Élections,,,0,,,,,,1503354,,,Investissement infrastructure et bâtiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470000,,,Règlement litige avec la Ville de Chateauguay,,,1680000,,,,,,,,,,,,,,,,,,,,,,,0,1343188,"  Amendes, mutations et divers",1704333,,,,143228,Intérêts,152492,12718,Loyers ,12265,6363038,0,,6363038,Aqueduc,2471850,159076,,2630926,Aqueduc,107198,Informatique et assurance,124647,,,,,,,,,,,,,,,,,,,,,,Maire,57545,18182,,,Lise Michaud,,,,,,,,,,,,,,,,,,,,,,,,
67045,Mercier,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,15239,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6276,Variation de % de la consolidation,221961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65255,,,Élections,,,32630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2541979,Organismes municipaux ,111310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,16450,8225,,,Stéphane Roy,,,,,,,,,,,,,,,,,,,,,,,,
67045,Mercier,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,15239,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,Fonds Vert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128367,Litiges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,16450,8225,,,Philippe Drolet,,,,,,,,,,,,,,,,,,,,,,,,
67045,Mercier,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,15239,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002375,,,Le boisé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,16450,8225,,,Martin Laplaine,,,,,,,,,,,,,,,,,,,,,,,,
67045,Mercier,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,15239,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,16450,8225,,,Stéphanie Felx,,,,,,,,,,,,,,,,,,,,,,,,
67045,Mercier,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,15239,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,16450,8225,,,Tony Bolduc,,,,,,,,,,,,,,,,,,,,,,,,
67045,Mercier,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,15239,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,16450,8225,,,Bernard Mallet ,,,,,,,,,,,,,,,,,,,,,,,,
67050,Châteauguay,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,51614,1,,,,,275330,,275330,,,Tarifs piscine,,,215285,,,,,1746683,,1746683,,1746683,,,Administration,,,2948606,,,,,,,91705,(Gain) perte sur cession d'immobilisations,22692,,,0,,121100,,,142129,,142129,,,Gouv. du Qc et entreprises,,,118415,,,,,537899,,,Excédent affecté - Soldes de projets en cours,,,,,,,0,,578769,,,Reserve - eau potable,,,422412,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,224800,,,Décalage dette long terme,,,235000,,,,,,,,0,,,0,,,0,,,0,0,,0,,,,370603,Intérêts à recevoir,282595,,,0,5504762,Autres,3721849,300997,Revenus perçus d'avance,421171,18524624,4037897,-200938,22763459,,7349264,779722,,8128986,,723535,Frais payés d'avance,1128295,,,,,,,,,,,,,,,,,,,,,,Maire,116807,18170,39721,,"Allard, Éric",,,,,,,,,,,,,,,,,,400000,24005,Centre des 55 ans et plus de Châteauguay,24005,6772828,Revenus perçus d'avance - SHQ Accès Logis,
67050,Châteauguay,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,51614,2,,,,,1532111,,1532111,,,Tarification Régie Beauchâteau,,,2078689,,,,,,,,,,,,,,,,,,,,,,20859,Réduction valeur immobilisations,237832,,,,,100000,,,1780998,,1780998,,,D'autres tiers,,,1892496,,,,,1084000,,,Excédent affecté - Pmt comptant d'immobilisation,,,,,,,,,356644,,,Reserve digesteurs et eaux usé ,,,138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6018097,Amendes et divers à recevoir,7688880,,,,737238,Intérêts dette long terme,878569,87280,Cour municipale,78098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,30164,15082,0,,"Bryant, Arlene Vassan",,,,,,,,,,,,,,,,,,562500,350143,SOLIDES (Soc. locative d'invest & dével),350143,,,
67050,Châteauguay,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,51614,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134693,Réduction valeur placement,,,,,,95000,,,128385,,128385,,,Créances douteuses,,,-144336,,,,,3080000,,,Excédent affecté - Projets divers,,,,,,,,,252897,,,Reserve élections municipales ,,,152897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45147,Intérêts courus (Régie),46858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,30164,15082,0,,Éric Corbeil,,,,,,,,,,,,,,,,,,49000,,Centre de croissance Compagnom,0,,,
67050,Châteauguay,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,51614,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Projets annuels,,,7656998,,,,,,500000,,,Reserve entretien chaussée,,,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,30164,15082,0,,"Daoust, Luc",,,,,,,,,,,,,,,,,,49000,,Héritage St-Bernard,0,,,
67050,Châteauguay,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,51614,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parcs,,,1680539,,,,,,1537841,,,Reserve Infrastructures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,30164,15082,0,,"Doyle, Barry",,,,,,,,,,,,,,,,,,,,,,,,
67050,Châteauguay,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,51614,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Régie Beau Château,,,118453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,30164,15082,0,,"Gendron, Michel J.",,,,,,,,,,,,,,,,,,,,,,,,
67050,Châteauguay,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,51614,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Projets immos au comptant,,,12938574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,30164,15082,0,,"Kerneis Gentric, Marie Louise",,,,,,,,,,,,,,,,,,,,,,,,
67050,Châteauguay,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,51614,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Réalignement du boul. Industriel,,,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,30164,15082,0,,"Laberge, Lucie",,,,,,,,,,,,,,,,,,,,,,,,
67050,Châteauguay,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,51614,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prolongement égouts aqueduc / autoroute 30 ,,,431205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,30164,15082,0,,"Le Borgne, François",,,,,,,,,,,,,,,,,,,,,,,,
67050,Châteauguay,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,51614,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Réaménagement de la Cour Municipae et salle du conseil de Ville,,,594957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67050,Châteauguay,V,AR670,Roussillon,CM663,Communauté métropolitaine de Montréal,16,Montérégie,Municipalité locale,51614,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passerelle mobilité  - rivière Châteauguay mobilité active- Parc Chèvr,,,392471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68005,Saint-Bernard-de-Lacolle,M,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,1690,1,,,,,2671,,2671,,,Cours d'eau et Éclairage,,,60640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374870,,,Équilibre budgétaire,,,976948,,,,,,30000,,,Élections,,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23570,,21290,463500,REG2021-194,456675,,,,28710,Parc régional - droits d'entrées 2024,,893261,64000,-114265,1071526,"Parcs, stationnement, éclairage",610780,28508,24345,614943,"Parcs, stationnement, éclairage",67064,,63526,,,,,,,,,,,,,,,,,,,,,,Conseiller,5060,2530,,,MARIE-CLAUDE ADAM,,,,,,,,,,,,,,,,,,,,,,,,
68005,Saint-Bernard-de-Lacolle,M,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,1690,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000,,,Immobilisations futures,,,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,5060,2530,,,MICHEL DUBUC,,,,,,,,,,,,,,,,,,,,,,,,
68005,Saint-Bernard-de-Lacolle,M,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,1690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,,,Piste vélo de montagne,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,5060,2530,,,VICKY LANDRY-BERGERON,,,,,,,,,,,,,,,,,,,,,,,,
68005,Saint-Bernard-de-Lacolle,M,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,1690,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,5060,2530,,,SIMON LEJOUR,,,,,,,,,,,,,,,,,,,,,,,,
68005,Saint-Bernard-de-Lacolle,M,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,1690,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,5060,2530,,,CAROLE STE-MARIE,,,,,,,,,,,,,,,,,,,,,,,,
68005,Saint-Bernard-de-Lacolle,M,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,1690,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,5060,2530,,,CARMYN GIRARD,,,,,,,,,,,,,,,,,,,,,,,,
68005,Saint-Bernard-de-Lacolle,M,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,1690,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maire,15180,7590,,,ESTELLE MUSSI,,,,,,,,,,,,,,,,,,,,,,,,
68010,Hemmingford,VL,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,849,1,,71957,,,52528,,52528,,,Services incendie,,,75547,,0,,,9728,,9728,,9728,,,Réclamation de dommage,,,,,,,,,,,,-15000,,,,,,,,,,,,,,,,,,,,,93117,,,Appropriation du budget,,,59582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452584,,,Intérêts Champlain,,,,,,,,,,,,,,,,,,,,,,,,,,,43652,"Mutations, autres",122255,,,,41638,Intérêts courus,34613,9500,TECQ,9500,1363115,,,1363115,,321202,33610,,354812,,1140,FQM,,,,,,,,,,,,,,,,,,,,,,,Maire,7688,3046,5497,2759,Andrew Somerville,,,,,,,,,,,,,,,,,,,,,,,,
68010,Hemmingford,VL,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,849,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165644,,,"Puits, OMH et boues",,,172274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,3190,1160,,,Lucie Bourdon,,,,,,,,,,,,,,,,,,,,,,,,
68010,Hemmingford,VL,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,849,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7478,,,"Saleuse, Mada, baseball",,,7478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,2030,942,,,Catto Roy,,,,,,,,,,,,,,,,,,,,,,,,
68010,Hemmingford,VL,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,849,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34942,,,"Banc parc, patinoire",,,34942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,2755,1015,,,Christopher Hill,,,,,,,,,,,,,,,,,,,,,,,,
68010,Hemmingford,VL,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,849,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,Formation,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,2610,1087,,,Normand Lussier,,,,,,,,,,,,,,,,,,,,,,,,
68010,Hemmingford,VL,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,849,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87258,,,Emprunt rue frontière,,,87258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,7044,1087,,,Jonathan Mailloux,,,,,,,,,,,,,,,,,,,,,,,,
68010,Hemmingford,VL,AR680,Les Jardins-de-Napierville,,,16,Montérégie,Municipalité locale,849,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Analyse vulnérabilité eau, égout, étang",,,13446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,3625,1087,,,Jayne McNaughton,,,,,,,,,,,,,,,,,,,,,,,,
