Code de postes,Sous-section,Sujet,Facettes (exercice - type de données - consolidation - compétences - spécifique) 
CRAAX00104,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Hygiène du milieu - Matières résiduelles - Déchets domestiques et assimilés,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00107,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Hygiène du milieu - Matières résiduelles - Matières recyclables - Collecte sélective - Collecte et transport,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00108,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Hygiène du milieu - Matières résiduelles - Matières recyclables - Collecte sélective - Tri et conditionnement,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00109,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Hygiène du milieu - Matières résiduelles - Matières recyclables - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00110,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Hygiène du milieu - Matières résiduelles - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00111,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Hygiène du milieu - Cours d'eau,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00112,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Hygiène du milieu - Protection de l'environnement,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00113,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Hygiène du milieu - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00115,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Santé et bien-être - Logement social,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00116,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Santé et bien-être - Sécurité du revenu,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00117,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Santé et bien-être - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00119,S27-A,"Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Aménagement, urbanisme et développement - Aménagement, urbanisme et zonage",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00120,S27-A,"Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Aménagement, urbanisme et développement - Rénovation urbaine",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00121,S27-A,"Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Aménagement, urbanisme et développement - Promotion et développement économique",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00122,S27-A,"Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Aménagement, urbanisme et développement - Autres",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00124,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Loisirs et culture - Activités récréatives,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00126,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Loisirs et culture - Activités culturelles - Bibliothèques,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00127,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Fonctionnement - Loisirs et culture - Activités culturelles - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00129,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00130,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Administration générale,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00132,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Sécurité publique - Police,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00133,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Sécurité publique - Sécurité incendie,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00134,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Sécurité publique - Sécurité civile,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00135,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Sécurité publique - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00138,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Transport - Réseau routier - Voirie municipale,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00139,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Transport - Réseau routier - Enlèvement de la neige,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00140,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Transport - Réseau routier - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00143,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Transport - Transport collectif - Transport en commun - Transport régulier,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00144,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Transport - Transport collectif - Transport en commun - Transport adapté,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00145,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Transport - Transport collectif - Transport en commun - Transport scolaire,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00146,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Transport - Transport collectif - Transport en commun - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00147,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Transport - Transport collectif - Transport aérien,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00148,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Transport - Transport collectif - Transport par eau,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00149,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Transport - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00152,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Hygiène du milieu - Eau et égout - Approvisionnement et traitement de l'eau potable,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00153,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Hygiène du milieu - Eau et égout - Réseau de distribution de l'eau potable,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00154,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Hygiène du milieu - Eau et égout - Traitement des eaux usées,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00155,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Hygiène du milieu - Eau et égout - Réseaux d'égout,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00157,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Hygiène du milieu - Matières résiduelles - Déchets domestiques et assimilés,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00160,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Hygiène du milieu - Matières résiduelles - Matières recyclables - Collecte sélective - Collecte et transport,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00161,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Hygiène du milieu - Matières résiduelles - Matières recyclables - Collecte sélective - Tri et conditionnement,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00162,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Hygiène du milieu - Matières résiduelles - Matières recyclables - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00163,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Hygiène du milieu - Matières résiduelles - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00164,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Hygiène du milieu - Cours d'eau,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00165,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Hygiène du milieu - Protection de l'environnement,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00166,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Hygiène du milieu - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00168,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Santé et bien-être - Logement social,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00169,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Santé et bien-être - Sécurité du revenu,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00170,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Santé et bien-être - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00172,S27-A,"Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Aménagement, urbanisme et développement - Aménagement, urbanisme et zonage",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00173,S27-A,"Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Aménagement, urbanisme et développement - Rénovation urbaine",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00174,S27-A,"Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Aménagement, urbanisme et développement - Promotion et développement économique",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00175,S27-A,"Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Aménagement, urbanisme et développement - Autres",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00177,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Loisirs et culture - Activités récréatives,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00179,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Loisirs et culture - Activités culturelles - Bibliothèques,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00180,S27-A,Analyse des revenus - Transferts - Transferts relatifs à des ententes de partage des frais et autres transferts - Investissement - Loisirs et culture - Activités culturelles - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00182,S27-A,Analyse des revenus - Transferts - Transferts de droit,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00183,S27-A,Analyse des revenus - Transferts - Transferts de droit - Regroupement municipal et réorganisation municipale,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00184,S27-A,Analyse des revenus - Transferts - Transferts de droit - Péréquation,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00185,S27-A,Analyse des revenus - Transferts - Transferts de droit - Neutralité,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00186,S27-A,Analyse des revenus - Transferts - Transferts de droit - Partage des redevances sur les ressources naturelles,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00187,S27-A,Analyse des revenus - Transferts - Transferts de droit - Compensation pour la collecte sélective de matières recyclables,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00188,S27-A,Analyse des revenus - Transferts - Transferts de droit - Fonds de développement des territoires,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00189,S27-A,Analyse des revenus - Transferts - Transferts de droit - Contributions des automobilistes pour le transport en commun ─ droits d'immatriculation,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00190,S27-A,Analyse des revenus - Transferts - Transferts de droit - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00191,S27-A,Analyse des revenus - Services rendus,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00192,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00193,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Administration générale,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00194,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Administration générale - Greffe et application de la loi,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00195,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Administration générale - Évaluation,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00196,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Administration générale - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00197,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Sécurité publique,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00198,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Sécurité publique - Police,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00199,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Sécurité publique - Sécurité incendie,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00200,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Sécurité publique - Sécurité civile,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00201,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Sécurité publique - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00202,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Transport,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00204,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Transport - Réseau routier - Voirie municipale,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00205,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Transport - Réseau routier - Enlèvement de la neige,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00206,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Transport - Réseau routier - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00207,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Transport - Transport collectif,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00208,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Transport - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00209,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Hygiène du milieu,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00211,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Hygiène du milieu - Eau et égout - Approvisionnement et traitement de  l'eau potable,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00212,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Hygiène du milieu - Eau et égout - Réseau de distribution de l'eau potable,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00213,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Hygiène du milieu - Eau et égout - Traitement des eaux usées,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00214,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Hygiène du milieu - Eau et égout - Réseaux d'égout,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00216,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Hygiène du milieu - Matières résiduelles - Déchets domestiques et assimilés,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00219,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Hygiène du milieu - Matières résiduelles - Matières recyclables - Collecte sélective - Collecte et transport,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00220,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Hygiène du milieu - Matières résiduelles - Matières recyclables - Collecte sélective - Tri et conditionnement,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00221,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Hygiène du milieu - Matières résiduelles - Matières recyclables - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00222,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Hygiène du milieu - Matières résiduelles - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00223,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Hygiène du milieu - Cours d'eau,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00224,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Hygiène du milieu - Protection de l'environnement,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00225,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Hygiène du milieu - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00226,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Santé et bien-être,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00227,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Santé et bien-être - Logement social,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00228,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Santé et bien-être - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00229,S27-A,"Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Aménagement, urbanisme et développement",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00230,S27-A,"Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Aménagement, urbanisme et développement - Aménagement, urbanisme et zonage",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00231,S27-A,"Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Aménagement, urbanisme et développement - Rénovation urbaine",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00232,S27-A,"Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Aménagement, urbanisme et développement - Promotion et développement économique",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00233,S27-A,"Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Aménagement, urbanisme et développement - Autres",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00234,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Loisirs et culture,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00235,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Loisirs et culture - Activités récréatives,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00237,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Loisirs et culture - Activités culturelles - Bibliothèques,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00238,S27-A,Analyse des revenus - Services rendus - Services rendus aux organismes municipaux - Loisirs et culture - Activités culturelles - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00240,S27-A,Analyse des revenus - Services rendus - Autres services rendus,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00241,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Administration générale,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00242,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Administration générale - Greffe et application de la loi,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00243,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Administration générale - Évaluation,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00244,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Administration générale - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00245,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Sécurité publique,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00246,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Sécurité publique - Police,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00247,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Sécurité publique - Sécurité incendie,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00248,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Sécurité publique - Sécurité civile,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00249,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Sécurité publique - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00250,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Transport,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00252,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Transport - Réseau routier - Voirie municipale,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00253,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Transport - Réseau routier - Enlèvement de la neige,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00254,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Transport - Réseau routier - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00257,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Transport - Transport collectif - Transport en commun - Transport régulier,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00258,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Transport - Transport collectif - Transport en commun - Transport adapté,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00259,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Transport - Transport collectif - Transport en commun - Transport scolaire,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00260,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Transport - Transport collectif - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00261,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Transport - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00262,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Hygiène du milieu,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00264,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Hygiène du milieu - Eau et égout - Approvisionnement et traitement de l'eau potable,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00265,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Hygiène du milieu - Eau et égout - Réseau de distribution de l'eau potable,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00266,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Hygiène du milieu - Eau et égout - Traitement des eaux usées,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00267,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Hygiène du milieu - Eau et égout - Réseaux d'égout,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00269,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Hygiène du milieu - Matières résiduelles - Déchets domestiques et assimilés,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00270,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Hygiène du milieu - Matières résiduelles - Matières recyclables,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00271,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Hygiène du milieu - Matières résiduelles - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00272,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Hygiène du milieu - Cours d'eau,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00273,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Hygiène du milieu - Protection de l'environnement,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00274,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Hygiène du milieu - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00275,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Santé et bien-être,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00276,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Santé et bien-être - Logement social,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00277,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Santé et bien-être - Sécurité du revenu,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00278,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Santé et bien-être - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00279,S27-A,"Analyse des revenus - Services rendus - Autres services rendus - Aménagement, urbanisme et développement",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00280,S27-A,"Analyse des revenus - Services rendus - Autres services rendus - Aménagement, urbanisme et développement - Aménagement, urbanisme et zonage",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00281,S27-A,"Analyse des revenus - Services rendus - Autres services rendus - Aménagement, urbanisme et développement - Rénovation urbaine",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00282,S27-A,"Analyse des revenus - Services rendus - Autres services rendus - Aménagement, urbanisme et développement - Promotion et développement économique",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00283,S27-A,"Analyse des revenus - Services rendus - Autres services rendus - Aménagement, urbanisme et développement - Autres",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00284,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Loisirs et culture,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00285,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Loisirs et culture - Activités récréatives,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00287,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Loisirs et culture - Activités culturelles - Bibliothèques,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00288,S27-A,Analyse des revenus - Services rendus - Autres services rendus - Loisirs et culture - Activités culturelles - Autres,Exercice en cours - Réalisations - Administration municipale - Agglomération
