point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,OD_concentration,OD_pourc,MES,phos_total,azote_total,cot,Ag,Al,As,Ba,Be,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,Pb,Sb,Se,Sn,Tl,U,V,Zn,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"AAO-0.0","Rivière à l'Orme","Pierrefonds-Roxboro","Embouchure de la rivière","Pierrefonds, boul. Gouin O, 40m au nord de la rue de l'Anse à l'Orme, exutoire au lac des Deux Montagnes.","R","R","AAO-0.0   Embouchure de la rivière",2016-10-25T13:47:11,,"          9.4",1414,7.7,"=",99,"         11.04","         96.90",5.8,36,70,4.2,0.1,259,0.4,77,0.1,122000,0.1,0.3,0.9,3.1,422,5590,35900,24.7,3.8,100000,2.4,0.6,0.5,0.5,1,0.2,2.2,1.2,7,0,0,5.2,5.2,-2,7,"45.4502113278","-73.9370663453",270613.07,5034568.57
"AAO-3.3P6","Rivière à l'Orme","Kirkland","Rue Timberlea-Trail","Kirkland, 60m au sud de l'intersection des rues de l'Anse à l'Orme et de Timberley trail, derrière le dépôt à neige.","R","R","AAO-3.3P6   Rue Timberlea-Trail",2016-10-25T14:05:50,,"         11.9",1369,7.9,"=",590,"         11.30","        105.00",7.2,48,70,3.75,0.1,118,0.3,55,0.1,126000,0.1,0.2,0.7,4.2,251,4880,31000,38.7,2.2,100000,1.9,0.2,0.5,0.5,1,0.2,1.6,1,7,0,0,5.2,5.2,-2,7,"45.4368858312","-73.901469758",273390.008,5033073.2
"AAO-3.5","Rivière à l'Orme","Sainte-Anne-de-Bellevue","Ch. Sainte-Marie","Sainte-Anne-de-Bellevue, 10m au nord du ch. Ste-Marie, 200m à l'ouest du ch. Anse à l'Orme.","R","R","AAO-3.5   Ch. Sainte-Marie",2016-10-25T14:18:59,,"         10.8",1537,7.7,"=",81,"         10.20","         93.00",2.6,41,40,4.23,0.1,58,0.5,86,0.1,117000,0.1,0.2,0.5,2.4,343,5120,40100,32.7,4.2,100000,2.3,0.2,0.5,0.5,1,0.2,2.4,0.5,7,0,0,5.2,5.2,-2,7,"45.4356405523","-73.9014441318",273391.322,5032934.79999998
"CON-0.0","Ruisseau O'Connell","Pierrefonds-Roxboro","Embouchure du ruisseau","80m à l'est de la rue Morandière, en aval du boul.Gouin.","R","R","CON-0.0   Embouchure du ruisseau",2016-10-25T13:29:41,,"          9.3",963,7.8,"=",27,"         11.32","         98.80",6.6,39,40,4.75,0.1,116,0.8,78,0.1,98000,0.1,0.2,0.3,0.6,418,5210,35400,21.7,3.8,48600,3,0.2,0.5,0.5,1,0.2,1.5,0.7,7,0,0,5.2,5.2,-2,7,"45.4604326508","-73.9071136491",272961.694,5035692.16
"PIB-2","Marécage du parc-nature du Bois-de-l'Île-Bizard","L'Île-Bizard-Sainte-Geneviève","P-N du Boisé-de-l'Île-Bizard","Parc-Nature de l'île-Bizard, secteur des observatoires, sur la passerelle, au centre du marais.","R","R","PIB-2   P-N du Boisé-de-l'Île-Bizard",2016-10-25T11:57:58,,"          5.9",337,7.9,"<",10,"         12.97","        104.00",1,19,50,13.93,0.1,8,1.6,37,0.1,47500,0.1,0.1,0.4,0.5,49,1320,11900,2.4,1,5170,0.5,0.2,0.5,0.5,1,0.2,0.2,0.3,7,0,0,5.2,5.2,-2,7,"45.5134702781","-73.8902867451",274306.272,5041579.71
"ADM-1","Marais du parc-nature des Sources","Dorval","Marais du parc-nature des Sources","Futur PN des Sources, 375m au sud de l'inters.av. Marie-Curie et rue Alexander-Fleming","R","R","ADM-1   Marais du parc-nature des Sources",2016-11-02T13:38:48,,"         10.6",379,8,"<",10,"         13.10","        116.00",8.8,63,720,9.64,0.1,458,1.3,43,0.1,52100,0.1,0.4,1,1.3,728,4840,10300,80,1.4,12800,1.4,0.7,0.5,0.5,1,0.2,1.3,1.9,7,0,0,0,0,1,7,"45.4746751642","-73.7631567222",284225.02,5037227.99
"BER-1.2","Ruisseau Bertrand","Pierrefonds-Roxboro","Boul. Pitfield","Pierrefonds, PN Bois-de-Liesse, en amont du ponceau principal de la piste cyclable.","R","R","BER-1.2   Boul. Pitfield",2016-11-02T11:16:44,,"         10.6",2104,7.3,"=",15000,"          8.30","         75.00",2.9,30,180,4.17,0.1,12,0.3,105,0.1,170000,0.1,0.3,0.3,2.6,702,5830,38300,99.9,2.3,100000,2,0.5,0.5,0.5,1,0.2,0.9,0.2,13,0,0,0,0,1,7,"45.504964513","-73.7620128147",284325.434,5040593.75999999
"BER-3.7","Ruisseau Bertrand","Dorval","voie d'accès A40","Boul. Hymus près voie d'accès A40, ponceau côté nord du boul. Hymus","R","R","BER-3.7   voie d'accès A40",2016-11-02T13:01:49,,"         13.1",1199,7.9,"<",10,"         10.30","         99.00",3.3,20,50,3.2,0.1,40,0.4,63,0.1,99900,0.1,0.2,0.3,1.2,284,5760,22000,61.7,3.8,100000,1.6,0.5,0.5,0.5,1,0.2,0.6,0.4,7,0,0,0,0,1,7,"45.4887623847","-73.7666005327",283960.959,5038794.38999999
"DEN-2.6","Ruisseau Denis","Dorval","Av. Reverchon","Rue Reverchon, 100m à l'est du cr. Newman","R","R","DEN-2.6   Av. Reverchon",2016-11-02T14:11:28,,"         12.0",1416,7.7,"=",820,"          9.10","         85.00",1.8,33,150,3.92,0.1,33,0.3,57,0.1,108000,0.1,0.5,0.4,3.4,286,5110,26900,38.4,3.2,100000,3,0.3,0.5,0.5,1,0.2,1.1,0.3,16,0,0,0,0,1,7,"45.4660700012","-73.7801656599",282891.839,5036276.2
"CAS-1","Lac aux Castors","Ville-Marie","Ch. Remembrance","Parc du Mont-Royal, effluent du lac des Castors, 100m à l'est de la rue Remembrance, près du chalet.","R","R","CAS-1   Ch. Remembrance",2016-10-19T15:07:31,,"         14.9",700,8.2,"<",10,"         10.40","        103.00",5.5,11,20,3.36,0.1,115,0.5,65,0.1,67300,0.1,0.1,0.3,1.1,173,5690,14000,7.3,2.6,51700,1.5,0.2,0.5,0.5,1,0.2,1.2,0.4,7,0,5,0,5,-1,7,"45.4987859127","-73.5988369105",297075.705,5039878.49
"CGO-0.0","Coulée Grou","Rivière-des-Prairies-Pointe-aux-Trembles","Embouchure de la coulée","Coulée Grou, 300m à l'est de l'A40 et 150m au sud du boul.Gouin","R","R","CGO-0.0   Embouchure de la coulée",2016-10-19T12:53:36,"À sec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,-1,7,"45.6973409611","-73.5046768769",304435.78,5061939.63999999
"LAF-1","Étang du parc Lafontaine","Le Plateau-Mont-Royal","Exutoire de l'étang","Intersection rue Cherrier et ave du Parc La Fontaine, sortie du bassin.","R","R","LAF-1   Exutoire de l'étang",2016-10-19T14:31:22,,"         15.7",318,8.2,"=",36,"         11.30","        114.00",1.7,15,20,3.71,0.1,27,0.7,28,0.1,32900,0.1,0.1,0.3,3.6,29,2090,9180,5.9,1,17100,0.5,0.2,0.5,0.5,1,0.2,0.3,0.3,7,0,5,0,5,-1,7,"45.5232984378","-73.5674130424",299533.827,5042600.04
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2016-10-19T10:52:15,,"         17.4",590,7.6,"=",3000,"          7.40","         77.00",16,99,140,5.89,0.1,291,0.7,49,0.1,50100,0.1,0.4,2.3,6.6,440,3000,10800,22.1,3,49900,1.3,1.3,0.6,1.2,1,0.2,0.4,1.4,21,0,5,0,5,-1,7,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PAP-0.0","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","Sortie du marais","Parc-nature de la Pointe-aux-Prairies, secteur de la rivière des Prairies, effluent vers la rivière des Prairies.","R","R","PAP-0.0   Sortie du marais",2016-10-19T12:39:52,,"         13.5",434,7.8,"=",63,"          7.10","         68.00",20,172,80,13.31,0.1,489,1.1,41,0.1,40700,0.1,0.4,1.3,1.9,1060,6060,16000,111,1,22100,1.6,0.4,0.5,0.5,1,0.2,0.7,1.9,7,0,5,0,5,-1,7,"45.6920285661","-73.522349053",303059.363,5061349.48
"PIN-0.0","Ruisseau Pinel","Rivière-des-Prairies-Pointe-aux-Trembles","embouchure du ruisseau","Boul. Gouin, 50m à l'est de la 87e ave, embouchure du ruisseau vers la rivière-des-Prairies.","R","R","PIN-0.0   embouchure du ruisseau",2016-10-19T12:14:44,,"         12.9",1119,7.7,"=",330,"          7.70","         82.00",1,33,20,9.13,0.1,34,0.4,49,0.1,90900,0.1,0.1,0.3,2.4,78,16500,25600,6.8,1.5,100000,1.1,0.2,0.5,0.5,1,0.2,0.6,0.5,7,0,5,0,5,-1,7,"45.6722382412","-73.5413309745",301579.837,5059150.69
"ANG-2","Étang du parc Angrignon","Le Sud-Ouest","Sortie du bassin principal","Montréal, parc Angrignon, bassin principal, à la sortie de l'étang.","R","R","ANG-2   Sortie du bassin principal",2016-11-09T14:27:26,,"          8.2",392,8.2,"<",10,"         12.70","        108.00",1.9,14,30,6.4,0.1,174,1.2,36,0.1,46100,0.1,0.1,0.3,1.4,78,2610,15700,12.9,1,12600,0.9,0.6,0.5,0.5,1,0.2,0.6,1.3,7,0,0,0,0,1,7,"45.4440053939","-73.5952183078",297351.293,5033790.38999999
"BOU-1.5P2","Ruisseau Bouchard","Dorval","Rue Guthrie","Rencontre des rues Lépine et Meloche, côté sud.","R","R","BOU-1.5P2   Rue Guthrie",2016-11-09T10:57:20,,"         10.9",1058,7.9,"<",10,"         11.30","        104.00",4.2,27,90,2.46,0.1,53,0.3,41,0.1,81500,0.1,0.1,0.4,2.2,292,3550,26700,20.9,1.5,94500,1.4,0.5,0.5,0.5,1,0.2,0.3,0.3,7,0,0,0,0,1,7,"45.4500566569","-73.7268568589",287055.414,5034483.49
"BOU-2.1","Ruisseau Bouchard","Dorval","Rue Orly","Aval du ponceau de la rue Orly, 100m au nord de l'ave Guthrie.","R","R","BOU-2.1   Rue Orly",2016-11-09T10:45:58,,"         10.2",1044,7.9,"=",54,"         10.60","         95.00",16.5,39,110,14.22,0.1,302,0.5,67,0.1,104000,0.1,0.5,1,4.2,730,6640,25900,60.2,2.9,91000,3,1.2,0.5,0.5,1,0.2,2.2,1.1,16,0,0,0,0,1,7,"45.4523992742","-73.7310770289",286726.063,5034744.76999999
"CLA-11.2","Canal de Lachine","Ville-Marie","Rue Commune Ouest","Parc du canal de Lachine, à l'intersection des rues Prince et de la Commune, en amont de l'écluse sur le quai.","R","R","CLA-11.2   Rue Commune Ouest",2016-11-09T16:12:32,"Non représentatif",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,7,"45.4955800961","-73.5522723127",300714.586,5039518.79999998
"JAM-0.0","Ruisseau Saint-James","Beaconsfield","Embouchure du ruisseau","Boul. St-Charles sud à l'intersection de la rue Lakeshore, exutoire au lac St-Louis.","R","R","JAM-0.0   Embouchure du ruisseau",2016-11-09T11:30:15,,"         11.0",1410,8.1,"=",2600,"         12.30","        112.00",1.2,20,30,3.16,0.1,26,0.2,60,0.1,122000,0.1,0.1,0.3,2.5,90,3880,27600,8.6,1.6,100000,1.4,0.2,0.5,0.5,1,0.2,1.3,0.5,7,0,0,0,0,1,7,"45.4297174266","-73.8452884793",277782.07,5032256.16999998
"JAM-1.3","Ruisseau Saint-James","Pointe-Claire","Rue Pointe-Claire","Extrémité nord de l'ave Pointe-Claire, 30m vers l'ouest, en aval du ponceau de l'autoroute 20.","R","R","JAM-1.3   Rue Pointe-Claire",2016-11-09T11:41:56,,"         11.8",1178,8.1,"=",72,"         11.60","        105.00",1.6,20,30,2.62,0.1,41,0.2,72,0.1,150000,0.1,0.1,0.3,1.6,148,3040,26300,12.2,1,81300,1.5,0.2,0.5,0.5,1,0.2,1.1,0.5,7,0,0,0,0,1,7,"45.4374504274","-73.8349651619",278593.422,5033112.12
"AAO-0.0","Rivière à l'Orme","Pierrefonds-Roxboro","Embouchure de la rivière","Pierrefonds, boul. Gouin O, 40m au nord de la rue de l'Anse à l'Orme, exutoire au lac des Deux Montagnes.","R","R","AAO-0.0   Embouchure de la rivière",2016-09-20T12:38:31,,"         18.8",1286,7.7,"=",72,"          7.10","         76.80",3.6,31,40,5.31,0.1,207,0.5,61,0.1,102000,0.1,0.2,0.7,3.2,367,4100,33700,18.9,3.3,100000,2.7,0.7,0.5,0.5,1,0.2,1.3,1.2,7,0,0,1.5,1.5,-2,6,"45.4502113278","-73.9370663453",270613.07,5034568.57
"AAO-3.3P6","Rivière à l'Orme","Kirkland","Rue Timberlea-Trail","Kirkland, 60m au sud de l'intersection des rues de l'Anse à l'Orme et de Timberley trail, derrière le dépôt à neige.","R","R","AAO-3.3P6   Rue Timberlea-Trail",2016-09-20T12:58:33,,"         19.4",1527,7.8,"=",12000,"          8.36","         91.40",1.3,39,90,25.68,0.1,21,0.4,55,0.1,119000,0.1,0.1,0.3,4.6,144,4740,31800,22.5,2.2,100000,1.9,0.2,0.5,0.5,1,0.2,1.5,1,7,0,0,1.5,1.5,-2,6,"45.4368858312","-73.901469758",273390.008,5033073.2
"AAO-3.5","Rivière à l'Orme","Sainte-Anne-de-Bellevue","Ch. Sainte-Marie","Sainte-Anne-de-Bellevue, 10m au nord du ch. Ste-Marie, 200m à l'ouest du ch. Anse à l'Orme.","R","R","AAO-3.5   Ch. Sainte-Marie",2016-09-20T13:04:57,,"         16.2",1473,7.6,"=",1100,"          7.53","         77.20",2.4,20,50,4.64,0.1,84,0.5,76,0.1,113000,0.1,0.3,0.6,2,516,4590,39900,44.6,4.4,100000,2.4,0.2,0.5,0.5,1,0.2,1.6,0.9,7,0,0,1.5,1.5,-2,6,"45.4356405523","-73.9014441318",273391.322,5032934.79999998
"AAO-3.6","Rivière à l'Orme","Baie d'Urfé","Av. Lee","Beaconsfield, 250m à l'est de la rue Lee et 25m au sud de l'autoroute 40, en amont du pluvial.","R","R","AAO-3.6   Av. Lee",2016-09-20T13:53:40,,"         19.2",1111,7.8,"=",150,"          8.80","        105.00",3,32,30,3.03,0.1,74,0.4,60,0.1,94100,0.1,0.1,0.4,0.8,302,2490,30800,16.1,3.9,92400,1.7,0.2,0.5,0.5,1,0.2,1.1,0.9,7,0,0,1.5,1.5,-2,6,"45.4346279405","-73.9012199472",273408.301,5032822.17999999
"AAO-6.4P12","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté E","Baie d'Urfée, boul. Morgan côté est, 250m au sud de l'autoroute 40,  affluent provenant des zones résidentilelles de Baie d'Urfé.","R","R","AAO-6.4P12   Boul. Morgan côté E",2016-09-20T13:40:06,,"         20.2",1447,8,"<",10,"         10.00","        119.00",1.2,7,20,2.25,0.1,54,0.2,56,0.1,115000,0.1,0.1,0.3,0.7,54,2520,39300,1.7,4.4,100000,2.7,0.2,0.5,0.5,1,0.2,1.7,0.7,7,0,0,1.5,1.5,-2,6,"45.4253538404","-73.915474789",272287.669,5031797.21999999
"AAO-6.5","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté O","Baie d'Urfée, boul.Morgan côté ouest, 250m au sud de l'A40.","R","R","AAO-6.5   Boul. Morgan côté O",2016-09-20T13:39:29,"Niveau trop faible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.5,1.5,-2,6,"45.4254275852","-73.9156477354",272274.178,5031805.49
"CON-0.0","Ruisseau O'Connell","Pierrefonds-Roxboro","Embouchure du ruisseau","80m à l'est de la rue Morandière, en aval du boul.Gouin.","R","R","CON-0.0   Embouchure du ruisseau",2016-09-20T11:36:33,,"         20.3",954,7.7,"=",27,"          7.80","         85.60",12,45,40,5.3,0.1,159,1.1,74,0.1,100000,0.1,0.2,0.3,2.3,432,5240,38300,32.5,4.7,37200,3.3,0.2,0.5,0.5,1,0.2,1.5,1,7,0,0,1.5,1.5,-2,6,"45.4604326508","-73.9071136491",272961.694,5035692.16
"CPI-0.0","Ruisseau Château-Pierrefonds","Pierrefonds-Roxboro","Embouchure du fossé","Pierrefonds, boul.Gouin ouest, 450m à l'ouest de l'ave. Château-Pierrefonds, en aval du dépôt à neige.","R","R","CPI-0.0   Embouchure du fossé",2016-09-20T11:26:40,,"         18.3",1736,7.5,"=",820,"          5.35","         57.00",2,107,190,3.16,0.1,89,0.4,79,0.1,127000,0.1,0.2,0.3,3.2,114,4060,31600,22,1.1,100000,3.3,0.2,0.5,0.5,1,0.2,1.1,1.4,7,0,0,1.5,1.5,-2,6,"45.4613786452","-73.900432332",273484.73,5035794.66
"PIB-2","Marécage du parc-nature du Bois-de-l'Île-Bizard","L'Île-Bizard-Sainte-Geneviève","P-N du Boisé-de-l'Île-Bizard","Parc-Nature de l'île-Bizard, secteur des observatoires, sur la passerelle, au centre du marais.","R","R","PIB-2   P-N du Boisé-de-l'Île-Bizard",2016-09-20T10:34:20,,"         21.8",303.6,7.7,"=",72,"          7.93","         90.40",2.2,31,60,17.83,0.1,7,2.9,36,0.1,33300,0.1,0.1,0.3,0.5,42,788,12400,9.6,1,5670,0.5,0.2,0.5,0.5,1,0.2,0.1,0.4,7,0,0,1.5,1.5,-2,6,"45.5134702781","-73.8902867451",274306.272,5041579.71
"BER-4.6","Ruisseau Bertrand","Saint-Laurent","Bassin rétention","Nord du ch. St-François et 330 m à l'est de l'ave André, amont bassin de rétention","R","R","BER-4.6   Bassin rétention",2016-09-21T12:10:40,,"         20.9",418,7.9,"<",10,"          8.00","         89.70",2.2,132,80,2.96,0.1,32,0.5,29,0.1,38600,0.1,0.1,0.3,1.8,213,1840,9990,19.3,1.5,22200,1.3,0.2,0.5,0.5,1,0.2,0.1,0.4,7,0,0,0,0,1,6,"45.4816607033","-73.7729858795",283459.162,5038006.86
"CEN-1","Bassin du parc Centenaire William Cosgrove","Dollard-des Ormeaux","Effluent du bassin","Parc du Centenaire, rive est, exutoire du bassin","R","R","CEN-1   Effluent du bassin",2016-09-21T15:19:45,,"         22.5",828,8.1,"=",81,"         10.30","        118.50",8.2,58,20,5.02,0.1,54,0.5,31,0.1,64800,0.1,0.2,0.4,1,189,2810,17600,16.8,1.3,74900,2.2,0.2,0.5,0.5,1,0.2,0.7,0.5,7,0,0,0,0,1,6,"45.488546377","-73.8106049054",280521.23,5038782.74
"DEN-3.2","Ruisseau Denis","Pointe-Claire","Ch. Aviation","Rue de l'Aviation, 300m à l'est du boul. des Sources","R","R","DEN-3.2   Ch. Aviation",2016-09-22T10:32:54,,"         19.9",990,7.1,"=",8000,,,3,66,240,3.81,0.1,33,0.3,43,0.1,75000,0.1,0.6,0.4,6.2,318,3300,18000,25,7.6,100000,2.4,0.4,0.5,0.5,1,0.2,0.4,0.7,17,0,0,0,0,1,6,"45.4699534797","-73.7861966608",282421.768,5036709.42999999
"CAS-1","Lac aux Castors","Ville-Marie","Ch. Remembrance","Parc du Mont-Royal, effluent du lac des Castors, 100m à l'est de la rue Remembrance, près du chalet.","R","R","CAS-1   Ch. Remembrance",2016-10-05T10:45:24,,"         16.6",686,8.3,"=",36,"          9.90","        102.00",5.2,10,30,3.07,0.1,114,0.6,64,0.1,64700,0.1,0.2,0.4,1.3,186,5580,13500,7.7,2.6,50400,1.6,0.2,0.5,0.5,1,0.2,1.2,0.4,15,0,0,0,0,1,6,"45.4987859127","-73.5988369105",297075.705,5039878.49
"LAF-1","Étang du parc Lafontaine","Le Plateau-Mont-Royal","Exutoire de l'étang","Intersection rue Cherrier et ave du Parc La Fontaine, sortie du bassin.","R","R","LAF-1   Exutoire de l'étang",2016-10-05T10:20:55,,"         15.9",336,8.8,"=",110,"         10.70","        108.00",2.4,22,20,4.01,0.1,28,0.7,28,0.1,31900,0.1,0.1,0.3,3.3,36,2140,9070,12.3,1,17000,0.5,0.2,0.5,0.5,1,0.2,0.2,0.3,7,0,0,0,0,1,6,"45.5232984378","-73.5674130424",299533.827,5042600.04
"MON-4.0","Ruisseau De Montigny","Anjou","Rue Bombardier","Près de l'intersection du boul. Galerie D'Anjou et de la rue Bombardier.","R","R","MON-4.0   Rue Bombardier",2016-10-05T13:50:45,,"         17.1",624,8.2,"=",140,"         10.30","        107.00",17.6,92,80,5.74,0.1,100,0.6,63,0.1,57100,0.1,0.2,0.7,3,374,3710,13200,34,1.4,51200,1.6,1.2,0.6,0.5,1,0.2,0.5,0.9,8,0,0,0,0,1,6,"45.6069163251","-73.5883539648",297908.196,5051894.21999999
"PAP-0.0","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","Sortie du marais","Parc-nature de la Pointe-aux-Prairies, secteur de la rivière des Prairies, effluent vers la rivière des Prairies.","R","R","PAP-0.0   Sortie du marais",2016-10-05T16:03:42,"À sec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,6,"45.6920285661","-73.522349053",303059.363,5061349.48
"ANG-2","Étang du parc Angrignon","Le Sud-Ouest","Sortie du bassin principal","Montréal, parc Angrignon, bassin principal, à la sortie de l'étang.","R","R","ANG-2   Sortie du bassin principal",2016-09-28T10:58:48,,"         17.1",399,8.2,"<",10,"          8.21","         85.40",3.4,18,30,7.02,0.1,44,1.4,38,0.1,45800,0.1,0.1,0.3,1.3,73,2720,16200,15.5,1,13600,0.8,0.4,0.5,0.5,1,0.2,0.5,1.3,7,0,2.8,0,2.8,-1,6,"45.4440053939","-73.5952183078",297351.293,5033790.38999999
"BOU-1.5P2","Ruisseau Bouchard","Dorval","Rue Guthrie","Rencontre des rues Lépine et Meloche, côté sud.","R","R","BOU-1.5P2   Rue Guthrie",2016-09-27T11:33:57,,"         17.4",784,7.9,"=",2000,"          8.10","         84.70",17.8,83,80,5.84,0.1,319,0.5,34,0.1,61800,0.1,0.4,1.8,6.4,814,2690,18300,29.3,1.6,66600,2.3,2.7,0.5,0.5,1,0.2,0.2,1.5,27,2.8,0,0,2.8,0,6,"45.4500566569","-73.7268568589",287055.414,5034483.49
"BOU-2.9P3","Ruisseau Bouchard","Dorval","Branche est, venant d'ADM","Nord de l'ave.Marshall, embranchement E. provenant de l'aéroport de Dorval.","R","R","BOU-2.9P3   Branche est, venant d'ADM",2016-09-27T11:02:12,,"         17.4",501,8.2,"=",1500,"          9.86","        103.10",12.5,48,130,7.68,0.1,322,0.4,33,0.1,46000,0.1,0.3,1.5,6.7,520,5100,10400,22.9,2.2,38900,2.1,1,0.5,0.5,1,0.2,0.5,1.5,18,2.8,0,0,2.8,0,6,"45.4573744838","-73.7379791186",286187.845,5035299.23
"CLA-0.0","Canal de Lachine","Lachine","Ch. Iroquois","Amont du pont du Ch.du Musée, côté sud du canal, effluent du lac St-Louis vers le canal, en amont de l'écluse.","R","R","CLA-0.0   Ch. Iroquois",2016-09-28T10:27:11,,"         17.3",193,8.3,"<",10,"          8.17","         85.00",2.2,26,20,4.68,0.1,45,0.7,22,0.1,21400,0.1,0.1,0.3,1.9,96,1320,5460,25.4,1,9590,0.5,0.2,0.5,0.5,1,0.2,0.2,0.5,7,0,2.8,0,2.8,-1,6,"45.4310100179","-73.6686715567",291602.188,5032355.66
"TER-0.6","Ruisseau Terra-Cotta","Pointe-Claire","Rue Glanlynn","Parc Terra-Cotta,  extrémité nord de la rue Glanlynn","R","R","TER-0.6   Rue Glanlynn",2016-11-09T12:03:24,,"         10.7",1442,7.9,"=",110,"          9.80","         89.00",1.3,46,20,2.72,0.1,56,0.3,60,0.1,111000,0.1,0.1,0.3,1.8,122,5870,29700,7,3.2,100000,1.5,0.2,0.5,0.5,1,0.2,1.9,0.8,7,0,0,0,0,1,7,"45.4511030275","-73.8041862862",281007.2,5034619.75
"AAO-3.6","Rivière à l'Orme","Baie d'Urfé","Av. Lee","Beaconsfield, 250m à l'est de la rue Lee et 25m au sud de l'autoroute 40, en amont du pluvial.","R","R","AAO-3.6   Av. Lee",2016-10-25T14:58:23,,"          9.1",1423,7.8,"=",63,"         11.01","         95.70",3.4,20,20,3.41,0.1,119,0.3,92,0.1,118000,0.1,0.2,0.4,1.1,253,3490,36400,15.9,3.9,100000,2.1,0.2,0.5,0.5,1,0.2,1.9,0.6,7,0,0,5.2,5.2,-2,7,"45.4346279405","-73.9012199472",273408.301,5032822.17999999
"AAO-6.4P12","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté E","Baie d'Urfée, boul. Morgan côté est, 250m au sud de l'autoroute 40,  affluent provenant des zones résidentilelles de Baie d'Urfé.","R","R","AAO-6.4P12   Boul. Morgan côté E",2016-10-25T14:42:05,,"          9.7",1745,7.8,"=",36,"         12.70","        112.00",1.4,7,20,2.2,0.1,23,0.2,65,0.1,143000,0.1,0.1,0.3,0.7,73,3280,44800,7,4.3,100000,2.8,0.2,0.5,0.5,1,0.2,2.3,0.3,7,0,0,5.2,5.2,-2,7,"45.4253538404","-73.915474789",272287.669,5031797.21999999
"AAO-6.5","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté O","Baie d'Urfée, boul.Morgan côté ouest, 250m au sud de l'A40.","R","R","AAO-6.5   Boul. Morgan côté O",2016-10-25T14:31:43,,"          8.3",752,8,"=",18,"          7.70","         67.00",2.8,27,40,6.54,0.1,97,0.4,58,0.1,75900,0.1,0.2,0.3,1.3,295,3740,21000,48.3,2.4,44700,1.6,0.2,0.5,0.5,1,0.2,1.3,0.6,7,0,0,5.2,5.2,-2,7,"45.4254275852","-73.9156477354",272274.178,5031805.49
"CPI-0.0","Ruisseau Château-Pierrefonds","Pierrefonds-Roxboro","Embouchure du fossé","Pierrefonds, boul.Gouin ouest, 450m à l'ouest de l'ave. Château-Pierrefonds, en aval du dépôt à neige.","R","R","CPI-0.0   Embouchure du fossé",2016-10-25T13:20:14,,"         12.8",1255,7.7,"=",2100,"          9.61","         91.30",4.2,36,60,19.36,0.1,60,0.2,70,0.1,139000,0.1,0.2,0.4,2.1,102,3550,39700,8.4,1.3,81900,3.3,0.2,0.5,0.5,1,0.2,1.4,0.5,7,0,0,5.2,5.2,-2,7,"45.4613786452","-73.900432332",273484.73,5035794.66
"IDS-1","Lac Lacoursière","Verdun","Rue Savoyanne","Île des Soeurs, chemin du Golf, rue de la Savoyane, lac du parc Lacoursière, muret près du garde fou .","R","R","IDS-1   Rue Savoyanne",2016-10-25T09:55:25,,"          8.2",367,7.9,"<",10,"         11.59","         98.30",0.5,6,20,3.02,0.1,37,0.5,31,0.1,41200,0.1,0.1,0.3,0.5,27,1940,9490,3.9,1.1,16800,0.5,0.2,0.5,0.5,1,0.2,0.4,0.3,7,0,0,5.2,5.2,-2,7,"45.4652017939","-73.5499612987",300893.108,5036142.74
"IDS-2","Lac des Battures","Verdun","Boul. Forêt","Île des Soeurs, chemin de la Forêt, parc Adrien D-Archambault, sur la plate-forme de bois, lac des Battures.","R","R","IDS-2   Boul. Forêt",2016-10-25T10:14:51,,"          8.8",449,7.7,"=",45,"          9.96","         85.80",2.8,66,330,7.35,0.1,24,1.1,38,0.1,49500,0.1,0.1,0.3,0.5,82,5470,15200,111,1,19100,0.5,0.3,0.5,0.5,1,0.2,0.3,0.5,7,0,0,5.2,5.2,-2,7,"45.4561003757","-73.5538839661",300585.683,5035131.5
