point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,OD_concentration,OD_pourc,MES,phos_total,azote_total,cot,Ag,Al,As,Ba,Be,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,Pb,Sb,Se,Sn,Tl,U,V,Zn,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"CON-0.0","Ruisseau O'Connell","Pierrefonds-Roxboro","Embouchure du ruisseau","80m à l'est de la rue Morandière, en aval du boul.Gouin.","R","R","CON-0.0   Embouchure du ruisseau",2024-06-12T10:46:09,,"         18.3",775,7.7,"=",500,"          7.40","         79.00",5.5,60,80,,0.1,100,0.8,77,1.3,81600,0.1,0.3,0.3,1.2,239,2690,31400,40.2,3.6,42400,2.4,0.2,0.5,0.5,1,0.2,1.2,0.3,7,0,0,2.3,2.3,-2,2,"45.4604326508","-73.9071136491",272961.694,5035692.16
"CPI-0.0","Ruisseau Château-Pierrefonds","Pierrefonds-Roxboro","Embouchure du fossé","Pierrefonds, boul.Gouin ouest, 450m à l'ouest de l'ave. Château-Pierrefonds, en aval du dépôt à neige.","R","R","CPI-0.0   Embouchure du fossé",2024-06-12T10:33:40,,"         13.7",567,7.7,"=",320,"          7.10","         70.00",1.8,45,120,,0.1,44,0.2,59,1.3,125000,0.1,0.3,0.3,1.4,75,2950,35400,21.8,1.3,82600,2.1,0.2,0.5,0.5,1,0.2,1.2,0.3,7,0,0,2.3,2.3,-2,2,"45.4613786452","-73.900432332",273484.73,5035794.66
"PIB-2","Marécage du parc-nature du Bois-de-l'Île-Bizard","L'Île-Bizard-Sainte-Geneviève","P-N du Boisé-de-l'Île-Bizard","Parc-Nature de l'île-Bizard, secteur des observatoires, sur la passerelle, au centre du marais.","R","R","PIB-2   P-N du Boisé-de-l'Île-Bizard",2024-06-12T09:59:31,,"         19.1",249,8.9,"<",10,,,0.6,23,20,,0.1,6,1.4,5,1.3,34600,0.1,0.2,0.3,1.4,42,287,11000,6.8,1,3770,1,0.2,0.5,0.5,1,0.2,0.1,0.3,7,0,0,2.3,2.3,-2,2,"45.5134702781","-73.8902867451",274306.272,5041579.71
"AAO-0.0","Rivière à l'Orme","Pierrefonds-Roxboro","Embouchure de la rivière","Pierrefonds, boul. Gouin O, 40m au nord de la rue de l'Anse à l'Orme, exutoire au lac des Deux Montagnes.","R","R","AAO-0.0   Embouchure de la rivière",2024-05-16T10:20:55,,"         13.4",1043,7.6,"=",63,"          9.10","         87.00",3.7,33,40,,0.1,137,0.4,60,1.3,91700,0.1,0.3,0.5,2.4,272,3690,31200,33.7,2.9,95600,2.2,0.4,0.5,0.5,1,0.2,1.4,0.3,7,0,2.7,3.7,6.4,-1,1,"45.4502113278","-73.9370663453",270613.07,5034568.57
"AAO-3.3P6","Rivière à l'Orme","Kirkland","Rue Timberlea-Trail","Kirkland, 60m au sud de l'intersection des rues de l'Anse à l'Orme et de Timberley trail, derrière le dépôt à neige.","R","R","AAO-3.3P6   Rue Timberlea-Trail",2024-05-16T10:36:34,,"         11.9",1440,7.8,"=",140,"          9.90","         92.00",2.9,28,70,,0.1,64,0.2,58,1.3,128000,0.1,0.3,0.3,1.8,190,5190,38900,54.2,2.7,122000,2.2,0.2,0.5,0.5,1,0.2,1.7,0.3,7,0,2.7,3.7,6.4,-1,1,"45.4368858312","-73.901469758",273390.008,5033073.2
"AAO-3.5","Rivière à l'Orme","Sainte-Anne-de-Bellevue","Ch. Sainte-Marie","Sainte-Anne-de-Bellevue, 10m au nord du ch. Ste-Marie, 200m à l'ouest du ch. Anse à l'Orme.","R","R","AAO-3.5   Ch. Sainte-Marie",2024-05-16T10:42:45,,"         12.1",1224,7.8,"=",130,"          9.70","         93.00",4.5,21,50,,0.1,107,0.3,66,1.3,99700,0.1,0.3,0.3,1.8,267,3230,33600,37,3.3,104000,2.2,0.3,0.5,0.5,1,0.2,1.4,0.3,7,0,2.7,3.7,6.4,-1,1,"45.4356405523","-73.9014441318",273391.322,5032934.79999998
"AAO-3.6","Rivière à l'Orme","Baie d'Urfé","Av. Lee","Beaconsfield, 250m à l'est de la rue Lee et 25m au sud de l'autoroute 40, en amont du pluvial.","R","R","AAO-3.6   Av. Lee",2024-05-16T11:13:25,,"         13.0",1249,8.1,"=",63,"         12.00","        114.00",2.7,12,10,,0.1,63,0.2,67,1.3,99400,0.1,0.1,0.5,1.3,139,2670,33300,25.1,3.3,111000,1.9,0.2,0.5,0.5,1,0.2,1.3,0.3,7,0,2.7,3.7,6.4,-1,1,"45.4346279405","-73.9012199472",273408.301,5032822.17999999
"AAO-6.4P12","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté E","Baie d'Urfée, boul. Morgan côté est, 250m au sud de l'autoroute 40,  affluent provenant des zones résidentilelles de Baie d'Urfé.","R","R","AAO-6.4P12   Boul. Morgan côté E",2024-05-16T11:04:01,,"         12.6",1526,8,"=",36,"         11.00","        104.00",2.3,9,20,,0.1,27,0.2,50,1.3,131000,0.1,0.2,0.3,0.8,56,2930,40100,12.7,4.7,145000,2.6,0.2,0.5,0.5,1,0.2,1.9,0.3,7,0,2.7,3.7,6.4,-1,1,"45.4253538404","-73.915474789",272287.669,5031797.21999999
"PIB-2","Marécage du parc-nature du Bois-de-l'Île-Bizard","L'Île-Bizard-Sainte-Geneviève","P-N du Boisé-de-l'Île-Bizard","Parc-Nature de l'île-Bizard, secteur des observatoires, sur la passerelle, au centre du marais.","R","R","PIB-2   P-N du Boisé-de-l'Île-Bizard",2024-05-16T09:08:06,,"         17.7",296,7.3,"=",110,"          9.40","         99.00",1.7,32,10,,0.1,11,1,5,1.3,38100,0.1,0.2,0.3,1,57,1010,10800,17.1,1,4360,0.3,0.2,0.5,0.5,1,0.2,0.2,0.3,7,0,2.7,3.7,6.4,-1,1,"45.5134702781","-73.8902867451",274306.272,5041579.71
"BER-0.7P1","Ruisseau Bertrand","Ahuntsic-Cartierville","Rue Camille","Montréal, PN Bois-de-Liesse, O rue Camille, N  chemin de fer","R","R","BER-0.7P1   Rue Camille",2024-05-13T10:26:14,,"         12.3",1179,7.7,"=",640,"         10.10","         95.00",1.9,23,40,,0.1,22,0.3,35,1.3,72600,0.1,0.1,0.3,3.7,57,3270,17200,9.4,1.4,128000,1.1,0.2,0.5,0.5,1,0.2,0.7,0.3,7,0,0,0,0,1,1,"45.5076747232","-73.7536315987",284981.322,5040892.84999999
"BER-1.2","Ruisseau Bertrand","Pierrefonds-Roxboro","Boul. Pitfield","Pierrefonds, PN Bois-de-Liesse, en amont du ponceau principal de la piste cyclable.","R","R","BER-1.2   Boul. Pitfield",2024-05-13T10:11:52,,"         11.2",1971,7.5,"=",1500,"          9.40","         87.00",5.1,20,90,,0.1,31,0.3,82,1.3,177000,0.1,0.3,0.4,1.4,827,4100,35300,106,1.6,201000,2,0.6,0.5,0.5,1,0.2,1.2,0.3,10,0,0,0,0,1,1,"45.504964513","-73.7620128147",284325.434,5040593.75999999
"BER-3.3","Ruisseau Bertrand","Dorval","Boul. St-Régis","Voie de service de l'A. 40 ouest, 400m à l'est de la rue Sunnybrook","R","R","BER-3.3   Boul. St-Régis",2024-05-13T10:49:28,,"         11.1",2248,7.5,"=",63,"          9.10","         84.00",6.6,29,120,,0.1,59,0.4,71,1.3,155000,0.1,0.3,0.3,4.4,722,5210,36300,74.1,2.1,258000,2,0.5,0.5,0.5,1,0.2,1.1,0.3,12,0,0,0,0,1,1,"45.4899301463","-73.769125548",283764.024,5038924.82
"BER-3.7","Ruisseau Bertrand","Dorval","voie d'accès A40","Boul. Hymus près voie d'accès A40, ponceau côté nord du boul. Hymus","R","R","BER-3.7   voie d'accès A40",2024-05-13T11:08:33,,"         13.7",1525,8,"=",54,"         10.70","        103.00",11.7,34,40,,0.1,111,0.4,52,1.3,135000,0.1,0.3,0.4,2.2,565,4590,30500,55.4,2.4,146000,2,0.6,0.5,0.5,1,0.2,1.2,0.3,10,0,0,0,0,1,1,"45.4887623847","-73.7666005327",283960.959,5038794.38999999
"BER-4.5P8","Ruisseau Bertrand","Saint-Laurent","Conduite technoparc","Rue Frederick-Banting, 325m à l'est de l'avenue André.","R","R","BER-4.5P8   Conduite technoparc",2024-05-13T11:22:14,,"         11.6",1549,7.9,"=",18,"          9.30","         86.00",4.4,17,100,,0.1,51,0.4,51,1.3,143000,0.1,0.4,0.5,2.4,311,5370,31300,62.4,2.2,146000,2.2,0.2,0.5,0.5,1,0.2,1.4,0.3,10,0,0,0,0,1,1,"45.4814698463","-73.7722743259",283514.717,5037985.46
"BER-4.6","Ruisseau Bertrand","Saint-Laurent","Bassin rétention","Nord du ch. St-François et 330 m à l'est de l'ave André, amont bassin de rétention","R","R","BER-4.6   Bassin rétention",2024-05-13T11:31:44,,"         15.8",1148,8.2,"=",18,"         12.80","        128.00",6.7,35,20,,0.1,72,0.5,42,1.3,93800,0.1,0.3,0.6,2.8,305,3740,21600,51.3,3.1,110000,2,0.3,0.5,0.5,1,0.2,1.1,0.3,15,0,0,0,0,1,1,"45.4816607033","-73.7729858795",283459.162,5038006.86
"BRU-1","Bassin de La Brunante","Saint-Laurent","Boulevard Poirier","Parc Marcel Laurin,  bassin de la Brunante, boul. Poirier,  S des Harfangs, au pied du gazébo.","R","R","BRU-1   Boulevard Poirier",2024-05-13T09:06:07,,"         16.5",431,8.4,"=",27,"         10.80","        110.00",13.4,45,20,,0.1,135,0.5,37,1.3,49400,0.1,0.2,0.4,1.2,236,3550,14100,22.2,1,19900,0.8,0.4,0.5,0.5,1,0.2,0.4,0.3,7,0,0,0,0,1,1,"45.5099765705","-73.7077803601",288564.782,5041138.36
"CEN-1","Bassin du parc Centenaire William Cosgrove","Dollard-des Ormeaux","Effluent du bassin","Parc du Centenaire, rive est, exutoire du bassin","R","R","CEN-1   Effluent du bassin",2024-05-13T14:33:54,,"         17.3",887,8.2,"<",10,"         12.40","        128.00",5.2,34,50,,0.1,51,0.3,39,1.3,78700,0.1,0.2,0.3,1.3,187,2510,19200,11.8,1.2,82800,1.5,0.3,0.5,0.5,1,0.2,1,0.3,7,0,0,0,0,1,1,"45.488546377","-73.8106049054",280521.23,5038782.74
"DEN-0.0","Ruisseau Denis","Pointe-Claire","Embouchure du ruisseau","Embouchure du ruisseau à la Baie de Valois, face au boul. Des Sources.","R","R","DEN-0.0   Embouchure du ruisseau",2024-05-13T14:05:27,,"         15.0",1091,8.2,"<",10,"         10.90","        109.00",6.3,17,10,,0.1,129,0.3,39,1.3,83500,0.1,0.9,0.4,1.8,300,4240,19500,27.8,2.2,105000,1.4,0.3,0.5,0.5,1,0.2,0.8,0.3,7,0,0,0,0,1,1,"45.4452824596","-73.7788021061",282990.453,5033965.71
"DEN-0.8P1","Ruisseau Denis","Dorval","Rue Belmont","Rue Belmont, 200m à l'est du boul. des Sources, branche secondaire provenant de dépôts à neige","R","R","DEN-0.8P1   Rue Belmont",2024-05-13T13:14:37,,"         20.2",734,8.4,"=",27,,,14.2,35,30,,0.1,302,0.6,42,1.3,87000,0.1,0.4,0.8,1.9,747,7350,21200,69.4,2.3,46200,1.8,0.6,0.5,0.5,1,0.2,1.4,0.7,8,0,0,0,0,1,1,"45.4571451324","-73.7798862479",282910.234,5035284.29999998
"DEN-2.6","Ruisseau Denis","Dorval","Av. Reverchon","Rue Reverchon, 100m à l'est du cr. Newman","R","R","DEN-2.6   Av. Reverchon",2024-05-13T12:05:56,,"         13.3",948,7.9,"=",160,"         10.90","        104.00",28.6,41,40,,0.1,369,0.3,33,1.3,68100,0.1,4.9,1,5.1,651,2940,15300,33.7,2,91000,1.8,0.7,0.5,0.5,1,0.2,0.6,0.3,8,0,0,0,0,1,1,"45.4660700012","-73.7801656599",282891.839,5036276.2
"DEN-3.2","Ruisseau Denis","Pointe-Claire","Ch. Aviation","Rue de l'Aviation, 300m à l'est du boul. des Sources","R","R","DEN-3.2   Ch. Aviation",2024-05-13T11:49:28,,"         12.3",1001,7.7,"=",72,"         10.50","         98.00",9.3,26,50,,0.1,65,0.2,29,1.3,65200,0.1,2.6,0.8,3.8,263,2980,14500,22.5,2.3,88200,1.1,0.3,0.5,0.5,1,0.2,0.5,0.3,7,0,0,0,0,1,1,"45.4699534797","-73.7861966608",282421.768,5036709.42999999
"PAQ-1","Étang du parc Dr-Bernard-Paquet","Saint-Laurent","Rue Jean-Gascon","Inters. Av. Félix-Leclerc et rue Jean-Gascon, parc du Dr.-B.-Paquet, sur la passerelle.","R","R","PAQ-1   Rue Jean-Gascon",2024-05-13T09:28:35,,"         12.3",295,7.9,"<",10,"         10.40","         97.00",0.5,9,20,,0.1,21,0.6,23,1.3,33200,0.1,0.1,0.3,1,39,1510,8130,5.2,1,15000,0.4,0.2,0.5,0.5,1,0.2,0.3,0.3,7,0,0,0,0,1,1,"45.5065149921","-73.7324652116",286634.882,5040758.96
"CAS-1","Lac aux Castors","Ville-Marie","Ch. Remembrance","Parc du Mont-Royal, effluent du lac des Castors, 100m à l'est de la rue Remembrance, près du chalet.","R","R","CAS-1   Ch. Remembrance",2024-05-22T09:30:13,,"         22.1",547,8.3,"<",10,"         10.30","        118.00",2,15,10,,0.1,13,0.2,33,1.3,50100,0.1,0.2,0.3,1.6,22,3250,12300,5,1,44900,0.9,0.2,0.5,0.5,1,0.2,0.5,0.3,7,1.6,2.3,0,3.9,0,1,"45.4987859127","-73.5988369105",297075.705,5039878.49
"LAF-1","Étang du parc Lafontaine","Le Plateau-Mont-Royal","Exutoire de l'étang","Intersection rue Cherrier et ave du Parc La Fontaine, sortie du bassin.","R","R","LAF-1   Exutoire de l'étang",2024-05-22T09:15:34,"À sec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,2.3,0,3.9,0,1,"45.5232984378","-73.5674130424",299533.827,5042600.04
"MON-0.0","Ruisseau De Montigny","Montréal-Nord","Embouchure du ruisseau","Boul. Gouin E., 250m à l'ouest de l'ave Ozias-Leduc, effluent à la rivière des Prairies.","R","R","MON-0.0   Embouchure du ruisseau",2024-05-22T12:13:19,,"         19.9",1024,7.9,"=",170,"          8.10","         89.00",26,169,180,,0.1,391,0.9,49,1.3,77300,0.1,0.8,2.2,5.5,829,4170,19700,82,1.4,113000,3,2.4,0.6,0.5,1,0.2,0.7,1,16,1.8,2.3,0,4.1,0,1,"45.6292967385","-73.6212094296",295349.158,5054384.76999999
"PAP-golf","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","P-N de la Pointe-aux-Prairies","Parc-nature de la Ponte-aux-Prairies, secteur rivière des Prairies, branche en provenance du Golf de Montréal.","R","R","PAP-golf   P-N de la Pointe-aux-Prairies",2024-05-22T13:47:14,"Niveau trop faible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.3,0,4.3,0,1,"45.685539048","-73.5217702047",303104.25,5060628.25999999
"PRO-2","Ruisseau Provost","Outremont","Ruisseau Provost","Av. Roskilde, 50m à l'est de l'av. Springgrove, parc Oakwood","R","R","PRO-2   Ruisseau Provost",2024-05-22T09:16:05,,"         11.0",1272,8,"=",18,"         10.40","         94.00",3,14,10,,0.1,105,0.3,71,1.3,81100,0.1,0.4,1,2,201,3960,10100,8,1.3,166000,1.1,0.5,1.9,1,1,0.2,0.5,0.3,7,1.6,2.3,0,3.9,0,1,"45.5133281629","-73.6011948902",296893.46,5041494.80999999
"BOU-2.1","Ruisseau Bouchard","Dorval","Rue Orly","Aval du ponceau de la rue Orly, 100m au nord de l'ave Guthrie.","R","R","BOU-2.1   Rue Orly",2024-05-27T13:54:12,,"         18.0",1136,7.7,"=",1400,"          6.10","         64.00",23.6,96,330,,0.1,298,0.7,60,1.3,82800,0.1,0.8,1.4,22,1060,12900,23600,145,3.2,110000,3.2,1.4,0.6,0.5,1,0.2,1,2.1,51,3.5,0,0,3.5,0,1,"45.4523992742","-73.7310770289",286726.063,5034744.76999999
"CLA-0.0","Canal de Lachine","Lachine","Ch. Iroquois","Amont du pont du Ch.du Musée, côté sud du canal, effluent du lac St-Louis vers le canal, en amont de l'écluse.","R","R","CLA-0.0   Ch. Iroquois",2024-05-27T10:26:11,,"         18.3",216,8,"<",10,"          9.10","         97.00",4.3,32,20,,0.1,109,0.6,21,1.3,24600,0.1,0.1,0.3,1.5,158,1230,5900,26.9,1,10000,0.7,0.3,0.5,0.5,1,0.2,0.3,0.3,7,3.3,0,0,3.3,0,1,"45.4310100179","-73.6686715567",291602.188,5032355.66
"JAM-0.0","Ruisseau Saint-James","Beaconsfield","Embouchure du ruisseau","Boul. St-Charles sud à l'intersection de la rue Lakeshore, exutoire au lac St-Louis.","R","R","JAM-0.0   Embouchure du ruisseau",2024-05-27T11:40:22,,"         15.4",993,7.9,"=",57000,"          8.50","         86.00",193,432,360,,0.1,2780,1.3,78,1.3,87300,0.2,3,8.5,35.7,4850,4650,18200,499,1.3,94800,8.1,6.5,1.2,0.8,1,0.2,0.6,7.3,108,3.3,0,0,3.3,0,1,"45.4297174266","-73.8452884793",277782.07,5032256.16999998
"TER-0.6","Ruisseau Terra-Cotta","Pointe-Claire","Rue Glanlynn","Parc Terra-Cotta,  extrémité nord de la rue Glanlynn","R","R","TER-0.6   Rue Glanlynn",2024-05-27T10:56:26,,"         15.0",1767,7.8,"=",160,"          7.60","         76.00",12.3,63,30,,0.1,211,0.4,71,1.3,139000,0.1,0.4,0.8,3.1,320,6880,40100,25.3,2.9,163000,2.9,0.5,0.5,0.5,1,0.2,1.6,0.4,12,3.3,0,0,3.3,0,1,"45.4511030275","-73.8041862862",281007.2,5034619.75
"BER-3.7","Ruisseau Bertrand","Dorval","voie d'accès A40","Boul. Hymus près voie d'accès A40, ponceau côté nord du boul. Hymus","R","R","BER-3.7   voie d'accès A40",2024-06-03T10:56:55,,"         17.6",1710,7.8,"=",590,"          8.50","         90.00",81.2,181,80,,0.1,864,1.1,57,1.3,147000,0.1,1.2,2.9,7.4,2730,4990,37400,136,1.9,158000,4.2,5.8,0.5,0.5,2.6,0.2,0.9,2.2,51,0,1.7,0.7,2.4,-1,2,"45.4887623847","-73.7666005327",283960.959,5038794.38999999
"AAO-6.5","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté O","Baie d'Urfée, boul.Morgan côté ouest, 250m au sud de l'A40.","R","R","AAO-6.5   Boul. Morgan côté O",2024-05-16T10:55:27,,"         15.4",900,7.6,"=",110,"          7.50","         76.00",6.9,60,280,,0.1,94,0.6,53,1.3,85500,0.1,0.3,0.5,1.7,366,3180,27000,146,3.8,68800,2.1,0.3,0.5,0.5,1,0.2,1.3,0.3,7,0,2.7,3.7,6.4,-1,1,"45.4254275852","-73.9156477354",272274.178,5031805.49
"CON-0.0","Ruisseau O'Connell","Pierrefonds-Roxboro","Embouchure du ruisseau","80m à l'est de la rue Morandière, en aval du boul.Gouin.","R","R","CON-0.0   Embouchure du ruisseau",2024-05-16T10:08:13,,"         14.4",350,7.7,"=",1600,"          9.60","         94.00",4.1,40,30,,0.1,94,0.6,62,1.3,87000,0.1,0.3,0.3,1.3,210,2490,30900,30.3,3.3,24200,2.6,0.2,0.5,0.5,1,0.2,1.3,0.3,7,0,2.7,3.7,6.4,-1,1,"45.4604326508","-73.9071136491",272961.694,5035692.16
"CPI-0.0","Ruisseau Château-Pierrefonds","Pierrefonds-Roxboro","Embouchure du fossé","Pierrefonds, boul.Gouin ouest, 450m à l'ouest de l'ave. Château-Pierrefonds, en aval du dépôt à neige.","R","R","CPI-0.0   Embouchure du fossé",2024-05-16T10:01:52,,"         11.9",1156,7.4,"=",360,"          8.00","         75.00",2.6,40,140,,0.1,80,0.2,60,1.3,125000,0.1,0.3,0.3,1.9,105,2760,37800,21.8,1.3,79800,2.5,0.2,0.5,0.5,1,0.2,1.1,0.3,7,0,2.7,3.7,6.4,-1,1,"45.4613786452","-73.900432332",273484.73,5035794.66
"BER-0.0","Ruisseau Bertrand","Ahuntsic-Cartierville","P-N du Bois-de-Liesse","R.Bertrand, exutoire à la rivière des Prairies, ponceau de l'ave. du Ruisseau","R","R","BER-0.0   P-N du Bois-de-Liesse",2024-05-13T09:58:36,,"         11.6",1607,7.5,"=",1400,"          8.90","         83.00",2.5,18,70,,0.1,20,0.3,68,1.3,142000,0.1,0.3,0.5,1.7,593,3910,29900,85.6,1.7,151000,1.7,0.3,0.5,0.5,1,0.2,1.1,0.3,8,0,0,0,0,1,1,"45.5116556787","-73.7554416029",284841.296,5041335.7
"CGO-0.0","Coulée Grou","Rivière-des-Prairies-Pointe-aux-Trembles","Embouchure de la coulée","Coulée Grou, 300m à l'est de l'A40 et 150m au sud du boul.Gouin","R","R","CGO-0.0   Embouchure de la coulée",2024-05-22T14:19:28,,"         26.0",1005,7.6,"=",400,"          7.20","         89.00",12.9,171,130,,0.1,139,0.9,57,1.3,98900,0.1,0.6,0.9,4.2,2200,3210,36200,244,1.8,69800,2.3,1.6,0.5,0.5,1,0.2,1.1,0.6,8,2,2.3,0,4.3,0,1,"45.6973409611","-73.5046768769",304435.78,5061939.63999999
"IDS-1","Lac Lacoursière","Verdun","Rue Savoyanne","Île des Soeurs, chemin du Golf, rue de la Savoyane, lac du parc Lacoursière, muret près du garde fou .","R","R","IDS-1   Rue Savoyanne",2024-05-22T10:03:02,,"         23.4",783,7.7,"<",10,"          8.00","         94.00",2.5,38,20,,0.1,12,0.7,15,1.3,74100,0.1,0.1,0.3,0.5,21,2370,27500,120,1.6,53800,1.1,0.2,0.5,0.5,1,0.2,0.9,0.3,7,1.6,2.3,0,3.9,0,1,"45.4652017939","-73.5499612987",300893.108,5036142.74
"IDS-2","Lac des Battures","Verdun","Boul. Forêt","Île des Soeurs, chemin de la Forêt, parc Adrien D-Archambault, sur la plate-forme de bois, lac des Battures.","R","R","IDS-2   Boul. Forêt",2024-05-22T10:16:33,,"         24.0",474,8.1,"=",36,"          8.50","        102.00",3.7,43,10,,0.1,16,0.5,40,1.3,62900,0.1,0.1,0.3,0.8,31,3700,13100,86.8,1,19000,0.6,0.2,0.5,0.5,1,0.2,0.3,0.3,7,1.6,2.3,0,3.9,0,1,"45.4561003757","-73.5538839661",300585.683,5035131.5
"MON-2.8","Ruisseau De Montigny","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Henri-Bourassa Est","Boul. Henri-Bourassa, 50m à l'ouest de la rue Renaude-Lapointe, sur le ponceau.","R","R","MON-2.8   Boul. Henri-Bourassa Est",2024-05-22T11:52:16,,"         21.8",964,7.8,"=",4600,"         10.40","        118.00",18,142,130,,0.1,220,0.8,43,1.3,70800,0.1,0.7,2,8.2,514,4240,18200,53.5,1.6,92500,2.2,2.9,0.7,0.5,1,0.2,0.6,0.6,19,1.6,2.3,0,3.9,0,1,"45.6136039672","-73.6000245598",296998.791,5052638.50999999
"MON-4.0","Ruisseau De Montigny","Anjou","Rue Bombardier","Près de l'intersection du boul. Galerie D'Anjou et de la rue Bombardier.","R","R","MON-4.0   Rue Bombardier",2024-05-22T11:15:39,,"         22.3",897,7.5,"=",18000,"          5.90","         68.00",15.2,332,1100,,0.1,50,0.8,53,1.3,62600,0.1,0.9,0.5,5.7,635,4170,17000,85.2,1.3,98500,3.1,0.8,0.5,0.5,1,0.2,0.7,0.4,10,1.6,2.3,0,3.9,0,1,"45.6069163251","-73.5883539648",297908.196,5051894.21999999
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2024-05-22T11:35:48,,"         22.6",992,7.8,"=",1500,"         10.20","        118.00",11.6,137,140,,0.1,124,0.7,43,1.3,67500,0.1,0.6,1.2,6.9,403,4190,18700,51.8,1.5,96100,2.1,2,0.7,0.5,1,0.2,0.6,0.4,13,1.6,2.3,0,3.9,0,1,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PAP-0.0","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","Sortie du marais","Parc-nature de la Pointe-aux-Prairies, secteur de la rivière des Prairies, effluent vers la rivière des Prairies.","R","R","PAP-0.0   Sortie du marais",2024-05-22T14:01:22,,"         24.3",635,7.6,"=",90,"          5.60","         65.00",4.8,283,110,,0.1,123,1,32,1.3,58800,0.1,0.3,0.4,1.1,458,3870,29200,160,1,40800,1.3,0.2,0.5,0.5,1,0.2,1.2,0.6,7,2,2.3,0,4.3,0,1,"45.6920285661","-73.522349053",303059.363,5061349.48
"PIN-0.0","Ruisseau Pinel","Rivière-des-Prairies-Pointe-aux-Trembles","embouchure du ruisseau","Boul. Gouin, 50m à l'est de la 87e ave, embouchure du ruisseau vers la rivière-des-Prairies.","R","R","PIN-0.0   embouchure du ruisseau",2024-05-22T13:29:26,,"         21.5",1043,8.1,"=",2500,"          8.20","         94.00",7.7,35,50,,0.1,152,0.6,52,1.3,90600,0.1,0.2,0.6,2.1,244,17000,31800,36,2.6,93400,2.1,0.7,0.5,0.5,1,0.2,0.7,0.3,7,2,2.3,0,4.3,0,1,"45.6722382412","-73.5413309745",301579.837,5059150.69
"BOU-1.5P2","Ruisseau Bouchard","Dorval","Rue Guthrie","Rencontre des rues Lépine et Meloche, côté sud.","R","R","BOU-1.5P2   Rue Guthrie",2024-08-06T09:35:51,,"         17.8",1567,7.6,"=",5100,"          7.25","         76.80",3.6,24,90,,0.1,40,0.3,56,1.3,113000,0.1,0.2,0.3,2.2,183,5410,39000,36.4,2.2,164000,2.2,0.3,0.5,0.5,1,0.2,0.4,0.3,11,0,3.9,1,4.9,-1,4,"45.4500566569","-73.7268568589",287055.414,5034483.49
"BOU-2.9P3","Ruisseau Bouchard","Dorval","Branche est, venant d'ADM","Nord de l'ave.Marshall, embranchement E. provenant de l'aéroport de Dorval.","R","R","BOU-2.9P3   Branche est, venant d'ADM",2024-08-06T09:14:43,,"         17.8",593,7.8,"=",580,"          7.10","         74.20",18.7,34,40,,0.1,263,0.5,40,1.3,60000,0.1,0.5,0.6,3.3,656,12800,14100,43.9,2.7,48200,2.4,0.8,1,0.5,1,0.2,0.7,0.8,12,0,3.9,1,4.9,-1,4,"45.4573744838","-73.7379791186",286187.845,5035299.23
"CLA-11.2","Canal de Lachine","Ville-Marie","Rue Commune Ouest","Parc du canal de Lachine, à l'intersection des rues Prince et de la Commune, en amont de l'écluse sur le quai.","R","R","CLA-11.2   Rue Commune Ouest",2024-08-06T14:52:48,,"         25.8",213,8,"<",10,"          7.80","         96.40",1.8,21,60,,0.1,55,0.7,22,1.3,24000,0.1,0.2,0.4,1.8,83,1280,6120,20.8,1,10100,0.7,0.4,0.5,0.5,1,0.2,0.3,0.3,7,0,3.9,1,4.9,-1,4,"45.4955800961","-73.5522723127",300714.586,5039518.79999998
"JAM-1.3","Ruisseau Saint-James","Pointe-Claire","Rue Pointe-Claire","Extrémité nord de l'ave Pointe-Claire, 30m vers l'ouest, en aval du ponceau de l'autoroute 20.","R","R","JAM-1.3   Rue Pointe-Claire",2024-08-06T11:42:20,,"         18.2",778,8.1,"=",820,"          8.34","         88.70",20.8,64,30,,0.1,386,0.5,52,1.3,93000,0.1,0.6,1,6.6,685,2650,17800,62.1,1.1,57900,2.1,1.1,0.5,0.5,1,0.2,0.6,0.6,16,0,3.9,1,4.9,-1,4,"45.4374504274","-73.8349651619",278593.422,5033112.12
