Type de location,Signataire (Nom),Adresse,Arrondissement,Date de début de bail,Date de fin de bail
Emphytéose,Le Reflet de Pointe St-Charles,"1990, rue Richardson",SUD-OUEST,1987-06-01,2039-05-31
Emphytéose,Habit. Oasis Pointe St-Charles,"2033, rue du Centre",SUD-OUEST,1988-07-07,2040-07-06
Emphytéose,Habit. Universellement Acces.,"8950, boulevard Perras",R-D-P / P-A-T,1991-01-11,2043-01-10
Emphytéose,Logifem Inc.,"2235, rue Saint-Jacques",SUD-OUEST,1988-07-07,2029-07-06
Emphytéose,Coop. Logis 12+ CLSC R.D.P.,"7380, avenue André-Ampère",R-D-P / P-A-T,1988-07-08,2040-07-07
Emphytéose,SHDM,"3055, rue Delisle",SUD-OUEST,1982-09-29,2034-09-28
Emphytéose,Maison Réhab. l'Exode,"4290, rue Sainte-Émilie",SUD-OUEST,1988-05-12,2029-05-11
Emphytéose,Maison Le Mutant Inc.,"6523, rue Boyer",ROSEMONT / PETITE-PATRIE,1988-05-12,2040-05-11
Emphytéose,Habit. d'Aragon Jogues ,"6306, rue d'Aragon",SUD-OUEST,1988-07-07,2040-07-06
Emphytéose,Résidence de l'Académie,"4318, rue de la Roche",PLATEAU MONT-ROYAL,1990-01-09,2042-01-08
Emphytéose,Résidence Le Grand Age,"4660, rue Saint-Dominique",PLATEAU MONT-ROYAL,1988-07-07,2040-07-06
Emphytéose,Résidence Projet Chance Inc.,"580, rue Guy",SUD-OUEST,1988-07-07,2040-07-06
Emphytéose,Résidence Ukrainienne de Mtl,"2919, rue de Bellechasse",ROSEMONT / PETITE-PATRIE,1982-09-22,2034-09-21
Emphytéose,Service Aide & Réhab. Jeunes   Alcool. et toxico. de Mtl,"5290, rue Notre-Dame O",SUD-OUEST,1988-07-07,2040-07-06
Emphytéose,Société l'Autre Porte S-O Mtl,"2150, rue Coursol",SUD-OUEST,1988-07-07,2040-07-06
Emphytéose,PROLOGE IMMOBILIER,"7521, boulevard Perras",R-D-P / P-A-T,1982-08-23,2034-08-22
Emphytéose,Société Habit. Loge Henri Inc.,"620, rue Delinelle",SUD-OUEST,1984-03-28,2036-03-27
Emphytéose,Soc. Habit. commu. Logique Qc  Habitation Logique,"2025, rue Quesnel",SUD-OUEST,1982-09-29,2034-09-28
Emphytéose,Habit. Famille & Troisième Age,"3200, avenue de la Pépinière",MERCIER/HOCHELAGA/ MAISONNEUVE,1983-11-03,2035-11-02
Emphytéose,S.H.Q. Mtl,2045 Rue  Beaudry,VILLE-MARIE,1978-04-01,2028-03-31
Emphytéose,Centre Canadien Architecture,Boulevard  René-LévesqueO,VILLE-MARIE,1986-11-03,2061-11-01
Emphytéose,S.H.Q. Mtl,"1000, rue Villeray",AHUNTSIC / CARTIERVILLE,1984-04-01,2034-03-31
Emphytéose,SHDM,"1050, rue de l'Hôtel-de-Ville",VILLE-MARIE,1989-06-16,2030-06-15
Emphytéose,SHDM,"1050, rue de l'Hôtel-de-Ville",VILLE-MARIE,1989-06-16,2030-06-15
Emphytéose,SHDM,"1050, rue de l'Hôtel-de-Ville",VILLE-MARIE,1989-06-16,2030-06-15
Emphytéose,SHDM,"1050, rue de l'Hôtel-de-Ville",VILLE-MARIE,1989-06-16,2030-06-15
Emphytéose,S.H.Q. Mtl,"1315, rue Gilford",PLATEAU MONT-ROYAL,1981-04-01,2031-03-31
Emphytéose,SHDM,"1350, rue La Fontaine",VILLE-MARIE,1980-07-11,2032-07-10
Emphytéose,S.H.Q. Mtl,"1805, rue Davidson",MERCIER/HOCHELAGA/ MAISONNEUVE,1983-07-01,2033-06-30
Emphytéose,SHDM,"1826, rue Wolfe",VILLE-MARIE,1980-07-11,2032-07-10
Emphytéose,S.H.Q. Mtl,"1858, rue Alexandre-DeSève",VILLE-MARIE,1979-09-01,2029-08-01
Emphytéose,S.H.Q. Mtl,"1881, rue Montcalm",VILLE-MARIE,1978-01-01,2027-12-31
Emphytéose,S.H.Q. Mtl,"1945, rue de Champlain",VILLE-MARIE,1977-06-01,2027-05-31
Emphytéose,SHDM,"1975, boul. René-Lévesque O",VILLE-MARIE,1982-03-15,2032-03-14
Emphytéose,S.H.Q. Mtl,"2021, avenue Gascon",VILLE-MARIE,1977-07-01,2027-06-30
Emphytéose,S.H.Q. Mtl,"2025, boul. Henri-Bourassa E",AHUNTSIC / CARTIERVILLE,1978-02-01,2028-01-31
Emphytéose,S.H.Q. Mtl,"2066, rue Favard O",SUD-OUEST,1978-01-01,2027-12-31
Emphytéose,S.H.Q. Mtl,"2101, boul. René-Lévesque O",VILLE-MARIE,1978-10-01,2028-09-30
Emphytéose,S.H.Q. Mtl,"2122, rue Panet",VILLE-MARIE,1984-10-01,2034-09-30
Emphytéose,S.H.Q. Mtl,"2145, rue Dorion O",VILLE-MARIE,1977-07-01,2027-06-30
Emphytéose,S.H.Q. Mtl,"2175, rue De Salaberry O",AHUNTSIC / CARTIERVILLE,1979-07-01,2029-06-30
Emphytéose,S.H.Q. Mtl,"2191, rue de la Visitation O",VILLE-MARIE,1978-01-01,2027-12-31
Emphytéose,S.H.Q. Mtl,"2235, rue Delisle O",SUD-OUEST,1973-03-01,2025-02-28
Emphytéose,SHDM,"2250, rue Quesnel E",SUD-OUEST,1980-06-06,2032-06-05
Emphytéose,SHDM,"2324, rue Quesnel E",SUD-OUEST,1980-07-11,2032-07-10
Emphytéose,S.H.Q. Mtl,"2328, rue de Bordeaux O",VILLE-MARIE,1980-04-01,2030-03-31
Emphytéose,S.H.Q. Mtl,"2412, rue Augustin-Cantin O",SUD-OUEST,1976-01-01,2025-12-31
Emphytéose,S.H.Q. Mtl,"2431, rue Saint-Charles O",SUD-OUEST,1979-07-01,2029-06-30
Emphytéose,S.H.Q. Mtl,"255, boul. Henri-Bourassa O",AHUNTSIC / CARTIERVILLE,1977-07-01,2027-06-30
Emphytéose,SHDM,"2615, boul. Henri-Bourassa E",AHUNTSIC / CARTIERVILLE,1980-09-26,2032-09-25
Emphytéose,S.H.Q. Mtl,"264, rue Turgeon",SUD-OUEST,1977-07-01,2027-06-30
Emphytéose,S.H.Q. Mtl,"2721, rue Knox",SUD-OUEST,1979-08-01,2029-07-31
Emphytéose,S.H.Q. Mtl,"2929, rue Goyer O",COTE-DES-NEIGES / N-D-DE-GRACE,1986-04-01,2034-03-31
Emphytéose,S.H.Q. Mtl,"3000, rue Jean-Talon E",VILLERAY/ST-MICHEL/PARC-EXTENS,1980-01-01,2029-12-31
Emphytéose,S.H.Q. Mtl,"3001, rue Everett O",VILLERAY/ST-MICHEL/PARC-EXTENS,1981-08-01,2031-07-31
Emphytéose,S.H.Q. Mtl,"3055, rue des Trinitaires O",SUD-OUEST,1978-06-01,2028-05-31
Emphytéose,S.H.Q. Mtl,"3125, rue Dandurand O",ROSEMONT / PETITE-PATRIE,1982-06-01,2032-05-31
Emphytéose,S.H.Q. Mtl,3215. rue Adam O,MERCIER/HOCHELAGA/ MAISONNEUVE,1983-07-01,2033-06-30
Emphytéose,S.H.Q. Mtl,"3505, avenue Laurier E",ROSEMONT / PETITE-PATRIE,1984-01-01,2033-12-31
Emphytéose,S.H.Q. Mtl,"3985, rue Masson O",ROSEMONT / PETITE-PATRIE,1979-02-01,2029-01-31
Emphytéose,S.H.Q. Mtl,"400, rue Sherbrooke E",PLATEAU MONT-ROYAL,1978-01-01,2027-12-31
Emphytéose,SHDM,"400, rue Sherbrooke E",PLATEAU MONT-ROYAL,1974-03-29,2037-03-28
Emphytéose,S.H.Q. Mtl,"4040, avenue Girouard",COTE-DES-NEIGES / N-D-DE-GRACE,1983-01-01,2032-12-31
Emphytéose,S.H.Q. Mtl,"4240, rue Messier O",PLATEAU MONT-ROYAL,1980-01-01,2029-12-31
Emphytéose,S.H.Q. Mtl,"4450, rue Saint-Jacques",SUD-OUEST,1977-10-01,2027-09-30
Emphytéose,SHDM,"4550, rue Saint-Antoine O",SUD-OUEST,1980-09-26,2030-09-25
Emphytéose,S.H.Q. Mtl,"4800, avenue Barclay",COTE-DES-NEIGES / N-D-DE-GRACE,1979-03-01,2029-02-28
Emphytéose,S.H.Q. Mtl,"4820, rue de Grand-Pré O",PLATEAU MONT-ROYAL,1980-01-01,2029-12-31
Emphytéose,S.H.Q. Mtl,"4920, rue La Fontaine O",MERCIER/HOCHELAGA/ MAISONNEUVE,1980-02-01,2030-01-31
Emphytéose,S.H.Q. Mtl,"500, rue Canning O",SUD-OUEST,1977-08-01,2027-07-31
Emphytéose,S.H.Q. Mtl,"502, rue Jarry",VILLERAY/ST-MICHEL/PARC-EXTENS,1978-09-11,2028-09-10
Emphytéose,S.H.Q. Mtl,"5115, rue Clark O",PLATEAU MONT-ROYAL,1982-06-01,2032-05-31
Emphytéose,S.H.Q. Mtl,"5185, rue Chapleau O",ROSEMONT / PETITE-PATRIE,1985-08-01,2035-07-31
Emphytéose,S.H.Q. Mtl,"5230, rue Saint-Dominique O",PLATEAU MONT-ROYAL,1982-05-01,2032-04-30
Emphytéose,S.H.Q. Mtl,"525, avenue Letourneux O",MERCIER/HOCHELAGA/ MAISONNEUVE,1985-02-01,2035-01-31
Emphytéose,S.H.Q. Mtl,"525, rue Beaubien E",ROSEMONT / PETITE-PATRIE,1977-05-01,2027-04-30
Emphytéose,S.H.Q. Mtl,"555, boulevard Pie-IX O",MERCIER/HOCHELAGA/ MAISONNEUVE,1986-01-01,2035-12-31
Emphytéose,S.H.Q. Mtl,"5600, boulevard Décarie O",COTE-DES-NEIGES / N-D-DE-GRACE,1984-03-01,2034-02-28
Emphytéose,S.H.Q. Mtl,"5605, Chemin Upper Lachine O",COTE-DES-NEIGES / N-D-DE-GRACE,1979-02-01,2029-01-31
Emphytéose,S.H.Q. Mtl,"5977, rue Boyer O",ROSEMONT / PETITE-PATRIE,1983-02-01,2033-01-31
Emphytéose,S.H.Q. Mtl,"6001, 29e Avenue",ROSEMONT / PETITE-PATRIE,1985-08-01,2035-07-31
Emphytéose,SHDM,"6190, avenue de Monkland E",COTE-DES-NEIGES / N-D-DE-GRACE,1980-07-11,2032-07-10
Emphytéose,S.H.Q. Mtl,"6191, rue de Marseille O",MERCIER/HOCHELAGA/ MAISONNEUVE,1978-01-01,2027-12-31
Emphytéose,S.H.Q. Mtl,"6355, 13e Avenue O",ROSEMONT / PETITE-PATRIE,1977-05-01,2027-04-30
Emphytéose,S.H.Q. Mtl,"6400, rue Du Quesne O",MERCIER/HOCHELAGA/ MAISONNEUVE,1981-04-01,2031-03-31
Emphytéose,S.H.Q. Mtl,"6522, rue Marquette O",ROSEMONT / PETITE-PATRIE,1985-08-01,2035-07-31
Emphytéose,SHDM,"655, rue Vinet E",SUD-OUEST,1987-11-01,2039-10-31
Emphytéose,S.H.Q. Mtl,"6556, 26e Avenue O",ROSEMONT / PETITE-PATRIE,1984-02-01,2034-01-31
Emphytéose,S.H.Q. Mtl,"6632, rue Marquette O",ROSEMONT / PETITE-PATRIE,1977-08-01,2027-07-31
Emphytéose,S.H.Q. Mtl,"7220, avenue Bloomfield O",VILLERAY/ST-MICHEL/PARC-EXTENS,1978-01-01,2027-12-31
Emphytéose,S.H.Q. Mtl,"7255, rue Durocher O",VILLERAY/ST-MICHEL/PARC-EXTENS,1980-02-01,2030-01-31
Emphytéose,S.H.Q. Mtl,"8051, avenue Souligny O",MERCIER/HOCHELAGA/ MAISONNEUVE,1984-06-01,2034-05-31
Emphytéose,S.H.Q. Mtl,"8135, rue Drolet E",VILLERAY/ST-MICHEL/PARC-EXTENS,1981-08-01,2031-07-31
Emphytéose,S.H.Q. Mtl,"8445, avenue Bloomfield",VILLERAY/ST-MICHEL/PARC-EXTENS,1979-07-01,2029-06-30
Emphytéose,S.H.Q. Mtl,"8605, boul. Saint-Michel E",VILLERAY/ST-MICHEL/PARC-EXTENS,1981-06-01,2031-05-31
Emphytéose,S.H.Q. Mtl,"8750, rue Berri O",AHUNTSIC / CARTIERVILLE,1985-03-01,2035-02-28
Emphytéose,S.H.Q. Mtl,"8873, avenue de l' Esplanade O",AHUNTSIC / CARTIERVILLE,1980-05-01,2030-04-30
Emphytéose,S.H.Q. Mtl,"8873, avenue de l' Esplanade O",AHUNTSIC / CARTIERVILLE,1981-08-01,2031-07-31
Emphytéose,S.H.Q. Mtl,"8955, rue Sherbrooke O",MERCIER/HOCHELAGA/ MAISONNEUVE,1981-05-01,2031-04-30
Emphytéose,S.H.Q. Mtl,"9444, avenue Bruchési E",VILLERAY/ST-MICHEL/PARC-EXTENS,1983-04-01,2033-03-31
Emphytéose,SHDM,"9555, rue Hochelaga E",MERCIER/HOCHELAGA/ MAISONNEUVE,1980-09-26,2030-09-25
Locateur,Centre hospitalier de l'université de Montréal,Avenue  Duluth,PLATEAU MONT-ROYAL,2021-11-01,2025-10-31
Locateur,Centre hospitalier de l'université de Montréal,Avenue  Duluth,PLATEAU MONT-ROYAL,2022-11-01,2024-10-31
Emphytéose,Coopérative d'Habitation Villa  Nobert,7705 Rue  Léo-Guindon,MERCIER/HOCHELAGA/ MAISONNEUVE,1989-09-14,2041-09-13
Emphytéose,Coop. Habit. Sourire à la Vie,7765 Rue  Claire-Fauteux,MERCIER/HOCHELAGA/ MAISONNEUVE,1989-09-14,2053-09-13
Emphytéose,4032713 Canada inc.,50 Boulevard  René-LévesqueO,VILLE-MARIE,1988-04-27,2063-04-26
Emphytéose,SHDM,77 Rue  SherbrookeE,VILLE-MARIE,1986-04-16,2038-04-15
Emphytéose,SHDM,61 Rue  SherbrookeE,VILLE-MARIE,1986-04-16,2038-04-15
Emphytéose,Syndicat de copropriété du garage du cours Le Royer inc.,410 Boulevard  Saint-Laurent,VILLE-MARIE,1980-04-10,2043-05-29
Emphytéose,Coop. Habit. Métis du Nord  Corporation Waskahegen,2060 Rue  De Villiers,SUD-OUEST,1988-05-12,2040-05-11
Emphytéose,Coop. Habit. Fou-Rire S-O Mtl,4255 Rue  Saint-Ambroise,SUD-OUEST,1990-01-09,2042-01-08
Emphytéose,Coop. Habit. Fou-Rire S-O Mtl,2650 Avenue  Lionel-Groulx,SUD-OUEST,1990-01-09,2042-01-08
Emphytéose,Habitations Communautaires de  Verdun,1920 Rue  Wellington,SUD-OUEST,1989-05-09,2041-05-08
Emphytéose,Coopérative d'Habitation l'Oas is du Sud-Ouest (Montréal),1600 Rue  Saint-Jacques,SUD-OUEST,1988-05-19,2040-05-18
Emphytéose,SHDM,2080 Rue  MontcalmE,VILLE-MARIE,1980-07-11,2032-07-10
Emphytéose,Coop. Habit. Métis du Nord Corporation Waskahegen,2050 53e Avenue,R-D-P / P-A-T,1990-03-16,2042-03-15
Emphytéose,9280-4509 Québec inc.,7480 Avenue  André-Ampère,R-D-P / P-A-T,1987-07-01,2039-06-30
Emphytéose,Coopérative d'Habitation Les Dynamiques,7525 Rue  Mariana-Jodoin,R-D-P / P-A-T,1988-05-12,2040-05-11
Emphytéose,Coopérative d'Habitation Chung Hua,205 Avenue  VigerE,VILLE-MARIE,1990-06-22,2042-06-21
Emphytéose,Coop. Habit. Portes Quartier,1700 Rue  Dorion,VILLE-MARIE,1988-05-12,2040-05-11
Emphytéose,9061-9717 Québec inc.,7400 Avenue  André-Ampère,R-D-P / P-A-T,1988-09-23,2040-09-22
Emphytéose,SHDM,4555 Rue  OntarioE,MERCIER/HOCHELAGA/ MAISONNEUVE,1981-10-22,2031-10-21
Emphytéose,Coop.Hab.Alfred Rouleau,8925 Place des Coopératives,AHUNTSIC / CARTIERVILLE,1980-10-27,2032-10-26
Emphytéose,Coop.Hab. Alphonse Desjardins,8906 Place des Coopératives,AHUNTSIC / CARTIERVILLE,1980-10-27,2032-10-26
Emphytéose,Coop. Hab Berthe Louard,8947 Place des Coopératives,AHUNTSIC / CARTIERVILLE,1980-10-27,2032-10-26
Locateur,Coop. Hab. Cyrille Vaillancour,8908 Place des Coopératives,AHUNTSIC / CARTIERVILLE,1980-10-27,2032-10-26
Emphytéose,Coop.Habi. Victor Barbeau,8905 Place des Coopératives,AHUNTSIC / CARTIERVILLE,1980-10-27,2032-10-26
Emphytéose,Coopérative d'Habitation Le Succès de Pointe-St-Charles,1801 Rue  Grand Trunk,SUD-OUEST,1991-10-11,2043-10-10
Emphytéose,Coopérative d'Habitation Le Succès de Pointe-St-Charles,2641 Rue du Centre,SUD-OUEST,1991-10-11,2043-10-10
Emphytéose,S.H.Q. Mtl,2625 Rue de ChâteauguayO,SUD-OUEST,1978-11-01,2028-10-31
Emphytéose,S.H.Q. Mtl,220 Boulevard  René-LévesqueO,VILLE-MARIE,1978-11-01,2028-10-31
Emphytéose,S.H.Q. Mtl,400 Rue  JarryO,VILLERAY/ST-MICHEL/PARC-EXTENS,1984-12-01,2034-11-30
Emphytéose,S.H.Q. Mtl,3441 Avenue du Mont-RoyalO,ROSEMONT / PETITE-PATRIE,1986-12-01,2036-11-30
Emphytéose,S.H.Q. Mtl,4400 Avenue  ColonialeO,PLATEAU MONT-ROYAL,1975-12-01,2025-11-30
Emphytéose,S.H.Q. Mtl,3663 Rue  RachelO,ROSEMONT / PETITE-PATRIE,1984-12-01,2034-11-30
Emphytéose,S.H.Q. Mtl,600 Rue  VillerayO,VILLERAY/ST-MICHEL/PARC-EXTENS,1980-12-01,2030-11-30
Emphytéose,S.H.Q. Mtl,160 Rue  Rose-de-LimaO,SUD-OUEST,1975-12-01,2025-11-30
Emphytéose,S.H.Q. Mtl,387 Rue  Beaubien,ROSEMONT / PETITE-PATRIE,1981-12-01,2031-11-30
Emphytéose,S.H.Q. Mtl,620 Rue  D'AilleboustO,VILLERAY/ST-MICHEL/PARC-EXTENS,1980-12-01,2030-11-30
Emphytéose,Coopérative d'Habitation Oasis Sauvé de Montréal,655 Rue  SauvéE,AHUNTSIC / CARTIERVILLE,1984-11-30,2036-11-29
Emphytéose,SHDM,1591 Rue  La Fontaine,VILLE-MARIE,1980-11-06,2030-11-05
Emphytéose,SHDM,1729 Rue  Alexandre-DeSèveE,VILLE-MARIE,1980-11-06,2030-11-05
Emphytéose,SHDM,1885 Rue  PanetE,VILLE-MARIE,1980-11-06,2030-11-05
Emphytéose,SHDM,1620 Rue de la VisitationE,VILLE-MARIE,1980-11-06,2030-11-05
Emphytéose,SHDM,126 Rue  TurgeonE,SUD-OUEST,1980-11-06,2030-11-05
Emphytéose,S.H.Q. Mtl,5959 Avenue de MonklandO,VILLERAY/ST-MICHEL/PARC-EXTENS,1978-11-01,2028-10-31
Emphytéose,S.H.Q. Mtl,4210 Rue  La Fontaine,MERCIER/HOCHELAGA/ MAISONNEUVE,1979-12-01,2029-11-30
Emphytéose,S.H.Q. Mtl,2600 Avenue  AirdO,MERCIER/HOCHELAGA/ MAISONNEUVE,1986-12-01,2036-11-30
Emphytéose,S.H.Q. Mtl,6800 Avenue de DarlingtonO,COTE-DES-NEIGES / N-D-DE-GRACE,1986-11-01,2036-10-31
Emphytéose,S.H.Q. Mtl,4811 Rue  VézinaO,COTE-DES-NEIGES / N-D-DE-GRACE,1986-11-01,2036-10-31
Emphytéose,S.H.Q. Mtl,3911 Avenue  ColonialeO,PLATEAU MONT-ROYAL,1979-05-01,2029-04-30
Emphytéose,Habit. d'Aragon Jogues,6361 Rue  Jogues,SUD-OUEST,1988-07-07,2040-07-06
Emphytéose,Passer'Elles (Augustin-Cantin) ,2431 Rue  Augustin-Cantin,SUD-OUEST,1988-09-23,2029-09-22
Emphytéose,S.H.Q. Mtl,5770 Boulevard  Monk,SUD-OUEST,1982-11-01,2032-10-31
Emphytéose,Coopérative Monoïque,2040 Rue  Saint-André,VILLE-MARIE,1980-11-06,2030-11-05
Locataire,Réseau Express Métropolitain,-,AHUNTSIC / CARTIERVILLE,2017-09-01,2027-02-28
Emphytéose,Foyer des Cents Abris du Centre-Sud,1455 Boulevard de Maisonneuve,VILLE-MARIE,1990-02-13,2042-02-12
Locataire,Réseau de transport,Rue  Victoria,R-D-P / P-A-T,2017-08-01,2027-01-31
Locataire,Canadien National,9600 Rue  Lajeunesse,AHUNTSIC / CARTIERVILLE,2018-07-01,2028-06-30
Locataire,Adm portuaire de Montréal,Avenue  Papineau,VILLE-MARIE,1959-01-01,2020-12-31
Locateur,Administration portuaire de Montréal,-,Autre ou multiple,2016-01-01,2030-12-31
Emphytéose,HYDRO-QUÉBEC,845 Avenue  Bloomfield (OUT),OUTREMONT,1984-11-06,2036-11-05
Locataire,GRANDE MOSQUEE MONTREAL,Boulevard  Saint-Laurent,VILLE-MARIE,2023-04-01,2025-03-31
Locateur,Jones Lang Lasalle services immobilier inc.,99999 Avenue  Lafleur (LSL),LASALLE,2021-11-01,2024-07-30
Locateur,HYDRO-QUÉBEC,11185  Métropolitain (MTE)E,MONTRÉAL-EST,2021-08-09,2071-08-08
Locataire,Commission scolaire,Rue  Terbois (SLN),SAINT-LÉONARD,2022-08-01,2042-07-31
Locateur,Pépinière et paysagiste Marina inc.,Rue  Notre-Dame (LCH)O,LACHINE,2021-04-01,2027-10-31
Locateur,Les Ponts Jacques Cartier et Champlain inc,9999 Rue  Bridge,SUD-OUEST,2020-12-08,2024-11-30
Locateur,Restaurant MacGeorge inc.,99999 Boulevard  Décarie,COTE-DES-NEIGES / N-D-DE-GRACE,2021-01-25,2025-08-31
Locataire,Cegep Marie-Victorin,Boulevard  Maurice-DuplessisE,R-D-P / P-A-T,2022-03-01,2062-02-28
Locataire,MARCHE CENTRAL HOLDINGS INC,Boulevard de l' Acadie,AHUNTSIC / CARTIERVILLE,2023-01-01,2024-12-31
Locateur,MARCHÉ CENTRAL HOLDINGS INC.,Boulevard de l' Acadie,AHUNTSIC / CARTIERVILLE,2022-01-01,2024-12-31
Locataire,CIUSSS DU NORD-DE-L'ILE-DE-MTL,Boulevard  Maurice-DuplessisE,R-D-P / P-A-T,2022-03-01,2062-02-28
Locataire,Corporation First Capital,1475 Place  FleuryE,AHUNTSIC / CARTIERVILLE,2023-01-01,2024-12-31
Locataire,Adm portuaire de Montréal,-,MERCIER/HOCHELAGA/ MAISONNEUVE,2015-01-01,2028-12-31
Locataire,Compagnie de chemin de fer du canada,1100 Avenue  Beaumont,PLATEAU MONT-ROYAL,2021-01-01,2050-12-31
Locataire,Les Développements 760 N.D.,760 Rue  Notre-Dame (LCH),LACHINE,2020-09-26,2025-09-25
Locataire,Soc. de gestion Place Chartier,512 19e (LCH) Avenue,LACHINE,2020-09-01,2025-08-31
Emphytéose,S.H.Q. Mtl,6350 Rue de Terrebonne,COTE-DES-NEIGES / N-D-DE-GRACE,1982-12-01,2032-11-30
Locataire,"Pont Jacques-Cartier/Champlain,Receveur général du Canada",S-E de Butler et d'Argenson,SUD-OUEST,2001-01-01,2024-10-31
Locataire,"Elso Tarini,Lorraine Martel - Serge Séguin",6761 Rue  BeaubienE,MERCIER/HOCHELAGA/ MAISONNEUVE,1997-11-01,2024-10-31
Locataire,Jalbec inc.,5600 Rue  Hochelaga,MERCIER/HOCHELAGA/ MAISONNEUVE,2008-09-15,2028-10-31
Locataire,Jalbec inc.,5600 Rue  Hochelaga,MERCIER/HOCHELAGA/ MAISONNEUVE,2018-05-01,2029-12-31
Locataire,Jalbec inc.,5600 Rue  Hochelaga,MERCIER/HOCHELAGA/ MAISONNEUVE,2020-10-19,2029-12-18
Locataire,"Paroisse St-Justin,Paroisse Notre Dame D'Anjou",5055 Rue  Joffre,MERCIER/HOCHELAGA/ MAISONNEUVE,1997-08-01,2024-08-31
Locataire,SHDM,911  Jean-Talon E,VILLERAY/ST-MICHEL/PARC-EXTENS,2017-12-16,2042-12-15
Locataire,"Restaurants McDonald Canada,Les immeubles 6600-6650 CSL",6650 de la Côte-Saint-Luc,COTE-DES-NEIGES / N-D-DE-GRACE,1999-06-01,2023-09-30
Locataire,"F.D.L. Compagnie Ltée,Lafleur inc.,F.D.L. Compagnie Ltée,Société en commandite",6585 de la Côte-des-Neiges,COTE-DES-NEIGES / N-D-DE-GRACE,2005-09-01,2031-08-31
Locataire,Georges Perrier,10794 Rue  Lajeunesse,AHUNTSIC / CARTIERVILLE,2018-11-01,2028-10-31
Locataire,ÉDIFICE 201 LAURIER INC.,201 Avenue  LaurierE,PLATEAU MONT-ROYAL,2015-01-01,2024-12-31
Locataire,888 Maisonneuve com. trust,"888, boul. de Maisonneuve E",VILLE-MARIE,2010-02-05,2027-01-31
Locataire,Place Dupuis Commercial Trust,888 Boulevard  De MaisonneuveE,VILLE-MARIE,2021-01-01,2030-12-31
Locataire,2946-8980 Québec inc.,5160 Boulevard  Décarie,COTE-DES-NEIGES / N-D-DE-GRACE,2008-01-01,2031-10-31
Locataire,Habitations Les II Volets,6240 Avenue  Christophe-Colomb,ROSEMONT / PETITE-PATRIE,2007-08-01,2024-07-31
Locataire,Corporation Mainbourg,14115 Rue  Prince-Arthur,R-D-P / P-A-T,2003-12-01,2033-11-30
Locataire,Corporation Mainbourg,14115 Rue  Prince-Arthur,R-D-P / P-A-T,2004-12-01,2033-11-30
Locataire,De Luca Settimio-Catena Donato,1380 Boulevard  Rosemont,ROSEMONT / PETITE-PATRIE,2008-04-01,2028-03-31
Locataire,Fab Par Nativité Ste Vierge,1884 Rue  Saint-Germain,MERCIER/HOCHELAGA/ MAISONNEUVE,2007-01-01,2029-12-31
Locataire,"Lesonie S.A.,Centre Comm. Salaberry inc.",5900 Rue  De Salaberry,AHUNTSIC / CARTIERVILLE,2002-12-20,2028-09-30
Locataire,Soc. dir. musées Montréalais,333 Rue  Peel,SUD-OUEST,2003-12-01,2028-12-31
Locataire,Les Habitations Nicolas Viel,10707 Avenue de l' Esplanade,AHUNTSIC / CARTIERVILLE,2007-10-01,2026-09-30
Locateur,Reseau Express Métropolitain   Inc. (REM),9280A Rue  Thimens (PFD),PIERREFONDS/ROXBORO,2010-11-15,2099-12-31
Locataire,Clurican inc.,425 Place  Jacques-Cartier,VILLE-MARIE,2008-09-01,2026-04-30
Locataire,9169-6260 Qc inc.,780 Avenue Brewster,SUD-OUEST,2007-01-01,2026-12-31
Locataire,9169-6260 Qc inc.,780 Avenue  Brewster,SUD-OUEST,2012-04-01,2026-04-30
Locataire,Soc. commandite Notre-Dame O,"740, rue Notre-Dame O",VILLE-MARIE,2006-10-01,2025-09-30
Locataire,9160-7580 Québec inc. /,3565 Rue  JarryE,VILLERAY/ST-MICHEL/PARC-EXTENS,2007-04-01,2032-03-31
Locataire,4424221 Canada inc.,9200 Rue  SherbrookeE,MERCIER/HOCHELAGA/ MAISONNEUVE,2023-06-01,2027-05-31
Locataire,"La mission Bon Accueil,3911349 Canada inc.",4707 Rue  Notre-DameO,SUD-OUEST,2008-01-01,2027-12-31
Locataire,Ass. Sport. et Comm Centre sud,2093 Rue de la Visitation,VILLE-MARIE,2008-07-01,2033-06-30
Locataire,4373049 Canada inc.,405 Avenue  Ogilvy,VILLERAY/ST-MICHEL/PARC-EXTENS,2008-01-01,2027-12-31
Locataire,JTI-MACDONALD,"2455, rue Larivière",VILLE-MARIE,2010-02-16,2017-04-30
Locataire,Gestion Olymbec inc.,6557 Avenue de l' Esplanade,ROSEMONT / PETITE-PATRIE,2010-01-01,2024-10-31
Locataire,Développement Camirand inc.,"4807, rue Molson",ROSEMONT / PETITE-PATRIE,2009-09-15,2027-09-30
Locataire,119104 Canada Ltée,8695 Rue  Hochelaga,MERCIER/HOCHELAGA/ MAISONNEUVE,2010-06-02,2025-05-31
Locataire,CIUSSS Ouest de Mtl,"150, 15e (LCH) Avenue",LACHINE,2010-04-01,2028-03-31
Locataire,Kree Holdings inc.,6850 Rue  Sherbrooke Est,MERCIER/HOCHELAGA/ MAISONNEUVE,2011-01-01,2025-06-30
Locataire,3928446 Canada Inc.,5800 Rue  Saint-Denis,ROSEMONT / PETITE-PATRIE,2011-03-01,2028-11-07
