NUMEROTATION,TYPE_SOINS,GRP_RUBR,NBR_DPRTS,SEJ_TOT,SEJ_MOY,GRP_AGE-0_9,GRP_AGE-10_19,GRP_AGE-20_39,GRP_AGE-40_59,GRP_AGE-60_69,GRP_AGE-70+,NBR_DECES,AUT_POURC,NBR_OPRS,POUR_PROV_URG,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
189,Soins physiques et psychiatriques de courte durée,Résultats anormaux de l'examen des urines  sans diagnostic (R80-R82),21,48,2.3,2,1,2,6,6,4,0,0.00%,19,9.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
190,Soins physiques et psychiatriques de courte durée,Résultats anormaux de l'examen d'autres liquides  substances et tissus  sans diagnostic (R83-R89),5,10,2.0,0,0,1,2,1,1,0,0.00%,4,20.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
191,Soins physiques et psychiatriques de courte durée,Résultats anormaux d'imagerie diagnostique et d'épreuves fonctionnelles  sans diagnostic (R90- R94),411,2316,5.6,8,4,18,106,118,157,4,0.00%,211,61.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
192,Soins physiques et psychiatriques de courte durée,Causes de mortalité mal définies et inconnues (R95-R99),6,28,4.7,1,1,0,0,1,3,4,25.00%,5,66.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
193,Soins physiques et psychiatriques de courte durée,Lésions traumatiques de la tête (S00-S09),5332,58291,10.9,712,371,743,687,560,2259,358,1.10%,2363,82.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
194,Soins physiques et psychiatriques de courte durée,Lésions traumatiques du cou (S10-S19),890,14286,16.1,30,47,117,192,134,370,42,2.40%,479,76.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
195,Soins physiques et psychiatriques de courte durée,Lésions traumatiques du thorax (S20-S29),3092,32182,10.4,16,68,299,592,454,1663,83,3.60%,1157,92.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
196,Soins physiques et psychiatriques de courte durée,Lésions traumatiques de l'abdomen  des lombes  du rachis lombaire et du bassin (S30-S39),4366,65355,15.0,63,165,561,612,427,2538,99,2.00%,1371,87.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
197,Soins physiques et psychiatriques de courte durée,Lésions traumatiques de l'épaule et de la partie supérieure du bras (S40-S49),3282,33252,10.1,384,144,272,481,468,1533,54,1.90%,2143,72.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
198,Soins physiques et psychiatriques de courte durée,Lésions traumatiques du coude et de l'avant-bras (S50-S59),2588,12281,4.7,212,286,357,574,443,716,11,18.20%,2223,70.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
199,Soins physiques et psychiatriques de courte durée,Lésions traumatiques du poignet et de la main (S60-S69),1074,4182,3.9,36,100,343,298,132,165,2,0.00%,891,75.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
200,Soins physiques et psychiatriques de courte durée,Lésions traumatiques de la hanche et de la cuisse (S70-S79),10510,206109,19.6,133,105,261,750,1157,8104,575,0.70%,8426,79.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
201,Soins physiques et psychiatriques de courte durée,Lésions traumatiques du genou et de la partie inférieure de la jambe (S80-S89),5777,48260,8.4,65,385,1103,1566,1006,1652,25,0.00%,4702,74.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
202,Soins physiques et psychiatriques de courte durée,Lésions traumatiques de la cheville et du pied (S90-S99),737,5381,7.3,21,37,159,211,98,211,1,0.00%,465,69.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
203,Soins physiques et psychiatriques de courte durée,Lésions traumatiques de plusieurs parties du corps (T00-T07),143,2310,16.2,6,10,28,27,13,59,1,0.00%,50,71.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
204,Soins physiques et psychiatriques de courte durée,Lésions traumatiques de siège non précisé du tronc  d'un membre ou région du corps (T08-T14),101,740,7.3,10,4,7,17,4,59,2,0.00%,29,82.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
205,Soins physiques et psychiatriques de courte durée,Effets dus à un corps étranger ayant pénétré dans un orifice naturel (T15-T19),453,1398,3.1,126,49,56,77,46,99,12,0.00%,358,92.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
206,Soins physiques et psychiatriques de courte durée,Brûlures et corrosions de la surface externe du corps  selon la localisation (T20-T25),461,6884,14.9,58,26,126,141,49,61,12,0.00%,298,39.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
207,Soins physiques et psychiatriques de courte durée,Brûlures et corrosions de l'oeil et des organes internes (T26-T28),26,160,6.2,3,0,3,10,2,8,4,0.00%,17,69.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
208,Soins physiques et psychiatriques de courte durée,Brûlures et corrosions de parties du corps  multiples et non précisées (T29-T32),33,257,7.8,7,2,5,11,2,6,1,0.00%,12,78.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
209,Soins physiques et psychiatriques de courte durée,Gelure (T33-T35),34,575,16.9,0,1,15,14,4,0,0,0.00%,19,20.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
210,Soins physiques et psychiatriques de courte durée,Intoxication par des drogues  médicaments et substances biologiques (T36-T50),3243,19993,6.2,167,475,797,984,359,461,33,3.00%,888,91.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
211,Soins physiques et psychiatriques de courte durée,Effets toxiques de substances d'origine essentiellement non médicinale (T51-T65),434,1851,4.3,52,39,113,129,56,45,13,0.00%,173,86.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
212,Soins physiques et psychiatriques de courte durée,Effets de causes externes  autres et non précisés (T66-T78),940,3283,3.5,289,97,141,171,103,139,34,0.00%,200,87.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
213,Soins physiques et psychiatriques de courte durée,Certaines complications précoces des traumatismes (T79),301,4617,15.3,7,19,54,60,30,131,6,0.00%,122,85.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
214,Soins physiques et psychiatriques de courte durée,Complications de soins chirurgicaux et médicaux  non classées ailleurs (T80-T88),14606,128722,8.8,455,344,1304,3503,3545,5455,219,6.80%,10088,56.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
215,Soins physiques et psychiatriques de courte durée,Sujets ayant recours aux services de santé pour des examens divers (Z00-Z13),3499,12785,3.7,794,278,483,694,544,706,10,10.00%,704,16.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
216,Soins physiques et psychiatriques de courte durée,Sujets pouvant courir un risque lié à des maladies transmissibles (Z20-Z29),80,254,3.2,63,4,3,6,3,1,0,0.00%,17,13.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
217,Soins physiques et psychiatriques de courte durée,Sujets ayant recours aux services de santé pour des motifs liés à la reproduction (Z30-Z39),62439,139357,2.2,59529,50,2753,107,0,0,58,25.90%,7043,0.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
218,Soins physiques et psychiatriques de courte durée,Sujets ayant recours aux services de santé pour des actes médicaux et des soins spécifiques (Z40- Z54),26684,260326,9.8,868,780,1841,5327,5523,12345,6801,0.50%,8808,24.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
219,Soins physiques et psychiatriques de courte durée,Sujets dont la santé peut être menacée par des conditions socio-économiques et psycho-sociales (Z55-Z65),277,2949,10.6,11,92,71,44,22,37,0,0.00%,10,76.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
220,Soins physiques et psychiatriques de courte durée,Sujets ayant recours aux services de santé pour d'autres motifs (Z70-Z76),684,10745,15.7,166,34,66,53,96,269,8,0.00%,71,26.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
221,Soins physiques et psychiatriques de courte durée,TOTAL : Soins physiques et psychiatriques de courte durée,806350,6672197,8.3,127268,21551,147208,127216,117157,265950,30941,1.90%,416512,51.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
222,Soins en chirurgie d'un jour,Maladies intestinales infectieuses (A00-A09),12,12,1.0,1,1,1,3,3,3,0,0.00%,12,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
223,Soins en chirurgie d'un jour,Tuberculose (A15-A19),7,7,1.0,1,0,4,0,2,0,0,0.00%,7,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
224,Soins en chirurgie d'un jour,Autres maladies bactériennes (A30-A49),9,9,1.0,3,0,2,1,2,1,0,0.00%,9,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
225,Soins en chirurgie d'un jour,Infections dont le mode de transmission est essentiellement sexuel (A50-A64),467,467,1.0,2,6,205,190,44,20,0,0.00%,467,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
226,Soins en chirurgie d'un jour,Infections virales caractérisées par des lésions cutanéo- muqueuses (B00-B09),115,115,1.0,19,8,20,20,17,31,0,0.00%,115,0.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
227,Soins en chirurgie d'un jour,Autres maladies virales (B25-B34),5,5,1.0,1,0,1,1,1,1,0,0.00%,5,20.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
228,Soins en chirurgie d'un jour,Mycoses (B35-B49),38,38,1.0,2,2,2,14,9,9,0,0.00%,38,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
229,Soins en chirurgie d'un jour,Maladies dues à des protozoaires (B50-B64),3,3,1.0,0,0,0,0,1,2,0,0.00%,3,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
230,Soins en chirurgie d'un jour,Helminthiases (B65-B83),2,2,1.0,0,0,1,1,0,0,0,0.00%,2,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
231,Soins en chirurgie d'un jour,Pédiculose  acariase et autres infestations (B85-B89),1,1,1.0,0,0,0,1,0,0,0,0.00%,1,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
232,Soins en chirurgie d'un jour,Autres maladies infectieuses (B99),2,2,1.0,0,0,0,2,0,0,0,0.00%,2,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
233,Soins en chirurgie d'un jour,Tumeurs malignes de la lèvre  de la cavité buccale et du pharynx (C00-C14),472,472,1.0,0,2,13,146,151,160,0,0.00%,472,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
234,Soins en chirurgie d'un jour,Tumeurs malignes des organes digestifs (C15-C26),597,597,1.0,0,0,6,171,183,237,0,0.00%,597,0.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
235,Soins en chirurgie d'un jour,Tumeurs malignes des organes respiratoires et intrathoraciques (C30-C39),637,637,1.0,6,1,7,142,207,274,0,0.00%,637,0.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
236,Soins en chirurgie d'un jour,Tumeurs malignes des os et du cartilage articulaire (C40- C41),32,32,1.0,9,6,6,5,5,1,0,0.00%,32,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
237,Soins en chirurgie d'un jour,Mélanome malin et autres tumeurs malignes de la peau (C43-C44),5600,5600,1.0,1,7,118,1023,1300,3151,0,0.00%,5600,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
238,Soins en chirurgie d'un jour,Tumeurs malignes du tissu mésothélial et des tissus mous (C45-C49),122,122,1.0,15,3,21,25,25,33,0,0.00%,122,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
239,Soins en chirurgie d'un jour,Tumeur maligne du sein (C50),5946,5946,1.0,0,0,212,2242,1907,1585,0,0.00%,5945,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
240,Soins en chirurgie d'un jour,Tumeurs malignes des organes génitaux de la femme (C51- C58),597,597,1.0,0,1,74,239,156,127,0,0.00%,597,0.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
241,Soins en chirurgie d'un jour,Tumeurs malignes des organes génitaux de l'homme (C60- C63),988,988,1.0,1,1,161,199,339,287,0,0.00%,988,0.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
242,Soins en chirurgie d'un jour,Tumeurs malignes des voies urinaires (C64-C68),1905,1905,1.0,3,0,10,224,570,1098,0,0.00%,1905,0.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
243,Soins en chirurgie d'un jour,Tumeurs malignes de l'oeil  de l'encéphale et d'autres parties du système nerveux central (C69-C72),193,193,1.0,58,14,16,35,40,30,0,0.00%,193,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
244,Soins en chirurgie d'un jour,Tumeurs malignes de la thyroïde et d'autres glandes endocrines (C73-C75),187,187,1.0,7,4,53,85,28,10,0,0.00%,187,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
245,Soins en chirurgie d'un jour,Tumeurs malignes de sièges mal définis  secondaires et non précisés (C76-C80),523,523,1.0,8,2,12,198,172,131,0,0.00%,523,0.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
246,Soins en chirurgie d'un jour,Tumeurs malignes des tissus lymphoïdes  hématopoïétiques et apparentés (C81-C96),930,930,1.0,170,125,81,151,189,214,0,0.00%,930,0.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
247,Soins en chirurgie d'un jour,Tumeurs in situ (D00-D09),6246,6246,1.0,0,4,613,1544,1715,2370,0,0.00%,6246,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
248,Soins en chirurgie d'un jour,Tumeurs bénignes (D10-D36),10906,10906,1.0,433,545,2349,4341,1971,1267,0,0.00%,10906,0.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
249,Soins en chirurgie d'un jour,Tumeurs à évolution imprévisible ou inconnue (D37-D48),571,571,1.0,13,15,76,149,130,188,0,0.00%,571,0.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
250,Soins en chirurgie d'un jour,Anémies nutritionnelles (D50-D53),8,8,1.0,0,1,1,0,0,6,0,0.00%,8,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
251,Soins en chirurgie d'un jour,Anémies hémolytiques (D55-D59),3,3,1.0,2,0,1,0,0,0,0,0.00%,3,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
252,Soins en chirurgie d'un jour,Anémies aplastiques (aplasies médullaires) et autres anémies (D60-D64),21,21,1.0,3,4,0,7,6,1,0,0.00%,21,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
253,Soins en chirurgie d'un jour,Anomalies de la coagulation  purpura et autres affections hémorragiques (D65-D69),9,9,1.0,6,2,0,0,0,1,0,0.00%,9,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
254,Soins en chirurgie d'un jour,Autres maladies du sang et des organes hématopoïétiques (D70-D77),33,33,1.0,5,1,3,6,11,7,0,0.00%,33,3.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
255,Soins en chirurgie d'un jour,Certaines anomalies du système immunitaire (D80-D89),35,35,1.0,2,0,7,17,3,6,0,0.00%,35,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
256,Soins en chirurgie d'un jour,Affections de la glande thyroïde (E00-E07),128,128,1.0,1,3,23,61,22,18,0,0.00%,128,0.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
257,Soins en chirurgie d'un jour,Diabète sucré (E10-E14),309,309,1.0,0,1,30,109,83,86,0,0.00%,309,1.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
258,Soins en chirurgie d'un jour,Maladies des autres glandes endocrines (E20-E35),39,39,1.0,9,0,10,12,3,5,0,0.00%,39,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
259,Soins en chirurgie d'un jour,Malnutrition (E40-E46),3,3,1.0,1,0,0,2,0,0,0,0.00%,3,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
260,Soins en chirurgie d'un jour,Autres carences nutritionnelles (E50-E64),1,1,1.0,0,0,0,1,0,0,0,0.00%,1,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
261,Soins en chirurgie d'un jour,Obésité et autres excès d'apport (E65-E68),213,213,1.0,1,1,85,111,13,2,0,0.00%,213,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
262,Soins en chirurgie d'un jour,Anomalies du métabolisme (E70-E90),80,80,1.0,11,4,16,31,11,7,0,0.00%,80,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
263,Soins en chirurgie d'un jour,Schizophrénie  trouble schizotypique et troubles délirants (F20-F29),83,83,1.0,0,0,4,44,10,25,0,0.00%,83,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
264,Soins en chirurgie d'un jour,Troubles de l'humeur [affectifs] (F30-F39),493,493,1.0,0,2,102,189,74,126,0,0.00%,493,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
265,Soins en chirurgie d'un jour,Troubles névrotiques  troubles liés à des facteurs de stress et troubles somatoformes (F40-F48),9,9,1.0,0,0,0,4,2,3,0,0.00%,9,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
266,Soins en chirurgie d'un jour,Syndromes comportementaux associés à des perturbations physiologiques et à des facteurs physiques (F50-F59),1,1,1.0,0,0,1,0,0,0,0,0.00%,1,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
267,Soins en chirurgie d'un jour,Troubles de la personnalité et du comportement chez l'adulte (F60-F69),1,1,1.0,0,0,1,0,0,0,0,0.00%,1,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
268,Soins en chirurgie d'un jour,Retard mental (F70-F79),1,1,1.0,0,0,0,1,0,0,0,0.00%,1,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
269,Soins en chirurgie d'un jour,Troubles du développement psychologique (F80-F89),44,44,1.0,38,6,0,0,0,0,0,0.00%,44,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
270,Soins en chirurgie d'un jour,Troubles du comportement et troubles émotionnels apparaissant habituellement durant l'enfance et l'adolescence (F90-F98),2,2,1.0,0,1,0,1,0,0,0,0.00%,2,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
271,Soins en chirurgie d'un jour,Maladies inflammatoires du système nerveux central (G00- G09),7,7,1.0,5,0,0,1,0,1,0,0.00%,7,14.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
272,Soins en chirurgie d'un jour,Affections dégénératives systémiques affectant principalement le système nerveux central (G10-G14),15,15,1.0,14,0,0,1,0,0,0,0.00%,15,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
273,Soins en chirurgie d'un jour,Syndromes extrapyramidaux et troubles de la motricité (G20-G26),7,7,1.0,1,3,0,1,0,2,0,0.00%,7,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
274,Soins en chirurgie d'un jour,Autres affections dégénératives du système nerveux (G30- G32),2,2,1.0,2,0,0,0,0,0,0,0.00%,2,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
275,Soins en chirurgie d'un jour,Maladies démyélinisantes du système nerveux central (G35- G37),4,4,1.0,1,1,0,1,1,0,0,0.00%,4,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
276,Soins en chirurgie d'un jour,Affections épisodiques et paroxystiques (G40-G47),291,291,1.0,223,45,10,8,3,2,0,0.00%,291,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
277,Soins en chirurgie d'un jour,Affections des nerfs  des racines et des plexus nerveux (G50-G59),8644,8644,1.0,1,14,1059,3792,1817,1961,0,0.00%,8643,0.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
278,Soins en chirurgie d'un jour,Polynévrites et autres affections du système nerveux périphérique (G60-G64),39,39,1.0,0,0,8,16,6,9,0,0.00%,39,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
279,Soins en chirurgie d'un jour,Affections musculaires et des jonctions neuro-musculaires (G70-G73),99,99,1.0,3,2,8,27,35,24,0,0.00%,99,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
280,Soins en chirurgie d'un jour,Paralysies cérébrales et autres syndromes paralytiques (G80- G83),69,69,1.0,36,26,5,1,0,1,0,0.00%,69,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
281,Soins en chirurgie d'un jour,Autres affections du système nerveux (G90-G99),144,144,1.0,71,17,23,15,5,13,0,0.00%,144,6.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
282,Soins en chirurgie d'un jour,Affections de la paupière  de l'appareil lacrymal et de l'orbite (H00-H06),3480,3480,1.0,237,57,182,640,924,1440,0,0.00%,3480,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
283,Soins en chirurgie d'un jour,Affections de la conjonctive (H10-H13),737,737,1.0,2,1,80,310,172,172,0,0.00%,737,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
284,Soins en chirurgie d'un jour,Affections de la sclère  de la cornée  de l'iris et du corps ciliaire (H15-H22),767,767,1.0,18,20,98,131,177,323,0,0.00%,767,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
