NUMEROTATION,TYPE_SOINS,GRP_RUBR,NBR_DPRTS,SEJ_TOT,SEJ_MOY,GRP_AGE-0_9,GRP_AGE-10_19,GRP_AGE-20_39,GRP_AGE-40_59,GRP_AGE-60_69,GRP_AGE-70+,NBR_DECES,AUT_POURC,NBR_OPRS,POUR_PROV_URG,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
189,Soins physiques et psychiatriques de courte durée,Résultats anormaux de l'examen des urines  sans diagnostic (R80-R82),24,52,2.2,1,2,6,5,7,3,0,0.00%,17,16.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
190,Soins physiques et psychiatriques de courte durée,Résultats anormaux de l'examen d'autres liquides  substances et tissus  sans diagnostic (R83-R89),7,21,3,0,0,3,3,0,1,0,0.00%,6,28.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
191,Soins physiques et psychiatriques de courte durée,Résultats anormaux d'imagerie diagnostique et d'épreuves fonctionnelles  sans diagnostic (R90- R94),423,2373,5.6,13,9,22,90,107,182,1,0.00%,182,61.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
192,Soins physiques et psychiatriques de courte durée,Causes de mortalité mal définies et inconnues (R95-R99),14,88,6.3,1,0,0,0,1,12,12,8.30%,8,78.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
193,Soins physiques et psychiatriques de courte durée,Lésions traumatiques de la tête (S00-S09),5322,56294,10.6,659,405,789,776,570,2123,408,0.50%,2473,81.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
194,Soins physiques et psychiatriques de courte durée,Lésions traumatiques du cou (S10-S19),897,15486,17.3,21,51,183,209,120,313,43,0.00%,501,76.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
195,Soins physiques et psychiatriques de courte durée,Lésions traumatiques du thorax (S20-S29),2995,31024,10.4,13,65,282,592,437,1606,76,1.30%,1109,91.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
196,Soins physiques et psychiatriques de courte durée,Lésions traumatiques de l'abdomen  des lombes  du rachis lombaire et du bassin (S30-S39),4416,63578,14.4,77,203,471,636,468,2561,136,2.20%,1361,87.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
197,Soins physiques et psychiatriques de courte durée,Lésions traumatiques de l'épaule et de la partie supérieure du bras (S40-S49),3172,31710,10,397,144,243,526,451,1411,65,0.00%,2178,72.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
198,Soins physiques et psychiatriques de courte durée,Lésions traumatiques du coude et de l'avant-bras (S50-S59),2732,12803,4.7,229,303,376,610,446,768,7,0.00%,2386,71.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
199,Soins physiques et psychiatriques de courte durée,Lésions traumatiques du poignet et de la main (S60-S69),1185,4012,3.4,25,120,401,332,121,186,3,0.00%,1010,78.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
200,Soins physiques et psychiatriques de courte durée,Lésions traumatiques de la hanche et de la cuisse (S70-S79),10374,204495,19.7,170,127,256,753,1123,7945,510,0.80%,8300,78.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
201,Soins physiques et psychiatriques de courte durée,Lésions traumatiques du genou et de la partie inférieure de la jambe (S80-S89),5916,47248,8,84,424,1118,1695,992,1603,28,0.00%,4867,75.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
202,Soins physiques et psychiatriques de courte durée,Lésions traumatiques de la cheville et du pied (S90-S99),755,5740,7.6,21,46,151,211,96,230,0,0.00%,485,72.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
203,Soins physiques et psychiatriques de courte durée,Lésions traumatiques de plusieurs parties du corps (T00-T07),137,1644,12,4,10,28,38,11,46,4,0.00%,60,78.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
204,Soins physiques et psychiatriques de courte durée,Lésions traumatiques de siège non précisé du tronc  d'un membre ou région du corps (T08-T14),116,1127,9.7,5,12,16,6,11,66,1,0.00%,25,75.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
205,Soins physiques et psychiatriques de courte durée,Effets dus à un corps étranger ayant pénétré dans un orifice naturel (T15-T19),451,1399,3.1,134,42,56,86,45,88,18,0.00%,347,88.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
206,Soins physiques et psychiatriques de courte durée,Brûlures et corrosions de la surface externe du corps  selon la localisation (T20-T25),463,6221,13.4,85,38,110,129,54,47,7,0.00%,271,44.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
207,Soins physiques et psychiatriques de courte durée,Brûlures et corrosions de l'oeil et des organes internes (T26-T28),23,190,8.3,3,0,6,9,1,4,1,0.00%,13,52.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
208,Soins physiques et psychiatriques de courte durée,Brûlures et corrosions de parties du corps  multiples et non précisées (T29-T32),21,122,5.8,6,0,5,5,1,4,0,0.00%,4,81.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
209,Soins physiques et psychiatriques de courte durée,Gelure (T33-T35),23,518,22.5,2,0,10,9,2,0,0,0.00%,9,47.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
210,Soins physiques et psychiatriques de courte durée,Intoxication par des drogues  médicaments et substances biologiques (T36-T50),3036,19512,6.4,139,432,741,958,368,398,38,2.60%,842,89.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
211,Soins physiques et psychiatriques de courte durée,Effets toxiques de substances d'origine essentiellement non médicinale (T51-T65),446,2618,5.9,56,40,103,158,52,37,11,9.10%,194,83.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
212,Soins physiques et psychiatriques de courte durée,Effets de causes externes  autres et non précisés (T66-T78),859,2691,3.1,241,89,163,176,91,99,33,0.00%,180,84.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
213,Soins physiques et psychiatriques de courte durée,Certaines complications précoces des traumatismes (T79),267,3781,14.2,13,13,48,43,31,119,9,0.00%,115,88.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
214,Soins physiques et psychiatriques de courte durée,Complications de soins chirurgicaux et médicaux  non classées ailleurs (T80-T88),14254,123951,8.7,448,316,1327,3536,3595,5032,238,9.20%,9722,56.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
215,Soins physiques et psychiatriques de courte durée,Codes provisoires attribués temporairement par l'Organisation mondiale de la Santé à de nouvelles maladies d'étiologie incertaine ou d'usage urgent (U00-U49),2,18,9,0,0,0,1,0,1,1,0.00%,2,50.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
216,Soins physiques et psychiatriques de courte durée,Sujets ayant recours aux services de santé pour des examens divers (Z00-Z13),3477,12550,3.6,729,200,472,746,582,748,13,0.00%,690,15.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
217,Soins physiques et psychiatriques de courte durée,Sujets pouvant courir un risque lié à des maladies transmissibles (Z20-Z29),59,139,2.4,48,3,6,2,0,0,0,0.00%,15,18.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
218,Soins physiques et psychiatriques de courte durée,Sujets ayant recours aux services de santé pour des motifs liés à la reproduction (Z30-Z39),65335,147784,2.3,62002,71,3163,99,0,0,72,18.10%,7995,0.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
219,Soins physiques et psychiatriques de courte durée,Sujets ayant recours aux services de santé pour des actes médicaux et des soins spécifiques (Z40- Z54),24477,247075,10.1,943,754,1735,5229,5079,10737,5916,0.50%,8642,22.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
220,Soins physiques et psychiatriques de courte durée,Sujets dont la santé peut être menacée par des conditions socio-économiques et psycho-sociales (Z55-Z65),260,3621,13.9,3,92,55,48,20,42,0,0.00%,16,71.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
221,Soins physiques et psychiatriques de courte durée,Sujets ayant recours aux services de santé pour d'autres motifs (Z70-Z76),710,17335,24.4,178,22,67,54,76,313,15,0.00%,92,33.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
222,Soins physiques et psychiatriques de courte durée,Total Soins physiques et psychiatriques de courte durée,798375,6605645,8.3,128776,21599,149514,129760,115508,253218,30096,2.10%,413420,51.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
223,Soins en chirurgie d'un jour,Maladies intestinales infectieuses (A00-A09),19,19,1,0,5,2,6,2,4,0,0.00%,19,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
224,Soins en chirurgie d'un jour,Tuberculose (A15-A19),9,9,1,3,0,2,1,1,2,0,0.00%,9,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
225,Soins en chirurgie d'un jour,Certaines maladies zoonotiques bactériennes (A20-A28),2,2,1,0,0,0,2,0,0,0,0.00%,2,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
226,Soins en chirurgie d'un jour,Autres maladies bactériennes (A30-A49),17,17,1,11,2,0,2,1,1,0,0.00%,17,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
227,Soins en chirurgie d'un jour,Infections dont le mode de transmission est essentiellement sexuel (A50-A64),459,459,1,6,8,214,170,39,22,0,0.00%,459,0.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
228,Soins en chirurgie d'un jour,Autres maladies à spirochètes (A65-A69),1,1,1,0,0,0,1,0,0,0,0.00%,1,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
229,Soins en chirurgie d'un jour,Infections virales caractérisées par des lésions cutanéo- muqueuses (B00-B09),127,127,1,31,7,23,24,17,25,0,0.00%,127,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
230,Soins en chirurgie d'un jour,Autres maladies virales (B25-B34),4,4,1,0,1,1,0,1,1,0,0.00%,4,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
231,Soins en chirurgie d'un jour,Mycoses (B35-B49),42,42,1,1,1,3,9,16,12,0,0.00%,42,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
232,Soins en chirurgie d'un jour,Maladies dues à des protozoaires (B50-B64),5,5,1,0,0,1,3,0,1,0,0.00%,5,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
233,Soins en chirurgie d'un jour,Helminthiases (B65-B83),2,2,1,0,0,1,0,1,0,0,0.00%,2,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
234,Soins en chirurgie d'un jour,Autres maladies infectieuses (B99),1,1,1,0,0,0,0,0,1,0,0.00%,1,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
235,Soins en chirurgie d'un jour,Tumeurs malignes de la lèvre  de la cavité buccale et du pharynx (C00-C14),446,446,1,0,1,10,155,134,146,0,0.00%,446,0.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
236,Soins en chirurgie d'un jour,Tumeurs malignes des organes digestifs (C15-C26),595,595,1,0,0,21,166,196,212,0,0.00%,595,0.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
237,Soins en chirurgie d'un jour,Tumeurs malignes des organes respiratoires et intrathoraciques (C30-C39),781,781,1,8,0,6,168,274,325,0,0.00%,781,0.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
238,Soins en chirurgie d'un jour,Tumeurs malignes des os et du cartilage articulaire (C40- C41),34,34,1,6,4,6,13,4,1,0,0.00%,34,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
239,Soins en chirurgie d'un jour,Mélanome malin et autres tumeurs malignes de la peau (C43-C44),5426,5426,1,5,5,144,1044,1259,2969,0,0.00%,5426,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
240,Soins en chirurgie d'un jour,Tumeurs malignes du tissu mésothélial et des tissus mous (C45-C49),159,159,1,12,5,13,33,38,58,0,0.00%,159,0.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
241,Soins en chirurgie d'un jour,Tumeur maligne du sein (C50),5570,5570,1,0,0,189,2234,1824,1323,0,0.00%,5570,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
242,Soins en chirurgie d'un jour,Tumeurs malignes des organes génitaux de la femme (C51- C58),486,486,1,0,0,59,169,151,107,0,0.00%,486,0.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
243,Soins en chirurgie d'un jour,Tumeurs malignes des organes génitaux de l'homme (C60- C63),875,875,1,3,9,142,164,324,233,0,0.00%,875,0.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
244,Soins en chirurgie d'un jour,Tumeurs malignes des voies urinaires (C64-C68),1624,1624,1,3,1,11,232,458,919,0,0.00%,1624,0.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
245,Soins en chirurgie d'un jour,Tumeurs malignes de l'oeil  de l'encéphale et d'autres parties du système nerveux central (C69-C72),188,188,1,72,3,14,26,38,35,0,0.00%,188,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
246,Soins en chirurgie d'un jour,Tumeurs malignes de la thyroïde et d'autres glandes endocrines (C73-C75),187,187,1,7,1,44,92,26,17,0,0.00%,187,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
247,Soins en chirurgie d'un jour,Tumeurs malignes de sièges mal définis  secondaires et non précisés (C76-C80),516,516,1,1,4,20,160,150,181,0,0.00%,516,0.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
248,Soins en chirurgie d'un jour,Tumeurs malignes des tissus lymphoïdes  hématopoïétiques et apparentés (C81-C96),981,981,1,197,110,92,183,179,220,0,0.00%,981,1.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
249,Soins en chirurgie d'un jour,Tumeurs in situ (D00-D09),5657,5657,1,0,9,577,1444,1581,2046,0,0.00%,5657,0.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
250,Soins en chirurgie d'un jour,Tumeurs bénignes (D10-D36),10614,10614,1,433,554,2318,4273,1876,1160,0,0.00%,10614,0.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
251,Soins en chirurgie d'un jour,Tumeurs à évolution imprévisible ou inconnue (D37-D48),568,568,1,18,14,73,156,125,182,0,0.00%,568,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
252,Soins en chirurgie d'un jour,Anémies nutritionnelles (D50-D53),13,13,1,0,0,2,4,5,2,0,0.00%,13,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
253,Soins en chirurgie d'un jour,Anémies hémolytiques (D55-D59),1,1,1,0,0,0,0,0,1,0,0.00%,1,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
254,Soins en chirurgie d'un jour,Anémies aplastiques (aplasies médullaires) et autres anémies (D60-D64),15,15,1,3,4,1,0,2,5,0,0.00%,15,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
255,Soins en chirurgie d'un jour,Anomalies de la coagulation  purpura et autres affections hémorragiques (D65-D69),18,18,1,8,7,0,3,0,0,0,0.00%,18,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
256,Soins en chirurgie d'un jour,Autres maladies du sang et des organes hématopoïétiques (D70-D77),31,31,1,10,1,4,5,6,5,0,0.00%,31,3.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
257,Soins en chirurgie d'un jour,Certaines anomalies du système immunitaire (D80-D89),31,31,1,0,0,4,13,8,6,0,0.00%,31,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
258,Soins en chirurgie d'un jour,Affections de la glande thyroïde (E00-E07),99,99,1,0,0,19,53,20,7,0,0.00%,99,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
259,Soins en chirurgie d'un jour,Diabète sucré (E10-E14),262,262,1,2,2,20,104,78,56,0,0.00%,262,1.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
260,Soins en chirurgie d'un jour,Maladies des autres glandes endocrines (E20-E35),30,30,1,10,1,5,9,4,1,0,0.00%,30,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
261,Soins en chirurgie d'un jour,Malnutrition (E40-E46),1,1,1,0,0,0,0,1,0,0,0.00%,1,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
262,Soins en chirurgie d'un jour,Autres carences nutritionnelles (E50-E64),2,2,1,2,0,0,0,0,0,0,0.00%,2,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
263,Soins en chirurgie d'un jour,Obésité et autres excès d'apport (E65-E68),348,348,1,2,2,157,167,16,4,0,0.00%,348,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
264,Soins en chirurgie d'un jour,Anomalies du métabolisme (E70-E90),92,92,1,14,9,19,35,7,8,0,0.00%,92,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
265,Soins en chirurgie d'un jour,Schizophrénie  trouble schizotypique et troubles délirants (F20-F29),51,51,1,0,1,0,20,7,23,0,0.00%,51,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
266,Soins en chirurgie d'un jour,Troubles de l'humeur [affectifs] (F30-F39),541,541,1,0,20,66,231,76,148,0,0.00%,541,0.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
267,Soins en chirurgie d'un jour,Troubles névrotiques  troubles liés à des facteurs de stress et troubles somatoformes (F40-F48),1,1,1,0,0,0,1,0,0,0,0.00%,1,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
268,Soins en chirurgie d'un jour,Troubles de la personnalité et du comportement chez l'adulte (F60-F69),3,3,1,0,0,3,0,0,0,0,0.00%,3,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
269,Soins en chirurgie d'un jour,Troubles du développement psychologique (F80-F89),88,88,1,78,10,0,0,0,0,0,0.00%,88,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
270,Soins en chirurgie d'un jour,Maladies inflammatoires du système nerveux central (G00- G09),9,9,1,7,0,2,0,0,0,0,0.00%,9,11.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
271,Soins en chirurgie d'un jour,Affections dégénératives systémiques affectant principalement le système nerveux central (G10-G14),2,2,1,2,0,0,0,0,0,0,0.00%,2,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
272,Soins en chirurgie d'un jour,Syndromes extrapyramidaux et troubles de la motricité (G20-G26),14,14,1,4,3,0,6,1,0,0,0.00%,14,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
273,Soins en chirurgie d'un jour,Autres affections dégénératives du système nerveux (G30- G32),2,2,1,1,1,0,0,0,0,0,0.00%,2,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
274,Soins en chirurgie d'un jour,Maladies démyélinisantes du système nerveux central (G35- G37),7,7,1,0,0,1,4,2,0,0,0.00%,7,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
275,Soins en chirurgie d'un jour,Affections épisodiques et paroxystiques (G40-G47),183,183,1,121,27,13,13,6,3,0,0.00%,183,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
276,Soins en chirurgie d'un jour,Affections des nerfs  des racines et des plexus nerveux (G50-G59),8393,8393,1,2,13,1017,3763,1746,1852,0,0.00%,8393,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
277,Soins en chirurgie d'un jour,Polynévrites et autres affections du système nerveux périphérique (G60-G64),25,25,1,1,0,3,10,7,4,0,0.00%,25,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
278,Soins en chirurgie d'un jour,Affections musculaires et des jonctions neuro-musculaires (G70-G73),83,83,1,10,5,14,17,21,16,0,0.00%,83,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
279,Soins en chirurgie d'un jour,Paralysies cérébrales et autres syndromes paralytiques (G80-G83),76,76,1,37,36,0,2,1,0,0,0.00%,76,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
280,Soins en chirurgie d'un jour,Autres affections du système nerveux (G90-G99),121,121,1,37,11,38,22,5,8,0,0.00%,121,14.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
281,Soins en chirurgie d'un jour,Affections de la paupière  de l'appareil lacrymal et de l'orbite (H00-H06),3472,3472,1,258,61,141,652,872,1488,0,0.00%,3472,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
282,Soins en chirurgie d'un jour,Affections de la conjonctive (H10-H13),662,662,1,3,4,80,254,163,158,0,0.00%,662,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
283,Soins en chirurgie d'un jour,Affections de la sclère  de la cornée  de l'iris et du corps ciliaire (H15-H22),755,755,1,7,21,85,142,159,341,0,0.00%,755,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
284,Soins en chirurgie d'un jour,Affections du cristallin (H25-H28),100305,100305,1,47,25,323,8071,28150,63689,0,0.00%,100305,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
285,Soins en chirurgie d'un jour,Affections de la choroïde et de la rétine (H30-H36),3993,3993,1,32,49,177,897,1332,1506,0,0.00%,3993,0.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
