ï»¿description,nom_batiment,classe,lien_photo,piia,annee_inventaire,avis_de_categorisation,st_area(shape),st_length(shape)
GRM_STFL_03791,,Municipal,,Section_7,2021,,142.2934775,61.1489426334116
GRM_STFL_03820,,Municipal,,Section_7,2021,,282.37577615,96.1387090601006
GRM_STFL_03850,,Municipal,,Section_7,2021,,124.78415345,48.9563385596091
GRM_STFL_03851,,Municipal,,Section_7,2021,,121.14502383,47.9247390196717
GRM_STFL_03921,,Municipal,,Section_7,2021,,90.49698425,38.9700129116664
GRM_STFL_03950,,Municipal,,Section_7,2021,,103.86102976,43.5501458969397
GRM_STFL_03951,,Municipal,,Section_7,2021,,121.87199833,45.935960581895
GRM_STFL_03981,,Municipal,,Section_7,2021,,118.95246436,49.5107620296906
GRM_STFL_03991,,Municipal,,Section_7,2021,,76.85282125,35.1799425350017
GRM_STFL_04001,,Municipal,,Section_7,2021,,141.10952526,61.9923499866975
GRM_STFL_04041,,Municipal,,Section_7,2021,,119.3524079,43.7465493480141
GRM_STFL_04050,,Municipal,,Section_7,2021,,194.818945425,59.4330930138329
GRM_STFL_04190,,Municipal,,Section_7,2021,,161.02219168,62.0895465212874
GRM_STFL_04221,,Municipal,,Section_7,2021,,112.60125292,45.5396493631982
GRM_STFL_04600,,Municipal,,Section_7,2021,,101.2036064,40.246948332726
SJP_STJE_01071,,Municipal,,Section_7,2021,,140.111361245,52.2507159763518
SJP_STJE_01350,,Municipal,,Section_7,2021,,125.7282505,47.8257510255579
SJP_STJE_01371,,Municipal,,Section_7,2021,,73.175579505,34.2176499184236
SJP_STJE_01380,,Municipal,,Section_7,2021,,96.6319655,39.6192871428244
SJP_STJE_01385,,Municipal,,Section_7,2021,,113.6546173,42.7510184969137
SJP_STJE_01404,,Municipal,,Section_7,2021,,288.16489426,75.1493276667548
SJP_STJE_01420,,Municipal,,Section_7,2021,,149.7394855,54.1827744295538
SJP_STJE_01421,,Municipal,,Section_7,2021,,127.320012,49.9421558042773
SJP_STJE_01570,,Municipal,,Section_7,2021,,147.930178,56.6669164573471
SJP_STJE_01590,,Municipal,,Section_7,2021,,485.0893363,109.090774211032
JP_STJE_01615,,Municipal,,Section_7,2021,,98.24343465,41.9189160114021
SJP_STJE_01661,,Municipal,,Section_7,2021,,94.585624,40.78920259759
SJP_STJE_01670,,Municipal,,Section_7,2021,,99.5979985,40.0679678897036
SJP_STJE_01710,,Municipal,,Section_7,2021,,69.6958343,35.7479983714687
SJP_STJE_02501,,Municipal,,Section_7,2021,,298.59151542,82.5237143408355
SJP_STOL_00650,,Municipal,,Section_7,2021,,206.06599044,85.0098699096446
SHS_RSTP_01405,,Municipal,,Section_7,2021,,470.14398019,126.794298694813
SHS_RSML_02500,,Municipal,,Section_7,2021,,144.26104807,53.7916835108507
SHA_PRST_00512,,Municipal,,Section_7,2021,,75.0710481,38.0310747231297
SHS_RSTM_03605,,Municipal,,Section_7,2021,,167.00487183,54.1684435975328
SGL_CHSG_00341,,Municipal,,Section_7,2021,,90.606216645,38.2951509557954
SHS_MALO_00255,,Municipal,,Section_7,2021,,94.64481969,38.903112147088
SHS_OZLE_00585,,Municipal,,Section_7,2021,,146.3917185,48.9911674723413
SHS_OZLE_00635,,Municipal,,Section_7,2021,,120.76275429,51.4562352143465
SHS_OZLE_00665,,Municipal,,Section_7,2021,,84.704021415,37.1506034327791
SHS_OZLE_00715,,Municipal,,Section_7,2021,,105.178639645,44.2718116050151
SHS_OZLE_00760,,Municipal,,Section_7,2021,,89.8900417,44.1111834726534
STGE_RDEF_01221,,Municipal,,Section_7,2021,,146.86975403,56.3044153131397
SHA_PRST_balustrade,,Municipal,,Section_7,2021,,1061.92752969,2152.34703060963
GRM_6AVE_00051,,Municipal,,Section_7,2021,,201.71873965,58.9317006132108
SHA_PRST_00512,,Municipal,,Section_7,2021,,77.56094876,44.4382172629027
SHA_PRST_00512,,Municipal,,Section_7,2021,,52.46151934,34.6758998817
SHA_PRST_00512,,Municipal,,Section_7,2021,,53.92656859,31.1673720492601
SHA_PRST_00512,,Municipal,,Section_7,2021,,44.295374895,30.6687940954605
SHA_PRST_00512,,Municipal,,Section_7,2021,,52.462134775,32.7072465652044
SHA_PRST_00512,,Municipal,,Section_7,2021,,40.90561951,25.7687301349429
SHA_BELG_00022,,Municipal,,Section_7,2021,,71.1802685,37.5685638735246
SHA_BELG_00022,,Municipal,,Section_7,2021,,80.97457654,43.7924182687979
SHA_BELG_00022,,Municipal,,Section_7,2021,,70.999293845,37.6795457653942
SHA_BELG_00022,,Municipal,,Section_7,2021,,66.657430425,38.1802806266034
SHA_BELG_00022,,Municipal,,Section_7,2021,,60.584096575,35.8979830504568
SHA_1RUE_00703,,Municipal,,Section_7,2021,,238.8128666,63.4086518856553
GRM_STFL_02750,,Municipal,,Section_7,2021,,122.00691854,48.3986276821524
SHA_TAMC_00252,,Municipal,,Section_7,2021,,55.962882365,30.7769103794361
SHA_BELG_00013,,Municipal,,Section_7,2021,,69.67490575,35.2096069951251
SHA_BELG_00013,,Municipal,,Section_7,2021,,60.847051,33.6350152668036
SHA_BELG_00013,,Municipal,,Section_7,2021,,60.73716245,33.5685034428939
