IDE_STRCT,No structure,Nom route,Nom obstacle,Groupe,Centre de services,Année de construction,Type structure,Charg. conception,Affichage sur place,Statut,Responsablilté de gestion,Role VM Inspection,ICG,Catégorie ICG,Date Insp. Générale Fermee,Superficie du tablier,Superficie du mur,latitude,longitude,X,Y
6041768,81-05172C,"Ch. Côte-des-Neiges, côté Ouest",,"P.I. Ch. Côte-des-Neiges / CP, au Sud de Jean-Talon OuestCh.",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1933,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/07/19,,247,45.5046930197339,-73.641055567613,293777,5040540
6041770,81-05172D,"Ch. Côte-des-Neiges, côté Est",,"P.I. Ch. Côte-des-Neiges / CP, au Sud de Jean-Talon OuestCh.",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1933,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/07/19,,257,45.5049544357152,-73.6410876793798,293775,5040569
6041772,81-05172E,"Ch. Côte-des-Neiges, côté Est",,"P.I. Ch. Côte-des-Neiges / CP, au Sud de Jean-Talon OuestCh.",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1933,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/07/19,,411,45.5041215544324,-73.6391748162699,293924,5040476
6009043,81-05173A,Voie d'accès vers West Broadway,Chemin de la Côte-Saint-Luc,"P.I. Ch. Côte-St-Luc / CP, West Broadway",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1969,Pont à poutres en acier,13-H20-S16,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Municipalité ,Inspections annuelle et générale par la Ville Montréal,"69,61",3,2015/09/03,495,,45.4630027275819,-73.6557828754408,292618,5035909
6007985,81-05173B,"Ch. de la Côte-St-Luc, dir. Ouest, côté Nord",,"P.I. Ch. Côte-St-Luc / CP, West Broadway",72 - Ville Côte-Saint-Luc,1969,Mur,,,Actif Ville de Montréal,Ville Montréal - Municipalité ,Inspections annuelle et générale par la Ville Montréal,"95,11",4,2015/09/03,,132,45.463736256419,-73.6553944850524,292648,5035990
6008003,81-05173C,"Ch. de la Côte-St-Luc, dir. Ouest, côté Nord",,"P.I. Ch. Côte-St-Luc / CP, West Broadway",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1969,Mur,,,Actif Ville de Montréal,Ville Montréal - Municipalité ,Inspections annuelle et générale par la Ville Montréal,"98,87",4,2015/09/09,,340,45.4636071124465,-73.6551289337216,292669,5035976
6041774,81-05175A,"Avenue De Lorimier, dir. Sud, côté Ouest",,"P.I. De Lorimier / CP,  Nord de Masson",22 - Arrondissement Le Plateau-Mont-Royal,1930,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/09/13,,89,45.5400298150858,-73.583140985517,298307,5044461
6041776,81-05175B,"CP, Nord de la rue Masson",Avenue De Lorimier dir Nord,"P.I. De Lorimier / CP,  Nord de Masson",25 - Arrondissement Rosemont-La Petite-Patrie,1930,Pont à poutres en acier enr. de béton,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,"67,91",3,2017/05/17,681,,45.54029426068,-73.5834161382637,298286,5044490
6041779,81-05175C,"Avenue De Lorimier, dir. Sud, côté Ouest",,"P.I. De Lorimier / CP,  Nord de Masson",25 - Arrondissement Rosemont-La Petite-Patrie,1930,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/09/13,,413,45.5408896776,-73.5849766958851,298164,5044556
6041782,81-05175D,"Avenue De Lorimier, dir. Nord, côté Est",,"P.I. De Lorimier / CP,  Nord de Masson",25 - Arrondissement Rosemont-La Petite-Patrie,1930,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/09/15,,431,45.5409011684198,-73.5844512365139,298205,5044558
6030301,81-05175E,Avenue de Lorimier,,"P.I. De Lorimier / CP,  Nord de Masson",22 - Arrondissement Le Plateau-Mont-Royal,1930,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/09/15,,74,45.5400790387492,-73.5827554830245,298337,5044466
6088201,81-05176A,"Tunnel rue St-Marc, dir. Nord",Aut. 720,"T.V. St-Marc, du Fort / Aut. 720, CP et René-Lévesque Ouest",21 - Arrondissement Le Sud-Ouest,1972,Tunnel,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,,,45.4904577024714,-73.5771284454788,298771,5038951
6041784,81-05176B,"Rue St-Marc, dir. Nord, côté Ouest",,,20 - Arrondissement Ville-Marie,1972,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/06/29,,381,45.4915185607907,-73.5784710970822,298667,5039069
6041786,81-05176C,"Rue St-Marc, dir. Nord, côté Est",,,20 - Arrondissement Ville-Marie,1972,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/06/29,,381,45.4915250110625,-73.5782661692314,298683,5039070
6088202,81-05177A,"Rue du Fort, dir. Sud",Aut. 720,"T.V. St-Marc, du Fort / Aut. 720, CP et René-Lévesque Ouest",21 - Arrondissement Le Sud-Ouest,1972,Tunnel,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,"99,61",4,2017/11/06,,,45.490106399328,-73.578245195195,298684,5038912
6041789,81-05177B,"Rue du Fort, dir. Sud, côté Ouest",,"T.V. St-Marc, du Fort / Aut. 720, CP et René-Lévesque Ouest",20 - Arrondissement Ville-Marie,1972,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,07",4,2017/10/16,,194,45.4907389034791,-73.5794727091086,298588,5038983
6041794,81-05177C,"Rue du Fort, dir. Sud, côté Est",,"T.V. St-Marc, du Fort / Aut. 720, CP et René-Lévesque Ouest",20 - Arrondissement Ville-Marie,1972,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/16,,176,45.490747000783,-73.5793131034357,298601,5038983
6009045,81-05178A,Avenue Girouard,,P.I. Ave Girouard / Boul. De Maisonneuve et CP,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1931,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015/12/04,,194,45.4706941897587,-73.6080607701083,296351,5036758
6009046,81-05178B,Chemin de fer du CP P.M. 2.58 sub Westmount,Avenue Girouard,P.I. Ave Girouard / Boul. De Maisonneuve et CP,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1931,Pont à poutres en acier enr. de béton,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,"36,12",2,2015/12/04,654,,45.4709961283044,-73.6084627186526,296319,5036791
6009047,81-05178C,Boul. De Maisonneuve Ouest,Avenue Girouard ,P.I. Ave Girouard / Boul. De Maisonneuve et CP,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1961,"Pont à béquilles, béton armé",13-H20-S16,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015/12/02,287,,45.4711067595137,-73.6086774804347,296302,5036803
6009052,81-05178D, Avenue Girouard,,P.I. Ave Girouard / Boul. De Maisonneuve et CP,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1931,Mur,,,Actif Ville de Montréal,Ville Montréal - Municipalité ,Inspections annuelle et générale par la Ville Montréal,100,4,2015/12/04,,320,45.4712779231465,-73.6094280704818,296244,5036823
6009053,81-05178E,Avenue Girouard,,P.I. Ave Girouard / Boul. De Maisonneuve et CP,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1931,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2015/12/04,,330,45.4715014847042,-73.6093074319498,296253,5036847
6036549,81-05179,Rue Notre-Dame Est et Château Ramezay,Ancienne rue Gosford,,20 - Arrondissement Ville-Marie,1932,"Port. béton armé, ss remblai",99-Inconnu,Charges légales,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,889,,45.5089953594733,-73.5531060278258,300650,5041010
6041796,81-05183A,"Boul. Henri-Bourassa Ouest, côté Sud",,,24 - Arrondissement Ahuntsic-Cartierville,1961,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/03/21,,350,45.5395042000627,-73.6774136246101,290945,5044414
6041798,81-05183B,"Boul. Henri-Bourassa Ouest, côté Nord",,,24 - Arrondissement Ahuntsic-Cartierville,1961,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,41",4,2016/03/21,,339,45.5395360886619,-73.6778355649972,290912,5044418
6029220,81-05183C,Virage en U à l'ouest du CP,Boulevard Henri-Bourassa Ouest dir. Est,"P.I. Henri-Bourassa / CP, Est de Bois-de-Boulogne",24 - Arrondissement Ahuntsic-Cartierville,1961,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,93",4,2016/05/10,313,,45.5401516594883,-73.6773600154497,290949,5044486
6029300,81-05183D,Chemin de fer CP,Boul. Henri-Bourassa Ouest dir. Est,"P.I. Henri-Bourassa / CP, Est de Bois-de-Boulogne",24 - Arrondissement Ahuntsic-Cartierville,1961,Pont à dalle pleine en béton armé,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,"60,92",3,2016/05/10,784,,45.5402848599297,-73.6772031850007,290961,5044501
6029255,81-05183E,"Virage en U, à l'Est du CP",Boul. Henri-Bourassa Ouest dir. Est,"P.I. Henri-Bourassa / CP, Est de Bois-de-Boulogne",24 - Arrondissement Ahuntsic-Cartierville,1961,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,83",4,2016/05/10,335,,45.5404179118165,-73.6770335483558,290975,5044516
6041800,81-05183F,"Boul. Henri-Bourassa Ouest, côté Nord",,,24 - Arrondissement Ahuntsic-Cartierville,1961,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/03/21,,346,45.5409839378842,-73.6769434167988,290982,5044578
6041802,81-05183G,"Boul. Henri-Bourassa Ouest, côté Sud",,,24 - Arrondissement Ahuntsic-Cartierville,1961,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/03/21,,322,45.5408178078087,-73.6765886613149,291010,5044560
6030292,81-05184,Chemin de fer CP,Rue Hochelaga direction Ouest,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,1931,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,1170,,45.53961621848,-73.5558687167764,300437,5044413
6015825,81-05185,Canadien national,Rue Hochelaga,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,1930,Pont à poutres en acier enr. de béton,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,"99,63",4,2015/07/22,457,,45.5643686217473,-73.5409464743784,301604,5047163
6041804,81-05186A,"Rue Jarry Ouest, dir. Est ",,"P.I. Jarry / CP, à l'Est de Querbes",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1956,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/08/30,,494,45.5325582942713,-73.6348262071179,294269,5043636
6041806,81-05186B,"Rue Jarry Ouest, dir. Ouest ",,"P.I. Jarry / CP, à l'Est de Querbes",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1956,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/09/01,,461,45.5327230222156,-73.6350527503206,294252,5043654
6029328,81-05186C,Canadien Pacifique,"Rue Jarry O, dir. Est","P.I. Jarry / CP, à l'Est de Querbes",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1956,Pont à dalle pleine en béton armé,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,100,4,2016/08/30,622,,45.5332664226952,-73.6345785395663,294289,5043714
6041808,81-05186D,"Rue Jarry Ouest, dir. Ouest ",,"P.I. Jarry / CP, à l'Est de Querbes",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1956,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016/09/01,,388,45.5338224941269,-73.6344113912613,294302,5043776
6041810,81-05187A,"Rue Jean-Talon Ouest, côté Sud",,"P.I. Jean-Talon / CP, Est de du Parc",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1930,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"37,12",2,2017/08/08,,236,45.5306282840605,-73.6217716406932,295289,5043420
6041829,81-05187B,"Rue Jean-Talon Ouest, côté Nord",,"P.I. Jean-Talon / CP, Est de du Parc",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1930,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"45,35",3,2017/08/08,,227,45.5306949809519,-73.6220773728865,295265,5043427
6041832,81-05187C,"CP, à l'Est de du Parc",Rue Jean-Talon Ouest dir Est,"P.I. Jean-Talon / CP, Est de du Parc",25 - Arrondissement Rosemont-La Petite-Patrie,1930,Pont à poutres en acier enr. de béton,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/08/08,627,,45.531102422189,-73.6215295353739,295308,5043472
6041843,81-05187D,"Rue Jean-Talon Ouest, côté Nord",,"P.I. Jean-Talon / CP, Est de du Parc",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1930,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"48,97",3,2017/08/08,,229,45.5313722219734,-73.6215101364245,295309,5043502
6041848,81-05187E,"Rue Jean-Talon Ouest, côté Sud",,"P.I. Jean-Talon / CP, Est de du Parc",25 - Arrondissement Rosemont-La Petite-Patrie,1930,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"53,47",3,2017/08/08,,217,45.5315728499992,-73.6209801502854,295351,5043524
6045101,81-05189A,"Rue Masson, côté Sud",,"P.I. Masson / CP, Est de De Lorimier",25 - Arrondissement Rosemont-La Petite-Patrie,1959,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,237,45.5402504458516,-73.5806120890242,298505,5044485
6041850,81-05189B,"Rue Masson, côté Nord",,"P.I. Masson / CP, Est de De Lorimier",25 - Arrondissement Rosemont-La Petite-Patrie,1959,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,318,45.5405226228076,-73.5807845647104,298491,5044515
6036559,81-05189C,"Virage en U, à l'Ouest du CP","Rue Masson, dir. Est","P.I. Masson / CP, Est de De Lorimier",25 - Arrondissement Rosemont-La Petite-Patrie,1959,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,276,,45.541214303881,-73.5799473752613,298557,5044592
6041852,81-05189D,"CP, à l'Est de De Lorimier",Rue Masson dir Est,"P.I. Masson / CP, Est de De Lorimier",25 - Arrondissement Rosemont-La Petite-Patrie,1959,Portique en béton armé,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,,,,700,,45.5414508882658,-73.579429051171,298597,5044618
6037568,81-05189E,"Virage en U, à l'Ouest du CP","Rue Masson, dir. Est","P.I. Masson / CP, Est de De Lorimier",25 - Arrondissement Rosemont-La Petite-Patrie,1959,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,276,,45.5416690771317,-73.5796028844109,298584,5044642
6041892,81-05189F,"Rue Masson, côté Nord",,"P.I. Masson / CP, Est de De Lorimier",25 - Arrondissement Rosemont-La Petite-Patrie,1959,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,492,45.5425243117685,-73.5788896355145,298639,5044737
6041894,81-05189G,"Rue Masson, côté Sud",,"P.I. Masson / CP, Est de De Lorimier",25 - Arrondissement Rosemont-La Petite-Patrie,1959,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,362,45.5424035094696,-73.5785852542052,298663,5044724
6048984,81-05191,CN,Rue Notre-Dame Ouest direction Ouest,,21 - Arrondissement Le Sud-Ouest,1939,Pont à poutres en acier enr. de béton,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,100,4,2015/11/11,443,,45.4769387996086,-73.5851711047603,298141,5037449
6032180,81-05192,Chemin de fer CP,Rue Ontario direction Est,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,1924,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"94,61",4,2017/09/14,945,,45.5387792892121,-73.5487813886197,300990,5044319
6036581,81-05193A,Rue des Carrières,Avenue Papineau Nord,"P.I. Papineau / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,1934,Pont à poutres en béton armé,5-H15,Tonnage réduit,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,437,,45.5391643549892,-73.5881196765178,297918,5044365
6041896,81-05193B,"Avenue Papineau, côté Ouest",,"P.I. Papineau / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,1934,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,778,45.5395464202505,-73.5891732379852,297836,5044407
6041898,81-05193C,"Avenue Papineau, côté Est",,"P.I. Papineau / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,1934,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,734,45.5398070557494,-73.5891411007642,297839,5044436
6041900,81-05194A,"Avenue Papineau, côté Ouest",,"P.I. Papineau / CP, des Carrières",22 - Arrondissement Le Plateau-Mont-Royal,1934,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,222,45.5379928928753,-73.5858306817271,298097,5044234
6041990,81-05194B,"CP, au Sud de la rue des Carrières",Avenue Papineau dir Nord,"P.I. Masson / CP, Est de De Lorimier",25 - Arrondissement Rosemont-La Petite-Patrie,1934,Pont à poutres en acier enr. de béton,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,,,,591,,45.5383408531545,-73.586308679373,298060,5044273
6041994,81-05194C,"Avenue Papineau, côté Ouest",,"P.I. Papineau / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,1934,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,1000,45.5386769928953,-73.5872865122889,297983,5044311
6041996,81-05194D,"Avenue Papineau, côté Est",,"P.I. Papineau / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,1934,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,1039,45.5387074418973,-73.5868374503225,298018,5044314
6041998,81-05194E,"Avenue Papineau, côté Est",,"P.I. Papineau / CP, des Carrières",22 - Arrondissement Le Plateau-Mont-Royal,1934,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,222,45.5381431689785,-73.5856091707757,298114,5044251
6042005,81-05195A,Du Parc entre Beaubien et Van Horne coté Ouest,,"P.I. Du Parc / CP, entre Beaubien et Van Horne",22 - Arrondissement Le Plateau-Mont-Royal,1914,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,248,45.5258029603257,-73.6105693334538,296163,5042882
6036699,81-05195B,"CP, entre Beaubien Ouest et Van Horne","Avenue du Parc, dir. Nord","P.I. Du Parc / CP, entre Beaubien et Van Horne",25 - Arrondissement Rosemont-La Petite-Patrie,1914,Pont à poutres en acier,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"42,1",3,2015/10/21,702,,45.5262440719496,-73.6113140093609,296105,5042931
6039979,81-05195C,Avenue du Parc,,"P.I. Du Parc / CP, entre Beaubien et Van Horne",25 - Arrondissement Rosemont-La Petite-Patrie,1914,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,196,45.5264505968496,-73.6120132438902,296050,5042954
6030297,81-05195D,Avenue du Parc,,"P.I. Du Parc / CP, entre Beaubien et Van Horne",25 - Arrondissement Rosemont-La Petite-Patrie,1914,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,,184,45.5267505014406,-73.6122491777027,296032,5042988
6030298,81-05195E,Avenue du Parc,,"P.I. Du Parc / CP, entre Beaubien et Van Horne",22 - Arrondissement Le Plateau-Mont-Royal,1914,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"96,96",4,2017/10/03,,199,45.5260929350521,-73.6107286673184,296151,5042914
6041951,81-05196A,Du Parc entre Beaubien et Beaumont coté Ouest,,"P.I. Du Parc / CP, entre Beaubien et Beaumont",25 - Arrondissement Rosemont-La Petite-Patrie,1931,Mur,,,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/02,,215,45.5282196359874,-73.6161189257186,295730,5043151
6041953,81-05196B,CP,Avenue du Parc dir Nord,"P.I. Du Parc / CP, entre Beaubien et Beaumont",25 - Arrondissement Rosemont-La Petite-Patrie,1931,Pont à poutres en acier enr. de béton,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/02,601,,45.5287063245995,-73.6169137843025,295668,5043205
6041957,81-05196C,Du Parc entre Beaubien et Beaumont coté Ouest,,"P.I. Du Parc / CP, entre Beaubien et Beaumont",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1931,Mur,,,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/02,,211,45.5288672035453,-73.6175629627115,295617,5043223
6041959,81-05196D,Au Nord du CP,,"P.I. Du Parc / CP, entre Beaubien et Beaumont",26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,1931,Mur,,,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/02,,166,45.5291931627478,-73.6177214592236,295605,5043260
6041961,81-05196E,Du Parc entre Beaubien et Beaumont coté Est,,"P.I. Du Parc / CP, entre Beaubien et Beaumont",25 - Arrondissement Rosemont-La Petite-Patrie,1931,Mur,,,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/02,,284,45.5285361333193,-73.6162392254819,295720,5043186
6015828,81-05197,Canadien pacifique,Rue de Rouen,,20 - Arrondissement Ville-Marie,1939,Portique en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,"98,92",4,2015/08/03,389,,45.5392764841718,-73.5524959229142,300700,5044375
6009054,81-05198A,Rue des Carrières,Rue St-Denis,"P.I. St-Denis / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,1970,"Pont à pout. béton précont., préfabr.",99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,49",4,2015/11/12,386,,45.5301768513222,-73.5965280290165,297260,5043367
6009055,81-05198B,Rue St-Denis,,"P.I. St-Denis / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,1970,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,59",4,2015/11/13,,57,45.5302282923956,-73.5970518210183,297219,5043373
6009057,81-05198C,Rue St-Denis,,"P.I. St-Denis / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,1970,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,41",4,2015/11/12,,50,45.5304229539184,-73.5967780404316,297241,5043394
6042009,81-05199A,"Rue St-Denis, côté Ouest",,"P.I. St-Denis / CP, des Carrières",22 - Arrondissement Le Plateau-Mont-Royal,1933,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"95,82",4,2017/10/02,,229,45.5296999656229,-73.595809920855,297316,5043314
6042019,81-05199B,"CP, au Sud de des Carrières",Rue St-Denis dir Nord,,25 - Arrondissement Rosemont-La Petite-Patrie,1933,Pont à poutres en acier enr. de béton,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/02,670,,45.5300568829036,-73.596287688147,297279,5043353
6042024,81-05199C,"Rue St-Denis, côté Ouest, mur bas",,"P.I. St-Denis / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,1933,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/02,,84,45.5301899396895,-73.5968606754616,297234,5043368
6042040,81-05199D,"Rue St-Denis, côté Est, mur bas",,"P.I. St-Denis / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,1933,Mur,,,Actif Ville de Montréal,Ville Montréal - Municipalité ,Inspections annuelle et générale par la Ville Montréal,"99,25",4,2017/10/02,,106,45.5303593360277,-73.5967283960696,297245,5043387
6042042,81-05199E,"Rue St-Denis, côté Est",,"P.I. St-Denis / CP, des Carrières",22 - Arrondissement Le Plateau-Mont-Royal,1933,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/02,,222,45.5299242955139,-73.5957531115112,297321,5043339
