Date_reception_demande,Mode_recep_demande,TypePlainte,GroupeAge,sexe,Minorite_visible,Origine_ethnique,Autochtone,Source,Acheminement_Demandeur,NbrePers,Ev_arrondissement,Ev_arrond2,Ev_arrond3,Ev_arrond4,Vc,Ev_service,Ev_service2,Ev_paramunicipal,Autre_entite,Categorie,Categorie2,Categorie3,Charte_vieD,Charte_vieD2,Charte_vieD3,Charte_vieES,Charte_vieES2,Charte_vieES3,Charte_Cult,Charte_Cult2,Charte_Cult3,Charte_ActP,Charte_ActP2,Charte_ActP3,Charte_Env,Charte_Env2,Charte_Env3,Charte_Sec,Charte_Sec2,Charte_Sec3,Charte_ServMun,Charte_ServMun2,Charte_ServMun3,DelaiReponse,resultat_enquete,mode_reponse,Date_fermeture,DelaiTraitement,,, 
2015-07-23,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-23,1,,,
2015-07-23,Téléphone,individu,Inconnu,FEMME,Latino-américain,Canadien,False,Internet,Demandeur / Mandataire,1,Le Plateau-Mont-Royal,,,,,,,,,Aqueduc / Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-23,1,,,
2015-07-23,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Directions des affaires civiles,,,,Réclamation monétaire (arbre),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-23,1,,,
2015-07-23,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Arbre,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-23,1,,,
2015-07-23,Téléphone,individu,41 à 50 ans,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Verdun,,,,,,,,,Comportement d'un employé / élu,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-07-23,1,,,
2015-07-22,En personne,individu,41 à 50 ans,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Grands parcs, verdissement et Mont-Royal - Toutes directions confondues,,,,Transport,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-23,2,,
2015-07-23,Téléphone,individu,Inconnu,HOMME,NON,Russe,False,Inconnu,Demandeur / Mandataire,1,,,,,,Finances - Toutes directions confondues,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Désistement avant enquête,Impossible à rejoindre,2015-07-30,6,,,
2015-07-23,Téléphone,individu,Inconnu,HOMME,NON,Russe,False,Inconnu,Demandeur / Mandataire,1,,,,,,Environnement - Toutes directions confondues,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Désistement avant enquête,Impossible à rejoindre,2015-07-30,6,,,
2015-07-23,En personne,individu,41 à 50 ans,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social / HLM / Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2015-07-23,1,,,
2015-07-23,En personne,individu,41 à 50 ans,FEMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,1,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,Arbre,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-23,1,,,
2015-07-23,Téléphone,individu,Inconnu,HOMME,Arabe,Marocain,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Directions des affaires civiles,,,,Réclamation monétaire (arbre),,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-07-24,2,,,
2015-07-23,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Lachine,,,,,,,,,Bibliothèque,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-07-24,2,,,
2015-07-24,En personne,individu,65 ans et +,HOMME,NON,Italien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Directions des affaires civiles,,,,Réclamation monétaire (chute sur trottoir),,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2015-07-24,1,,,
2015-07-23,Courriel,individu,65 ans et +,HOMME,Asiatique,Vietnamien,False,Internet,Demandeur / Mandataire,1,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-07-24,2,,,
2015-07-23,Courriel,individu,65 ans et +,HOMME,Asiatique,Vietnamien,False,Internet,Demandeur / Mandataire,1,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-07-24,2,,,
2015-07-23,Courriel,individu,65 ans et +,HOMME,Asiatique,Vietnamien,False,Internet,Demandeur / Mandataire,1,,,,,,Police - Direction des opérations,,,,Nuisance,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-07-24,2,,,
2015-07-14,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Comportement d'un employé / élu,,,,,,,,,,,,,,,,,,,,,,,,,Refusé après enquête,Lettre,2015-07-28,11,,,
2015-07-23,Courriel,individu,26 à 40 ans,FEMME,Arabe,Pays inconnu,False,Internet,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Demande de retrait,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-04,9,,,
2015-07-27,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Rosemont--La Petite-Patrie,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-27,1,,,
2015-07-27,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,B.A.M,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Jugement Cour municipale,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-07-27,1,,,
2015-07-27,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,Arbre,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-27,1,,,
2015-07-27,Courriel,individu,26 à 40 ans,FEMME,Noir,Haitien,False,Radio,Demandeur / Mandataire,1,,,,,,Mise en valeur du territoire - Direction de l'habitation,,,,Subvention autre que logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-28,2,,,
2015-07-28,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,LaSalle,,,,,,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-28,1,,,
2015-07-28,Courriel,individu,18 à 25 ans,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-07-28,1,,,
2015-07-28,Téléphone,individu,Inconnu,FEMME,Inconnu,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Relations locataire/locateur,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-07-28,1,,,
2015-07-28,Téléphone,individu,Inconnu,HOMME,NON,Italien,False,Inconnu,Demandeur / Mandataire,1,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,Comportement d'un employé / élu,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-07-28,1,,,
2015-07-28,Téléphone,individu,51 à 64 ans,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Verdun,,,,,,,,,Divers,Charte - sécurité,,,,,,,,,,,,,,,,,Aménager son territoire de façon sécuritaire,,,,,,22,En Traitement,,,,,,
2015-07-29,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Ressources humaines  - Toutes directions confondues,,,,Relations de travail,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-07-29,1,,,
2015-07-29,Téléphone,individu,65 ans et +,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,Police - Direction des opérations,,,,Bruit,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-29,1,,,
2015-07-29,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-07-29,1,,,
2015-07-29,Courriel,individu,65 ans et +,FEMME,NON,Suisse,False,Connaissances générales,Demandeur / Mandataire,1,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,Arbre,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-29,1,,,
2015-07-29,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Stationnement / SRRR / Vignette,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-07-30,2,,,
2015-07-30,Téléphone,individu,Inconnu,HOMME,Asiatique,Ne sait pas,False,Inconnu,Demandeur / Mandataire,2,Mercier--Hochelaga-Maisonneuve,,,,,,,,,Arbre,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-30,1,,,
2015-07-28,En personne,individu,51 à 64 ans,HOMME,Asie du Sud (tamouls, pakis, hindous),Pays inconnu,False,Ancien demandeur,Demandeur / Mandataire,2,Mercier--Hochelaga-Maisonneuve,,,,,,,,,Arbre,Charte - environnement, developpement durable,,,,,,,,,,,,,,Favoriser la protection de la forêt urbaine,,,,,,,,,13,Plainte non fondée au mérite,Lettre,2015-09-04,29
2015-07-30,Blogue,individu,Inconnu,HOMME,Inconnu,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Blogue,2015-07-30,1,,,
2015-07-30,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-07-30,1,,,
2015-07-30,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-30,1,,,
2015-07-30,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Circulation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-30,1,,,
2015-07-30,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Voirie / Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-30,1,,,
2015-07-30,Téléphone,individu,26 à 40 ans,FEMME,NON,Canadien,False,B.A.M,Demandeur / Mandataire,1,Rosemont--La Petite-Patrie,,,,,,,,,Stationnement / SRRR / Vignette,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-30,1,,,
2015-07-30,Téléphone,individu,26 à 40 ans,FEMME,NON,Canadien,False,B.A.M,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Directions des affaires civiles,,,,Réclamation monétaire (autre),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-30,1,,,
2015-07-28,Téléphone,individu,51 à 64 ans,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Verdun,,,,,,,,,Communications,Charte - vie démocratique,,Soutenir des pratiques de communication appropriées,,,,,,,,,,,,,,,,,,,,,22,En Traitement,,,,,,
2015-07-31,Téléphone,individu,Inconnu,HOMME,NON,Grec,False,Inconnu,Demandeur / Mandataire,1,Le Plateau-Mont-Royal,,,,,,,,,Déchet/Recyclage/Compostage,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-07-31,1,,,
2015-07-31,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,1,,,,,,Évaluation foncière - Toutes directions donfondues,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-31,1,,,
2015-08-03,Téléphone,individu,Inconnu,FEMME,Inconnu,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-08-03,1,,,
2015-07-31,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,4,,,,,,Infrastructures, voirie et transports - Direction des transports,,,,Comportement d'un employé / élu,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-31,1,,
2015-08-03,En personne,individu,26 à 40 ans,HOMME,NON,Marocain,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2015-08-03,1,,,
2015-08-03,Téléphone,individu,Inconnu,FEMME,Inconnu,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Infrastructures, voirie et transports - Direction des infrastructures,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-03,1,,
2015-07-31,Téléphone,individu,51 à 64 ans,FEMME,Inconnu,Espagnol,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Finances - Toutes directions confondues,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-31,1,,,
2015-08-03,Téléphone,individu,Inconnu,HOMME,Inconnu,Espagnol,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-08-03,1,,,
2015-08-03,Téléphone,individu,65 ans et +,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. ayant lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-08-03,1,,,
2015-08-04,Courriel,individu,65 ans et +,HOMME,Arabe,Pays inconnu,False,Connaissances générales,Demandeur / Mandataire,1,,,,,,Police - Direction des opérations,,,,Comportement d'un employé / élu,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-08-05,2,,,
2015-08-04,Téléphone,individu,Inconnu,FEMME,NON,Français,False,Fonctionnaire,Demandeur / Mandataire,1,Rosemont--La Petite-Patrie,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-04,1,,,
2015-08-04,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-08-04,1,,,
2015-08-04,Téléphone,individu,Inconnu,HOMME,Noir,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-08-04,1,,,
2015-08-04,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,Propreté,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-04,1,,,
2015-08-04,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Le Plateau-Mont-Royal,,,,,,,,,Décision Conseil d'arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-08-04,1,,,
2015-08-05,Téléphone,individu,Inconnu,FEMME,Inconnu,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Police - Direction des opérations,,,,Infraction à une loi,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-08-05,1,,,
2015-08-05,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-05,1,,,
2015-08-01,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Circulation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-08-04,2,,,
2015-08-05,Courriel,individu,65 ans et +,HOMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,1,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,Entrée charretière,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-08-05,1,,,
2015-08-05,Téléphone,individu,Inconnu,FEMME,NON,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,Verdun,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-08-05,1,,,
2015-08-05,Téléphone,individu,Inconnu,HOMME,Inconnu,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Eau - Toutes directions confondues,,,,Aqueduc / Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-05,1,,,
2015-08-05,Téléphone,individu,26 à 40 ans,HOMME,NON,Libanais,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-08-05,1,,,
2015-08-05,En personne,individu,26 à 40 ans,FEMME,Noir,Canadien,False,Connaissances générales,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2015-08-05,1,,,
2015-08-06,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Directions des affaires civiles,,,,Réclamation monétaire (chute sur trottoir),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-06,1,,,
2015-08-05,Courriel,individu,Inconnu,HOMME,Inconnu,Canadien,False,Internet,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Bibliothèque,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-06,2,,,
2015-08-06,Poste,individu,Inconnu,HOMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Directions des affaires civiles,,,,Réclamation monétaire (incident de la route),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-06,1,,,
2015-08-06,Courriel,individu,26 à 40 ans,FEMME,NON,Français,False,Internet,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Directions des affaires civiles,,,,Réclamation monétaire (autre),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-07,2,,,
2015-08-06,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-06,1,,,
2015-08-06,Courriel,individu,26 à 40 ans,FEMME,NON,Français,False,Internet,Demandeur / Mandataire,1,Lachine,,,,,,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-07,2,,,
2015-08-06,Courriel,individu,41 à 50 ans,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Le Plateau-Mont-Royal,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-08-07,2,,,
2015-08-07,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-08-07,1,,,
2015-08-06,En personne,individu,65 ans et +,HOMME,NON,Hollandais (Néerlandais),False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Jugement Cour municipale,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2015-08-06,1,,,
2015-08-07,En personne,individu,51 à 64 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2015-08-07,1,,,
2015-08-07,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-08-07,1,,,
2015-08-10,Courriel,individu,41 à 50 ans,HOMME,NON,Pays inconnu,False,Internet,Demandeur / Mandataire,1,Saint-Léonard,,,,,,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-10,1,,,
2015-08-07,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Arbre,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-08-07,1,,,
2015-07-27,Courriel,individu,41 à 50 ans,HOMME,NON,Roumain,False,Ancien demandeur,Demandeur / Mandataire,1,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,Propreté,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-27,1,,,
2015-09-08,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Infrastructures, voirie et transports - Direction des infrastructures,,,,Voirie / Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-09-08,1,,
2015-08-10,Courriel,individu,Inconnu,FEMME,NON,Italien,False,Internet,Demandeur / Mandataire,1,Montréal-Nord,,,,,,,,,Aqueduc / Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-10,1,,,
2015-08-10,En personne,individu,65 ans et +,FEMME,Asiatique,Pays inconnu,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2015-08-10,1,,,
2015-08-10,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-08-10,1,,,
2015-08-10,Téléphone,individu,Inconnu,HOMME,Arabe,Pays inconnu,False,Internet,Demandeur / Mandataire,1,,,,,,Mise en valeur du territoire - Direction de l'habitation,,,,Subvention autre que logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-10,1,,,
2015-08-10,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,Arbre,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-10,1,,,
2015-08-10,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-08-10,1,,,
2015-08-11,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-11,1,,,
2015-08-11,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Aqueduc / Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-11,1,,,
2015-08-10,Téléphone,individu,Inconnu,FEMME,Inconnu,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-08-11,2,,,
2015-08-10,Courriel,individu,Inconnu,FEMME,NON,Roumain,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-08-11,2,,,
2015-08-11,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,0,Montréal-Nord,,,,,,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-11,1,,,
2015-08-11,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Voirie / Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-08-11,1,,,
2015-08-11,En personne,individu,26 à 40 ans,FEMME,Noir,Haitien,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2015-08-11,1,,,
