Date_reception_demande,type_intervention,Ev_arrondissement,Ev_arrond2,Ev_arrond3,Ev_arrond4,Ev_service,Ev_service1,Ev_service2,Ev_service3,Ev_service4,societe_controle_concernee,Autre_entite,Categorie,Engagement_Charte_mtl_droits_respons,Engagement_Charte_mtl_droits_respons2,GroupeAge,Sexe,Origine_ethnique,Minorite_visible,Autochtone 
2020-07-02,Refusée sans enquête,Ville-Marie,,,,,,,,,,,Nuisance - Bruit,,,26 à 40 ans,HOMME,Canadien,NON,Non
2020-07-02,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,TP - Propreté,,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-07-02,Refusée sans enquête,,,,,,,,,,,,Divers,,,Inconnu,HOMME,Français,NON,Non
2020-07-02,Refusée sans enquête,,,,,,,,,,,Ayant lien avec la Ville,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-07-02,Refusée sans enquête,,,,,De l'urbanisme et de la mobilité - Direction de la mobilité,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,HOMME,Français,NON,Non
2020-07-02,Refusée sans enquête,Le Sud-Ouest,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,HOMME,Français,NON,Non
2020-07-02,Refusée sans enquête,,,,,Police - Toutes direstions confondues,,,,,,,Agent de la paix - DAO (excluant comportement),,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-07-02,Analyse/enquête sommaire,Le Plateau-Mont-Royal,,,,,,,,,,,Droits de la personne,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2020-07-03,Enquête approfondie,Anjou,,,,,,,,,,,Nuisance - Autre ou Combinaison,,,65 ans et +,HOMME,Pays inconnu,Inconnu,Non
2020-07-03,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,TP - Aqueduc / Égout,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-03,Analyse/enquête sommaire,Ville-Marie,,,,,,,,,,,TP - Propreté,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-03,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,TP - Propreté,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-03,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,Dommage matériel - Demande de réparation,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-03,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,Charte - services municipaux,GC,GC,GC,GC,Non
2020-07-03,Analyse/enquête sommaire,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,ZU - Autre,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-06,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,ZU - Autre,,,26 à 40 ans,FEMME,Canadien,NON,Non
2020-07-06,Enquête approfondie,Ahuntsic-Cartierville,,,,,,,,,,,TP - Circulation/Signalisation,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-06,Analyse/enquête sommaire,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Relations locataire/propriétaire (VdM et entités liées),,,41 à 50 ans,FEMME,Croate,Inconnu,Non
2020-07-07,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,FEMME,Ne sait pas,Inconnu,Non
2020-07-07,Refusée sans enquête,Lachine,,,,,,,,,,,Arbre,,,65 ans et +,HOMME,Pays inconnu,"Asie du Sud (tamouls, pakis, hindous)",Non
2020-07-07,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,TP - Propreté,,,65 ans et +,FEMME,Canadien,NON,Non
2020-07-07,Refusée sans enquête,,,,,Police - Toutes direstions confondues,,,,,,,Constat - Stationnement,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-07-07,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Nuisance - Autre ou Combinaison,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-07,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,HOMME,Pays inconnu,Inconnu,Non
2020-07-08,Refusée sans enquête,Ville-Marie,,,,,,,,,,,Nuisance - Autre ou Combinaison,,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-07-08,Refusée sans enquête,,,,,,,,,,,,Droits de la personne,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-08,Analyse/enquête sommaire,,,,,,,,,,,,Droits de la personne,Charte - sécurité,,Inconnu,FEMME,Canadien,NON,Non
2020-07-08,Refusée sans enquête,Outremont,,,,,,,,,,,Nuisance - Autre ou Combinaison,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-08,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Italien,NON,Non
2020-07-09,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,Arbre,,,51 à 64 ans,HOMME,Italien,NON,Non
2020-07-09,Suivi engagement antérieur,Anjou,,,,,,,,,,,Sécurité - Autre qu'incendie,Charte - sécurité,,OdM,OdM,OdM,OdM,Non
2020-07-09,Refusée sans enquête,Ville-Marie,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,PM,PM,PM,PM,Non
2020-07-09,Refusée sans enquête,,,,,Ressources humaines  - Toutes directions confondues,,,,,,,Relations de travail,,,18 à 25 ans,FEMME,Canadien,NON,Non
2020-07-09,Refusée sans enquête,Y-Arrondissement non spécifié,,,,,,,,,,,Arbre,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-09,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,HOMME,Canadien,NON,Non
2020-07-10,Enquête approfondie,Le Plateau-Mont-Royal,,,,,,,,,,,ZU - Entrée charretière/Stationnement privé,,,PM,PM,PM,PM,Non
2020-07-10,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-07-10,Refusée sans enquête,Verdun,,,,,,,,,,,ZU - Autre,,,41 à 50 ans,HOMME,Canadien,NON,Non
2020-07-10,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Dommage matériel - Demande de réparation,,,51 à 64 ans,HOMME,Pays inconnu,Arabe,Non
2020-07-10,Refusée sans enquête,,,,,Police - Toutes direstions confondues,,,,,,,Nuisance - Autre ou Combinaison,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-07-10,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,Le Plateau-Mont-Royal,Mercier--Hochelaga-Maisonneuve,Le Sud-Ouest,,,,,,,,Services aux citoyens - Communication/Informations,,,26 à 40 ans,FEMME,Canadien,NON,Non
2020-07-10,Refusée sans enquête,,,,,Ressources humaines  - Toutes directions confondues,,,,,,,Relations de travail,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-11,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,Immeuble - Entretien,,,18 à 25 ans,FEMME,Français,NON,Non
2020-07-13,Refusée sans enquête,Y-Arrondissement non spécifié,,,,,,,,,,,Divers,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-13,Refusée sans enquête,Y-Arrondissement non spécifié,,,,,,,,,,,Divers,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-13,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-07-13,Analyse/enquête sommaire,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Entretien,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-07-13,Refusée sans enquête,,,,,Police - Toutes direstions confondues,,,,,,,Sécurité - Autre qu'incendie,,,Inconnu,Inconnu,Pays inconnu,Inconnu,Non
2020-07-13,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,NON,Non
2020-07-13,Analyse/enquête sommaire,Rosemont--La Petite-Patrie,,,,,,,,,,,Piste cyclable / Vélo,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-14,Enquête approfondie,Rosemont--La Petite-Patrie,,,,Matériel roulant et ateliers - Toutes directions confondues,Environnement - Toutes directions confondues,,,,,,Nuisance - Bruit,"Charte - environnement, developpement durable",,Inconnu,HOMME,Français,NON,Non
2020-07-14,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-14,Refusée sans enquête,,,,,Affaires juridiques - Direction des affaires civiles,,,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-14,Refusée sans enquête,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-07-14,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-14,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,Charte - services municipaux,26 à 40 ans,HOMME,Canadien,NON,Non
2020-07-14,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,Charte - services municipaux,51 à 64 ans,FEMME,Canadien,NON,Non
2020-07-14,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-14,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,Charte - services municipaux,Inconnu,HOMME,Canadien,NON,Non
2020-07-15,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,TP - Aqueduc / Égout,,,41 à 50 ans,HOMME,Canadien,NON,Non
2020-07-15,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,,,,,Piste cyclable / Vélo,,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-07-15,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,Charte - services municipaux,Inconnu,FEMME,Canadien,NON,Non
2020-07-15,Refusée sans enquête,Verdun,,,,,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,41 à 50 ans,HOMME,Canadien,NON,Non
2020-07-15,Refusée sans enquête,,,,,Affaires juridiques - Direction des affaires civiles,,,,,,,Dommage matériel - Réclamation monétaire,,,41 à 50 ans,HOMME,Canadien,NON,Non
2020-07-15,Refusée sans enquête,Ville-Marie,,,,,,,,,,,Domaine public - Activité commerciale,,,51 à 64 ans,FEMME,Russe,NON,Non
2020-07-15,Refusée sans enquête,,,,,,,,,,,,Piste cyclable / Vélo,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-15,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,65 ans et +,HOMME,Italien,NON,Non
2020-07-15,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,Sécurité - Autre qu'incendie,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-07-15,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,Arbre,,,Inconnu,FEMME,Italien,NON,Non
2020-07-15,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-15,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-07-16,Refusée sans enquête,Ville-Marie,,,,,,,,,,,Nuisance - Autre ou Combinaison,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-16,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-16,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,"Asie du Sud (tamouls, pakis, hindous)",Non
2020-07-17,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Italien,NON,Non
2020-07-17,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,FEMME,Vietnamien,Asiatique,Non
2020-07-17,Refusée sans enquête,Ville-Marie,,,,,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-17,Refusée sans enquête,,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,,Relations locataire/propriétaire (VdM et entités liées),,,26 à 40 ans,FEMME,Canadien,NON,Non
2020-07-17,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Latino-américain,Non
2020-07-17,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Australien,NON,Non
2020-07-17,Enquête approfondie,,,,,Habitation - Toutes directions confondues,,,,,,,Subvention - Autre que logement social,,,41 à 50 ans,HOMME,Haitien,Noir,Non
2020-07-17,Enquête approfondie,,,,,Sécurité incendie - Toutes directions confondues,,,,,,,Sécurité incendie,,,GC,GC,GC,GC,Non
2020-07-18,Refusée sans enquête,Ville-Marie,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,41 à 50 ans,FEMME,Pays inconnu,NON,Non
2020-07-19,Refusée sans enquête,Saint-Laurent,,,,,,,,,,,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-19,Refusée sans enquête,Saint-Laurent,,,,,,,,,,,Arbre,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-19,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,18 à 25 ans,FEMME,Pays inconnu,Asiatique,Non
2020-07-20,Suivi engagement antérieur,Rosemont--La Petite-Patrie,,,,,,,,,,,TP - Circulation/Signalisation,Charte - sécurité,,65 ans et +,FEMME,Canadien,NON,Non
2020-07-20,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,FEMME,Italien,NON,Non
2020-07-20,Analyse/enquête sommaire,Rosemont--La Petite-Patrie,,,,,,,,,,,TP - Circulation/Signalisation,,,51 à 64 ans,HOMME,Canadien,NON,Non
2020-07-20,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,Nuisance - Bruit,,,51 à 64 ans,FEMME,Pays inconnu,Noir,Non
2020-07-21,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,HOMME,Canadien,NON,Non
2020-07-21,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,Charte - services municipaux,41 à 50 ans,FEMME,Canadien,NON,Non
2020-07-21,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,FEMME,Canadien,NON,Non
2020-07-21,Refusée sans enquête,,,,,Affaires juridiques - Direction des affaires civiles,,,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2020-07-21,Refusée sans enquête,Y-Arrondissement non spécifié,,,,,,,,,,,Divers,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-21,Refusée sans enquête,,,,,Police - Toutes direstions confondues,,,,,,,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-21,Refusée sans enquête,Le Plateau-Mont-Royal,,,,Habitation - Toutes directions confondues,,,,,,,Subvention - Autre que logement social,,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-07-22,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2020-07-22,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-22,Refusée sans enquête,,,,,,,,,Office de consultation publique de Montréal,,,Services aux citoyens - Communication/Informations,,,Inconnu,HOMME,Pays inconnu,"Asie du Sud (tamouls, pakis, hindous)",Non
2020-07-22,Refusée sans enquête,Ville-Marie,,,,,,,,,,,TP - Chaussée/Trottoir,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2020-07-22,Refusée sans enquête,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,,,Cour municipale - Jugement ,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-22,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Arbre,,,41 à 50 ans,FEMME,Canadien,NON,Non
2020-07-23,Refusée sans enquête,Pierrefonds-Roxboro,,,,,,,,,,,Immeuble - Entretien,,,Inconnu,FEMME,Italien,NON,Non
2020-07-23,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,,,Nuisance - Bruit,,,65 ans et +,FEMME,Canadien,NON,Non
2020-07-23,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,TP - Circulation/Signalisation,,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-07-23,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-23,Refusée sans enquête,Y-Arrondissement non spécifié,,,,,,,,,,,Divers,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-24,Analyse/enquête sommaire,Le Plateau-Mont-Royal,,,,,,,,,,,Jardin communautaire,,,65 ans et +,HOMME,Canadien,NON,Non
2020-07-24,Refusée sans enquête,Verdun,,,,,,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,FEMME,Pays inconnu,Asiatique,Non
2020-07-24,Enquête approfondie,Montréal-Nord,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,FEMME,Canadien,NON,Non
2020-07-24,Enquête approfondie,Pierrefonds-Roxboro,,,,,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-24,Refusée sans enquête,Ville-Marie,,,,,,,,,,,ZU - Permis - Autre,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-24,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,ZU - Autre,,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-07-24,Refusée sans enquête,,,,,Affaires juridiques - Direction des affaires civiles,,,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-24,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,ZU - Autre,,,51 à 64 ans,HOMME,Canadien,NON,Non
2020-07-25,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,NON,Non
2020-07-25,Refusée sans enquête,Le Plateau-Mont-Royal,Mercier--Hochelaga-Maisonneuve,Ville-Marie,Le Sud-Ouest,,,,,,,,ZU - Autre,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-25,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,ZU - Autre,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-26,Refusée sans enquête,Y-Arrondissement non spécifié,,,,,,,,,,,ZU - Autre,,,Inconnu,Inconnu,Pays inconnu,Inconnu,Non
2020-07-26,Refusée sans enquête,Rosemont--La Petite-Patrie,LaSalle,,,,,,,,,,ZU - Autre,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-27,Enquête approfondie,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,Charte - sécurité,65 ans et +,HOMME,Canadien,NON,Non
2020-07-27,Enquête approfondie,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,Charte - sécurité,Inconnu,FEMME,Canadien,NON,Non
2020-07-27,Analyse/enquête sommaire,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,,,,,,Piste cyclable / Vélo,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-27,Analyse/enquête sommaire,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-27,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-27,Refusée sans enquête,,,,,Ressources humaines  - Toutes directions confondues,,,,,,,Relations de travail,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-27,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Nuisance - Autre ou Combinaison,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-27,Refusée sans enquête,Montréal-Nord,,,,,,,,,,,Arbre,,,Inconnu,HOMME,Italien,NON,Non
2020-07-27,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-27,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,Charte - services municipaux,41 à 50 ans,HOMME,Canadien,NON,Non
2020-07-27,Enquête approfondie,Rosemont--La Petite-Patrie,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,65 ans et +,FEMME,Canadien,NON,Non
2020-07-27,Refusée sans enquête,,,,,Environnement - Toutes directions confondues,,,,,,,Accès à l'information,,,51 à 64 ans,HOMME,Canadien,NON,Non
2020-07-28,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,,,ZU - Permis - Autre,,,26 à 40 ans,HOMME,Colombien,Latino-américain,Non
2020-07-28,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,Charte - services municipaux,51 à 64 ans,HOMME,Canadien,NON,Non
2020-07-28,Analyse/enquête sommaire,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,TP - Chaussée/Trottoir,,,26 à 40 ans,HOMME,Pays inconnu,Arabe,Non
2020-07-29,Enquête approfondie,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,Charte - sécurité,Inconnu,HOMME,Canadien,NON,Non
2020-07-29,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-29,Refusée sans enquête,Saint-Laurent,,,,,,,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-29,Refusée sans enquête,,,,,Ressources humaines  - Toutes directions confondues,Contrôleur général - Toutes divisions confondues,,,,,,Relations de travail,,,51 à 64 ans,HOMME,Canadien,NON,Non
2020-07-29,Enquête approfondie,Montréal-Nord,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,FEMME,Italien,NON,Non
2020-07-29,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2020-07-29,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Animal,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-30,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Sécurité - Autre qu'incendie,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-30,Enquête approfondie,Montréal-Nord,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,HOMME,Canadien,NON,Non
2020-07-30,Enquête approfondie,Rosemont--La Petite-Patrie,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,,,,,Piste cyclable / Vélo,Charte - vie démocratique,Charte - services municipaux,Inconnu,HOMME,Canadien,NON,Non
2020-07-30,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,Piste cyclable / Vélo,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-30,Refusée sans enquête,Y-Arrondissement non spécifié,,,,,,,,,,,Divers,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-30,Refusée sans enquête,LaSalle,,,,,,,,,,,Arbre,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-30,Refusée sans enquête,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2020-07-30,Refusée sans enquête,Le Sud-Ouest,,,,,,,,,,,ZU - Autre,,,Inconnu,FEMME,Canadien,NON,Non
2020-07-30,Refusée sans enquête,Ville-Marie,Le Plateau-Mont-Royal,Le Sud-Ouest,Villeray--Saint-Michel--Parc-Extension,,,,,,,,ZU - Autre,,,18 à 25 ans,HOMME,Canadien,NON,Non
2020-07-30,Refusée sans enquête,,,,,Affaires juridiques - Direction des affaires civiles,,,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,HOMME,Canadien,NON,Non
