Date_reception_demande,type_intervention,Ev_arrondissement,Ev_arrond2,Ev_service,Ev_service1,Ev_paramunicipal,societe_controle_concernee,Autre_entite,Categorie,Engagement_Charte_mtl_droits_respons,Engagement_Charte_mtl_droits_respons2,GroupeAge,Sexe,Origine_ethnique,Minorite_visible,Autochtone 
2019-06-28,Enquête approfondie,Le Plateau-Mont-Royal,,,,,,,ZU - Clôture/Haie,,,Inconnu,HOMME,Ne sait pas,Asiatique,Non
2019-06-28,Enquête approfondie,Verdun,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-06-28,Enquête approfondie,Verdun,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-06-29,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,TP - Propreté,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-07-02,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Dommage matériel - Demande de réparation,,,Inconnu,HOMME,Canadien,NON,Non
2019-07-02,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,TP - Compostage/Déchets/Recyclage,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-07-02,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,Nuisance - Bruit,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-07-02,Refusée sans enquête,,,Finances - Toutes directions confondues,,,,,Taxe foncière/Évaluation,,,65 ans et +,FEMME,Canadien,NON,Non
2019-07-03,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,TP - Chaussée/Trottoir,,,65 ans et +,FEMME,Canadien,NON,Non
2019-07-03,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-03,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Noir,Non
2019-07-03,Refusée sans enquête,Pierrefonds-Roxboro,,,,,,,Animal,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-03,Refusée sans enquête,Ville-Marie,,,,,,,Ruelle,,,51 à 64 ans,HOMME,Vietnamien,Asiatique,Non
2019-07-03,Enquête approfondie,Verdun,,,,,,,Nuisance - Autre ou Combinaison,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-07-03,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,Nuisance - Autre ou Combinaison,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-07-03,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,Services aux citoyens - Délai/Procédure,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-07-03,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,Services aux citoyens - Courtoisie/Comportement,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-07-03,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage corporel - Réclamation monétaire,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-07-03,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Services aux citoyens - Courtoisie/Comportement,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-07-03,Analyse/enquête sommaire,,,,,Bureau du taxi de Montréal,,,Services aux citoyens - Délai/Procédure,,,51 à 64 ans,HOMME,Pays inconnu,Arabe,Non
2019-07-03,Enquête approfondie,Le Plateau-Mont-Royal,,,,,,,Sécurité - Autre qu'incendie,"Charte - environnement, developpement durable",Charte - sécurité,GC,GC,GC,GC,Non
2019-07-04,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Accès à l'information,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2019-07-04,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,TP - Chaussée/Trottoir,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-07-04,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-07-04,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2019-07-04,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2019-07-04,Suivi engagement antérieur,Ville-Marie,,,,,,,Ruelle,,,26 à 40 ans,HOMME,Italien,NON,Non
2019-07-04,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Services aux citoyens - Délai/Procédure,,,65 ans et +,FEMME,Canadien,NON,Non
2019-07-04,Refusée sans enquête,,,,,Société de transport de Montréal (STM),,,Transport en commun,,,26 à 40 ans,HOMME,Canadien,NON,Non
2019-07-04,Refusée sans enquête,,,Développement économique - Toutes directions confondues,,,,,Subvention - Autre que logement social,,,PM,PM,PM,PM,Non
2019-07-04,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Nuisance - Bruit,,,26 à 40 ans,HOMME,Canadien,NON,Non
2019-07-04,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,26 à 40 ans,HOMME,Canadien,NON,Non
2019-07-04,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-07-04,Enquête approfondie,Verdun,,,,,,,Nuisance - Autre ou Combinaison,,,65 ans et +,HOMME,Canadien,NON,Non
2019-07-05,Enquête approfondie,Ahuntsic-Cartierville,,,,,,,ZU - Entrée charretière/Stationnement privé,,,26 à 40 ans,HOMME,Chilien,Latino-américain,Non
2019-07-05,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,HOMME,Canadien,NON,Non
2019-07-05,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Services aux citoyens - Courtoisie/Comportement,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-07-05,Refusée sans enquête,Saint-Laurent,,,,,,,TP - Aqueduc / Égout,,,41 à 50 ans,FEMME,Pays inconnu,NON,Non
2019-07-05,Enquête approfondie,,,Finances - Toutes directions confondues,,,,,Taxe foncière/Évaluation,,,65 ans et +,HOMME,Anglais,NON,Non
2019-07-05,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Services aux citoyens - Délai/Procédure,,,65 ans et +,HOMME,Canadien,NON,Non
2019-07-05,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,Immeuble - Salubrité - Autre ou Combinaison,Charte - vie économique et sociale,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-07-05,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-05,Refusée sans enquête,Verdun,,,,,,,Nuisance - Autre ou Combinaison,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-07-05,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Constat - Stationnement,,,65 ans et +,HOMME,Canadien,NON,Non
2019-07-05,Enquête approfondie,Verdun,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-07-05,Enquête approfondie,Verdun,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-07-08,Analyse/enquête sommaire,Villeray--Saint-Michel--Parc-Extension,,,,,,,Immeuble - Salubrité - Moisissures,,,Inconnu,HOMME,Canadien,NON,Non
2019-07-08,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Nuisance - Autre ou Combinaison,,,Inconnu,HOMME,Canadien,NON,Non
2019-07-08,Refusée sans enquête,,,Habitation - Toutes directions confondues,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-08,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-07-08,Enquête approfondie,Le Sud-Ouest,,,,,,,Sécurité - Autre qu'incendie,Charte - sécurité,,51 à 64 ans,FEMME,Polonais,NON,Non
2019-07-08,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,26 à 40 ans,HOMME,Pays inconnu,Inconnu,Non
2019-07-08,Enquête approfondie,Ahuntsic-Cartierville,,,,,,,ZU - Entrée charretière/Stationnement privé,,,51 à 64 ans,FEMME,Italien,NON,Non
2019-07-08,Enquête approfondie,Verdun,,,,,,,Nuisance - Autre ou Combinaison,,,65 ans et +,FEMME,Canadien,NON,Non
2019-07-08,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage corporel - Réclamation monétaire,,,65 ans et +,FEMME,Canadien,NON,Non
2019-07-08,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,Arbre,,,26 à 40 ans,HOMME,Tunisien,Arabe,Non
2019-07-08,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,26 à 40 ans,HOMME,Tunisien,Arabe,Non
2019-07-08,Enquête approfondie,Verdun,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-07-08,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Stationnement,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-07-09,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-07-09,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Chinois,Asiatique,Non
2019-07-09,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,Services aux citoyens - Courtoisie/Comportement,Charte - services municipaux,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-07-09,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2019-07-09,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-07-09,Refusée sans enquête,Verdun,,,,,,,Services aux citoyens - Courtoisie/Comportement,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-07-09,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Parcs et espaces verts,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-07-09,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-07-09,Enquête approfondie,Pierrefonds-Roxboro,,,,,,,TP - Autre ou combinaison,Charte - sécurité,,Inconnu,HOMME,Canadien,NON,Non
2019-07-10,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,ZU - Entrée charretière/Stationnement privé,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-07-10,Refusée sans enquête,Le Plateau-Mont-Royal,,Eau - Toutes directions confondues,,,,,Environnement/Développement durable,,,PM,PM,PM,PM,Non
2019-07-10,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,HOMME,Pays inconnu,NON,Non
2019-07-10,Refusée sans enquête,Ville-Marie,,,,,,,Nuisance - Autre ou Combinaison,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-10,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-10,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,FEMME,Canadien,NON,Non
2019-07-10,Refusée sans enquête,Le Sud-Ouest,,,,,,,Piste cyclable / Vélo,,,65 ans et +,HOMME,Canadien,NON,Non
2019-07-10,Refusée sans enquête,Le Sud-Ouest,,,,,,,Services aux citoyens - Communication/Informations,,,65 ans et +,HOMME,Canadien,NON,Non
2019-07-10,Analyse/enquête sommaire,Ahuntsic-Cartierville,,,,,,,Services aux citoyens - Délai/Procédure,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-07-11,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-11,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,HOMME,Italien,NON,Non
2019-07-11,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,ZU - Entrée charretière/Stationnement privé,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-11,Refusée sans enquête,L'Île-Bizard--Sainte-Geneviève,,,,,,,Nuisance - Circulation,,,65 ans et +,FEMME,Canadien,NON,Non
2019-07-11,Refusée sans enquête,Pierrefonds-Roxboro,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-07-11,Enquête approfondie,Le Plateau-Mont-Royal,,,,,,,ZU - Entrée charretière/Stationnement privé,,,Inconnu,HOMME,Canadien,NON,Non
2019-07-11,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Services aux citoyens - Communication/Informations,,,18 à 25 ans,HOMME,Canadien,NON,Non
2019-07-11,Refusée sans enquête,Pierrefonds-Roxboro,,,,,,,Services aux citoyens - Délai/Procédure,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-07-12,Enquête approfondie,Ahuntsic-Cartierville,,,,,,,Services aux citoyens - Communication/Informations,Charte - services municipaux,,PM,PM,PM,PM,Non
2019-07-12,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-12,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Environnement/Développement durable,,,65 ans et +,FEMME,Canadien,NON,Non
2019-07-12,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Constat - Stationnement,,,Inconnu,HOMME,Canadien,NON,Non
2019-07-12,Refusée sans enquête,,,Finances - Toutes directions confondues,,,,,Taxe foncière/Évaluation,,,Inconnu,HOMME,Canadien,NON,Non
2019-07-12,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-12,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,Domaine public - Occupation,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-12,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,TP - Propreté,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-15,Enquête approfondie,Verdun,,,,,,,Nuisance - Autre ou Combinaison,,,65 ans et +,HOMME,Canadien,NON,Non
2019-07-15,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage corporel - Réclamation monétaire,,,26 à 40 ans,FEMME,Pays inconnu,Asiatique,Non
2019-07-15,Refusée sans enquête,Outremont,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-07-15,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,HOMME,Pays inconnu,Inconnu,Non
2019-07-15,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Entretien,,,65 ans et +,FEMME,Canadien,NON,Non
2019-07-15,Refusée sans enquête,Outremont,,Affaires juridiques - Direction des affaires civiles,,,,,Services aux citoyens - Communication/Informations,,,41 à 50 ans,FEMME,Vietnamien,Asiatique,Non
2019-07-15,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Agent de la paix - DAO (excluant comportement),,,Inconnu,HOMME,Pays inconnu,Latino-américain,Non
2019-07-15,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,FEMME,Marocain,Arabe,Non
2019-07-15,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-15,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Stationnement,,,41 à 50 ans,HOMME,Italien,NON,Non
2019-07-15,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,TP - Propreté,,,41 à 50 ans,HOMME,Italien,NON,Non
2019-07-15,Enquête approfondie,Verdun,,,,,,,Piste cyclable / Vélo,Charte - sécurité,,OdM,OdM,OdM,OdM,Non
2019-07-16,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Services aux citoyens - Délai/Procédure,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-07-16,Enquête approfondie,Villeray--Saint-Michel--Parc-Extension,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,65 ans et +,FEMME,Canadien,NON,Non
2019-07-16,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-17,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,FEMME,Ne sait pas,Inconnu,Non
2019-07-17,Refusée sans enquête,,,Ville - Général - (ne pas confondre Direction générale),,,,,Services aux citoyens - Autre ou combinaison,,,Inconnu,HOMME,Canadien,NON,Non
2019-07-17,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,Sécurité - Autre qu'incendie,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-07-17,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,Immeuble - Salubrité - Moisissures,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2019-07-17,Refusée sans enquête,,,De l'urbanisme et de la mobilité - Direction de la mobilité,,,,,TP - Autre ou combinaison,,,51 à 64 ans,FEMME,Pays inconnu,Inconnu,Non
2019-07-18,Refusée sans enquête,,,,,Office de consultation publique de Montréal,,,Services aux citoyens - Communication/Informations,,,65 ans et +,HOMME,Pays inconnu,Inconnu,Non
2019-07-18,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-07-18,Refusée sans enquête,Outremont,,,,,,,ZU - Permis - Autre,,,51 à 64 ans,FEMME,Italien,NON,Non
2019-07-18,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Russe,NON,Non
2019-07-18,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Pays inconnu,NON,Non
2019-07-18,Refusée sans enquête,,,Concertation des arrondissements  - Toutes directions confondues,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,FEMME,Pays inconnu,NON,Non
2019-07-18,Enquête approfondie,,,,,Bureau du taxi de Montréal,,,Taxi,Charte - services municipaux,,51 à 64 ans,HOMME,Marocain,Arabe,Non
2019-07-18,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-18,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,Arbre,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-18,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,Ruelle,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-19,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,Services aux citoyens - Communication/Informations,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-07-19,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,Ruelle,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-07-19,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Agent de la paix - DAO (excluant comportement),,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-07-19,Refusée sans enquête,,,,,,,,TP - Déneigement,,,51 à 64 ans,HOMME,Pays inconnu,Inconnu,Non
2019-07-19,Refusée sans enquête,Ville-Marie,,Sécurité incendie - Toutes directions confondues,,,,,Immeuble - Entretien,,,51 à 64 ans,HOMME,Pays inconnu,Inconnu,Non
2019-07-19,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-19,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Latino-américain,Non
2019-07-22,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-07-22,Refusée sans enquête,,,Concertation des arrondissements  - Toutes directions confondues,,,,,Constat - Autre que stationnement,,,26 à 40 ans,HOMME,Canadien,NON,Non
2019-07-22,Refusée sans enquête,Ville-Marie,,,,,,,Nuisance - Autre ou Combinaison,,,26 à 40 ans,HOMME,Pays inconnu,Arabe,Non
2019-07-22,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Services aux citoyens - Communication/Informations,,,41 à 50 ans,HOMME,Italien,NON,Non
2019-07-22,Refusée sans enquête,,,,,,,,Nuisance - Autre ou Combinaison,,,65 ans et +,FEMME,Pays inconnu,Inconnu,Non
2019-07-22,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,TP - Propreté,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-07-22,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,HOMME,Pays inconnu,NON,Non
2019-07-22,Refusée sans enquête,Outremont,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,HOMME,Canadien,NON,Non
2019-07-22,Refusée sans enquête,,,,,Société de transport de Montréal (STM),,,Services aux citoyens - Communication/Informations,,,Inconnu,FEMME,Pays inconnu,NON,Non
2019-07-22,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,HOMME,Pays inconnu,NON,Non
2019-07-22,Analyse/enquête sommaire,Anjou,,,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,HOMME,Canadien,NON,Non
2019-07-23,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,HOMME,Pays inconnu,Inconnu,Non
2019-07-23,Refusée sans enquête,Ville-Marie,,,,,,,Nuisance - Autre ou Combinaison,,,51 à 64 ans,FEMME,Pays inconnu,Inconnu,Non
2019-07-23,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,NON,Non
2019-07-23,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-23,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Services aux citoyens - Communication/Informations,,,51 à 64 ans,HOMME,Pays inconnu,Noir,Non
2019-07-23,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,Inconnu,Pays inconnu,"Asie du Sud (tamouls, pakis, hindous)",Non
2019-07-23,Enquête approfondie,Mercier--Hochelaga-Maisonneuve,,,,,,,Arbre,"Charte - environnement, developpement durable",,26 à 40 ans,HOMME,Tunisien,Arabe,Non
2019-07-24,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-24,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,65 ans et +,HOMME,Italien,NON,Non
2019-07-24,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Stationnement,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-07-24,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-07-25,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,Services aux citoyens - Délai/Procédure,,,41 à 50 ans,HOMME,Roumain,NON,Non
2019-07-25,Enquête approfondie,,,,,Office municipal d'habitation de Montréal (OMHM),,,Relations locataire/propriétaire (VdM et entités liées),,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-07-25,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,FEMME,Haitien,Noir,Non
2019-07-25,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,18 à 25 ans,FEMME,Italien,NON,Non
2019-07-25,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Services aux citoyens - Délai/Procédure,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-07-25,Enquête approfondie,,,,,Office municipal d'habitation de Montréal (OMHM),,,Services aux citoyens - Communication/Informations,Charte - services municipaux,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-07-25,Analyse/enquête sommaire,,,,,Office municipal d'habitation de Montréal (OMHM),,,Relations locataire/propriétaire (VdM et entités liées),,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-07-26,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,Immeuble - Salubrité - Insectes,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2019-07-26,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2019-07-26,Analyse/enquête sommaire,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Services aux citoyens - Communication/Informations,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-07-29,Refusée sans enquête,,,Environnement - Toutes directions confondues,,,,,Services aux citoyens - Autre ou combinaison,,,PM,PM,PM,PM,Non
2019-07-29,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage corporel - Réclamation monétaire,,,Inconnu,FEMME,Canadien,NON,Non
2019-07-29,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Autre que stationnement,,,18 à 25 ans,HOMME,Canadien,NON,Non
2019-07-29,Refusée sans enquête,,,,,,,,Piste cyclable / Vélo,,,18 à 25 ans,HOMME,Canadien,NON,Non
2019-07-29,Refusée sans enquête,Anjou,,,,,,,ZU - Permis - Autre,,,65 ans et +,HOMME,Canadien,NON,Non
2019-07-29,Enquête approfondie,Verdun,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,,18 à 25 ans,FEMME,Canadien,NON,Non
2019-07-29,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,HOMME,Canadien,NON,Non
