Date_reception_demande,Mode_recep_demande,TypePlainte,GroupeAge,sexe,Minorite_visible,Origine_ethnique,Autochtone,Source,Acheminement_Demandeur,NbrePers,Ev_arrondissement,Ev_arrond2,Ev_arrond3,Ev_arrond4,Vc,Ev_service,Ev_service2,Ev_paramunicipal,Autre_entite,Categorie,Categorie2,Categorie3,Charte_vieD,Charte_vieD2,Charte_vieD3,Charte_vieES,Charte_vieES2,Charte_vieES3,Charte_Cult,Charte_Cult2,Charte_Cult3,Charte_ActP,Charte_ActP2,Charte_ActP3,Charte_Env,Charte_Env2,Charte_Env3,Charte_Sec,Charte_Sec2,Charte_Sec3,Charte_ServMun,Charte_ServMun2,Charte_ServMun3,DelaiReponse,resultat_enquete,mode_reponse,Date_fermeture,DelaiTraitement 
2014-07-24,Courriel,individu,41 à 50 ans,FEMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,60,Lachine,,,,,,,,,Circulation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-07-24,1
2014-07-25,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-07-25,1
2014-07-25,Téléphone,individu,Inconnu,FEMME,Arabe,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Bixi Montréal,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-07-25,1
2014-07-25,Téléphone,individu,Inconnu,FEMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social/HLM/Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-07-25,1
2014-07-25,En personne,individu,Inconnu,HOMME,Latino-américain,Ne sait pas,False,Ancien demandeur,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Culture,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2014-07-25,1
2014-07-25,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,2,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Personne handicapée,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-07-25,1
2014-07-25,Téléphone,individu,Inconnu,FEMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Relation locataire/prop.,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-07-25,1
2014-07-24,Poste,individu,41 à 50 ans,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social/HLM/Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-07-25,2
2014-07-25,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Ser. mise en valeur du territoire - Direction de l'habitation,,,,Subvention autre que logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-07-25,1
2014-07-28,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,2,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Salubrité et entretien (moisissures),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-07-28,1
2014-07-28,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Animal,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-07-28,1
2014-07-28,Poste,individu,Inconnu,HOMME,NON,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Salubrité et entretien (autres),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Lettre,2014-07-29,2
2014-07-28,Téléphone,individu,Inconnu,HOMME,Inconnu,Ne sait pas,False,Fonctionnaire,Demandeur / Mandataire,2,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Stationnement/SRRR/Vignette,Charte - services municipaux,,,,,,,,,,,,,,,,,,,,Favoriser la souplesse dans les services municipaux afin de répondre aux besoins variés des citoyennes et des citoyens,Prendre des mesures visant à limiter les nuisances et les obstacles entravant l'accès sécuritaire des citoyennes et des citoyens à leur domicile,,41,En Traitement,,,
2014-07-29,Téléphone,individu,65 ans et +,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,2,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,Personne handicapée,,,,,,,,,,,,,,,,,,,,,,,,,Désistement avant enquête,Téléphone,2014-07-29,1
2014-07-29,En personne,individu,51 à 64 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2014-07-29,1
2014-07-29,En personne,individu,51 à 64 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires civiles,,,,Réclamation monétaire (autres),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2014-07-29,1
2014-07-28,Courriel,individu,51 à 64 ans,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Culture,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-07-29,2
2014-07-29,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Personne handicapée,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-07-29,1
2014-07-29,Téléphone,individu,Inconnu,HOMME,Inconnu,Ne sait pas,False,Fonctionnaire,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,Service de police - Direction des opérations,,,,Sécurité incendie,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-07-29,1
2014-07-29,Courriel,individu,41 à 50 ans,HOMME,Arabe,Algerien,False,Internet,Demandeur / Mandataire,1,Montréal-Nord,,,,,,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-07-30,2
2014-07-29,Téléphone,individu,Inconnu,FEMME,NON,Grec,False,Inconnu,Demandeur / Mandataire,1,Villeray/Saint-Michel/Parc-Extension,,,,,,,,,Salubrité et entretien (autres),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-07-30,2
2014-07-30,Téléphone,individu,Inconnu,FEMME,Inconnu,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-07-30,1
2014-07-30,Téléphone,individu,Inconnu,HOMME,Inconnu,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-07-30,1
2014-07-30,Téléphone,individu,Inconnu,FEMME,NON,Polonais,False,Ancien demandeur,Demandeur / Mandataire,1,Outremont,,,,,Finances - ******Centre des services partagés,,,,Taxe (sauf foncière),,,,,,,,,,,,,,,,,,,,,,,,10,En Traitement,,,
2014-07-30,Téléphone,individu,51 à 64 ans,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Infraction à une loi,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-07-30,1
2014-07-30,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Circulation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-07-30,1
2014-07-30,Courriel,individu,26 à 40 ans,HOMME,NON,Anglais,False,Inconnu,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-07-30,1
2014-07-29,Courriel,individu,26 à 40 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires civiles,,,,Réclamation monétaire (travaux municipaux),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-07-30,2
2014-07-31,Téléphone,individu,Inconnu,FEMME,NON,Italien,False,Inconnu,Demandeur / Mandataire,1,LaSalle,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-07-31,1
2014-07-31,Téléphone,individu,Inconnu,FEMME,Asiatique,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-07-31,1
2014-07-30,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Jugement Cour municipale,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-07-31,2
2014-07-31,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Infraction à une loi,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-07-31,1
2014-08-01,En personne,individu,Inconnu,HOMME,Arabe,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Arbre,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2014-08-01,1
2014-08-01,Courriel,individu,41 à 50 ans,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Zonage/Urbanisme/Dérogation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-08-01,1
2014-08-01,Courriel,individu,26 à 40 ans,HOMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,1,,,,,,,,Société de transport de Montréal (STM),,Transport,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2014-08-01,1
2014-08-01,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-01,1
2014-08-01,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-01,1
2014-08-01,Téléphone,individu,51 à 64 ans,HOMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Jugement Cour municipale,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-01,1
2014-07-30,Courriel,individu,Inconnu,FEMME,NON,Canadien,False,Journal,Demandeur / Mandataire,1,Rosemont/La Petite-Patrie,,,,,,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-08-01,3
2014-08-01,Courriel,individu,51 à 64 ans,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-01,1
2014-08-01,Courriel,individu,41 à 50 ans,FEMME,NON,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2014-08-01,1
2014-08-04,Téléphone,individu,51 à 64 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Sport et loisir,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-04,1
2014-08-01,Courriel,individu,51 à 64 ans,HOMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-04,2
2014-08-04,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,LaSalle,,,,,,,,,Déchets/Recyclage/Compostage,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-05,2
2014-08-04,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,LaSalle,,,,,,,,,Ruelle,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-05,2
2014-08-04,Courriel,individu,51 à 64 ans,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-08-04,1
2014-08-04,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-05,2
2014-08-05,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,,,,Entité mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-05,1
2014-08-04,Téléphone,individu,65 ans et +,FEMME,Asiatique,Chinois,False,Fonctionnaire,Demandeur / Mandataire,1,LaSalle,,,,,,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-04,1
2014-08-04,Téléphone,individu,65 ans et +,FEMME,Asiatique,Chinois,False,Fonctionnaire,Demandeur / Mandataire,1,LaSalle,,,,,,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-04,1
2014-08-04,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social/HLM/Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-05,2
2014-08-05,Courriel,individu,26 à 40 ans,HOMME,NON,Français,False,Journal,Demandeur / Mandataire,2,Rosemont/La Petite-Patrie,,,,,,,,,Aqueduc/Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-08-05,1
2014-08-05,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,,,,,Déchets/Recyclage/Compostage,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-05,1
2014-08-06,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,******Service de la qualité de vie - Dir. de la culture et du patrimoine,,,,Culture,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-06,1
2014-08-05,Téléphone,personne morale,PM,PM,PM,PM,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-06,2
2014-08-06,En personne,individu,41 à 50 ans,HOMME,NON,Italien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires civiles,,,,Réclamation monétaire (autres),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2014-08-06,1
2014-08-06,Courriel,individu,Inconnu,HOMME,NON,Juif,False,Ancien demandeur,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,25,Plainte non fondée au mérite,,2014-12-16,93
2014-08-06,Téléphone,individu,Inconnu,HOMME,Asie du Sud (tamouls, pakis, hindous),Indien de l'Inde,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-06,1
2014-08-06,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,Mercier/Hochelaga/Maisonneuve,,,,,,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-06,1
2014-08-06,Téléphone,individu,26 à 40 ans,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Ser. mise en valeur du territoire - Direction de l'habitation,,,,Subvention autre que logement,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-06,1
2014-08-06,Courriel,individu,51 à 64 ans,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires civiles,,,,Réclamation monétaire (nid-de-poule),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-06,1
2014-08-06,Courriel,individu,51 à 64 ans,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Mercier/Hochelaga/Maisonneuve,,,,,,,,,Voirie/Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-06,1
2014-08-07,Téléphone,individu,Inconnu,HOMME,Arabe,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires civiles,,,,Réclamation monétaire (chute sur trottoir),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-07,1
2014-08-07,Téléphone,individu,41 à 50 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-08-07,1
2014-08-07,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Voirie/Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-07,1
2014-08-07,Téléphone,individu,Inconnu,HOMME,Asiatique,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,Finances - ******Centre des services partagés,,,,Évaluation/Taxe foncière,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-08,2
2014-08-05,Courriel,individu,41 à 50 ans,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,Service de la concertation des arrondissements  - *****Direction des stratégies et transactions immobilières,,,,Zonage/Urbanisme/Dérogation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-08-06,2
2014-08-06,Courriel,individu,41 à 50 ans,FEMME,NON,Pays inconnu,False,Internet,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,,,,,Salubrité et entretien (autres),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-08-06,1
2014-08-11,Courriel,individu,41 à 50 ans,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-08-11,1
2014-08-11,Téléphone,individu,65 ans et +,FEMME,NON,Italien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-11,1
2014-08-11,Téléphone,individu,65 ans et +,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-11,1
2014-08-11,Téléphone,individu,Inconnu,HOMME,NON,Italien,False,Inconnu,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Aqueduc/Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-11,1
2014-08-07,Blogue,individu,Inconnu,HOMME,NON,Canadien,False,Blogue,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Désistement avant enquête,Blogue,2014-08-07,1
2014-08-07,Téléphone,individu,Inconnu,HOMME,NON,Français,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Infraction à une loi,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-07,1
2014-08-07,Courriel,individu,Inconnu,FEMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,3,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2014-08-07,1
2014-08-08,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Divers,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-08,1
2014-08-11,En personne,individu,26 à 40 ans,FEMME,Arabe,Algerien,False,Internet,Demandeur / Mandataire,1,,,,,,Service de police - Section des agents de stationnement,,,,Infraction de stationnement,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2014-08-11,1
2014-08-11,En personne,individu,26 à 40 ans,FEMME,Arabe,Algerien,False,Internet,Demandeur / Mandataire,2,Saint-Léonard,,,,,,,,,Stationnement/SRRR/Vignette,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2014-08-11,1
2014-08-11,Téléphone,individu,65 ans et +,FEMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,2,Outremont,,,,,,,,,Arbre,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-11,1
2014-08-11,Courriel,individu,51 à 64 ans,FEMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,2,Saint-Laurent,,,,,,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-08-11,1
2014-08-12,Téléphone,individu,Inconnu,FEMME,NON,Italien,False,Inconnu,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Circulation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-12,1
2014-08-08,Courriel,individu,51 à 64 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,12,Réglé par médiation,,2015-04-15,166
2014-08-11,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Sport et loisir,,,,,,,,,,,,,,,,,,,,,,,,13,En Traitement,,,
2014-08-11,Poste,individu,65 ans et +,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,Personne handicapée,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Lettre,2014-08-12,2
2014-08-12,Courriel,individu,65 ans et +,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Ville-Marie,,,,,Service de la concertation des arrondissements  - *****Direction des stratégies et transactions immobilières,,,,Divers,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-08-12,1
2014-08-12,Téléphone,individu,65 ans et +,HOMME,Asiatique,Chinois,False,Inconnu,Demandeur / Mandataire,1,,,,,,Service de police - Section des agents de stationnement,,,,Infraction de stationnement,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-12,1
2014-08-13,Téléphone,individu,Inconnu,FEMME,Arabe,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-13,1
2014-08-12,Courriel,individu,26 à 40 ans,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Service de police - Section des agents de stationnement,,,,Stationnement/SRRR/Vignette,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-12,1
2014-08-13,Téléphone,individu,65 ans et +,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,Accès à l'information,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-13,1
2014-08-13,Téléphone,individu,Inconnu,HOMME,NON,Italien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-13,1
2014-08-13,Téléphone,individu,Inconnu,HOMME,NON,Italien,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires civiles,,,,Réclamation monétaire (autres),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-13,1
2014-08-13,Téléphone,individu,Inconnu,HOMME,NON,Italien,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Jugement Cour municipale,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-08-13,1
2014-08-13,Courriel,individu,51 à 64 ans,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Stationnement/SRRR/Vignette,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-08-13,1
