"Date_reception_demande","Mode_recep_demande","TypePlainte","GroupeAge","sexe","Minorite_visible","Origine_ethnique","Autochtone","Source","Acheminement_Demandeur","NbrePers","Ev_arrondissement","Ev_arrond2","Ev_arrond3","Ev_arrond4","Vc","Ev_service","Ev_service2","Ev_paramunicipal","Autre_entite","Categorie","Categorie2","Categorie3","Charte_vieD","Charte_vieD2","Charte_vieD3","Charte_vieES","Charte_vieES2","Charte_vieES3","Charte_Cult","Charte_Cult2","Charte_Cult3","Charte_ActP","Charte_ActP2","Charte_ActP3","Charte_Env","Charte_Env2","Charte_Env3","Charte_Sec","Charte_Sec2","Charte_Sec3","Charte_ServMun","Charte_ServMun2","Charte_ServMun3","DelaiReponse","resultat_enquete","mode_reponse","Date_fermeture","DelaiTraitement",,, 
"2018-07-18","Twitter","individu","41 à 50 ans","HOMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,"Le Sud-Ouest",,,,,,,,,"Participation citoyenne - Autre que droit d'initiative",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Twitter","2018-07-18",1,,,
"2018-07-18","Téléphone","individu","51 à 64 ans","HOMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,,,,,,"Concertation des arrondissements  - Toutes directions confondues",,,,"Services aux citoyens - Autre ou combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-18",1,,,
"2018-07-18","Téléphone","individu","26 à 40 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2018-07-18",1,,,
"2018-07-18","Téléphone","individu","51 à 64 ans","HOMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,,,,,,"Environnement - Toutes directions confondues",,,,"Environnement/Développement durable",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-18",1,,,
"2018-07-18","Courriel","individu","65 ans et +","FEMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,"Lachine",,,,,,,,,"Nuisance - Circulation","Charte - sécurité",,,,,,,,,,,,,,"Prendre des mesures visant à limiter les nuisances abusives issues de la circulation",,,"Aménager son territoire de façon sécuritaire",,,,,,,"En traitement",,,,,,
"2018-07-20","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Fonctionnaire","Demandeur / Mandataire",1,,,,,,,,"Office municipal d'habitation de Montréal (OMHM)",,"Immeuble - Salubrité - Autre ou Combinaison","Charte - vie économique et sociale",,,,,"Prendre des mesures afin que les logements soient conformes aux normes de salubrité lorsque la santé et la sécurité sont mises en cause",,,,,,,,,,,,,,,,,,,"Non fondée","Lettre","2018-10-15",60,,,
"2018-07-18","Courriel","personne morale","PM","PM","PM","PM","False","Inconnu","Demandeur / Mandataire",1,"Outremont",,,,,,,,,"ZU - Entrée charretière/Stationnement privé",,,,,,,,,,,,,,,,,,,,,,,,,"Enquête suspendue",,,,,,
"2018-07-18","Téléphone","individu","51 à 64 ans","HOMME","Arabe","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"OBNL","Téléphone","2018-07-19",2,,,
"2018-07-18","Téléphone","individu","51 à 64 ans","HOMME","Arabe","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,"Le Plateau-Mont-Royal",,,,,,,,,"Immeuble - Entretien",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-18",1,,,
"2018-07-18","Téléphone","individu","51 à 64 ans","HOMME","NON","Canadien","False","Fonctionnaire","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Cour municipale - Jugement",,,,,,,,,,,,,,,,,,,,,,,,,"Jugement rendu Cour municipale (Art. 11 par. 2)","Téléphone","2018-07-18",1,,,
"2018-07-19","Blogue","individu","Inconnu","Inconnu","NON","Canadien","False","Blogue","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Autre différend privé","Blogue","2018-07-19",1,,,
"2018-07-19","Téléphone","individu","41 à 50 ans","FEMME","NON","Italien","False","Inconnu","Demandeur / Mandataire",1,"Villeray--Saint-Michel--Parc-Extension",,,,,,,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-19",1,,,
"2018-07-19","Téléphone","individu","65 ans et +","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Autre différend privé","Téléphone","2018-07-19",1,,,
"2018-07-18","Courriel","individu","51 à 64 ans","FEMME","NON","Italien","False","Connaissances générales","Demandeur / Mandataire",1,"Montréal-Nord",,,,,,,,,"Services aux citoyens - Communication/Informations",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Courriel","2018-07-20",3,,,
"2018-07-12","Courriel","individu","51 à 64 ans","HOMME","NON","Français","False","Ancien demandeur","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2018-07-20",7,,,
"2018-07-19","Téléphone","individu","51 à 64 ans","HOMME","NON","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Santé et services sociaux","Téléphone","2018-07-19",1,,,
"2018-07-20","Téléphone","individu","18 à 25 ans","FEMME","Noir","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Éducation","Téléphone","2018-07-20",1,,,
"2018-07-19","Courriel","individu","41 à 50 ans","FEMME","Noir","Pays inconnu","False","Internet","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Services aux citoyens - Délai/Procédure",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-07-20",2,,,
"2018-07-20","Téléphone","individu","Inconnu","HOMME","NON","Français","False","Organisme externe","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Services bancaires/financiers/assurances","Téléphone","2018-07-20",1,,,
"2018-07-20","Téléphone","individu","26 à 40 ans","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Côte-des-Neiges--Notre-Dame-de-Grâce",,,,,,,,,"Nuisance - Autre ou Combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-20",1,,,
"2018-07-18","Téléphone","individu","Inconnu","HOMME","Arabe","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,"Société de transport de Montréal (STM)",,"Relations de travail",,,,,,,,,,,,,,,,,,,,,,,,,"STM (Art. 11-5)","Téléphone","2018-07-18",1,,,
"2018-07-23","Téléphone","individu","Inconnu","HOMME","NON","Italien","False","Inconnu","Demandeur / Mandataire",1,"Ville-Marie",,,,,,,,,"Nuisance - Bruit",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-23",1,,,
"2018-07-23","Téléphone","individu","65 ans et +","FEMME","NON","Canadien","False","Fonctionnaire","Demandeur / Mandataire",1,"Villeray--Saint-Michel--Parc-Extension",,,,,,,,,"Nuisance - Bruit",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-23",1,,,
"2018-07-23","Téléphone","individu","51 à 64 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Rosemont--La Petite-Patrie",,,,,,,,,"ZU - Permis Transformation/Construction/Démolition/PIIA",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-23",1,,,
"2018-07-18","Courriel","individu","26 à 40 ans","HOMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Services aux citoyens - Délai/Procédure",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Courriel","2018-07-26",7,,,
"2018-07-24","Téléphone","individu","Inconnu","HOMME","NON","Arménien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Autre différend privé","Téléphone","2018-07-24",1,,,
"2018-07-24","Téléphone","individu","26 à 40 ans","FEMME","Asiatique","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Constat - Autre que stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-07-24",1,,,
"2018-07-23","En personne","personne morale","PM","PM","PM","PM","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Sécurité incendie - Toutes directions confondues",,,,"Services aux citoyens - Communication/Informations",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","En personne","2018-07-23",1,,,
"2018-07-19","Courriel","individu","Inconnu","FEMME","Noir","Haitien","False","Inconnu","Demandeur / Mandataire",1,"Rivière-des-Prairies--Pointe-aux-Trembles",,,,,,,,,"ZU - Permis Transformation/Construction/Démolition/PIIA",,,,,,,,,,,,,,,,,,,,,,,,,"Fondée - Réglée","Lettre","2018-09-04",33,,,
"2018-07-23","Courriel","individu","65 ans et +","HOMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,"Mercier--Hochelaga-Maisonneuve",,,,,,,,,"Arbre",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-07-24",2,,,
"2018-07-24","Téléphone","individu","Inconnu","FEMME","Arabe","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Entreprise ou commerce","Téléphone","2018-07-24",1,,,
"2018-07-24","Téléphone","individu","18 à 25 ans","FEMME","NON","Français","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Éducation","Téléphone","2018-07-24",1,,,
"2018-07-24","Téléphone","individu","51 à 64 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Rivière-des-Prairies--Pointe-aux-Trembles",,,,,,,,,"Arbre",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-24",1,,,
"2018-07-23","Téléphone","individu","51 à 64 ans","HOMME","NON","Polonais","False","Internet","Demandeur / Mandataire",1,"Pierrefonds-Roxboro",,,,,,,,,"Nuisance - Bruit","Charte - environnement"," developpement durable",,,,,,,,,,,,,,"Prendre des mesures visant à limiter les nuisances abusives issues du bruit",,,,,,,,,16,"Fondée - Réglée","Lettre","2018-10-01",50,,
"2018-07-24","Téléphone","individu","51 à 64 ans","HOMME","NON","Grec","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Services bancaires/financiers/assurances","Téléphone","2018-07-24",1,,,
"2018-07-24","Téléphone","individu","41 à 50 ans","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Santé et services sociaux","Téléphone","2018-07-24",1,,,
"2018-07-24","Courriel","individu","51 à 64 ans","FEMME","NON","Italien","False","Fonctionnaire","Demandeur / Mandataire",1,"Rivière-des-Prairies--Pointe-aux-Trembles",,,,,,,,,"Arbre",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-07-24",1,,,
"2018-07-24","Téléphone","individu","Inconnu","FEMME","Inconnu","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-24",1,,,
"2018-07-24","Téléphone","individu","Inconnu","HOMME","NON","Italien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Services bancaires/financiers/assurances","Téléphone","2018-07-24",1,,,
"2018-07-25","Téléphone","individu","41 à 50 ans","FEMME","NON","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,"Conseil de la ville",,,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. CE/CM/CA/Comité (Art. 11-1) (pas CMDR)","Téléphone","2018-07-25",1,,,
"2018-07-25","En personne","individu","26 à 40 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Agent de la paix - DAO (excluant comportement)",,,,,,,,,,,,,,,,,,,,,,,,,"Agent de la paix (Art. 11-4)","En personne","2018-07-25",1,,,
"2018-07-25","Courriel","individu","51 à 64 ans","FEMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,,,,,,"Concertation des arrondissements  - Toutes directions confondues",,,,"Services aux citoyens - Courtoisie/Comportement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-07-25",1,,,
"2018-07-25","Téléphone","individu","Inconnu","HOMME","NON","Tchèque","False","Fonctionnaire","Demandeur / Mandataire",1,"Ville-Marie",,,,,,,,,"Stationnement municipal et sur rue/Vignette/Débarcadère",,,,,,,,,,,,,,,,,,,,,,,,,"Fondée - Réglée","Lettre","2018-08-01",6,,,
"2018-07-25","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Cour municipale - Frais/Perception (en lien avec jugement)",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-07-25",1,,,
"2018-07-26","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2018-07-26",1,,,
"2018-07-12","Courriel","individu","Inconnu","HOMME","NON","Canadien","False","Parent ou ami","Demandeur / Mandataire",1,"Mercier--Hochelaga-Maisonneuve",,,,,,,,,"ZU - Permis Transformation/Construction/Démolition/PIIA",,,,,,,,,,,,,,,,,,,,,,,,,"Fondée - Réglée","Lettre","2018-11-13",87,,,
"2018-07-26","Téléphone","individu","41 à 50 ans","HOMME","Noir","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,"Saint-Laurent",,,,,,,,,"Services aux citoyens - Courtoisie/Comportement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-26",1,,,
"2018-07-26","Télécopieur","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Services bancaires/financiers/assurances","Lettre","2018-07-26",1,,,
"2018-07-26","Courriel","individu","51 à 64 ans","HOMME","NON","Italien","False","Fonctionnaire","Demandeur / Mandataire",1,"Rivière-des-Prairies--Pointe-aux-Trembles",,,,,,,,,"ZU - Clôture/Haie",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-07-26",1,,,
"2018-07-24","Courriel","individu","65 ans et +","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Rivière-des-Prairies--Pointe-aux-Trembles",,,,,,,,,"ZU - Clôture/Haie",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Lettre","2018-08-27",25,,,
"2018-07-26","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Fourrière",,,,,,,,,,,,,,,,,,,,,,,,,"Désistement","Téléphone","2018-07-26",1,,,
"2018-07-26","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Services bancaires/financiers/assurances","Téléphone","2018-07-26",1,,,
"2018-07-27","Courriel","individu","51 à 64 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Constat - Stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-07-27",1,,,
"2018-07-27","Courriel","individu","51 à 64 ans","FEMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,,,,,,,,"Office municipal d'habitation de Montréal (OMHM)",,"Immeuble - Salubrité - Insectes",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-07-27",1,,,
"2018-07-27","Téléphone","individu","51 à 64 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Services aux citoyens - Délai/Procédure",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-27",1,,,
"2018-07-27","Téléphone","individu","26 à 40 ans","FEMME","NON","Canadien","False","Parent ou ami","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2018-07-27",1,,,
"2018-07-27","Courriel","individu","26 à 40 ans","FEMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,"Ville-Marie",,,,,,,,,"Domaine public - Activité commerciale",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-07-27",1,,,
"2018-07-27","En personne","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Ressources humaines  - Toutes directions confondues",,,,"Services aux citoyens - Communication/Informations",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","En personne","2018-07-27",1,,,
"2018-07-26","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"**********Mise en valeur du territoire - Direction de l'habitation",,,,"Subvention - Autre que logement social",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-26",1,,,
"2018-07-26","Téléphone","individu","Inconnu","FEMME","Inconnu","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Santé et services sociaux","Téléphone","2018-07-26",1,,,
"2018-07-27","Téléphone","individu","65 ans et +","HOMME","Inconnu","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Services bancaires/financiers/assurances","Téléphone","2018-07-27",1,,,
"2018-07-27","Courriel","individu","41 à 50 ans","HOMME","Arabe","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,"Ville-Marie",,,,,,,,,"Nuisance - Bruit",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-08-02",5,,,
"2018-07-25","Courriel","individu","41 à 50 ans","HOMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,"Le Plateau-Mont-Royal",,,,,,,,,"Nuisance - Bruit",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-07-26",2,,,
"2018-07-25","Courriel","individu","41 à 50 ans","HOMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-07-26",2,,,
"2018-07-25","Courriel","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Agent de la paix - DAO (excluant comportement)",,,,,,,,,,,,,,,,,,,,,,,,,"Agent de la paix (Art. 11-4)","Courriel","2018-07-27",3,,,
"2018-07-30","Téléphone","individu","26 à 40 ans","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Cour municipale - Jugement",,,,,,,,,,,,,,,,,,,,,,,,,"Jugement rendu Cour municipale (Art. 11 par. 2)","Téléphone","2018-07-30",1,,,
"2018-07-30","Téléphone","individu","Inconnu","HOMME","NON","Français","False","Internet","Demandeur / Mandataire",1,"Le Plateau-Mont-Royal",,,,,,,,,"ZU - Permis - Autre",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-30",1,,,
"2018-07-27","Courriel","individu","41 à 50 ans","HOMME","Arabe","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,"Ville-Marie",,,,,,,,,"Immeuble - Salubrité - Autre ou Combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-08-02",5,,,
"2018-07-30","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Parent ou ami","Demandeur / Mandataire",1,"Le Plateau-Mont-Royal",,,,,,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Désistement","Téléphone","2018-07-30",1,,,
"2018-07-30","Courriel","individu","Inconnu","HOMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,,,,,"Conseil d'agglomération",,,,,"Piste cyclable / Vélo",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. conseil d'agglo. (Art. 10)","Courriel","2018-07-31",2,,,
"2018-07-30","Courriel","individu","51 à 64 ans","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Ville-Marie",,,,,,,,,"Nuisance - Bruit",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-07-30",1,,,
"2018-07-31","Téléphone","individu","41 à 50 ans","HOMME","Noir","Haitien","False","Connaissances générales","Demandeur / Mandataire",1,"Rivière-des-Prairies--Pointe-aux-Trembles",,,,,,,,,"Arbre",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-31",1,,,
"2018-07-31","Téléphone","individu","41 à 50 ans","HOMME","Noir","Haitien","False","Connaissances générales","Demandeur / Mandataire",1,"Rivière-des-Prairies--Pointe-aux-Trembles",,,,,,,,,"Services aux citoyens - Délai/Procédure",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-31",1,,,
"2018-07-31","Blogue","individu","Inconnu","HOMME","NON","Canadien","False","Blogue","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Blogue","2018-07-31",1,,,
"2018-07-26","Téléphone","individu","65 ans et +","FEMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,"Ville-Marie",,,,,,,,,"Accessibilité universelle",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-26",1,,,
"2018-07-30","Courriel","individu","41 à 50 ans","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Côte-des-Neiges--Notre-Dame-de-Grâce",,,,,,,,,"Arbre","Charte - services municipaux",,,,,,,,,,,,,,,,,,,,"Rendre des services municipaux de manière compétente"," respectueuse et non discriminatoire",,,,"Fondée - Réglée","Lettre","2018-10-05",49,,
"2018-07-31","Téléphone","individu","65 ans et +","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Concertation des arrondissements  - Toutes directions confondues",,,,"Services aux citoyens - Courtoisie/Comportement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-08-01",2,,,
"2018-07-31","Téléphone","individu","65 ans et +","FEMME","NON","Canadien","False","Fonctionnaire","Demandeur / Mandataire",1,"Rosemont--La Petite-Patrie",,,,,,,,,"TP - Autre ou combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-08-01",2,,,
"2018-07-31","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Fonctionnaire","Demandeur / Mandataire",1,,,,,,"**********Infrastructures"," voirie et transports - Direction des transports",,,,"Sécurité - Autre qu'incendie",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-07-31",1,,
"2018-07-31","Téléphone","individu","26 à 40 ans","FEMME","NON","Français","False","Inconnu","Demandeur / Mandataire",1,"Le Plateau-Mont-Royal",,,,,,,,,"Constat - Autre que stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-07-31",1,,,
"2018-08-01","Téléphone","personne morale","PM","PM","PM","PM","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Autre différend privé","Téléphone","2018-08-01",1,,,
"2018-08-02","Facebook","individu","41 à 50 ans","HOMME","NON","Canadien","False","Facebook","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Autre différend privé","Facebook","2018-08-02",1,,,
"2018-08-02","Téléphone","individu","65 ans et +","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Santé et services sociaux","Téléphone","2018-08-02",1,,,
"2018-08-02","Courriel","individu","Inconnu","FEMME","NON","Grec","False","Inconnu","Demandeur / Mandataire",1,"Villeray--Saint-Michel--Parc-Extension",,,,,,,,,"Nuisance - Autre ou Combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-08-02",1,,,
