Id,date,provenance,relation_navette_connaissance,relation_navette_premiere_experience,relation_navette_confort_autonomie,relation_navette_confiance_technologie,relation_avec _technologie,relation_navette_meilleur_usage,relation_navette_avantages,relation_navette_barrieres_utilisation,relation_navette_integration_rue,relation_navette_integration_transport,relation_navette_voiture,relation_navette_cycliste,relation_navette_pieton,navette_parc_olympique_connaissance,navette_parc_olympique_essaie,navette_parc_olympique_non_essaie,navette_parc_olympique_evaluation_experience,navette_parc_olympique_confort_autonomie,navette_parc_olympique_securite_en_mouvement,navette_parc_olympique_sentiment_sans_controleur,navette_parc_olympique_comparaison_autre_transport,navette_parc_olympique_integration,navette_parc_olympique_evaluation_trajet,navette_parc_olympique_evaluation_confort,navette_parc_olympique_evaluation_vitesse,navette_parc_olympique_evaluation_emplacement_arrets,navette_parc_olympique_evaluation_nbre_arrets,navette_parc_olympique_evaluation_cortoisie_operateur,navette_parc_olympique_evaluation_horaire,relation_voiture_pocession,relation_voiture_frequence_usage,relation_voiture_conduite,relation_tranport_en_commun_usage,relation_tranport_en_commun_frequence,relation_transport_en_commun_nature,relation_tranport_en_commun_appreciation,classement_groupe_age,classement_genre,classement_niveau_etude,classement_mobilite_reduite,classement_statut_emploi,classement_duree_trajet,classement_frequence_teletravail,classement_statut_familial,commentaire
73,2018-10-25,Par courriel,Non,Non,,,J'adopte les technologies lorsque nécessaire,"Transport de personnes à mobilité réduite, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville, Navette dans des endroits très achalandés","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation)","Sécurité des passants, Collecte de données personnelles, Cybersécurité, Absence physique de conducteur, Fiabilité des technologies",Je n'y ai jamais pensé,Peut-être,Inconfortable,Très inconfortable,Très inconfortable,Non,Non,,,,,,,,,,,,,,,Oui,Tous les jours,Non,Non,Quelques fois par année,"Autobus, Métro, Trains de banlieue",5,35 - 50 ans,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,3,Jamais,Famille avec enfant (1 ou 2 parents),
74,2018-10-25,Par courriel,Oui,Non,3,3,J'ai besoin d'être convaincu pour adopter une nouvelle technologie,Toutes ces réponses peuvent être interressantes en soi.,"Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas, Étant donné que je n'ai jama","Absence physique de conducteur, Fiabilité des technologies",Pas convaincu,Peut-être,Inconfortable,Neutre,Confortable,Non,Non,"J'habite sur la rive-Sud, je travaille au stade, je prends directement le métro qui est accessible à l'intérieur de celui-ci.  Je n'ai donc pas besoin de ce service..pour l'instant...mais éventuellement, si besoin est, je serais très allaise pour un essai",,,,,,,,,,,,,,Oui,Quelques fois par semaine,Oui,Oui,Quelques fois par semaine,"Autobus, Métro",5,51 - 65,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,2h 1/2,Une fois par semaine,Personne seule ou en couple,
75,2018-10-25,Par courriel,Oui,Non,4,3,J'ai besoin d'être convaincu pour adopter une nouvelle technologie,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au ","Augmente la sécurité routière, Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation dans la ville, Transport collecti",Fiabilité des technologies,Oui,Oui,Très confortable,Très confortable,Très confortable,Non,Non,Aucune annonce claire; aucune procédure d'embarquement visible; ignorance du processus d'arrêts en cours de trajet,,,,,,,,,,,,,,Non,Quelques fois par mois,Je ne conduis pas,Non,Tous les jours,"Autobus, Métro",3,35 - 50 ans,Femme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps plein,90 minutes,Jamais,Famille avec enfant (1 ou 2 parents),
76,2018-10-25,Par courriel,Non,Non,2,2,J'adopte les technologies lorsque nécessaire,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville, Navette dans des endroits très","Ne pas avoir à me stationner (la navette vous dépose et repart), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation dans la ville, Transport collectif plus durable","Sécurité des passants, Absence physique de conducteur, Fiabilité des technologies, moins humain",Pas convaincu,,Très inconfortable,Très inconfortable,Confortable,Non,Non,,,,,,,,,,,,,,,Oui,Quelques fois par mois,Oui,Non,Tous les jours,"Autobus, Métro",3,51 - 65,Femme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps plein,2h,Une fois par semaine,Personne seule ou en couple,
77,2018-10-25,Par courriel,Oui,Non,1,1,J'adopte les technologies lorsque nécessaire,"Désservir des activités de tourisme et de loisirs (festival, centre sportifs)","Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation)",Absence physique de conducteur,Non,Non,Très inconfortable,Très inconfortable,Très inconfortable,Oui,Non,Aucun intérêt,,,,,,,,,,,,,,Non,,Non,Oui,Quelques fois par semaine,"Autobus, Métro",3,51 - 65,Femme,Baccalauréat,Non,Employé à temps plein,- 1 h,Quelques fois par semaine,Personne seule ou en couple,
78,2018-10-25,Par courriel,Oui,Non,,3,J'adopte les technologies lorsque nécessaire,Transport de personnes à mobilité réduite,"Ne pas avoir à me stationner (la navette vous dépose et repart), Augmente la sécurité routière, Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation dans la ville",Fiabilité des technologies,Oui,Peut-être,Neutre,Neutre,Neutre,Oui,Non,je croyais que c'était pour les employés de Desjardins….,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Oui,Quelques fois par mois,"Métro, Bixi",1,35 - 50 ans,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,3h00,Jamais,Personne seule ou en couple,
79,2018-10-25,Par courriel,Oui,Oui,5,4,J'adopte les technologies lorsque nécessaire,"Transport de personnes à mobilité réduite, Service spécial au centre-ville, Navette dans des endroits très achalandés, Utilisation pour le dernier kilomètre entre la maison et le travail","Ne pas avoir à me stationner (la navette vous dépose et repart), Aide au transport de personnes qui ne conduisent pas","Sécurité des passants, Absence physique de conducteur, Fiabilité des technologies",Pas convaincu,Oui,Inconfortable,Inconfortable,Neutre,Oui,Oui,,5,5,Oui,2,4,Oui,4,5,3,4,4,5,Pas d'opinion,Oui,Tous les jours,Oui,Oui,Tous les jours,"Autobus, Métro",2,25 à 34 ans,Femme,Baccalauréat,Non,Employé à temps plein,3hres,Quelques fois par semaine,Famille avec enfant (1 ou 2 parents),
80,2018-10-25,Par courriel,Non,Non,2,3,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville, Navette dans des endroits très","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation","Sécurité des passants, Collecte de données personnelles, Absence physique de conducteur, Fiabilité des technologies",Oui,Oui,Confortable,Confortable,Très confortable,Non,Non,J'utilise le transport en commun et je ne me déplace pas à l'extérieur du Parc olympique.,,,,,,,,,,,,,,Oui,Quelques fois par semaine,Oui,Oui,Tous les jours,"Autobus, Métro",3,16 ans à 24 ans,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,2 heures,Moins d'une fois par mois,Personne seule ou en couple,
81,2018-10-25,Par courriel,Oui,Non,4,4,J'adopte les technologies lorsque nécessaire,"Transport de personnes à mobilité réduite, Désservir des activités de tourisme et de loisirs (festival, centre sportifs)","Ne pas avoir à me stationner (la navette vous dépose et repart), Aide au transport de personnes qui ne conduisent pas, Transport collectif plus durable","Sécurité des passants, Fiabilité des technologies",Je n'y ai jamais pensé,Oui,Confortable,Confortable,Confortable,Oui,Non,Je trouvais qu'elle n'allait pas assez vite,,,,,,,,,,,,,,Oui,Tous les jours,Je n'ai pas d'opinion,Non,Quelques fois par année,Métro,3,35 - 50 ans,Homme,Baccalauréat,Non,Employé à temps plein,1 HEURE,Une fois par semaine,Famille avec enfant (1 ou 2 parents),
82,2018-10-25,Par courriel,Oui,Non,3,3,J'ai besoin d'être convaincu pour adopter une nouvelle technologie,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville, Navette dans des endroits très","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation","Sécurité des passants, Cybersécurité, Fiabilité des technologies",Oui,Oui,Neutre,Neutre,Inconfortable,Oui,Non,Ce n'était pas sur mon trajet,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Oui,Quelques fois par année,"Autobus, Métro, Bixi",3,51 - 65,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,1hre1/2 - 2hres,Une fois par semaine,Personne seule ou en couple,
83,2018-10-25,Par courriel,Non,Non,3,3,J'adopte les technologies lorsque nécessaire,"Transport de personnes à mobilité réduite, Désservir des activités de tourisme et de loisirs (festival, centre sportifs)","Ne pas avoir à me stationner (la navette vous dépose et repart), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation dans la ville, Transport collectif plus durable","Cybersécurité, Fiabilité des technologies",Oui,Oui,Neutre,Neutre,Neutre,Non,Non,,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Oui,Tous les jours,Métro,4,35 - 50 ans,Femme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps plein,1h00,Jamais,Famille avec enfant (1 ou 2 parents),
84,2018-10-25,Par courriel,Non,Non,3,3,J'ai besoin d'être convaincu pour adopter une nouvelle technologie,"Transport de personnes à mobilité réduite, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville","Aide au transport de personnes qui ne conduisent pas, Transport collectif plus durable","Collecte de données personnelles, l'état de la chaussée",Pas convaincu,Oui,Neutre,Confortable,Très confortable,Non,Non,"je n'ai pas à me déplacer sur le site du Parc olympique, mais peut-être cet été j'en aurai la chance car je devrai me déplacer du RLSQ au centre Pierre-Charbonneau",,,,,,,,,,,,,,Non,,Je ne conduis pas,Oui,Tous les jours,"Autobus, Métro",4,35 - 50 ans,Femme,Diplome d'études secondaire,Non,Employé à temps plein,environ 1h30,Jamais,Famille avec enfant (1 ou 2 parents),
85,2018-10-25,Par courriel,Oui,Non,5,5,J'ai besoin d'être convaincu pour adopter une nouvelle technologie,"Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville, Navette dans des endroits très achalandés","Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas","Sécurité des passants, Fiabilité des technologies",Oui,Peut-être,Confortable,Confortable,Confortable,Oui,Non,ca n'a pas adonné!,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Non,Quelques fois par année,"Autobus, Métro",4,25 à 34 ans,Femme,Baccalauréat,Non,Employé à temps plein,60 min,Moins d'une fois par mois,Personne seule ou en couple,
86,2018-10-25,Par courriel,Non,Non,,,J'adopte les technologies lorsque nécessaire,En remplacement de la voiture individuelle,Meilleur flot de circulation dans la ville,"Sécurité des passants, Fiabilité des technologies",Oui,Oui,Neutre,Neutre,Neutre,Non,Non,Pas attendu parler ,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Non,Quelques fois par année,Métro,5,35 - 50 ans,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,50 minutes,Quelques fois par semaine,Personne seule ou en couple,
87,2018-10-25,Par courriel,Non,Non,3,3,J'ai besoin d'être convaincu pour adopter une nouvelle technologie,Navette dans des endroits très achalandés,Meilleur flot de circulation dans la ville,Absence physique de conducteur,Pas convaincu,Peut-être,Inconfortable,Inconfortable,Inconfortable,Non,Non,Je ne savais pas qu'il y en avait une,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Non,Quelques fois par année,Métro,2,35 - 50 ans,Homme,Diplôme d'études collégiales,Non,Employé à temps plein,10 minutes,Jamais,Personne seule ou en couple,
88,2018-10-25,Par courriel,Non,Non,5,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au ","Ne pas avoir à me stationner (la navette vous dépose et repart), Augmente la sécurité routière, Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pa","Cybersécurité, Fiabilité des technologies",Oui,Oui,Très confortable,Très confortable,Très confortable,Non,Non,Je n'en ai jamais vu ni entendu parlé,,,,,,,,,,,,,,Oui,Quelques fois par mois,Oui,Oui,Quelques fois par semaine,"Autobus, Métro",4,35 - 50 ans,Homme,Diplôme d'études collégiales,Non,Employé à temps plein,30 minutes,Jamais,Famille avec enfant (1 ou 2 parents),
89,2018-10-25,Par courriel,Non,Non,,,J'adopte rapidement les technologies et j'influence les autres,"À la sortie des stations de transport en commun du métro et du train, En remplacement de la voiture individuelle, Navette dans des endroits très achalandés, Utilisation pour le dernier kilomètre entre la maison et le travail","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas, Transport collectif plus dur",Fiabilité des technologies,Oui,Oui,Confortable,Inconfortable,Très confortable,Non,Non,,,,,,,,,,,,,,,Oui,Tous les jours,Non,Non,Quelques fois par mois,"Autobus, Métro",2,35 - 50 ans,Femme,Baccalauréat,Non,Employé à temps partiel,,Quelques fois par semaine,Personne seule ou en couple,
90,2018-10-25,Par courriel,Non,Non,3,3,J'adopte rapidement les technologies et j'influence les autres,En remplacement de la voiture individuelle,"Ne pas avoir à me stationner (la navette vous dépose et repart), Augmente la sécurité routière, Meilleur flot de circulation dans la ville","Sécurité des passants, Absence physique de conducteur, Fiabilité des technologies",Pas convaincu,Peut-être,Inconfortable,Inconfortable,Inconfortable,Non,Non,Je savais pas qu'il en avait,,,,,,,,,,,,,,Oui,Tous les jours,Je n'ai pas d'opinion,Oui,Quelques fois par semaine,"Autobus, Métro",4,35 - 50 ans,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,3 heures,Quelques fois par semaine,Famille avec enfant (1 ou 2 parents),
91,2018-10-25,Par courriel,Non,Non,3,3,J'adopte les technologies lorsque nécessaire,"Transport de personnes à mobilité réduite, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas, Transport collectif plus dur","Sécurité des passants, Fiabilité des technologies",Je n'y ai jamais pensé,Oui,Confortable,Confortable,Confortable,Non,Non,parce que je ne savais pas qu'il y en avait...,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Non,Quelques fois par année,"Autobus, Métro",4,35 - 50 ans,Femme,Baccalauréat,Non,Employé à temps plein,1.5 heure,Quelques fois par mois,Famille avec enfant (1 ou 2 parents),
92,2018-10-26,Par courriel,Oui,Oui,5,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Service spécial au centre-ville, Navette dans des endroits très achalandés, Utilisation pour le dernier kilomètre entre la maison et le travai","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Transport collectif plus durable","Sécurité des passants, Fiabilité des technologies",Oui,Oui,Très confortable,Confortable,Très confortable,Oui,Oui,,5,5,Oui,4,4,Oui,5,5,1,5,5,5,4,Oui,Tous les jours,Oui,Oui,Tous les jours,"Autobus, Métro",2,35 - 50 ans,Homme,Baccalauréat,Non,Employé à temps plein,"2,5",Quelques fois par semaine,Famille avec enfant (1 ou 2 parents),
93,2018-10-26,Par courriel,Oui,Non,3,3,J'adopte les technologies lorsque nécessaire,"Désservir des activités de tourisme et de loisirs (festival, centre sportifs)","Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation)",Sécurité des passants,Pas convaincu,,Neutre,Neutre,Inconfortable,Oui,Non,je viens d'arriver,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Non,Quelques fois par année,Métro,1,35 - 50 ans,Homme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps plein,1 heure,Moins d'une fois par mois,Famille avec enfant (1 ou 2 parents),
94,2018-10-26,Par courriel,Oui,Non,3,3,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au centre-ville","Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation dans la ville",Sécurité des passants,Oui,Oui,Neutre,Confortable,Confortable,Oui,Non,Absence de la navette à mon arrivée ou mon départ.,,,,,,,,,,,,,,Oui,Quelques fois par semaine,Oui,Oui,Tous les jours,"Autobus, Métro",4,35 - 50 ans,Homme,Diplôme d'études collégiales,Non,Employé à temps plein,2 heures,Quelques fois par semaine,Famille avec enfant (1 ou 2 parents),
95,2018-10-29,Par courriel,Non,Non,,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au ","Ne pas avoir à me stationner (la navette vous dépose et repart), Augmente la sécurité routière, Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pa",Collecte de données personnelles,Oui,Oui,,,,Non,Non,je l'ai pas vue encore,,,,,,,,,,,,,,Oui,Quelques fois par mois,Non,Non,Quelques fois par année,"Autobus, Métro",3,35 - 50 ans,Femme,Diplôme d'études collégiales,Oui,Employé à temps plein,,Quelques fois par semaine,Famille avec enfant (1 ou 2 parents),
96,2018-10-29,Par courriel,,Oui,5,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Navette dans des endroits très achalandés","Meilleur flot de circulation dans la ville, Transport collectif plus durable","Sécurité des passants, Absence physique de conducteur, Fiabilité des technologies",Oui,Oui,Confortable,Confortable,Confortable,Oui,Oui,,5,5,Oui,5,5,Oui,5,5,3,4,5,5,3,Oui,Quelques fois par semaine,Je n'ai pas d'opinion,Oui,Tous les jours,"Autobus, Métro",2,51 - 65,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,environ 120 min. en metro et 20 min de marche,Quelques fois par mois,Famille avec enfant (1 ou 2 parents),
97,2018-10-29,Par courriel,Oui,Non,4,4,J'adopte les technologies lorsque nécessaire,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, En remplacement de la voiture individuelle, Navette dans des endroits très achalandés","Aide au transport de personnes qui ne conduisent pas, Transport collectif plus durable","Collecte de données personnelles, Fiabilité des technologies",Oui,Oui,Confortable,Neutre,Très confortable,Oui,Non,Je n'en ai pas besoin et la marche est bon pour la santé!,,,,,,,,,,,,,,Oui,Quelques fois par mois,Je n'ai pas d'opinion,Oui,Tous les jours,Métro,4,25 à 34 ans,Homme,Diplôme d'études collégiales,Non,Employé à temps plein,45 minutes,Moins d'une fois par mois,Famille avec enfant (1 ou 2 parents),
98,2018-10-29,Par courriel,Oui,Non,3,3,J'adopte les technologies lorsque nécessaire,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville, Navette dans des endroits très","Ne pas avoir à me stationner (la navette vous dépose et repart), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation dans la ville","Sécurité des passants, Absence physique de conducteur, Fiabilité des technologies",Oui,Oui,Neutre,Inconfortable,Inconfortable,Non,Non,,,,,,,,,,,,,,,Oui,Tous les jours,Oui,Oui,Quelques fois par mois,"Autobus, Métro, Trains de banlieue",3,51 - 65,Femme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps plein,2 heures,Quelques fois par mois,Famille avec enfant (1 ou 2 parents),
99,2018-10-29,Par courriel,Oui,Non,5,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville","Ne pas avoir à me stationner (la navette vous dépose et repart), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation dans la ville, Transport collectif plus durable","Sécurité des passants, Collecte de données personnelles, Absence physique de conducteur, Fiabilité des technologies",Oui,Oui,Confortable,Confortable,Confortable,Oui,Non,je ne l'ai vu que 2 fois,,,,,,,,,,,,,,Non,,Oui,Oui,Tous les jours,"Autobus, Métro, Communauto, Car2Go",4,35 - 50 ans,Homme,"Études supérieures (DESS, Maitrise, Doctorat, Post- Doctorat)",Non,Employé à temps plein,1 h,Jamais,Personne seule ou en couple,
100,2018-10-29,Par courriel,Oui,Non,4,4,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville, Navette dans des endroits très","Meilleur flot de circulation dans la ville, Transport collectif plus durable","Sécurité des passants, Collecte de données personnelles, Cybersécurité, Absence physique de conducteur, Fiabilité des technologies",Oui,Oui,Inconfortable,Confortable,Confortable,Oui,Non,"Plus rapide de se rendre à la Tour à pied plutôt qu'en navette, pas le temps d'attendre qu'une navette soit là",,,,,,,,,,,,,,Oui,Tous les jours,Oui,Non,Quelques fois par année,"Autobus, Métro",3,25 à 34 ans,Femme,Baccalauréat,Oui,Employé à temps plein,2 HEURES,Jamais,Personne seule ou en couple,
101,2018-10-29,Par courriel,Oui,Oui,4,4,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas",,Oui,Oui,Très confortable,Très confortable,Très confortable,Oui,Oui,,5,5,Oui,4,4,Oui,5,4,4,5,5,5,3,Oui,Tous les jours,Oui,Non,Quelques fois par année,Métro,4,35 - 50 ans,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,2h,Une fois par semaine,Personne seule ou en couple,
102,2018-10-29,Par courriel,Oui,Non,5,5,J'ai besoin d'être convaincu pour adopter une nouvelle technologie,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), Service spécial au centre-ville, Navette dans des endroits très","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation)","Sécurité des passants, Collecte de données personnelles, Cybersécurité, Fiabilité des technologies",Oui,Oui,Confortable,Inconfortable,Très confortable,Oui,Non,"Je n'ai pas eu l'occasion de travailler depuis la mise en service, je compte bien l'essayer dès la semaine du 5 novembre.",,,,,,,,,,,,,,Oui,Tous les jours,Oui,Non,Quelques fois par année,"Autobus, Métro",4,25 à 34 ans,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,10 minutes,Jamais,Personne seule ou en couple,
103,2018-10-30,Par courriel,Non,Non,3,3,J'adopte les technologies lorsque nécessaire,"Transport de personnes à mobilité réduite, Désservir des activités de tourisme et de loisirs (festival, centre sportifs)","Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas","Sécurité des passants, Collecte de données personnelles, Absence physique de conducteur, Fiabilité des technologies",Pas convaincu,Peut-être,Inconfortable,Inconfortable,Neutre,Non,Non,Je ne savais pas que ça existait,,,,,,,,,,,,,,Oui,Tous les jours,Non,Non,Quelques fois par année,Métro,2,35 - 50 ans,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,1h30,Moins d'une fois par mois,Personne seule ou en couple,
104,2018-10-30,Par courriel,Oui,Non,5,3,J'adopte les technologies lorsque nécessaire,Transport de personnes à mobilité réduite,"Aide au transport de personnes qui ne conduisent pas, Transport collectif plus durable",Fiabilité des technologies,Pas convaincu,Peut-être,Confortable,Neutre,Neutre,Oui,Non,"Pour le trajet que je dois parcourir du métro aux locaux Desjardins, je marche plus vite que ne roule la navette",,,,,,,,,,,,,,Non,,Je ne conduis pas,Oui,Tous les jours,"Autobus, Métro",3,35 - 50 ans,Femme,Baccalauréat,Non,Employé à temps plein,1 heure,Jamais,Famille avec enfant (1 ou 2 parents),
105,2018-10-30,Par courriel,Oui,Non,4,5,J'adopte rapidement les technologies et j'influence les autres,"À la sortie des stations de transport en commun du métro et du train, Service spécial au centre-ville, Utilisation pour le dernier kilomètre entre la maison et le travail","Ne pas avoir à me stationner (la navette vous dépose et repart), Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pas, Meilleur flot de circulation","Cybersécurité, Fiabilité des technologies",Oui,Oui,Neutre,Neutre,Neutre,Oui,Non,c'Est plus rapide à pied,,,,,,,,,,,,,,Non,,Je ne conduis pas,Oui,Quelques fois par mois,"Autobus, Métro, Bixi, Communauto, Car2Go",3,25 à 34 ans,Homme,Diplome d'études secondaire,Non,Employé à temps plein,2h,Jamais,Personne seule ou en couple,
106,2018-10-30,Par courriel,Oui,Oui,4,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train",,,Pas convaincu,Oui,Confortable,Très confortable,Très confortable,Oui,Oui,,5,5,Oui,4,3,Oui,3,4,2,5,5,5,1,Oui,,Non,Non,Quelques fois par année,"Autobus, Métro",3,51 - 65,Femme,Diplome d'études secondaire,Oui,Employé à temps plein,1H00,Quelques fois par mois,Personne seule ou en couple,
107,2018-10-30,Par courriel,Oui,Oui,5,5,J'adopte rapidement les technologies et j'influence les autres,"Transport de personnes à mobilité réduite, À la sortie des stations de transport en commun du métro et du train, Désservir des activités de tourisme et de loisirs (festival, centre sportifs), En remplacement de la voiture individuelle, Service spécial au ","Ne pas avoir à me stationner (la navette vous dépose et repart), Augmente la sécurité routière, Permet de faire autre chose pendant le trajet (utilisation d'objets connectés, lecture, repos, méditation), Aide au transport de personnes qui ne conduisent pa",Absence physique de conducteur,Oui,Oui,Très confortable,Très confortable,Très confortable,Oui,Oui,,4,1,Oui mais je n'aurais pas aimé que la navette circule plus rapidement,3,3,Oui,4,4,1,5,5,Pas d'opinion,5,Oui,Tous les jours,Oui,Non,Quelques fois par année,navette électrique,3,35 - 50 ans,Femme,Diplôme d'études collégiales,Non,Employé à temps plein,2h30,Jamais,Personne seule ou en couple,
