Id,date,evaluation_service_motivation_prise_navette,evaluation_service_but_deplacement ,evaluation_service_transport_remplace,evaluation_service_planification_trajet,evaluation_service_appreciation,evaluation_service_avantages,evaluation_service_besoins_mobilite,evaluation_service_arrets_plus_frequents,evaluation_service_apport,evaluation_service_obstacles_integration,habitudes_transport_frequence,habitudes_transport_temps,habitudes_transport_irritants,relation_navette_premiere_experience,relation_navette_confort_autonomie,relation_navette_confiance_technologie,relation_navette_confort_absence_operateur,relation_navette_confort_controleur_a_distance,relation_navette_pieton,relation_navette_cycliste,relation_navette_voiture,relation_navette_perception,classement_groupe_age,classement_genre,classement_niveau_etude,classement_mobilite_reduite,classement_statut_emploi,commentaire
75,2019-07-24 10:41:18,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Oui,4,"Accroitre la fréquence des transports collectifs, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Favoriser un mode de transport non-polluant","Oui, lesquels, Proche à mobilité reduite",Stade Olympique,Oui,,Quelques fois par mois,plus de 2h,"Confort, Achalandage, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Oui,5,5,"Aucun problème, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bor",Oui,3,3,3,de manière plutôt positive,65 à 74 ans,Femme,Diplôme d'études secondaires,Non,Retraité,Doit accompagner une personne à mobilité réduite
76,2019-07-24 10:55:09,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,En transport collectif,Non,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",Marché Maisonneuve,Oui,"Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Collecte des données personnelles, Fiabilité de la technologie",Tous les jours ou presque,plus de 2h,,Oui,5,1,Aucun problème,Oui,5,5,5,de manière très positive,51 à 64 ans,Homme,Diplôme d'études secondaires,Oui,Autre,
77,2019-07-24 11:59:00,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",De Rouen Ouest / Est,Oui,"Entrave à la circulation des voitures, Entrave à la circulation des cyclistes",Quelques fois par mois,0 - 30 min,Auto,Oui,4,4,Aucun problème,Oui,4,4,4,de manière très positive,18 à 34 ans,Homme,Diplôme universitaire,Non,Travailleur à temps plein,Pratique pour le dernier kilomètre â marcher
78,2019-07-24 12:39:56,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Loisir / promenade,À pied,Non,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Augmenter la mobilité des personnes à mob réduite",Non,Marché Maisonneuve,"Non, Oui",,Jamais,0 - 30 min,"Distance au transport collectif le plus proche, Fiabilité (panne, accident, non présentation du bus ...)",Non,5,5,Aucun problème,Oui,5,5,5,Neutre (cela ne change pas ma perception),Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,
79,2019-07-24 12:40:14,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Loisir / promenade,À pied,Non,5,"Étendre les horaires de service, Augmenter la mobilité des personnes à mob réduite",Non,,Non,,Tous les jours ou presque,0 - 30 min,"Distance au transport collectif le plus proche, Fiabilité (panne, accident, non présentation du bus ...)",Non,5,5,Aucun problème,,5,5,5,Neutre (cela ne change pas ma perception),Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,
80,2019-07-24 13:04:54,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Loisir / promenade,Je n'aurais pas fait ce déplacement,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Augmenter la mobilité des personnes à mob réduite, Favoriser un mode de transport non-polluant","Oui, lesquels","Biodôme, Marché Maisonneuve",Oui,Cybersécurité - (attaque à distance des systèmes de contrôle de la navette),Quelques fois par semaine,30 min - 1h,"Fréquence, Achalandage, Civisme des autres",Oui,5,5,Aucun problème,Non,5,5,5,de manière très positive,65 à 74 ans,Femme,Diplôme universitaire,Non,Retraité,
81,2019-07-24 13:04:54,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Loisir / promenade,Je n'aurais pas fait ce déplacement,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels, Dernier kilomètre","Biodôme, Marché Maisonneuve",Oui,Peur de l inovation,Quelques fois par mois,30 min - 1h,"Fréquence, Temps de trajet",Oui,5,5,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Peut-être,5,5,5,de manière très positive,65 à 74 ans,Homme,Diplôme universitaire,Non,Retraité,
82,2019-07-24 14:27:27,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Magasiner,Je n'aurais pas fait ce déplacement,Oui,4,"Accroitre la fréquence des transports collectifs, Augmenter la mobilité des personnes à mob réduite, Favoriser un mode de transport non-polluant",Non,"Stade Olympique, De Rouen Ouest / Est","Oui, Amener des amis","Fiabilité de la technologie, Administrée par le public",Tous les jours ou presque,,"Fréquence, Achalandage, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...), Fiabilité (panne, accident, non présentation du bus ...)",Non,5,3,Aucun problème,Non,,5,5,Neutre (cela ne change pas ma perception),51 à 64 ans,Femme,Diplôme universitaire,Non,Travailleur à temps plein,
83,2019-07-24 14:42:27,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus pratique ou plus rapide (que de marcher ou de prendre ma voiture par exemple)",Aller travailler,À pied,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",Stade Olympique,Oui,,Tous les jours ou presque,1h - 1h30,"Achalandage, Prix",Non,5,5,,,4,4,4,de manière très positive,51 à 64 ans,Femme,Diplôme universitaire,Non,Travailleur à temps plein,
84,2019-07-24 14:44:16,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Oui,3,"Déployer des lignes dans les milieux faiblement denses, Augmenter la mobilité de quartier, Favoriser un mode de transport non-polluant",Non,"De Rouen Ouest / Est, Marché Maisonneuve",Non,,Jamais,30 min - 1h,,Non,3,3,J'aurai peur,Peut-être,4,4,4,Neutre (cela ne change pas ma perception),Ne souhaite pas répondre,Homme,,Ne souhaite pas répondre,Ne souhaite pas répondre,
85,2019-07-24 14:44:20,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Oui,3,"Étendre les horaires de service, Augmenter la mobilité des personnes à mob réduite, Favoriser un mode de transport non-polluant, Traverser les ponts","Oui, lesquels","De Rouen Ouest / Est, Marché Maisonneuve",Non,,Quelques fois par mois,30 min - 1h,,Non,3,3,Aucun problème,Peut-être,4,4,5,Neutre (cela ne change pas ma perception),Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,,
86,2019-07-24 14:55:12,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",Marché Maisonneuve,Oui,"Sécurité des passagers de la navette, Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Absence de conducteur",Quelques fois par mois,plus de 2h,Marche,Non,2,3,J'aurai peur,Oui,5,5,5,de manière très positive,51 à 64 ans,Homme,Diplôme d'études collégiales,Non,Retraité,
87,2019-07-24 14:55:13,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",Marché Maisonneuve,Oui,"Sécurité des passagers de la navette, Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Absence de conducteur",Quelques fois par mois,plus de 2h,Marche,Non,1,3,J'aurai peur,Oui,4,4,4,de manière très positive,51 à 64 ans,Femme,Diplôme d'études secondaires,Non,Retraité,
88,2019-07-24 15:11:42,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Loisir / promenade,Je n'aurais pas fait ce déplacement,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels, Dernier kilomètre","Biodôme, Marché Maisonneuve",Oui,Peur de l inovation,Quelques fois par mois,30 min - 1h,"Fréquence, Temps de trajet",Oui,5,5,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Peut-être,5,5,5,de manière très positive,65 à 74 ans,Homme,Diplôme universitaire,Non,Retraité,
89,2019-07-24 15:12:22,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Retour à la maisom,À pied,Oui,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Accroitre la sécurité vis à vis des cyclistes et des piétons, Augmenter la mobilité de quartier",,"Stade Olympique, Marché Maisonneuve",Non,,Tous les jours ou presque,plus de 2h,"Distance à pied totale sur le trajet, Abbrisbus",Non,3,3,"Je me demande qui va répondre aux questions, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transp",Oui,2,2,2,de manière très positive,35 à 50 ans,Femme,Diplôme universitaire,Non,Travailleur à temps plein,
90,2019-07-24 15:24:42,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Loisir / promenade,À pied,Non,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Réduire les accidents de la route, Augmenter la mobilité de quartier, Augmenter la mobilité des personnes à mob réduite, Favoriser un mode de transport non-polluant",Non,Marché Maisonneuve,,Entrave à la circulation des cyclistes,Quelques fois par semaine,1h - 1h30,"Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Non,5,4,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Oui,5,5,5,de manière plutôt positive,51 à 64 ans,Homme,Diplôme universitaire,Non,Travailleur à temps plein,
91,2019-07-24 15:24:48,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Loisir / promenade,À pied,Non,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Réduire les accidents de la route, Faciliter l'accès au réseau de bus ou de métro, Augmenter la mobilité de quartier, Favoriser un mode de transport non-polluant","Oui, lesquels, Dépendaient du trajet",Marché Maisonneuve,Oui,,Tous les jours ou presque,plus de 2h,"Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...), Fiabilité (panne, accident, non présentation du bus ...), La nuit",Non,5,4,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",,5,5,5,de manière plutôt positive,18 à 34 ans,Femme,Diplôme universitaire,Non,Étudiant,
92,2019-07-24 15:48:40,Plus pratique ou plus rapide (que de marcher ou de prendre ma voiture par exemple),Retour à la maisom,À pied,Non,3,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route","Oui, lesquels",Marché Maisonneuve,Oui,"Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Fiabilité de la technologie, Entrave à la circulation des voitures, Entrave à la circulation des cyclistes",Tous les jours ou presque,30 min - 1h,Achalandage,Oui,2,3,"Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Oui,2,2,2,de manière plutôt positive,18 à 34 ans,Femme,Ne souhaite pas répondre,Non,Ne souhaite pas répondre,
93,2019-07-24 16:14:21,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,5,"Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès au réseau de bus ou de métro, Augmenter la mobilité","Oui, lesquels",De Rouen Ouest / Est,Oui,"Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Collecte des données personnelles, Fiabilité de la technologie, Entrave à la circulation des voitures, Entrave à la circulation des cyclistes",Quelques fois par semaine,1h30 - 2h,"Confort, Achalandage, Temps de trajet, Pas pratique et auto perso",Oui,5,5,Aucun problème,Oui,4,4,4,de manière très positive,35 à 50 ans,Femme,Diplôme universitaire,Non,Travailleur à temps plein,
94,2019-07-25 13:08:53,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique","Loisir / promenade, Valider la capacité pour personnes handicapées",Je n'aurais pas fait ce déplacement,,4,"Accroitre la fréquence des transports collectifs, Augmenter la mobilité de quartier, Augmenter la mobilité des personnes à mob réduite","Oui, lesquels, Non",,Peut-être,"Sécurité des passagers de la navette, Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Collecte des données personnelles, Entrave à la circulation des voitures",Tous les jours ou presque,0 - 30 min,Améliorer les infrastructures,Oui,5,4,"Aucun problème, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bor",Oui,4,4,4,de manière plutôt positive,18 à 34 ans,Homme,Diplôme d'études collégiales,Non,Travailleur à temps plein,Accès aux personnes à mobilité reduite
95,2019-07-25 13:23:34,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Loisir / promenade,Je n'aurais pas fait ce déplacement,Non,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",Stade Olympique,Oui,Entrave à la circulation des voitures,Quelques fois par mois,1h - 1h30,"Confort, Distance au transport collectif le plus proche, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Non,4,4,Aucun problème,Oui,5,5,5,de manière plutôt positive,51 à 64 ans,Femme,Diplôme d'études secondaires,Non,Travailleur à temps partiel,
96,2019-07-25 13:23:34,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Loisir / promenade,Je n'aurais pas fait ce déplacement,Non,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels, Non",Stade Olympique,Peut-être,,Tous les jours ou presque,1h - 1h30,"Achalandage, Distance au transport collectif le plus proche, Distance à pied totale sur le trajet, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...), Fiabilité (panne, accident, non présentation du bus ...), La nuit fré",Non,5,4,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Non,5,5,5,de manière plutôt positive,18 à 34 ans,Femme,Diplôme universitaire,Non,Travailleur à temps plein,
97,2019-07-25 13:30:23,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,5,"Accroitre la fréquence des transports collectifs, Accroitre la sécurité vis à vis des cyclistes et des piétons, Augmenter la mobilité des personnes à mob réduite","Oui, lesquels, Personne âgée","Biodôme, De Rouen Ouest / Est",Oui,,Quelques fois par mois,30 min - 1h,"Fréquence, Distance au transport collectif le plus proche, Temps de trajet",Non,4,4,"J'aurai peur, Je me demande qui va répondre aux questions, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des ti",Oui,5,5,5,de manière très positive,35 à 50 ans,Femme,Diplôme universitaire,Non,Travailleur à temps plein,Est ce qu’elle va parler/panneaux exterieur
98,2019-07-25 13:40:22,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Rejoindre un autre transport en commun,À pied,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Favoriser un mode de transport non-polluant","Oui, lesquels","Stade Olympique, Marché Maisonneuve",Oui,"Sécurité des passagers de la navette, Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Fiabilité de la technologie",Tous les jours ou presque,0 - 30 min,"Confort, Achalandage, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...), Fiabilité (panne, accident, non présentation du bus ...)",Non,4,4,Aucun problème,Peut-être,,3,4,de manière très positive,35 à 50 ans,Homme,Diplôme d'études collégiales,Non,Travailleur à temps plein,Annoncer les arrets
99,2019-07-25 14:15:31,Plus pratique ou plus rapide (que de marcher ou de prendre ma voiture par exemple),Loisir / promenade,À pied,Oui,5,"Accroitre la fréquence des transports collectifs, Accroitre la sécurité vis à vis des cyclistes et des piétons",Non,Biodôme,Non,"Sécurité des passagers de la navette, Fiabilité de la technologie",Quelques fois par année,0 - 30 min,"Achalandage, Distance à pied totale sur le trajet, Temps de trajet",Non,4,4,J'aurai peur,Peut-être,3,4,2,de manière plutôt positive,51 à 64 ans,Homme,Diplôme d'études secondaires,Non,Travailleur à temps partiel,
100,2019-07-26 13:10:10,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a",Test,Stade Olympique,Oui,Collecte des données personnelles,Quelques fois par semaine,plus de 2h,Marche,Oui,5,5,Aucun problème,Oui,5,5,5,de manière très positive,65 à 74 ans,Homme,Diplôme universitaire,Non,Retraité,
101,2019-07-26 13:28:05,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",Marché Maisonneuve,Oui,Absence de conducteur,,,,Oui,1,5,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,3,3,3,de manière très positive,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,Oui,Ne souhaite pas répondre,
102,2019-07-26 13:28:07,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",Marché Maisonneuve,Oui,Entrave à la circulation des voitures,,,,Non,1,5,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,4,4,4,de manière très positive,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,Non,Ne souhaite pas répondre,
103,2019-07-26 13:30:34,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,Je n'aurais pas fait ce déplacement,Non,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Faciliter l'accès au réseau de bus ou de métro, Augmen","Oui, lesquels, Courses",Marché Maisonneuve,Oui,"Entrave à la circulation des voitures, Entrave à la circulation des cyclistes",Jamais,plus de 2h,"Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Non,4,5,"Aucun problème, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bor",Oui,2,3,3,de manière plutôt positive,35 à 50 ans,Femme,Diplôme universitaire,Non,Travailleur à temps partiel,Magnifique
104,2019-07-26 14:07:32,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Faciliter l'accès au réseau de bus ou de métro",,"Stade Olympique, Marché Maisonneuve",Non,La vitesse,Tous les jours ou presque,30 min - 1h,"Achalandage, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Non,3,2,J'aurai peur,Non,2,3,2,Neutre (cela ne change pas ma perception),35 à 50 ans,Homme,,Non,Travailleur à temps plein,
105,2019-07-26 14:07:40,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus pratique ou plus rapide (que de marcher ou de prendre ma voiture par exemple)",Loisir / promenade,À pied,Non,,"Accroitre la fréquence des transports collectifs, Faciliter l'accès au réseau de bus ou de métro",,Marché Maisonneuve,Non,"Absence de conducteur, Entrave à la circulation des voitures",Quelques fois par semaine,0 - 30 min,"Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Non,2,4,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Non,2,2,1,de manière plutôt positive,51 à 64 ans,Homme,,Non,"Travailleur à temps plein, Ne souhaite pas répondre",
106,2019-07-26 14:08:24,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,Je n'aurais pas fait ce déplacement,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",Marché Maisonneuve,Oui,"Sécurité des passagers de la navette, Collecte des données personnelles, Absence de conducteur, Fiabilité de la technologie",Quelques fois par année,0 - 30 min,"Confort, Achalandage, Auto",Oui,4,5,"Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Oui,5,5,5,de manière plutôt positive,51 à 64 ans,Femme,Ne souhaite pas répondre,Non,Ne souhaite pas répondre,
107,2019-07-26 14:21:59,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,Je n'aurais pas fait ce déplacement,Non,5,"Déployer des lignes dans les milieux faiblement denses, Augmenter la mobilité de quartier, Favoriser un mode de transport non-polluant",,"Biodôme, Marché Maisonneuve",Non,Fiabilité de la technologie,Tous les jours ou presque,plus de 2h,"Fréquence, Achalandage, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...), Fiabilité (panne, accident, non présentation du bus ...)",Oui,5,4,Aucun problème,Oui,5,5,5,de manière plutôt positive,18 à 34 ans,Homme,Diplôme universitaire,Non,Travailleur à temps plein,Plus de projets pilote
108,2019-07-26 14:23:59,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,Je n'aurais pas fait ce déplacement,Non,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Faciliter l'accès au réseau de bus ou de métro, Augmen",,Marché Maisonneuve,Oui,"Sécurité des passagers de la navette, Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Collecte des données personnelles, Entrave à la circulation des voitures, Entrave à la circulation des cyclistes",Tous les jours ou presque,plus de 2h,"Fréquence, Achalandage, Distance à pied totale sur le trajet, Temps de trajet",Oui,5,5,Aucun problème,Oui,5,5,5,de manière très positive,35 à 50 ans,Homme,Diplôme d'études collégiales,Non,Travailleur à temps partiel,
109,2019-07-26 14:46:46,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",Marché Maisonneuve,Oui,"Collecte des données personnelles, Absence de conducteur",Jamais,30 min - 1h,Pas de transport chez nous,Oui,3,5,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,5,5,5,de manière plutôt positive,51 à 64 ans,Femme,Diplôme d'études secondaires,Non,Retraité,
110,2019-07-26 14:46:52,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Augmenter la mobili","Oui, lesquels",Marché Maisonneuve,Oui,,Quelques fois par semaine,30 min - 1h,"Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...), Chaise electrique",Oui,5,5,Aucun problème,Oui,5,5,5,de manière très positive,51 à 64 ans,Femme,Diplôme d'études secondaires,Oui,"Autre, Ne souhaite pas répondre",RSans
111,2019-07-26 14:46:53,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",Marché Maisonneuve,Oui,"Absence de conducteur, Fiabilité de la technologie",Jamais,30 min - 1h,Hors mtl,Oui,5,4,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,5,5,5,de manière très positive,65 à 74 ans,Femme,Aucun diplôme,Non,Retraité,
