PrjName,RecordNo,Q2,Q3,Q33,Q4A,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q5A,Q5B,Q5C,Q5D,Q5E,Q5F,Q5G,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q6G,Q6H,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7H,Q8A,Q8B,Q8C,Q8D,Q8E,Q9A,Q9B,Q9C,Q9D,Q9E,Q9K,Q9F,Q9G,Q9I,Q9J,Q9L,Q9M,Q10,Q11,Q11O,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12G,Q12H,Q12L,Q12M,Q12N,Q13A,Q13B,Q13C,Q13D,Q14,Q15,Q16,Q17B,Q17BO,Q17A,Q17AO,QNPS,Q18,Q19A,Q19B,Q19C,Q19D,Q19E,Q19F,Q20,Q21,Q21O,Q22,Q22O,Q24,Q27M1,Q27M1O,Q27M2,Q27M2O,Q27M3,Q27M3O,Q27M4,Q27M4O,Q27M5,Q27M5O,Q27M6,Q27M6O,Q27M7,Q27M7O,Q27M8,Q27M8O,Q27M9,Q27M9O,Q27M10,Q27M10O,Q25M1,Q25M1O,Q25M2,Q25M2O,Q25M3,Q25M3O,Q25M4,Q25M4O,Q25M5,Q25M5O,Q26,Q26O,Q28,Q29A,Q29B,Q29C,Q29D,Q29E,Q29F,Q29G,Q29H,Q30,Q31,DEMO,Q34,Q34O,Q35,Q36,Q36B,Q36BO,Q36C,Q36CO,Q37,LANG,POND 
12000_112A,25884,H3N,19,5,1,1,1,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,2,4,1,1,3,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,11,,4,4,2,2,4,2,2,2,2,1,2,4,4,2,4,3,3,3,8,construction is done at the wrong time of the year,99,,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,2,1,,99,greek,2,EN,"3,480783"
12000_112A,25896,H8Z,10,2,2,2,2,3,4,4,2,1,2,2,2,1,1,2,3,3,2,4,4,4,2,4,2,2,2,2,2,3,3,2,4,2,3,1,1,2,2,2,1,2,2,2,9,9,3,3,3,11,,2,4,4,2,2,2,2,3,3,9,9,2,2,2,2,2,2,2,5,"le manque d acces en general, le train ou le metro....dans l ouest de montreal , le train il n y a pas de place.... apres 8/1/4..",99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,4,1,,2,,1,FR,"1,478435"
12000_112A,25913,H1R,15,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,9,2,98,,1,1,1,1,1,9,1,1,9,1,1,1,1,1,2,2,1,2,99,,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,2,4,4,,1,,2,FR,"0,831135"
12000_112A,25930,H9J,10,4,2,2,2,4,3,1,9,2,2,2,2,2,3,9,4,4,4,2,2,2,2,3,2,2,2,2,2,9,9,2,2,2,2,2,9,9,9,1,1,1,1,1,9,9,1,9,2,4,,2,3,4,2,2,9,9,3,9,2,2,4,3,3,4,3,3,3,8,la fluidité.,1,les délais et la démocratie pour obtenir un permis,5,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,, ,, ,, ,, ,, ,,2,2,2,2,2,3,3,3,2,3,3,1,2,,1,4,1,,1,,1,FR,"0,329367"
12000_112A,25952,H4L,14,4,2,2,1,1,1,1,3,1,1,2,1,2,2,2,4,4,3,3,3,4,2,4,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,4,1,1,1,1,2,99,,1,3,9,1,2,9,2,2,1,2,1,1,1,2,1,2,2,1,10,autobus,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,1,4,1,,1,,2,FR,"0,251601"
12000_112A,25966,H8R,5,5,2,2,1,4,3,2,2,3,3,4,3,2,4,3,4,3,4,2,2,4,2,2,2,2,1,2,1,2,2,2,2,9,2,1,1,2,9,1,1,1,1,1,1,1,1,2,2,9,Customer is worried about the bycile paths on the roads,2,3,9,2,2,9,2,2,9,9,1,2,2,2,4,3,2,2,9,Safety,99,,6,2, , , , , , , , ,, ,,1,6,,2,, ,, ,, ,, ,, ,, ,, ,, ,,5,The safetyof the side walks during witer time., ,, ,, ,, ,, ,,3,3,2,2,2,2,4,2,2,2,2,1,2,,2,2,2,,2,,2,EN,"1,73126"
12000_112A,25979,H4L,14,4,3,2,2,1,4,2,4,1,1,4,1,1,4,2,1,1,2,4,3,2,1,4,4,2,1,1,4,1,9,1,1,1,4,1,1,1,1,1,1,2,1,2,2,1,1,1,2,4,,2,2,2,2,2,2,2,2,1,2,2,1,2,4,3,4,3,3,99,,8,il y a trop de construction de condos qui ne peuvent pas tous être habités,9,2, , , , , , , , ,, ,,1,2,,1,, ,, ,, ,, ,, ,, ,, ,, ,,14,arbre non entretenu de la ville qui a endommagé plusieurs véhicules. Elle n'a pas été remboursée par la ville et ne pouvait pas couper les branches avant l'incident., ,, ,, ,, ,, ,,4,4,2,4,2,2,4,4,3,4,4,1,3,,1,4,1,,1,,2,FR,"0,251601"
12000_112A,25983,H5R,5,4,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,9,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,98,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,"Le transport en commun, pas assez d'arret, et service trop long.",99,,10,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,1,1,1,1,1,1,1,1,2,1,1,3,,1,2,3,,1,,2,FR,"1,215471"
12000_112A,25993,H1E,12,5,1,2,1,1,4,1,1,2,1,1,1,1,1,2,3,3,1,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,98,,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,10,L AUTOBUS,99,,7,2, , , , , , , , ,, ,,1,6,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,2,2,2,2,1,2,2,2,2,2,1,2,,1,2,1,,1,,1,FR,"1,37751"
12000_112A,25995,H9J,10,6,2,2,1,1,2,1,2,2,2,2,1,2,2,2,3,2,2,2,2,3,2,3,4,2,2,2,2,2,3,2,9,2,2,2,2,2,2,2,1,2,3,2,2,2,2,3,2,1,,2,3,1,2,2,9,2,2,2,2,9,3,2,2,3,2,2,2,9,"Safety, road maintenance, traffic lights, traffic signs.",99,,7,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,1,4,3,,99,Turkish,1,EN,"0,362878"
12000_112A,25997,H2C,1,5,2,2,2,9,9,2,2,2,2,9,2,2,3,9,3,3,9,2,2,3,3,3,2,2,2,3,2,2,2,2,9,2,9,2,2,9,2,1,1,2,2,2,9,2,9,9,1,98,,2,9,2,2,2,9,9,9,9,9,2,2,1,2,2,2,1,2,1,TRANSPORT EN COMMUN,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,1,3,1,,1,,1,FR,"0,913203"
12000_112A,25998,H9J,10,4,2,3,2,2,4,3,2,2,2,4,9,9,4,3,3,3,3,3,3,3,2,4,2,2,2,2,2,2,9,2,9,2,2,1,2,3,9,2,2,2,9,9,9,9,9,9,2,98,,2,2,3,2,3,2,9,2,2,2,2,2,3,3,3,2,2,2,8,cordination of the traffic,99,,5,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,4,8,self employed,2,,2,EN,"0,549525"
12000_112A,25999,H1K,7,2,3,3,2,2,4,2,1,3,3,4,3,2,3,2,4,4,3,2,3,4,2,2,3,1,2,1,1,2,1,1,2,2,3,1,2,2,3,2,2,2,3,3,1,1,1,2,2,97,le manqué de mesures prise face au terrorisme,3,4,4,1,2,9,2,9,3,2,2,3,3,3,3,3,2,2,8,l'efficacité du systeme routier,99,,6,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,1,4,1,,1,,2,FR,"1,187793"
12000_112A,26001,H4K,1,5,2,1,2,1,2,3,4,1,1,2,1,2,2,1,4,2,2,3,3,4,2,3,9,9,9,9,9,2,2,2,2,2,2,2,9,9,9,2,1,2,9,9,9,9,9,9,2,98,,2,2,2,9,9,9,2,2,9,2,9,9,2,9,9,2,2,2,1,le transport en commun,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,2,1,,1,,1,FR,"1,304105"
12000_112A,26003,999,14,3,3,1,1,1,2,3,4,4,2,3,3,2,3,1,4,4,4,1,3,4,2,1,1,1,2,2,1,1,1,4,4,1,2,4,1,2,3,4,4,4,2,1,2,4,1,4,2,15,beaucoup de chiens qui ne sont pas attacher et les laisse courir partout et beaucoups de gens qui boivent dans les parcs et fument de la drogues avant plus de securiter avant 11h musqiue trop forte beaucoup de garfitis dans les parcs,2,4,4,2,2,2,3,3,3,2,2,2,3,2,2,4,4,2,11,le metro aimerais avoir boisfrancs avoir plus dacces facile en transports en commun,96,la tranquilite et la proprete et quil commence pas trop tot et mettre plus de vegetations,4,2, , , , , , , , ,, ,,1,1,,2,, ,, ,, ,, ,, ,, ,, ,, ,,2,constructions et le manque decoles et une ecole nouvelle secondaire pour tout le secteur,27,, ,, ,, ,, ,,2,2,2,3,2,1,2,2,2,3,3,1,2,,1,4,8,travailleure a son compte,1,,1,FR,"0,743951"
12000_112A,26007,H4L,14,2,2,1,1,2,2,2,2,4,4,4,4,4,4,2,4,4,2,1,2,1,1,1,4,1,2,2,1,1,1,1,2,1,2,4,1,1,1,1,1,1,2,2,2,1,1,2,2,3,,4,2,3,2,2,9,1,1,1,1,1,3,2,2,3,3,2,1,9,safety,99,,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,4,1,,2,,2,EN,"1,974765"
12000_112A,26009,H3V,3,6,3,2,1,1,2,1,1,3,1,1,2,3,3,1,4,3,4,2,2,4,1,2,2,1,2,1,3,2,1,1,2,1,1,2,1,1,9,1,9,1,4,1,1,9,1,9,2,9,les cyclistes,2,3,1,2,3,9,2,2,9,1,1,2,2,3,9,2,2,2,10,les autobus,96,le respect de lenvironnement,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,2,4,2,,1,,1,FR,"0,674134"
12000_112A,26016,H2C,1,5,2,3,2,3,3,2,3,2,2,3,3,2,3,2,4,4,4,4,3,4,2,4,2,1,2,2,1,2,2,2,4,3,3,4,2,4,3,2,2,1,4,3,2,2,2,2,2,99,,2,3,2,2,9,9,2,1,3,2,9,2,2,3,4,3,2,2,4,Il faut avoir plus de pistes cyclables plus securitaires. Que la chausse soit belle et qu`il y a pas trops de trous et qu`il est bien entretenu.,99,,7,2, , , , , , , , ,, ,,1,2,,1,, ,, ,, ,, ,, ,, ,, ,, ,,13,, ,, ,, ,, ,, ,,2,3,2,2,1,2,1,2,2,2,2,1,5,,2,4,1,,1,,2,FR,"0,539529"
12000_112A,26042,H1K,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,3,3,2,2,2,2,2,2,1,2,3,3,2,2,3,2,2,2,2,1,2,1,1,1,1,1,4,3,2,2,2,1,2,8,,2,3,2,2,2,2,2,2,2,2,2,1,4,3,4,3,2,3,2,PONCTUALITE DU TRANSPORT EN COMMUN,99,,5,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,1,3,1,,1,,2,FR,"0,734361"
12000_112A,26045,H1A,12,3,1,1,3,2,2,1,1,1,3,3,1,9,9,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,3,1,1,1,9,1,1,1,1,1,9,9,1,9,2,11,,2,2,2,2,2,2,9,3,2,2,2,3,2,3,2,2,4,4,99,,99,,8,2, , , , , , , , ,, ,,1,1,,4,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,5,3,3,3,2,2,2,3,2,3,4,1,4,,1,3,1,,2,,2,FR,"1,621047"
12000_112A,26048,H1A,12,3,2,2,2,2,4,2,2,2,2,2,3,3,3,1,4,3,3,2,2,3,2,2,3,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,4,,2,3,2,1,2,4,2,2,2,1,1,2,2,2,3,3,2,2,6,Transport : gestion des lumières (synchronisation). PAT : nouvelles lumières au désavantage des résidents de PAT.Elle sont plus en fonction des banlieusards qui arrivent  que des résidents de PAT.,4,Pour sa nouvelle piscine: manque de compétences pcq les 3 personnes (de la ville)se contredisaient. Trop exigents envers les citoyens.,5,2, , , , , , , , ,, ,,1,2,,1,, ,, ,, ,, ,, ,, ,, ,, ,,17,Lumières (lampadaires) et  installation de sa nouvelle piscine., ,, ,, ,, ,, ,,2,1,2,3,2,2,2,2,1,2,2,1,3,,1,2,1,,1,,1,FR,"1,548672"
12000_112A,26054,H3W,3,5,4,3,1,2,3,1,4,1,1,1,1,2,3,1,4,3,3,1,2,2,2,3,3,1,2,3,1,1,9,3,2,2,2,1,2,2,2,1,1,1,3,3,1,1,2,2,1,98,,2,2,3,2,3,2,2,1,2,2,1,1,1,1,2,2,2,1,1,Le développement des transports en commun pour le traffic de la grande banlieue vers Montréal.,3,Préservation du patrimoine.,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,4,1,,1,,1,FR,"0,928704"
12000_112A,26062,H8B,5,3,1,2,2,1,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,9,,2,2,4,2,1,9,2,2,2,2,2,2,3,3,4,2,2,4,5,meilleurs service de transport en commun un reseau plus vaste et mieux desservis,99,,7,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,25,renseignement general, ,, ,, ,, ,, ,,1,2,2,2,2,2,2,2,2,2,2,1,3,,1,4,1,,1,,1,FR,"0,559423"
12000_112A,26071,999,17,6,2,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,98,,2,2,2,2,2,9,2,2,2,2,2,1,1,2,1,2,1,1,2,Le service du transport en commun.,99,,10,1,1,3,1,2,2,2,2, ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,1,1,3,,1,,1,FR,"0,686672"
12000_112A,26086,999,10,3,3,2,2,2,3,2,2,1,2,2,9,9,9,2,3,2,2,2,2,2,9,2,1,1,1,2,1,9,9,2,2,2,2,1,3,9,9,2,2,2,2,2,9,9,3,9,2,9,dimly lit roads,2,3,2,2,2,9,2,9,9,9,2,2,2,2,3,3,2,3,12,letat,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,1,4,1,,3,,1,FR,"0,787458"
12000_112A,26095,999,14,4,1,2,1,1,1,2,1,2,2,2,2,2,4,1,1,9,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,16,La peur de circuler seul dans des places ou il ya pas beaucoup de personne.,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,10,Les autobus,99,,9,2, , , , , , , , ,, ,,1,6,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,, ,, ,, ,, ,, ,,1,2,1,2,1,1,2,2,1,9,9,1,2,,1,4,1,,1,,2,FR,"0,251601"
12000_112A,26099,H2L,11,4,3,3,3,2,4,3,3,3,2,2,3,4,3,2,4,4,4,2,2,4,2,2,1,1,3,2,1,3,3,3,2,2,2,4,2,1,2,1,2,1,1,1,2,3,1,1,2,12,,3,3,2,1,2,9,2,2,2,1,1,3,3,3,3,3,2,2,6,signalisation adéquate,99,,5,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,4,1-trottoir glacé 2- Plainte pour impolitesse d'un employé qui bouchait un trou.,4,, ,, ,, ,,4,,5,1,1,1,1,1,1,1,1,2,2,1,4,,2,3,2,,1,,2,FR,"0,709688"
12000_112A,26109,H2V,9,5,1,1,1,4,4,4,1,3,2,2,4,1,2,2,4,3,3,2,3,3,2,2,3,3,1,3,1,2,2,2,2,2,2,3,1,1,2,1,1,1,2,2,1,1,1,1,1,98,,2,2,1,4,2,2,1,2,9,1,1,2,2,3,3,2,2,2,2,Les horaires du transport en commun.,1,Rapidite de donner les permis ou gerer les dossiers.,7,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,7,, ,, ,, ,, ,, ,,1,2,1,1,1,1,1,1,2,2,2,1,3,,1,3,1,,1,,1,FR,"0,282934"
12000_112A,26122,H2M,1,6,2,3,1,2,3,3,4,2,2,3,2,3,3,2,4,4,3,2,2,4,2,2,2,3,2,2,1,1,4,2,1,2,2,3,2,2,2,4,1,1,1,1,1,1,2,2,1,98,,2,3,3,2,4,9,9,2,9,2,1,2,2,2,4,2,2,2,8,la ciculation automomible,99,,8,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,2,1,2,1,1,2,1,2,2,2,1,1,,1,4,3,,1,,1,FR,"1,279996"
12000_112A,26125,H1G,8,6,3,3,3,3,1,4,2,3,2,2,3,3,2,2,4,4,4,3,3,4,2,3,2,4,4,4,3,3,4,4,3,3,2,3,3,3,3,3,3,4,3,3,3,3,2,2,3,3,,3,3,4,3,3,2,2,3,2,2,2,3,2,3,3,2,2,2,3,"Plus de transport en commun, plus de transport adapté.",99,,5,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,5,,2,4,3,Retraiter et fait beaucoup de benevolat,1,,2,FR,"0,264399"
12000_112A,26130,H8Y,10,6,2,4,4,4,9,4,4,1,4,4,4,4,4,1,4,4,1,1,1,1,4,1,1,1,4,1,1,1,1,1,4,4,4,1,1,1,4,1,1,1,4,9,1,1,1,1,2,1,,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,96,le train,99,,10,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,14,Les arbres, ,, ,, ,, ,, ,,1,1,1,1,1,1,1,1,1,2,1,1,1,,1,4,1,,1,,1,FR,"0,165957"
12000_112A,26134,H1S,15,6,3,2,2,2,3,4,4,2,2,3,2,1,1,4,2,3,1,2,1,1,1,2,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,4,,2,3,3,2,2,2,2,2,2,1,1,2,3,2,2,2,2,2,1,"service en commain (autobus, metro)",2,securite des gens,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,1,3,,7,,2,FR,"1,388055"
12000_112A,26151,H4L,14,6,1,2,1,2,1,3,4,3,3,1,2,2,1,2,2,1,1,2,1,3,1,1,3,1,1,3,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,4,1,2,98,,2,2,2,2,1,3,1,1,2,1,1,1,1,2,2,2,1,2,99,,1,Qu' on nous réponde assez vite...,1,2, , , , , , , , ,, ,,1,2,, ,, ,, ,, ,, ,, ,, ,, ,, ,,10,, ,, ,, ,, ,, ,,1,2,1,1,2,1,2,1,1,2,1,1,4,,1,2,3,,1,,2,FR,"1,062501"
12000_112A,26165,H1H,8,3,2,1,1,1,1,1,1,1,1,2,1,1,1,3,3,3,1,1,2,3,1,3,1,1,3,4,1,1,3,1,3,3,1,3,1,1,2,1,1,1,2,2,1,1,1,2,2,9,,3,2,1,2,2,9,2,2,2,1,1,2,2,2,3,2,2,2,1,Transport en commun,6,Rénovation,5,2, , , , , , , , ,, ,,1,6,,1,, ,, ,, ,, ,, ,, ,, ,, ,,1,, ,, ,, ,, ,, ,,2,2,2,2,2,2,2,2,2,2,2,1,2,,1,3,1,,1,,1,FR,"1,205474"
12000_112A,26170,999,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,,2,1,2,1,2,2,2,2,1,2,2,1,1,1,1,2,1,1,12,nids de poules,99,,1,1,1,1,1,1,1,1,2, ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,2,1,,1,,1,FR,"3,174448"
12000_112A,26172,999,12,3,1,2,2,1,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,14,L'etat de la chausee,1,2,1,1,1,9,1,1,1,1,1,2,1,1,1,2,1,1,12,Les reparations de la chausee.,99,,10,2, , , , , , , , ,, ,,1,6,, ,, ,, ,, ,, ,, ,, ,, ,, ,,6,Les billets de contraventions., ,, ,, ,, ,, ,,1,1,2,2,1,1,1,1,1,1,1,1,5,,2,3,1,,1,,1,FR,"1,119314"
12000_112A,26181,H9C,6,5,1,1,1,1,3,1,2,1,1,2,1,1,2,1,2,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,3,1,1,1,1,2,3,,2,3,3,2,2,9,1,2,2,1,1,3,2,3,3,3,2,2,5,beaucoup plus arrete,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,2,2,,1,,2,FR,"0,103436"
12000_112A,26205,H2J,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,11,le metro,5,quil fasse du bruit a des heures raisonnable,10,1,2,2,2,2,1,2,2, ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,2,5,,1,,1,FR,"1,304105"
12000_112A,26210,H1E,12,3,2,2,1,2,3,2,4,2,2,9,2,2,2,2,4,3,3,3,4,4,2,2,2,1,1,2,1,1,2,2,9,2,2,2,2,2,2,2,2,2,3,2,2,2,9,2,3,4,,1,4,3,1,1,9,2,2,2,1,1,2,2,2,2,2,2,2,2,Ponctualité des transport en commun,99,,6,2, , , , , , , , ,, ,,1,3,, ,, ,, ,, ,, ,, ,, ,, ,, ,,2,"Foyer, nouveau propriétraire",10,, ,, ,, ,, ,,1,1,9,9,1,2,2,2,1,2,2,1,2,,1,3,1,,1,,1,FR,"1,119314"
12000_112A,26216,H1K,7,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,4,3,3,3,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,5,,2,3,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,2,12,l'état des routes.,99,,8,2, , , , , , , , ,, ,,1,6,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,3,2,2,2,2,2,3,3,3,3,3,1,1,,1,4,1,,1,,1,FR,"1,433488"
12000_112A,26224,H9K,10,2,1,1,2,2,4,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,,2,3,2,1,2,2,1,1,2,1,1,2,3,2,2,2,2,2,3,La fréquence de passage des transports en commun,99,,7,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,2,3,1,,1,,1,FR,"1,113968"
12000_112A,26229,H3M,1,2,2,2,4,4,2,4,3,4,3,3,4,3,3,1,4,4,3,2,4,4,3,3,2,2,3,4,2,2,2,2,3,2,2,4,2,2,2,4,3,2,4,2,3,3,1,2,2,98,,4,4,4,2,1,2,2,1,3,1,1,4,4,4,4,4,4,4,6,"la signalisation à l'intersection de Henri Bourassa et de O' brien. Quand on vient de l'ouest et qu'on tourne à gauche sur Obrien, on attend jusqu'a 5 ou 6 minutes avant de passer. Les feux de circulation sont très lents.",6,"le temps pour la rénovation  et construction, c'est trop long",2,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,3,2,2,2,4,2,3,2,2,2,4,1,1,,1,3,1,,99,tamoul,1,FR,"3,284034"
12000_112A,26232,H2B,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,98,,1,1,1,1,1,9,1,2,1,1,1,1,1,2,1,2,1,1,11,metro,99,,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,2,2,1,,9,,1,FR,"3,247515"
12000_112A,26237,H8S,4,4,2,2,2,2,2,2,2,1,1,2,1,2,2,1,3,3,2,2,2,2,2,2,1,1,2,3,1,1,2,3,3,2,2,2,2,2,1,1,2,3,1,1,3,2,1,3,3,4,,1,2,2,2,2,9,2,2,2,1,1,2,2,2,2,2,2,2,99,,99,,4,2, , , , , , , , ,, ,,1,2,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,2,2,2,2,2,2,2,2,2,2,2,1,2,,2,2,2,,2,,2,FR,"0,889346"
