Fonds_gestion,Cofinancement,Annee_financiere,Debut_financement,Titulaire,Dossier,Etablissement,Pays_etablissement,Province_etablissement,Categorie_de_financement,Programme,Code_programme,Programme_volet,Code_volet,Montant_recherche,Frais_indirects,Montant_total,Grands_defis_de_societe,Type_de_destinataire,Domaine_de_recherche,Objet_de_recherche_1,Objet_de_recherche_2,Champs_application_1,Champs_application_2,Mots_cles 
FRQSC,,2018-2019,2017-2018,"PERREAULT, ANNIE",209893,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Création artistique et littéraire,Roman et nouvelle ,,Culture,,création littéraire // phénoménologie // mouvement // paysage // rêverie // course à pied
FRQSC,,2018-2019,2017-2018,"DEPAIRON, PHILIPPE",209895,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,15000,0,15000,,Titulaire,"Arts, littérature et société","Arts, littérature et subjectivité",Théories artistiques ou littéraires,Culture,,Matérialité // Photographie analogique // Ère numérique // Art actuel // Photographie digitale // Théorie photographique
FRQSC,,2018-2019,2017-2018,"DAMPHOUSSE, JOLYANE",209925,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Éducation, savoirs et compétences",Modélisation des processus d'apprentissage,Éveil scientifique,Éducation ,,Éducation  // Didactique // Épistémologie // Praxéologie // Axiologie // Technologie 
FRQSC,,2018-2019,2017-2018,"MARCIL, EVELYNE",209928,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Éducation, savoirs et compétences",Développement cognitif,Modes d'apprentissage,Éducation ,Fondements et avancement des connaissances,Psychologie // Trouble du spectre de l'autisme // Éducation // Profil perceptuel // Profil de rendement / académique // Différences entre les sexes
FRQSC,,2018-2019,2017-2018,"BARRERA BERNAL, CLAUDIA",209939,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Création artistique et littéraire,Approches multiples de la création,Installations,Culture,,Interdisciplinarité // Installation performative // Portrait visuel // Portrait littéraire
FRQSC,,2018-2019,2017-2018,"O'BRIEN, LAURA JOSEPHINE",209947,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Arts, littérature et société",Espaces urbains et urbanité,Rapports homme-femme,Culture,,Architecture // Women's History // Urbanism // Nineteenth-Century Urban Planning
FRQSC,,2018-2019,2017-2018,"PLOWRIGHT, ISABEL",209949,Columbia University,ÉTATS-UNIS,New York,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Cultures, religions et civilisations",Organisation sociale et système politique,Criminalité,Structures organisationnelles,Droits et justice,Women's history // Religious history // Institutional history // Carceral studies // American history // American Civil War
FRQSC,,2018-2019,2017-2018,"GAGNON, CINDY",209975,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,13333,0,13333,,Titulaire,Enjeux fondamentaux et finalités de la vie humaine,Systèmes de valeurs et normes,Jugement moral et morale du devoir et de l'obligation,Droits et justice,,Engagement par volonté unilatérale // Responsabilité sociale des entreprises // Acte juridique unilatéral // Critère de la juridicité du droit // Notion d'obligation // Normativité
FRQSC,,2018-2019,2017-2018,"SIONNIÈRE, DAVID",209990,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Médias, communications et information","Communications audiovisuelle, écrite, sonore, visuelle",Cinéma,Culture,Fondements et avancement des connaissances,Culture // Média // Transmédia // Cinéma // Diégèse // Multimodalité
FRQSC,,2018-2019,2017-2018,"CARON-DIOTTE, MATHIEU",209991,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Construction de l'identité,,Populations,,identité // intégration identitaire // processus cognitifs // liens cognitifs
FRQSC,,2018-2019,2017-2018,"MACNAB-SÉGUIN, PHILIPPE",210001,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Création artistique et littéraire,Composition musicale,Genres musicaux,Culture,,Composition Musicale // Syncretisme Musicale // Sonologie Auditive // Musique Populaire // Musique Contemporaine // Sémiologie
FRQSC,,2018-2019,2017-2018,"MERCIER, IAN",210005,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Nature, transformation et gouvernance de la société et des institutions",Droit civil ,Espaces urbains et urbanité,Droits et justice,Aménagement du territoire,locataires // immobilier // droit // conflits // propriétaires // logement
FRQSC,,2018-2019,2017-2018,"ARSENAULT-PARÉ, LAURIE",210045,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,15000,0,15000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Services sociaux généraux (population),Insertion et exclusion,Culture,Populations,intervention sociale // immigration // diversité religieuse // inclusion // intégration // musulmans
FRQSC,,2018-2019,2017-2018,"LACHAPELLE, MARIE",210046,HEC Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Gestion des organisations ,Conditions de travail ,Équilibre général et bien-être ,Structures organisationnelles,Populations,Représentations sociales // Identité sociale // santé mentale au travail // comportement organisation // integration professionnel // immigrants
FRQSC,,2018-2019,2017-2018,"LAMONTAGNE, MARJOLAINE",210047,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,15000,0,15000,,Titulaire,Relations internationales et développement,Accords et traités internationaux ,Identité et transnationalité,Relations internationales ,,Relations internationales // Régions // Protodiplomatie // Québec // Catalogne // Écosse 
FRQSC,,2018-2019,2017-2018,"EDWARDS, MARK-DAMYAN",210105,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Éducation, savoirs et compétences",Évaluation des performances des élèves et des enseignants,Orientation scolaire ,Éducation ,,Leadership // Academic Performance // Student-athletes // school-based interventions // athletic performance // high school
FRQSC,,2018-2019,2017-2018,"SIMON, INA",210140,Université Concordia,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,15000,0,15000,,Titulaire,"Cultures, religions et civilisations",Bases philosophiques,Structures et organisation,Structures organisationnelles,Solidarité sociale,Systematic theology // Political theology // State-building theory // Organization theory // Philosophy of law // Cognition and morality
FRQSC,,2018-2019,2017-2018,"BOURGET, ARIANE",210144,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,15000,0,15000,,Titulaire,Création artistique et littéraire,Théâtre ,Approches multiples de la création,Culture,Solidarité sociale,interculturalité // théâtre // jazz // paysage // mémoire
FRQSC,,2018-2019,2017-2018,"REYNOLDS, JENNIFER",210145,Université Concordia,CANADA,Québec,Bourses et stages de formation,Actions concertées / Bourses et stages de formation,ACB,Actions concertées / Bourses sur le jeu responsable / Bourse postdoctorale,0BJP,40686,0,40686,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale","Cycles de vie (enfance, adolescence, adulte, etc.)",,Populations,,youth // responsible gambling // gaming // prevention // harm minimization // social gaming // youth // responsible gambling // gaming // prevention // harm minimization // social gaming
FRQSC,,2018-2019,2017-2018,"PONTBRIAND, KARINE",210170,University of New South Wales,AUSTRALIE,,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Relations internationales et développement,Alliances politiques et militaires ,Affaires étrangères ,Relations internationales ,Technologies des communications et de l'information,Sécurité internationale // Conseil de sécurité // Nations Unies // Cybersécurité // Diplomatie // Pouvoir
FRQSC,,2018-2019,2017-2018,"NOLLA, JEAN MARC",210187,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,13333,0,13333,,Titulaire,"Éducation, savoirs et compétences",Enseignement ,Contextes sociaux,Éducation ,Technologies des communications et de l'information,Évaluation des apprentissages // Enseignement supérieur // Formation à distance // Éthique // TIC // Responsabilité
FRQSC,,2018-2019,2017-2018,"SCRUGGS, RYAN",210191,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Enjeux fondamentaux et finalités de la vie humaine,Divinité et univers,Bases philosophiques,Solidarité sociale,,Theology // Gift // Irenaeus // Creation ex nihilo // Eucharist // Reciprocity
FRQSC,,2018-2019,2017-2018,"MORIN-MARTEL, ALEXIS",210201,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,15000,0,15000,,Titulaire,Enjeux fondamentaux et finalités de la vie humaine,Théories et règles de la logique,,Culture,,Philosophie analytique // Philosophie du langage // Philosophie des mathématiques // Wittgenstein
FRQSC,,2018-2019,2017-2018,"GIGUÈRE, ANDRÉE-ANNE",210203,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Arts, littérature et société",Formes d'art émergentes,Performance ,Culture,,Manipule-action // Technologie // Scène // Performatif // Corps // Actant
FRQSC,,2018-2019,2017-2018,"HARRISSON, ANNIE",210218,Université Concordia,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Arts, littérature et société",Études des arts populaires et de masse,Contextes de la transmission et de la réception des oeuvres littéraires ou artistiques,Fondements et avancement des connaissances,,Video Games // Violence // Horror // Game mechanics // Gaming experience // Five Nights at Freddy's
FRQSC,,2018-2019,2017-2018,"PINEAULT, LAURENT",210222,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Arts, littérature et société",Études des arts populaires et de masse,Impacts des nouvelles technologies de l'information,Culture,Populations,Humiliation // Médiation // Vidéos // Affects // Portabilité // Dispositifs
FRQSC,,2018-2019,2017-2018,"PALMA, PAULINE",210228,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Langues et langage,"Mécanismes d'acquisition, de compréhension et de production du langage",Représentation mentale,Populations,,Cognition // Acquisition des langues secondes // Bilinguisme // Psycholinguistique // Attention visuelle // Aspect grammatical
FRQSC,,2018-2019,2017-2018,"OHAYON, CHARLIE",210236,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Éducation, savoirs et compétences",Orientation scolaire ,Approches éducatives,Éducation ,,self-advocacy // self-determination // academic motivation // inclusion
FRQSC,,2018-2019,2017-2018,"GASCON-DETUNCQ, CAMILLE",210244,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,10000,0,10000,,Titulaire,"Arts, littérature et société","Institutions culturelles (musées, bibliothèques, etc.)",Analyse d'oeuvres littéraires ou artistiques,Culture,,Théâtre contemporain // Institution théâtrale // Écriture dramatique // Théâtre québécois // Dramaturgie québécoise // Centre des auteurs dramatiques (CEAD)
FRQSC,,2018-2019,2017-2018,"DUPUIS LAFLAMME, PHILIP-ANTOINE",210247,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,15000,0,15000,,Titulaire,"Éducation, savoirs et compétences",Modélisation des processus d'apprentissage,Approches sur l'apprentissage et le développement,Éducation ,,Psychologie culturelle historique // Médiation // Apprentissage // Conceptualisation // Développement cognitif // Zone de développement le plus proche
FRQSC,,2018-2019,2017-2018,"BAILLARGEON, MARILYN",210266,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Éducation, savoirs et compétences",Formation des adultes et formation continue ,Enseignement ,Éducation ,Fondements et avancement des connaissances,Processus d'apprentissage // Développement professionnel // Formation continue des enseignants // Évaluation de la formation // Recherche collaborative // Spirale d'enquête
FRQSC,,2018-2019,2017-2018,"SULLIVAN, KATHERINE",210303,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Médias, communications et information",Médias et rapports États- Citoyens,Opinion publique,Affaires intérieures ,Technologies des communications et de l'information,communication politique // communication gouvernementale // marketing politique // politique canadienne // démocratie // information politique
FRQSC,,2018-2019,2017-2018,"BROOKS, MATTHEW",210307,Université Concordia,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,15000,0,15000,,Titulaire,Création artistique et littéraire,Photographie ,Vidéo et nouveaux médias,Culture,,Visual art // Research-creation // Photography // Architecture // Material culture
FRQSC,,2018-2019,2017-2018,"BREULEUX, YAN",210319,Université du Québec à Chicoutimi [UQAC],CANADA,Québec,Subventions de recherche,Recherche-création,RC,Recherche-création / Individuel,RC1,52003,14041,66044,,Établissement reconnu,Création artistique et littéraire,Vidéo et nouveaux médias,Approches multiples de la création,Éducation ,Culture,World Building // Environnements narratifs // Réalité virtuelle
FRQSC,,2018-2019,2017-2018,"LYDON, JOHN",210323,Université McGill,CANADA,Québec,Subventions d'infrastructure,Soutien aux équipes de recherche,SE,Soutien aux équipes de recherche / Universitaire - renouvellement,SE3,100146,0,100146,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Cohésion sociale,,Culture,,Identité // Dysfonction sociale // Relations sociales // L'estime de soi // Autorégulation // Bien-être
FRQSC,,2018-2019,2017-2018,"BELLEAU, SYLVIE",210353,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Création artistique et littéraire,Approches multiples de la création,Dramaturgie ,Culture,,Théâtre // Hybridation // rasa // natyasastra // gestuelle // interculturalité
FRQSC,,2018-2019,2017-2018,"MELKI, HANÈNE",210357,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Éducation, savoirs et compétences",Approches sur l'apprentissage et le développement,Approches éducatives,Éducation ,,Acquisition du français langue seconde // Développement de la compétence à écrire // Rétroaction corrective écrite
FRQSC,,2018-2019,2017-2018,"CHARTIER, MARIE-CHRISTINE",210365,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Éducation, savoirs et compétences",Développement cognitif,Modes d'apprentissage,Éducation ,,Habiletés de vie // Développement positif // Athlète universitaire // Étude de cas // Expérience
FRQSC,,2018-2019,2017-2018,"ROUSSEAU, STÉPHANE",210367,Université de Montréal,CANADA,Québec,Subventions d'infrastructure,Soutien aux équipes de recherche,SE,Soutien aux équipes de recherche / Universitaire - émergence,SE1,40370,0,40370,,Établissement reconnu,Gestion des organisations ,"Incidence des lois, des normes, des règlements",,Droits et justice,,Gouvernance // Responsabilité // Entreprises // Normativité
FRQSC,,2018-2019,2017-2018,"LUNDELL-CREAGH, RYAN",210370,University of California - Berkeley,ÉTATS-UNIS,Californie,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,15000,0,15000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Développement affectif et émotionnel,,Populations,,Personality // Emotions // Trait Theory // Biases
FRQSC,,2018-2019,2017-2018,"BUREAU-BLOUIN, LÉO",210395,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,15000,0,15000,,Titulaire,"Nature, transformation et gouvernance de la société et des institutions",Droit constitutionnel ,"Droits et libertés de la personne, droits collectifs",Droits et justice,,Droit // Constitutionnel // Association // Syndicalisme // Militantisme // Grève
FRQSC,,2018-2019,2017-2018,"ROY, KATY",210396,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Construction de l'identité,Conte ,Populations,Culture,Imaginaire // Langage symbolique // Bibliothérapie // Mise en mouvement de l'identité // Représentations symboliques // Personnes significatives
FRQSC,,2018-2019,2017-2018,"MORETTI, GIANPIERO",210405,Université Laval,CANADA,Québec,Subventions de recherche,Recherche-création,RC,Recherche-création / Équipe,RC2,49184,13280,62464,,Établissement reconnu,"Milieux de vie, aménagement et appropriation de l'espace humain",Approches multiples de la création,Paysage et restauration ,Aménagement du territoire,Environnement,Améngement // Littoral // Architecture // Changements climatiques // Design urbain // Ecosystème
FRQSC,,2018-2019,2017-2018,"CÔTÉ, VALÉRIE",210418,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de réintégration à la recherche,A2,Bourses de réintégration à la recherche / Doctorat,A2Z2,20000,0,20000,,Titulaire,"Milieux de vie, aménagement et appropriation de l'espace humain",Aménagement des infrastructures,,Santé publique,,Innovation sociale // Santé publique // Design public
FRQSC,,2018-2019,2017-2018,"QUINN, JAMES",210422,Université Concordia,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Cultures, religions et civilisations","Religion, cultures et espaces ",Exégèse et critique des textes sacrés,Culture,Solidarité sociale,Interview // Fieldwork // Text // Analysis // Translation // Archival
FRQSC,,2018-2019,2017-2018,"CAOUETTE, JULIE",210423,Cégep John Abbott,CANADA,Québec,Bourses de carrière et subventions salariales,Dégagement d'enseignement et appui pour la recherche au collégial,CHC,Dégagement d'enseignement pour la recherche au collégial,CHZ,31800,0,31800,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale",,,,,
FRQSC,,2018-2019,2017-2018,"ROY, MARC-ANDRÉ",210424,Université Laval,CANADA,Québec,Subventions d'infrastructure,Soutien aux équipes de recherche,SE,Soutien aux équipes de recherche / Universitaire - émergence,SE1,30000,0,30000,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Trajectoires professionnelles,Schizophrénie,Solidarité sociale,Évolution et traitement des maladies,Psychose // Rétablissement fonctionnel  // Déterminants bio-psycho-sociaux  // Insertion socio-professionnelle // Développement cognitif et social  // Transfert de connaissance 
FRQSC,,2018-2019,2017-2018,"ELAWANI, RALPH",210427,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,10000,0,10000,,Titulaire,"Arts, littérature et société",Marginalité artistique ou littéraire,"Mouvement, écoles,styles et corpus artistiques ou littéraires",Culture,,Cinéma // Cinéma québécois // Contre-culture // Révolution tranquille // Identité québécoise // Littérature québécoise
FRQSC,,2018-2019,2017-2018,"RAHALI, HICHAM",210432,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Gestion des organisations ,"Évaluation, analyse et gestion de projets ",Gestion des crises,Structures organisationnelles,Fondements et avancement des connaissances,gestion de projet // événement imprévu // flexibilité managériale // incertitude // signaux faibles // sensemaking
FRQSC,,2018-2019,2017-2018,"SCHELL, SARAH",210435,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Abus sexuel,,Droits et justice,,interpersonal rejection // rejection sensitivity // narcissism // negative urgency // sexual aggression
FRQSC,,2018-2019,2017-2018,"COURNOYER-GENDRON, MAUDE",210448,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Milieux de vie, aménagement et appropriation de l'espace humain","Personnes, villes et territoires",Espaces urbains et urbanité,Aménagement du territoire,,projets d'aménagement // acteurs // représentations sociospatiales // Conflits socioterritoraux
FRQSC,,2018-2019,2017-2018,"GRAHAM, ROBIN",210450,Université Concordia,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Arts, littérature et société","Communications audiovisuelle, écrite, sonore, visuelle",Théories artistiques ou littéraires,Culture,,Information Studies // Semiotics // Literary History // Archives // Contemporary Poetry
FRQSC,,2018-2019,2017-2018,"PERRY COX, LAUREN ALEXEI",210453,Université Concordia,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,15000,0,15000,,Titulaire,Création artistique et littéraire,Poésie ,Études transculturelles,Culture,,"Poetry as a form of Personhood  // Political, Non-Western Discourse // Feminine and Marginalized Polyphony // Aesthetic Conscience as Moral Conscience // Non-Masculinist History and Literature // Potentiality"
FRQSC,,2018-2019,2017-2018,"LÉVESQUE, ALISSON",210469,Carleton University,CANADA,Ontario,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,10000,0,10000,,Titulaire,"Médias, communications et information",Influence des médias sur le comportement,Changement d'attitudes des individus,Technologies des communications et de l'information,,marketing politique // cadrage // couverture médiatique // campagne électorale // branding politique // communication politique
FRQSC,,2018-2019,2017-2018,"BOUCHER, VINCENT",210475,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Relations internationales et développement,Affaires étrangères ,Politiques de l'État,Relations internationales ,Affaires intérieures ,Politique étrangère des États-Unis // Prise de décision // Entrepreneur de politiques publiques // Analyse de la politique étrangère
FRQSC,,2018-2019,2017-2018,"BRIEN, ALEXANDRE",210477,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Bourses de réintégration à la recherche,A2,Bourses de réintégration à la recherche / Doctorat,A2Z2,20000,0,20000,,Titulaire,"Éducation, savoirs et compétences",Orientation scolaire ,,Éducation ,,Counseling de carrière // Formation des personnes étudiantes // Supervision clinique // Compétence professionnelle // Alliance de travail // Autocompassion 
FRQSC,,2018-2019,2017-2018,"MALTAIS-TREMBLAY, PATRICIA",210479,Université du Québec à Chicoutimi [UQAC],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6666,0,6666,,Titulaire,Gestion des organisations ,Relations et conflits de travail ,,Structures organisationnelles,Culture,Environnement social d'une industrie // Histoire du syndicalisme // Relations du travail  // Organisation du travail // Concurrence et coopération industrielles // Histoire de l'industrie de l'aluminium
FRQSC,,2018-2019,2017-2018,"DOLECK, TENZIN",210490,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6666,0,6666,,Titulaire,"Éducation, savoirs et compétences",Technologies éducatives ,,Éducation ,,Academic Performance // Social Networking Sites // GPA // Acadmic Achievement // School Commitment // School Life Satisfaction
FRQSC,,2018-2019,2017-2018,"LESSARD, FRÉDÉRIQUE-EMMANUELLE",210514,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,13333,0,13333,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Relations d'entraide,Productivité ,Structures organisationnelles,,Appropriation du feedback // Développement professionnel // Développement des compétences // Évaluation du potentiel // Séance de rétroaction
FRQSC,,2018-2019,2017-2018,"BHAGWATI, SANDEEP",210523,Université Concordia,CANADA,Québec,Subventions de recherche,Recherche-création,RC,Recherche-création / Équipe,RC2,58558,15811,74369,,Établissement reconnu,Création artistique et littéraire,Approches multiples de la création,Composition musicale,Culture,,trans-traditional musicking // inter-modal creation // inter-disciplinary creation // notation  // creation technologies // knowledge transfer
FRQSC,,2018-2019,2017-2018,"GOUE, OULAI",210532,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6666,0,6666,,Titulaire,"Médias, communications et information",Éthique journalistique,Responsabilités civiles et sociales des médias,Solidarité sociale,Droits et justice,journalisme // éthique // discours // argumentation // guerre // conflit
FRQSC,,2018-2019,2017-2018,"LAMY, GUILLAUME",210552,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Arts, littérature et société",Idées politiques  ,Politiques sociales ,Politiques économiques,Solidarité sociale,think tanks // politiques publiques // controverse publique // groupes de pression // idéologies politiques
FRQSC,,2018-2019,2017-2018,"CLYDE, MICHAEL",210559,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Éducation, savoirs et compétences",Approches éducatives,Contextes sociaux,Éducation ,Structures organisationnelles,Education // Implementation // Evidence-based Intervention // Evidence-based Practice // Innovation // Research to Practice
FRQSC,,2018-2019,2017-2018,"BOURBEAU, STÉPHANIE",210560,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,10000,0,10000,,Titulaire,Enjeux fondamentaux et finalités de la vie humaine,Personne et dignité,Penseurs,Droits et justice,Solidarité sociale,Injustice épistémique // Différend // Oppression // Discours // Témoignage
FRQSC,,2018-2019,2017-2018,"MONNERAT, MÉLIE",210582,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de réintégration à la recherche,A2,Bourses de réintégration à la recherche / Doctorat,A2Z2,20000,0,20000,,Titulaire,"Milieux de vie, aménagement et appropriation de l'espace humain",Déterminants sociaux et culturels de la protection des environnements,Populations frontalières,Populations,Aménagement du territoire,Vietnam // Political ecology // Commodity chain // Ethnic minority // Livelihood // Non-Timber Forest Product
FRQSC,,2018-2019,2017-2018,"VALCOURT, TRACY",210595,Université Concordia,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Arts, littérature et société",Modèles d'analyse artistique ou littéraire,Organisation du paysage et de l'environnement,Culture,Environnement,landscape art // aerial perspective // climate change // deep mapping // geolocative technology // military surveillance
