NO_PERMISPUBLIC,NO_PERMISPARCEDIFICE,NO_ID_PRO,TITRE_PRODUCTION,ANNULATION,TYPE_EMPLACEMENT,EMPLACEMENT,RUE_DE,RUE_A,NOM_PARC,RAISON_OCCUPATION,DUREE_DE,DUREE_A,NOM_ARROND,X,Y,LATITUDE,LONGITUDE
112115,,25674,Transplant S2,No,avenue,Lacombe,chemin de la Côte-des-Neiges,Légaré,,Stationnement pour véhicules de production,2021-06-23,2021-06-23,Côte-des-Neiges-Notre-Dame-de-Grâce,295078.412505,5039536.795,45.49569405334168,-73.62438832065634
112061,,25674,Transplant S2,No,avenue,Hector,Sainte-Claire,de Marseille,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-04-30,2021-05-01,Mercier-Hochelaga-Maisonneuve,303216.0350700905,5052405.978862186,45.61156182623299,-73.52030988111954
112084,,25674,Transplant S2,No,avenue,Appleton,chemin Hudson,avenue Decelles,,Stationnement pour véhicules de production,2021-04-28,2021-04-30,Côte-des-Neiges-Notre-Dame-de-Grâce,294478.6134975,5040612.711,45.50536715677396,-73.63208506923486
112080,,25674,Transplant S2,No,rue,Marconi,Waverly,avenue Beaumont,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-04-25,2021-04-25,Rosemont-La Petite-Patrie,295751.27564690413,5043389.798059252,45.53037445980113,-73.61585006919506
112060,,25674,Transplant S2,No,avenue,Casgrain,Maguire,Saint-Viateur Est,,Stationnement pour véhicules de production,2021-04-23,2021-04-23,Le Plateau-Mont-Royal,297277.8569448081,5042946.078904445,45.52639978603948,-73.59629863409985
112112,,25674,Transplant S2,No,Chemin,de la Côte-des-Neiges,Jean-Brillant,avenue Lacombe,,Stationnement pour véhicules de production,2021-06-22,2021-06-23,Côte-des-Neiges-Notre-Dame-de-Grâce,295221.31201,5039621.796,45.49646083517753,-73.62256159425678
112083,,25674,Transplant S2,No,rue,Maguire,avenue Casgrain,avenue de Gaspé,,Stationnement pour véhicules de production,2021-04-25,2021-04-25,Le Plateau-Mont-Royal,297417.066515,5042896.8379999995,45.52595818649287,-73.59451573534385
112079,,25674,Transplant S2,No,rue,Waverly,Marconi,avenue Beaumont,,Stationnement pour véhicules de production,2021-04-24,2021-04-25,Rosemont-La Petite-Patrie,295759.736995,5043460.188,45.53100796927878,-73.61574304889383
112059,,25674,Transplant S2,No,rue,Maguire,avenue Casgrain,avenue de Gaspé,,Stationnement pour véhicules de production,2021-04-26,2021-04-26,Le Plateau-Mont-Royal,297417.066515,5042896.8379999995,45.52595818649287,-73.59451573534385
112110,,25674,Transplant S2,No,Avenue,Viger Est,Saint-Dominique,De Bullion,,Stationnement pour véhicules de production,2021-06-21,2021-06-22,Ville-Marie,300270.46701250004,5040944.9125,45.50841838198651,-73.55796901784944
112108,,25674,Transplant S2,No,place,Jean-Paul-Riopelle,Saint-Antoine Ouest,avenue Viger Ouest,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-06-22,2021-06-22,Ville-Marie,300004.20386500005,5040359.5968375,45.50314967526005,-73.56137097723507
112107,,25674,Transplant S2,No,Rue,Saint-Antoine Ouest,Saint-Pierre,place Jean-Paul-Riopelle,,Utilisation comme plateau de tournage,2021-06-22,2021-06-22,Ville-Marie,300067.6561,5040345.8043625,45.50302600375732,-73.56055889154936
112106,,25674,Transplant S2,No,Chemin,de la Côte-Sainte-Catherine,avenue Wilderton,Plantagenet,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de figuration",2021-04-28,2021-04-28,Côte-des-Neiges-Notre-Dame-de-Grâce,295482.24649499997,5040874.807,45.5077396258056,-73.61924631306398
112104,,25674,Transplant S2,No,rue,Gosford,Saint-Louis,Saint-Antoine Est,,Stationnement pour véhicules de production,2021-05-25,2021-05-25,Ville-Marie,300515.680985,5041095.871,45.50977828004375,-73.55483215602759
,17917,25674,Transplant S2,No,Parc,"Parc Place du Canada au coin de Peel et René-Lévesque. Contrôle d'accès du parc aux piétons, du coté nord.",,,Parc Place du Canada,Tournage,,,Ville-Marie,,,,
112103,,25674,Transplant S2,No,Rue,Saint-Louis,Gosford,de Bonsecours,,Stationnement pour véhicules de production,2021-05-25,2021-05-25,Ville-Marie,300563.01549250004,5041142.425000001,45.51019746543399,-73.55422676053747
112102,,25674,Transplant S2,No,rue,Guy-Frégault,Saint-Antoine Est,avenue Viger Est,,Stationnement pour véhicules de production,2021-05-25,2021-05-25,Ville-Marie,300480.80149,5041240.111500001,45.51107596911921,-73.55527981038333
112101,,25674,Transplant S2,No,boulevard,Henri-Bourassa Est,De Poncheville,avenue Vianney,,Stationnement pour véhicules de production,2021-05-25,2021-05-25,Ahuntsic-Cartierville,292919.598505,5048909.1844999995,45.57999683310195,-73.65223756022539
112100,,25674,Transplant S2,No,avenue,Vianney,boulevard Henri-Bourassa Est,boulevard Gouin Est,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-05-25,2021-05-25,Ahuntsic-Cartierville,292850.91601000004,5048977.3585,45.58060911070809,-73.6531193305015
112082,,25674,Transplant S2,No,Avenue,Casgrain,Maguire,Saint-Viateur Est,,Stationnement pour véhicules de production,2021-04-25,2021-04-25,Le Plateau-Mont-Royal,297277.8569448081,5042946.078904445,45.52639978603948,-73.59629863409985
112098,,25674,Transplant S2,No,avenue,Vianney,boulevard Henri-Bourassa,boulevard Gouin Est,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-05-24,2021-05-24,Ahuntsic-Cartierville,292850.91601000004,5048977.3585,45.58060911070809,-73.6531193305015
112081,,25674,Transplant S2,No,avenue,Casgrain,Maguire,Saint-Viateur Est,,Stationnement pour véhicules de production,2021-04-25,2021-04-25,Le Plateau-Mont-Royal,297277.8569448081,5042946.078904445,45.52639978603948,-73.59629863409985
112077,,25674,Transplant S2,No,avenue,Beaumont,Waverly,Marconi,,Stationnement pour véhicules de production,2021-04-24,2021-04-25,Rosemont-La Petite-Patrie,295707.58489395754,5043451.761548063,45.53093147118466,-73.61641058704019
112074,,25674,Transplant S2,No,rue,Marconi,Waverly,avenue Beaumont,,Utilisation comme plateau de tournage,2021-04-25,2021-04-25,Rosemont-La Petite-Patrie,295751.27564690413,5043389.798059252,45.53037445980113,-73.61585006919506
112078,,25674,Transplant S2,No,avenue,Wilderton,avenue Wilderton,chemin de la Côte-Sainte-Catherine,,Stationnement pour véhicules de production,2021-04-28,2021-04-30,Côte-des-Neiges-Notre-Dame-de-Grâce,295576.29436427425,5040860.35782634,45.50761086371907,-73.61804246412977
112073,,25674,Transplant S2,No,avenue,Wilderton,avenue Wilderton,chemin de la Côte-Sainte-Catherine,,Stationnement pour véhicules de production,2021-04-25,2021-04-26,Côte-des-Neiges-Notre-Dame-de-Grâce,295576.29436427425,5040860.35782634,45.50761086371907,-73.61804246412977
112072,,25674,Transplant S2,No,Rue,Plantagenet,avenue Plantagenet,chemin de la Côte-Sainte-Catherine,,Stationnement pour véhicules de production,2021-04-25,2021-04-26,Côte-des-Neiges-Notre-Dame-de-Grâce,295527.7605998248,5040787.32474728,45.50695303031978,-73.61866221695918
112071,,25674,Transplant S2,No,Rue,de Marseille,avenue Hector,avenue Gonthier,,Stationnement pour véhicules de production,2021-04-30,2021-05-01,Mercier-Hochelaga-Maisonneuve,303145.27449,5052467.1875,45.61211244562747,-73.52121732038928
112070,,25674,Transplant S2,No,avenue,Sainte-Claire,avenue Hector,avenue Gonthier,,Stationnement pour véhicules de production,2021-04-30,2021-05-01,Mercier-Hochelaga-Maisonneuve,303312.9129925,5052426.041999999,45.611742562147484,-73.5190678404674
112069,,25674,Transplant S2,No,rue,Mansfield,Sainte-Catherine Ouest,boulevard De Maisonneuve Ouest,,Stationnement pour véhicules de production,2021-04-27,2021-04-27,Ville-Marie,299134.0872388617,5040208.37436202,45.5017825121451,-73.57250383555562
,17974,25674,Transplant S2,No,avenue,Place des Montréalaises - rue Sanguinet au sud De Viger adjacent au Métro champ de mars.  Contrôle intermittent du traffic piétonnier.,,,Édifice parc,Tournage 25 mai - Place des Montréalaises - Scènes acteurs sur des tables à pique nique.,,,Ville-Marie,,,,
112067,,25674,Transplant S2,No,Boulevard,De Maisonneuve Ouest,Mansfield,Metcalfe,,Stationnement pour véhicules de production,2021-04-27,2021-04-27,Ville-Marie,299040.3454044303,5040221.710209919,45.50190175369536,-73.57370355639448
112066,,25674,Transplant S2,No,Boulevard,De Maisonneuve Ouest,Mansfield,Metcalfe,,Utilisation comme plateau de tournage,2021-04-27,2021-04-27,Ville-Marie,299040.3454044303,5040221.710209919,45.50190175369536,-73.57370355639448
112143,,25674,Transplant S2,No,rue,De La Gauchetière Est,Notre-Dame-de-Lourdes,Bernadette,,Stationnement pour véhicules de production,2021-07-28,2021-07-28,Ville-Marie,300381.56802,5041411.827,45.512620491541284,-73.5565514091573
112141,,25674,Transplant S2,No,rue,Lucien-L'Allier,avenue Overdale,Crescent,,Stationnement pour véhicules de production,2021-07-29,2021-07-29,Ville-Marie,299132.6090503167,5039503.310188999,45.49543809514606,-73.57251455083684
112140,,25674,Transplant S2,No,avenue,Overdale,Lucien-L'Allier,Mackay,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de figuration",2021-07-29,2021-07-29,Ville-Marie,299129.28951000003,5039407.6165,45.49457696683983,-73.57255592759294
112139,,25674,Transplant S2,No,avenue,Overdale,Lucien-L'Allier,Mackay,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-07-29,2021-07-29,Ville-Marie,299129.28951000003,5039407.6165,45.49457696683983,-73.57255592759294
112137,,25674,Transplant S2,No,boulevard,René-Lévesque Ouest,Stanley,Drummond,,Utilisation comme plateau de tournage,2021-07-28,2021-07-29,Ville-Marie,299233.83548999997,5039751.9655,45.497676394013695,-73.57122219651838
112136,,25674,Transplant S2,No,Rue,Stanley,avenue des Canadiens-de-Montréal,boulevard René-Lévesque Ouest,,Stationnement pour véhicules de production,2021-07-28,2021-07-29,Ville-Marie,299322.72150750004,5039746.8719999995,45.497631256650116,-73.57008480973573
112135,,25674,Transplant S2,No,rue,Drummond,avenue des Canadiens-de-Montréal,boulevard René-Lévesque Ouest,,Stationnement pour véhicules de production,2021-07-28,2021-07-29,Ville-Marie,299267.092,5039672.511,45.496961713215754,-73.57079576030817
112133,,25674,Transplant S2,No,rue,Gosford,Saint-Louis,Saint-Antoine Est,,Stationnement pour véhicules de production,2021-07-27,2021-07-28,Ville-Marie,300515.680985,5041095.871,45.50977828004375,-73.55483215602759
,18101,25674,Transplant S2,No,Rues et trottoirs,"Sur Overdale et Mackay. Fermeture de 5 lampadaires soit : devant le 1398, 1428, 1442 rue Overdale et devant le 1030 et 1070 rue Mackay. Voir PLAN.",,,"Édifice Rues, ruelles & trottoirs de Montréal",Demande de fermeture de 5 lampadaires - pour Tournage,,,Ville-Marie,,,,
112132,,25674,Transplant S2,No,rue,Saint-Louis,Gosford,de Bonsecours,,Stationnement pour véhicules de production,2021-07-27,2021-07-28,Ville-Marie,300563.01549250004,5041142.425000001,45.51019746543399,-73.55422676053747
,17868,25674,Transplant S2,No,,Sur Guy Fregault entre St-Antoine et Viger. Éteindre le lampadaire #2014. Voir photo en attachement au courriel.,,,Terrain arrondissement Ville Marie,Demande de fermeture de lampadaire pour un tournage,,,Ville-Marie,,,,
,17851,25674,Transplant S2,No,,Point Monk. S'assurer que les 6 lampadaires sur Monk Coté Ouest sont fonctionnels et éteindre les 3 sur Philippe Turcot (Voir Plan et Photos),,,Terrain Arrondissement Sud/Ouest,Demande de fermeture des lampadaires pour un tournage,,,Le Sud-Ouest,,,,
112058,,25674,Transplant S2,No,Rue,Metcalfe,boulevard René-Lévesque Ouest,du Square-Dogchester,,Stationnement pour véhicules de production,2021-04-12,2021-04-12,Ville-Marie,,,,
112062,,25674,Transplant S2,No,Chemin,de la Côte-des-Neiges,avenue de Stirling,avenue de Darlington,,Stationnement pour véhicules de production,2021-04-25,2021-04-26,Côte-des-Neiges-Notre-Dame-de-Grâce,,,,
112068,,25674,Transplant S2,No,Rue,Metcalfe,Sainte-Catherine Ouest,boulevard De Maisonneuve Ouest,,Stationnement pour véhicules de production,2021-04-27,2021-04-27,Ville-Marie,,,,
112076,,25674,Transplant S2,No,Chemin,de la Côte-Sainte-Catherine,avenue de Stirling,avenue de Darlington,,Stationnement pour véhicules de production,2021-04-28,2021-04-30,Côte-des-Neiges-Notre-Dame-de-Grâce,,,,
112087,,25674,Transplant S2,No,avenue,Metcalfe,Sainte-Catherine Ouest,boulevard De Maisonneuve Ouest,,Stationnement pour véhicules de production,2021-04-27,2021-04-27,Ville-Marie,,,,
112088,,25674,Transplant S2,No,Avenue,Van Home,avenue Wilderton,Wilderton-Crescent,,"Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-04-28,2021-04-28,Côte-des-Neiges-Notre-Dame-de-Grâce,,,,
112089,,25674,Transplant S2,No,Rue,de la Cathédrale,De La Gauchetière Ouest,boulevard René-Lévesque Ouest,,Stationnement pour véhicules de production,2021-04-27,2021-04-27,Ville-Marie,,,,
112090,,25674,Transplant S2,No,Rue,de la Cathédrale,De La Gauchetière Ouest,boulevard René-Lévesque Ouest,,Stationnement pour véhicules de production,2021-04-27,2021-04-27,Ville-Marie,,,,
112091,,25674,Transplant S2,No,avenue,Victoria,chemin de la Côte-Sainte-Catherine,avenue Van Horne,,Utilisation comme plateau de tournage,2021-04-28,2021-04-28,Côte-des-Neiges-Notre-Dame-de-Grâce,,,,
112092,,25674,Transplant S2,No,avenue,Van Horne,avenue Decelles,avenue Victoria,,Utilisation comme plateau de tournage,2021-04-28,2021-04-28,Côte-des-Neiges-Notre-Dame-de-Grâce,,,,
112096,,25674,Transplant S2,No,Avenue,Viger Est,de l'Hôtel-de-Ville,Sainte-Élizabeth,,Stationnement pour véhicules de production,2021-05-25,2021-05-25,Ville-Marie,,,,
112097,,25674,Transplant S2,No,Rue,Viger Est,De Bullion,avenue de l'Hôtel-de-Ville,,Stationnement pour véhicules de production,2021-05-25,2021-05-25,Ville-Marie,,,,
112099,,25674,Transplant S2,No,Avenue,Vienney,boulevard Henri-Bourassa Est,boulevard Gouin Est,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-05-25,2021-05-25,Ahuntsic-Cartierville,,,,
112105,,25674,Transplant S2,No,Rue,Descelles,avenue Linton,avenue Van Horne,,"Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-04-28,2021-04-28,Côte-des-Neiges-Notre-Dame-de-Grâce,,,,
112109,,25674,Transplant S2,No,avenue,Viger Est,De Bullion,Sanguinet,,Stationnement pour véhicules de production,2021-06-22,2021-06-22,Ville-Marie,,,,
112111,,25674,Transplant S2,No,Rue,Saint-Antoine Ouest,Saint-François-Xavier,Saint-Pierre,,Stationnement pour véhicules de production,2021-06-22,2021-06-22,Ville-Marie,,,,
112121,,25674,Transplant S2,No,Avenue,de Stirling,boulevard Édouart-Montpetit,avenue de Stirling,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de figuration",2021-06-23,2021-06-23,Côte-des-Neiges-Notre-Dame-de-Grâce,,,,
112123,,25674,Transplant S2,No,Chemin,de la Côte-Sainte-Catherine,avenue de Stirling,avenue de Darlington,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-06-23,2021-06-23,Côte-des-Neiges-Notre-Dame-de-Grâce,,,,
112124,,25674,Transplant S2,No,rue,De La Gauchetière Est,Saint-Denis,Bernadette,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-07-27,2021-07-28,Ville-Marie,,,,
112125,,25674,Transplant S2,No,rue,De La Gauchetière Est,Notre-Dame-de-Lourdes,Berri,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-07-28,2021-07-28,Ville-Marie,,,,
112126,,25674,Transplant S2,No,rue,De La Gauchetière Est,Berri,Saint-Hubert,,Stationnement pour véhicules de production,2021-07-27,2021-07-28,Ville-Marie,,,,
112127,,25674,Transplant S2,No,rue,Berri,De La Gauchetière Ouest,boulevard René-Lévesque Ouest,,Stationnement pour véhicules de production,2021-07-27,2021-07-28,Ville-Marie,,,,
112128,,25674,Transplant S2,No,rue,Berri,De La Gauchetière Est,boulevard René-Lévesque Est,,Stationnement pour véhicules de production,2021-07-28,2021-07-28,Ville-Marie,,,,
112129,,25674,Transplant S2,No,rue,De La Gauchetière Est,Saint-Denis,Berri,,Stationnement pour véhicules de production,2021-07-28,2021-07-28,Ville-Marie,,,,
112134,,25674,Transplant S2,No,Rue,Saint-Antoine Ouest,Saint-Antoine Ouest,de la Montagne,,Stationnement pour véhicules de production,2021-07-28,2021-07-29,Ville-Marie,,,,
112138,,25674,Transplant S2,No,Avenue,Viger Est,De Bullion,Sanguinet,,Stationnement pour véhicules de production,2021-07-28,2021-07-28,Ville-Marie,,,,
109261,,25675,Ousmane,No,rue,Aylwin,Ontario,Rouen,,Obstruer une chaussée.,2021-03-02,2021-03-03,Mercier-Hochelaga-Maisonneuve,301126.17189662217,5044989.449736138,45.54481727905482,-73.54704816024227
109262,,25675,Ousmane,No,avenue,Midway,Rachel,William-Tremblay,,Barrer une rue par intermittence d'une durée maximale de 3 minutes. Assurer la circulation entre les prises et la sécurité en tout temps. Installer la signalisation adéquate.,2021-03-03,2021-03-03,Rosemont-La Petite-Patrie,,,,
109264,,25675,Ousmane,No,rue,Molson,William-Tremblay,Mont-Royal,,Barrer une rue par intermittence d'une durée maximale de 3 minutes. Assurer la circulation entre les prises et la sécurité en tout temps. Installer la signalisation adéquate.,2021-03-03,2021-03-03,Rosemont-La Petite-Patrie,299565.40475159994,5044644.383572835,45.54170226770911,-73.56703188424109
109263,,25675,Ousmane,No,rue,William-Tremblay,Molson,Augustin-Frigon,,Occuper un trottoir.,2021-03-03,2021-03-03,Rosemont-La Petite-Patrie,299726.51429896784,5044683.993915658,45.54205985650926,-73.56496921281585
109257,,25675,Ousmane,No,avenue,Coloniale,Rachel,Duluth,,Occuper une chaussée.,2021-02-26,2021-02-26,Le Plateau-Mont-Royal,298574.70849,5042057.828,45.51841973181828,-73.5796853587085
109258,,25675,Ousmane,No,rue,De Bullion,Duluth,Rachel,,Occuper une chaussée.,2021-02-26,2021-02-26,Le Plateau-Mont-Royal,298606.65832908073,5042106.577736488,45.518858683902856,-73.57927700188486
109256,,25675,Ousmane,No,rue,Labelle,René-Lévesque,Sainte-Catherine,,Obstruer une chaussée.,2021-02-28,2021-02-28,Ville-Marie,300250.4680125,5041621.8035,45.51450903822206,-73.55823137135751
109259,,25675,Ousmane,No,rue,Ontario,Aylwin,Cuvillier,,Occuper chaussée et trottoir.,2021-03-02,2021-03-03,Mercier-Hochelaga-Maisonneuve,301244.5590125,5044894.559,45.543964062135494,-73.54553144454863
,17853,25676,PATIN,No,parc,Patinoire- secteur le moins achalandé seulement,,,Parc Molson,Tournage avec patineurs,,,Rosemont-La Petite-Patrie,,,,
,17858,25676,PATIN,No,parc,Patinoire,,,Parc Jarry,Tournage avec patineur artistique,,,Villeray-Saint-Michel-Parc-Extension,294792.7376427217,5043937.74,45.53529183808908,-73.6281332585887
,17852,25676,PATIN,No,parc,Patinoire- Valide pour un secteur peut achalandé de la patinoire seulement,,,Parc La Fontaine,Tournage- patinage,,,Le Plateau-Mont-Royal,299398.82946931705,5042896.51703125,45.52597322754197,-73.56914561359899
111681,,25677,L'indice McSween 5,No,avenue,Aird,Sainte-Catherine Est,Adam,,Stationnement pour véhicules de production,2021-05-21,2021-05-21,Mercier-Hochelaga-Maisonneuve,302231.3863884487,5046021.125146222,45.55410552420076,-73.53290051909661
111680,,25677,L'indice McSween 5,No,Avenue,de Mayfair,boulevard De Maisonneuve Ouest,Sherbrooke Ouest,,Stationnement pour véhicules de production,2021-05-21,2021-05-21,Côte-des-Neiges-Notre-Dame-de-Grâce,294299.4545175,5035497.9535,45.45933981160988,-73.63426836080522
111679,,25677,L'indice McSween 5,No,avenue,Aird,Sainte-Catherine Est,Adam,,Stationnement pour véhicules de production,2021-05-14,2021-05-14,Mercier-Hochelaga-Maisonneuve,302231.3863884487,5046021.125146222,45.55410552420076,-73.53290051909661
109321,,25677,L'indice McSween 5,No,rue,Louis-Veuillot,De Jumonville,Turenne,,Obstruer une chaussée. En continu.,2021-03-19,2021-03-19,Mercier-Hochelaga-Maisonneuve,300752.7965175,5048534.329,45.57671324538727,-73.55185971637772
111676,,25677,L'indice McSween 5,No,Avenue,002e,avenue Laurier Est,Masson,,Stationnement pour véhicules de production,2021-04-23,2021-04-23,Rosemont-La Petite-Patrie,298978.39901309845,5045059.534031529,45.545433413800225,-73.57455353954735
111675,,25677,L'indice McSween 5,No,Avenue,d'Orléans,Rachel Est,avenue Mont-Royal Est,,Stationnement pour véhicules de production,2021-04-15,2021-04-15,Rosemont-La Petite-Patrie,300263.83398750005,5045956.3125,45.5535122226897,-73.55810056844098
,18050,25677,L'indice McSween 5,No,Parc,Différents endroits dans le parc. L'équipe doit demeurer éloignée des citoyens.,,,Parc Pélican,"Tournage équipe réduite, en vidéo légère.",,,Rosemont-La Petite-Patrie,,,,
,18055,25677,L'indice McSween 5,No,Parc,Différents endroits dans le parc. L'équipe doit demeurer éloignée des citoyens.,,,Parc Pélican,"Tournage équipe réduite, en vidéo légère.",,,Rosemont-La Petite-Patrie,,,,
109391,,25677,L'indice McSween 5,No,avenue,Orléans,mont-royal,Rachel,,Obstruer une chaussée. En continu.,2021-04-16,2021-04-16,Rosemont-La Petite-Patrie,300263.83398750005,5045956.3125,45.5535122226897,-73.55810056844098
109390,,25677,L'indice McSween 5,No,Avenue,002e,Masson,Laurier,,Obstruer une chaussée. En continu.,2021-04-23,2021-04-23,Rosemont-La Petite-Patrie,298978.39901309845,5045059.534031529,45.545433413800225,-73.57455353954735
109387,,25677,L'indice McSween 5,No,Avenue,002e,Masson,Laurier,,Obstruer une chaussée. En continu.,2021-04-23,2021-04-23,Rosemont-La Petite-Patrie,298978.39901309845,5045059.534031529,45.545433413800225,-73.57455353954735
109388,,25677,L'indice McSween 5,No,avenue,Orléans,Mont-Royal,Rachel,,Obstruer une chaussée. En continu.,2021-04-02,2021-04-02,Rosemont-La Petite-Patrie,300263.83398750005,5045956.3125,45.5535122226897,-73.55810056844098
111707,,25677,L'indice McSween 5,No,rue,Adam,Vimont,Adam,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production,Stationnement pour véhicules de figuration",2021-08-27,2021-08-27,Mercier-Hochelaga-Maisonneuve,,,,
111705,,25677,L'indice McSween 5,No,rue,Adam,Vimont,Adam,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-08-20,2021-08-20,Mercier-Hochelaga-Maisonneuve,,,,
111700,,25677,L'indice McSween 5,No,rue,Adam,Vimont,Adam,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-07-06,2021-07-06,Mercier-Hochelaga-Maisonneuve,,,,
111699,,25677,L'indice McSween 5,No,rue,Adam,Vimont,Adam,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-07-06,2021-07-06,Mercier-Hochelaga-Maisonneuve,,,,
109229,,25677,L'indice McSween 5,No,rue,De Brébeuf,Marie-Anne,Mont-Royal,,Obstruer une chaussée. En continu.,2021-03-12,2021-03-12,Le Plateau-Mont-Royal,298797.24758825585,5043204.839158676,45.52874280745929,-73.57685068529103
111694,,25677,L'indice McSween 5,No,rue,Adam,Vimont,Adam,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-06-30,2021-06-30,Mercier-Hochelaga-Maisonneuve,,,,
109230,,25677,L'indice McSween 5,No,rue,De Brébeuf,Marie-Anne,Mont-Royal,,Obstruer une chaussée. En continu.,2021-03-12,2021-03-12,Le Plateau-Mont-Royal,298797.24758825585,5043204.839158676,45.52874280745929,-73.57685068529103
109231,,25677,L'indice McSween 5,No,rue,Louis-Veuillot,De Jumonville,Turenne,,Obstruer une chaussée. En continu.,2021-03-12,2021-03-12,Mercier-Hochelaga-Maisonneuve,300752.7965175,5048534.329,45.57671324538727,-73.55185971637772
,17873,25677,L'indice McSween 5,No,Parc,"4 espaces de stationnement côte à côte dans le stationnement du parc, avec vue sur le parc.",,,Parc Pierre-Bédard,Tournage entrevue. Équipe de 10 personnes. 2 véhicules.,,,Mercier-Hochelaga-Maisonneuve,,,,
111714,,25677,L'indice McSween 5,No,avenue,Aird,Sainte-Catherine Est,Adam,,Stationnement pour véhicules de production,2021-09-24,2021-09-24,Mercier-Hochelaga-Maisonneuve,302231.3863884487,5046021.125146222,45.55410552420076,-73.53290051909661
111713,,25677,L'indice McSween 5,No,avenue,Aird,Sainte-Catherine Est,Adam,,Stationnement pour véhicules de production,2021-10-08,2021-10-08,Mercier-Hochelaga-Maisonneuve,302231.3863884487,5046021.125146222,45.55410552420076,-73.53290051909661
111712,,25677,L'indice McSween 5,No,avenue,Bossuet,avenue Pierre-De Coubertin,de Marseille,,Stationnement pour véhicules de production,2021-10-08,2021-10-08,Mercier-Hochelaga-Maisonneuve,301612.65364766336,5048255.749536525,45.57421090409477,-73.54084031088657
111711,,25677,L'indice McSween 5,No,avenue,Aird,Sainte-Catherine Est,Adam,,Stationnement pour véhicules de production,2021-10-15,2021-10-15,Mercier-Hochelaga-Maisonneuve,302231.3863884487,5046021.125146222,45.55410552420076,-73.53290051909661
111710,,25677,L'indice McSween 5,No,rue,Sicard,La Fontaine,Ontario Est,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-09-10,2021-09-10,Mercier-Hochelaga-Maisonneuve,301968.69423464424,5046235.615999889,45.55603454654373,-73.53626637086786
111709,,25677,L'indice McSween 5,No,avenue,Saint-Germain,Sherbrooke Est,Rachel Est,,Stationnement pour véhicules de production,2021-08-27,2021-08-27,Rosemont-La Petite-Patrie,300224.7372016777,5045027.608986986,45.545155226013186,-73.55859248336508
111708,,25677,L'indice McSween 5,No,avenue,Aird,Sainte-Catherine Est,Adam,,Stationnement pour véhicules de production,2021-08-27,2021-08-27,Mercier-Hochelaga-Maisonneuve,302231.3863884487,5046021.125146222,45.55410552420076,-73.53290051909661
111706,,25677,L'indice McSween 5,No,rue,Saint-Dominique,De Boisbriand,boulevard De Maisonneuve Est,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-08-20,2021-08-20,Ville-Marie,299761.8573893087,5041217.837190488,45.51087072753178,-73.5644810842149
109386,,25677,L'indice McSween 5,No,Avenue,002e,Masson,Laurier,,Obstruer une chaussée. En continu. Devant le 5375 et 5361. Analyses à facturer. Demandes annulées une fois l'analyse faite.,2021-04-16,2021-04-16,Rosemont-La Petite-Patrie,298978.39901309845,5045059.534031529,45.545433413800225,-73.57455353954735
111704,,25677,L'indice McSween 5,No,avenue,Aird,Sainte-Catherine Est,Adam,,Stationnement pour véhicules de production,2021-08-20,2021-08-20,Mercier-Hochelaga-Maisonneuve,302231.3863884487,5046021.125146222,45.55410552420076,-73.53290051909661
111703,,25677,L'indice McSween 5,No,Avenue,002e,Laurier Est,Masson,,"Utilisation comme plateau de tournage,Stationnement pour véhicules de production",2021-07-08,2021-07-08,Rosemont-La Petite-Patrie,298978.39901309845,5045059.534031529,45.545433413800225,-73.57455353954735
111702,,25677,L'indice McSween 5,No,Avenue,002e,avenue Laurier Est,Masson,,Stationnement pour véhicules de production,2021-07-08,2021-07-08,Rosemont-La Petite-Patrie,298978.39901309845,5045059.534031529,45.545433413800225,-73.57455353954735
