numero_entente,numero_appel_offre,numero_fournisseur,nom_fournisseur,statut_entente,date_debut_entente,date_fin_entente,description_entente,montant_total_convenu
"1635536","19928","388622","LES SOLUTIONS SPACESAVER INC.","Ouvert",2023-08-24,2024-08-23,"AMEU,Z, LACQUISITION ET LINSTALLATION DE RAYONNAGE POUR LES VOÛTES DES ARCHIVES DANS LE CADRE DU PROJET DE RESTAURATION PATRIMONIALE DE L'HÔTEL DE VILLE DE MONTRÉAL (LOT 1205)",916668.68
"1636506","20254","296185","EBI MONTREAL INC.","Ouvert",2024-02-01,2027-10-31,"TREN,A,AQUISITION FOURNITURE ET TRANSPORT DE CONTENEURS TRANSROULIERS DE MATIÈRES RÉSIDUELLES - ARRONDISSEMENTS CDN-NDG  OUTREMONTLot 2",612225
"1639450","20150","197099","LES SERVICES EXP INC.","Ouvert",2024-02-01,2027-02-01,"SPOP,Z,SERVICES PROFESSIONNELS EN ARCHITECTURE DE PAYSAGE ET AUTRES DISCIPLINESCONNEXES A LAMENAGEMENT, POUR LES PROJETS DU SERVICE DES GRANDS PARCS, DU MONT-ROYAL ET DES SPORTS LOT 2",6804286.36
"1639059","20259","322713","ASCENSEUR NEOSERVICES INC.","Ouvert",2024-02-01,2027-01-31,"OUMA,Z,SERVICES D'ENTRETIEN ET TRAVAUX SUR DEMANDE DU TRANSPORT VERTICAL POUR DIVERS BATIMENTS VILLE DE MONTREAL - LOT 2 -BATIMENTS VILLE ET SIM (REGION EST 2)",357170
"1639859","20213","351821","GLT + INC","Ouvert",2024-01-22,2028-12-22,"SPAG,Z,SERVICES PROF. DESTIMATEURS EN COUTS D'ECONOMIE DE CONSTRUCTION POUR DIVERS PROJETS DU SGPI  LOT 1",640000
"1640537","20151","519223","FNX-INNOV INC.","Ouvert",2024-02-22,2027-02-21,"SPOP,A,SERVICES PROFESSIONNELS EN CONTRÔLE QUALITATIF DES MATERIAUX POUR DIFFERENTS PROJETS DE CONSTRUCTION, DE REHABILITATION OU DE REFECTION, EFFECTUÉS PAR LES SERVICES CORPORATIFS ET LES ARRONDISSEMENTS. Contrat 1",1304631.44
"1640542","20151","196490","ENGLOBE CORP.","Ouvert",2024-02-22,2027-02-21,"SPOP,A,SERVICES PROFESSIONNELS EN CONTRÔLE QUALITATIF DES MATERIAUX POUR DIFFERENTS PROJETS DE CONSTRUCTION, DE REHABILITATION OU DE REFECTION, EFFECTUÉS PAR LES SERVICES CORPORATIFS ET LES ARRONDISSEMENTS. Contrat 6",434877.15
"1640544","20151","699431","ATKINSREALIS CANADA INC.","Ouvert",2024-02-22,2027-02-21,"SPOP,A,SERVICES PROFESSIONNELS EN CONTRÔLE QUALITATIF DES MATERIAUX POUR DIFFERENTS PROJETS DE CONSTRUCTION, DE REHABILITATION OU DE REFECTION, EFFECTUÉS PAR LES SERVICES CORPORATIFS ET LES ARRONDISSEMENTS. Contrat 7.",434877.15
"1429366","17978","123765","EKM ARCHITECTURE","Fermé",2020-08-27,2024-08-26,"SPOP,Z,Services professionnels d'équipe de programmation et études pour la construction, la réfection, la restauration et la mise en oeuvre de bâtiments de la Ville de Montréal. lot 7.",522103.19
"1643123","19922","341619","DXP POSTEXPERTS","Ouvert",2024-01-01,2026-12-31,"MBPI,Z,SERVICES D'IMPRESSION, INSERTION ET FOURNITURE DE PAPETERIE POUR LA VILLE DE MONTRÉAL",373976.6
"1644906","20098","677020","IGO INC","Ouvert",2024-02-22,2027-02-21,"VETR,A,FOURNITURE SUR DEMANDE DE BOTTES ET SOULIERS DE SECURITE - CAMION MOBILE ET ACHATS POUR DES BESOINS PARTICULIERS  LOT 2.",346246.26
"1644329","20238","701683","9232-3914 QUEBEC INC.","Ouvert",2024-04-15,2025-10-31,"ENET,Z,SERVICE D'ENTRETIEN MENAGER POUR 8 HUIT BATIMENTS DU CAP-SAINT-JACQUES",250190.9
"1646849","20328","109529","RESSORT IDEAL LTEE","Ouvert",2024-03-13,2025-03-12,"MARO,Z,SERVICE D'INSPECTION, ENTRETIEN ET REPARATION MECANIQUE DE VEHICULES LOURDS POUR 12 MOIS - SECTEUR EST - LOT 1.",249150
"1559255","19342","120217","RECYCLAGE NOTRE-DAME INC.","Ouvert",2023-01-01,2025-02-28,"ENNA,Z, RÉCEPTION, TRANSPORT (LE CAS ÉCHÉANT) ET VALORISATION DE RÉSIDUS ALIMENTAIRES- 2 TERRITOIRES (VILLERAY-SAINT-MICHEL-PARC-EXTENSION, ROSEMONT-PETITE-PATRIE) LOT 3 -incluant les variations de quantité de 5 %",2104630
"1650044",,"675140","COMPAGNIE GENERAL MOTORS DU CANADA","Ouvert",2024-01-01,2024-10-31,"MARO,Z, POUR UTILISER LES CONTRATS À COMMANDES D'ACQUISITION DE VÉHICULES LÉGERS SUITE À L'ADHÉSION DE LA VILLE À L'APPEL D'OFFRES MENÉ PAR LE CENTRE D'ACQUISITIONS GOUVERNEMENTALES (CAG).",996645
"1654697",,"117580","COMPUGEN INC.","Ouvert",2024-04-18,2026-03-31,"INEL,A,ENTENTE-CADRE AVEC LE CENTRE D'ACQUISITIONS GOUVERNEMENTALES (CAG) POUR LA FOURNITURE DE MICRO-ORDINATEURS DE TABLE, DE PORTABLES, DE SERVEURS ET DE TABLETTES ÉLECTRONIQUES ET ACCESSOIRES",9567297.24
"1653472","20289","532884","BUREAU VERITAS CANADA (2019) INC.","Ouvert",2024-04-18,2026-02-17,"TESC,A,ACQUISITION DE ANALYSES DE DIVERS ECHANTILLONS D'EAU (MATRICES PROPRES ET SALES)",680631.03
"1655089","20381","148558","NORDIKEAU INC","Ouvert",2024-04-18,2025-04-17,"TPAE,Z,AUSCULTATION ET DIAGNOSTIC DU RÉSEAU DE DISTRIBUTION DEAU POTABLE PAR LINSPECTION COMPLÈTE DES BORNES DINCENDIE ET LA MANIPULATION DES VANNES DISOLEMENT LIÉES DANS DIVERS ARRONDISSEMENTS. LOT 3 : VERDUN - VILLE-MARIE",41190.8
"1657230","20387","131144","PLANETE COURRIER INC.","Ouvert",2024-06-20,2027-06-19,"TREN,Z,SERVICE DE RAMASSAGE TRI ET DISTRIBUTION DU COURRIER SERVICE DE POLICE DE LA VILLE DE MONTREAL",498683.65
"1657298","20285","116146","WOLSELEY  CANADA INC.","Ouvert",2024-04-18,2027-04-17,"CONS,A,AQUISITION DE PIECES DE PLOMBERIE POUR LA VILLE DE MONTREAL",1448801.54
"1658322","20322","519223","FNX-INNOV INC.","Ouvert",2024-05-16,2029-05-15,"SPOP,Z,SERVICES PROFESSIONNELS EN INGENIERIE ET EN AMENAGEMENT POUR DES ETUDES DAVANT-PROJET, LA CONCEPTION ET LA SURVEILLANCE DES TRAVAUX DANS LE CADRE DU GRAND PROJET DE LA RUE SAINTE-CATHERINE EST",10795680
"1660604","20457","116003","PNEUS METROPOLITAINS INC.","Ouvert",2024-06-20,2026-06-19,"MARO,Z,SERVICE DENTRETIEN, REPARATION ET REMPLACEMENT DE PNEUS ET JANTES POUR LES ATELIERS MECANIQUES - SECTEUR CENTRE  LOT 3.",502925.46
"1661225","20474","120217","RECYCLAGE NOTRE-DAME INC.","Ouvert",2024-07-01,2027-06-30,"ENNA,Z,RECEPTION, TRI, CONDITIONNEMENT ET MISE EN MARCHE POUR LA VALORISATION DU BOIS EN PROVENANCE DE LECOCENTRE RIVIERE-DES-PRAIRIES - LOT 6",726253.74
"1665521","20461","118369","SERVICES D'ENTRETIEN ALPHANET INC.","Ouvert",2024-08-01,2025-10-31,"SPOP,Z,AQUISITION DE SERVICES D'ENTRETIEN MENAGER POUR LE CENTRE DE FORMATION DU SERVICE DE POLICE DE LA VILLE DE MONTREAL",340135.4
"1671115",,"157852","LE GROUPE ACCISST INC.","Ouvert",2024-07-23,2026-12-31,"COMA,Z,Entente pour des services de diffusion de formations, en Protection respiratoire incluant un test dajustement - FIT test - qualitatif",22125
"1671178",,"405568","OUFSST","Ouvert",2024-07-23,2026-12-31,"ADFO,Z,Entente pour des services de diffusion de formations, en utilisation sécuritaire de chariots élevateurs lot 2",42800
"G939752","12269","566838","UNI-SELECT CANADA INC.","Fermé",2014-09-14,2017-03-31,"MARO,A,FOURNITURE D'ANTIGELS ET HUILE POUR VÉHICULES ET APPAREILS MOTORISÉS (INVENTAIRE)",26465.12
"G867004","12744","145250","GESTION USD INC","Ouvert",2014-09-14,2016-06-20,"ENNA,A, vert, BACS ROULANTS",55225
"989292","13227","116490","ENTREPRISES FORLINI-DIVISION EQUIPEMENT DE SECURITE UNIVERSEL INC.","Fermé",2014-09-04,2017-09-03,"VETR,Z,SPVM,ECUSSONS D'EPAULE",88158
"989948","13623","116997","ST-GERMAIN EGOUTS ET AQUEDUCS INC.","Fermé",2014-09-10,2017-03-09,"TPAE,A,FOURNITURE DE PIÈCES DE BÉTON POUR AQUEDUC ET ÉGOUT",517173.3
"990701",,"115352","LOUIS HEBERT UNIFORME INC.","Fermé",2014-09-22,2016-07-08,"VETR,Z,COMBINAISONS HAUTE VISIBILITE ORANGE (DUREE 24 MOIS)",24999
"998652","13950","396077","DESMARAIS CONCEPT","Fermé",2014-10-23,2016-09-08,"VETR,Z,INSIGNES METALLIQUES POUR LE SPVM (DUREE 24 MOIS)",30000
"1013607",,"575538","SECURITE BUNZL","Fermé",2015-01-01,2016-12-31,"VETR,A,GILET DE SECURITÉ",10000
"1020360","13980","116325","ELECTRONIQUE SECURITE THOMAS LTEE","Fermé",2014-12-17,2016-07-21,"VETR,Z,SPVM - LAMPES DE POCHE ET CÔNES ORANGES",199380
"1044929","13605","115750","MARTIN & LEVESQUE INC.","Fermé",2015-04-30,2019-04-29,"VETR,Z,SPVM - FOURNITURE DE VÊTEMENTS DE PLUIE",1077203.95
"1048199","13951","713210","SUPERIOR SANY SOLUTIONS (TM)","Fermé",2015-06-01,2022-05-15,"ENET,A,PRODUITS DENTRETIEN SANITAIRE ET PAPIERS HYGIENIQUES",5112879.15
"1065941","13792","325327","OPALE INTERNATIONAL INC.","Fermé",2015-09-01,2018-08-31,"VETR,Z,POLOS ADS",34244.64
"1068193",,"127102","ANTONIO MOREAU (1984)LTEE","Fermé",2015-09-03,2016-09-02,"VETR,Z,BAMA POUR SSIM",6000
"1069749","14247","128077","GROUPE TRIUM INC.","Fermé",2015-08-20,2019-08-19,"VETR,Z,SPVM - CHANDAIL POLO - CADETS",40455
"1072111",,"117337","BRODERIES MONTREAL","Fermé",2015-09-23,2016-12-31,"VETR,Z,INSIGNES",11847.1
"1078538",,"273116","SPI SANTE SECURITE INC.","Fermé",2015-10-22,2016-10-21,"VETR,A,CRAMPONS A GLACE",5000
"1083315","14615","153026","BALLIN INC.","Fermé",2015-11-10,2018-11-09,"VETR,Z,SIM - Pantalon de sortie",60100
"1097104","14023","114811","EAST PENN / POWER BATTERY","Fermé",2016-01-26,2016-03-24,"MARO,A,VERT,ENTENTE TEMPORAIRE POUR LA FOURNITURE DE BATTERIES D'ACCUMULATEURS POUR VÉHICULES ET APPAREILS MUNICIPAUX (INVENTAIRE)",21743
"1109736","14662","187660","CENTRE DU TRAVAILLEUR F.H. INC.","Fermé",2016-02-25,2019-02-24,"VETR,A,GILETS DE SÉCURITÉ ET VÊTEMENTS DE PLUIE",904754.05
"1114833","15028","317315","SIGNALISATION 10-10","Fermé",2016-05-01,2018-03-21,"TPAE,Z,SERVICE DE LOCATION, TRANSPORT ET MANUTENTION DE BARRICADES POUR LES EVENEMENTS METROPOLITAINS",60000
"1115107","14023","114811","EAST PENN / POWER BATTERY","Fermé",2016-04-06,2016-07-18,"MARO,A,VERT,ENTENTE TEMPORAIRE POUR LA FOURNITURE DE BATTERIES D'ACCUMULATEURS POUR VÉHICULES ET APPAREILS MUNICIPAUX (INVENTAIRE)",23000
"1117987","14449","159811","LES CEINTURES MEGA INC.","Fermé",2016-04-22,2019-04-12,"VETR,Z,Ceintures de différents modèles",315172.5
"1119061",,"109369","NETTOYEUR DE L'EST ENR.","Fermé",2016-04-21,2017-12-31,"VETR,Z,CONFECTION DE REBORDS DE PANTALONS - SPVM 2016-2017",12000
"1126806","14420","117623","CONSEILLERS EN GESTION ET INFORMATIQUE CGI  INC.","Fermé",2016-06-01,2018-05-31,"SPAG,Z,SERVICES PROFESSIONNELS VARIÉS EN INFORMATIQUE DANS LE BUT DE SUPPORTER LE SERVICE DES TECHNOLOGIES DE L INFORMATION (ENTENTE 1)",813851.96
"C870034","12802","195922","EXPROLINK INC.","Fermé",2016-06-09,2017-06-20,"MARO,A,FOURNITURE DE VOITURETTES ASPIRATEURS AVEC ASSERVISSEMENT HYDRAULIQUE DE LA TROMPE - ENTENTE D'APPROVISIONNEMENT 4 ANS",864730.68
"C1109384","14808","416450","DEMIX AGREGAT","Fermé",2016-06-08,2017-03-31,"TPAE,A,BETON A REMBLAI SANS RETRAIT,LIVRAISON PAR BETONNIERE,TRAVAUX EN REGIE",159180.2
"1133370","15098","115067","PLASTIPRO CANADA LTEE","Ouvert",2016-06-21,2021-06-20,"TPAE,A,BALISES CONIQUES(CONES DE SIGNALISATION)",313401.29
"1136948","15418","116311","SEL WARWICK INC.","Fermé",2016-10-01,2017-09-30,"TPAE,A,Fourniture de chlorure de calcium 83-87% en flocons ou granulés, sac de 20 kg.",44345.86
"1138076","15279","396077","DESMARAIS CONCEPT","Ouvert",2016-07-13,2018-01-13,"CUSL,Z,INSIGNES DE L'ORDRE DE MONTREAL",86510.35
"1137878",,"116147","CONSTRUCTION DJL INC","Fermé",2016-07-13,2017-07-12,"TPAE,A,EMULSION DE BITUME (CDM)",21700
"1137513","14938","114744","ALBERT VIAU DIVISION EMCO CORPORATION","Fermé",2016-06-22,2021-06-23,"TPAE,A,Pièces pour aqueduc et egout",2017664.55
"1141847",,"115862","EQUIPEMENTS PLANNORD LTEE","Fermé",2016-08-04,2018-08-03,"MARO,A,Entente d'achat de gré à gré pour le code ville IN9113-1205",20000
"1141051","15107","566838","UNI-SELECT CANADA INC.","Fermé",2016-08-01,2018-07-31,"ENPC,A,FOURNITURE D'ABSORBANTS GRANULAIRES EN SACS POUR UNE PÉRIODE DE 2 ANS",75850
"1150116","15090","603147","SEL WINDSOR LTEE","Fermé",2017-04-04,2020-03-03,"ENPC,A,PRODUITS CHIMIQUES POUR LES USINES D'EAU POTABLE",2115265.14
"C1121612","15029","116214","KELLY SANI-VAC INC","Fermé",2016-11-28,2018-04-04,"TPAE,Z,A89, Entente EXCLUSIF LaSalle, Services de nettoyage de puisard, de drains de puisard, de paniers récupérateurs et chambres de vannes incluant le transport et lélimination des résidus, 2 ans",77553.99
"C1123072","15029","403681","BEAUREGARD ENVIRONNEMENT LTEE","Fermé",2016-11-28,2018-05-02,"TPAE,Z,A75, Entente EXCLUSIF d'Outremont, Services de nettoyage de puisard, de drains de puisard, de paniers récupérateurs et chambres de vannes incluant le transport et lélimination des résidus, 2 ans",22141.49
"C991112","13343","454896","TOROMONT CAT (QUEBEC)","Ouvert",2016-11-28,2019-09-20,"OUMA,Z,LOCATION SUR DEMANDE DE GÉNÉRATRICES",2640182.4
"C1077773","14608","150467","NEIGEXPERT LTEE","Fermé",2016-11-28,2020-03-31,"TPAE,Z,A51,ENTENTE EXCLUSIF RDP-PAT Déblaiement, épandage d'abrasif, location 3 auto niveleuses sur appel, Contrat 2015-2020",1713470.37
"C1016634","12336","315389","WSP CANADA INC.","Ouvert",2016-11-28,2017-01-24,"SPOP,A,SERVICES PROFESSIONNELS POUR ÉTUDES GÉOTECHNIQUES ET ENVIRONNEMENTALES DE TERRAINS ET BÂTIMENTS MUNICIPAUX",355914.69
"C1054934","13877","122543","LES CONSULTANTS S.M. INC.","Fermé",2016-12-16,2017-01-24,"SPOP,Z,SERVICES PROFESSIONNELS EN SURVEILLANCE DES TRAVAUX, GESTION DES IMPACTS, MAINTIEN DE LA CIRCULATION ET COMMUNICATION POUR LES TRAVAUX DE RÉFECTION DINFRASTRUCTURES",1771955.76
"C1126646","15168","114092","CREUSAGE RL","Fermé",2016-11-28,2018-05-09,"MARO,Z,ENTENTE EXCLUSIVE VILLE-MARIE,A52-Service d'excavation pneumatique et travaux connexes, 24 mois",207786.13
"C996294","13887","115258","LES EQUIPEMENTS COLPRON INC","Fermé",2016-11-28,2017-05-01,"OUMA,Z,A82-ENTENTE EXCLUSIF PIERREFONDS-ROX,Location d'équipement sans opérateur pour l'arrondissement Pierrefonds-Roxboro-tracteurs-trottoir.",131682.53
"1160747","15636","384691","BELANGER S.R. INC.","Ouvert",2016-11-01,2018-10-31,"TPAE,Z,A55 SERVICE DE REMORQUAGE POUR L'ARRONDISSEMENT MHM - 2 SAISONS.",143650
"1161089","14382","127870","INDUSTRIES PRECISION PLUS INC.","Ouvert",2016-11-10,2018-11-09,"TPAE,Z,Préachat-Feux de circulation à DEL, montages, caissons de services, coffrets de branchement, détecteurs véhiculaires, etc. -Projet de signalisation lumineuse",746050
"1160888","14382","115631","TACEL LIMITEE","Ouvert",2016-11-10,2018-11-09,"TPAE,Z,Préachat - Feux de circulation à DEL, montages, caissons de services, coffrets de branchement, détecteurs véhiculaires, etc. - Projet de signalisation lumineuse - 24 mois",703450
"1161023","14382","153219","LES VENTES TECHNIQUES TRELEC ENR.","Ouvert",2016-11-10,2018-11-09,"TPAE,Z,Feux de circulation à DEL, montages, caissons de services, coffrets de branchement, détecteurs véhiculaires, etc. Projet de signalisation lumineuse - 24 mois",588000
"C921654","12715","688939","TELUS HEALTH (CANADA) LTD.","Fermé",2017-01-01,2019-02-28,"SPAG,A,PROGRAMME D'AIDE AUX EMPLOYES VOLET INDIVIDUEL",2036914.19
"1163628","15650","4044","EXCAVATION ANJOU INC","Fermé",2016-12-05,2018-12-04,"TPAE,Z,A54 SERVICE DE REMORQUAGE POUR L'ARRONDISSEMENT PMR - 2 SAISONS.",272550
"1163246","15371","117580","COMPUGEN INC.","Ouvert",2016-11-24,2020-08-31,"INEL,A,Fourniture sur demande dordinateurs portatif semi-robustesFamille 2A",931184.92
"1164053","15149","589306","HUMANCE INC.","Ouvert",2016-08-24,2017-03-16,"SPAG,Z,évaluation du potentiel des compétences de gestion",601031.82
"1164180","15577","281188","MARINE ENTERPRISES INTERNATIONAL , LLC","Fermé",2017-03-28,2020-04-07,"ENNA,Z,MELANGE DE SEL POUR LA REPRODUCTION DE L'EAU SALEE DU SAINT-LAURENT AU BIODOME DE MONTREAL",197112.96
"1166296",,"116098","CHAUSSURES BELMONT INC","Fermé",2017-01-14,2018-12-31,"VETR,Z,CHAUSSURES POUR LES LIEUTENANTS ET CADRES POLICIER DU SPVM",21000
"1167647","14622","151397","LES ENTREPRISES D.J.","Fermé",2015-11-01,2020-08-31,"TPAE,Z,A89,ENTENTE EXCLUSIVE loc chargeurs & opérateur, déneigement LaSalle-Article 3, 2015-2018 + option de renouv. 2 X 1 an, fin 2020-08-31",242909.13
"1167768","14622","148203","GESTION NORMAR INC","Ouvert",2015-11-01,2020-08-31,"TPAE,Z,A89 - Loc de dépanneuses équipées d'un système de levage hydraulique des roues des véhicules avec chariot (avec opérateur) pour les travaux de déneigement  pour Arr. LaSalle - 15-14622 Article 2",189988.84
"1169070","15507","145318","AEVITAS INC.","Ouvert",2017-01-09,2022-01-08,"ENNA,A,Collecte, transport ,pièces électriques désuètes, contenant ou risquant de contenir des matières dangereuses-60 mois",193875
"1170454","15038","332375","CONSULTANTS SANS-TRANCHEE GAME","Ouvert",2016-10-10,2017-01-30,"SPOP,Z, Services professionnels de détection de fuites pour les conduites principales d'aqueduc à l'aide  d'une technique intrusive",860200
"1171104",,"128077","GROUPE TRIUM INC.","Fermé",2017-01-02,2017-09-14,"VETR,A,POLO MARINE FONCÉ POUR LES COLS BLEUS",21743
"1171305","15245","115610","ST-LAURENT/SUSPENSIONS D'AUTOMOBILE CANADA INC","Fermé",2016-12-07,2018-12-06,"MARO,Z,SERVICES DE REPARATION DE SUSPENSIONS VÉHICULES LOURDS, Secteur Ouest",198935
"1171333","15245","109529","RESSORT IDEAL LTEE","Fermé",2016-12-07,2018-12-06,"MARO,Z,SERVICES DE REPARATION DE SUSPENSIONS VÉHICULES LOURDS, Secteur EST, avec & sans SIM",584550
"1171231","14325","114137","TRANSPORT D 2000 INC.","Fermé",2015-11-01,2018-04-15,"TPAE,Z,LOCATION D'UN TRACTEUR CHARGEUR DE TYPE C AVEC OPERATEUR",88200
"1172721","15716","423549","9499237 CANADA INC.","Fermé",2016-12-15,2018-12-14,"TPAE,Z,A53 SERVICE DE REMORQUAGE POUR L'ARRONDISSEMENT SO -  2 SAISONS.",233600
"1172714","15716","4044","EXCAVATION ANJOU INC","Fermé",2016-12-16,2017-12-15,"TPAE,Z,A87 SERVICE DE REMORQUAGE POUR L'ARRONDISSEMENT MN -  SAISON.",39500
"1177548","15253","268490","UBA INC.","Fermé",2017-01-23,2020-01-18,"ENPC,A,FOURNITURE ET LIVRAISON DHYPOCHLORITE DE SODIUM 12% EN VRAC POUR LES PISCINES DE LA VILLE DE MONTRÉAL",254316.3
"1177900","15815","397732","LANGLOIS AVOCATS S.E.N.C.R.L.","Ouvert",2017-01-30,2018-10-31,"SPOP,Z,Acquisition de services professionnels juridiques en Infonuagique",61000
"1177947","15633","145412","SITE INTEGRATION PLUS INC.","Ouvert",2017-02-07,2018-02-06,"INEL,Z,Acquisition de système de caméras de surveillance",72909
"1181289","15739","680086","GROUPE ARBOIT INC","Fermé",2017-02-06,2018-11-28,"TPAE,Z,Entente USAGE EXCLUSIF à Rosemont-La-Petite-Patrie,la fourniture et la livraison de béton avec bétonnière mobile la fin de semaine",272914.56
"1186844","15798","114793","AUTOCAR CHARTRAND INC.","Fermé",2017-03-06,2017-12-31,"TREN,Z,Saint-Laurent-LOISIRS-Location d'autobus scolaires pour les activités 2016",41793
"1187353","14128","114092","CREUSAGE RL","Fermé",2017-03-07,2018-03-06,"TPAE,Z,A79, Entente EXCLUSIF Anjou,nettoyage et l'inspection par caméra des conduites d'égouts incluant le transport et la disposition des résidus,2017",44180
"1187997","15738","358299","LOCATION GUAY","Fermé",2017-04-03,2017-11-15,"OUMA,Z,LOCATION D'UNE RÉTROCAVEUSE AVEC OPÉRATEUR",71460
"1193591","15838","106511","SNF CANADA INC.","Fermé",2017-06-01,2021-05-31,"ENCP,A,FOURNITURE ET LIVRAISON DE POLYMERES A LA STATION D'EPURATION DES EAUX USEES JEAN-R. MARCOTTE",7546000
"1194418","15946","193514","ENTREPRENEUR PAYSAGISTE STRATHMORE (1997) LTEE","Fermé",2017-04-10,2019-03-08,"TPAE,Z,LOCATION DE DEUX LAVE-TROTTOIRS AVEC OPÉRATEURS",54400
"1194330","16046","142069","PEINTURES ENNIS CANADA ULC","Fermé",2017-04-10,2017-05-09,"TPAE,A,PEINTURE POUR LE MARQUAGE ROUTIER	",76787
"1198775","15722","269640","ELAGAGE PRESTIGE INC.","Ouvert",2017-06-01,2018-05-31,"ENNA,Z,SERVICES D'ABATTAGE D'ARBRES POUR L'ARRONDISSEMENT ANJOU",33750
"1201908","15807","116214","KELLY SANI-VAC INC","Fermé",2017-05-18,2018-01-25,"TPAE,A,LOCATION DE TOILETTES MOBILES, PORTATIVES ET CHIMIQUES",174057
"1208747","15780","120390","BOIVIN & GAUVIN INC.","Fermé",2017-08-25,2018-08-24,"VETR,Z,ACQUISITION D'ENTRETIENS PREVENTIFS POUR LES EQUIPEMENTS DE MARQUE HOLMATRO",270005.82
"1208979","16202","150467","NEIGEXPERT LTEE","Fermé",2017-11-01,2018-04-30,"MARO,Z,SERVICE DE REMORQUAGE POUR LES OPÉRATIONS DE DÉNEIGEMENT DE L'ARRONDISSEMENT VILLERAY-SAINT-MICHEL-PARC-EXTENSION, 2017-18",58000
"1209584","16202","114475","DENEIGEMENTS ET REMORQUAGES S.M.G.R. (1990) INC. (LES)","Fermé",2017-11-01,2018-04-30,"MARO,Z,SERVICE DE REMORQUAGE POUR LES OPÉRATIONS DE DÉNEIGEMENT DE L'ARRONDISSEMENT D'AHUNTSIC-CARTIERVILLE",123250
"1215492","16090","385657","LIGNES-FIT INC.","Fermé",2017-04-30,2020-04-29,"TPAE,Z,MARQUAGE AU SOL POUR 7 ÉCOCENTRES - 3 ANS",39321.1
"C913732","12590","147716","CENTRE DE TRI MELIMAX INC.","Ouvert",2018-01-01,2019-01-31,"ENNA,Z,RECEPTION, TRI ET MISE EN MARCHÉ D'ENCOMBRANTS ET DE CRD.",14264.96
"C913787","12590","147716","CENTRE DE TRI MELIMAX INC.","Ouvert",2018-01-01,2019-01-31,"ENNA,Z,RECEPTION, TRI ET MISE EN MARCHÉ D'ENCOMBRANTS ET DE CRD.",531526.4
"C1015485","13790","189737","9216-1264 QUEBEC INC.","Ouvert",2018-01-01,2019-10-31,"ENNA,Z,Gestion du centre du réemploi de lécocentre Lasalle,2015-2019",106572.5
"C1030109","14069","643370","GROUPE PRO-VERT","Ouvert",2018-01-01,2019-10-31,"ENNA,Z,GESTION DE L'ECOCENTRE PETITE-PATRIE POUR UNE PERIODE DE 56 MOIS",650964.29
"C1067100","14291","268603","ECOSERVICES TRIA INC.","Ouvert",2018-01-01,2020-06-30,"ENNA,Z,Réception, tri et mise en marché de bois trié pour lagglomération de Montréal",161437.03
"1217590","16202","227282","SERVICE ROUTIER MAXIMUM INC.","Fermé",2017-11-01,2019-04-30,"MARO,Z,SERVICE DE REMORQUAGE POUR LES OPÉRATIONS DE DÉNEIGEMENT DE L'ARRONDISSEMENT VILLERAY-SAINT-MICHEL-PARC-EXTENSION",266740.56
"1217967","15595","358351","LACBUS DE L'AUTOMOBILE INC.","Fermé",2017-08-25,2019-08-24,"MARO,Z,SERVICE D'ENTRETIEN ET DE RÉPARATION MÉCANIQUE D'UNE PARTIE DU PARC DE VÉHICULES DU SPVM DU SECTEUR SUD-OUEST",177516.5
"C913757","12590","147716","CENTRE DE TRI MELIMAX INC.","Ouvert",2018-01-01,2019-01-31,"ENNA,Z,RECEPTION, TRI ET MISE EN MARCHÉ D'ENCOMBRANTS ET DE CRD.",126714.3
"C913737","12491","120217","RECYCLAGE NOTRE-DAME INC.","Ouvert",2018-01-01,2019-01-31,"ENNA,Z,ÉLIMINATION DES MATIÈRES RÉSIDUELLES 2013-2018",855876.76
"1223479","16022","117623","CONSEILLERS EN GESTION ET INFORMATIQUE CGI  INC.","Fermé",2017-09-05,2019-09-05,"SPAG,Z,PRESTATION DE SERVICES SPECIALISES EN ARCHITECTURE TI (LOGICIEL ET BUREAUTIQUE) (1.1)",4676544
"1224326","16289","105285","SERVICE DE PEINTURE ERIC INC","Fermé",2017-09-05,2017-12-31,"ENET,A,TRAVAUX DE NETTOYAGE ET DE PEINTURE DES BORNES D'INCENDIE ARRONDISSEMENT  VILLERAY -SAINT-MICHEL - PARC-EXTENSION",46662
"1226141","16213","117623","CONSEILLERS EN GESTION ET INFORMATIQUE CGI  INC.","Ouvert",2017-09-28,2019-09-27,"SPAG,Z,PRESTATION DE SERVICES EN PRATIQUES DE GESTION DE PROJETS ET DES SERVICES TI EN MODE AGILE ET HYBRIDE (LOT2)",1161860
"1226302","16218","121654","COFOMO INC.","Ouvert",2017-09-28,2019-09-27,"SPAG,Z,PRESTATION DE SERVICES EN ARCHITECTURE TI (ARCHITECTURE, ANALYSE DE MARCHÉ ET GESTION DU PORTEFEUILLE DACTIFS TI) ET EN SÉCURITÉ TI (CERTIFICATION, GOUVERNANCE, AUDITS  ET TECHNOLOGIES DE SÉCURITÉ) (LOT 2)",1098500
"1226569","16212","121654","COFOMO INC.","Fermé",2017-09-28,2019-09-27,"SPAG,Z,PRESTATION DE SERVICES EN AUTOMATISATION, MODERNISATION ET ÉVOLUTION DE LA BUREAUTIQUE ETDES TÉLÉCOMMUNICATIONS (LOT 1)",1831750
