champ,description_question,variable_reponse,description_reponse
q23c,"Q23C) une personne employée d´une entreprise de sécurité privée (ex : Garda)?    (Quelle est votre perception des agentes et agents suivants? Sur une échelle de 1 à 5, 1 signifie très mauvaise et 5 très bonne.)",4,4
q23c,"Q23C) une personne employée d´une entreprise de sécurité privée (ex : Garda)?    (Quelle est votre perception des agentes et agents suivants? Sur une échelle de 1 à 5, 1 signifie très mauvaise et 5 très bonne.)",5,5 - Très bonne
q23c,"Q23C) une personne employée d´une entreprise de sécurité privée (ex : Garda)?    (Quelle est votre perception des agentes et agents suivants? Sur une échelle de 1 à 5, 1 signifie très mauvaise et 5 très bonne.)",9,NSP/NRP
q25a,Q25A) Créer des occasions de rencontres et de rapprochement entre gens de différentes culture     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actio,1,1 - Pas du tout prioritaire
q25a,Q25A) Créer des occasions de rencontres et de rapprochement entre gens de différentes culture     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actio,2,2
q25a,Q25A) Créer des occasions de rencontres et de rapprochement entre gens de différentes culture     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actio,3,3
q25a,Q25A) Créer des occasions de rencontres et de rapprochement entre gens de différentes culture     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actio,4,4
q25a,Q25A) Créer des occasions de rencontres et de rapprochement entre gens de différentes culture     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actio,5,5 - Très prioritaire
q25a,Q25A) Créer des occasions de rencontres et de rapprochement entre gens de différentes culture     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actio,9,Je ne sais pas
q25b,Q25B) Aider les personnes immigrantes à trouver un emploi ou à créer une entreprise     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur un,1,1 - Pas du tout prioritaire
q25b,Q25B) Aider les personnes immigrantes à trouver un emploi ou à créer une entreprise     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur un,2,2
q25b,Q25B) Aider les personnes immigrantes à trouver un emploi ou à créer une entreprise     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur un,3,3
q25b,Q25B) Aider les personnes immigrantes à trouver un emploi ou à créer une entreprise     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur un,4,4
q25b,Q25B) Aider les personnes immigrantes à trouver un emploi ou à créer une entreprise     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur un,5,5 - Très prioritaire
q25b,Q25B) Aider les personnes immigrantes à trouver un emploi ou à créer une entreprise     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur un,9,Je ne sais pas
q25c,"Q25C) Favoriser l´accessibilité au réseau de transport en commun    (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de 1 à 5, ",1,1 - Pas du tout prioritaire
q25c,"Q25C) Favoriser l´accessibilité au réseau de transport en commun    (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de 1 à 5, ",2,2
q25c,"Q25C) Favoriser l´accessibilité au réseau de transport en commun    (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de 1 à 5, ",3,3
q25c,"Q25C) Favoriser l´accessibilité au réseau de transport en commun    (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de 1 à 5, ",4,4
q25c,"Q25C) Favoriser l´accessibilité au réseau de transport en commun    (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de 1 à 5, ",5,5 - Très prioritaire
q25c,"Q25C) Favoriser l´accessibilité au réseau de transport en commun    (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de 1 à 5, ",9,Je ne sais pas
q25d,"Q25D) Faciliter l´accès à un logement adéquat     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de 1 à 5, 1 signifie pas du ",1,1 - Pas du tout prioritaire
q25d,"Q25D) Faciliter l´accès à un logement adéquat     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de 1 à 5, 1 signifie pas du ",2,2
q25d,"Q25D) Faciliter l´accès à un logement adéquat     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de 1 à 5, 1 signifie pas du ",3,3
q25d,"Q25D) Faciliter l´accès à un logement adéquat     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de 1 à 5, 1 signifie pas du ",4,4
q25d,"Q25D) Faciliter l´accès à un logement adéquat     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de 1 à 5, 1 signifie pas du ",5,5 - Très prioritaire
q25d,"Q25D) Faciliter l´accès à un logement adéquat     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de 1 à 5, 1 signifie pas du ",9,Je ne sais pas
q25e,Q25E) Sensibiliser à la lutte contre le racisme et les discriminations     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de ,1,1 - Pas du tout prioritaire
q25e,Q25E) Sensibiliser à la lutte contre le racisme et les discriminations     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de ,2,2
q25e,Q25E) Sensibiliser à la lutte contre le racisme et les discriminations     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de ,3,3
q25e,Q25E) Sensibiliser à la lutte contre le racisme et les discriminations     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de ,4,4
q25e,Q25E) Sensibiliser à la lutte contre le racisme et les discriminations     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de ,5,5 - Très prioritaire
q25e,Q25E) Sensibiliser à la lutte contre le racisme et les discriminations     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une échelle de ,9,Je ne sais pas
q25f,"Q25F) Faciliter l´accès aux sports, aux loisirs, à la culture et aux bibliothèques     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une",1,1 - Pas du tout prioritaire
q25f,"Q25F) Faciliter l´accès aux sports, aux loisirs, à la culture et aux bibliothèques     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une",2,2
q25f,"Q25F) Faciliter l´accès aux sports, aux loisirs, à la culture et aux bibliothèques     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une",3,3
q25f,"Q25F) Faciliter l´accès aux sports, aux loisirs, à la culture et aux bibliothèques     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une",4,4
q25f,"Q25F) Faciliter l´accès aux sports, aux loisirs, à la culture et aux bibliothèques     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une",5,5 - Très prioritaire
q25f,"Q25F) Faciliter l´accès aux sports, aux loisirs, à la culture et aux bibliothèques     (La Ville de Montréal envisage certaines actions pour faciliter l´intégration des personnes immigrantes. Quelle priorité accordez-vous à chacune de ces actions? Sur une",9,Je ne sais pas
q26a,"Q26A) Votre bibliothèque de quartier     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartier? Est-ce souvent, parfois ou jamais?)",1,Souvent
q26a,"Q26A) Votre bibliothèque de quartier     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartier? Est-ce souvent, parfois ou jamais?)",2,Parfois
q26a,"Q26A) Votre bibliothèque de quartier     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartier? Est-ce souvent, parfois ou jamais?)",3,Jamais
q26a,"Q26A) Votre bibliothèque de quartier     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartier? Est-ce souvent, parfois ou jamais?)",9,NSP/NRP
q26b,"Q26B) Les installations culturelles municipales de votre quartier, telle que maison de la culture     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartier? Est-ce souvent, parfois ou jamais?)",1,Souvent
q26b,"Q26B) Les installations culturelles municipales de votre quartier, telle que maison de la culture     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartier? Est-ce souvent, parfois ou jamais?)",2,Parfois
q26b,"Q26B) Les installations culturelles municipales de votre quartier, telle que maison de la culture     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartier? Est-ce souvent, parfois ou jamais?)",3,Jamais
q26b,"Q26B) Les installations culturelles municipales de votre quartier, telle que maison de la culture     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartier? Est-ce souvent, parfois ou jamais?)",9,NSP/NRP
q26c,"Q26C) Les installations de sports et loisirs de votre quartier, tels que parcs publics avec ou sans aire de jeu, piscines, pataugeoires ou jets d´eau, arénas ou terrains de sport     (À quelle fréquence utilisez-vous les installations ou les services muni",1,Souvent
q26c,"Q26C) Les installations de sports et loisirs de votre quartier, tels que parcs publics avec ou sans aire de jeu, piscines, pataugeoires ou jets d´eau, arénas ou terrains de sport     (À quelle fréquence utilisez-vous les installations ou les services muni",2,Parfois
q26c,"Q26C) Les installations de sports et loisirs de votre quartier, tels que parcs publics avec ou sans aire de jeu, piscines, pataugeoires ou jets d´eau, arénas ou terrains de sport     (À quelle fréquence utilisez-vous les installations ou les services muni",3,Jamais
q26c,"Q26C) Les installations de sports et loisirs de votre quartier, tels que parcs publics avec ou sans aire de jeu, piscines, pataugeoires ou jets d´eau, arénas ou terrains de sport     (À quelle fréquence utilisez-vous les installations ou les services muni",9,NSP/NRP
q26d,"Q26D) Les services du bureau Accès Montréal (obtenir des vignettes, demander un bac vert, se renseigner sur des services municipaux, etc.)     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartier? Est-c",1,Souvent
q26d,"Q26D) Les services du bureau Accès Montréal (obtenir des vignettes, demander un bac vert, se renseigner sur des services municipaux, etc.)     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartier? Est-c",2,Parfois
q26d,"Q26D) Les services du bureau Accès Montréal (obtenir des vignettes, demander un bac vert, se renseigner sur des services municipaux, etc.)     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartier? Est-c",3,Jamais
q26d,"Q26D) Les services du bureau Accès Montréal (obtenir des vignettes, demander un bac vert, se renseigner sur des services municipaux, etc.)     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartier? Est-c",9,NSP/NRP
q26e,"Q26E) La carte Accès Montréal : La carte Accès Montréal (CAM) offre des rabais pour de nombreuses activités culturelles, sportives et récréatives.     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartie",1,Souvent
q26e,"Q26E) La carte Accès Montréal : La carte Accès Montréal (CAM) offre des rabais pour de nombreuses activités culturelles, sportives et récréatives.     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartie",2,Parfois
q26e,"Q26E) La carte Accès Montréal : La carte Accès Montréal (CAM) offre des rabais pour de nombreuses activités culturelles, sportives et récréatives.     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartie",3,Jamais
q26e,"Q26E) La carte Accès Montréal : La carte Accès Montréal (CAM) offre des rabais pour de nombreuses activités culturelles, sportives et récréatives.     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartie",9,NSP/NRP
q26f,"Q26F) Le 211, un service de référence vers les organismes communautaires     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartier? Est-ce souvent, parfois ou jamais?)",1,Souvent
q26f,"Q26F) Le 211, un service de référence vers les organismes communautaires     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartier? Est-ce souvent, parfois ou jamais?)",2,Parfois
q26f,"Q26F) Le 211, un service de référence vers les organismes communautaires     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartier? Est-ce souvent, parfois ou jamais?)",3,Jamais
q26f,"Q26F) Le 211, un service de référence vers les organismes communautaires     (À quelle fréquence utilisez-vous les installations ou les services municipaux suivants de votre quartier? Est-ce souvent, parfois ou jamais?)",9,NSP/NRP
q26g,"Q26G) Le 311, le service d'informations téléphoniques de la Ville de Montréal (programmation des activités de loisirs et de sports, horaires des bibliothèques, demandes de permis pour rénover, jours de collecte des ordures ménagères, obtention de vignette",1,Souvent
q26g,"Q26G) Le 311, le service d'informations téléphoniques de la Ville de Montréal (programmation des activités de loisirs et de sports, horaires des bibliothèques, demandes de permis pour rénover, jours de collecte des ordures ménagères, obtention de vignette",2,Parfois
q26g,"Q26G) Le 311, le service d'informations téléphoniques de la Ville de Montréal (programmation des activités de loisirs et de sports, horaires des bibliothèques, demandes de permis pour rénover, jours de collecte des ordures ménagères, obtention de vignette",3,Jamais
q26g,"Q26G) Le 311, le service d'informations téléphoniques de la Ville de Montréal (programmation des activités de loisirs et de sports, horaires des bibliothèques, demandes de permis pour rénover, jours de collecte des ordures ménagères, obtention de vignette",9,NSP/NRP
q27a,Q27A) Aide juridique     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),1,Oui
q27a,Q27A) Aide juridique     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),2,Non
q27a,Q27A) Aide juridique     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),9,NSP/NRP
q27b,Q27B) Service d´aide alimentaire     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),1,Oui
q27b,Q27B) Service d´aide alimentaire     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),2,Non
q27b,Q27B) Service d´aide alimentaire     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),9,NSP/NRP
q27c,Q27C) Francisation     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),1,Oui
q27c,Q27C) Francisation     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),2,Non
q27c,Q27C) Francisation     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),9,NSP/NRP
q27d,Q27D) Recherche d´emploi     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),1,Oui
q27d,Q27D) Recherche d´emploi     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),2,Non
q27d,Q27D) Recherche d´emploi     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),9,NSP/NRP
q27e,Q27E) Recherche de logement     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),1,Oui
q27e,Q27E) Recherche de logement     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),2,Non
q27e,Q27E) Recherche de logement     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),9,NSP/NRP
q27f,Q27F) Soutien psychologique     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),1,Oui
q27f,Q27F) Soutien psychologique     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),2,Non
q27f,Q27F) Soutien psychologique     (Connaissez-vous l´existence des services suivants offerts par les organismes communautaires à Montréal?),9,NSP/NRP
q28a,"Q28A) Aide juridique   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",1,Oui
q28a,"Q28A) Aide juridique   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",2,Non
q28a,"Q28A) Aide juridique   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",9,NSP/NRP
q28b,"Q28B) Service d´aide alimentaire   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",1,Oui
q28b,"Q28B) Service d´aide alimentaire   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",2,Non
q28b,"Q28B) Service d´aide alimentaire   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",9,NSP/NRP
q28c,"Q28C) Francisation   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",1,Oui
q28c,"Q28C) Francisation   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",2,Non
q28c,"Q28C) Francisation   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",9,NSP/NRP
q28d,"Q28D) Recherche d´emploi   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",1,Oui
q28d,"Q28D) Recherche d´emploi   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",2,Non
q28d,"Q28D) Recherche d´emploi   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",9,NSP/NRP
q28e,"Q28E) Recherche de logement   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",1,Oui
q28e,"Q28E) Recherche de logement   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",2,Non
q28e,"Q28E) Recherche de logement   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",9,NSP/NRP
q28f,"Q28F) Soutien psychologique   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",1,Oui
q28f,"Q28F) Soutien psychologique   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",2,Non
q28f,"Q28F) Soutien psychologique   (Au cours des trois dernières années, avez-vous utilisé les services suivants?) (Base : service connu)",9,NSP/NRP
q29,Q29) À quel genre vous identifiez-vous?,0,Aucun
q29,Q29) À quel genre vous identifiez-vous?,1,Homme
q29,Q29) À quel genre vous identifiez-vous?,2,Femme
q29,Q29) À quel genre vous identifiez-vous?,97,Autre
q29,Q29) À quel genre vous identifiez-vous?,99,Je préfère ne pas répondre
q30,Q30) Quel est le plus haut niveau de scolarité que vous ayez complété (diplôme obtenu)?,1,Primaire
q30,Q30) Quel est le plus haut niveau de scolarité que vous ayez complété (diplôme obtenu)?,2,Secondaire général ou professionnel
q30,Q30) Quel est le plus haut niveau de scolarité que vous ayez complété (diplôme obtenu)?,3,Collégial général préuniversitaire ou professionnel techniqu
q30,Q30) Quel est le plus haut niveau de scolarité que vous ayez complété (diplôme obtenu)?,4,Universitaire
q30,Q30) Quel est le plus haut niveau de scolarité que vous ayez complété (diplôme obtenu)?,9,Je préfère ne pas répondre
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",1,Canada
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",2,Algérie
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",3,Belgique
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",4,France
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",5,États-Unis
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",6,Inde
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",7,Italie
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",8,Roumanie
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",9,Tunisie
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",10,Colombie
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",11,Egypte
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",12,Liban
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",13,Maroc
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",14,Brésil
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",15,Cameroun
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",16,Ukraine
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",17,Mexique
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",18,"Autres pays de l'Amérique latine : Argentine, Pérou, Vénézue"
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",19,"Autres pays de l'Europe occidentale : Allemagne, Angleterre,"
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",20,"Autres pays d'Europe de l'Est : Belarus, Hongrie, Lettonie,"
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",21,"Autres pays du Moyen-Orient (Iran, Iraq, Israël, Sirie, Turq"
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",22,"Autres pays d'Afrique (Burkina Faso, Congo, Côte d'Ivoire, K"
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",23,"Autres pays d'Asie (Bangladesh, Philippines, Chine, Japon, V"
q31,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé? (Base : Immigrants de scolarité collégiale ou universitaire)",99,JE PRÉFÈRE NE PAS RÉPONDRE / NON PRÉCISÉ
q32,Q32) Avez-vous entrepris d'autres études au Canada depuis votre arrivée ? (Base : Immigrants),1,Oui
q32,Q32) Avez-vous entrepris d'autres études au Canada depuis votre arrivée ? (Base : Immigrants),2,Non
q32,Q32) Avez-vous entrepris d'autres études au Canada depuis votre arrivée ? (Base : Immigrants),98,Je ne sais pas
q32,Q32) Avez-vous entrepris d'autres études au Canada depuis votre arrivée ? (Base : Immigrants),99,Je préfère ne pas répondre
q3132_m1,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé?  / Q32) Avez-vous entrepris d'autres études au Canada depuis votre arrivée ? (Base : Immigrants)",1,TOTAL ONT ÉTUDIÉ AU CANADA
q3132_m1,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé?  / Q32) Avez-vous entrepris d'autres études au Canada depuis votre arrivée ? (Base : Immigrants)",2,Ont obtenu un dipôme collégial ou universitaire au Canada
q3132_m1,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé?  / Q32) Avez-vous entrepris d'autres études au Canada depuis votre arrivée ? (Base : Immigrants)",3,Ont entrepris d'autres études au Canada depuis votre arrivée
q3132_m1,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé?  / Q32) Avez-vous entrepris d'autres études au Canada depuis votre arrivée ? (Base : Immigrants)",4,N'ONT PAS ÉTUDIÉ AU CANADA
q3132_m2,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé?  / Q32) Avez-vous entrepris d'autres études au Canada depuis votre arrivée ? (Base : Immigrants)",1,TOTAL ONT ÉTUDIÉ AU CANADA
q3132_m2,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé?  / Q32) Avez-vous entrepris d'autres études au Canada depuis votre arrivée ? (Base : Immigrants)",2,Ont obtenu un dipôme collégial ou universitaire au Canada
q3132_m2,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé?  / Q32) Avez-vous entrepris d'autres études au Canada depuis votre arrivée ? (Base : Immigrants)",3,Ont entrepris d'autres études au Canada depuis votre arrivée
q3132_m2,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé?  / Q32) Avez-vous entrepris d'autres études au Canada depuis votre arrivée ? (Base : Immigrants)",4,N'ONT PAS ÉTUDIÉ AU CANADA
q3132_m3,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé?  / Q32) Avez-vous entrepris d'autres études au Canada depuis votre arrivée ? (Base : Immigrants)",1,TOTAL ONT ÉTUDIÉ AU CANADA
q3132_m3,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé?  / Q32) Avez-vous entrepris d'autres études au Canada depuis votre arrivée ? (Base : Immigrants)",2,Ont obtenu un dipôme collégial ou universitaire au Canada
q3132_m3,"Q31) Dans quel pays avez-vous obtenu votre certificat, diplôme ou grade le plus élevé?  / Q32) Avez-vous entrepris d'autres études au Canada depuis votre arrivée ? (Base : Immigrants)",3,Ont entrepris d'autres études au Canada depuis votre arrivée
