Numero_Fournisseur,Nom_Fournisseur,Autre_Nom,Num_Entreprise_Quebec,Structure_Juridique,Nombre_Employes,Nombre_Employes_Montreal,Politique_Dans_Dev_Durable,Politique_Approv_Responsable,Entreprise_Start_Up,Fournisseur_RTU,Entreprise_Economie_Sociale,Lieu_Arrondissement,Lieu_Ville,Lieu_Etat_Province,Lieu_Pays,Lieu_Zone_Achat
"145069","PRODUITS ETANG CA LTEE"," ","1161408431","*Société par actions/Corporations/Compagnie","22","0","N","N","N","N","N",,"LAC BROME","QC","CA","Québec hors Conseil d'agglomération"
"145156","JOSIANNE POIRIER",,"0000000NA","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"127007","MICROMATT CANADA LTEE",,"1144596864","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"119556","SECURO VISION INC.",,"1142822726","*Société par actions/Corporations/Compagnie","41","2","N","N","N","N","N",,"LONGUEUIL","QC","CA","Québec hors Conseil d'agglomération"
"104824","QUEST SOFTWARE CANADA INC.",,"000000NON","*Société par actions/Corporations/Compagnie","4298",,"N","N","N","N","N",,"ALISO VIEJO","CA","US","Étranger hors Canada"
"104824","QUEST SOFTWARE CANADA INC.",,"000000NON","*Société par actions/Corporations/Compagnie","4298",,"N","N","N","N","N",,"IRVINE","CA","US","Étranger hors Canada"
"110328","BEP BESTOBELL LTD",,"1144139889","*Société par actions/Corporations/Compagnie","20","5","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"145615","OXYGENE RIVE NORD INC.",,"1142964452","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"REPENTIGNY","QC","CA","Québec hors Conseil d'agglomération"
"113061","CENTRE D'ESCALADE HORIZON ROC","HORIZON ROC INC","1140351926","*Société par actions/Corporations/Compagnie","14","14","N","O","N","N","N","Mercier–Hochelaga-Maisonneuve","MONTREAL","QC","CA","Place d'affaires à Montréal"
"110743","BIOTHERMICA TECHNOLOGIES INC."," ","1143375617","*Société par actions/Corporations/Compagnie","21","21","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"108038","LES EMBALLAGES DE LA BEAUCE INC.",,"1143805308","*Société par actions/Corporations/Compagnie","20","5","N","N","N","N","N",,"VALLEE-JONCTION","QC","CA","Québec hors Conseil d'agglomération"
"108144","GROUPE COMPASS (QUEBEC) LTEE",,"1146532214","*Société par actions/Corporations/Compagnie","2000","2000","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"142662","ALARME J.R. INC.",,"1144712230","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"160278","ELEMENTS CHAUFFANTS BUCAN INC.",,"1146957627","*Société par actions/Corporations/Compagnie","40","40","N","N","N","N","N",,"POINTE-CLAIRE","QC","CA","Conseil d'agglomération hors Montréal"
"127621","ARIUM DESIGN INC.",,"1165175630","*Société par actions/Corporations/Compagnie","9","9","N","N","N","N","N",,"ST-LAMBERT","QC","CA","Québec hors Conseil d'agglomération"
"119979","IMPACT-PRO",,"1142090894","*Société par actions/Corporations/Compagnie","1","1","N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"120026","AGENCE DE PLANIFICATION URBAINE ET REGIONALE (APUR) INC."," ","1178532207","*Société par actions/Corporations/Compagnie","17","16","O","O","N","N","O",,"LONGUEUIL","QC","CA","Québec hors Conseil d'agglomération"
"131139","LES INDUSTRIES POLYKAR INC",,"1146813804","*Société par actions/Corporations/Compagnie","75","75","N","N","N","N","N","Saint-Laurent","ST-LAURENT","QC","CA","Place d'affaires à Montréal"
"120065","ATOMIK DESIGNS","9204-2175 QUEBEC INC.","1165561292","*Société par actions/Corporations/Compagnie","4","4","N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"100865","JUKADO INC.",,"1141017344","*Société par actions/Corporations/Compagnie","13","13","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"120400","CHAPITEAU MONTREAL INC.",,"1149168941","*Société par actions/Corporations/Compagnie","6",,"N","N","N","N","N",,"DELSON","QC","CA","Québec hors Conseil d'agglomération"
"120402","GLOBAL UPHOLSTERY CO. INC./GROUPE GLOBAL INC."," ","1145016383","*Société par actions/Corporations/Compagnie","3000","35","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115192","LE GROUPE MASTER INC.",,"1169851384","*Société par actions/Corporations/Compagnie","400","175","N","N","N","N","N","Saint-Laurent","ST-LAURENT","QC","CA","Place d'affaires à Montréal"
"115313","LES SERVICES DE COURRIER CHAMPION INC.",,"1143655877","*Société par actions/Corporations/Compagnie","45","45","N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"135701","FOURGONS ELITE","9081-0060 QUEBEC INC.","1142739243","*Société par actions/Corporations/Compagnie","40",,"N","N","N","N","N",,"QUEBEC","QC","CA","Québec hors Conseil d'agglomération"
"151022","CHANTAL DESJARDINS",,"0000000NA","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Mercier–Hochelaga-Maisonneuve","MONTREAL","QC","CA","Place d'affaires à Montréal"
"114163","LOCATION BROSSARD INC.",,"1143173178","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"DORVAL","QC","CA","Conseil d'agglomération hors Montréal"
"114399","ASPLUNDH CANADA ULC"," ","1148035307","*Société par actions/Corporations/Compagnie","375",,"N","N","N","N","N",,"TERREBONNE","QC","CA","Québec hors Conseil d'agglomération"
"105156","OCTAVE ACOUSTIQUE INC.",,"1143257377","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"ST-LAURENT-DE-L'ILE-D'ORLEANS","QC","CA","Québec hors Conseil d'agglomération"
"139019","SYSTEMES CANADIEN KRONOS INC",,"1162535596","*Société par actions/Corporations/Compagnie","400","175","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"139469","T.M.S. MAITRES DES CAMIONS LTEE",,"1144447738","*Société par actions/Corporations/Compagnie","38","20","O","O","N","N","N","Saint-Laurent","ST-LAURENT","QC","CA","Place d'affaires à Montréal"
"128502","C.C.R. MECANIQUE INC.",,"1162635289","*Société par actions/Corporations/Compagnie","88","88","N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"158537","ROBERT BOISVERT",,,"*Entreprise individuelle / Travailleur autonome","5","5","N","N","N","N","N","Mercier–Hochelaga-Maisonneuve","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115666","TRANSPORT LYON INC",,"1143116276","*Société par actions/Corporations/Compagnie","90","80","N","N","N","N","N",,"MONTREAL-EST","QC","CA","Conseil d'agglomération hors Montréal"
"115943","GRAYMONT (QC) INC.",,"1141839135","*Société par actions/Corporations/Compagnie","350","0","N","N","N","N","N",,"BOUCHERVILLE","QC","CA","Québec hors Conseil d'agglomération"
"151577","GREAT LAKES AND ST-LAWRENCE CITIES INITIATIVE",,"0000000NA","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"NEW LENOX","IL","US","Étranger hors Canada"
"147299","SAC AU SOL INC.",,"1168937226","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"NAPANEE","ON","CA","Canada mais hors Québec"
"116269","DAFCO FILTRATION GROUP CORPORATION",,"1163162135","*Société par actions/Corporations/Compagnie","175","20","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"102240","PELOUSE SANTE INC."," ","1144405660","*Société par actions/Corporations/Compagnie","20",,"N","N","N","N","N",,"SAINT-EUSTACHE","QC","CA","Québec hors Conseil d'agglomération"
"129014","PIPERNI SPECTACLES SUR MESURE INC",,"1161952206","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"116342","QUINCAILLERIE RICHELIEU LTEE",,"1143031806","*Société par actions/Corporations/Compagnie","80",,"N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"116342","QUINCAILLERIE RICHELIEU LTEE",,"1143031806","*Société par actions/Corporations/Compagnie","80",,"N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"116356","CONVAL QUEBEC","EQUIPEMENT VALTROL QUEBEC LIMITEE","1172251374","*Société par actions/Corporations/Compagnie","13","12","N","N","N","N","N",,"OAKVILLE","ON","CA","Canada mais hors Québec"
"121052","ESI TECHNOLOGIES DE L'INFORMATION INC.",,"1149162597","*Société par actions/Corporations/Compagnie","225","175","N","N","N","N","N",,"QUEBEC","QC","CA","Québec hors Conseil d'agglomération"
"121131","PRODUCTION ELECTRONIQUE INC.",,"1146041091","*Société par actions/Corporations/Compagnie","9","9","N","N","N","N","N",,"ST-JEAN-SUR-RICHELIEU","QC","CA","Québec hors Conseil d'agglomération"
"147601","LUCILLE CAMPBELL"," ","2261395075","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"15735","LE RELAIS CHEVROLET CADILLAC BUICK GMC LTEE",,"1142935155","*Société par actions/Corporations/Compagnie","85","85","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"152271","CENTRE DE FORMATION EN SECOURISME DU QUEBEC"," ","1141267899","*Institution gouvernementale","15",,"N","N","N","N","N",,"VAUDREUI-DORION","QC","CA","Québec hors Conseil d'agglomération"
"143788","LES CONSTRUCTIONS SERBEC INC."," ","1167832824","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"147794","ACCESSOIRES DE CAMPING BELCO","3087-0380 QUEBEC INC.","1143552421","*Société par actions/Corporations/Compagnie","9","0","N","N","N","N","N",,"LONGUEUIL","QC","CA","Québec hors Conseil d'agglomération"
"116434","LES PORTES DE GARAGE OLYMPIQUE INC.",,"1146423067","*Société par actions/Corporations/Compagnie","20","5","N","N","N","N","N","Montréal-Nord","MONTREAL","QC","CA","Place d'affaires à Montréal"
"116484","HOSKIN SCIENTIFIQUE LIMITEE",,"1172423304","*Société par actions/Corporations/Compagnie","100","25","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"116508","LES JARDINS W.G. CHARLEBOIS INC.",,"1142441774","*Société par actions/Corporations/Compagnie","6",,"N","N","N","N","N",,"SALABERRY-DE-VALLEYFIELD","QC","CA","Québec hors Conseil d'agglomération"
"116686","VALADE & ASSOCIES S.E.N.C. HUISSIERS DE JUSTICE",,"3344043644","*Société par actions/Corporations/Compagnie","15","15","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"116693","MVA PUISSANCE INC.",,"1144411841","*Société par actions/Corporations/Compagnie","14","14","O","N","N","N","N",,"HAMPSTEAD","QC","CA","Conseil d'agglomération hors Montréal"
"116780","DUR-PRO LTEE"," ","1142803320","*Société par actions/Corporations/Compagnie","11","11","N","N","N","N","N",,"CANDIAC","QC","CA","Québec hors Conseil d'agglomération"
"116990","ESRI CANADA LIMITED",,"1160463304","*Société par actions/Corporations/Compagnie","25","12","N","N","N","N","N",,"TORONTO","ON","CA","Canada mais hors Québec"
"117357","BOURASSA, JODOIN INC.",,"1164477086","*Société par actions/Corporations/Compagnie","10","10","O","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"117465","CUBEX LIMITED",,"1144713683","*Société par actions/Corporations/Compagnie","20","20","O","N","N","N","O",,"SAINT-JEAN-SUR-RICHELIEU","QC","CA","Québec hors Conseil d'agglomération"
"153080","LES SYSTEMES D'INFORMATION ULLIX INC."," ","1163151161","*Société par actions/Corporations/Compagnie","10","10","N","N","O","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"117575","SERRURIER R. LAFLEUR INC.",,"1149002140","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"117691","SIGNATURE DESIGN COMMUNICATION","COMMUNICATION CLAIRE JACQUES INC.","1147535489","*Société par actions/Corporations/Compagnie","10","10","N","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"141128","HELOISE THIBODEAU ARCHITECTE INC.",,"1167027854","*Société par actions/Corporations/Compagnie","47","43","N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"69724","GOULDS PUMPS CANADA INC.",,,"*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"TORONTO","ON","CA","Canada mais hors Québec"
"70185","ALAIN GOSSELIN RESSOURCES HUMAINES ENR.",,"2247833439","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"141036","PORTOMATIK INC.",,"1147144043","*Société par actions/Corporations/Compagnie","6",,"N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"103420","NELCO INC"," ","1140995284","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Côte-des-Neiges–Notre-Dame-de-Grâce","MONTREAL","QC","CA","Place d'affaires à Montréal"
"118707","MICHEL GUIMONT ENTREPRENEUR ELECTRICIEN LTEE",,"1142593509","*Société par actions/Corporations/Compagnie","45","10","N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"137414","VERSION PAYSAGE INC.",,"1160885712","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"136941","KEMIRA WATER SOLUTIONS CANADA INC."," SOLUTIONS EN TRAITEMENT DES EAUX KEMIRA CANADA","1148982177","*Société par actions/Corporations/Compagnie","127",,"N","N","N","N","N",,"VARENNES","QC","CA","Québec hors Conseil d'agglomération"
"149471","ESTAMPES LAVAL ENR","ARSENAULT JACQUELINE","2249560733","*Entreprise individuelle / Travailleur autonome",,,"N","N","N","N","N",,"BLAINVILLE","QC","CA","Québec hors Conseil d'agglomération"
"79756","TROY-ONTOR INC",,"1162860978","*Société par actions/Corporations/Compagnie","15","1","N","N","N","N","N",,"MIRABEL","QC","CA","Québec hors Conseil d'agglomération"
"123536","COFFRES-FORTS C.B. 2000 INC."," ","1148403976","*Société par actions/Corporations/Compagnie","8","8","O","N","N","N","N","Mercier–Hochelaga-Maisonneuve","MONTREAL","QC","CA","Place d'affaires à Montréal"
"121405","AUTOLUBE AMS ENVIRONNEMENT INC.",,"1162401047","*Société par actions/Corporations/Compagnie","1",,"N","N","N","N","N",,"TERREBONNE","QC","CA","Québec hors Conseil d'agglomération"
"121821","POMPES PROVINCIALES","ATELIERS TREMAR INC.","1143185008","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N","Saint-Léonard","SAINT-LEONARD","QC","CA","Place d'affaires à Montréal"
"144896","ITRON CANADA INC",,,"*Société par actions/Corporations/Compagnie","501",,"N","N","N","N","N",,"MISSISSAUGA","ON","CA","Canada mais hors Québec"
"123718","LES EXCAVATIONS K. MCELLIGOTT INC.",,"1143904069","*Société par actions/Corporations/Compagnie","7","7","N","N","N","N","N","Lachine","LACHINE","QC","CA","Place d'affaires à Montréal"
"123726","RAMCOR CONSTRUCTION INC."," ","1161184792","*Société par actions/Corporations/Compagnie","15","15","O","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"2857","MECANO-INDUSTRIE INC.",,"1142101543","*Société par actions/Corporations/Compagnie","40","40","N","N","N","N","N",,"TERREBONNE","QC","CA","Québec hors Conseil d'agglomération"
"156934","2990181 CANADA INC.","HOTEL UNIVERSEL MONTREAL","1144003283","*Société par actions/Corporations/Compagnie","48","48","O","O","N","N","N","Mercier–Hochelaga-Maisonneuve","MONTREAL","QC","CA","Place d'affaires à Montréal"
"52076","DYPLEX COMMUNICATIONS LTD.",,,"*Société par actions/Corporations/Compagnie","10","1","N","N","N","N","N",,"TORONTO","ON","CA","Canada mais hors Québec"
"52845","CENTRE DE DIFFUSION 3D",,"1142072546","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"145412","SITE INTEGRATION PLUS INC."," ","1160184363","*Société par actions/Corporations/Compagnie","30","30","N","N","N","N","N",,"BOUCHERVILLE","QC","CA","Québec hors Conseil d'agglomération"
"107702","GESTION ENVIRONNEMENTALE T. HARRIS","T. HARRIS ENVIRONMENTAL MANAGEMENT INC.","1149790439","*Société par actions/Corporations/Compagnie","17","4","N","N","N","N","N",,"BROSSARD","QC","CA","Québec hors Conseil d'agglomération"
"113350","BOUTIQUE TOUT POUR LE DOS","TOUT POUR LE DOS BOUTIQUE CONSEIL INC.","1144297182","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"108313","VITRERIE PAPINEAU MULTICOLOR",,"3348319321","*Société en participation",,,"O","O","N","N","O","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"127714","SOCIETE DES PLANTES (LA)",,"3349720576","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"KAMOURASKA","QC","CA","Québec hors Conseil d'agglomération"
"143055","GRAY MATTER SYSTEMS CANADA INC.",,,"*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"TORONTO","ON","CA","Canada mais hors Québec"
"138608","KOMUTEL INC"," ","1160219458","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"ST-GEORGES","QC","CA","Québec hors Conseil d'agglomération"
"122914","SERRURIER LACROIX LTEE",,"1141381344","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Lachine","LACHINE","QC","CA","Place d'affaires à Montréal"
"105636","FIBROBEC",,"1162686746","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"BELOEIL","QC","CA","Québec hors Conseil d'agglomération"
"115725","MOTION CANADA","MOTION INDUSTRIES (CANADA), INC.","1147488192","*Société par actions/Corporations/Compagnie","5000","45","O","O","N","N","N","Saint-Laurent","ST-LAURENT","QC","CA","Place d'affaires à Montréal"
"115750","MARTIN & LEVESQUE INC."," ","1171513469","*Société par actions/Corporations/Compagnie","63","2","N","N","N","N","N",,"LEVIS","QC","CA","Québec hors Conseil d'agglomération"
"101736","VITRERIE RAYMOND INC",,,"*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115918","GAZONNIERE BASTIEN & FILS INC.",,"1140274151","*Société par actions/Corporations/Compagnie","40",,"N","N","N","N","N",,"TERREBONNE","QC","CA","Québec hors Conseil d'agglomération"
"134776","STONHARD","RPM CANADA","3349443153","*Société par actions/Corporations/Compagnie","138","26","O","O","N","N","N",,"DORVAL","QC","CA","Conseil d'agglomération hors Montréal"
"123467","SOURCE OMEGA INC.",,"1170167812","*Société par actions/Corporations/Compagnie","10","3","N","N","N","N","N",,"ST-COLOMBAN","QC","CA","Québec hors Conseil d'agglomération"
"135198","CANADO / NACAN EQUIPEMENTS INC."," ","1148081913","*Société par actions/Corporations/Compagnie","35","35","N","N","N","N","N","Saint-Laurent","ST-LAURENT","QC","CA","Place d'affaires à Montréal"
"151912","ACTION MOBILE C.P.VITRES ET ACCESSOIRES AUTOMOBILES","PROTEAU CHRISTIAN","2265281610","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"ST-REMI","QC","CA","Québec hors Conseil d'agglomération"
"152033","SHARP ELECTRONIQUE DU CANADA LTEE",,"1143310259","*Société par actions/Corporations/Compagnie","500","25","N","N","N","N","N",,"TORONTO","ON","CA","Canada mais hors Québec"
"131878","FORESTUBE INC.",,"1144194165","*Société par actions/Corporations/Compagnie","3",,"N","N","N","N","N",,"MONTREAL-EST","QC","CA","Conseil d'agglomération hors Montréal"
"131771","FFA SERVICE D'EXPERTISES MEDICALES","FRANCOISE FISET ET ASSOCIE INC","1148693527","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"QUEBEC","QC","CA","Québec hors Conseil d'agglomération"
"129760","PASCALE BEAUDET",,"2270203823","*Entreprise individuelle / Travailleur autonome","1","0","N","N","N","N","N","Mercier–Hochelaga-Maisonneuve","MONTREAL","QC","CA","Place d'affaires à Montréal"
"22277","VETEMENTS CLUB UOMO","9008-9343 QUEBEC INC.","1141032822","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Saint-Léonard","ST-LEONARD","QC","CA","Place d'affaires à Montréal"
"114756","STERIS CANADA INC",,"1146826327","*Société par actions/Corporations/Compagnie","40","5","N","N","N","N","N",,"MISSISSAUGA","ON","CA","Canada mais hors Québec"
"114796","AUX QUATRE POINTS CARDINAUX INC",,"3341699620","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"147773","REGROUPEMENT DES CENTRES DE LA PETITE ENFANCE DE LA MONTEREGIE",,"1144206639","*Organisme à  but non lucratif",,,"N","N","N","N","O",,"ST-HUBERT","QC","CA","Québec hors Conseil d'agglomération"
"114908","CEGEP ANDRE LAURENDEAU",,"8814178933","*Institution gouvernementale","400","400","N","N","N","N","N","LaSalle","LASALLE","QC","CA","Place d'affaires à Montréal"
"146807","DEVELOTECH INC."," ","1145779287","*Société par actions/Corporations/Compagnie","4",,"N","N","O","N","N",,"SAINT-HYACINTHE","QC","CA","Québec hors Conseil d'agglomération"
"116748","WILLIAMS SCOTSMAN OF CANADA INC.",,"1164224975","*Société par actions/Corporations/Compagnie","501","5","N","N","N","N","N",,"CHATEAUGUAY","QC","CA","Québec hors Conseil d'agglomération"
"117106","CONSTRUCTION FRANK CATANIA ET ASSOCIES INC.",,"1164241086","*Société par actions/Corporations/Compagnie","75","75","N","N","N","N","N",,"BROSSARD","QC","CA","Québec hors Conseil d'agglomération"
"116810","TUYAUX FLEXIBLES DU QUEBEC INC."," ","1142942334","*Société par actions/Corporations/Compagnie","10","10","N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"116842","MICHEL MORELLI DESIGNERS INC.",,"1148025357","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N",,"VARENNES","QC","CA","Québec hors Conseil d'agglomération"
"146899","ARLINDO VIEIRA",,"000000NON","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N",,"BOUCHERVILLE","QC","CA","Québec hors Conseil d'agglomération"
"154283","HENRI OPPENHEIM",,"2261773834","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"117551","POMPETECH INC"," ","1146750741","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"ST-JOSEPH-DU-LAC","QC","CA","Québec hors Conseil d'agglomération"
"153156","GROUPE ABS INC.",,"1165977969","*Société par actions/Corporations/Compagnie","251","75","N","N","N","N","N",,"ST-REMI","QC","CA","Québec hors Conseil d'agglomération"
"153609","LIGNES-O-SOL","9128-4059 QUEBEC INC.","1161449351","*Société par actions/Corporations/Compagnie","2","2","N","N","N","N","N",,"SAINTE-JULIE","QC","CA","Québec hors Conseil d'agglomération"
"117784","BOATHOUSE","MCCORMICK MARINE SUPPLIES LTD","1145128931","*Société par actions/Corporations/Compagnie","20","20","N","N","N","N","N",,"DORVAL","QC","CA","Conseil d'agglomération hors Montréal"
"118469","LES ENTREPRISES CANBEC CONSTRUCTION INC.",,"1142106435","*Société par actions/Corporations/Compagnie","125","125","N","N","N","N","N","Lachine","MONTREAL","QC","CA","Place d'affaires à Montréal"
"137647","PRODUCTIONS GO",,"2246068045","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"118785","LAVE AUTO DU PORT","9189-5599 QUEBEC INC.","1164815475","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"118879","ORDRE DES INGENIEURS DU QUEBEC"," ","8814181291","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"148862","G. COURCHESNE INC",,"1143416080","*Société par actions/Corporations/Compagnie","20","20","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"141841","IDEXX LABORATORIES CANADA CORPORATION",,"1145363926","*Société par actions/Corporations/Compagnie","501",,"N","N","N","N","N",,"WESTBROOK","ME","US","Étranger hors Canada"
"141841","IDEXX LABORATORIES CANADA CORPORATION",,"1145363926","*Société par actions/Corporations/Compagnie","501",,"N","N","N","N","N",,"TORONTO","ON","CA","Canada mais hors Québec"
"144436","ACTIVAC","9170-0211 QUEBEC INC.","1163754378","*Société par actions/Corporations/Compagnie","30","20","N","N","N","N","N",,"PIEDMONT","QC","CA","Québec hors Conseil d'agglomération"
"149396","MACONNERIE GAETAN FRADETTE INC",,"1142537381","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Anjou","ANJOU","QC","CA","Place d'affaires à Montréal"
"144821","ESCOJIDO.COM INC.",,"1160700267","*Société par actions/Corporations/Compagnie","1",,"N","N","N","N","N",,"SHEFFORD","QC","CA","Québec hors Conseil d'agglomération"
"150057","PAYSAGISTE SOLARCO INC."," ","1160902921","*Société par actions/Corporations/Compagnie","10","10","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"145028","LES PEINTURES EUROTECK INC.",,"1174899782","*Société par actions/Corporations/Compagnie","25","25","N","N","N","N","N",,"VAUDREUIL-DORION","QC","CA","Québec hors Conseil d'agglomération"
"145155","TRYSKELL COMMUNICATION",,"2261282372","*Société par actions/Corporations/Compagnie","3","0","N","N","N","N","N",,"SAINT-ADRIEN","QC","CA","Québec hors Conseil d'agglomération"
"123975","JARDIN NOVO PAYSAGISTES",,"1161037289","*Société par actions/Corporations/Compagnie","5","4","N","N","N","N","N",,"TERREBONNE","QC","CA","Québec hors Conseil d'agglomération"
"133798","ARBORESCENCE","9195-7001 QUEBEC INC","1165101388","*Société par actions/Corporations/Compagnie","8","8","N","N","N","N","N",,"SAINTE-SOPHIE","QC","CA","Québec hors Conseil d'agglomération"
"48892","FRANCE ASSELIN",,,"*Entreprise individuelle / Travailleur autonome",,,"N","N","N","N","N","Verdun","VERDUN","QC","CA","Place d'affaires à Montréal"
"119723","COMMUNICATIONS NICOLE MOUSSEAU (LES)",,,"*Entreprise individuelle / Travailleur autonome","2","2","N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"145836","REMORQUAGE ARNOLD INC."," ","1164419690","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"PONT-ROUGE","QC","CA","Québec hors Conseil d'agglomération"
