Numero_Fournisseur,Nom_Fournisseur,Autre_Nom,Num_Entreprise_Quebec,Structure_Juridique,Nombre_Employes,Nombre_Employes_Montreal,Politique_Dans_Dev_Durable,Politique_Approv_Responsable,Entreprise_Start_Up,Fournisseur_RTU,Entreprise_Economie_Sociale,Lieu_Arrondissement,Lieu_Ville,Lieu_Etat_Province,Lieu_Pays,Lieu_Zone_Achat
"326784","NEELTRAN INC.",,,"*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"NEW MILFORD","CT","US","Étranger hors Canada"
"330482","LES PROMOTIONS ZONE INC.",,"1162155718","*Société par actions/Corporations/Compagnie","15","3","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"330056","LES INSTALLATIONS SPORTIVES F.D.","9079-6772 QUEBEC INC.","1148696181","*Société par actions/Corporations/Compagnie","6","6","O","O","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"329069","THEATRE DUBUNKER","TROUPE DU BUNKER","1164029333","*Organisme à  but non lucratif","4","4","N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"330044","CESIUM TELECOM INC.",,"1163279657","*Société par actions/Corporations/Compagnie","65","50","N","N","N","N","N",,"MONTREAL-OUEST","QC","CA","Conseil d'agglomération hors Montréal"
"330055","L'AUBERGINE DE LA MACEDOINE DU QUEBEC INC"," ","1143927912","*Organisme à  but non lucratif","6",,"O","N","N","N","O",,"QUEBEC","QC","CA","Québec hors Conseil d'agglomération"
"332360","PNEUS ET MECANIQUE SYLVAIN THERIAULT INC.",,"1167040030","*Société par actions/Corporations/Compagnie","20","20","N","N","N","N","N","Verdun","MONTREAL","QC","CA","Place d'affaires à Montréal"
"331696","L'EAU COURANTE 2000",,"1148405294","*Société par actions/Corporations/Compagnie","2","1","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"332588","GROUPE DCR","9282-0786 QUEBEC INC","1169139962","*Société par actions/Corporations/Compagnie","5","5","O","N","N","N","N",,"BOUCHERVILLE","QC","CA","Québec hors Conseil d'agglomération"
"337360","NITEK LASER INC.",,"1164158637","*Société par actions/Corporations/Compagnie","50","0","N","N","N","N","N",,"NICOLET","QC","CA","Québec hors Conseil d'agglomération"
"336670","NICK SIRARD INC. - SNAP ON",,"1163798797","*Société par actions/Corporations/Compagnie","1","1","N","N","N","N","N",,"TERREBONNE","QC","CA","Québec hors Conseil d'agglomération"
"338757","DELOUPE INC.",,"1170494398","*Société par actions/Corporations/Compagnie","100",,"O","O","N","N","N",,"ST-EVARISTE-DE-FORSYTH","QC","CA","Québec hors Conseil d'agglomération"
"341713","BRISSON PAYSAGISTE INC.",,"1162056288","*Société par actions/Corporations/Compagnie","25",,"O","N","N","N","N",,"PLESSISVILLE","QC","CA","Québec hors Conseil d'agglomération"
"343273","AGENCE LA SUITE","2529-1634 QUEBEC INC.","1161944427","*Société par actions/Corporations/Compagnie","4","4","N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"344914","SERAFINO",,"3348827109","*Société par actions/Corporations/Compagnie","2","2","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"344886","MAGLIN MOBILILIER URBAIN INC.",,"1169848950","*Société par actions/Corporations/Compagnie","50","2","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"345003","FARO TECHNOLOGIES INC.",,"0000000NA","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"ATLANTA","GA","US","Étranger hors Canada"
"344893","LE BOTTIER DU CINQ ENR.",,"1143898261","*Société par actions/Corporations/Compagnie","7","0","N","N","N","N","N",,"SALABERRY-DE-VALLEYFIELD","QC","CA","Québec hors Conseil d'agglomération"
"345873","DIMENSION F.M. INC.",,"1160278918","*Société par actions/Corporations/Compagnie","35","35","N","N","N","N","N","Saint-Léonard","MONTREAL","QC","CA","Place d'affaires à Montréal"
"345803","PINO CAFE-BISTRO","9292-2103 QUEBEC INC","1169647949","*Société par actions/Corporations/Compagnie","3","3","N","N","N","N","N","Montréal-Nord","MONTREAL","QC","CA","Place d'affaires à Montréal"
"347319","LES EXPOSITIONS PRO-X TCD INC.",,"1170150347","*Société par actions/Corporations/Compagnie","25","9","O","O","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"351824","EVENEMENTS GPCQM"," ","1170186697","*Société par actions/Corporations/Compagnie","6","6","N","N","N","N","N",,"LONGUEUIL","QC","CA","Québec hors Conseil d'agglomération"
"351064","PRICEWATERHOUSECOOPERS S.R.L./ S.E.N.C.R.L.",,"3347816566","*Société par actions/Corporations/Compagnie","184000","500","N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"352470","GUTHRIE WOODS PRODUCTS LIMITED",,,"*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"STITTSVILLE","ON","CA","Canada mais hors Québec"
"354283","COSIGMA STRUCTURE INC."," ","1146040945","*Société par actions/Corporations/Compagnie","17","17","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"355376","7765533 CANADA INC.",,"1217750896","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Anjou","MONTREAL","QC","CA","Place d'affaires à Montréal"
"353519","ATELIER D'USINAGE INNOVA PRECISION 2014"," ","1170111653","*Société par actions/Corporations/Compagnie","25","25","N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"357780","ROBERT DEVOST GRAPHISTE INC.",,"1148018923","*Société par actions/Corporations/Compagnie","3","0","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"356082","RADWELL INTERNATIONAL-CANADA AUTOMATION ULC",,"1168721554","*Société par actions/Corporations/Compagnie","50",,"N","N","N","N","N",,"STONEY CREEK","ON","CA","Canada mais hors Québec"
"357460","MARIO IAPALUCCI",,,"*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N",,"CHATEAUGUAY","QC","CA","Québec hors Conseil d'agglomération"
"357062","PERFORMANCE TRANSMISSION INC."," ","1171208441","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N",,"DORVAL","QC","CA","Conseil d'agglomération hors Montréal"
"356158","SYSTEME D'INFORMATION BATIMENT DEVISUBOX INC",,"1170108162","*Société par actions/Corporations/Compagnie","30","2","N","N","N","N","N",,"VAUDREUIL-DORION","QC","CA","Québec hors Conseil d'agglomération"
"356124","COUVREUR DE TOITURES MONT-ROSE (QUEBEC) LIMITEE",,"1142653725","*Société par actions/Corporations/Compagnie","30","20","O","O","N","N","N","Côte-des-Neiges–Notre-Dame-de-Grâce","MONTREAL","QC","CA","Place d'affaires à Montréal"
"355733","AMJ CAMPBELL INTERNATIONAL MONTREAL LTEE",,"1143020106","*Société par actions/Corporations/Compagnie","13",,"N","N","N","N","N","Lachine","LACHINE","QC","CA","Place d'affaires à Montréal"
"356092","STUDIO TAGTEAM",,"3363440341","*Société en nom collectif","2","2","N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"359017","EUROVIA QUEBEC GRANDS PROJETS INC.",,"1169491801","*Société par actions/Corporations/Compagnie","1000","50","O","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"359207","MAINTENANCE FRANÇOIS LACHANCE INC."," ","1149043052","*Société par actions/Corporations/Compagnie","10","10","N","N","N","N","N","Pierrefonds-Roxboro","MONTREAL","QC","CA","Place d'affaires à Montréal"
"359209","STANLEY BLACK & DECKER CANADA CORPORATION"," ","1143788066","*Société par actions/Corporations/Compagnie","35000","300","N","O","N","N","N","Anjou","MONTREAL","QC","CA","Place d'affaires à Montréal"
"361722","TRANSFORME TECH INC.",,"1140224875","*Société par actions/Corporations/Compagnie","6","0","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"360552","ENTRETIENS EXCELPUR INC.",,"1170449590","*Société par actions/Corporations/Compagnie","2","2","O","O","N","N","N","LaSalle","MONTREAL","QC","CA","Place d'affaires à Montréal"
"363766","PNEUS ET RECHAPAGE SOUTHWARD MONTREAL INC.",,"1170130828","*Société par actions/Corporations/Compagnie","23","23","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"363398","NAV CANADA",,"1145878626","*Société par actions/Corporations/Compagnie","4631",,"N","N","N","N","N",,"OTTAWA","ON","CA",
"363302","FUEL DIGITAL INC."," ","1165539967","*Société par actions/Corporations/Compagnie","8","5","N","N","N","N","N","LaSalle","MONTREAL","QC","CA","Place d'affaires à Montréal"
"364421","ATMOSPHERE SPORTS - PLEIN-AIR (786)",,"1169762722","*Société par actions/Corporations/Compagnie","25","25","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"364428","DECIBEL AUDIO INC.",,"1142290296","*Société par actions/Corporations/Compagnie","3",,"N","N","N","N","N",,"LA PRAIRIE","QC","CA","Québec hors Conseil d'agglomération"
"367417","UNIVERSAL FIELD SUPPLIES",,,"*Société par actions/Corporations/Compagnie","9","1","N","N","N","N","N",,"MISSISSAUGA","ON","CA","Canada mais hors Québec"
"365847","MELANIE DUSSEAULT PHOTOGRAPHE",,"2271487722","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Mercier–Hochelaga-Maisonneuve","MONTREAL","QC","CA","Place d'affaires à Montréal"
"366486","ZA COMMUNICATION D'INFLUENCE INC.",,"1168153725","*Société par actions/Corporations/Compagnie","5","5","N","O","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"369413","SALON MANGA O-TAKU INC.",,"1170687769","*Société par actions/Corporations/Compagnie","2","2","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"368087","ATELIER DAILY TOUS LES JOURS",,"1167174409","*Société par actions/Corporations/Compagnie","10","10","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"369382","PRONEX EXCAVATION INC.",,"1143252212","*Société par actions/Corporations/Compagnie","30","30","N","N","N","N","N",,"LACHUTE","QC","CA","Québec hors Conseil d'agglomération"
"371960","MARTINE SIMARD DANSE","MARTINE SIMARD","2247928510","*Entreprise individuelle / Travailleur autonome","12","10","N","N","N","N","N",,"ST-AMBROISE-DE-KILDARE","QC","CA","Québec hors Conseil d'agglomération"
"373600","GIOVANNA CLEMENTI",,"0000000NA","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Lachine","MONTREAL","QC","CA","Place d'affaires à Montréal"
"373531","DANIELE LEVESQUE",,,"*Entreprise individuelle / Travailleur autonome","0","0","N","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"376121","6022928 CANADA INC.",,"1161092946","*Société par actions/Corporations/Compagnie","1","1","O","N","N","N","N","Lachine","MONTREAL","QC","CA","Place d'affaires à Montréal"
"375541","MERCEDES-BENZ MONTREAL-EST","7162961 CANADA INC.","1169255685","*Société par actions/Corporations/Compagnie","45","45","N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"377255","AVENSYS SOLUTIONS INC.",,"1169862837","*Société par actions/Corporations/Compagnie","36","16","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"378102","PLASTIQUES PIEDMONT",,"1170391677","*Société par actions/Corporations/Compagnie","650","14","N","N","N","N","N",,"TORONTO","ON","CA","Canada mais hors Québec"
"379220","LATENT FORENSIC SERVICES",,,"*Société par actions/Corporations/Compagnie","3",,"N","N","N","N","N",,"BURLINGTON","ON","CA","Canada mais hors Québec"
"380119","CAP COLLECTIF",,"000000NON","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"PARIS",,"FR","Étranger hors Canada"
"380532","9196-7851 QUEBEC  INC",,"1165155194","*Société par actions/Corporations/Compagnie","60","60","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"382495","SOUDURES RICHARD ST-AMANT INC."," ","1177731008","*Société par actions/Corporations/Compagnie","22",,"N","N","N","N","N",,"ACTON VALE","QC","CA","Québec hors Conseil d'agglomération"
"382496","MACHINERIE C. GODIN INC.",,"1144087823","*Société par actions/Corporations/Compagnie","7","0","N","N","N","N","N",,"LEVIS","QC","CA","Québec hors Conseil d'agglomération"
"386359","STEALTH.COM (A SPARTON COMPANY)",,,"*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"WOODBRIDGE","ON","CA","Canada mais hors Québec"
"386388","MONGRAIN INC.",,"1166779612","*Société par actions/Corporations/Compagnie","45","45","N","O","N","N","N",,"MIRABEL","QC","CA","Québec hors Conseil d'agglomération"
"386100","MLLE DOROTHY, FETE POUR ENFANTS","ANY LACHANCE","2262765789","*Entreprise individuelle / Travailleur autonome",,,"N","N","N","N","N",,"CARIGNAN","QC","CA","Québec hors Conseil d'agglomération"
"385569","LAPOINTE SPORTS",,"1140259418","*Société par actions/Corporations/Compagnie","34","0","N","N","N","N","N",,"NOTRE-DAME DES PRAIRIES","QC","CA","Québec hors Conseil d'agglomération"
"384818","NEXXFIELD INC.",,"1169943462","*Société par actions/Corporations/Compagnie","10","10","N","N","N","N","N","Anjou","MONTREAL","QC","CA","Place d'affaires à Montréal"
"386455","TENTE CANADA INC.",,"1170975974","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"387014","PNEUS TOYO CANADA INC.",,"1142371773","*Société par actions/Corporations/Compagnie","70","20","N","N","N","N","N",,"RICHMOND","BC","CA","Canada mais hors Québec"
"388633","CONSTRUCTION MOMENTUM INC.",,"1170953237","*Société par actions/Corporations/Compagnie","10","5","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"386961","DELOITTE S.E.N.C.R.L/S.R.L",,"3345704335","*Société par actions/Corporations/Compagnie","9200","1400","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"388418","C.G. REPTILES INC.",,"1165477713","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"ST-APOLLINAIRE","QC","CA","Québec hors Conseil d'agglomération"
"393399","BALISES ET POTEAUX DU NORD PLUS"," ","1171573851","*Société par actions/Corporations/Compagnie","4","3","N","N","N","N","N",,"ST-EUSTACHE","QC","CA","Québec hors Conseil d'agglomération"
"392927","I.M. PREVENTION ET REGLEMENT DES CONFLITS INC.",,"1169930725","*Société par actions/Corporations/Compagnie","1","0","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"393280","SPORTS AUX PUCES 440","9108-0390 QUEBEC INC.","1160323466","*Société par actions/Corporations/Compagnie","15","0","O","O","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"391665","BULLE SOCCER INC.",,"1171037071","*Société par actions/Corporations/Compagnie","7",,"N","N","N","N","N",,"BROSSARD","QC","CA","Québec hors Conseil d'agglomération"
"392388","KARGO","9247-4576 QUEBEC INC.","1167463380","*Société par actions/Corporations/Compagnie","10",,"N","N","N","N","N",,"ALMA","QC","CA","Québec hors Conseil d'agglomération"
"393396","SENTERRE ENTREPRENEUR GENERAL INC.",,"1163476766","*Société par actions/Corporations/Compagnie","30","30","N","N","N","N","N",,"LONGUEUIL","QC","CA","Québec hors Conseil d'agglomération"
"391679","JAN-PRO CANADA EST INC."," ","1166563032","*Société par actions/Corporations/Compagnie","67","12","N","N","N","N","N","Saint-Léonard","MONTREAL","QC","CA","Place d'affaires à Montréal"
"396077","DESMARAIS CONCEPT","LES GRAVURES A. DESMARAIS & FILS INC","1141867474","*Société par actions/Corporations/Compagnie","10","0","N","N","N","N","N",,"ST-EUSTACHE","QC","CA","Québec hors Conseil d'agglomération"
"393838","GROUPE ACCESS",,"1169012052","*Société par actions/Corporations/Compagnie","12","0","N","N","N","N","N","Côte-des-Neiges–Notre-Dame-de-Grâce","MONTREAL","QC","CA","Place d'affaires à Montréal"
"394389","9633588 CANADA INC.","SYMPHONY BUS INTERNATIONAL","1171628135","*Société par actions/Corporations/Compagnie","1","0","N","N","N","N","N",,"BROSSARD","QC","CA","Québec hors Conseil d'agglomération"
"393916","JUSTIN ITOKO"," ","2271467286","*Entreprise individuelle / Travailleur autonome","2","2","N","O","N","N","O","Côte-des-Neiges–Notre-Dame-de-Grâce","MONTREAL","QC","CA","Place d'affaires à Montréal"
"393896","MARIAN SNOW",,,"*Entreprise individuelle / Travailleur autonome","0","0","N","N","N","N","N",,"KAHNAWAKE","QC","CA","Québec hors Conseil d'agglomération"
"397658","ANDREANNE GODIN",,,"*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"396081","JARDINS ZEILLINGER","9116-8799 QUEBEC INC","1160817319","*Société par actions/Corporations/Compagnie","42",,"N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"396513","ANN KARINE BOURDEAU LEDUC",,"0000000NA","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"400441","GATOR CANADA","9149-0847 QUEBEC INC","1162622139","*Société par actions/Corporations/Compagnie","18","0","N","N","N","N","N",,"SHERBROOKE","QC","CA","Québec hors Conseil d'agglomération"
"398686","IMPORTEL INC."," ","1141838749","*Société par actions/Corporations/Compagnie","6","0","O","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"399179","RICHTER GROUPE CONSEIL INC."," ","1143467364","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"401694","G.D.G. ENVIRONNEMENT LTEE"," ","1172359391","*Société par actions/Corporations/Compagnie","40","5","O","O","N","N","N",,"TROIS-RIVIERES","QC","CA","Québec hors Conseil d'agglomération"
"400860","9129-2201 QUEBEC INC.","TRAVAUX ROUTIERS METROPOLE","1161495636","*Société par actions/Corporations/Compagnie","10","0","N","N","N","N","N",,"BLAINVILLE","QC","CA","Québec hors Conseil d'agglomération"
"405002","GROUPE PREVENTEX SECURITE INC.",,"1169465862","*Société par actions/Corporations/Compagnie","4","4","N","N","N","N","N",,"L'ASSOMPTION","QC","CA","Québec hors Conseil d'agglomération"
"108042","CONSTRUCTION MACHINERY CO. CANADA LTD",,"000000NON","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"KITCHENER","ON","CA","Canada mais hors Québec"
"406551","FINELINE BAR-CODE TECHNOLOGIES INC.",,"1171612360","*Société par actions/Corporations/Compagnie","10","10","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"406899","9314-8567 QUEBEC INC.",,"1170589841","*Société par actions/Corporations/Compagnie","120","22","N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"277729","CATHERINE LEBLOND",,"0000000NA","*Entreprise individuelle / Travailleur autonome",,,"N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"405747","9132-4137 QUEBEC INC. - VITRO PLUS",,"1161675047","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"406644","LES REVETEMENTS ISOLEX INC.",,"1163496889","*Société par actions/Corporations/Compagnie","15","15","N","N","N","N","N",,"NOTRE-DAME-DE-L'ÎLE-PERROT","QC","CA","Québec hors Conseil d'agglomération"
"406647","PURLIFT INC.",,"1168311034","*Société par actions/Corporations/Compagnie","11","11","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"408345","YVES BERGERON.",,"000000NON","*Entreprise individuelle / Travailleur autonome","5","5","N","O","N","N","N",,"AUSTIN","QC","CA","Québec hors Conseil d'agglomération"
"407718","9163-8478 QUEBEC INC.",,"1163408439","*Société par actions/Corporations/Compagnie","10","10","N","N","N","N","N",,"LE GARDEUR","QC","CA","Québec hors Conseil d'agglomération"
"413122","FRANCOIS LEFEBVRE.",,"2274501164","*Entreprise individuelle / Travailleur autonome","1",,"N","N","N","N","N",,"LONGUEUIL","QC","CA","Québec hors Conseil d'agglomération"
"413669","J.P. LEMIEUX ET FILS SOUDURE S.E.N.C.",,"3344270502","*Société en nom collectif","4","4","N","N","N","N","N","Montréal-Nord","MONTREAL","QC","CA","Place d'affaires à Montréal"
"413709","ENTREPRISE PRO K","STEVE KISPAL","2269230407","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N",,"DEUX MONTAGNES","QC","CA","Québec hors Conseil d'agglomération"
"413363","HYDRAULIQUES RNP 2016 INC.",,"1171762736","*Société par actions/Corporations/Compagnie","20","20","N","N","N","N","N",,"LONGEUIL","QC","CA","Québec hors Conseil d'agglomération"
"416139","BRIDGESTONE CANADA INC.",,"1144659241","*Société par actions/Corporations/Compagnie","400","5","N","N","N","N","N","Montréal-Nord","MONTREAL-NORD","QC","CA","Place d'affaires à Montréal"
"115074","INVENTEX INC","INVENTEX DISTRIBUTIONS INC","1142000356","*Société par actions/Corporations/Compagnie","40","20","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"116467","SIAL","POTERIE STE-CATHERINE INC.","1142011312","*Société par actions/Corporations/Compagnie","20",,"N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"414809","BOIS PUBLIC",,"1172128341","*Organisme à  but non lucratif","6","5","O","N","N","N","O","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115276","LES INDUSTRIES POLY INC."," ","1143643402","*Société par actions/Corporations/Compagnie","15","15","O","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"121127","EQUIPEMENT DE REHABILITATION ENVIRONNEMENTAL",,"1148305494","*Société par actions/Corporations/Compagnie","22","22","N","N","N","N","N","Saint-Léonard","MONTREAL","QC","CA","Place d'affaires à Montréal"
"147698","S.E. CONCEPT INC",,"1146418059","*Société par actions/Corporations/Compagnie","8","8","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"416620","INTOUCH INSIGHT INC.",,,"*Société par actions/Corporations/Compagnie","90","45","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"115221","BETONS CENTRIFUGES DIVISION DE LA CIE MELOCHE INC. (LES)",,"1143725696","*Société par actions/Corporations/Compagnie","20",,"N","N","N","N","N",,"KIRKLAND","QC","CA","Conseil d'agglomération hors Montréal"
"268694","MACHINERIE C. & H. INC.",,"1166173493","*Société par actions/Corporations/Compagnie","100",,"N","N","N","N","N",,"STE-MARTINE","QC","CA","Québec hors Conseil d'agglomération"
"417237","GRANDIR SANS FRONTIERES",,"1166188392","*Organisme à  but non lucratif","20","20","N","N","O","N","O","Verdun","MONTREAL","QC","CA","Place d'affaires à Montréal"
"418452","NUSPACE MOBILIER INC",,"1162022660","*Société par actions/Corporations/Compagnie","6","6","O","O","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"9167","PRODUITS CHIMIQUES ACP INC.",,"1144303568","*Société par actions/Corporations/Compagnie","30","3","N","N","N","N","N","Saint-Léonard","MONTREAL","QC","CA","Place d'affaires à Montréal"
"186609","NOUS LES ARTS",,"2261446738","*Entreprise individuelle / Travailleur autonome",,,"N","N","N","N","N",,"STE-MARTHE-SUR-LE-LAC","QC","CA","Québec hors Conseil d'agglomération"
"418686","PRODUCTIONS FORET NOIRE",,"3369369809","*Société en nom collectif","6","6","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"420986","CATHERINE CHAUMONT",,"000000NON","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"419614","9346-5003 QUEBEC INC.",,"1172101868","*Société par actions/Corporations/Compagnie","3",,"O","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"420535","BOUCHARD LEVEILLE CONSTRUCTION INC.",,"1171114920","*Société par actions/Corporations/Compagnie","2",,"N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"419433","MARINA THIBEAULT",,,"*Entreprise individuelle / Travailleur autonome","0","0","N","N","N","N","N","Outremont","MONTREAL","QC","CA","Place d'affaires à Montréal"
"420312","SECTUS TECHNOLOGIES INC",,"1167824201","*Société par actions/Corporations/Compagnie","17","15","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"421171","PROJET NORD NORD EST",,"1168938232","*Organisme à  but non lucratif","1","1","N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"421388","DIESE INTERCOM INC.",,"1162166293","*Société par actions/Corporations/Compagnie","7","7","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"421833","DEMENAGEMENT TRANSAT INC.",,"1165004517","*Société par actions/Corporations/Compagnie","8",,"N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"422399","LEXISNEXIS SOLUTIONS INC.",,,"*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"ALPHARETTE","GA","US","Étranger hors Canada"
"422164","JON LACHLAN STEWART",,"000000NON","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"425329","9321-7404 QUEBEC INC.",,"1170916184","*Société par actions/Corporations/Compagnie","14","14","N","N","N","N","N",,"MONT-ROYAL","QC","CA","Conseil d'agglomération hors Montréal"
"134887","DEVELOPPEMENT CAMIRAND INC.",,"1144208684","*Société par actions/Corporations/Compagnie","4","4","N","N","N","N","N","Mercier–Hochelaga-Maisonneuve","MONTREAL","QC","CA","Place d'affaires à Montréal"
"274490","IMPRIMERIE MAXIME INC.",,"1165609489","*Société par actions/Corporations/Compagnie","20","20","N","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"423943","PRODUCTIONS BALUCHON MAGIQUES S.E.N.C.",,"3378824232","*Entreprise individuelle / Travailleur autonome","4","4","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"426192","GOURMET SAUVAGE INC.",,"1141243833","*Société par actions/Corporations/Compagnie","3",,"N","N","N","N","N",,"MONT-BLANC","QC","CA","Québec hors Conseil d'agglomération"
"427838","9331-0084 QUEBEC INC",,"1171337257","*Société par actions/Corporations/Compagnie","10","10","N","N","N","N","N","Saint-Léonard","MONTREAL","QC","CA","Place d'affaires à Montréal"
"425783","ISLAND BAGPIPE",,"000000NON","*Entreprise individuelle / Travailleur autonome","2",,"N","N","N","N","O",,"ROCKY VIEW COUNTY","AB","CA","Canada mais hors Québec"
