num-civique-de,num-civique-a,nom-rue,secteur,matricule,statut-juridique,num-cadastre,typologie-architecturale,pluram-1981-num-fiche,en-ou-vers,annee-construction,evaluation-patrimoniale,batiment-disparu,atiments-secondaires-interet,inclure-dans-inventaire,commentaires,identifiant,lien-photos,photo-utilisee 
"054","054 B","Pacifique (avenue du)","Laval-des-Rapides","8845-86-2910-7-000-0000","Sans statut","1404071","maison traditionnelle québécoise","15","vers","1925","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PACI_0054","https://donnees.laval.ca/jeux/ppa/PACI_0054/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PACI_0054_02_01.jpg"
"057",,"Pacifique (avenue du)","Laval-des-Rapides","8845-86-6330-4-000-0000","Sans statut","1404074","cottage vernaculaire américain","59","vers","1944","Faible",,,,"Peu d'éléments d'intérêt.","PACI_0057","https://donnees.laval.ca/jeux/ppa/PACI_0057/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PACI_0057_08_01.jpg"
"058","058 A","Pacifique (avenue du)","Laval-des-Rapides","8845-86-1925-6-000-0000","Sans statut","1404069","maison Boomtown","51","vers","1925","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PACI_0058","https://donnees.laval.ca/jeux/ppa/PACI_0058/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PACI_0058_02_01.jpg"
"059",,"Pacifique (avenue du)","Laval-des-Rapides","8845-86-4360-3-000-0000","Sans statut","1404073","Arts & Crafts","61","vers","1900","Bonne",,,"Inclure inventaire","Maison revêtue de bardeau de cèdre qui a conservé quelques éléments d'ornementation, comme ses chambranles et planches cornières. ","PACI_0059","https://donnees.laval.ca/jeux/ppa/PACI_0059/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PACI_0059_08_01.jpg"
"064",,"Pacifique (avenue du)","Laval-des-Rapides","8845-86-0465-4-000","Sans statut","1404067 
","cottage vernaculaire américain","49","vers","1953","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PACI_0064","https://donnees.laval.ca/jeux/ppa/PACI_0064/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PACI_0064_02_01.jpg"
"065",,"Pacifique (avenue du)","Laval-des-Rapides","8845-86-2290-4-000-0000","Sans statut","3138659","maison cubique (1 étage)","49","vers","1940","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PACI_0065","https://donnees.laval.ca/jeux/ppa/PACI_0065/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PACI_0065_08_01.jpg"
"087",,"Pacifique (avenue du)","Laval-des-Rapides","8845-78-3915-2-000-0000","Sans statut","1403995","cottage vernaculaire américain","78","vers","1925","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PACI_0087","https://donnees.laval.ca/jeux/ppa/PACI_0087/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PACI_0087_02_01.jpg"
"089",,"Pacifique (avenue du)","Laval-des-Rapides","8845-78-3030-0-000-0000","Sans statut","1403994","cottage vernaculaire américain","78","vers","1940","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PACI_0089","https://donnees.laval.ca/jeux/ppa/PACI_0089/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PACI_0089_08_01.jpg"
"104",,"Pacifique (avenue du)","Laval-des-Rapides","8845-68-4290-0-000-0000","Sans statut","1403879","cottage vernaculaire américain","61","vers","1948","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PACI_0104","https://donnees.laval.ca/jeux/ppa/PACI_0104/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PACI_0104_01_01.jpg"
"120",,"Pacifique (avenue du)","Laval-des-Rapides","8845-59-9960-2-000","Sans statut","1403799 ","cottage vernaculaire américain","78","vers","1945","Faible",,,,"La maison a subi plusieurs altérations et ne possède plus d'éléments traditionnels d'origine.","PACI_0120","https://donnees.laval.ca/jeux/ppa/PACI_0120/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PACI_0120_08_01.jpg"
"124",,"Pacifique (avenue du)","Laval-des-Rapides","8845-59-8770-6-000","Sans statut","1403797 ","cottage vernaculaire américain","78","vers","1951","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PACI_0124","https://donnees.laval.ca/jeux/ppa/PACI_0124/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PACI_0124_08_01.jpg"
"126",,"Pacifique (avenue du)","Laval-des-Rapides","8845-59-7880-4-000-0000","Sans statut","1403794","bungalow","62","vers","1947","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PACI_0126","https://donnees.laval.ca/jeux/ppa/PACI_0126/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PACI_0126_08_01.jpg"
"129","129 A","Pacifique (avenue du)","Laval-des-Rapides","8846-60-0905-2-000-0000","Sans statut","1404964","maison à toit plat / plex","74","vers","1950","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PACI_0129","https://donnees.laval.ca/jeux/ppa/PACI_0129/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PACI_0129_08_01.jpg"
"132",,"Pacifique (avenue du)","Laval-des-Rapides","8846-50-5615-3-000-0000","Sans statut","1404862","cottage vernaculaire américain","62","vers","1948","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PACI_0132","https://donnees.laval.ca/jeux/ppa/PACI_0132/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PACI_0132_02_01.jpg"
"009",,"Parc (avenue du)","Laval-des-Rapides","8845-93-7340-8-000-0000","Sans statut","1404129","cottage vernaculaire américain","60","vers","1922","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PARC_0009","https://donnees.laval.ca/jeux/ppa/PARC_0009/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0009_08_01.jpg"
"013",,"Parc (avenue du)","Laval-des-Rapides","8845-93-6360-7-000-0000","Sans statut","1404128","maison Boomtown","51","vers","1938","Bonne",,,"Inclure inventaire","Évolution harmonieuse malgré que plusieurs éléments ont été remplacés.

","PARC_0013","https://donnees.laval.ca/jeux/ppa/PARC_0013/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0013_08_01.jpg"
"025",,"Parc (avenue du)","Laval-des-Rapides","8845-93-5175-0-000-0000","Sans statut","1404127","Arts & Crafts","28","vers","1925","Supérieure",,"BS Intérêt","Inclure inventaire","La maison conserve la majorité de ses composantes d'origine, dont la brique, son toit et l'auvent de galerie recouverts de tôle traditionnelle, ses fenêtres. Bien entretenu.
","PARC_0025","https://donnees.laval.ca/jeux/ppa/PARC_0025/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0025_08_01.jpg"
"026",,"Parc (avenue du)","Laval-des-Rapides","8845-83-9580-8-000-0000","Sans statut","1404039","cottage vernaculaire américain","49","vers","1919","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PARC_0026","https://donnees.laval.ca/jeux/ppa/PARC_0026/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0026_08_01.jpg"
"028","030","Parc (avenue du)","Laval-des-Rapides","8845-83-8690-6-000-0000","Sans statut","1404037","maison à toit plat / plex","82","vers","1948","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PARC_0028","https://donnees.laval.ca/jeux/ppa/PARC_0028/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0028_08_01.jpg"
"038","040","Parc (avenue du)","Laval-des-Rapides","8845-84-6720-1-000-0000","Sans statut","1404049","maison Boomtown","54","vers","1915","Bonne",,,"Inclure inventaire","La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, mais évolution plutôt harmonieuse malgré tout.
","PARC_0038","https://donnees.laval.ca/jeux/ppa/PARC_0038/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0038_02_01.jpg"
"044",,"Parc (avenue du)","Laval-des-Rapides","8845-84-5540-4-000-0000","Sans statut","1404048","maison cubique","48","vers","1930","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PARC_0044","https://donnees.laval.ca/jeux/ppa/PARC_0044/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0044_02_01.jpg"
"052","054","Parc (avenue du)","Laval-des-Rapides","8845-84-3470-6-000-0000","Sans statut","1404046","cottage vernaculaire américain","80","vers","1915","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PARC_0052","https://donnees.laval.ca/jeux/ppa/PARC_0052/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0052_08_01.jpg"
"064",,"Parc (avenue du)","Laval-des-Rapides","8845-85-0810-3-000","Sans statut","1404053","cottage vernaculaire américain","28","vers","1958","Faible",,,,"Peu d'éléments d'intérêt.","PARC_0064","https://donnees.laval.ca/jeux/ppa/PARC_0064/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0064_08_01.jpg"
"072",,"Parc (avenue du)","Laval-des-Rapides","8845-75-9525-9-000-0000","Sans statut","2955411","cottage vernaculaire américain","61","vers","1935","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PARC_0072","https://donnees.laval.ca/jeux/ppa/PARC_0072/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0072_02_01.jpg"
"073",,"Parc (avenue du)","Laval-des-Rapides","8845-85-2760-8-000-0000","Sans statut","1404055","cottage vernaculaire américain","30","vers","1927","Bonne",,,"Inclure inventaire","La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, mais évolution plutôt harmonieuse malgré tout.","PARC_0073","https://donnees.laval.ca/jeux/ppa/PARC_0073/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0073_08_01.jpg"
"115","115 A","Parc (avenue du)","Laval-des-Rapides","8845-76-4480-0-000-0000","Sans statut","3067193","maison Boomtown","51","vers","1940","Faible",,,,"Modifications généralisées. ","PARC_0115","https://donnees.laval.ca/jeux/ppa/PARC_0115/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0115_02_02.jpg"
"123",,"Parc (avenue du)","Laval-des-Rapides","8845-77-1525-3-000-0000","Sans statut","1403981","cottage vernaculaire américain","78","vers","1912","Faible",,,,"Modifications généralisées. ","PARC_0123","https://donnees.laval.ca/jeux/ppa/PARC_0123/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0123_02_01.jpg"
"125",,"Parc (avenue du)","Laval-des-Rapides","8845-77-0835-7-000-0000","Sans statut","1403979","maison Boomtown (shoe box)","73","vers","1915","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PARC_0125","https://donnees.laval.ca/jeux/ppa/PARC_0125/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0125_08_01.jpg"
"149","149 A","Parc (avenue du)","Laval-des-Rapides","8845-67-8075-3-000-0000","Sans statut","3403327","cottage vernaculaire américain","78","vers","1905","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PARC_0149","https://donnees.laval.ca/jeux/ppa/PARC_0149/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0149_02_01.jpg"
"168","174","Parc (avenue du)","Laval-des-Rapides","8845-58-9030-6-000-0000","Sans statut","4048443","maison à toit plat / plex","57","vers","1880","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","PARC_0170","https://donnees.laval.ca/jeux/ppa/PARC_0170/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0170_02_01.jpg"
"184",,"Parc (avenue du)","Laval-des-Rapides","8845-58-7350-0-000-0000","Sans statut","1403778","maison Boomtown","51","vers","1915","Faible",,,,"Bâtiment modifié et agrandi.","PARC_0184","https://donnees.laval.ca/jeux/ppa/PARC_0184/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0184_08_01.jpg"
"208",,"Parc (avenue du)","Laval-des-Rapides","8845-59-1145-8-000-0000","Sans statut","1403784","cottage vernaculaire américain","78","vers","1910","Faible",,,,"Peu d'éléments d'intérêt.","PARC_0208","https://donnees.laval.ca/jeux/ppa/PARC_0208/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PARC_0208_08_01.jpg"
"0097",,"Patriotes (rue des)","Sainte-Rose","8254-50-3080-9-000-0000","Sans statut","1269305","cottage vernaculaire américain","64","vers","1942","Moyenne",,,,"Revêtement de bardeau de cèdre. Évolution harmonieuse malgré le remplacement de plusieurs composantes comme les portes et fenêtres.
","PATR_0097","https://donnees.laval.ca/jeux/ppa/PATR_0097/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0097_08_01.JPG"
"0153",,"Patriotes (rue des)","Sainte-Rose","8253-59-9195-2-000-0000","Sans statut","1269473","cottage vernaculaire américain","61","vers","1933","Faible",,,,"Transformations irréversibles généralisées. 
","PATR_0153","https://donnees.laval.ca/jeux/ppa/PATR_0153/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0153_02_01.JPG"
"0165",,"Patriotes (rue des)","Sainte-Rose","8253-69-0580-3-000-0000","Sans statut","1269471","cottage vernaculaire américain","59","vers","1940","Faible",,,,"Transformations irréversibles généralisées. ","PATR_0165","https://donnees.laval.ca/jeux/ppa/PATR_0165/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0165_02_01.JPG"
"0177",,"Patriotes (rue des)","Sainte-Rose","8253-69-2155-2-000-0000","Sans statut","1269469","cottage vernaculaire américain","62","vers","1940","Faible",,,,"Transformations irréversibles généralisées. ","PATR_0177","https://donnees.laval.ca/jeux/ppa/PATR_0177/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0177_02_01.JPG"
"0224",,"Patriotes (rue des)","Sainte-Rose","8253-69-6910-6-000-0000","Sans statut","1269093","cottage vernaculaire américain","63","vers","1940","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. 
","PATR_0224","https://donnees.laval.ca/jeux/ppa/PATR_0224/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0224_02_03.JPG"
"0755",,"Patriotes (rue des)","Sainte-Rose","8253-62-1155-8-001-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1097613","maison Boomtown","51",,,"Supérieure",,,"Inclure inventaire","La maison est loin du chemin, près de la rivière. Elle aurait le même matricule que le 765-775, rue des Patriotes.  La maison a conservé la majorité des ses composantes traditionnelles d'origine (revêtement en bois, portes et fenêtres en bois, ornementation, galerie).","PATR_0755","https://donnees.laval.ca/jeux/ppa/PATR_0755/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0755_08_02.jpg"
"0765","0775","Patriotes (rue des)","Sainte-Rose","8253-62-1155-8-001-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1097613","maison d'esprit français","10","vers","1740","Supérieure",,,"Inclure inventaire","Ancienne résidence Desjardins. Maison jumelée en pierre, éloignée du chemin, qui a conservé la majorité de ses composantes traditionnelles d'origine. Probablement la plus ancienne maison de Sainte-Rose d'après la brochure Le Vieux-Sainte-Rose (histoire de raconter).","PATR_0765","https://donnees.laval.ca/jeux/ppa/PATR_0765/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0765_02_01.JPG"
"0770",,"Patriotes (rue des)","Sainte-Rose","8253-62-7510-8-000-0000","Sans statut","1268520","maison Boomtown (shoe box)","73","vers","1935","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. 
","PATR_0770","https://donnees.laval.ca/jeux/ppa/PATR_0770/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0770_02_01.JPG"
"0795",,"Patriotes (rue des)","Sainte-Rose","8253-61-3875-1-000-0000","Sans statut","1097612","cottage vernaculaire américain","63","vers","1890","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. La partie de gauche est un agrandissement récent.
","PATR_0795","https://donnees.laval.ca/jeux/ppa/PATR_0795/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0795_08_03.JPG"
"0830","0850","Patriotes (rue des)","Sainte-Rose","8253-61-7025-9-000-0000","Sans statut","1268462","maison Boomtown","51","vers","1930","Faible",,,,"Transformations irréversibles généralisées. 

","PATR_0840","https://donnees.laval.ca/jeux/ppa/PATR_0840/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0840_02_01.JPG"
"0869",,"Patriotes (rue des)","Sainte-Rose","8253-60-3590-8-000-0000","Sans statut","1097630","éclectisme victorien","42","vers","1900","Bonne",,,"Inclure inventaire","La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. La typologie est rare dans le quartier et la maison possède un bon potentiel de mise en valeur.
","PATR_0869","https://donnees.laval.ca/jeux/ppa/PATR_0869/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0869_07_01.JPG"
"0870","0880","Patriotes (rue des)","Sainte-Rose","8253-61-7205-7-000-0000","Sans statut","1268463","maison traditionnelle québécoise","8","vers","1850","Faible",,,,"Transformations irréversibles généralisées. 

","PATR_0870","https://donnees.laval.ca/jeux/ppa/PATR_0870/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0870_02_01.JPG"
"0890","0892","Patriotes (rue des)","Sainte-Rose","8253-60-7585-4-000-0000","Sans statut","1268464","maison Boomtown","51","vers","1938","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. 
","PATR_0890","https://donnees.laval.ca/jeux/ppa/PATR_0890/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0890_02_01.JPG"
"0899",,"Patriotes (rue des)","Sainte-Rose","8253-60-4065-0-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1097627","maison traditionnelle québécoise","23","vers","1926","Moyenne",,,"Inclure inventaire","La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. 
","PATR_0899","https://donnees.laval.ca/jeux/ppa/PATR_0899/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0899_02_01.JPG"
"0909",,"Patriotes (rue des)","Sainte-Rose","8253-60-4445-4-000-0000","Sans statut","1097616","maison traditionnelle québécoise","24","vers","1898","Faible",,,,"Transformations irréversibles généralisées. 
","PATR_0909","https://donnees.laval.ca/jeux/ppa/PATR_0909/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0909_02_01.JPG"
"0910",,"Patriotes (rue des)","Sainte-Rose","8253-60-8050-8-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1268465","maison Boomtown (fausse mansarde)","43","vers","1914","Bonne",,,"Inclure inventaire","La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf l'auvent en tôle traditionnelle. Évolution harmonieuse malgré tout.
","PATR_0910","https://donnees.laval.ca/jeux/ppa/PATR_0910/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0910_02_01.JPG"
"0919",,"Patriotes (rue des)","Sainte-Rose","8253-60-4910-7-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1097640","maison traditionnelle québécoise","24","vers","1868","Bonne",,,"Inclure inventaire","Évolution harmonieuse malgré plusieurs modifications, notamment à la lucarne et aux fenêtres.
","PATR_0919","https://donnees.laval.ca/jeux/ppa/PATR_0919/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0919_02_01.JPG"
"0920","0930","Patriotes (rue des)","Sainte-Rose","8253-60-9005-1-000-0000","Sans statut","1268450","maison Boomtown","51","vers","1940","Bonne",,,"Inclure inventaire","Plusieurs modifications apportées mais conservation de plusieurs composantes décoratives comme la corniche, les aisseliers et les garde-corps des galeries.","PATR_0920","https://donnees.laval.ca/jeux/ppa/PATR_0920/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0920_02_01.JPG"
"0940",,"Patriotes (rue des)","Sainte-Rose","8252-69-9295-1-000-0000","Sans statut","1268449","cottage vernaculaire américain","61","vers","1950","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf la tôle traditionnelle de la toiture.","PATR_0940","https://donnees.laval.ca/jeux/ppa/PATR_0940/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0940_02_01.JPG"
"0970",,"Patriotes (rue des)","Sainte-Rose","8252-79-0420-3-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1269074","maison d'esprit français","89","vers","1825","Supérieure",,,"Inclure inventaire","Ancienne auberge Tassé. La maison possède toutes ses composantes d'origine, sauf le revêtement de toiture. Il est question de cette maison dans la brochure Le Vieux-Sainte-Rose (Historie de raconter).
","PATR_0970","https://donnees.laval.ca/jeux/ppa/PATR_0970/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0970_02_01.JPG"
"0973","0979","Patriotes (rue des)","Sainte-Rose","8252-68-8685-6-000-0000","Sans statut","1097687","cottage vernaculaire américain","28","vers","1900","Faible",,,,"Transformations irréversibles généralisées. 

","PATR_0973","https://donnees.laval.ca/jeux/ppa/PATR_0973/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0973_08_02.JPG"
"0985","0991","Patriotes (rue des)","Sainte-Rose","8252-68-7965-3-000-0000","Sans statut","1097686","maison Boomtown","51","vers","1916","Bonne",,,"Inclure inventaire","La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf sa belle corniche en bois 
","PATR_0985","https://donnees.laval.ca/jeux/ppa/PATR_0985/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_0985_08_01.JPG"
"1000",,"Patriotes (rue des)","Sainte-Rose","8252-77-3970-8-000-0000","Sans statut","1269534","maison à toit plat / plex","74","vers","1940","Bonne",,,"Inclure inventaire","Est sur le même propriété que le 142-146B, boulevard Sainte-Rose. Bâtiment revêtu de brique. La porte et la vitrine en bois  du rez-de-chaussée sont des composantes originales.","PATR_1010","https://donnees.laval.ca/jeux/ppa/PATR_1010/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_1010_08_01.JPG"
"1020",,"Patriotes (rue des)","Sainte-Rose","8252-77-5135-6-000-0000","Sans statut","1269536","cottage vernaculaire américain","80","vers","1888","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. Volumétrie bien conservée.
","PATR_1020","https://donnees.laval.ca/jeux/ppa/PATR_1020/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_1020_02_01.JPG"
"1140","1150","Patriotes (rue des)","Sainte-Rose","8252-77-6314-6-000-0000","Sans statut","1268430","maison cubique","46","vers","1928","Bonne",,,"Inclure inventaire","Maison en brique qui a connu une évolution harmonieuse malgré plusieurs modifications.","PATR_1140","https://donnees.laval.ca/jeux/ppa/PATR_1140/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_1120_08_01.JPG"
"1125",,"Patriotes (rue des)","Sainte-Rose","8252-77-1515-3-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1100115","maison traditionnelle québécoise","23","vers","1920","Moyenne",,"BS Intérêt","Inclure inventaire","La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. 

","PATR_1125","https://donnees.laval.ca/jeux/ppa/PATR_1125/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_1125_02_01.JPG"
"1145",,"Patriotes (rue des)","Sainte-Rose","8252-76-1795-3-000-0000","Sans statut","1100116","maison traditionnelle québécoise","15","vers","1900","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. 
","PATR_1145","https://donnees.laval.ca/jeux/ppa/PATR_1145/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_1145_02_01.JPG"
"1158",,"Patriotes (rue des)","Sainte-Rose","8252-76-6095-3-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1268431","maison à mansarde / Second Empire","38","vers","1893","Bonne",,,"Inclure inventaire","La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf certains éléments de la corniche.","PATR_1158","https://donnees.laval.ca/jeux/ppa/PATR_1158/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_1158_02_01.JPG"
"1165",,"Patriotes (rue des)","Sainte-Rose","8252-76-2180-7-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1100101","maison traditionnelle québécoise","15","vers","1896","Bonne",,,"Inclure inventaire","La maison a conservé plusieurs éléments traditionnels, sauf le revêtement de la toiture.","PATR_1165","https://donnees.laval.ca/jeux/ppa/PATR_1165/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_1165_02_01.JPG"
"1180","1200","Patriotes (rue des)","Sainte-Rose","8252-76-6375-9-000-0000","Sans statut","1268436","maison cubique","46","vers","1945","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. ","PATR_1180","https://donnees.laval.ca/jeux/ppa/PATR_1180/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_1180_08_01.JPG"
"1185",,"Patriotes (rue des)","Sainte-Rose","8252-76-2460-3-000-0000","Sans statut","1100119","cottage vernaculaire américain","15","vers","1920","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. 
","PATR_1185","https://donnees.laval.ca/jeux/ppa/PATR_1185/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_1185_02_01.JPG"
"1225",,"Patriotes (rue des)","Sainte-Rose","8252-76-2730-9-000-0000","Sans statut","1100097","maison traditionnelle québécoise","83","vers","1906","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. 

","PATR_1225","https://donnees.laval.ca/jeux/ppa/PATR_1225/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_1225_02_01.JPG"
"1220","1240","Patriotes (rue des)","Sainte-Rose","8252-76-6255-3-000-0000","Sans statut","1268432","maison Boomtown","53","vers","1905","Bonne",,,"Inclure inventaire","Bâtiment en brique dont les portes et les fenêtres ont été remplacées. 
","PATR_1240","https://donnees.laval.ca/jeux/ppa/PATR_1240/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_PATR_1240_02_01.JPG"
