NOM DE L'ORGANISME,RÉPARTITION,SERVICE,DIRECTION,NUMÉRO DE DOSSIER,OBJET,NUMÉRO DÉCISION,DATE SIGNATURE,CONTRIBUTION MONÉTAIRE,ÉCART VERSUS VALEUR MARCHANDE DU LOYER,SOUTIEN TECHIQUE,VALEUR TOTALE
CLINIQUE DROITS DEVANT,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1194970005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 396 833 $ AUX 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2019, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEMBLE POUR L'INCLUSION SOCIALE », DANS LE CADRE DE LA RECONDUCTION DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2023) ET DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE / APPROUVER LES 14 PROJETS DE CONVENTION À CET EFFET",CE19 0795,2019-05-10,60000,n/a,n/a,60000
LE GROUPE COMMUNAUTAIRE L'ITINÉRAIRE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1194970005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 396 833 $ AUX 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2019, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEMBLE POUR L'INCLUSION SOCIALE », DANS LE CADRE DE LA RECONDUCTION DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2023) ET DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE / APPROUVER LES 14 PROJETS DE CONVENTION À CET EFFET",CE19 0795,2019-05-10,12000,n/a,n/a,12000
DÎNERS ST-LOUIS,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1194970005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 396 833 $ AUX 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2019, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEMBLE POUR L'INCLUSION SOCIALE », DANS LE CADRE DE LA RECONDUCTION DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2023) ET DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE / APPROUVER LES 14 PROJETS DE CONVENTION À CET EFFET",CE19 0795,2019-05-10,25000,n/a,n/a,25000
SENTIER URBAIN,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1194970005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 396 833 $ AUX 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2019, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEMBLE POUR L'INCLUSION SOCIALE », DANS LE CADRE DE LA RECONDUCTION DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2023) ET DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE / APPROUVER LES 14 PROJETS DE CONVENTION À CET EFFET",CE19 0795,2019-05-10,20000,n/a,n/a,20000
SOCIÉTÉ DE DÉVELOPPEMENT SOCIAL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1194970005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 396 833 $ AUX 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2019, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEMBLE POUR L'INCLUSION SOCIALE », DANS LE CADRE DE LA RECONDUCTION DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2023) ET DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE / APPROUVER LES 14 PROJETS DE CONVENTION À CET EFFET",CE19 0795,2019-05-10,58100,n/a,n/a,58100
CIRQUE HORS PISTE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1194970005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 396 833 $ AUX 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2019, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEMBLE POUR L'INCLUSION SOCIALE », DANS LE CADRE DE LA RECONDUCTION DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2023) ET DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE / APPROUVER LES 14 PROJETS DE CONVENTION À CET EFFET",CE19 0795,2019-05-10,5000,n/a,n/a,5000
GROUPE INFORMATION TRAVAIL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1194970005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 396 833 $ AUX 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2019, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEMBLE POUR L'INCLUSION SOCIALE », DANS LE CADRE DE LA RECONDUCTION DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2023) ET DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE / APPROUVER LES 14 PROJETS DE CONVENTION À CET EFFET",CE19 0795,2019-05-10,22000,n/a,n/a,22000
CENTRE DE JUSTICE DES PREMIERS PEUPLES DE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1194970005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 396 833 $ AUX 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2019, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEMBLE POUR L'INCLUSION SOCIALE », DANS LE CADRE DE LA RECONDUCTION DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2023) ET DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE / APPROUVER LES 14 PROJETS DE CONVENTION À CET EFFET",CE19 0795,2019-05-10,30000,n/a,n/a,30000
MISSIONS EXEKO,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1194970005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 396 833 $ AUX 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2019, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEMBLE POUR L'INCLUSION SOCIALE », DANS LE CADRE DE LA RECONDUCTION DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2023) ET DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE / APPROUVER LES 14 PROJETS DE CONVENTION À CET EFFET",CE19 0795,2019-05-10,21000,n/a,n/a,21000
LE GROUPE COMMUNAUTAIRE L'ITINÉRAIRE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1194970005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 396 833 $ AUX 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2019, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEMBLE POUR L'INCLUSION SOCIALE », DANS LE CADRE DE LA RECONDUCTION DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2023) ET DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE / APPROUVER LES 14 PROJETS DE CONVENTION À CET EFFET",CE19 0795,2019-05-10,30000,n/a,n/a,30000
"LES VALORISTES, COOPÉRATIVE DE SOLIDARITÉ",100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1194970005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 396 833 $ AUX 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2019, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEMBLE POUR L'INCLUSION SOCIALE », DANS LE CADRE DE LA RECONDUCTION DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2023) ET DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE / APPROUVER LES 14 PROJETS DE CONVENTION À CET EFFET",CE19 0795,2019-05-10,7500,n/a,n/a,7500
LE RÉSEAU D'AIDE AUX PERSONNES SEULES ET ITINÉRANTES DE MONTRÉAL INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DE L'INCLUSION SOCIALE,DIRECTION,1194970005,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 396 833 $ AUX 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2019, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D’EUX, POUR LA RÉALISATION DE PROJETS EN ITINÉRANCE DE L'AXE 4 « AGIR ENSEMBLE POUR L'INCLUSION SOCIALE », DANS LE CADRE DE LA RECONDUCTION DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES - ALLIANCES POUR LA SOLIDARITÉ (VILLE-MTESS 2018-2023) ET DU BUDGET DU SERVICE DE LA DIVERSITÉ ET DE L'INCLUSION SOCIALE / APPROUVER LES 14 PROJETS DE CONVENTION À CET EFFET",CE19 0795,2019-05-10,50000,n/a,n/a,50000
MU (PROJET DE VERDUN),100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,49000,n/a,n/a,49000
MU (PROJET DU PLATEAU),100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,33000,n/a,n/a,33000
MU (PROJET DE VILLERAY–SAINT-MICHEL–PARC-EXTENSION),100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,29600,n/a,n/a,29600
MU (PROJET DU SUD-OUEST),100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,25000,n/a,n/a,25000
KOLAB (PROJET DE SAINT-LAURENT),100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,22940,n/a,n/a,22940
KOLAB (PROJET DE VERDUN),100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,19452,n/a,n/a,19452
KOLAB (PROJET DU SUD-OUEST),100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,18100,n/a,n/a,18100
PRÉVENTION DU CRIME AHUNTSIC-CARTIERVILLE,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,23878,n/a,n/a,23878
PRÉVENTION CÔTE-DES-NEIGES–NOTRE-DAME-DE-GRÂCE,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,10000,n/a,n/a,10000
CONSEIL COMMUNAUTAIRE NOTRE-DAME-DE-GRÂCE,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,10000,n/a,n/a,10000
MAISON DES JEUNES L'ESCALIER DE LACHINE,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,28940,n/a,n/a,28940
LTQHM (LA TABLE DE QUARTIER HOCHELAGA-MAISONNEUVE),100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,16540,n/a,n/a,16540
ART PUBLIC A.G.C.,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,20000,n/a,n/a,20000
MONSIEUR SCANDALEUX,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,10340,n/a,n/a,10340
SAESEM - ÉCO-QUARTIER PETER-MCGILL,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,17510,n/a,n/a,17510
L'ITINÉRAIRE,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,12895,n/a,n/a,12895
SOCIÉTÉ ÉCOCITOYENNE DE MONTRÉAL,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1197286001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT POUR LA RÉALISATION DE MURALES DANS LE CADRE DU PROGRAMME D'ART MURAL - VOLET 2, TOTALISANT LA SOMME DE 362 960$, AUX ORGANISMES CI-APRÈS DÉSIGNÉS ET AU MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX. CETTE SOMME PROVIENT DU BUDGET DE FONCTIONNEMENT. / APPROUVER LES PROJETS DE CONVENTION À CET EFFET. / DÉSIGNER MME GUYLAINE BRISSON, DIRECTRICE DU SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS, POUR LES SIGNER POUR ET AU NOM DE LA VILLE DE MONTRÉAL.",CE19 0796,2019-05-10,15765,n/a,n/a,15765
