ï»¿OBJECTID,NUMERO_SCENARIO,LABEL,DIAMETER,START_NODE,STOP_NODE,LENGTH__SCALED_,MATERIAL,ANNEEINSTALLATION,CLASSIFICATIONFONCTIONNELLE,TYPEEGOUT,SECTION_TYPE,RISE,SPAN,PROPRIETAIRE 
4254951,1,ES-07502,250,406-302,406-287,73,Ciment-amiante,1970,Locale,Sanitaire,Circle,0,0,Ville
4254953,1,ES-04672,300,201-151,201-150,72.9,Beton arme,1966,Locale,Sanitaire,Circle,0,0,Ville
4254954,1,ES-20913,225,120-308A,N-599,76.2,Gres,1920,Locale,Combinee,Circle,0,0,Ville
4254955,1,ES-06189,250,204-353,204-364,72.9,Chlorure de polyvinyle,1985,Locale,Sanitaire,Circle,0,0,Ville
4254956,1,ES-34151,250,B-1366,401-545,25.2,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4254957,1,ES-34489,400,ChaVan-032,ChaVan-033,9337.8,PEHD,2015,Refoulement,Refoulement,Circle,0,0,Ville
4254958,1,EP-20554,450,110-311,110-310,69,Beton arme,1996,Locale,Pluviale total,Circle,0,0,Ville
4254959,1,ES-06831,250,204-729,204-730,72.9,Ciment-amiante,1977,Locale,Pseudo-separe,Circle,0,0,Ville
4254960,1,ES-05595,200,301-198,301-197,72.3,Chlorure de polyvinyle,1991,Locale,Sanitaire,Circle,0,0,Ville
4254961,1,ES-06358,300,204-225,204-226,72.9,Beton arme,1976,Locale,Sanitaire,Circle,0,0,Ville
4254962,1,ES-08433,250,601-021,601-022,72.9,Ciment-amiante,1974,Locale,Pseudo-separe,Circle,0,0,Ville
4254963,1,EP-23469,300,202-447,202-445,72.9,Beton arme,1980,Locale,Pluviale total,Circle,0,0,Ville
4254964,1,ES-07191,525,401-521,401-520,72.9,Beton arme,1994,Collecteur,Combinee,Circle,0,0,Ville
4254965,1,ES-05073,250,301-004,301-005,72.7,Ciment-amiante,1987,Locale,Sanitaire,Circle,0,0,Ville
4254966,1,EP-23151,375,204-1502,204-1501,72.9,Beton arme,1978,Locale,Pluviale total,Circle,0,0,Ville
4254967,1,EP-23353,450,204-1382,204-1384,72.9,Beton arme,1966,Locale,Pluviale total,Circle,0,0,Ville
4254968,1,EP-23092,300,204-1093,204-1092,72.9,Beton arme,1985,Locale,Pluviale total,Circle,0,0,Ville
4254969,1,ES-04953,300,202-197,202-201,72.9,Beton arme,1987,Locale,Pseudo-separe,Circle,0,0,Ville
4254970,1,EP-24392,375,501-382,N-310,72.8,Ciment-amiante,1974,Locale,Pluviale total,Circle,0,0,Ville
4254971,1,ES-07697,250,406-215,406-216,72.9,Beton arme,1980,Locale,Sanitaire,Circle,0,0,Ville
4254972,1,EP-21975,600,203-328,203-329,72.8,Beton arme,1992,Collecteur,Pluviale total,Circle,0,0,Ville
4254973,1,ES-03276,250,125-086,125-084,73.2,Ciment-amiante,1977,Locale,Sanitaire,Circle,0,0,Ville
4254974,1,ES-08724,300,602-120,602-101,72.8,Ciment-amiante,1974,Locale,Pseudo-separe,Circle,0,0,Ville
4254975,1,ES-33271,300,402-176,402-164,81.3,Beton arme,2010,Locale,Combinee,Circle,0,0,Ville
4254976,1,EP-22395,300,204-1463,204-1439,72.8,Beton arme,1976,Locale,Pluviale total,Circle,0,0,Ville
4254977,1,EP-25455,450,406-248,406-249,72.8,Beton arme,1980,Locale,Pluviale total,Circle,0,0,Ville
4254978,1,EP-20031,450,201-524,201-523,72.8,Beton arme,2006,Locale,Pluviale total,Circle,0,0,Ville
4254979,1,EP-24881,300,501-406,501-405,73.2,Ciment-amiante,1975,Locale,Pluviale total,Circle,0,0,Ville
4254980,1,ES-04799,250,202-049,202-050,72.8,Chlorure de polyvinyle,1992,Locale,Pseudo-separe,Circle,0,0,Ville
4254981,1,ES-00630,300,119-515A,119-514,72.8,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4254982,1,EP-23681,375,204-1043,204-1044,72.8,Beton arme,1996,Locale,Pluviale total,Circle,0,0,Ville
4254983,1,EP-22987,450,201-429,201-442,72.8,Beton arme,1966,Locale,Pluviale total,Circle,0,0,Ville
4254984,1,ES-06442,200,204-505,204-493,69.8,Beton arme,1960,Locale,Sanitaire,Circle,0,0,Ville
4254985,1,EP-00544,450,125-876,125-836,72.8,Ciment-amiante,1971,Locale,Pluviale total,Circle,0,0,Ville
4254986,1,ES-05021,200,202-334,202-335,72.8,Beton arme,1987,Locale,Sanitaire,Circle,0,0,Ville
4254987,1,EP-25921,450,406-456,406-455,72.8,Beton arme,2000,Locale,Pluviale total,Circle,0,0,Ville
4254988,1,ES-00097,300,110-093,110-150,72.8,Beton arme,1973,Locale,Sanitaire,Circle,0,0,Ville
4254989,1,ES-08919,300,405-202,405-203,75.6,Beton,1960,Locale,Combinee,Circle,0,0,Ville
4254990,1,ES-04607,300,201-108,201-109,72.7,Beton arme,1966,Locale,Sanitaire,Circle,0,0,Ville
4254991,1,ES-06502,200,204-045,204-046,72.7,Chlorure de polyvinyle,1989,Locale,Sanitaire,Circle,0,0,Ville
4254992,1,ES-04970,300,202-252,202-251,81.5,Beton arme,1996,Locale,Sanitaire,Circle,0,0,Ville
4254993,1,ES-05154,200,301-099,301-100,72.7,Chlorure de polyvinyle,1991,Locale,Sanitaire,Circle,0,0,Ville
4254994,1,ES-24465,750,402-143,402-131,72.7,Beton arme,1990,Intercepteur,Sanitaire,Circle,0,0,Ville
4254995,1,EP-36442,150,N-2002,202-813,19.5,PEHD,2020,Drain perfore,Drain,Circle,0,0,Ville
4254996,1,ES-04674,300,201-149,201-148,72.6,Ciment-amiante,1966,Locale,Sanitaire,Circle,0,0,Ville
4254997,1,ES-31192,75,N-865,120-566,610.5,PEHD,2010,Refoulement,Refoulement,Circle,0,0,Ville
4254998,1,EP-24574,450,501-294,501-293,72.7,Beton arme,1980,Locale,Pluviale total,Circle,0,0,Ville
4254999,1,ES-08274,250,405-279,403-063,69,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4255000,1,ES-09943,250,404-411,404-216,72.7,Beton arme,1997,Locale,Sanitaire,Circle,0,0,Ville
4255001,1,ES-08669,400,604-084,604-085,72.7,Ciment-amiante,1974,Locale,Pseudo-separe,Circle,0,0,Ville
4255002,1,ES-09688,600,401-054,401-631,72.6,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4255003,1,ES-04956,300,202-242,202-243,72.7,Chlorure de polyvinyle,1987,Locale,Pseudo-separe,Circle,0,0,Ville
4255004,1,ES-01047,300,124-030,124-031,72.7,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4255005,1,ES-06030,250,204-179,204-180,72.7,Chlorure de polyvinyle,1989,Locale,Sanitaire,Circle,0,0,Ville
4255007,1,ES-04485,300,201-229,201-224,72.7,Beton arme,1975,Locale,Sanitaire,Circle,0,0,Ville
4255008,1,EP-22989,300,201-427,201-428,72.7,Ciment-amiante,1966,Locale,Pluviale total,Circle,0,0,Ville
4255010,1,EP-07783,600,405-616,405-617,73.5,PEHD,2004,Locale,Pluviale total,Circle,0,0,Ville
4255011,1,ES-01989,250,125-787,125-805,72.7,Ciment-amiante,1970,Locale,Sanitaire,Circle,0,0,Ville
4255012,1,ES-06704,250,204-425,204-426,72.7,Ciment-amiante,1971,Locale,Sanitaire,Circle,0,0,Ville
4255013,1,ES-21381,200,125-1045,125-1046,72.6,Chlorure de polyvinyle,2004,Locale,Sanitaire,Circle,0,0,Ville
4255014,1,ES-09282,600,401-447,401-450,72.6,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4255015,1,ES-34417,250,301-1202,301-1201,50.3,Chlorure de polyvinyle,2017,Locale,Sanitaire,Circle,0,0,Ville
4255016,1,EP-01088,750,124-502,124-500B,72.7,Beton arme,1960,Collecteur,Pluviale total,Circle,0,0,Ville
4255017,1,ES-01829,300,110-369,110-021,27.1,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4255018,1,EP-21545,300,301-464,301-463,74.2,PEHD,1996,Locale,Pluviale total,Circle,0,0,Ville
4255019,1,EP-34010,750,201-858,E-829,24.9,Beton arme,2014,Emissaire,Pluviale de rue,Circle,0,0,Ville
4255020,1,ES-02401,250,120-236,120-237,72.7,Beton,1931,Locale,Combinee,Circle,0,0,Ville
4255021,1,ES-06660,200,204-315,204-316,72.6,Chlorure de polyvinyle,1986,Locale,Sanitaire,Circle,0,0,Ville
4255022,1,ES-20032,250,201-525,201-143,72.6,Chlorure de polyvinyle,2006,Locale,Sanitaire,Circle,0,0,Ville
4255023,1,ES-01126,1050,120-709,N-210,72.4,Beton arme,1920,Collecteur,Combinee,Circle,0,0,Ville
4255024,1,ES-33188,200,126-172,126-159,50.7,Chlorure de polyvinyle,2012,Locale,Sanitaire,Circle,0,0,Ville
4255025,1,ES-33745,200,126-208,126-161,12.6,Chlorure de polyvinyle,2016,Locale,Sanitaire,Circle,0,0,Ville
4255026,1,ES-23211,600,401-194,401-197,72.6,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4255027,1,ES-01234,300,125-366,125-368,72.6,Ciment-amiante,1960,Collecteur,Sanitaire,Circle,0,0,Ville
4255028,1,EP-22971,300,201-537,201-536,72.7,Beton arme,1981,Locale,Pluviale total,Circle,0,0,Ville
4255029,1,EP-25010,375,602-145,602-144,72.8,Chlorure de polyvinyle,1988,Locale,Pluviale total,Circle,0,0,Ville
4255030,1,EP-22668,1050,201-366,201-368,72.6,Beton arme,1989,Collecteur,Pluviale total,Circle,0,0,Ville
4255031,1,EP-36324,100,N-1934,43333,59.3,Chlorure de polyvinyle,2020,Locale,Drain,Circle,0,0,Ville
4255032,1,ES-04833,250,202-066,202-068,72.6,Chlorure de polyvinyle,1988,Locale,Pseudo-separe,Circle,0,0,Ville
4255033,1,EP-22159,900,204-869,204-870,72.6,Beton arme,1994,Collecteur,Pluviale total,Circle,0,0,Ville
4255034,1,EP-23569,300,202-484,202-485,72.6,Beton arme,1988,Locale,Pluviale total,Circle,0,0,Ville
4255035,1,ES-23865,200,301-417,301-080,72.6,Chlorure de polyvinyle,2002,Locale,Sanitaire,Circle,0,0,Ville
4255036,1,ES-07786,200,405-542,405-540,72.4,Chlorure de polyvinyle,2003,Locale,Sanitaire,Circle,0,0,Ville
4255037,1,EP-03275,600,125-083,125-085,73,Beton arme,1977,Locale,Pluviale total,Circle,0,0,Ville
4255038,1,ES-06681,250,204-325,204-326,72.6,Ciment-amiante,1981,Locale,Sanitaire,Circle,0,0,Ville
4255039,1,ES-06370,300,204-236,204-237,72.6,Chlorure de polyvinyle,1987,Locale,Sanitaire,Circle,0,0,Ville
4255040,1,ES-00245,250,125-469,125-467,72.6,Ciment-amiante,1970,Locale,Sanitaire,Circle,0,0,Ville
4255041,1,ES-35178,225,N-1517,N-1516,6.2,Gres,1920,Locale,Combinee,Circle,0,0,Ville
4255042,1,ES-33370,200,406-624,406-718,29.4,Chlorure de polyvinyle,2014,Locale,Sanitaire,Circle,0,0,Ville
4255043,1,ES-34706,0,ChaTra-001,Regula-007,10.1,Beton arme,1987,Emissaire,Trop-Plein,Box,1.2,1.2,Ville
4255044,1,ES-06503,250,204-048,204-047,72.6,Chlorure de polyvinyle,1988,Locale,Sanitaire,Circle,0,0,Ville
4255045,1,ES-06124,350,204-566,204-567,72.6,Ciment-amiante,1966,Locale,Sanitaire,Circle,0,0,Ville
4255046,1,ES-34805,200,406-779,406-780,64,Chlorure de polyvinyle,2021,Locale,Sanitaire,Circle,0,0,Ville
4255047,1,ES-07683,250,406-237,406-236,72.6,Beton arme,1980,Locale,Sanitaire,Circle,0,0,Ville
4255048,1,ES-08376,250,604-054,604-053,72.6,Ciment-amiante,1989,Locale,Pseudo-separe,Circle,0,0,Ville
4255049,1,ES-06868,250,204-759,204-758,72.6,Ciment-amiante,1966,Locale,Pseudo-separe,Circle,0,0,Ville
4255050,1,ES-09676,375,401-072,401-071,73.4,Gres,1950,Locale,Combinee,Circle,0,0,Ville
4255051,1,EP-36263,150,23670,N-1916,1.2,Chlorure de polyvinyle,2020,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4255052,1,ES-07852,350,404-103,404-102,72.5,Beton arme,1990,Locale,Sanitaire,Circle,0,0,Ville
4255053,1,ES-02107,250,125-784,125-785,72.5,Ciment-amiante,1970,Locale,Sanitaire,Circle,0,0,Ville
4255054,1,ES-35730,200,203-618,203-619,78.4,Chlorure de polyvinyle,2022,Locale,Sanitaire,Circle,0,0,Ville
4255055,1,ES-01244,300,125-419,125-425,72.6,Ciment-amiante,1976,Collecteur,Sanitaire,Circle,0,0,Ville
4255056,1,ES-07109,450,N-1532,401-185,60.3,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4255057,1,EP-01242,1350,125-417A,125-426,72.6,Beton arme,1979,Collecteur,Pluviale total,Circle,0,0,Ville
4255058,1,EP-30717,750,301-863,E-640,35.8,Beton arme,2008,Emissaire,Pluviale total,Circle,0,0,Ville
4255059,1,EP-22533,300,204-1253,204-1254,73.2,Beton arme,1966,Locale,Pluviale total,Circle,0,0,Ville
4255060,1,ES-09464,300,401-373,401-375,72.5,Gres,1950,Locale,Combinee,Circle,0,0,Ville
4255061,1,EP-37079,250,119-1110,119-1111,50.3,Chlorure de polyvinyle,1986,Locale,Pluviale total,Circle,0,0,Ville
4255062,1,EP-20236,750,301-757,301-758,70.2,Beton arme,2004,Collecteur,Pluviale total,Circle,0,0,Ville
4255063,1,ES-05195,375,PosPom-042,201-201,72.7,Chlorure de polyvinyle,1988,Refoulement,Refoulement,Circle,0,0,Ville
4255064,1,EP-20108,300,125-1138,125-1133,73.5,Chlorure de polyvinyle,2003,Locale,Pluviale de rue,Circle,0,0,Ville
4255065,1,ES-04608,300,201-109,201-110,72.5,Beton arme,1966,Locale,Sanitaire,Circle,0,0,Ville
4255066,1,ES-07926,750,404-032,404-033,72.7,Beton arme,1980,Collecteur,Sanitaire,Circle,0,0,Ville
4255067,1,EP-36705,300,401-856,401-209,10.8,Chlorure de polyvinyle,2021,Locale,Pluviale total,Circle,0,0,Ville
4255068,1,EP-22986,300,201-431,201-439,72.5,Beton arme,1966,Locale,Pluviale total,Circle,0,0,Ville
4255070,1,ES-05841,200,203-163,203-123,76.2,Chlorure de polyvinyle,2002,Locale,Sanitaire,Circle,0,0,Ville
4255071,1,EP-32128,150,202-725,202-574,31.9,Chlorure de polyvinyle,1996,Locale,Pluviale de rue,Circle,0,0,Ville
4255072,1,ES-00666,300,126-063,126-061,72.5,Chlorure de polyvinyle,1991,Locale,Sanitaire,Circle,0,0,Ville
4255073,1,ES-04411,300,201-173,201-286,73.2,Chlorure de polyvinyle,1988,Locale,Sanitaire,Circle,0,0,Ville
4255074,1,EP-22208,600,204-882,204-881,72.5,Beton arme,1988,Collecteur,Pluviale total,Circle,0,0,Ville
4255075,1,EP-23732,300,404-164,N-411,69,Beton arme,1980,Locale,Pluviale total,Circle,0,0,Ville
4255076,1,ES-06090,450,204-558,204-559,72.5,Beton arme,1966,Locale,Sanitaire,Circle,0,0,Ville
4255077,1,ES-08914,300,405-212,405-211,72.5,Beton arme,1963,Locale,Combinee,Circle,0,0,Ville
4255078,1,ES-07804,200,203-162,203-163,64.4,Chlorure de polyvinyle,2002,Locale,Sanitaire,Circle,0,0,Ville
4255079,1,EP-34748,300,404-516,404-511,2.7,Chlorure de polyvinyle,2015,Emissaire,Pluviale de rue,Circle,0,0,Ville
4255080,1,ES-04416,300,201-178,201-181,72.4,Beton arme,1988,Locale,Pseudo-separe,Circle,0,0,Ville
4255081,1,EP-32700,200,44497,N-1028,18,Chlorure de polyvinyle,2007,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4255082,1,ES-34906,200,124-1067,N-1396,7.3,Chlorure de polyvinyle,,Branchement de service,Combinee,Circle,0,0,Ville
4255083,1,ES-04598,300,201-100,201-099,72.5,Ciment-amiante,1966,Locale,Sanitaire,Circle,0,0,Ville
4255084,1,EP-20441,375,301-761,301-760,72,Beton arme,1996,Locale,Pluviale total,Circle,0,0,Ville
4255085,1,EP-22222,300,204-884,204-885,72.5,Chlorure de polyvinyle,1989,Locale,Pluviale total,Circle,0,0,Ville
4255087,1,ES-01207,900,125-655,124-702,72,Beton arme,1960,Collecteur,Sanitaire,Circle,0,0,Ville
4255088,1,ES-07554,300,404-122B,404-122C,71.7,Beton arme,1980,Locale,Sanitaire,Circle,0,0,Ville
4255089,1,EP-22535,450,204-1261,204-1260,72.4,Beton arme,1966,Locale,Pluviale total,Circle,0,0,Ville
4255090,1,ES-06753,250,204-683,204-666,72.4,Ciment-amiante,1966,Locale,Sanitaire,Circle,0,0,Ville
4255091,1,ES-06714,250,204-431,204-435,72.4,Ciment-amiante,1974,Locale,Sanitaire,Circle,0,0,Ville
4255092,1,ES-10011,300,403-179A,403-179,72.4,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4255094,1,ES-09925,250,403-264,403-266,72.4,Beton arme,1966,Locale,Sanitaire,Circle,0,0,Ville
4255095,1,ES-04885,300,202-233,202-234,72.4,Beton arme,1984,Locale,Pseudo-separe,Circle,0,0,Ville
4255096,1,ES-06494,200,204-042,204-043,72.3,Chlorure de polyvinyle,1989,Locale,Sanitaire,Circle,0,0,Ville
4255097,1,EP-23669,450,202-403,202-404,72.3,Beton arme,1987,Locale,Pluviale total,Circle,0,0,Ville
4255098,1,ES-06316,375,204-271,204-445,72.3,Beton arme,1966,Locale,Sanitaire,Circle,0,0,Ville
4255099,1,EP-25475,300,405-589,405-587,72.3,Chlorure de polyvinyle,1995,Locale,Pluviale total,Circle,0,0,Ville
4255100,1,ES-06114,200,204-574,204-572,72.8,Chlorure de polyvinyle,1984,Locale,Sanitaire,Circle,0,0,Ville
4255101,1,ES-07166,1050,401-249,401-489,72.3,Beton arme,1961,Collecteur,Combinee,Circle,0,0,Ville
4255102,1,ES-06340,200,204-372,204-449,72.3,Beton arme,1966,Locale,Sanitaire,Circle,0,0,Ville
4255103,1,EP-22479,300,204-1137,204-1090,72.3,Beton arme,1981,Locale,Pluviale total,Circle,0,0,Ville
4255104,1,ES-00518,250,124-909,124-900,72.3,Chlorure de polyvinyle,1995,Locale,Sanitaire,Circle,0,0,Ville
4255105,1,ES-09730,300,403-317,403-316,72.3,Beton,1950,Locale,Combinee,Circle,0,0,Ville
4255106,1,ES-02717,250,125-957,125-954,72.3,Chlorure de polyvinyle,1996,Locale,Sanitaire,Circle,0,0,Ville
4255107,1,ES-03497,250,125-635,125-637,72.2,Ciment-amiante,1960,Locale,Sanitaire,Circle,0,0,Ville
4255108,1,ES-09164,300,404-158B,404-158A,72.7,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4255109,1,ES-30760,200,406-517,406-519,80.8,Chlorure de polyvinyle,2009,Emissaire,Trop-Plein,Circle,0,0,Ville
4255110,1,EP-24551,600,501-305,501-304,72.3,Beton arme,1989,Collecteur,Pluviale total,Circle,0,0,Ville
4255111,1,ES-09314,750,401-447A,401-607,72.4,Beton arme,2002,Locale,Combinee,Circle,0,0,Ville
4255112,1,EP-25969,750,403-021,403-028A,72.3,Beton arme,1970,Locale,Pluviale total,Circle,0,0,Ville
4255113,1,ES-09448,375,401-326,401-323,72.2,Beton arme,1962,Locale,Combinee,Circle,0,0,Ville
4255114,1,ES-32712,250,132-247,132-245,63.4,Chlorure de polyvinyle,2012,Locale,Sanitaire,Circle,0,0,Ville
4255115,1,EP-22272,600,204-892,204-891,72.3,Beton arme,1986,Collecteur,Pluviale total,Circle,0,0,Ville
4255116,1,ES-08723,400,602-100,602-101,71.7,Ciment-amiante,1974,Locale,Pseudo-separe,Circle,0,0,Ville
4255117,1,ES-00809,300,124-233,124-230,69.3,Beton arme,1960,Locale,Sanitaire,Circle,0,0,Ville
4255118,1,ES-09561,900,401-026,401-024,72.3,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4255119,1,ES-05905,250,203-108,203-107,71.6,Chlorure de polyvinyle,2003,Locale,Sanitaire,Circle,0,0,Ville
4255120,1,ES-03843,375,120-061,120-058,71.8,Beton arme,1930,Locale,Combinee,Circle,0,0,Ville
4255121,1,EP-37078,250,119-1108,119-1110,27.6,Chlorure de polyvinyle,1986,Locale,Pluviale total,Circle,0,0,Ville
4255122,1,EP-09763,450,403-372,403-371,72.3,Beton arme,1970,Locale,Pluviale total,Circle,0,0,Ville
4255123,1,EP-01911,300,125-022,125-023,72.3,Beton arme,1977,Locale,Pluviale total,Circle,0,0,Ville
4255124,1,ES-09218,375,401-538,401-541,72.1,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4255125,1,ES-04176,250,125-818,125-820,72.2,Ciment-amiante,1970,Locale,Sanitaire,Circle,0,0,Ville
4255126,1,ES-06824,200,204-738,204-739,72.2,Chlorure de polyvinyle,1987,Locale,Pseudo-separe,Circle,0,0,Ville
4255127,1,ES-09667,300,401-046,401-048,72.2,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4255128,1,ES-05115,250,301-044,301-045,71.8,Ciment-amiante,1987,Locale,Sanitaire,Circle,0,0,Ville
4255129,1,ES-05414,250,501-159,501-158,72.2,Chlorure de polyvinyle,1998,Locale,Pseudo-separe,Circle,0,0,Ville
4255131,1,ES-03871,750,120-773,120-714,69.7,Beton,1920,Collecteur,Combinee,Circle,0,0,Ville
4255132,1,EP-22514,300,204-1180,204-1179,72.2,Beton arme,1960,Locale,Pluviale total,Circle,0,0,Ville
4255133,1,EP-20446,300,301-685,301-686,72.1,Chlorure de polyvinyle,1995,Locale,Pluviale total,Circle,0,0,Ville
4255135,1,EP-23344,300,204-1429,204-1425,72.1,Beton arme,1966,Locale,Pluviale total,Circle,0,0,Ville
4255137,1,ES-07418,300,402-006,402-005,72.1,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4255138,1,EP-21000,300,301-511,301-512,71.9,Chlorure de polyvinyle,1993,Locale,Pluviale total,Circle,0,0,Ville
4255139,1,ES-09399,600,401-270,401-269,72.1,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4255140,1,ES-09210,300,401-511,401-510,72.1,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4255141,1,ES-09375,600,401-176,401-093,72.1,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4255142,1,ES-06506,200,204-090,204-089,72.1,Chlorure de polyvinyle,1988,Locale,Sanitaire,Circle,0,0,Ville
4255143,1,ES-03388,1200,109-029,109-031,75.4,Beton arme,2002,Collecteur,Combinee,Circle,0,0,Ville
4255144,1,EP-21501,600,301-549,301-550,72.1,Beton arme,2005,Locale,Pluviale total,Circle,0,0,Ville
4255145,1,ES-01149,600,124-083,124-083A,72.3,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4255146,1,EP-00433,600,125-572,125-580,72.1,Beton arme,1960,Collecteur,Pluviale total,Circle,0,0,Ville
4255147,1,EP-02523,300,132-055,132-054,72.1,Beton arme,1993,Locale,Pluviale total,Circle,0,0,Ville
4255148,1,ES-02936,750,119-163,119-135A,73.4,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4255149,1,EP-20363,600,301-675,301-682,72.4,Beton arme,1988,Locale,Pluviale total,Circle,0,0,Ville
4255151,1,ES-09438,600,401-294,401-296,72.1,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4255152,1,ES-04743,250,202-019,202-027,72,Chlorure de polyvinyle,1991,Locale,Pseudo-separe,Circle,0,0,Ville
4255153,1,ES-00278,200,120-210,120-211,72,Beton,1927,Locale,Combinee,Circle,0,0,Ville
4255154,1,ES-03292,450,124-775,124-776,78.6,Beton arme,1960,Locale,Combinee,Circle,0,0,Ville
4255155,1,EP-00303,600,133-031,133-029,72.1,Beton arme,1970,Locale,Pluviale total,Circle,0,0,Ville
4255156,1,ES-06495,200,204-043,204-048,72,Chlorure de polyvinyle,1989,Locale,Sanitaire,Circle,0,0,Ville
4255157,1,EP-35622,600,N-1684,110-372,8,Beton arme,2000,Branchement de bassin/fosse,Pluviale total,Circle,0,0,Ville
4255159,1,ES-05358,300,501-142,501-141,72,Ciment-amiante,1979,Locale,Pseudo-separe,Circle,0,0,Ville
4255160,1,ES-08579,250,606-005,606-006,70.3,Ciment-amiante,1990,Locale,Pseudo-separe,Circle,0,0,Ville
4255161,1,EP-20385,1200,301-780,E-418,68.1,Beton arme,1999,Emissaire,Pluviale total,Circle,0,0,Ville
4255162,1,EP-36755,300,124-1141,124-1142,27,Chlorure de polyvinyle,2021,Locale,Pluviale total,Circle,0,0,Ville
4255163,1,ES-08524,300,604-098,604-097,72.1,Ciment-amiante,1974,Locale,Pseudo-separe,Circle,0,0,Ville
4255164,1,ES-04503,300,201-004,201-005,72,Beton arme,1971,Locale,Combinee,Circle,0,0,Ville
4255165,1,EP-23534,450,202-525,202-526,72,Beton arme,1990,Locale,Pluviale total,Circle,0,0,Ville
4255166,1,ES-09104,300,404-160,404-159,72,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4255167,1,ES-07809,200,203-160,203-161,68,Chlorure de polyvinyle,2002,Locale,Sanitaire,Circle,0,0,Ville
4255168,1,ES-05919,200,203-135,203-026,71.6,Chlorure de polyvinyle,2000,Locale,Sanitaire,Circle,0,0,Ville
4255169,1,ES-20088,600,120-222A,120-224A,72.2,Beton arme,2002,Collecteur,Combinee,Circle,0,0,Ville
4255170,1,ES-08014,250,405-754,405-755,71.8,Chlorure de polyvinyle,1991,Locale,Sanitaire,Circle,0,0,Ville
4255171,1,EP-26209,450,405-334,405-386,71.9,Beton arme,1987,Locale,Pluviale total,Circle,0,0,Ville
4255172,1,ES-06568,200,204-068,204-073,71.9,Chlorure de polyvinyle,2000,Locale,Sanitaire,Circle,0,0,Ville
4255173,1,EP-35551,375,B-1477,301-1099,41.7,Beton arme,2016,Locale,Pluviale total,Circle,0,0,Ville
4255174,1,ES-07994,250,602-016,602-015,71.9,Ciment-amiante,1983,Locale,Pseudo-separe,Circle,0,0,Ville
4255175,1,ES-01638,250,125-224,125-222,71.9,Chlorure de polyvinyle,1992,Locale,Sanitaire,Circle,0,0,Ville
4255176,1,EP-32091,375,301-1075,301-1073,12.5,Beton arme,2011,Locale,Pluviale total,Circle,0,0,Ville
4255177,1,ES-35460,125,N-1619,202-269,50.6,Chlorure de polyvinyle,1987,Branchement de service,Sanitaire,Circle,0,0,Ville
4255178,1,EP-24278,375,403-265,403-267,71.9,Beton arme,1966,Locale,Pluviale total,Circle,0,0,Ville
4255179,1,EP-37077,200,119-1107,119-1108,14.2,Chlorure de polyvinyle,1986,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4255180,1,ES-03939,1200,123-212,123-213,69.3,Beton arme,1920,Collecteur,Combinee,Circle,0,0,Ville
4255181,1,ES-03177,300,119-160,119-158,71.9,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4255182,1,EP-22067,300,204-958,204-955,71.9,Chlorure de polyvinyle,1984,Locale,Pluviale total,Circle,0,0,Ville
4255183,1,ES-09497,900,401-413,401-417,71.6,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4255184,1,ES-04450,200,201-208,201-211,71.7,Chlorure de polyvinyle,1988,Locale,Pseudo-separe,Circle,0,0,Ville
4255185,1,ES-05479,200,301-087,301-086,72.6,Chlorure de polyvinyle,1995,Locale,Sanitaire,Circle,0,0,Ville
4255187,1,ES-10129,750,404-363,404-362,71.9,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4255188,1,EP-22560,600,204-1135,204-1136,71.9,Beton arme,1966,Collecteur,Pluviale total,Circle,0,0,Ville
4255189,1,ES-06740,250,204-662,204-664,71.9,Ciment-amiante,1966,Locale,Sanitaire,Circle,0,0,Ville
