ï»¿uuid,nom_institution_fr,nom_institution_en,telephone_fr,telephone_en,telephone_sansfrais,siteweb_fr,siteweb_en,adresse_municipale_fr,adresse_municipale_en,ville_fr,ville_en,region_fr,region_en,codepostal,courriel,longitude,latitude,lien_programmation_fr,lien_programmation_en,lien_activites_educatives_fr,lien_activites_educatives_en,champ_dinteret_fr,champ_dinteret_en,accessibilite_fr,accessibilite_en
cdff0d99d2d7b5053880a81339bbab4a,Galerie de l'UQAM,Galerie de l'UQAM,514 987-8421,514 987-8421,,www.galerie.uqam.ca/,,"Pavillon Judith-Jasmin Local J-R120 1400, rue Berri",Judith-Jasmin Pavilion Room J-R120 1400 Berri,MontrÃ©al,Montreal,MontrÃ©al,MontrÃ©al,H2L 4E3,galerie@uqam.ca,-73.560058,45.514651,http://galerie.uqam.ca/fr/expositions/en-cours.html,http://galerie.uqam.ca/en/exhibitions/current.html,http://galerie.uqam.ca/fr/activites-publiques/offre-educative.html,http://galerie.uqam.ca/en/public-activities/educational-program.html,Art,Art,AccÃ¨s partiel,Partial access
3a50b2042c1ffd1fbec5e399d0ac7e25,Galerie du Rift,Galerie du Rift,819 622-1362,819 622-1362,,https://lerift.ca/programmation/#exposition,https://lerift.ca/en/programmation/#exposition,"42, rue Sainte-Anne",42 rue Sainte-Anne,Ville-Marie,Ville-Marie,Abitibi-TÃ©miscamingue,Abitibi-TÃ©miscamingue,J9V 2B7,leriftinc@tlb.sympatico.ca,-79.438874,47.331051,,,,,Art,Art,AccÃ¨s partiel,Partial access
1ddff104e58984bb637eb7e66012c530,"Galerie Leonard & Bina Ellen, UniversitÃ© Concordia","Leonard & Bina Ellen Art Gallery, Concordia University","514 848-2424, poste 4750","514 848-2424, ext. 4750",,ellengallery.concordia.ca/,,"Pavillon J. W. McConnell - UniversitÃ© Concordia 1400, boulevard de Maisonneuve Ouest Local LB 165","J. W. McConnell Pavilion - Concordia University 1400, de Maisonneuve Ouest, Room LB 165",MontrÃ©al,Montreal,MontrÃ©al,MontrÃ©al,H3G 1M8,ellen.artgallery@concordia.ca,-73.58,45.5,http://ellengallery.concordia.ca/programmation/en-cours/,http://ellengallery.concordia.ca/programming/current/?lang=en,,,Art,Art,,
a69480c117955d27f8f32b86efad9981,Galerie Montcalm,Galerie Montcalm,819 595-7488,819 595-7488,,https://www.gatineau.ca/portail/default.aspx?p=activites_evenements_idees_sorties/galeries_art_expositions&ref=pastilles,https://www.gatineau.ca/portail/default.aspx?p=activites_evenements_idees_sorties/galeries_art_expositions&ref=pastilles,"Maison du Citoyen 25, rue Laurier, 1er Ã©tage",25 rue Laurier,Gatineau,Gatineau,Outaouais,Outaouais,J8X 4C8,galeriemontcalm1@gatineau.ca,-75.71,45.43,,,,,Art,Art,AccÃ¨s total;DÃ©ficience auditive,Full access;Hearing impairments
23859dae92595c89e7a7de5250e6c33b,Galerie RenÃ©e-Blain,Galerie RenÃ©e-Blain,450 923-6300,450 923-6300,,www.ville.brossard.qc.ca/,,"7905, avenue San Francisco",7905 avenue San Francisco,Brossard,Brossard,MontÃ©rÃ©gie,MontÃ©rÃ©gie,J4X 2A4,loisir@ville.brossard.qc.ca,-73.468475,45.454325,http://brossard.ca/expos,http://brossard.ca/expos,,,Art,Art,,
1cb16b97b06385ad599498a38af9eec4,Galerie UQO,Galerie UQO,"819 595-3900, poste 2677","819 595-3900, ext. 2677",,galerie.uqo.ca/,,"UniversitÃ© du QuÃ©bec Outaouais Pavillon Lucien-Brault 101, rue Saint-Jean-Bosco C.P. 1250, succursale Hull","UniversitÃ© du QuÃ©bec Outaouais Pavillon Lucien-Brault 101, rue Saint-Jean-Bosco C.P 1250 succ. Hull Gatineau QuÃ©bec J8X 3X7 Canada",Gatineau,Gatineau,Outaouais,Outaouais,J8X 3X7,marie-helene.leblanc@uqo.ca,-75.73834,45.428478,http://galerie.uqo.ca/avenir,http://galerie.uqo.ca/avenir,,,Art,Art,,
b61a6e7a31ded507fc1c863272ac187a,"GaspÃ©, Berceau du Canada","GaspÃ©, Birthplace of Canada",418 368-9423,418 368-9423,,https://berceauducanada.com/,https://berceauducanada.com/en/,"179, MontÃ©e Wakeham",179 MontÃ©e Wakeham,GaspÃ©,GaspÃ©,GaspÃ©sie,GaspÃ©sie,G4X 1V3,info@berceauducanada.com,-64.487372,48.827481,https://berceauducanada.com/calendrier,https://berceauducanada.com/en/calendrier/,,,Histoire,History,AccÃ¨s partiel,Partial access
a70a807c980f15e105809920b7ece8ee,GÃ©oparc mondial UNESCO de PercÃ©,UNESCO Global Geopark of PercÃ©,418 782-5112,,,https://www.geoparcdeperce.com/,https://www.geoparcdeperce.com/en/,"180, Route 132 Ouest",180 Route 132 Ouest,PercÃ©,PercÃ©,GaspÃ©sie,GaspÃ©sie,G0C 2L0,contact@geoparcdeperce.com,-64.217138,48.522343,http://geoparcdeperce.com/category/activites/,http://geoparcdeperce.com/category/activites/,,,Environnement;Sciences,Environment;Science,,
6fafd82ac26b4f1de36a654ba0338bb8,Grosse-Ãle-et-le-MÃ©morial-des-Irlandais - Lieu historique national,Grosse Ãle and the Irish Memorial National Historic Site,418 234-8841,418 234-8841,1 888 773-8888,http://www.pc.gc.ca/grosseile,https://www.pc.gc.ca/en/lhn-nhs/qc/grosseile,Grosse-Ãle,Grosse-Ãle,Montmagny,Montmagny,ChaudiÃ¨re-Appalaches,ChaudiÃ¨re-Appalaches,G1K 7R3,information@pc.gc.ca,-70.671308,47.028489,https://www.pc.gc.ca/fr/lhn-nhs/qc/grosseile/activ/parcours-trail,https://www.pc.gc.ca/en/lhn-nhs/qc/grosseile/activ/parcours-trail,https://www.pc.gc.ca/fr/lhn-nhs/qc/grosseile/activ/edu,http://pc.gc.ca/en/lhn-nhs/qc/grosseile/activ/edu,Histoire,History,,
37eec1f14a5580cdc9b55c6133c62550,Ãle-des-Moulins,Ãle-des-Moulins,450 492-5514,450 471-0619,,https://iledesmoulins.com/fr/,,"900, place de l'Ãle-des-Moulilns",866 rue St-Pierre,Terrebonne,Terrebonne,LanaudiÃ¨re,LanaudiÃ¨re,J6W 4N7,info@iledesmoulins.com,-73.635441,45.692078,http://iledesmoulins.com/fr/expositions,http://iledesmoulins.com/fr/expositions,http://iledesmoulins.com/fr/primaire,http://iledesmoulins.com/fr/primaire,Histoire,History,,
fb547beadbed86a5cdd4b2dfd7c420d9,Insectarium | Espace pour la vie,Insectarium | MontrÃ©al Space for Life,514 868-3000,514 868-3000,,www.espacepourlavie.ca/insectarium,https://espacepourlavie.ca/en/insectarium,"4581, rue Sherbrooke Est",4581 Sherbrooke Street East,MontrÃ©al,Montreal,MontrÃ©al,MontrÃ©al,H1X 2B2,,-73.554541,45.555245,https://calendrier.espacepourlavie.ca/,http://calendrier.espacepourlavie.ca/en/,http://espacepourlavie.ca/activites-educatives,http://espacepourlavie.ca/en/educational-activities,Collections vivantes;Environnement;Sciences,Living collections;Environment;Science,AccÃ¨s total;DÃ©ficience visuelle,Full access;Visual impairments
a985252e3dc6c8e316ad70a74408e84b,Jardin botanique | Espace pour la vie,Jardin botanique | MontrÃ©al Space for Life,514 868-3000,514 868-3000,,https://espacepourlavie.ca/jardin-botanique,https://espacepourlavie.ca/en/botanical-garden,"4101, rue Sherbrooke Est",4101 Sherbrooke Street East,MontrÃ©al,Montreal,MontrÃ©al,MontrÃ©al,H1X 2B2,,-73.55697,45.557604,https://calendrier.espacepourlavie.ca/,http://calendrier.espacepourlavie.ca/en/,http://espacepourlavie.ca/activites-educatives,http://espacepourlavie.ca/en/educational-activities,Collections vivantes;Environnement;Sciences,Living collections;Environment;Science,AccÃ¨s total;DÃ©ficience visuelle,Full access;Visual impairments
d022f1031443b67ef86e672260b4e4f1,Jardins de MÃ©tis,Reford Gardens,418 775-2222,418 775-2222,,https://www.jardinsdemetis.com/,http://www.refordgardens.com/,"200, route 132",200 route 132,Grand-MÃ©tis,Grand-MÃ©tis,GaspÃ©sie,GaspÃ©sie,G0J 1Z0,info@jardinsdemetis.com,-68.125834,48.630003,https://jardinsdemetis.com/expositions/,https://jardinsdemetis.com/en/exhibits/,,,Art;Collections vivantes;Environnement;Histoire,Art;Living collections;Environment;History,,
80503cb7827cea2bd78dd38a62050c17,La centrale de Beauharnois,Beauharnois Generating Station,"450 429-6481, poste 8560",450 429-6481 ext. 8560,1 800 365-5229,www.hydroquebec.com/visitez/monteregie/beauharnois.html,http://www.hydroquebec.com/visit/monteregie/beauharnois.html,"80, boulevard de Melocheville",80 boul. de Melocheville,Beauharnois,Beauharnois,MontÃ©rÃ©gie,MontÃ©rÃ©gie,J6N 0M1,visites.beauharnois@hydro.qc.ca,-73.8928,45.314028,,,,,Histoire;Sciences,History;Science,AccÃ¨s partiel;DÃ©ficience auditive;DÃ©ficience visuelle,Partial access;Hearing impairments;Visual impairments
987c10fc0eee03730e363cf79ee76972,La CitÃ© de l'Ã©nergie,La CitÃ© de l'Ã©nergie,819 536-8516,819 536-8516,1 866 900-2483,https://www.citedelenergie.com/,https://www.citedelenergie.com/en/home,"1000, avenue Melville",1000 avenue Melville,Shawinigan,Shawinigan,Mauricie,Mauricie,G9N 6T9,administration@citedelenergie.com,-72.755386,46.533826,https://www.citedelenergie.com/expositions-et-activites/,https://www.citedelenergie.com/en/exhibitions-and-activities/,http://www.citedelenergie.com/fr/groupes,http://www.citedelenergie.com/en/groups,Histoire;Sciences;Technologies,History;Science;Technology,AccÃ¨s partiel,Partial access
3e438af77c1f230f0a383fa7b010b17b,La Guilde,La Guilde,514 849-6091,514 849-6091,,https://www.laguilde.com/,https://laguilde.com/en,"1356, rue Sherbrooke Ouest",1356 Sherbrooke Street West,MontrÃ©al,Montreal,MontrÃ©al,MontrÃ©al,H3G 1J1,info@laguilde.com,-73.580466,45.497641,https://www.laguilde.com/expositions,https://www.laguilde.com/exhibitions,,,Art,Art,,
68f99d3b970f00af596168bb68049842,La Maison amÃ©rindienne,La Maison amÃ©rindienne,450 464-2500,450 464-2500,,www.maisonamerindienne.com/,www.maisonamerindienne.com/,"510, montÃ©e des Trente",510 MontÃ©e des Trente,Mont-Saint-Hilaire,Mont-Saint-Hilaire,MontÃ©rÃ©gie,MontÃ©rÃ©gie,J3H 2R8,info@maisonamerindienne.com,-73.188745,45.549047,http://www.maisonamerindienne.com/index.php/expositions/expositions-temporaires,http://www.maisonamerindienne.com/index.php/expositions/expositions-temporaires,https://www.maisonamerindienne.com/index.php?option=com_content&view=category&layout=blog&id=13&Itemid=216,https://www.maisonamerindienne.com/index.php?option=com_content&view=category&layout=blog&id=13&Itemid=216,Art;Histoire,Art;History,,
b1fe3ff847a370f8022c6cf1fdc8ea2b,La Maison Chapais,Maison Chapais,418 498-2353,418 498-2353,,http://www.maisonchapais.com/,,"2, route 132 Est","2, 132 Road East",Saint-Denis-De La Bouteillerie,Saint-Denis-De La Bouteillerie,Bas-Saint-Laurent,Bas-Saint-Laurent,G0L 2R0,infos@maisonchapais.com,-69.937,47.503,http://www.maisonchapais.com/expositions/,http://www.maisonchapais.com/expositions/,http://www.maisonchapais.com/ateliers/,http://www.maisonchapais.com/ateliers/,Histoire,History,,
09e9911f5dcc0c705c3ec365ece515a5,La Maison LÃ©on-Provancher,La Maison LÃ©on-Provancher,418 650-7785,418 650-7785,,www.maisonleonprovancher.com/,,"1435, rue Provancher",1435 rue Provancher,QuÃ©bec,Quebec City,RÃ©gion de QuÃ©bec,QuÃ©bec,G1Y 1R9,info@maisonleonprovancher.com,-71.343696,46.750938,http://maisonleonprovancher.com/expositions/,http://maisonleonprovancher.com/expositions/,http://maisonleonprovancher.com/activites-scolaires/,http://maisonleonprovancher.com/activites-scolaires/,Environnement;Histoire;Sciences,Environment;History;Science,AccÃ¨s partiel,Partial access
291092f521175c1768640a9c2090129a,La petite Ã©cole rouge,The Little Red Schoolhouse,418 985-2116,418 985-2116,,https://experiencecotesud.ca/grosse-ile/,https://experiencecotesud.ca/grosseile/,"787, chemin Principal",787 chemin Principal,Grosse-Ãle,Grosse-Ãle,Ãles-de-la-Madeleine,Ãles-de-la-Madeleine,G4T 6B5,info@micami.ca,-61.480147,47.571261,,,,,Histoire,History,AccÃ¨s partiel,Partial access
2f838e9b99a6b74c54467064fe768add,La Pulperie de Chicoutimi - MusÃ©e rÃ©gional,La Pulperie de Chicoutimi / Regional Museum,418 698-3100,418 698-3100,1 877 998-3100,https://www.pulperie.com/,https://www.pulperie.com/en/,"300, rue Dubuc",300 rue Dubuc,"Chicoutimi, Saguenay","Chicoutimi, Saguenay",SaguenayâLac-Saint-Jean,SaguenayâLac-Saint-Jean,G7J 4M1,info@pulperie.com,-71.078013,48.422856,https://www.pulperie.com/expositions/,https://www.pulperie.com/en/#section_exhibitions,https://www.pulperie.com/education/,,Art;Histoire,Art;History,AccÃ¨s partiel,Partial access
07b03c512c83faf2d1e7792878225d34,La Vieille Gare de RiviÃ¨re-Bleue,The Old Riviere-Bleue Station,418 893-2219,418 893-2219,,https://garederivierebleue.com/,https://garederivierebleue.com/en/the-old-riviere-bleue-station/,"85, rue Saint-Joseph Nord",85 Saint-Joseph Nord,RiviÃ¨re-Bleue,RiviÃ¨re-Bleue,Bas-Saint-Laurent,Bas-Saint-Laurent,G0L 2B0,info@garederivierebleue.com,-69.044354,47.438602,https://garederivierebleue.com/expositions-et-circuits/,,,,Histoire,History,AccÃ¨s total,Full access
5206d263180f45dcc5aa5a356b512baa,L'ArtothÃ¨que,L'ArtothÃ¨que,514 278-8181,514 278-8181,,http://www.artotheque.ca/,,"5720, rue Saint-AndrÃ©",5720 Saint-AndrÃ©,MontrÃ©al,Montreal,MontrÃ©al,MontrÃ©al,H2S 2K1,info@artotheque.ca,-73.595075,45.53324,http://www.artotheque.ca/expositions/,http://www.artotheque.ca/expositions/,http://www.artotheque.ca/activites/,http://www.artotheque.ca/activites/,Art,Art,,
b8fd196d668af3c7d8650215f56decd5,Le MonastÃ¨re des Augustines,Le MonastÃ¨re des Augustines,418 694-1639,418 694-1639,1 844 694-1639,www.monastere.ca,http://www.augustines.ca/en,"77, rue des Remparts",77 rue des Remparts,QuÃ©bec,Quebec City,RÃ©gion de QuÃ©bec,QuÃ©bec,G1R 0C3,info@monastere.ca,-71.210104,46.816311,,,,,Histoire,History,AccÃ¨s total,Full access
1a0c0481b63273881ff33a6ce1364b88,Le Parc du Bourg de Pabos,Bourg de Pabos,418 689-6043,418 689-6043,,https://bourgdepabos.com/centre-dinterpretation/,https://bourgdepabos.com/en/info/,"75, chemin de la Plage",75 rue de la Plage,Pabos Mills,Pabos Mills,GaspÃ©sie,GaspÃ©sie,G0C 2J0,info@bourgdepabos.com,-64.707501,48.320242,,,,,ArchÃ©ologie;Histoire,Archaeology;History,AccÃ¨s partiel,Partial access
95c618578c8bce4c04ac08a23b1d61d9,Le Vieux-Palais,Le Vieux Palais,819 732-7564,Amos,,www.palais-maisonauthier.com/,http://www.palais-maisonauthier.com/,"101, 3e Avenue Est",101 3e Avenue Est,Amos,Amos,Abitibi-TÃ©miscamingue,Abitibi-TÃ©miscamingue,J9T 1E5,palaisdesarts@hotmail.com,-78.113039,48.574484,,,,,Art;Histoire,Art;History,AccÃ¨s partiel,Partial access
11b789bf4aa8ce276ada5155115ab8df,Les Soeurs du Bon-Pasteur de QuÃ©bec,Les Soeurs du Bon-Pasteur de QuÃ©bec,418 656-0650,418 656-0650,,www.soeursdubonpasteur.ca,www.soeursdubonpasteur.ca/,"2550, rue Marie-Fitzbach",2550 rue Marie-Fitzbach,QuÃ©bec,Quebec City,RÃ©gion de QuÃ©bec,QuÃ©bec,G1V 2J2,patrimoinebonpasteur@oricom.ca,-71.283518,46.777058,http://www.soeursdubonpasteur.ca/info/Expositions_permanentes/,http://www.soeursdubonpasteur.ca/info/Expositions_permanentes,http://www.soeursdubonpasteur.ca/info/Trousse_pedagogique/,http://www.soeursdubonpasteur.ca/info/Trousse_pedagogique/,Histoire,History,,
1a0f2e2d09f953511239d9e3ab1bca0a,L'Espace culturel du Quartier Saint-Nicolas,L'Espace culturel du Quartier Saint-Nicolas,418 831-5257,418 831-5257,,https://www.ecqsn.com/,,"1450, rue des Pionniers",1450 rue des Pionniers,LÃ©vis,LÃ©vis,ChaudiÃ¨re-Appalaches,ChaudiÃ¨re-Appalaches,G7A 4L6,info@ecqsn.com,-71.401544,46.702114,https://www.ecqsn.com/programmation/programmation-2019/,https://www.ecqsn.com/programmation/programmation-2019/,https://www.ecqsn.com/planifier-une-visite/,https://www.ecqsn.com/planifier-une-visite/,Art;Histoire,Art;History,,
f574fc57da5a737da763dd1fefac2a6c,Lieu historique national de Coteau-du-Lac,Coteau-du-Lac National Historic Site,450 763-5631,450 763-5631,1 888 773-8888,http://www.parcscanada.gc.ca/coteau,http://www.parkscanada.gc.ca/coteau,"308 A, chemin du Fleuve",308 A chemin du Fleuve,Coteau-du-Lac,Coteau-du-Lac,MontÃ©rÃ©gie,MontÃ©rÃ©gie,J0P 1B0,pc.coteau.pc@canada.ca,-74.177751,45.287435,http://www.pc.gc.ca/fr/lhn-nhs/qc/coteaudulac/activ/decouverte-tours,http://www.pc.gc.ca/en/lhn-nhs/qc/coteaudulac/activ/decouverte-tours,http://www.pc.gc.ca/fr/lhn-nhs/qc/coteaudulac/activ/edu,http://www.pc.gc.ca/en/lhn-nhs/qc/coteaudulac/activ/edu,ArchÃ©ologie;Histoire,Archaeology;History,,
10b6495522e9a85eb054b0a39af45937,Lieu historique national de la Bataille-de-la-ChÃ¢teauguay,Battle of the ChÃ¢teauguay National Historic Site,450 829-2003,450 829-2003,1 888 773-8888,http://www.parcscanada.gc.ca/chateauguay,http://www.parkscanada.gc.ca/chateauguay,"2371, chemin de la RiviÃ¨re-ChÃ¢teauguay",2371 chemin de la RiviÃ¨re-ChÃ¢teauguay,TrÃ¨s-Saint-Sacrement,TrÃ¨s-Saint-Sacrement,MontÃ©rÃ©gie,MontÃ©rÃ©gie,J0S 1G0,pc.chateauguay.pc@canada.ca,-73.927072,45.160392,http://www.pc.gc.ca/fr/lhn-nhs/qc/chateauguay/activ,http://www.pc.gc.ca/en/lhn-nhs/qc/chateauguay/activ,http://www.pc.gc.ca/fr/lhn-nhs/qc/chateauguay/activ/edu,http://www.pc.gc.ca/en/lhn-nhs/qc/chateauguay/activ/edu,ArchÃ©ologie;Histoire,Archaeology;History,AccÃ¨s total;DÃ©ficience auditive;DÃ©ficience visuelle,Full access;Hearing impairments;Visual impairments
05056bca1be3aa8152e91517913f1873,Lieu historique national de Louis-S.-St-Laurent,Louis S. St. Laurent National Historic Site,819 835-5448,819 835-5448,1 888 773-8888,www.parcscanada.gc.ca/louisstlaurent,www.parkscanada.gc.ca/louisstlaurent,"6790, route Louis-S.-St-Laurent",6790 route Louis-S.-St-Laurent,Compton,Compton,Cantons-de-l'Est,Eastern Townships,J0B 1L0,information@pc.gc.ca,-71.827014,45.24238,http://pc.gc.ca/fr/lhn-nhs/qc/stlaurent/activ/decouverte-tours,http://pc.gc.ca/en/lhn-nhs/qc/stlaurent/activ/decouverte-tours,,,Histoire,History,AccÃ¨s total;DÃ©ficience auditive;DÃ©ficience visuelle,Full access;Hearing impairments;Visual impairments
e67d4607113ba37544bae8c7d68d7701,Lieu historique national de Sir-George-Ãtienne-Cartier,Sir-George-Ãtienne-Cartier National Historic Site,514 283-2282,514 283-2282,1 888 773-8888,parcscanada.gc.ca/cartier,www.parkscanada.gc.ca/cartier,"458, rue Notre-Dame Est",458 Notre-Dame Street East,MontrÃ©al,Old-MontrÃ©al,MontrÃ©al,MontrÃ©al,H2Y 1C8,info.metropolitain@pc.gc.ca,-73.55165,45.511173,http://www.pc.gc.ca/fr/lhn-nhs/qc/etiennecartier/activ/expositions-exhibitions,http://www.pc.gc.ca/en/lhn-nhs/qc/etiennecartier/activ/expositions-exhibitions,http://www.pc.gc.ca/fr/lhn-nhs/qc/etiennecartier/activ/edu,http://www.pc.gc.ca/en/lhn-nhs/qc/etiennecartier/activ/edu,Histoire,History,AccÃ¨s partiel;DÃ©ficience auditive,Partial access;Hearing impairments
cfa50dc778be1d7f6a4ccc583ba90c26,Lieu historique national de Sir-Wilfrid-Laurier,Sir Wilfrid Laurier National Historic Site,450 439-3702,450 439-3702,1 888 773-8888,www.parcscanada.gc.ca/laurier,www.parkscanada.gc.ca/laurier,"945, 12e Avenue",945 - 12e Avenue,Saint-Lin-Laurentides,Saint-Lin-Laurentides,LanaudiÃ¨re,LanaudiÃ¨re,J5M 2W4,pc.sirwilfridlaurier.pc@canada.ca,-73.757516,45.852402,http://www.pc.gc.ca/fr/lhn-nhs/qc/wilfridlaurier/activ/decouverte-tours,http://www.pc.gc.ca/en/lhn-nhs/qc/wilfridlaurier/activ/decouverte-tours,http://www.pc.gc.ca/fr/lhn-nhs/qc/wilfridlaurier/activ/edu,http://www.pc.gc.ca/en/lhn-nhs/qc/wilfridlaurier/activ/edu,Histoire,History,AccÃ¨s partiel,Partial access
76c55c132de2409bcdc91462e89c8863,Lieu historique national des Forges-du-Saint-Maurice,Forges-du-Saint-Maurice National Historic Site,819 378-5116,819 378-5116,,www.parcscanada.gc.ca/forges,www.parkscanada.gc.ca/forges,"10000, boulevard des Forges",10000 boulevard des Forges,Trois-RiviÃ¨res,Trois-RiviÃ¨res,Mauricie,Mauricie,G9C 1B1,reservations.forges@pc.gc.ca,-72.660901,46.394964,http://www.pc.gc.ca/fr/lhn-nhs/qc/saintmaurice/activ/decouverte-tours,http://www.pc.gc.ca/en/lhn-nhs/qc/saintmaurice/activ/decouverte-tours,http://www.pc.gc.ca/fr/lhn-nhs/qc/saintmaurice/activ/edu,http://www.pc.gc.ca/en/lhn-nhs/qc/saintmaurice/activ/edu,Histoire,History,AccÃ¨s partiel;DÃ©ficience auditive,Partial access;Hearing impairments
eec837e5c90b75422e3e36af21c21b02,Lieu historique national des Forts-et-ChÃ¢teaux-Saint-Louis,Saint-Louis Forts and ChÃ¢teaux National Historic Site,418 648-7016,418 648-7016,1 888 773-8888,www.pc.gc.ca/fra/lhn-nhs/qc/saintlouisforts/index.aspx,http://www.pc.gc.ca/eng/lhn-nhs/qc/saintlouisforts/index.aspx,"2, rue D'Auteuil",2 rue d'Auteuil,QuÃ©bec,Quebec City,RÃ©gion de QuÃ©bec,QuÃ©bec,G1R 5C2,quebec.ev-ve@pc.gc.ca,-71.20437,46.812485,http://pc.gc.ca/fr/lhn-nhs/qc/saintlouisforts/activ,http://pc.gc.ca/en/lhn-nhs/qc/saintlouisforts/activ,http://pc.gc.ca/fr/lhn-nhs/qc/saintlouisforts/activ/edu,http://pc.gc.ca/en/lhn-nhs/qc/saintlouisforts/activ/edu,ArchÃ©ologie;Histoire,Archaeology;History,,
7728471b92493611c93f437ea300f569,Lieu historique national d'Obadjiwan-Fort-TÃ©miscamingue,Fort TÃ©miscamingue National Historic Site,819 629-3222,819 629-3222,1 888 773-8888,www.parcscanada.gc.ca/forttemiscamingue,www.parkscanada.gc.ca/forttemiscamingue,"834, chemin du Vieux-Fort",834 chemin du Vieux-Fort,Duhamel-Ouest,Duhamel-Ouest,Abitibi-TÃ©miscamingue,Abitibi-TÃ©miscamingue,J9V 1N7,info.metropolitain@pc.gc.ca,-79.459586,47.289134,http://www.pc.gc.ca/fr/lhn-nhs/qc/temiscamingue/activ/decouverte-tours,http://www.pc.gc.ca/en/lhn-nhs/qc/temiscamingue/activ/decouverte-tours,http://www.pc.gc.ca/fr/lhn-nhs/qc/temiscamingue/activ/edu,http://www.pc.gc.ca/en/lhn-nhs/qc/temiscamingue/activ/edu,Histoire,History,AccÃ¨s total,Full access
cb7c663f415121924c33c2770e0e7b1e,Lieu historique national du chantier A.C. Davie,A.C. Davie Shipyard National Historic Site,418 838-8202,418 838-8202,,http://www.acdavie.com/,,"6210, rue Saint-Laurent",6210 rue Saint-Laurent,LÃ©vis,Levis,ChaudiÃ¨re-Appalaches,ChaudiÃ¨re-Appalaches,G6V 3P4,acdavie@ville.levis.qc.ca,-71.184807,46.814197,http://www.acdavie.com/fr/visite/les-expositions/,http://www.acdavie.com/fr/visite/les-expositions/,,,Histoire;Technologies,History;Technology,AccÃ¨s partiel;DÃ©ficience visuelle,Partial access;Visual impairments
8443a7ed0b6a2feb4a594057d774adc2,Lieu historique national du Commerce-de-la-Fourrure-Ã Â -Lachine,Fur Trade at Lachine National Historic Site,514 637-7433,514 637-7433,1 888 773-8888,www.parcscanada.gc.ca/fourrure,www.parkscanada.gc.ca/fourrure,"1255, boulevard Saint-Joseph",1255 boulevard Saint-Joseph,Lachine,Lachine,MontrÃ©al,MontrÃ©al,H8S 2M2,info.metropolitain@pc.gc.ca,-73.675552,45.431463,http://www.pc.gc.ca/fr/lhn-nhs/qc/lachine/activ/decouverte-tours,http://www.pc.gc.ca/en/lhn-nhs/qc/lachine/activ/decouverte-tours,http://www.pc.gc.ca/fr/lhn-nhs/qc/lachine/activ/edu,http://www.pc.gc.ca/en/lhn-nhs/qc/lachine/activ/edu,Histoire,History,AccÃ¨s partiel;DÃ©ficience visuelle,Partial access;Visual impairments
2281e674abda4dc12cfeef0ecf085a8d,Lieu historique national du Fort-Chambly,Fort Chambly National Historic Site,450 658-1585,450 658-1585,1 800 773-8888,http://www.parcscanada.gc.ca/fortchambly,http://www.parkscanada.gc.ca/fortchambly,"2, rue De Richelieu",2 rue De Richelieu,Chambly,Chambly,MontÃ©rÃ©gie,MontÃ©rÃ©gie,J3L 2B9,reservations.fortchamby@pc.gc.ca,-73.276887,45.449448,http://www.pc.gc.ca/fr/lhn-nhs/qc/fortchambly/activ/expositions-exhibitions,http://www.pc.gc.ca/en/lhn-nhs/qc/fortchambly/activ/expositions-exhibitions,http://www.pc.gc.ca/fr/lhn-nhs/qc/fortchambly/activ/edu,http://www.pc.gc.ca/en/lhn-nhs/qc/fortchambly/activ/edu,Histoire,History,AccÃ¨s total;DÃ©ficience auditive,Full access;Hearing impairments
6967095a83408dd0db976b22defe6277,Lieu historique national du Fort-Lennox,Fort Lennox National Historic Site,450 291-5700,450 291-5700,1 888 773-8888,www.parcscanada.gc.ca/fortlennox,www.parkscanada.gc.ca/fortlennox,"1, 61e Avenue",1 - 61e Avenue,Saint-Paul-de-l'Ãle-aux-Noix,Saint-Paul-de-l'Ãle-aux-Noix,MontÃ©rÃ©gie,MontÃ©rÃ©gie,J0J 1G0,information@pc.gc.ca,-73.280354,45.127345,http://www.pc.gc.ca/fr/lhn-nhs/qc/lennox/activ/expositions-exhibitions,http://www.pc.gc.ca/en/lhn-nhs/qc/lennox/activ/expositions-exhibitions,http://www.pc.gc.ca/fr/lhn-nhs/qc/lennox/activ/edu,http://www.pc.gc.ca/en/lhn-nhs/qc/lennox/activ/edu,Histoire,History,AccÃ¨s total;DÃ©ficience auditive,Full access;Hearing impairments
172dd11bdbd66b8a08db76aa0156353e,Lieu historique national du Manoir-Papineau,Manoir Papineau National Historic Site,819 423-6965,819 423-6965,,www.parcscanada.gc.ca/manoirpapineau,www.parkscanada.gc.ca/manoirpapineau,"500, rue Notre-Dame",500 rue Notre-Dame,Montebello,Montebello,Outaouais,Outaouais,J0V 1L0,pc.papineau.pc@canada.ca,-74.942522,45.650138,http://www.pc.gc.ca/fr/lhn-nhs/qc/manoirpapineau/activ/expositions-exhibitions,http://www.pc.gc.ca/en/lhn-nhs/qc/manoirpapineau/activ/expositions-exhibitions,,,Collections vivantes;Histoire,Living collections;History,,
