ï»¿NOM_MUN_COMPO,CODE_POSTAL_COMPO,PLACE_TOTAL_POUPON,PLACE_TOTAL,CODE_REGION_COMPO,INTERNET,PROVINCE,NOM,TYPE,REGION,ADRESSE,SUBV,telephone1,TELECOPIEUR1
JonquiÃ¨re,G7X 3W1,10,80,2,cpe@cpedelasagamie.com,QC,CPE DE LA SAGAMIE,CPE,2 - Saguenay - Lac-Saint-Jean,"3740, rue Panet",CR,(418) 542-9862,(418) 542-3589
JonquiÃ¨re,G7X 7W2,0,15,2,cpeletreflea4feuilles@outlook.com,QC,CPE LE TRÃFLE Ã 4 FEUILLES,CPE,2 - Saguenay - Lac-Saint-Jean,"2505, rue Saint-Hubert",CR,"(418) 547-2191, poste 6425",
JonquiÃ¨re,G7X 2Z4,0,16,2,cpe@cpedelasagamie.com,QC,CPE VERT L'AVENTURE,CPE,2 - Saguenay - Lac-Saint-Jean,"3842, boulevard Harvey",CR,(418) 542-9862,
JonquiÃ¨re,G7X 4G7,5,37,2,garderiejetaime@hotmail.com,QC,GARDERIE JE T'AIME,GARD,2 - Saguenay - Lac-Saint-Jean,"2121, rue Pasteur",CR,(418) 547-4077,(418) 547-6074
JonquiÃ¨re,G7S 0M7,15,41,2,exploratout@yahoo.ca,QC,GARDERIE LA MINI OURSE,GARD,2 - Saguenay - Lac-Saint-Jean,"1993, ruelle Davis",,(418) 412-9412,
JonquiÃ¨re,G7T 0B4,0,54,2,vcleary@garderieslesetoiles.com,QC,GARDERIE LA PETITE OURSE,GARD,2 - Saguenay - Lac-Saint-Jean,"2540, rue Taillon",,(418) 412-9412,
JonquiÃ¨re,G7X 0B9,20,78,2,mondedelenergie@hotmail.com,QC,GARDERIE LE MONDE DE L'ÃNERGIE,GARD,2 - Saguenay - Lac-Saint-Jean,"3420, rue de l'Ãnergie",,(418) 547-0404,
JonquiÃ¨re,G7X 3A5,10,80,2,lesaventuresdaxel@hotmail.com,QC,GARDERIE LES AVENTURES D'AXEL INC.,GARD,2 - Saguenay - Lac-Saint-Jean,"3714, boulevard Harvey",,(581) 234-1398,
JonquiÃ¨re,G7X 0J1,15,80,2,vcleary@garderieslesetoiles.com,QC,GARDERIE LES PETITES ÃTOILES,GARD,2 - Saguenay - Lac-Saint-Jean,"3330, rue de l'Ãnergie",,(581) 684-8386,(581) 684-8386
JonquiÃ¨re,G7Z 0A2,5,21,2,garderie_lespetitsmooses@hotmail.com,QC,GARDERIE LES PETITS MOOSES INC.,GARD,2 - Saguenay - Lac-Saint-Jean,"4210, boulevard du Royaume",,(418) 542-3000,
JonquiÃ¨re,G7X 9E1,35,75,2,sabrina.boily08@hotmail.com,QC,L'UNIVERS DES POUPONS,GARD,2 - Saguenay - Lac-Saint-Jean,"2170, rue des Ãtudiants",CR,(418) 547-2323,(418) 542-4093
JonquiÃ¨re,G7Z 1N3,10,80,2,sabrina.boily08@hotmail.com,QC,LE MONDE DES ENFANTS,GARD,2 - Saguenay - Lac-Saint-Jean,"4142, rue Marc-AurÃ¨le",CR,(418) 542-4353,(418) 542-4353
JonquiÃ¨re,G8A 0B9,10,67,2,lepetitmondedesas@gmail.com,QC,LE PETIT MONDE DES ARTS ET DES SPORTS,GARD,2 - Saguenay - Lac-Saint-Jean,"2420, rue des Marronniers",CR,(418) 817-5476,
JonquiÃ¨re,G7X 0J1,10,50,2,vcleary@garderieslesetoiles.com,QC,LEURS PREMIERS PAS VERS L'UNIVERS,GARD,2 - Saguenay - Lac-Saint-Jean,"3326, rue de l'Ãnergie",,(418) 695-9632,
JonquiÃ¨re,G7X 0E6,10,71,2,garderieledp@gmail.com,QC,LEURS PREMIERS PAS VERS LA GALAXIE,GARD,2 - Saguenay - Lac-Saint-Jean,"3843, rue Colbert",,(418) 695-9631,
JonquiÃ¨re,G7X 0M5,10,80,2,sabrina.boily08@hotmail.com,QC,ROYAUME DES ENFANTS,GARD,2 - Saguenay - Lac-Saint-Jean,"4010, rue des Mouettes",CR,(418) 542-4363,(418) 542-3131
L'Anse-Saint-Jean,G0V 1J0,0,16,2,cpe@mini-monde.com,QC,CENTRE DE LA PETITE ENFANCE MINI-MONDE INSTALLATION DE L'ANSE-ST-JEAN,CPE,2 - Saguenay - Lac-Saint-Jean,"157A, Route 170",CR,(418) 272-1760,(418) 272-2467
L'Ascension-de-Notre-Seigneur,G0W 1Y0,15,36,2,cpeadtp@gmail.com,QC,CENTRE DE LA PETITE ENFANCE L'ASCENSION DES TOUT-PETITS,CPE,2 - Saguenay - Lac-Saint-Jean,"1000, 1re Rue Est",CR,"(418) 347-3482, poste 5",(418) 347-4253
La Baie,G0V 1A0,15,83,2,info@cpealouette.com,QC,CENTRE DE LA PETITE ENFANCE ALOUETTE INSTALLATION LES PETITS AVIATEURS,CPE,2 - Saguenay - Lac-Saint-Jean,"1775, rue Lucien-Lecompte",CR,"(418) 677-4000, poste 7048",(418) 677-7936
La Baie,G0V 1A0,10,42,2,sara.jomphe@cpealouette.com,QC,CENTRE DE LA PETITE ENFANCE ALOUETTE INSTALLATION LES PETITS COQUELICOTS,CPE,2 - Saguenay - Lac-Saint-Jean,"1805, rue Jean-Paul-Desloges",CR,"(418) 677-4000, poste 7063",
La Baie,G7B 2Y7,10,54,2,direction@cpetournesol.com,QC,CENTRE DE LA PETITE ENFANCE LE TOURNESOL DU FJORD,CPE,2 - Saguenay - Lac-Saint-Jean,"1001, rue du Docteur-DesgagnÃ©",CR,(418) 544-9202,(418) 544-0377
La Baie,G7B 1Y7,15,83,2,cpe@mini-monde.com,QC,CENTRE DE LA PETITE ENFANCE-BUREAU COORDONNATEUR MINI-MONDE,CPE,2 - Saguenay - Lac-Saint-Jean,"701, 5e Rue",CR,(418) 544-8380,(418) 544-4031
La Baie,G7B 3M8,20,80,2,nboudro76@hotmail.com,QC,GARDERIE L'UNIVERS DES TOUT P'TITS INC.,GARD,2 - Saguenay - Lac-Saint-Jean,"781, rue de Victoria",,(418) 812-7503,
La Baie,G7B 2P5,40,56,2,nboudro76@hotmail.com,QC,LA POUPONNIÃRE DES TOUT P'TITS,GARD,2 - Saguenay - Lac-Saint-Jean,"1402, rue Bagot",CR,(418) 306-5069,
Larouche,G0W 1Z0,5,29,2,cpe.info@troispetitspas.net,QC,LE JARDIN D'AMIS Ã LAROUCHE,CPE,2 - Saguenay - Lac-Saint-Jean,"651, rue GagnÃ©",CR,(418) 343-2588,(418) 343-2471
LaterriÃ¨re,G7N 1J1,5,31,2,garderieledp@gmail.com,QC,GARDERIE LE JARDIN DES ÃTOILES,GARD,2 - Saguenay - Lac-Saint-Jean,"917, rue du Boulevard",,(418) 402-0900,
LaterriÃ¨re,G7N 2B1,10,66,2,myriam.jean@laplaneteamars.ca,QC,"LE CENTRE DE LA PETITE ENFANCE ""LA PLANÃTE Ã MARS""",CPE,2 - Saguenay - Lac-Saint-Jean,"1530, rue du Vieux-Pont Sud",CR,(418) 678-1919,(418) 678-3343
Mashteuiatsh,G0W 2H0,20,88,2,info@cpeauetissatsh.ca,QC,LE CENTRE DE LA PETITE ENFANCE AUETISSATSH,CPE,2 - Saguenay - Lac-Saint-Jean,"50, rue Auetissatsh",CR,(418) 275-5703,(418) 275-8765
MÃ©tabetchouan-Lac-Ã -la-Croix,G8G 1K9,10,76,2,stramgram@cgocable.ca,QC,CENTRE DE LA PETITE ENFANCE AM STRAM GRAM 2000 INSTALLATION MÃTABETCHOUAN-LAC-Ã-LA-CROIX,CPE,2 - Saguenay - Lac-Saint-Jean,"19, rue des Pivoines",CR,(418) 349-8190,(418) 349-8026
Normandin,G8M 3Z5,10,52,2,jlalancette@cpecroquelavie.ca,QC,CENTRE DE LA PETITE ENFANCE CROQUE LA VIE,CPE,2 - Saguenay - Lac-Saint-Jean,"1153, avenue des Ãcoles",CR,(418) 274-2762,(418) 274-2227
Normandin,G8M 3X5,10,48,2,globuleetmyrtille@hotmail.ca,QC,GLOBULE ET MYRTILLE,GARD,2 - Saguenay - Lac-Saint-Jean,"1455, Avenue du Rocher, local 126",,(418) 274-8080,
Petit-Saguenay,G0V 1N0,5,13,2,myriam.jean@laplaneteamars.ca,QC,"LE CENTRE DE LA PETITE ENFANCE ""LA PLANÃTE Ã MARS"" DU PETIT SAGUENAY",CPE,2 - Saguenay - Lac-Saint-Jean,"61, rue Dumas",CR,(418) 272-3939,(418) 272-9914
PÃ©ribonka,G0W 2G0,5,13,2,cpelesrenardeaux@hotmail.com,QC,CENTRE DE LA PETITE ENFANCE LES RENARDEAUX,CPE,2 - Saguenay - Lac-Saint-Jean,"202, 1re Avenue",CR,(418) 374-2002,(418) 374-2375
Roberval,G8H 3N8,15,75,2,kathy.labeaume@cpelaculbute.ca,QC,CENTRE DE LA PETITE ENFANCE LES AMIS DE LA CULBUTE,CPE,2 - Saguenay - Lac-Saint-Jean,"100, avenue Jules-Constantin",CR,(418) 275-4745,(418) 275-2207
Roberval,G8H 1B9,10,50,2,kathy.labeaume@cpelaculbute.ca,QC,CENTRE DE LA PETITE ENFANCE LES AMIS DE LA CULBUTE INSTALLATION MILIEU DE TRAVAIL,CPE,2 - Saguenay - Lac-Saint-Jean,"416, rue Brassard",CR,(418) 275-4745,(418) 275-2207
Roberval,G8H 2H1,10,80,2,plavertu@cpejardinderobi.ca,QC,LE JARDIN DE ROBI INC.,CPE,2 - Saguenay - Lac-Saint-Jean,"870, rue Saint-Jean",CR,(418) 275-4431,(418) 275-2058
Saguenay,G7X 0J1,25,33,2,cduchesne@garderieslesetoiles.com,QC,GARDERIE LEURS PREMIERS PAS,GARD,2 - Saguenay - Lac-Saint-Jean,"3322, rue de l'Ãnergie",CR,(418) 695-9632,
Saint-Ambroise,G7P 2R1,10,52,2,lespetitscailloux@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE LES PETITS CAILLOUX INSTALLATION ST-AMBROISE,CPE,2 - Saguenay - Lac-Saint-Jean,"380, rue Gagnon",CR,(418) 672-6824,(418) 698-0824
Saint-Bruno,G0W 2L0,0,3,2,cpe.info@troispetitspas.net,QC,CENTRE DE LA PETITE ENFANCE LES TROIS PETITS PAS HÃBERVILLE-STATION,CPE,2 - Saguenay - Lac-Saint-Jean,"150, rue de la Garderie",CR,"(418) 343-2588, poste 202",(418) 343-2471
Saint-Bruno,G0W 2L0,10,62,2,igaron@garderieslesetoiles.com,QC,GARDERIE LA GRANDE OURSE,GARD,2 - Saguenay - Lac-Saint-Jean,"102, rue des Moissons",,(581) 717-1219,
Saint-Bruno,G0W 2L0,15,80,2,cpe.info@troispetitspas.net,QC,LE JARDIN D'AMIS Ã ST-BRUNO,CPE,2 - Saguenay - Lac-Saint-Jean,"150, rue de la Garderie",CR,(418) 343-2588,(418) 343-2471
Saint-Charles-de-Bourget,G0V 1G0,0,8,2,stephane.claveau@cpecailloux.com,QC,CENTRE DE LA PETITE ENFANCE LES PETITS CAILLOUX INSTALLATION ST-CHARLES,CPE,2 - Saguenay - Lac-Saint-Jean,"476, 2e Rang",CR,(418) 698-0824,
Saint-David-de-Falardeau,G0V 1C0,10,42,2,lespetitscailloux@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE LES PETITS CAILLOUX INSTALLATION FALARDEAU,CPE,2 - Saguenay - Lac-Saint-Jean,"106, boulevard Saint-David",CR,(418) 673-1059,(418) 698-0824
Saint-Fulgence,G0V 1S0,5,29,2,lespetitscailloux@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE LES PETITS CAILLOUX INSTALLATION ST-FULGENCE,CPE,2 - Saguenay - Lac-Saint-Jean,"75, rue du Cap-des-Roches",CR,(418) 674-1489,(418) 698-0824
Saint-FÃ©licien,G8K 1J2,10,78,2,direction@cpetrottemenu.ca,QC,CENTRE DE LA PETITE ENFANCE TROTTE-MENU INC.,CPE,2 - Saguenay - Lac-Saint-Jean,"1349, rue Bellevue Nord",CR,(418) 679-4088,(418) 679-3288
Saint-FÃ©licien,G8K 2B5,15,67,2,direction@cpetrottemenu.ca,QC,CENTRE DE LA PETITE ENFANCE TROTTE-MENU INC.,CPE,2 - Saguenay - Lac-Saint-Jean,"1201, boulevard Julien",CR,(418) 630-4688,(418) 630-4608
Saint-FÃ©lix-d'Otis,G0V 1M0,0,8,2,direction@cpetournesol.com,QC,CENTRE DE LA PETITE ENFANCE LE TOURNESOL DU FJORD - INSTALLATION ST-FÃLIX,CPE,2 - Saguenay - Lac-Saint-Jean,"102, chemin du Lac BrÃ©beuf",CR,(418) 544-1784,(418) 544-1784
Saint-HonorÃ©,G0V 1L0,8,60,2,stephane.claveau@cpecailloux.com,QC,"CENTRE DE LA PETITE ENFANCE LES PETITS CAILLOUX Â« CPE LA CAJOLERIE, INSTALLATION DE ST-HONORÃ #1 Â»",CPE,2 - Saguenay - Lac-Saint-Jean,"580, rue Laprise",CR,(418) 673-6333,(418) 673-3381
Saint-Nazaire,G0W 2V0,10,36,2,cynthia.paquet@cpepicassos.com,QC,L'OASIS DES PICASSOS,CPE,2 - Saguenay - Lac-Saint-Jean,"365, rue des CamÃ©risiers",CR,(418) 347-5826,
Saint-Prime,G8J 2A8,10,78,2,info@cpesouriso.ca,QC,CENTRE DE LA PETITE ENFANCE LES SOURICEAUX,CPE,2 - Saguenay - Lac-Saint-Jean,"155, rue Saint-Hilaire",CR,(418) 251-2924,(418) 251-1096
Sainte-Rose-du-Nord,G0V 1T0,0,8,2,direction@cpelapirouette.ca,QC,CENTRE DE LA PETITE ENFANCE LA PIROUETTE,CPE,2 - Saguenay - Lac-Saint-Jean,"186, rue du Quai",CR,(418) 675-1012,(418) 675-1012
Shipshaw,G7P 1G3,10,62,2,boumgarderie@outlook.fr,QC,GARDERIE BOUM BOUM,GARD,2 - Saguenay - Lac-Saint-Jean,"4527, rue Lavoie",CR,(418) 547-4368,(418) 547-8156
Baie-Saint-Paul,G3Z 2R1,10,78,3,sfortin@goeletteenchantee.com,QC,CENTRE DE LA PETITE ENFANCE LA GOÃLETTE ENCHANTÃE INC.,CPE,3 - Capitale-Nationale,"66, rue Racine",CR,(418) 435-2539,(418) 435-2325
Baie-Saint-Paul,G3Z 1W3,10,44,3,pierre@garderiejauneforet.com,QC,GARDERIE JAUNE FORÃT,GARD,3 - Capitale-Nationale,"41, boul. Raymond-Mailloux",CR,(418) 633-7943,
Baie-Saint-Paul,G3Z 0K2,0,39,3,navettecoupdepouce@hotmail.com,QC,LA GARDERIE DU COIN,GARD,3 - Capitale-Nationale,"151, Alfred-Morin",,(418) 240-1100,
Baie-Saint-Paul,G3Z 0K2,15,31,3,navettecoupdepouce@hotmail.com,QC,LA GARDERIE DU COIN 2,GARD,3 - Capitale-Nationale,"165, rue Alfred-Morin",,(418) 240-1100,(418) 240-3300
BeauprÃ©,G0A 1E0,20,80,3,cpelapeluche@cpelapeluche.com,QC,INSTALLATION LA VOLIÃRE,CPE,3 - Capitale-Nationale,"10961, rue des Montagnards",CR,(418) 827-4193,(418) 827-6856
BeauprÃ©,G0A 1E0,10,80,3,cpelapeluche@cpelapeluche.com,QC,INSTALLATION MONTAGNARDS,CPE,3 - Capitale-Nationale,"10900, rue des Montagnards",CR,(418) 827-4193,(418) 827-6856
Boischatel,G0A 1H0,5,49,3,administration@cpeenchante.com,QC,CENTRE DE LA PETITE ENFANCE L'ENCHANTÃ 1,CPE,3 - Capitale-Nationale,"11, rue Montmorency",CR,(418) 822-3076,(418) 822-4600
Boischatel,G0A 1H0,20,80,3,,QC,CENTRE DE LA PETITE ENFANCE L'ENCHANTÃ 4,CPE,3 - Capitale-Nationale,"15, rue Montmorency",CR,(418) 822-3076,
Boischatel,G0A 1H0,15,80,3,garderielabougeotte@hotmail.com,QC,GARDERIE LA BOUGEOTTE DE BOISCHATEL,GARD,3 - Capitale-Nationale,"6, rue Charleville",,(418) 573-1791,
Boischatel,G0A 1H0,15,73,3,boischatouilles@gmail.com,QC,GARDERIE LES BOISCHATOUILLES 2 INC.,GARD,3 - Capitale-Nationale,"5357, rue Dugal",CR,(418) 822-3002,(418) 822-3005
Boischatel,G0A 1H0,15,67,3,boischatouilles@gmail.com,QC,GARDERIE LES BOISCHATOUILLES INC.,GARD,3 - Capitale-Nationale,"5609, rue Dugal",CR,(418) 822-3000,(418) 822-3003
Cap-SantÃ©,G0A 1L0,10,78,3,direction@cpeabeilles.ca,QC,CPE AU BOISÃ DES ABEILLES,CPE,3 - Capitale-Nationale,"30, rue DÃ©ry",CR,(418) 285-4057,(418) 285-3835
ChÃ¢teau-Richer,G0A 1N0,15,83,3,garderiemonchateauamoi@gmail.com,QC,GARDERIE MON CHÃTEAU Ã MOI,GARD,3 - Capitale-Nationale,"7754, Avenue Royale",CR,(418) 931-7875,
Clermont,G4A 1A4,5,39,3,dg@pignonssurrue.com,QC,CENTRE DE LA PETITE ENFANCE PIGNONS SUR RUE,CPE,3 - Capitale-Nationale,"5, rue Jean-Talon",CR,(418) 633-7355,(418) 439-5849
Donnacona,G3M 1L7,10,54,3,direction@cpeabeilles.ca,QC,CENTRE DE LA PETITE ENFANCE AU JARDIN DES ABEILLES (C.P.E.),CPE,3 - Capitale-Nationale,"570, boulevard Gaudreau",CR,(418) 285-4057,(418) 285-3835
Donnacona,G3M 0J2,30,100,3,caroline@cajolyne.com,QC,DANS L'UNIVERS DE CAJO,GARD,3 - Capitale-Nationale,"134, boulevard des Ãcureuils",CR,(418) 285-2255,(418) 842-9924
Donnacona,G3M 1B9,15,73,3,garderielesdoudlipoux@hotmail.com,QC,GARDERIE LES DOUDLIPOUX INC.,GARD,3 - Capitale-Nationale,"197, route 138",,(418) 462-1812,
L'Ancienne-Lorette,G2E 1Y8,10,80,3,chantal.gbe@gmail.com,QC,GARDERIE LA BOTTINE ENCHANTÃE,GARD,3 - Capitale-Nationale,"1185, rue Saint-Paul",CR,(418) 872-3663,(418) 872-9022
L'Ancienne-Lorette,G2E 3B5,0,80,3,petiteecolend@outlook.com,QC,GARDERIE PETITE ÃCOLE NOTRE-DAME,GARD,3 - Capitale-Nationale,"1624, rue Notre-Dame",,(581) 300-3110,
L'Ancienne-Lorette,G2E 1R6,12,57,3,manu.r@cpeaucoeurenfantin.com,QC,INSTALLATION AU CARROUSEL ENFANTIN,CPE,3 - Capitale-Nationale,"2015, rue Saint-Jean-Baptiste",CR,(418) 872-4914,
L'Ancienne-Lorette,G2E 1G8,5,37,3,astpierre@cpepa.ca,QC,INSTALLATION AU PETIT POUCET,CPE,3 - Capitale-Nationale,"1380, rue des Pins Ouest",CR,(418) 872-8181,(418) 872-1770
L'Ancienne-Lorette,G2E 0A1,10,58,3,astpierre@cpepa.ca,QC,INSTALLATION DES BELLES-RIVIÃRES,CPE,3 - Capitale-Nationale,"1295, rue des Loisirs Est",CR,(418) 872-1272,(418) 872-6724
L'Ancienne-Lorette,G2E 3B5,20,20,3,petiteecolend@outlook.com,QC,LES BAMBINS DE LA PETITE ÃCOLE NOTRE-DAME,GARD,3 - Capitale-Nationale,"1626, rue Notre-Dame",,(581) 300-3110,
L'Ancienne-Lorette,G2E 6L6,10,54,3,administration@peabcpreschool.com,QC,PETITE ÃCOLE ABC PRESCHOOL 3,GARD,3 - Capitale-Nationale,"1291, avenue Jules Verne, bureau 100",,(581) 981-5558,
L'Ancienne-Lorette,G2E 4L2,20,80,3,garderiemylaine@hotmail.com,QC,SERVICE DE GARDE MYLAINE INC.,GARD,3 - Capitale-Nationale,"1931, rue des Granges",CR,(418) 871-7726,(418) 871-7726
L'Ange-Gardien,G0A 2K0,10,62,3,administration@cpeenchante.com,QC,CENTRE DE LA PETITE ENFANCE L'ENCHANTÃ 2,CPE,3 - Capitale-Nationale,"30, rue de la Mairie",CR,(418) 822-4253,(418) 822-1161
L'Ange-Gardien,G0A 2K0,10,80,3,administration@cpeenchante.com,QC,CENTRE DE LA PETITE ENFANCE L'ENCHANTÃ 3,CPE,3 - Capitale-Nationale,"300, rue du Tricentenaire",CR,"(418) 822-3076, poste 22",(418) 822-4600
L'Isle-aux-Coudres,G0A 3J0,5,21,3,direction@soleil-lune.com,QC,CENTRE DE LA PETITE ENFANCE DU SOLEIL Ã LA LUNE,CPE,3 - Capitale-Nationale,"45, chemin de la Traverse",CR,(418) 438-1313,(418) 435-5050
La Malbaie,G5A 1K3,10,62,3,dg@pignonssurrue.com,QC,CENTRE DE LA PETITE ENFANCE PIGNONS SUR RUE,CPE,3 - Capitale-Nationale,"175, rue Le Courtois",CR,(418) 633-7355,(418) 439-5849
La Malbaie,G5A 2A5,0,26,3,vickygodin402@msn.com,QC,L'ATELIER DE MENAUD,GARD,3 - Capitale-Nationale,"9, rue Principale",,(418) 324-9042,
Lac-Beauport,G3B 2P7,15,75,3,cpe@cpejolicoeur.ca,QC,CPE JOLI-COEUR INSTALLATION DE LA MONTAGNE,CPE,3 - Capitale-Nationale,"33, chemin des Ãpinettes",CR,(418) 841-1544,(418) 841-1525
Lac-Beauport,G3B 0W1,10,78,3,cpe@cpejolicoeur.ca,QC,CPE JOLI-COEUR INSTALLATION DU LAC,CPE,3 - Capitale-Nationale,"584, chemin du Tour-du-Lac",CR,(418) 841-1544,(418) 841-1525
Lac-Beauport,G3B 0W8,25,100,3,dingchen@outlook.com,QC,IL ÃTAIT UNE FOIS AU LAC-BEAUPORT INC.,GARD,3 - Capitale-Nationale,"1016, boulevard du Lac",CR,(418) 316-2262,(418) 316-2263
Lac-Beauport,G3B 0W8,0,23,3,mjdorego@live.com,QC,ÃCOLE PRÃMATERNELLE ET MATERNELLE MONTESSORI DE LAC-BEAUPORT INC.,GARD,3 - Capitale-Nationale,"1020E, boulevard du Lac",CR,(418) 841-0788,
Neuville,G0A 2R0,5,31,3,cpelekangourou@globetrotter.net,QC,LE PETIT GOUROU,CPE,3 - Capitale-Nationale,"766, Route 138",CR,(418) 873-2291,(418) 873-4980
Neuville,G0A 2R0,5,39,3,cpelekangourou@globetrotter.net,QC,LES PETITS MARINS,CPE,3 - Capitale-Nationale,"240, rue du PÃ¨re-RhÃ©aume",CR,(418) 873-2291,(418) 873-4980
Pont-Rouge,G3H 3R7,5,39,3,garderiedujardin@hotmail.fr,QC,GARDERIE DU JARDIN,GARD,3 - Capitale-Nationale,"10, rue de la Fabrique",,(581) 329-8585,
Pont-Rouge,G3H 3B3,15,100,3,direction@matelots.ca,QC,GARDERIE LES MATELOTS PONT-ROUGE,GARD,3 - Capitale-Nationale,"151, rue du CollÃ¨ge",CR,(418) 813-1808,
Pont-Rouge,G3H 0M6,10,62,3,garderiepontrouge@lahautevoltige.ca,QC,LA HAUTE-VOLTIGE PONT-ROUGE,GARD,3 - Capitale-Nationale,"20, route de la PiniÃ¨re, local 103",,(418) 838-4797,
Pont-Rouge,G3H 2G6,10,62,3,cpelekangourou@globetrotter.net,QC,LE KANGOUROU,CPE,3 - Capitale-Nationale,"73, rue Pleau",CR,(418) 873-2291,(418) 873-4980
Pont-Rouge,G3H 0J5,5,39,3,cpelekangourou@globetrotter.net,QC,LE KOALA,CPE,3 - Capitale-Nationale,"8, rue du Croissant",CR,(418) 873-2291,(418) 873-4980
Portneuf,G0A 2Y0,5,39,3,veilleusequea@globetrotter.net,QC,INSTALLATION LES ÃTINCELLES,CPE,3 - Capitale-Nationale,"521, avenue de l'Ãglise",CR,(418) 286-2310,
QuÃ©bec,G1H 1M7,10,62,3,robine_k@hotmail.com,QC,GARDERIE PRIVÃE LA PETITE ESCABELLE INC.,GARD,3 - Capitale-Nationale,"160, 73e Rue Est",,(418) 563-5823,
QuÃ©bec,G2K 0M6,20,80,3,noor@rireetgrandir.ca,QC,ACADÃMIE RIRE & GRANDIR INC.,GARD,3 - Capitale-Nationale,"1255, boulevard Lebourgneuf, bureau 150",,(418) 264-5526,
QuÃ©bec,G3K 1J9,0,44,3,info@academieunisport.com,QC,ACADÃMIE UNI-SPORT VAL-BÃLAIR,GARD,3 - Capitale-Nationale,"1091, boulevard Pie-XI Sud",,(418) 952-6442,
QuÃ©bec,G2M 1L1,15,30,3,auchateaudelorie@outlook.com,QC,AU CHATEAU DE LORIE 2,GARD,3 - Capitale-Nationale,"20354, boulevard Henri-Bourassa, suite 101",,(418) 841-1001,(418) 841-3663
QuÃ©bec,G2M 1L1,15,80,3,auchateaudelorie@outlook.com,QC,AU CHÃTEAU DE LORIE INC.,GARD,3 - Capitale-Nationale,"20354, boulevard Henri-Bourassa, suite 101",,(418) 841-1001,(418) 841-3663
QuÃ©bec,G1C 5Y8,0,18,3,garderie.aucoindemilie@gmail.com,QC,AU COIN D'ÃMILIE INC.,GARD,3 - Capitale-Nationale,"2362, boulevard Louis XIV",CR,(418) 666-6608,
QuÃ©bec,G3G 2Z3,10,45,3,aujardindeslutins@hotmail.com,QC,AU JARDIN DES LUTINS,GARD,3 - Capitale-Nationale,"15473, boulevard de la Colline",CR,(418) 841-3599,(418) 841-0103
QuÃ©bec,G3E 1X3,0,19,3,info@royaumedefanfan.com,QC,AU ROYAUME DE FANFAN 2,GARD,3 - Capitale-Nationale,"6137-A, rue du Pomerol",,(418) 845-2416,
QuÃ©bec,G1W 4B6,0,56,3,direction@cpepassepoil.ca,QC,BOUT-EN-TRAIN,CPE,3 - Capitale-Nationale,"1199, Avenue BeauprÃ©",CR,(418) 529-9947,
QuÃ©bec,G3E 1L8,10,62,3,ccote@cperibambelle.qc.ca,QC,BRIN DE FOLIE,CPE,3 - Capitale-Nationale,"6089, rue VÃ©nus",CR,(418) 843-4178,(418) 843-1918
QuÃ©bec,G1C 1W5,10,80,3,directrice@laptitechute.com,QC,C.P.E. LA PÂ¿TITE CHUTE,CPE,3 - Capitale-Nationale,"2130, boulevard des Chutes",CR,(418) 914-2835,
QuÃ©bec,G1Y 3T9,10,30,3,maryselizotte@bellnet.ca,QC,CENTRE D'ÃVEIL ET D'APPRENTISSAGE Ã TON RYTHME,GARD,3 - Capitale-Nationale,"4074B, rue AndrÃ©-Riel",,(418) 932-0906,
QuÃ©bec,G1C 0B9,10,70,3,directrice@laptitechute.com,QC,"CENTRE DE LA PETITE ENFANCE ""LA P'TITE CHUTE""",CPE,3 - Capitale-Nationale,"1, rue de la Farandole",CR,(418) 914-2835,
QuÃ©bec,G1M 3G1,15,61,3,natacha.girard@allomonami.com,QC,CENTRE DE LA PETITE ENFANCE ALLÃ MON AMI,CPE,3 - Capitale-Nationale,"450, avenue Glazier",CR,(418) 527-1516,
QuÃ©bec,G1M 3G1,0,45,3,natacha.girard@allomonami.com,QC,CENTRE DE LA PETITE ENFANCE ALLÃ MON AMI II,CPE,3 - Capitale-Nationale,"450, avenue Glazier",CR,(418) 527-1516,(418) 527-2140
QuÃ©bec,G2N 1C5,0,26,3,cpeavb@ccapcable.com,QC,CENTRE DE LA PETITE ENFANCE AU VIEUX BERCEAU,CPE,3 - Capitale-Nationale,"631, rue Jacques-BÃ©dard",CR,(418) 849-5578,(418) 849-6710
QuÃ©bec,G2C 1V1,5,67,3,alakanath@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE AUX POUSSINOTS D'ALAKAZOU DE QUÃBEC INC.,CPE,3 - Capitale-Nationale,"2020, avenue Chauveau",CR,(418) 847-3402,
QuÃ©bec,G1S 3G3,0,40,3,cpeclairdelune@oricom.ca,QC,CENTRE DE LA PETITE ENFANCE CLAIR DE LUNE,CPE,3 - Capitale-Nationale,"1040, avenue BelvÃ©dÃ¨re, suite 200",CR,(418) 683-9421,(418) 683-5763
QuÃ©bec,G1K 2L5,6,58,3,c.cournoyer@cpelanseauxlievres.com,QC,CENTRE DE LA PETITE ENFANCE DE L'ANSE AUX LIEVRES INC.,CPE,3 - Capitale-Nationale,"330, rue de la Croix-Rouge, bureau A101",CR,(418) 524-5829,(418) 525-6060
