variableID,Domaine,NomVariable,UniteMesure,AnneeDonne,Ville,noVariablePourFormule,Valeur 
6597,Incendie,Nombre d’employés affectés aux activités de prévention,Quantité,2015,Montréal,VINC900020,102
6597,Incendie,Nombre d’employés affectés aux activités de prévention,Quantité,2016,Montréal,VINC900020,99
6597,Incendie,Nombre d’employés affectés aux activités de prévention,Quantité,2017,Montréal,VINC900020,110
6597,Incendie,Nombre d’employés affectés aux activités de prévention,Quantité,2018,Montréal,VINC900020,96
6597,Incendie,Nombre d’employés affectés aux activités de prévention,Quantité,2019,Montréal,VINC900020,92
6597,Incendie,Nombre d’employés affectés aux activités de prévention,Quantité,2020,Montréal,VINC900020,92
6507,Incendie,Nombre d'employés affectés aux activités d'éducation,Quantité,2015,Montréal,VINC900014,13
6507,Incendie,Nombre d'employés affectés aux activités d'éducation,Quantité,2016,Montréal,VINC900014,13
6507,Incendie,Nombre d'employés affectés aux activités d'éducation,Quantité,2017,Montréal,VINC900014,13
6507,Incendie,Nombre d'employés affectés aux activités d'éducation,Quantité,2018,Montréal,VINC900014,8
6507,Incendie,Nombre d'employés affectés aux activités d'éducation,Quantité,2019,Montréal,VINC900014,7
6507,Incendie,Nombre d'employés affectés aux activités d'éducation,Quantité,2020,Montréal,VINC900014,7
6330,Incendie,Nombre d’employés affectés aux activités de formation,Quantité,2015,Montréal,VINC900010,22
6330,Incendie,Nombre d’employés affectés aux activités de formation,Quantité,2016,Montréal,VINC900010,22
6330,Incendie,Nombre d’employés affectés aux activités de formation,Quantité,2017,Montréal,VINC900010,26
6330,Incendie,Nombre d’employés affectés aux activités de formation,Quantité,2018,Montréal,VINC900010,25
6330,Incendie,Nombre d’employés affectés aux activités de formation,Quantité,2019,Montréal,VINC900010,25
6330,Incendie,Nombre d’employés affectés aux activités de formation,Quantité,2020,Montréal,VINC900010,25
6108,Incendie,Nombre d’heures de véhicules d’incendie en service dotés de personnel,heure,2014,Montréal,VINC900003,1 340 280
6108,Incendie,Nombre d’heures de véhicules d’incendie en service dotés de personnel,heure,2015,Montréal,VINC900003,1 357 800
6108,Incendie,Nombre d’heures de véhicules d’incendie en service dotés de personnel,heure,2016,Montréal,VINC900003,1 350 000
6108,Incendie,Nombre d’heures de véhicules d’incendie en service dotés de personnel,heure,2017,Montréal,VINC900003,1 314 000
6108,Incendie,Nombre d’heures de véhicules d’incendie en service dotés de personnel,heure,2018,Montréal,VINC900003,1 331 520
6108,Incendie,Nombre d’heures de véhicules d’incendie en service dotés de personnel,heure,2019,Montréal,VINC900003,1 322 760
6108,Incendie,Nombre d’heures de véhicules d’incendie en service dotés de personnel,heure,2020,Montréal,VINC900003,1 331 520
6770,Incendie,Nombre d’interventions,Quantité,2014,Montréal,VINC900021,126 150
6770,Incendie,Nombre d’interventions,Quantité,2015,Montréal,VINC900021,127 050
6770,Incendie,Nombre d’interventions,Quantité,2016,Montréal,VINC900021,131 540
6770,Incendie,Nombre d’interventions,Quantité,2017,Montréal,VINC900021,131 673
6770,Incendie,Nombre d’interventions,Quantité,2018,Montréal,VINC900021,127 902
6770,Incendie,Nombre d’interventions,Quantité,2019,Montréal,VINC900021,125 801
6770,Incendie,Nombre d’interventions,Quantité,2020,Montréal,VINC900021,88 767
6576,Incendie,Nombre de sorties de véhicule,Quantité,2015,Montréal,VINC900019,241 046
6576,Incendie,Nombre de sorties de véhicule,Quantité,2016,Montréal,VINC900019,239 995
6576,Incendie,Nombre de sorties de véhicule,Quantité,2017,Montréal,VINC900019,242 438
6576,Incendie,Nombre de sorties de véhicule,Quantité,2018,Montréal,VINC900019,241 873
6576,Incendie,Nombre de sorties de véhicule,Quantité,2019,Montréal,VINC900019,240 490
6576,Incendie,Nombre de sorties de véhicule,Quantité,2020,Montréal,VINC900019,189 841
6115,Incendie,Temps d’acheminement des pompiers au 90e percentile (zone urbaine),minutes,2014,Montréal,VINC900007,0:06:20
6115,Incendie,Temps d’acheminement des pompiers au 90e percentile (zone urbaine),minutes,2015,Montréal,VINC900007,0:06:18
6115,Incendie,Temps d’acheminement des pompiers au 90e percentile (zone urbaine),minutes,2016,Montréal,VINC900007,0:06:16
6115,Incendie,Temps d’acheminement des pompiers au 90e percentile (zone urbaine),minutes,2017,Montréal,VINC900007,0:06:18
6115,Incendie,Temps d’acheminement des pompiers au 90e percentile (zone urbaine),minutes,2018,Montréal,VINC900007,0:06:20
6115,Incendie,Temps d’acheminement des pompiers au 90e percentile (zone urbaine),minutes,2019,Montréal,VINC900007,00:06:24
6115,Incendie,Temps d’acheminement des pompiers au 90e percentile (zone urbaine),minutes,2020,Montréal,VINC900007,0:06:26
6908,Incendie,Temps de réponse du service des incendies au 90e percentile (zone urbaine),minutes,2014,Montréal,VINC900023,0:06:50
6908,Incendie,Temps de réponse du service des incendies au 90e percentile (zone urbaine),minutes,2015,Montréal,VINC900023,0:06:49
6908,Incendie,Temps de réponse du service des incendies au 90e percentile (zone urbaine),minutes,2016,Montréal,VINC900023,0:06:45
6908,Incendie,Temps de réponse du service des incendies au 90e percentile (zone urbaine),minutes,2017,Montréal,VINC900023,0:06:43
6908,Incendie,Temps de réponse du service des incendies au 90e percentile (zone urbaine),minutes,2018,Montréal,VINC900023,0:06:50
6908,Incendie,Temps de réponse du service des incendies au 90e percentile (zone urbaine),minutes,2019,Montréal,VINC900023,0:06:51
6908,Incendie,Temps de réponse du service des incendies au 90e percentile (zone urbaine),minutes,2020,Montréal,VINC900023,0:06:48
109017,Incendie,Nombre d'interventions conformes au normes NFPA pour le temps de réponse total en zone urbaine,Quantité,2017,Montréal,VINC900046,83 567
109017,Incendie,Nombre d'interventions conformes au normes NFPA pour le temps de réponse total en zone urbaine,Quantité,2018,Montréal,VINC900046,78 017
109017,Incendie,Nombre d'interventions conformes au normes NFPA pour le temps de réponse total en zone urbaine,Quantité,2019,Montréal,VINC900046,62 913
109017,Incendie,Nombre d'interventions conformes au normes NFPA pour le temps de réponse total en zone urbaine,Quantité,2020,Montréal,VINC900046,39 386
109020,Incendie,Nombre moyen de pompiers en devoir,Quantité,2015,Montréal,VINC900048,500
109020,Incendie,Nombre moyen de pompiers en devoir,Quantité,2016,Montréal,VINC900048,498
109020,Incendie,Nombre moyen de pompiers en devoir,Quantité,2017,Montréal,VINC900048,491
109020,Incendie,Nombre moyen de pompiers en devoir,Quantité,2018,Montréal,VINC900048,500
109020,Incendie,Nombre moyen de pompiers en devoir,Quantité,2019,Montréal,VINC900048,500
109020,Incendie,Nombre moyen de pompiers en devoir,Quantité,2020,Montréal,VINC900048,500
110072,Incendie,Nombre d'interventions en zone urbaine,Quantité,2017,Montréal,VINC900051,95 984
110072,Incendie,Nombre d'interventions en zone urbaine,Quantité,2018,Montréal,VINC900051,90 400
110072,Incendie,Nombre d'interventions en zone urbaine,Quantité,2019,Montréal,VINC900051,74 660
110072,Incendie,Nombre d'interventions en zone urbaine,Quantité,2020,Montréal,VINC900051,47 225
6543,Incendie,Masse salariale du service des incendies,$,2015,Montréal,VINC100018,318 554 642
6543,Incendie,Masse salariale du service des incendies,$,2016,Montréal,VINC100018,322 374 311
6543,Incendie,Masse salariale du service des incendies,$,2017,Montréal,VINC100018,350 953 192
6543,Incendie,Masse salariale du service des incendies,$,2018,Montréal,VINC100018,331 327 848
6543,Incendie,Masse salariale du service des incendies,$,2019,Montréal,VINC100018,338 206 933
6543,Incendie,Masse salariale du service des incendies,$,2020,Montréal,VINC100018,345 948 424
6107,Incendie,Coûts directs relatifs au service des incendies,$,2015,Montréal,VINC100002,351 782 701
6107,Incendie,Coûts directs relatifs au service des incendies,$,2016,Montréal,VINC100002,358 430 727
6107,Incendie,Coûts directs relatifs au service des incendies,$,2017,Montréal,VINC100002,373 781 236
6107,Incendie,Coûts directs relatifs au service des incendies,$,2018,Montréal,VINC100002,355 389 112
6107,Incendie,Coûts directs relatifs au service des incendies,$,2019,Montréal,VINC100002,363 063 327
6107,Incendie,Coûts directs relatifs au service des incendies,$,2020,Montréal,VINC100002,369 422 701
6847,Incendie,Coûts du soutien aux activités relatifs au service des incendies,$,2014,Montréal,VINC100022,43 493 463
6847,Incendie,Coûts du soutien aux activités relatifs au service des incendies,$,2015,Montréal,VINC100022,37 592 017
6847,Incendie,Coûts du soutien aux activités relatifs au service des incendies,$,2016,Montréal,VINC100022,24 634 890
6847,Incendie,Coûts du soutien aux activités relatifs au service des incendies,$,2017,Montréal,VINC100022,26 507 362
6847,Incendie,Coûts du soutien aux activités relatifs au service des incendies,$,2018,Montréal,VINC100022,22 380 864
6847,Incendie,Coûts du soutien aux activités relatifs au service des incendies,$,2019,Montréal,VINC100022,27 021 596
6847,Incendie,Coûts du soutien aux activités relatifs au service des incendies,$,2020,Montréal,VINC100022,28 033 913
6106,Incendie,Amortissement relatif au service des incendies,$,2014,Montréal,VINC100001,13 700 096
6106,Incendie,Amortissement relatif au service des incendies,$,2015,Montréal,VINC100001,14 375 301
6106,Incendie,Amortissement relatif au service des incendies,$,2016,Montréal,VINC100001,14 354 376
6106,Incendie,Amortissement relatif au service des incendies,$,2017,Montréal,VINC100001,15 028 977
6106,Incendie,Amortissement relatif au service des incendies,$,2018,Montréal,VINC100001,15 660 672
6106,Incendie,Amortissement relatif au service des incendies,$,2019,Montréal,VINC100001,15 621 229
6106,Incendie,Amortissement relatif au service des incendies,$,2020,Montréal,VINC100001,8 994 297
6016,Matériels roulants,Coûts d’exploitation relatifs aux véhicules municipaux légers,$,2014,Montréal,VAPP100002,4 267 434
6016,Matériels roulants,Coûts d’exploitation relatifs aux véhicules municipaux légers,$,2015,Montréal,VAPP100002,3 363 971
6016,Matériels roulants,Coûts d’exploitation relatifs aux véhicules municipaux légers,$,2016,Montréal,VAPP100002,3 551 564
6016,Matériels roulants,Coûts d’exploitation relatifs aux véhicules municipaux légers,$,2017,Montréal,VAPP100002,3 925 760
6016,Matériels roulants,Coûts d’exploitation relatifs aux véhicules municipaux légers,$,2018,Montréal,VAPP100002,5 529 228
6016,Matériels roulants,Coûts d’exploitation relatifs aux véhicules municipaux légers,$,2019,Montréal,VAPP100002,5 141 005
6016,Matériels roulants,Coûts d’exploitation relatifs aux véhicules municipaux légers,$,2020,Montréal,VAPP100002,4 197 387
6018,Matériels roulants,Coûts directs relatifs aux véhicules municipaux lourds,$,2014,Montréal,VAPP100003,9 231 307
6018,Matériels roulants,Coûts directs relatifs aux véhicules municipaux lourds,$,2015,Montréal,VAPP100003,7 949 102
6018,Matériels roulants,Coûts directs relatifs aux véhicules municipaux lourds,$,2016,Montréal,VAPP100003,7 748 603
6018,Matériels roulants,Coûts directs relatifs aux véhicules municipaux lourds,$,2017,Montréal,VAPP100003,8 274 308
6018,Matériels roulants,Coûts directs relatifs aux véhicules municipaux lourds,$,2018,Montréal,VAPP100003,10 268 259
6018,Matériels roulants,Coûts directs relatifs aux véhicules municipaux lourds,$,2019,Montréal,VAPP100003,10 435 428
6018,Matériels roulants,Coûts directs relatifs aux véhicules municipaux lourds,$,2020,Montréal,VAPP100003,10 515 508
6021,Matériels roulants,Coûts directs relatifs aux véhicules municipaux de taille moyenne,$,2014,Montréal,VAPP100005,3 078 279
6021,Matériels roulants,Coûts directs relatifs aux véhicules municipaux de taille moyenne,$,2015,Montréal,VAPP100005,1 977 424
6021,Matériels roulants,Coûts directs relatifs aux véhicules municipaux de taille moyenne,$,2016,Montréal,VAPP100005,1 986 900
6021,Matériels roulants,Coûts directs relatifs aux véhicules municipaux de taille moyenne,$,2017,Montréal,VAPP100005,1 968 431
6021,Matériels roulants,Coûts directs relatifs aux véhicules municipaux de taille moyenne,$,2018,Montréal,VAPP100005,2 918 901
6021,Matériels roulants,Coûts directs relatifs aux véhicules municipaux de taille moyenne,$,2019,Montréal,VAPP100005,3 014 602
6021,Matériels roulants,Coûts directs relatifs aux véhicules municipaux de taille moyenne,$,2020,Montréal,VAPP100005,2 684 879
6025,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux légers,km,2014,Montréal,VAPP900007,7 018 628
6025,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux légers,km,2015,Montréal,VAPP900007,6 375 038
6025,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux légers,km,2016,Montréal,VAPP900007,6 918 174
6025,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux légers,km,2017,Montréal,VAPP900007,7 317 961
6025,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux légers,km,2018,Montréal,VAPP900007,10 504 075
6025,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux légers,km,2019,Montréal,VAPP900007,9 516 549
6025,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux légers,km,2020,Montréal,VAPP900007,8 663 983
6026,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux lourds,km,2014,Montréal,VAPP900008,4 310 788
6026,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux lourds,km,2015,Montréal,VAPP900008,3 397 154
6026,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux lourds,km,2016,Montréal,VAPP900008,3 507 882
6026,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux lourds,km,2017,Montréal,VAPP900008,3 714 813
6026,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux lourds,km,2018,Montréal,VAPP900008,5 102 149
6026,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux lourds,km,2019,Montréal,VAPP900008,5 114 368
6026,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux lourds,km,2020,Montréal,VAPP900008,5 014 193
6037,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux de taille moyenne,km,2014,Montréal,VAPP900009,2 922 450
6037,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux de taille moyenne,km,2015,Montréal,VAPP900009,1 817 874
6037,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux de taille moyenne,km,2016,Montréal,VAPP900009,1 639 816
6037,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux de taille moyenne,km,2017,Montréal,VAPP900009,1 578 755
6037,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux de taille moyenne,km,2018,Montréal,VAPP900009,2 335 687
6037,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux de taille moyenne,km,2019,Montréal,VAPP900009,2 400 655
6037,Matériels roulants,Nombre de kilomètres parcourus par les véhicules municipaux de taille moyenne,km,2020,Montréal,VAPP900009,2 500 117
6046,Matériels roulants,Nombre d’heures faisant partie des bons de travail relatifs à l’entretien planifié ou préventif de la flotte de véhicules municipaux,heure,2014,Montréal,VAPP900018,46 043
6046,Matériels roulants,Nombre d’heures faisant partie des bons de travail relatifs à l’entretien planifié ou préventif de la flotte de véhicules municipaux,heure,2015,Montréal,VAPP900018,40 623
6046,Matériels roulants,Nombre d’heures faisant partie des bons de travail relatifs à l’entretien planifié ou préventif de la flotte de véhicules municipaux,heure,2016,Montréal,VAPP900018,38 951
6046,Matériels roulants,Nombre d’heures faisant partie des bons de travail relatifs à l’entretien planifié ou préventif de la flotte de véhicules municipaux,heure,2017,Montréal,VAPP900018,38 853
6046,Matériels roulants,Nombre d’heures faisant partie des bons de travail relatifs à l’entretien planifié ou préventif de la flotte de véhicules municipaux,heure,2018,Montréal,VAPP900018,39 029
6046,Matériels roulants,Nombre d’heures faisant partie des bons de travail relatifs à l’entretien planifié ou préventif de la flotte de véhicules municipaux,heure,2019,Montréal,VAPP900018,56 881
6046,Matériels roulants,Nombre d’heures faisant partie des bons de travail relatifs à l’entretien planifié ou préventif de la flotte de véhicules municipaux,heure,2020,Montréal,VAPP900018,57 222
6047,Matériels roulants,Nombre d’heures ne faisant pas partie des bons de travail relatifs à l’entretien planifié ou préventif de la flotte de véhicules municipaux,heure,2014,Montréal,VAPP900019,69 340
6047,Matériels roulants,Nombre d’heures ne faisant pas partie des bons de travail relatifs à l’entretien planifié ou préventif de la flotte de véhicules municipaux,heure,2015,Montréal,VAPP900019,54 208
6047,Matériels roulants,Nombre d’heures ne faisant pas partie des bons de travail relatifs à l’entretien planifié ou préventif de la flotte de véhicules municipaux,heure,2016,Montréal,VAPP900019,53 780
6047,Matériels roulants,Nombre d’heures ne faisant pas partie des bons de travail relatifs à l’entretien planifié ou préventif de la flotte de véhicules municipaux,heure,2017,Montréal,VAPP900019,49 910
6047,Matériels roulants,Nombre d’heures ne faisant pas partie des bons de travail relatifs à l’entretien planifié ou préventif de la flotte de véhicules municipaux,heure,2018,Montréal,VAPP900019,53 081
6047,Matériels roulants,Nombre d’heures ne faisant pas partie des bons de travail relatifs à l’entretien planifié ou préventif de la flotte de véhicules municipaux,heure,2019,Montréal,VAPP900019,79 705
6047,Matériels roulants,Nombre d’heures ne faisant pas partie des bons de travail relatifs à l’entretien planifié ou préventif de la flotte de véhicules municipaux,heure,2020,Montréal,VAPP900019,77 445
6048,Matériels roulants,Taux facturé pour une heure d’entretien ou de réparation de véhicules municipaux,$,2014,Montréal,VAPP900020,97
6048,Matériels roulants,Taux facturé pour une heure d’entretien ou de réparation de véhicules municipaux,$,2015,Montréal,VAPP900020,97
6048,Matériels roulants,Taux facturé pour une heure d’entretien ou de réparation de véhicules municipaux,$,2016,Montréal,VAPP900020,97
6048,Matériels roulants,Taux facturé pour une heure d’entretien ou de réparation de véhicules municipaux,$,2017,Montréal,VAPP900020,97
6048,Matériels roulants,Taux facturé pour une heure d’entretien ou de réparation de véhicules municipaux,$,2018,Montréal,VAPP900020,97
6048,Matériels roulants,Taux facturé pour une heure d’entretien ou de réparation de véhicules municipaux,$,2019,Montréal,VAPP900020,97
6048,Matériels roulants,Taux facturé pour une heure d’entretien ou de réparation de véhicules municipaux,$,2020,Montréal,VAPP900020,97
6186,Paie,Nombre de dépôts directs et de paiements par chèque effectués au cours de l’année de déclaration,Quantité,2014,Montréal,VRHU900008,1 418 423
6186,Paie,Nombre de dépôts directs et de paiements par chèque effectués au cours de l’année de déclaration,Quantité,2015,Montréal,VRHU900008,1 395 471
6186,Paie,Nombre de dépôts directs et de paiements par chèque effectués au cours de l’année de déclaration,Quantité,2016,Montréal,VRHU900008,1 438 353
6186,Paie,Nombre de dépôts directs et de paiements par chèque effectués au cours de l’année de déclaration,Quantité,2017,Montréal,VRHU900008,1 547 765
6186,Paie,Nombre de dépôts directs et de paiements par chèque effectués au cours de l’année de déclaration,Quantité,2018,Montréal,VRHU900008,1 785 583
6186,Paie,Nombre de dépôts directs et de paiements par chèque effectués au cours de l’année de déclaration,Quantité,2019,Montréal,VRHU900008,1 656 713
6186,Paie,Nombre de dépôts directs et de paiements par chèque effectués au cours de l’année de déclaration,Quantité,2020,Montréal,VRHU900008,1 575 498
6189,Paie,Nombre d’équivalents à temps plein (ETP) assurant le service de la paie,ETP,2014,Montréal,VRHU900009,76
6189,Paie,Nombre d’équivalents à temps plein (ETP) assurant le service de la paie,ETP,2015,Montréal,VRHU900009,57
6189,Paie,Nombre d’équivalents à temps plein (ETP) assurant le service de la paie,ETP,2016,Montréal,VRHU900009,55
6189,Paie,Nombre d’équivalents à temps plein (ETP) assurant le service de la paie,ETP,2017,Montréal,VRHU900009,64
6189,Paie,Nombre d’équivalents à temps plein (ETP) assurant le service de la paie,ETP,2018,Montréal,VRHU900009,59
6189,Paie,Nombre d’équivalents à temps plein (ETP) assurant le service de la paie,ETP,2019,Montréal,VRHU900009,56
6189,Paie,Nombre d’équivalents à temps plein (ETP) assurant le service de la paie,ETP,2020,Montréal,VRHU900009,56
6196,Paie,Coûts directs relatifs au service de la paie,$,2014,Montréal,VRHU100010,6 830 945
6196,Paie,Coûts directs relatifs au service de la paie,$,2015,Montréal,VRHU100010,5 998 429
6196,Paie,Coûts directs relatifs au service de la paie,$,2016,Montréal,VRHU100010,5 468 711
6196,Paie,Coûts directs relatifs au service de la paie,$,2017,Montréal,VRHU100010,6 682 413
6196,Paie,Coûts directs relatifs au service de la paie,$,2018,Montréal,VRHU100010,6 306 459
6196,Paie,Coûts directs relatifs au service de la paie,$,2019,Montréal,VRHU100010,4 897 989
6196,Paie,Coûts directs relatifs au service de la paie,$,2020,Montréal,VRHU100010,4 487 757
6496,Paie,Nombre de relevés T4 et T4A traités par le service responsable de la paie,Quantité,2014,Montréal,VRHU900018,50 414
6496,Paie,Nombre de relevés T4 et T4A traités par le service responsable de la paie,Quantité,2015,Montréal,VRHU900018,48 369
6496,Paie,Nombre de relevés T4 et T4A traités par le service responsable de la paie,Quantité,2016,Montréal,VRHU900018,51 755
6496,Paie,Nombre de relevés T4 et T4A traités par le service responsable de la paie,Quantité,2017,Montréal,VRHU900018,63 680
6496,Paie,Nombre de relevés T4 et T4A traités par le service responsable de la paie,Quantité,2018,Montréal,VRHU900018,54 470
6496,Paie,Nombre de relevés T4 et T4A traités par le service responsable de la paie,Quantité,2019,Montréal,VRHU900018,57 030
6496,Paie,Nombre de relevés T4 et T4A traités par le service responsable de la paie,Quantité,2020,Montréal,VRHU900018,60 300
6971,Paie,Coûts du soutien aux activités relatifs au service de la paie,$,2014,Montréal,VRHU100029,1 076 557
6971,Paie,Coûts du soutien aux activités relatifs au service de la paie,$,2015,Montréal,VRHU100029,982 543
6971,Paie,Coûts du soutien aux activités relatifs au service de la paie,$,2016,Montréal,VRHU100029,824 815
6971,Paie,Coûts du soutien aux activités relatifs au service de la paie,$,2017,Montréal,VRHU100029,658 979
6971,Paie,Coûts du soutien aux activités relatifs au service de la paie,$,2018,Montréal,VRHU100029,574 217
6971,Paie,Coûts du soutien aux activités relatifs au service de la paie,$,2019,Montréal,VRHU100029,489 918
6971,Paie,Coûts du soutien aux activités relatifs au service de la paie,$,2020,Montréal,VRHU100029,430 815
6961,Parcs,Population desservie par les services municipaux des parcs,habitants,2014,Montréal,VPOP900032,1 858 871
6961,Parcs,Population desservie par les services municipaux des parcs,habitants,2015,Montréal,VPOP900032,1 880 397
6961,Parcs,Population desservie par les services municipaux des parcs,habitants,2016,Montréal,VPOP900032,1 893 246
6961,Parcs,Population desservie par les services municipaux des parcs,habitants,2017,Montréal,VPOP900032,1 904 426
6961,Parcs,Population desservie par les services municipaux des parcs,habitants,2018,Montréal,VPOP900032,1 882 672
6961,Parcs,Population desservie par les services municipaux des parcs,habitants,2019,Montréal,VPOP900032,1 922 795
6961,Parcs,Population desservie par les services municipaux des parcs,habitants,2020,Montréal,VPOP900032,1 945 882
6962,Parcs,Superficie des parcs locaux,hectares,2014,Montréal,VPAR900010,"1 682,33"
6962,Parcs,Superficie des parcs locaux,hectares,2015,Montréal,VPAR900010,"1 767,75"
6962,Parcs,Superficie des parcs locaux,hectares,2016,Montréal,VPAR900010,"1 787,26"
6962,Parcs,Superficie des parcs locaux,hectares,2017,Montréal,VPAR900010,"1 845,47"
6962,Parcs,Superficie des parcs locaux,hectares,2018,Montréal,VPAR900010,"1 847,44"
6962,Parcs,Superficie des parcs locaux,hectares,2019,Montréal,VPAR900010,"2 303,46"
6962,Parcs,Superficie des parcs locaux,hectares,2020,Montréal,VPAR900010,"2 328,00"
6963,Parcs,Superficie des parcs relevant du Conseil de la Ville de Montréal,hectares,2014,Montréal,VPAR900011,"317,01"
6963,Parcs,Superficie des parcs relevant du Conseil de la Ville de Montréal,hectares,2015,Montréal,VPAR900011,"317,01"
6963,Parcs,Superficie des parcs relevant du Conseil de la Ville de Montréal,hectares,2016,Montréal,VPAR900011,"317,01"
6963,Parcs,Superficie des parcs relevant du Conseil de la Ville de Montréal,hectares,2017,Montréal,VPAR900011,"317,01"
6963,Parcs,Superficie des parcs relevant du Conseil de la Ville de Montréal,hectares,2018,Montréal,VPAR900011,"317,01"
6963,Parcs,Superficie des parcs relevant du Conseil de la Ville de Montréal,hectares,2019,Montréal,VPAR900011,"317,01"
6963,Parcs,Superficie des parcs relevant du Conseil de la Ville de Montréal,hectares,2020,Montréal,VPAR900011,"317,00"
6964,Parcs,Superficie des parcs relevant du Conseil d’agglomération,hectares,2014,Montréal,VPAR900012,"2 208,54"
6964,Parcs,Superficie des parcs relevant du Conseil d’agglomération,hectares,2015,Montréal,VPAR900012,"2 263,45"
6964,Parcs,Superficie des parcs relevant du Conseil d’agglomération,hectares,2016,Montréal,VPAR900012,"2 265,78"
6964,Parcs,Superficie des parcs relevant du Conseil d’agglomération,hectares,2017,Montréal,VPAR900012,"2 281,91"
6964,Parcs,Superficie des parcs relevant du Conseil d’agglomération,hectares,2018,Montréal,VPAR900012,"2 313,92"
6964,Parcs,Superficie des parcs relevant du Conseil d’agglomération,hectares,2019,Montréal,VPAR900012,"2 496,72"
6964,Parcs,Superficie des parcs relevant du Conseil d’agglomération,hectares,2020,Montréal,VPAR900012,"2 490,00"
6273,Parcs,Coûts directs relatifs aux parcs,$,2014,Montréal,VPAR100001,85 417 595 $
6273,Parcs,Coûts directs relatifs aux parcs,$,2015,Montréal,VPAR100001,89 667 623 $
6273,Parcs,Coûts directs relatifs aux parcs,$,2016,Montréal,VPAR100001,96 582 359 $
6273,Parcs,Coûts directs relatifs aux parcs,$,2017,Montréal,VPAR100001,111 782 857 $
6273,Parcs,Coûts directs relatifs aux parcs,$,2018,Montréal,VPAR100001,115 460 288 $
6273,Parcs,Coûts directs relatifs aux parcs,$,2019,Montréal,VPAR100001,119 327 138 $
6273,Parcs,Coûts directs relatifs aux parcs,$,2020,Montréal,VPAR100001,115 789 588 $
6865,Parcs,Coûts des activités de soutien relatifs aux parcs,$,2014,Montréal,VPAR100009,"24 465 736,00 $"
6865,Parcs,Coûts des activités de soutien relatifs aux parcs,$,2015,Montréal,VPAR100009,"29 880 023,00 $"
6865,Parcs,Coûts des activités de soutien relatifs aux parcs,$,2016,Montréal,VPAR100009,"30 149 032,00 $"
6865,Parcs,Coûts des activités de soutien relatifs aux parcs,$,2017,Montréal,VPAR100009,"23 938 031,42 $"
6865,Parcs,Coûts des activités de soutien relatifs aux parcs,$,2018,Montréal,VPAR100009,"23 679 562,00 $"
6865,Parcs,Coûts des activités de soutien relatifs aux parcs,$,2019,Montréal,VPAR100009,"24 802 151,68 $"
6865,Parcs,Coûts des activités de soutien relatifs aux parcs,$,2020,Montréal,VPAR100009,"25 085 130,87 $"
6965,Parcs,Coûts directs relatifs aux parcs de la Société du parc Jean-Drapeau,$,2014,Montréal,VPAR100013,"9 043 500,00 $"
6965,Parcs,Coûts directs relatifs aux parcs de la Société du parc Jean-Drapeau,$,2015,Montréal,VPAR100013,"8 104 740,00 $"
6965,Parcs,Coûts directs relatifs aux parcs de la Société du parc Jean-Drapeau,$,2016,Montréal,VPAR100013,"11 674 880,00 $"
6965,Parcs,Coûts directs relatifs aux parcs de la Société du parc Jean-Drapeau,$,2017,Montréal,VPAR100013,"13 370 849,00 $"
6965,Parcs,Coûts directs relatifs aux parcs de la Société du parc Jean-Drapeau,$,2018,Montréal,VPAR100013,"14 125 019,00 $"
6965,Parcs,Coûts directs relatifs aux parcs de la Société du parc Jean-Drapeau,$,2019,Montréal,VPAR100013,"13 767 267,05 $"
6965,Parcs,Coûts directs relatifs aux parcs de la Société du parc Jean-Drapeau,$,2020,Montréal,VPAR100013,"15 186 093,34 $"
6117,Permis de taxi,Population de l’agglomération de Montréal,habitants,2014,Montréal,VPOP900004,1 974 408
6117,Permis de taxi,Population de l’agglomération de Montréal,habitants,2015,Montréal,VPOP900004,1 997 706
6117,Permis de taxi,Population de l’agglomération de Montréal,habitants,2016,Montréal,VPOP900004,2 011 778
6117,Permis de taxi,Population de l’agglomération de Montréal,habitants,2017,Montréal,VPOP900004,2 025 127
6117,Permis de taxi,Population de l’agglomération de Montréal,habitants,2018,Montréal,VPOP900004,1 999 883
6117,Permis de taxi,Population de l’agglomération de Montréal,habitants,2019,Montréal,VPOP900004,2 050 053
