Numero_accreditation,Nom_employeur,Adresse_employeur,Nom_association,Sigle_du_syndicat,Statut_arret_de_travail,Secteur_origine,Secteur_activite_economique,Code_activite_economique,Region_administrative,Nombre_de_travailleurs_touches,Nombre_de jours_personnes_perdus_dans_annee,Date_de_debut_arret_de_travail,Date_de_fin_arret_de_travail,Date_expiration_de_la_derniere_convention_collective,Nombre_jours_personnes_perdus_depuis_debut_arret_de_travail,Duree_en_jours_civils_en_2018
AQ20017628,Calèches Québec inc.,1440 chemin Jean-Gauvin  Québec G3K1X2,Travailleurs et travailleuses unis de l'alimentation et du commerce Section locale 501,FTQ,Grève et lock-out,Privé,Transports,4589,Capitale-Nationale,14,2286,2018-07-25,,,2286,160
AQ20019425,Graymont (Portneuf) inc.  Division Carrière Calco,100 rue Gauthier  Saint-Marc-des-Carrières G0A4B0,Syndicat des travailleuses et travailleurs des industries manufacturières - CSN,CSN,Grève,Privé,Industries de la chaux,3581,Capitale-Nationale,38,1558,2018-07-30,2018-09-25,,1558,58
AQ20008306,Centre de la petite enfance Allô mon ami,2850 avenue Raymond-Blouin  Québec G1M3Z3,Syndicat de la nouvelle union (CSQ),CSQ,Grève,Privé,Services de santé et services sociaux,8641,Capitale-Nationale,22,22,2018-08-27,2018-08-27,2016-06-22,22,1
AQ20009099,Centre de la petite enfance Allô mon ami,2850 avenue Raymond-Blouin  Québec G1M3Z3,Syndicat de la nouvelle union (CSQ),CSQ,Grève,Privé,Services de santé et services sociaux,8641,Capitale-Nationale,19,19,2018-08-27,2018-08-27,2016-06-22,19,1
AQ20009098,Centre de la petite enfance Allô mon ami et Allô mon ami II,450 avenue Glazier  Québec G1M3G1,Syndicat de la nouvelle union (CSQ),CSQ,Grève,Privé,Services de santé et services sociaux,8641,Capitale-Nationale,25,25,2018-08-27,2018-08-27,2016-06-22,25,1
AQ20008562,Centre de la petite enfance Allô mon ami II,6300 rue du Colombier  Québec G2K2K1,Syndicat de la nouvelle union (CSQ),CSQ,Grève,Privé,Services de santé et services sociaux,8641,Capitale-Nationale,24,24,2018-08-27,2018-08-27,2016-06-22,24,1
AQ20008307,Centre de la petite enfance Allô mon ami II,6300 rue du Colombier  Québec G2K2K1,Syndicat de la nouvelle union (CSQ),CSQ,Grève,Privé,Services de santé et services sociaux,8641,Capitale-Nationale,19,19,2018-08-27,2018-08-27,2016-06-22,19,1
AQ20009814,Béton Provincial ltée,1825 avenue du Phare Ouest Route rurale 1 Matane G4W3M6,Syndicat des travailleurs de Béton Provincial de Matane - CSN,CSN,Grève et lock-out,Privé,Industries des produits minéraux non métalliques,3551,Bas-Saint-Laurent,57,2131,2018-09-04,2018-12-07,2017-12-31,2131,58
AM10012526,Centre communautaire juridique de l'Abitibi-Témiscamingue,133 1re Avenue Ouest Amos   J9T1V1,Syndicat des Avocats de la Corporation d'Aide Juridique de l'Abitibi-Temiscamingue,Indépendant,Grève,Public,Services aux entreprises,7761,Abitibi-Témiscamingue,12,12,2018-09-06,2018-09-06,2015-03-31,12,1
AM10010395,Centre communautaire juridique de la Rive Sud,Place Montéregie 101 boulevard Roland-Therrien bureau 301 Longueuil  J4H4B9,Syndicat des Avocats du Centre Communautaire Juridique de la Rive-Sud Ou Synd. des Avocats du C.C.J.R.S.,Indépendant,Grève,Public,Services aux entreprises,7761,Montérégie,35,35,2018-09-06,2018-09-06,2015-03-31,35,1
AM10008792,Centre communautaire juridique de l'Estrie,225 rue King Ouest  bureau 234  Sherbrooke J1H1P8,Syndicat des Avocates et Avocats de l'Aide Juridique de l'Estrie (le),Indépendant,Grève,Public,Services aux entreprises,7761,Estrie,24,24,2018-09-06,2018-09-06,2015-03-31,24,1
AM20002296,Centre communautaire juridique de l'Outaouais,768 boulevard Saint-Joseph bureau 210  Gatineau J8Y4B8,Syndicat des avocats de la corporation d'aide juridique de l'Outaouais,Indépendant,Grève,Public,Services aux entreprises,7761,Outaouais,22,22,2018-09-06,2018-09-06,2015-03-31,22,1
AM10007561,Centre Communautaire Juridique de Montréal inc.,425 boulevard De Maisonneuve Ouest bureau 600  Montréal H3A3K5,Syndicat des avocats de l'Aide Juridique de Montréal,CSN,Grève,Public,Services aux entreprises,7761,Montréal,116,116,2018-09-06,2018-09-06,2015-03-31,116,1
AM10010398,Centre communautaire juridique Laurentides-Lanaudière,293 rue De Villemure bureau 200  Saint-Jérôme J7Z5J5,Syndicat des Avocats de l'Aide Juridique (Laurentides-Lanaudiere) (le),Indépendant,Grève,Public,Services aux entreprises,7761,Laurentides,32,32,2018-09-06,2018-09-06,2015-03-31,32,1
AM10024671,Commission des services juridiques,2 Complexe Desjardins Tour de l'Est bureau 1404 Montréal H5B1B3,Syndicat des avocats de l'Aide Juridique de Montréal,CSN,Grève,Public,Services aux entreprises,7761,Montréal,6,6,2018-09-06,2018-09-06,2015-03-31,6,1
AQ10034613,Centre communautaire juridique de la Côte-Nord,690 boulevard Laure bureau 72  Sept-Îles G4R4N8,Syndicat des Avocats de l'Aide Juridique de la Cote-Nord,CSN,Grève,Public,Services aux entreprises,7761,Côte-Nord,10,10,2018-09-07,2018-09-07,2015-03-31,10,1
AQ10034614,Centre communautaire juridique de la Mauricie Bois-Francs,1350 rue Royale bureau 601 Trois-Rivières G9A4J4,Syndicat des avocats et avocates de l'aide juridique de la Mauricie Bois-Francs,Indépendant,Grève,Public,Services aux entreprises,7761,Mauricie,23,23,2018-09-07,2018-09-07,2015-03-31,23,1
AQ10034611,Centre communautaire juridique de Québec,5350 boulevard Henri-Bourassa bureau 240 Quebec G1H6Y8,Syndicat des avocats de l'aide juridique de Québec,Indépendant,Grève,Public,Services aux entreprises,7761,Capitale-Nationale,34,34,2018-09-07,2018-09-07,2015-03-31,34,1
AQ10037414,Centre communautaire juridique du Bas St-Laurent Gaspésie,320 rue Saint-Germain Est 6e étage Rimouski  G5L1C2,Syndicat des Avocats de l'Aide Juridique du Bas St-Laurent/ Gaspesie,CSN,Grève,Public,Services aux entreprises,7761,Gaspésie-Îles-de-la-Madeleine,17,17,2018-09-07,2018-09-07,2015-03-31,17,1
AM10008428,Pages Jaunes Solutions numériques et médias limitée,16 place du Commerce  Verdun H3E2A5,Syndicat des employées et employés professionnels-les et de bureau section locale 574 SEPB CTC-FTQ,FTQ,Grève et lock-out,Privé,Imprimerie édition et industries connexes,2831,Toutes les régions,123,6150,2018-09-10,2018-11-19,2017-12-31,6150,71
AM20011650,Brandon Transport inc.,540 rue de la Visitation  Saint-Charles-Borromée J6E4P3,Union des employés et employées de service section locale 800,FTQ,Grève,Privé,Transports,4573,Lanaudière,10,110,2018-10-10,2018-11-13,2017-07-31,110,35
AQ10047858,Consortium de recherche minérale (COREM),1180 rue de la Minéralogie  Québec G1N1X7,Association professionnelle des ingénieurs du gouvernement du Québec,Indépendant,Grève et lock-out,Public,Services aux entreprises,7759,Capitale-Nationale,14,112,2018-10-22,2018-10-31,2015-12-31,112,10
AQ10048119,Consortium de recherche minérale (COREM),1180 rue de la Minéralogie  Québec G1N1X7,Syndicat de professionnelles et professionnels du gouvernement du Québec,Indépendant,Grève et lock-out,Public,Services aux entreprises,7753,Capitale-Nationale,20,160,2018-10-22,2018-10-31,2015-12-31,160,10
federale,Société canadienne des postes,555 rue McArthur bureau 1477  Saint-Laurent H4T1T4,Syndicat des travailleurs et travailleuses des postes,FTQ,Grève,Public,Communications,4841,Québec plus autre(s) province(s),1771,17856,2018-10-25,2018-11-27,2018-01-31,17856,34
AM10048583,Poirier-Bérard Ltée,4401 rue Crépeau  Saint-Félix-de-Valois J0K2M0,Syndicat des employés(es) du couvoir  Ramsay (CSN),CSN,Grève,Privé,Commerces de gros de produits agricoles,5011,Lanaudière,45,45,2018-11-02,2018-11-02,2017-12-31,45,1
AQ10052933,Oasis St-Damien inc.,65 rue Saint-Gérard  Saint-Damien-de-Buckland G0R2Y0,"Syndicat québécois des employées et employés de service, section locale 298 (FTQ)",FTQ,Grève,Privé,Services de santé et services sociaux,8627,Chaudière-Appalaches,2,6,2018-11-12,2018-11-14,2018-06-29,6,3
AQ20013669,Résidence des Bâtisseurs-Matane,330 rue du Bon-Pasteur  Matane G4W4G5,"Union des employés et employées de service, section locale 800",FTQ,Grève,Privé,Services de santé et services sociaux,8627,Bas-Saint-Laurent,4,175,2018-11-13,,2018-02-15,175,49
AM20013065,Locweld inc.,50 avenue Iberville  Candiac J5R1J5,Union des travailleurs de Locweld,Indépendant,Grève,Privé,Industries de la fabrication des produits métalliques,3029,Montérégie,105,315,2018-11-19,2018-12-03,2018-04-12,315,15
AM20003105,Caisse Desjardins de Rouyn-Noranda,75 avenue Québec  Rouyn-Noranda J9X7A2,Syndicat des travailleuses et travailleurs de la Caisse populaire de Rouyn-Noranda (CSN),CSN,Grève,Privé,Intermédiaires financiers de dépôts,7051,Abitibi-Témiscamingue,95,136,2018-11-22,2018-11-23,2017-08-31,136,2
AQ20012291,Merinov,96 montée Sandy Beach bureau 2.05  Gaspé G4X2V6,Syndicat des travailleuses et travailleurs de Merinov - CSN,CSN,Grève,Privé,Pêche et piégeage,321,Gaspésie-Îles-de-la-Madeleine,65,98,2018-11-21,2018-12-04,2017-10-31,98,1
AQ20014102,Société en commandite Villa d'Alma,795 avenue des Noisetiers  Alma G8B7W3,Syndicat des travailleuses et travailleurs des centres d'hébergement privés de la région Saguenay - Lac-Saint-Jean (CSN),CSN,Grève,Privé,Services de santé et services sociaux,8627,Saguenay-Lac-Saint-Jean,3,25,2018-12-15,2018-12-21,2018-06-30,25,7
AM10024271,Autocar Orléans Express inc.,420 rue Mcgill 2e étage Montréal QC H2Y2G1,"Union des employés et employées de service, section locale 800",FTQ,Grève,Privé,Transports,4572,Montréal,73,73,2018-12-21,2018-12-21,2005-03-31,73,1
