titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,lat,long,X,Y
"Patinoire De Gaspé","https://montreal.ca/lieux/patinoire-de-gaspe","Avant de vous déplacer, consultez les conditions des sites hivernauxUne patinoire pour le jeu libre est disponible pour les patineurs.Chemin d’accèsVia De Gaspé.À noter que, malgré notre entretien régulier, la météo peut altérer l’accessibilité des sentiers menant à la patinoire. Merci de votre compréhension.","2020-11-20","2024-03-07","Le Plateau-Mont-Royal","Sportifs et récréatifs","Patinoire","Patinage,Hockey","","Accessible en fauteuil roulant avec assistance,Adapté aux poussettes","Culture et sports",""," Horaire [Lundi, ouverture:08:00, fermeture:22:00,Mardi, ouverture:08:00, fermeture:22:00,Mercredi, ouverture:08:00, fermeture:22:00,Jeudi, ouverture:08:00, fermeture:22:00,Vendredi, ouverture:08:00, fermeture:22:00,Samedi, ouverture:08:00, fermeture:22:00,Dimanche, ouverture:08:00, fermeture:22:00]","Selon les conditions","","","","","Patinoire De Gaspé","Avenue De Gaspé",,"H2T2A4","Montréal",45.528411611352,-73.599156107252,297054.8,5043170.8
"Salle de judo, dojo du Centre Gadbois","https://montreal.ca/lieux/salle-de-judo-dojo-du-centre-gadbois","Le dojo est équipé de tatamis et de protections murales (murs matelassés).","2020-11-20","2021-02-15","Le Sud-Ouest","Sportifs et récréatifs","Gymnase","","","Entrée de plain-pied","Culture et sports",""," ","","","","","","Salle de judo, dojo du Centre Gadbois","5485, chemin de la Côte-Saint-Paul",,"H4C 1X3","Montréal",45.46657577015,-73.595500149687,297332.2,5036298.7
"Salle de boxe et de karaté du Centre Gadbois","https://montreal.ca/lieux/salle-de-boxe-et-de-karate-du-centre-gadbois","Elle est dotée de tatamis, d’un grand miroir et d’équipements spécialisés (boxe).","2020-11-20","2024-08-16","Le Sud-Ouest","Sportifs et récréatifs","Gymnase","","","Entrée de plain-pied","Culture et sports",""," ","","","","","","Salle de boxe et de karaté du Centre Gadbois","5485, chemin de la Côte-Saint-Paul",,"H4C 1X3","Montréal",45.466557096828,-73.595982708349,297294.5,5036296.6
"Salle d'haltérophilie du Centre Gadbois","https://montreal.ca/lieux/salle-dhalterophilie-du-centre-gadbois","Depuis une quarantaine d’année, la salle d’haltérophilie constitue le lieu d’activité du Club d’haltérophilie les Géants de Montréal qui, en partenariat avec l’arrondissement du Sud-Ouest, œuvre à la promotion de cette discipline olympique principalement auprès des jeunes du quartier, du Sud-Ouest et de la province.","2020-11-20","2023-12-08","Le Sud-Ouest","Sportifs et récréatifs","Gymnase","","","Entrée de plain-pied","Culture et sports",""," ","","","","","","Salle d'haltérophilie du Centre Gadbois","5485, chemin de la Côte-Saint-Paul",,"H4C1X3","Montréal",45.466589826801,-73.596104621201,297285,5036300.3
"Terrain de baseball du parc Gadbois","https://montreal.ca/lieux/terrain-de-baseball-du-parc-gadbois","Baseball libre en tout temps selon les heures d’ouverture du parc, de la mi-mai à la mi-octobre.Les organismes sportifs ont la priorité pour la tenue de leurs matchs et de leurs pratiques. En cas de mauvaises conditions météorologiques, merci de consulter cette page pour connaître l’ouverture ou la fermeture du terrain. Baseball LibreEn tout temps selon les heures du parc.Les organismes sportifs ont le priorité pour la tenu de leur matchs et de leurs pratiquesPour réserver un terrain de balle, communiquez avec la SODEM par courriel à : reservation@sodem.net.","2020-11-20","2024-06-05","Le Sud-Ouest","Sportifs et récréatifs","Terrain de balle, baseball","Baseball","","Entrée de plain-pied","Culture et sports",""," Pratique libre [Samedi, ouverture:13:00, fermeture:18:00]","","","","","","Terrain de baseball du parc Gadbois","5485, chemin de la Côte-Saint-Paul",,"H4C1X3","Montréal",45.466353577713,-73.594473931637,297412.4,5036273.9
"Patinoire du parc de Spalding","https://montreal.ca/lieux/patinoire-du-parc-de-spalding","Avant de vous déplacer, consultez les conditions des sites hivernauxUne patinoire avec bandes est ouverte selon la météo. Petits et grands peuvent pratiquer le patinage ou le hockey libre durant la période hivernale. La surveillance des lieux est assurée durant les heures d’ouverture de la roulotte.En saison, une roulotte chauffée est ouverte les fins de semaine pour vous permettre de lacer vos patins et d’y laisser vos bottes.AccèsLe parc est accessible en autobus par le circuit 28, dont l’arrêt le plus près est situé sur l’avenue Goncourt, près du boulevard Wilfrid-Pelletier. L’entrée du parc se trouve sur l’avenue de Spalding.","2020-11-23","2024-02-29","Anjou","Sportifs et récréatifs","Patinoire","Patinage,Hockey","Roulotte ou chalet chauffé","","Culture et sports",""," Horaire normal [Lundi, ouverture:16:00, fermeture:22:00,Mardi, ouverture:16:00, fermeture:22:00,Mercredi, ouverture:16:00, fermeture:22:00,Jeudi, ouverture:16:00, fermeture:22:00,Vendredi, ouverture:16:00, fermeture:22:30,Samedi, ouverture:10:00, fermeture:22:30,Dimanche, ouverture:10:00, fermeture:22:00]","Selon les conditions","Les enfants âgés de 8 ans et moins doivent être accompagnés d’un adulte.","","","","Patinoire du parc de Spalding","7901, avenue Spalding",,,"Montréal",45.602927026153,-73.552460104479,300707.7,5051448.4
"Patinoire et sentier glacé du parc des Roseraies","https://montreal.ca/lieux/patinoire-et-sentier-glace-du-parc-des-roseraies","Avant de vous déplacer, consultez les conditions des sites hivernauxUne patinoire avec bandes et un sentier glacé sont accessibles selon la météo. Petits et grands peuvent y pratiquer le patinage ou le hockey libre durant la période hivernale. En saison, un chalet est ouvert pour vous permettre de lacer vos patins et d’y laisser vos bottes les fins de semaine. AccèsDeux stationnements sont disponibles, soit un accessible par l’avenue des Jalesnes, près des terrains de tennis, et l’autre par l’avenue de la Nantaise, à côté de la piscine.Il est aussi possible de s’y rendre en autobus, par les circuits 18 sur la rue Beaubien Est et 44 sur le boulevard des Galeries-d’Anjou.","2020-11-23","2024-02-29","Anjou","Sportifs et récréatifs","Patinoire","Patinage,Hockey","Roulotte ou chalet chauffé","","Culture et sports",""," Horaire normal [Lundi, ouverture:16:00, fermeture:22:00,Mardi, ouverture:16:00, fermeture:22:00,Mercredi, ouverture:16:00, fermeture:22:00,Jeudi, ouverture:16:00, fermeture:22:00,Vendredi, ouverture:16:00, fermeture:22:30,Samedi, ouverture:10:00, fermeture:22:30,Dimanche, ouverture:10:00, fermeture:22:00]","Selon les conditions","Règles à suivreLes enfants de 8 ans et moins doivent être accompagnés d’un adulte.","","","","Patinoire et sentier glacé du parc des Roseraies","7070, avenue de la Nantaise",,"H1M1B2","Montréal",45.594030561935,-73.555283424889,300486.8,5050459.9
"Patinoire et anneau de glace du parc de Talcy","https://montreal.ca/lieux/patinoire-et-anneau-de-glace-du-parc-de-talcy","Avant de vous déplacer, consultez les conditions des sites hivernauxPetits et grands peuvent pratiquer le patinage ou le hockey libre durant la période hivernale. La surveillance des lieux est assurée durant les heures d’ouverture du chalet.En saison, un chalet est ouvert pour vous permettre de lacer vos patins et d’y laisser vos bottes les fins de semaine.Le parc est facilement accessible par les lignes d’autobus 141, 85 et 364. Il possède également un stationnement situé près du chalet de parc, accessible par l’entrée de l’avenue de Talcy.","2020-11-23","2024-02-29","Anjou","Sportifs et récréatifs","Patinoire","Patinage","Roulotte ou chalet chauffé,Toilettes","","Culture et sports",""," Horaire normal [Lundi, ouverture:16:00, fermeture:22:00,Mardi, ouverture:16:00, fermeture:22:00,Mercredi, ouverture:16:00, fermeture:22:00,Jeudi, ouverture:16:00, fermeture:22:00,Vendredi, ouverture:16:00, fermeture:22:30,Samedi, ouverture:10:00, fermeture:22:30,Dimanche, ouverture:10:00, fermeture:22:00]","Selon les conditions","Les enfants âgés de 8 ans et moins doivent être accompagnés d’un adulte.","","","","Patinoire et anneau de glace du parc de Talcy","8151, avenue de Talcy",,"H1K3W6","Montréal",45.606892425979,-73.559643176617,300147.7,5051889.5
"Patinoire du parc Eugène-Dostie","https://montreal.ca/lieux/patinoire-du-parc-eugene-dostie","Vérifiez les conditions avant de vous déplacer.Les toilettes extérieures sont ouvertes du jeudi 6 janvier au lundi 17 janvier 2022, de 8 h à 22 h.","2020-11-23","2024-02-27","L'Île-Bizard–Sainte-Geneviève","Sportifs et récréatifs","Patinoire","Patinage,Glissade","","","Culture et sports",""," Horaire []","Selon les conditions","","","","","Patinoire du parc Eugène-Dostie","montée de l'Église",,"H9E1B5","Montréal",45.486680981135,-73.883152315579,274849.5,5038599.9
"Patinoire et anneau de glace du parc Lucie-Bruneau","https://montreal.ca/lieux/patinoire-et-anneau-de-glace-du-parc-lucie-bruneau","Avant de vous déplacer, consultez les conditions des sites hivernauxPetits et grands peuvent pratiquer le patinage ou le hockey libre durant la période hivernale. La surveillance des lieux est assurée durant les heures d’ouverture du chalet.En saison, un chalet est ouvert les fins de semaine pour vous permettre de lacer vos patins et d’y laisser vos bottes. AccèsLa patinoire est située près du chalet de parc et du stationnement, accessible par l’avenue de l’Alsace.L’anneau de glace est situé sur la piste de course, près du chalet de parc et du stationnement, accessible par l’avenue de l’Alsace.Le parc Lucie-Bruneau est accessible par le circuit d’autobus 44 de la STM.","2020-11-23","2024-02-29","Anjou","Sportifs et récréatifs","Patinoire","Patinage,Hockey","Roulotte ou chalet chauffé","","Culture et sports",""," Horaire normal [Lundi, ouverture:16:00, fermeture:22:00,Mardi, ouverture:16:00, fermeture:22:00,Mercredi, ouverture:16:00, fermeture:22:00,Jeudi, ouverture:16:00, fermeture:22:00,Vendredi, ouverture:16:00, fermeture:22:30,Samedi, ouverture:10:00, fermeture:22:30,Dimanche, ouverture:10:00, fermeture:22:00]","Selon les conditions","Les enfants âgés de 8 ans et moins doivent être accompagnés d’un adulte.","","","","Patinoire et anneau de glace du parc Lucie-Bruneau","7051, avenue de l'Alsace",,"H1J2X8","Montréal",45.604395465415,-73.584437329798,298213.4,5051613.7
"Patinoire du parc Jonathan-Wilson","https://montreal.ca/lieux/patinoire-du-parc-jonathan-wilson","Vérifiez les conditions avant de vous déplacer.","2020-11-23","2022-03-29","L'Île-Bizard–Sainte-Geneviève","Sportifs et récréatifs","Patinoire","Patinage","","","Culture et sports",""," Horaire []","Selon les conditions","","","","","Patinoire du parc Jonathan-Wilson","3243, boulevard Chèvremont",,"H9C 2L8","Montréal",45.499494637273,-73.871602474065,275758.9,5040019.7
"Patinoire du parc Roger-Rousseau","https://montreal.ca/lieux/patinoire-du-parc-roger-rousseau","Avant de vous déplacer, consultez les conditions des sites hivernauxUne patinoire avec bandes est ouverte selon la météo. Petits et grands peuvent pratiquer le patinage ou le hockey libre durant la période hivernale. Un chalet est ouvert pour vous permettre de lacer vos patins et d’y laisser vos bottes les fins de semaine. AccèsLa patinoire est située du côté de l’avenue Rondeau, près du Centre Roger-Rousseau et du stationnement, accessible par l’avenue Rondeau et du boulevard de Châteauneuf.Le parc est aussi accessible en autobus, par les circuits 85 et 141 de la STM. Le chalet de parc accueille les patineurs pour se réchauffer et mettre leurs patins.","2020-11-23","2024-02-29","Anjou","Sportifs et récréatifs","Patinoire","Patinage,Hockey","Roulotte ou chalet chauffé","Sentier d'accès,Stationnement accessible,Zone de débarcadère","Culture et sports",""," Horaire normal [Lundi, ouverture:16:00, fermeture:22:00,Mardi, ouverture:16:00, fermeture:22:00,Mercredi, ouverture:16:00, fermeture:22:00,Jeudi, ouverture:16:00, fermeture:22:00,Vendredi, ouverture:16:00, fermeture:22:30,Samedi, ouverture:10:00, fermeture:22:30,Dimanche, ouverture:10:00, fermeture:22:00]","Selon les conditions","Les enfants âgés de 8 ans et moins doivent être accompagnés d’un adulte.","","","","Patinoire du parc Roger-Rousseau","7501, avenue Rondeau",,"H1K2P3","Montréal",45.617360488101,-73.549903068424,300908.2,5053052.3
"Patinoire du parc Joseph-Avila-Proulx","https://montreal.ca/lieux/patinoire-du-parc-joseph-avila-proulx","Vérifiez les conditions avant de vous déplacer.","2020-11-23","2022-03-29","L'Île-Bizard–Sainte-Geneviève","Sportifs et récréatifs","Patinoire","Patinage","","","Culture et sports",""," Horaire []","Selon les conditions","","","","","Patinoire du parc Joseph-Avila-Proulx","Rue Dubuisson",,,"Montréal",45.496887087541,-73.882192969322,274929.9,5039733.8
"Patinoire intérieure du centre sportif Dollard-St-Laurent","https://montreal.ca/lieux/patinoire-interieure-du-centre-sportif-dollard-st-laurent","Elle vous permet de pratiquer le patinage et le hockey sur glace.Centre sportif Dollard-St-Laurent fermé temporairementEn raison de travaux.","2020-11-23","2024-02-13","LaSalle","Sportifs et récréatifs","Patinoire","Patinage","Douches,Fontaine d'eau potable,Machine distributrice,Stationnement gratuit,Support à vélo,Toilettes,Vestiaire,Wi-Fi gratuit","Stationnement accessible,Zone de débarcadère","Culture et sports",""," ","","","","","","Patinoire intérieure du centre sportif Dollard-St-Laurent","707, 75e Avenue",,"H8R3Y7","Montréal",45.421979703052,-73.627710342407,294805.6,5031346.2
"Patinoire du parc Toussaint-Louverture","https://montreal.ca/lieux/patinoire-du-parc-toussaint-louverture","Vérifiez les conditions avant de vous déplacer.Consultez l’horaire du chalet de parc.","2020-11-24","2024-03-05","Ville-Marie","Sportifs et récréatifs","Patinoire","Patinage,Hockey","Fontaine d'eau potable,Toilettes","","Culture et sports",""," ","","","","","","Patinoire du parc Toussaint-Louverture","127, boulevard De Maisonneuve Est",,"H2X1J6","Montréal",45.512146158092,-73.56437329675,299770.3,5041360.5
"Patinoire du parc Walter-Stewart","https://montreal.ca/lieux/patinoire-du-parc-walter-stewart","Le parc Walter-Stewart est doté d’une patinoire à bandes et d’un anneau de glace, ouverts quand les conditions climatiques le permettent.Vérifiez les conditions avant de vous déplacer. Consultez l’horaire du chalet de parc.","2020-11-24","2024-03-05","Ville-Marie","Sportifs et récréatifs","Patinoire","Patinage,Hockey","Toilettes","","Culture et sports",""," ","","","","","","Patinoire du parc Walter-Stewart","2455, rue Larivière",,"H2K1R3","Montréal",45.532818862647,-73.556577964142,300381,5043657.4
"Patinoire du parc Armand-Bombardier","https://montreal.ca/lieux/patinoire-du-parc-armand-bombardier","Chalet accessible à proximité.Vérifiez les conditions avant de vous déplacer.","2020-11-25","2024-03-01","Rivière-des-Prairies–Pointe-aux-Trembles","Sportifs et récréatifs","Patinoire","Patinage,Hockey","","","Culture et sports",""," ","","","","","","Patinoire du parc Armand-Bombardier","Boulevard Perras",,"H1E1H9","Montréal",45.639956869708,-73.595707495139,297339,5055566.8
"Patinoire du parc Clémentine-De La Rousselière","https://montreal.ca/lieux/patinoire-du-parc-clementine-de-la-rousseliere","Vérifiez les conditions avant de vous déplacer.Le chalet du parc est accessible pour les patineurs, selon les conditions de la glace.","2020-11-25","2023-04-06","Rivière-des-Prairies–Pointe-aux-Trembles","Sportifs et récréatifs","Patinoire","Patinage,Hockey","","","Culture et sports",""," Horaire de l'installation []","","","","","","Patinoire du parc Clémentine-De La Rousselière","14080, rue Notre-Dame Est",,"H1A1T9","Montréal",45.66867411977,-73.49354205989,305303.2,5058753.8
"Patinoire du parc de Montmartre","https://montreal.ca/lieux/patinoire-du-parc-de-montmartre","Pour l’hiver 2023-2024, en raison des travaux en cours au parc Clémentine-De La Rousselière, une patinoire à bandes éclairée en soirée est offerte.Vérifiez les conditions avant de vous déplacer.","2020-11-25","2024-03-01","Rivière-des-Prairies–Pointe-aux-Trembles","Sportifs et récréatifs","Patinoire","Patinage,Hockey","","","Culture et sports",""," ","","","","","","Patinoire du parc de Montmartre","60e Avenue",,"H1A1L9","Montréal",45.675939843157,-73.498165435223,304942.9,5059561.2
"Patinoires du parc Don-Bosco","https://montreal.ca/lieux/patinoires-du-parc-don-bosco","Ce grand parc dispose d’une patinoire sportive éclairée en soirée et d’un sentier glacé.Vérifiez les conditions avant de vous déplacer.","2020-11-25","2024-03-01","Rivière-des-Prairies–Pointe-aux-Trembles","Sportifs et récréatifs","Patinoire","Patinage,Hockey","Roulotte ou chalet chauffé","","Culture et sports",""," ","","","","","","Patinoires du parc Don-Bosco","12600, avenue Rita-Lévi-Montalcini",,"H1E3A9","Montréal",45.644543168368,-73.589992004787,297785.1,5056075.9
"Patinoires du parc Gérard-Vaillancourt","https://montreal.ca/lieux/patinoires-du-parc-gerard-vaillancourt","On retrouve dans ce parc une patinoire à bandes éclairée en soirée.Vérifiez les conditions avant de vous déplacer.","2020-11-25","2024-03-01","Rivière-des-Prairies–Pointe-aux-Trembles","Sportifs et récréatifs","Patinoire","Patinage,Hockey","","","Culture et sports",""," ","","","","","","Patinoires du parc Gérard-Vaillancourt","13840, rue Gratton",,"H1A2Y5","Montréal",45.666903803432,-73.501747092332,304663.9,5058557
"Patinoire du parc Hans-Selye","https://montreal.ca/lieux/patinoire-du-parc-hans-selye","Patinoire éclairée. Vérifiez les conditions avant de vous déplacer.","2020-11-25","2024-03-01","Rivière-des-Prairies–Pointe-aux-Trembles","Sportifs et récréatifs","Patinoire","Patinage,Hockey","","","Culture et sports",""," ","","","","","","Patinoire du parc Hans-Selye","7521, Avenue André-Ampère",,"H1E6T3","Montréal",45.630572917448,-73.602484256004,296809.4,5054524.6
"Patinoire du parc Jeanne-Lapierre","https://montreal.ca/lieux/patinoire-du-parc-jeanne-lapierre","Vérifiez les conditions avant de vous déplacer.","2020-11-25","2024-02-20","Rivière-des-Prairies–Pointe-aux-Trembles","Sportifs et récréatifs","Patinoire","Patinage","","","Culture et sports",""," ","","","","","","Patinoire du parc Jeanne-Lapierre","13201, rue Ève-Gagnier",,"H1A5H4","Montréal",45.660227464694,-73.516056686722,303548.7,5057815.2
"Patinoire du parc Maria-Goretti","https://montreal.ca/lieux/patinoire-du-parc-maria-goretti","Une patinoire à bandes éclairée en soirée est proposée dans ce parc.Vérifiez les conditions avant de vous déplacer.","2020-11-25","2024-03-01","Rivière-des-Prairies–Pointe-aux-Trembles","Sportifs et récréatifs","Patinoire","Hockey","","","Culture et sports",""," ","","","","","","Patinoire du parc Maria-Goretti","488, 85e Avenue",,"H1A5H7","Montréal",45.691903955903,-73.486833412243,305825.5,5061335.5
"Patinoire du parc Pehr-Kalm","https://montreal.ca/lieux/patinoire-du-parc-pehr-kalm","Patinoire à bandes non éclairée en soirée. Vérifiez les conditions avant de vous déplacer.","2020-11-25","2024-03-01","Rivière-des-Prairies–Pointe-aux-Trembles","Sportifs et récréatifs","Patinoire","Patinage,Hockey","","","Culture et sports",""," ","","","","","","Patinoire du parc Pehr-Kalm","Rue Marcel-Raymond",,"H1C2B3","Montréal",45.663784395184,-73.55195275629,300751.7,5058211.7
"Patinoires du parc Saint-Jean-Baptiste","https://montreal.ca/lieux/patinoires-du-parc-saint-jean-baptiste","On retrouve deux patinoires éclairées en soirée dans ce grand parc du quartier de Pointe-aux-Trembles : une patinoire à bandes pour les sports d’équipe et une glace pour le patin libre. Un chalet est aussi accessible en hiver.Vérifiez les conditions avant de vous déplacer.","2020-11-25","2024-03-01","Rivière-des-Prairies–Pointe-aux-Trembles","Sportifs et récréatifs","Patinoire","Patinage,Hockey","","","Culture et sports",""," ","","","","","","Patinoires du parc Saint-Jean-Baptiste","1050, boulevard Saint-Jean-Baptiste",,"H1B4A1","Montréal",45.640870454106,-73.499000857184,304877.9,5055663.8
"Patinoires du parc des Cageux","https://montreal.ca/lieux/patinoires-du-parc-des-cageux","Vous retrouverez sur place une patinoire à bandes éclairée en soirée ainsi qu’un sentier glacé.Vérifiez les conditions avant de vous déplacer.","2020-11-25","2024-03-01","Rivière-des-Prairies–Pointe-aux-Trembles","Sportifs et récréatifs","Patinoire","Patinage,Hockey","","","Culture et sports",""," ","","","","","","Patinoires du parc des Cageux","Angle du boulevard Gouin Est et de la 87e Avenue",,"H1C1J7","Montréal",45.671953216355,-73.542115772636,301518.7,5059119
"Patinoire du parc Yves-Thériault","https://montreal.ca/lieux/patinoire-du-parc-yves-theriault","Vérifiez les conditions avant de vous déplacer.","2020-11-26","2024-03-01","Rivière-des-Prairies–Pointe-aux-Trembles","Sportifs et récréatifs","Patinoire","","","","Culture et sports",""," ","","","","","","Patinoire du parc Yves-Thériault","Avenue Yves-Thériault",,"H1A5M8","Montréal",45.679263666929,-73.503726954426,304509.7,5059930.6
"Patinoire du parc Le Prévost","https://montreal.ca/lieux/patinoire-du-parc-le-prevost","Vérifiez les conditions avant de vous déplacer.","2020-11-26","2024-03-25","Villeray–Saint-Michel–Parc-Extension","Sportifs et récréatifs","Patinoire","Patinage","Toilettes","","Culture et sports",""," Horaire [Lundi, ouverture:08:30, fermeture:22:30,Mardi, ouverture:08:30, fermeture:22:30,Mercredi, ouverture:08:30, fermeture:22:30,Jeudi, ouverture:08:30, fermeture:22:30,Vendredi, ouverture:08:30, fermeture:22:30,Samedi, ouverture:08:30, fermeture:22:30,Dimanche, ouverture:08:30, fermeture:22:30]","Selon les conditions.","","","","","Patinoire du parc Le Prévost","7275, avenue Christophe-Colomb",,"H2R1J2","Montréal",45.543433630258,-73.613215592049,295959,5044841.7
"Patinoire du parc Charleroi","https://montreal.ca/lieux/patinoire-du-parc-charleroi","Svp vérifiez les conditions avant de vous déplacer.","2020-11-26","2022-12-21","Montréal-Nord","Sportifs et récréatifs","Patinoire","Patinage","","","Culture et sports",""," Horaire pour tous [Lundi, ouverture:08:00, fermeture:21:30,Mardi, ouverture:08:00, fermeture:21:30,Mercredi, ouverture:08:00, fermeture:21:30,Jeudi, ouverture:08:00, fermeture:21:30,Vendredi, ouverture:08:00, fermeture:21:30,Samedi, ouverture:08:00, fermeture:21:30,Dimanche, ouverture:08:00, fermeture:21:30]","Selon les conditions météorologiques","","","","","Patinoire du parc Charleroi","10985, avenue Alfred",,"H1G5B4","Montréal",45.599301723885,-73.622437258354,295248.3,5051051.5
"Complexe sportif St-Jean-Vianney","https://montreal.ca/lieux/complexe-sportif-st-jean-vianney","Acheté par la Ville de Montréal en 2020, le complexe sportif St-Jean-Vianney rassemble dix plateaux sportifs, un aréna et cinq terrains extérieurs. À l’intérieur, on y retrouve des gymnases simple ou double, une palestre, une salle de danse, un terrain de soccer synthétique (qui peut être divisé en trois terrains), une salle de conditionnement physique, une salle multifonctionnelle, une cafétéria et une salle de rencontre.Les terrains extérieurs sont constitués d’un terrain de basketball, de deux terrains de volleyball et de deux terrains de soccer synthétiques. Tous ces espaces sont facilement accessibles du stationnement.Grâce au travail acharné de nos fiers organismes partenaires et à la faveur des citoyen(ne)s, nous sommes heureux de pouvoir offrir au complexe sportif St-Jean-Vianney une variété d’activités sportives autant pour les enfants que pour les adultes.Pour utiliser les installations intérieures et extérieures, une réservation est nécessaire. Pour plus de détails et pour connaître les tarifs, merci de communiquer avec le complexe. 514 872-8014, reservation_rdppat@montreal.ca","2020-11-26","2024-02-15","Rivière-des-Prairies–Pointe-aux-Trembles","Sportifs et récréatifs","Centre sportif","","Air climatisé,Douches,Fontaine d'eau potable,Machine distributrice,Stationnement gratuit,Table à langer,Terrain de basketball,Terrain de volleyball,Toilettes,Vestiaire,Wi-Fi gratuit","Accessible en fauteuil roulant,Ascenseur,Entrée de plain-pied,Stationnement accessible","Culture et sports",""," Horaire de l'installation [Lundi, ouverture:08:00, fermeture:00:00,Mardi, ouverture:08:00, fermeture:00:00,Mercredi, ouverture:08:00, fermeture:00:00,Jeudi, ouverture:08:00, fermeture:00:00,Vendredi, ouverture:08:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","Carte de crédit (MasterCard, Visa),Carte de débit,Chèque à l'ordre de la Ville de Montréal","numéro: 5148728014","reservation_rdppat@montreal.ca","Complexe sportif St-Jean-Vianney","12640, boulevard Gouin Est",,"H1C1B8","Montréal",45.691600408871,-73.519722205955,303263.9,5061301.8
"Patinoire Bleu Blanc Bouge du parc Le Carignan","https://montreal.ca/lieux/patinoire-bleu-blanc-bouge-du-parc-le-carignan","La Patinoire Bleu Blanc Bouge du parc Le Carignan de Montréal-Nord sera accessible dès le 20 janvier 2024.(Selon la température)L’anneau de glace sera prêt à la mi-janvier.Projet phare de la Fondation des Canadiens pour l’enfance, le programme Bleu, Blanc, Bouge vise à construire des patinoires extérieures communautaires réfrigérées. Activités sportives pratiquées en tout tempsPour les sports de glace, la patinoire est ouverte de la mi/fin décembre à la mi-mars. Par la suite, différents sports comme le basketball et le hockey-balle pourront y être pratiqués, du printemps à l’automne, et ce, sur la surface bétonnée.DescriptionLe public peut fréquenter la patinoire extérieure à condition de respecter les règles de distanciation physique, les mesures d’hygiène et les autres mesures décrétées par la Direction de la santé publique.ChaletLe chalet de la patinoire est ouvert, mais une limite de 15 personnes pourront y être en même temps. (à l’exception des groupes scolaires). Équipement Aucun prêt d’équipement n’est offert jusqu’à nouvel ordre.Réservation pour les groupes scolairesLes groupes scolaires reconnus par l’arrondissement peuvent réserver la patinoire gratuitement pour l’utilisation de la glace, du lundi au vendredi, aux heures suivantes: 13h00-17h30. Prêt d’équipement gratuit offert sur réservation. Svp vérifiez les conditions avant de vous déplacer.","2020-11-26","2024-01-31","Montréal-Nord","Sportifs et récréatifs","Patinoire","Patinage,Hockey","Toilettes","","Culture et sports",""," Ouverture de la patinoire [Lundi, ouverture:09:00, fermeture:22:00,Mardi, ouverture:09:00, fermeture:22:00,Mercredi, ouverture:09:00, fermeture:22:00,Jeudi, ouverture:09:00, fermeture:22:00,Vendredi, ouverture:09:00, fermeture:22:00,Samedi, ouverture:09:00, fermeture:22:00,Dimanche, ouverture:09:00, fermeture:22:00]","En date du 24 Janvier la patinoire est fermé.","Les enfants de moins de 12 ans doivent être accompagnés d’un adulte ou d’un adolescent de 16 ans et plus;Pour le bâton rondelle et le hockey le protège-cou, gants et casque avec protecteur faciale est OBLIGATOIRE;Pour le patin libre, les participants de moins de 8 ans doivent porter un casque de tout type;","","","","Patinoire Bleu Blanc Bouge du parc Le Carignan","11481, avenue P.-M.-Favier",,"H1G3X9","Montréal",45.609780813681,-73.615172701422,295816.7,5052215.2
"Patinoire du parc Oscar","https://montreal.ca/lieux/patinoire-du-parc-oscar","Vérifiez les conditions avant de vous déplacer.ConsignesRègles à suivreImportant : l’accès aux patinoires du Parc Charleroi est interdit à toute personne présentant des symptômes de la COVID-19 ou qui se trouve en isolement volontaire ou obligatoire. Vous devez faire l’évaluation de votre état de santé avant de vous présenter sur place.- Le respect des consignes et des mesures de distanciation physique est obligatoire en tout temps.- Apportez votre gourde d’eau","2020-11-26","2022-12-21","Montréal-Nord","Sportifs et récréatifs","Patinoire","Patinage","","","Culture et sports",""," Horaire de la patinoire [Lundi, ouverture:08:00, fermeture:21:30,Mardi, ouverture:08:00, fermeture:21:30,Mercredi, ouverture:08:00, fermeture:21:30,Jeudi, ouverture:08:00, fermeture:21:30,Vendredi, ouverture:08:00, fermeture:21:30,Samedi, ouverture:08:00, fermeture:21:30,Dimanche, ouverture:08:00, fermeture:21:30]","Selon les conditions météorologiques","","","","","Patinoire du parc Oscar","10660, boulevard Saint-Michel",,"H1H5H6","Montréal",45.581886033359,-73.648258005375,293230.4,5049119.4
