Serie;No_tuile;Nom_tuile;Cover;TIFF_CCL;TIFF_MTM;PDF;FGDB
Sud;13D-se;Rivière Natashquan;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/13D_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/13D_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/13D_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/13Dse_trq_mtm.pdf;
Sud;13C-so;Lac Guines;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/13C_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/13C_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/13C_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/13Cso_trq_mtm.pdf;
Sud;13C-se;Lac Fourmont;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/13C_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/13C_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/13C_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/13Cse_trq_mtm.pdf;
Sud;13B-so;Rivière Saint-Augustin;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/13B_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/13B_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/13B_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/13Bso_trq_mtm.pdf;
Sud;13B-se;Rivière Saint-Paul;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/13B_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/13B_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/13B_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/13Bse_trq_mtm.pdf;
Sud;13A-so;Rivière Bujeault;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/13A_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/13A_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/13A_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/13Aso_trq_mtm.pdf;
Sud;32M-no;Pointe Saouayane;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32M_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32M_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32M_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Mno_trq_mtm.pdf;
Sud;32M-ne;Rivière Jolicoeur;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32M_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32M_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32M_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Mne_trq_mtm.pdf;
Sud;32N-no;Rivière Pontax;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32N_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32N_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32N_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Nno_trq_mtm.pdf;
Sud;32N-ne;Nemiscau;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32N_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32N_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32N_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Nne_trq_mtm.pdf;
Sud;32O-no;Lac Teilhard;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32O_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32O_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32O_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Ono_trq_mtm.pdf;
Sud;32O-ne;Lac de la Marée;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32O_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32O_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32O_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32One_trq_mtm.pdf;
Sud;32P-no;Lac Baudeau;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32P_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32P_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32P_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Pno_trq_mtm.pdf;
Sud;32P-ne;Rivière Takwa;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32P_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32P_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32P_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Pne_trq_mtm.pdf;
Sud;22M-no;Lac Courtois;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22M_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22M_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22M_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Mno_trq_mtm.pdf;
Sud;22M-ne;Lac Plétipi;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22M_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22M_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22M_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Mne_trq_mtm.pdf;
Sud;22N-no;Lac Matonipis;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22N_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22N_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22N_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Nno_trq_mtm.pdf;
Sud;22N-ne;Lac Du Chaunoy;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22N_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22N_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22N_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Nne_trq_mtm.pdf;
Sud;22O-no;Petit lac Manicouagan;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22O_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22O_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22O_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Ono_trq_mtm.pdf;
Sud;22O-ne;Lac Corbière;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22O_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22O_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22O_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22One_trq_mtm.pdf;
Sud;22P-no;Lac Fournier;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22P_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22P_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22P_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Pno_trq_mtm.pdf;
Sud;22P-ne;Lac Thévet;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22P_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22P_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22P_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Pne_trq_mtm.pdf;
Sud;12M-no;Lac Garneau;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12M_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12M_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12M_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Mno_trq_mtm.pdf;
Sud;12M-ne;Lac De Morbihan;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12M_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12M_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12M_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Mne_trq_mtm.pdf;
Sud;12N-no;Lac Fonteneau;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12N_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12N_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12N_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Nno_trq_mtm.pdf;
Sud;12N-ne;Lac Golet;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12N_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12N_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12N_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Nne_trq_mtm.pdf;
Sud;12O-no;Lac Chenil;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12O_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12O_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12O_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Ono_trq_mtm.pdf;
Sud;12O-ne;Lac Coxipi;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12O_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12O_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12O_ne.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12One_trq_mtm.pdf;
Sud;12P-no;Lac Maxwell;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/12P_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/12P_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/12P_no.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/12Pno_trq_mtm.pdf;
Sud;32M-so;Péninsule Ministikawatin;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32M_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32M_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32M_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Mso_trq_mtm.pdf;
Sud;32M-se;Waskaganish;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32M_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32M_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32M_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Mse_trq_mtm.pdf;
Sud;32N-so;Rivière Rupert;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32N_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32N_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32N_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Nso_trq_mtm.pdf;
Sud;32N-se;Lac Nemiscau;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32N_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32N_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32N_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Nse_trq_mtm.pdf;
Sud;32O-so;Lac Mesgouez;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32O_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32O_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32O_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Oso_trq_mtm.pdf;
Sud;32O-se;Lac La Badelière;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32O_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32O_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32O_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Ose_trq_mtm.pdf;
Sud;32P-so;Lac Mistassini;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32P_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32P_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32P_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Pso_trq_mtm.pdf;
Sud;32P-se;Lac Albanel;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/32P_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/32P_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/32P_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/32Pse_trq_mtm.pdf;
Sud;22M-so;Lac Dubray;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22M_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22M_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22M_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Mso_trq_mtm.pdf;
Sud;22M-se;Lac Piacouadie;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22M_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22M_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22M_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Mse_trq_mtm.pdf;
Sud;22N-so;Lac Tétépisca;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22N_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22N_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22N_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Nso_trq_mtm.pdf;
Sud;22N-se;Réservoir Manicouagan;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22N_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22N_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22N_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Nse_trq_mtm.pdf;
Sud;22O-so;Lac Grandmesnil;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22O_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22O_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22O_so.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Oso_trq_mtm.pdf;
Sud;22O-se;Grand lac Germain;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Vectoriel/Carte_Topo/Regional/BDAT/ArcInfo/22O_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFLCC/22O_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/BDAT/GeoTIFFMTM/22O_se.zip;ftp://transfert.mern.gouv.qc.ca/public/diffusion/RGQ/Matriciel/Carte_Topo/Regional/TRQ_100K/PDF/22Ose_trq_mtm.pdf;
