"rescode","resgroupe","rescodetitre","restitre","resentreefonction","resnom","resprenom","resestvacant"
"REM23","Conseiller","003B","Conseillère n° 3","2017-11-05","Goulet","Nathalie","non"
"REM23","Conseiller","004B","Conseillère n° 4","2017-11-05","Giannou","Effie","non"
"REM23","Responsable","203A","Secrétaire","2014-02-10","Chateauvert","Chantal","non"
"REM23","Direction","305B","Directeur des travaux publics","2011-05-10","Lapointe","Louis","non"
"REM23","Direction","320A","Directeur d'arrondissement","2010-10-26","Cyr","Ronald","non"
"REM24","Conseiller","003B","Conseillère n° 3","2021-11-07","Ollivier","Dominique","non"
"95045","Direction","303A","Responsable de l'urbanisme","2023-09-05","Langlois","Isabelle","non"
"95045","Direction","310A","Directeur du dév. économique","2021-07-19","Painchaud","Jean-Sébastien","non"
"95045","Responsable","201B","Greffière","2021-11-29","Dominique","Tremblay","non"
"95045","Responsable","207B","Trésorière","2021-11-29","Dominique","Tremblay","non"
"95045","Direction","209B","Directrice générale","2021-11-29","Dominique","Tremblay","non"
"95045","Direction","305B","Directeur des travaux publics","2023-04-15","","","oui"
"95045","Conseiller","001B","Conseillère n° 1","2021-10-01","Tremblay","Jannie","non"
"95045","Conseiller","006A","Conseiller n° 6","2021-10-01","Girard","Carol","non"
"95045","Mairie","000B","Mairesse","2009-11-01","Anctil","Micheline","non"
"95045","Conseiller","002A","Conseiller n° 2","2017-11-05","Desbiens","Mario","non"
"95045","Conseiller","003A","Conseiller n° 3","2017-10-06","Foster","Richard","non"
"95045","Conseiller","004B","Conseillère n° 4","2017-10-06","L'Heureux","Gina","non"
"95045","Conseiller","005B","Conseillère n° 5","2017-11-05","Gagné","Nadine","non"
"95045","Responsable","202B","Greffière adjointe","2009-07-14","Huard","Lison","non"
"95045","Direction","215A","Directeur/Chef brigade des pompiers","2014-11-11","Bouchard","Martin","non"
"96020","Mairie","000A","Maire","2023-02-27","Desbiens","Michel","non"
"96020","Conseiller","003A","Conseiller n° 3","2023-02-27","Charest","Alain","non"
"96020","Conseiller","001A","Conseiller n° 1","2023-01-25","Girard","Sylvain","non"
"96020","Conseiller","004B","Conseillère n° 4","2021-11-07","Deschênes","Carole","non"
"96020","Conseiller","008A","Conseiller n° 8","2021-10-01","Rainville","Marc","non"
"96020","Conseiller","006A","Conseiller n° 6","2021-11-07","Beaulieu","Michel","non"
"96020","Conseiller","002B","Conseillère n° 2","2021-11-07","Lajeunesse","Joannie","non"
"96020","Conseiller","007B","Conseillère n° 7","2021-11-07","St-Pierre","Lysandre","non"
"96020","Conseiller","005A","Conseiller n° 5","2023-12-15","Lavigne","Odette","non"
"96020","Responsable","201B","Greffière","2016-02-01","Tremblay","Annick","non"
"96020","Responsable","207B","Trésorière","2012-05-29","Caron","Jeanie","non"
"96020","Responsable","208A","Trésorier adjoint","2009-01-01","Pelletier","Stéphane","non"
"96020","Direction","209A","Directeur général","2010-10-18","Corriveau","François","non"
"96020","Direction","223A","Coordonnateur mesures d'urgence","2008-03-17","Corriveau","François","non"
"96020","Direction","215A","Directeur/Chef brigade des pompiers","2016-04-18","Miville","Alain","non"
"96020","Responsable","246A","Resp. émission permis/certif. mun.","2014-03-18","Hudon","Audrey-Anne","non"
"96020","Direction","301A","Responsable des communications","2014-03-18","Pineault","Mathieu","non"
"96020","Direction","305B","Directeur des travaux publics","2007-01-26","Gauthier","Ghislain","non"
"96020","Direction","322A","Directeur culture et loisirs","2017-10-02","Prévéreault","Carl","non"
"96020","Direction","345E","Responsable de l'aménagement","2017-01-01","Fournier","Richard","non"
"97007","Conseiller","004A","Conseiller n° 4","2023-11-13","Leblanc","Alexandre","non"
"97007","Conseiller","006B","Conseillère n° 6","2023-11-13","Vaillancourt","Chantale","non"
"97007","Conseiller","001A","Conseiller n° 1","2024-02-19","Perron","Martin","non"
"97007","Mairie","000A","Maire","2023-11-13","Miousse","Denis","non"
"97007","Direction","303C","Directrice de l'urbanisme","2023-02-28","Dubé","Marie-Claude","non"
"97007","Direction","215C","Directeur serv. sécurité incendie","2023-01-30","Sauvé","Joël","non"
"97007","Direction","223A","Coordonnateur mesures d'urgence","2023-05-01","Clements","Denis","non"
"97007","Conseiller","005A","Conseiller n° 5","2021-10-01","Berthe","Guy","non"
"97007","Conseiller","003B","Conseillère n° 3","2021-10-01","Tremblay","Mélissa","non"
"97007","Conseiller","008A","Conseiller n° 8","2021-10-01","Guérault","Daniel","non"
"97007","Conseiller","009B","Conseillère n° 9","2021-11-07","Gaudreault","Carole","non"
"97007","Direction","209A","Directeur général","2023-10-16","Lauzon","Catherine","non"
"97007","Responsable","201A","Greffier","2024-04-22","Lauzon","Catherine","non"
"97007","Conseiller","002B","Conseillère n° 2","2013-11-03","Lejeune","Guylaine","non"
"97007","Mairie","111B","Mairesse suppléante","2023-11-27","Audet","Charlotte","non"
"97007","Conseiller","007B","Conseillère n° 7","2013-11-03","Audet","Charlotte","non"
"97007","Responsable","207B","Trésorière","2019-07-01","Lévesque","Suzy","non"
"97007","Direction","331B","Directrice des finances","2019-07-01","Lévesque","Suzy","non"
"97007","Direction","210A","Directeur général adjoint","2024-04-22","Tardif","Michel","non"
"97007","Direction","311B","Directeur des services techniques","2005-12-19","Tardif","Michel","non"
"97007","Direction","301A","Responsable des communications","2015-03-03","Robillard","Amélie","non"
"97007","Direction","321A","Directeur des ressources humaines","2008-11-24","Mailloux","Éric","non"
"97007","Direction","322B","Directrice culture et loisirs","2017-10-16","Gauthier","Noémie","non"
"97022","Direction","303A","Responsable de l'urbanisme","2021-01-11","Joubert","Joannie","non"
"97022","Responsable","207A","Trésorier","2019-06-20","Dupuis","Claudia","non"
"97022","Responsable","247B","Inspectrice municipale","2020-03-03","Tremblay","Mélanie","non"
"97022","Conseiller","004A","Conseiller n° 4","2021-11-07","Duguay","Raynald","non"
"97022","Conseiller","005B","Conseillère n° 5","2021-11-07","Beaupré","Danielle","non"
"97022","Conseiller","006A","Conseiller n° 6","2021-11-07","Vignola","Roger","non"
"97022","Conseiller","002A","Conseiller n° 2","2021-11-07","Fournier","Gilles","non"
"97022","Mairie","000A","Maire","2017-11-05","Thibault","Alain","non"
"97022","Conseiller","001A","Conseiller n° 1","2017-10-06","Camiré","Daniel","non"
"97022","Conseiller","003A","Conseiller n° 3","2017-11-05","Gaumont","Mario","non"
"97022","Responsable","201B","Greffière","2017-01-26","Dupuis-Carrier","Natacha","non"
"97022","Direction","209B","Directrice générale","2007-01-30","Bouffard","Andrée","non"
"97022","Direction","215C","Directeur serv. sécurité incendie","2018-05-28","Lamarre","David","non"
"97022","Direction","305B","Directeur des travaux publics","2008-07-01","Lévesque","Yves","non"
"97022","Direction","321B","Directrice des ressources humaines","2012-04-26","Charette","Éloïse","non"
"97022","Direction","322A","Directeur culture et loisirs","2018-03-13","Mayrand","Nicolas","non"
"97035","Responsable","202A","Greffier adjoint","2021-03-15","Gagné","Claude","non"
"97035","Direction","209A","Directeur général","2021-03-15","Gagné","Claude","non"
"97035","Responsable","201B","Greffière","2020-05-12","Couture","Marie Philippe","non"
"97035","Direction","301A","Responsable des communications","2020-05-12","Couture","Marie Philippe","non"
"97035","Responsable","243A","Inspecteur municipal et de voirie","1999-08-09","Morneau","Jimmy","non"
"97035","Responsable","246A","Resp. émission permis/certif. mun.","1999-08-09","Morneau","Jimmy","non"
"97035","Direction","303A","Responsable de l'urbanisme","1999-08-09","Morneau","Jimmy","non"
"97035","Direction","215C","Directeur serv. sécurité incendie","2022-07-18","Shaw","Yann","non"
"97035","Direction","311B","Directeur des services techniques","2022-01-10","Bouchard","Olivier","non"
"97035","Direction","347A","Directeur des infrastructures","2022-07-18","Bergeron","Étienne","non"
"97035","Mairie","000A","Maire","2014-10-03","St-Laurent","Martin","non"
"97035","Conseiller","001A","Conseiller n° 1","2009-10-02","Dupont","Bernard","non"
"97035","Conseiller","002A","Conseiller n° 2","2013-10-04","Bouchard","Danny","non"
"97035","Conseiller","003B","Conseillère n° 3","2013-11-03","Vignola","Cindy","non"
"97035","Conseiller","004A","Conseiller n° 4","2013-10-04","Ouellet","Marco","non"
"97035","Conseiller","005A","Conseiller n° 5","2013-11-03","Bergeron","Daniel","non"
"97035","Conseiller","006A","Conseiller n° 6","2017-11-05","Power","Shannon","non"
"97035","Responsable","207B","Trésorière","2014-06-16","Gagnon","Sandra","non"
"97035","Direction","304C","Directrice des loisirs","2016-09-03","Allard","Marie-Pier","non"
"97035","Présidence","307A","Président comité consult. urbanisme","2002-04-29","Villeneuve","Alain","non"
"97040","Mairie","000C","Administrateur","2020-12-14","Dionne","Jean","non"
"97040","Responsable","202A","Greffier adjoint","2021-05-20","Lacoursière","Anne","non"
"97040","Responsable","224A","Responsable accès aux documents","2021-05-20","Lacoursière","Anne","non"
"97040","Responsable","243A","Inspecteur municipal et de voirie","2021-08-03","","","oui"
"97040","Direction","215C","Directeur serv. sécurité incendie","2021-09-30","","","oui"
"RES01","Présidence","112A","Président","2021-11-30","Cleary","Jacques","non"
"RES01","Conseiller","001A","Conseiller n° 1","2021-11-07","Gaudreault","Serge","non"
"RES01","Conseiller","003A","Conseiller n° 3","2017-11-05","Potvin","Michel","non"
"RES01","Conseiller","006A","Conseiller n° 6","2013-11-03","Tremblay","Michel","non"
"RES02","Direction","320A","Directeur d'arrondissement","2021-12-07","Gauthier","Éric","non"
"RES02","Conseiller","002A","Conseiller n° 2","2021-11-07","Bouchard","Claude","non"
"RES02","Conseiller","001A","Conseiller n° 1","2020-03-17","Bouchard","Jimmy","non"
"RES02","Conseiller","003A","Conseiller n° 3","2017-11-05","Thiffault","Michel","non"
"RES02","Conseiller","004A","Conseiller n° 4","2017-11-05","Armstrong","Kevin","non"
"RES02","Conseiller","005A","Conseiller n° 5","2009-11-01","Dufour","Carl","non"
"RES02","Présidence","112A","Président","2021-11-30","Dufour","Carl","non"
"RES02","Conseiller","006A","Conseiller n° 6","2017-11-05","Crevier","Jean-Marc","non"
"RES03","Conseiller","002A","Conseiller n° 2","2022-05-16","Tremblay","Jean","non"
"RES03","Direction","320B","Directrice d'arrondissement","2020-10-06","Girard","Manon","non"
"RES03","Conseiller","001A","Conseiller n° 1","2017-11-05","Simard","Raynald","non"
"RES03","Présidence","112A","Président","2021-11-29","Simard","Raynald","non"
"RES03","Conseiller","003A","Conseiller n° 3","2017-11-05","Harvey","Martin","non"
"AR992","Direction","305B","Directeur des travaux publics","2019-12-01","Hossein","Shafeghati","non"
"AR992","Direction","209A","Directeur général","2024-01-01","Parsons","Paul","non"
"AR992","Direction","214C","Directeur services sécurité publiqu","2024-01-01","Lingard","Craig","non"
"AR992","Direction","210A","Directeur général adjoint","2024-01-01","Bowles","Ron","non"
"AR992","Direction","304B","Directeur des loisirs","2024-01-01","Alexander Philips","Thomas","non"
"AR992","Conseiller","001A","Conseiller n° 1","2021-11-08","Annanack","Mccombie","non"
"AR992","Conseiller","002A","Conseiller n° 2","2021-11-07","Tukkiapik","Jobie ","non"
"AR992","Conseiller","003B","Conseillère n° 3","2021-11-07","Chamaganish","Theresa ","non"
"AR992","Conseiller","004B","Conseillère n° 4","2021-11-07","Qalingo","Lucy ","non"
"AR992","Conseiller","005A","Conseiller n° 5","2021-11-07","Kulula","Jusipi ","non"
"AR992","Conseiller","006A","Conseiller n° 6","2021-11-07","lyaituk ","Peter ","non"
"AR992","Conseiller","007B","Conseillère n° 7","2021-11-07","Hunter","Jennifer","non"
"AR992","Conseiller","008A","Conseiller n° 8","2021-11-07","Alayco","Adamie ","non"
"AR992","Conseiller","009A","Conseiller n° 9","2021-11-07","Cain","Billy ","non"
"AR992","Conseiller","010A","Conseiller n° 10","2021-11-07","Grasser","Steven ","non"
"AR992","Direction","343B","Directrice des affaires juridiques","2019-01-01","Fortin","Johanne","non"
"AR992","Direction","321B","Directrice des ressources humaines","2024-01-01","Cote","Karine","non"
"AR992","Direction","301E","Directeur des communications","2024-01-01","Abbott","Denis","non"
"AR992","Conseiller","011B","Conseillère n° 11","2021-11-07","Annahatak","Minnie ","non"
"AR992","Conseiller","012A","Conseiller n° 12","2021-11-07","Angutinguak","David ","non"
"AR992","Présidence","112B","Présidente","2021-11-08","Snowball","Hilda","non"
"AR992","Présidence","113B","Vice-présidente","2015-11-26","Kumarluk","Lucy","non"
"AR992","Responsable","203A","Secrétaire","1996-06-21","Gordon","Ina","non"
"AR992","Responsable","207A","Trésorier","2016-09-07","Noujeim","Chahine","non"
"CM235","Conseiller","015A","Conseiller n° 15","2021-12-09","Couture","Sébastien","non"
"CM235","Conseiller","009B","Conseillère n° 9","2021-12-09","Landry","Amélie","non"
"CM235","Conseiller","006A","Conseiller n° 6","2021-12-09","Côté","Serge","non"
"CM235","Conseiller","012A","Conseiller n° 12","2021-12-09","Villeneuve","Claude","non"
"CM235","Conseiller","003A","Conseiller n° 3","2021-12-09","Mercier","Éric Ralph","non"
"CM235","Conseiller","014B","Conseillère n° 14","2021-12-09","Vallières-Roland","Catherine","non"
"CM235","Conseiller","001B","Conseillère n° 1","2021-12-09","Mercier Larouche","Maude","non"
"CM235","Conseiller","011A","Conseiller n° 11","2021-12-09","Lachance","Pierre-Luc","non"
"CM235","Conseiller","010A","Conseiller n° 10","2021-12-09","Pageau","Gaétan","non"
"CM235","Conseiller","013B","Conseillère n° 13","2021-12-09","Asselin","Marie-Josée","non"
"CM235","Présidence","112A","Président","2021-11-13","Marchand","Bruno","non"
"CM235","Conseiller","005B","Conseillère n° 5","2021-12-09","Labbé","Lina","non"
"CM235","Conseiller","002A","Conseiller n° 2","2018-03-15","Dumoulin","Guy","non"
"CM235","Présidence","316A","Président comité consult. agricole","2018-03-15","Dumoulin","Guy","non"
"CM235","Conseiller","004A","Conseiller n° 4","2016-09-21","Juneau","Sylvain","non"
"CM235","Conseiller","007B","Conseillère n° 7","2018-03-15","Duchesneau","Brigitte","non"
"CM235","Conseiller","016A","Conseiller n° 16","2017-12-08","Lefrançois","Pierre","non"
"CM235","Présidence","113A","Vice-président","2013-11-28","Lehouillier","Gilles","non"
"CM235","Responsable","203A","Secrétaire","2020-04-20","Poulin","Myriam","non"
"CM235","Responsable","207B","Trésorière","2020-06-22","Brodeur","Caroline","non"
"CM235","Direction","209B","Directrice générale","2020-06-22","Brodeur","Caroline","non"
"CM663","Conseiller","004A","Conseiller n° 4","2024-04-25","Caldwell","Éric Alan","non"
"CM663","Conseiller","028A","Conseiller n° 28","2024-04-25","Downey","Sterling","non"
"CM663","Conseiller","022B","Conseillère n° 22","2024-01-01","Assaad","Doreen","non"
"CM663","Conseiller","018A","Conseiller n° 18","2024-01-01","Mongrain","Pascale","non"
"CM663","Responsable","208A","Trésorier adjoint","2024-01-23","Savino","Nicola","non"
"CM663","Responsable","203A","Secrétaire","2023-06-15","Duhaime","Caroline","non"
"CM663","Présidence","113A","Vice-président","2023-03-29","Boyer","Stéphane","non"
"CM663","Conseiller","001A","Conseiller n° 1","2021-12-09","Deschamps","Richard","non"
"CM663","Conseiller","020A","Conseiller n° 20","2021-12-09","McQueen","Peter","non"
"CM663","Conseiller","017B","Conseillère n° 17","2021-12-09","Ollivier","Dominique","non"
"CM663","Conseiller","021B","Conseillère n° 21","2021-12-09","Goulet","Nathalie","non"
"CM663","Conseiller","026A","Conseiller n° 26","2021-12-09","Pauzé","Jocelyn","non"
"CM663","Conseiller","010B","Conseillère n° 10","2021-12-09","Plourde","Marie","non"
"CM663","Conseiller","002A","Conseiller n° 2","2021-12-09","Rabouin","Luc","non"
"CM663","Conseiller","013B","Conseillère n° 13","2021-12-09","El-Helou","Sandra","non"
"CM663","Conseiller","015B","Conseillère n° 15","2021-12-10","Fournier","Catherine","non"
"CM663","Conseiller","011A","Conseiller n° 11","2021-12-09","Martin","Denis","non"
"CM663","Conseiller","012A","Conseiller n° 12","2021-12-09","Nadeau","Sébastien","non"
"CM663","Conseiller","014A","Conseiller n° 14","2024-01-22","Westram","Eric","non"
"CM663","Conseiller","007A","Conseiller n° 7","2021-12-09","Marquès","Patrick","non"
"CM663","Conseiller","003B","Conseillère n° 3","2024-01-30","Novac","Flavia-Alexandra","non"
"CM663","Direction","340B","Directrice services administratifs","2024-01-01","Forget","Marie-Claude","non"
"CM663","Direction","309C","Directeur planif. et développement","2024-01-01","Marceau","Cédric","non"
"CM663","Conseiller","006A","Conseiller n° 6","2017-12-01","Masella","Beny","non"
"CM663","Conseiller","008A","Conseiller n° 8","2018-10-26","Normand","Jérome","non"
"CM663","Conseiller","009A","Conseiller n° 9","2017-12-01","Ouellet","Sylvain","non"
"CM663","Conseiller","023A","Conseiller n° 23","2017-11-23","Tremblay","Guillaume","non"
"CM663","Conseiller","024A","Conseiller n° 24","2017-11-22","Damphousse","Martin","non"
"CM663","Conseiller","025B","Conseillère n° 25","2017-12-04","Michaud","Lise","non"
"CM663","Conseiller","027A","Conseiller n° 27","2017-11-22","Pilon","Guy","non"
"CM663","Présidence","112B","Présidente","2017-12-14","Plante","Valérie","non"
"CM663","Direction","209A","Directeur général","2001-05-18","Iezzoni","Massimo","non"
"AG010","Direction","303A","Responsable de l'urbanisme","2014-11-17","Bourgeois","Serge","non"
"AG010","Direction","345A","Directeur de l'aménagement","2014-11-17","Bourgeois","Serge","non"
"AG010","Direction","209B","Directrice générale","2021-06-10","Hubert","Danielle","non"
"AG010","Direction","301F","Directrice des communications","2021-06-10","Hubert","Danielle","non"
"AG010","Responsable","207B","Trésorière","2014-01-01","Hubert","Danielle","non"
"AG010","Direction","331B","Directrice des finances","2014-01-01","Hubert","Danielle","non"
"AG010","Responsable","201A","Greffier","2021-07-01","Lebreux","Jean-Yves","non"
"AG010","Responsable","202B","Greffière adjointe","2021-06-08","Déraspe","Louise","non"
"AG010","Direction","321B","Directrice des ressources humaines","2021-03-22","Cummings","Ariane","non"
"AG010","Conseiller","001B","Conseillère n° 1","2017-11-10","Leblanc","Suzie","non"
"AG010","Conseiller","002A","Conseiller n° 2","2017-11-10","Déraspe","Jean-Philippe","non"
"AG010","Conseiller","003A","Conseiller n° 3","2013-11-01","Leblanc","Richard","non"
"AG010","Conseiller","004A","Conseiller n° 4","2006-01-01","Chevarie","Roger","non"
"AG010","Conseiller","005A","Conseiller n° 5","2017-11-10","Arseneau","Benoit","non"
"AG010","Conseiller","006A","Conseiller n° 6","2013-11-01","Richard","Gaétan","non"
"AG010","Conseiller","007B","Conseillère n° 7","2009-11-01","Clarke","Rose Elmonde","non"
"AG010","Présidence","112A","Président","2013-11-01","Lapierre","Jonathan","non"
"AG010","Direction","214C","Directeur services sécurité publiqu","2019-05-20","Sauvé","Joel","non"
"AG010","Direction","305B","Directeur des travaux publics","2019-05-20","Durbecq","Thibaud","non"
"AG010","Direction","310B","Directrice du dév. économique","2020-06-22","Pelosse","Josianne","non"
"AG010","Direction","210B","Directrice générale adjointe","2021-06-14","Richard","Caroline","non"
"AG010","Direction","311C","Directrice des services techniques","2012-07-01","Richard","Caroline","non"
"AG010","Direction","315A","Directeur service de l'ingénierie","2014-11-30","Hubert","Jean","non"
"AG010","Direction","347A","Directeur des infrastructures","2014-11-30","Hubert","Jean","non"
"AG010","Direction","322B","Directrice culture et loisirs","2019-01-07","Poirier","Monica","non"
"AG230","Présidence","112A","Président","2021-11-07","Marchand","Bruno","non"
"AG230","Conseiller","002A","Conseiller n° 2","2005-11-06","Verret","Steeve","non"
"AG230","Conseiller","003B","Conseillère n° 3","2017-11-05","Savard","Marie-Josée","non"
"AG230","Conseiller","004A","Conseiller n° 4","2006-01-01","Loranger","Émile","non"
"AG230","Conseiller","005A","Conseiller n° 5","2015-06-07","Juneau","Sylvain","non"
"AG230","Conseiller","007B","Conseillère n° 7","2017-11-05","Villeneuve","Émilie","non"
"AG230","Conseiller","010A","Conseiller n° 10","2013-11-03","Normand","Rémy","non"
"AG230","Conseiller","012A","Conseiller n° 12","2013-11-03","Ernould","Jérémie","non"
"AG230","Responsable","201A","Greffier","2006-11-06","Ouellet","Sylvain","non"
"AG230","Responsable","207B","Trésorière","2014-05-26","Pineault","Chantal","non"
"AG230","Direction","209A","Directeur général","2018-10-22","Monty","Luc","non"
"AG410","Conseiller","001B","Conseillère n° 1","2017-11-05","Gosselin","Louise","non"
"AG410","Conseiller","002A","Conseiller n° 2","2017-11-05","Gendron","Mario","non"
"AG410","Conseiller","003A","Conseiller n° 3","2013-11-03","Thibault","Roger","non"
"AG410","Conseiller","004A","Conseiller n° 4","2017-11-05","Charpentier","Marcel","non"
"AG410","Conseiller","005A","Conseiller n° 5","2009-11-01","Lachance","Pierre","non"
"AG410","Conseiller","006A","Conseiller n° 6","2017-11-05","Mercier","Michel","non"
"AG410","Conseiller","007A","Conseiller n° 7","2017-11-05","Bowker","Jeffrey","non"
"AG410","Présidence","112B","Présidente","2017-11-05","Lapointe","Sylvie","non"
"AG410","Responsable","205A","Greffier-trésorier","2010-10-01","Tremblay","Martin","non"
"AG410","Direction","209A","Directeur général","2010-10-01","Tremblay","Martin","non"
"AG410","Responsable","207B","Trésorière","2012-03-05","Gagnon","Andrée","non"
"AG410","Direction","215A","Directeur/Chef brigade des pompiers","2012-10-01","Cloutier","Éric","non"
"AG582","Mairie","000B","Mairesse","2017-11-01","Parent","Sylvie","non"
"AG582","Conseiller","001B","Conseillère n° 1","2009-11-01","Bastien","Monique","non"
"AG582","Conseiller","002A","Conseiller n° 2","2018-11-01","Théberge","Tommy","non"
"AG582","Conseiller","003B","Conseillère n° 3","2013-11-03","Boisclair","Nathalie","non"
"AG582","Conseiller","004A","Conseiller n° 4","2009-11-01","Lanctôt","Michel","non"
"AG582","Conseiller","005A","Conseiller n° 5","2017-11-01","Bouchard","Éric","non"
"AG582","Conseiller","006A","Conseiller n° 6","2009-11-01","L'Écuyer","Benoit","non"
"AG582","Conseiller","007A","Conseiller n° 7","2005-11-06","Myles","Robert","non"
"AG582","Conseiller","008A","Conseiller n° 8","2013-11-03","Léger","Xavier","non"
"AG582","Conseiller","009B","Conseillère n° 9","2013-11-03","Éthier","Colette","non"
"AG582","Conseiller","010A","Conseiller n° 10","1996-11-03","Lemire","Jacques","non"
"AG582","Conseiller","011A","Conseiller n° 11","2009-11-01","Beaulieu","Éric","non"
"AG582","Conseiller","015A","Conseiller n° 15","2009-11-01","Beaulieu","Éric","non"
"AG582","Conseiller","012A","Conseiller n° 12","1996-11-03","E. Poitras","Jacques","non"
"AG582","Conseiller","013A","Conseiller n° 13","2017-11-01","Gagnon","Steve","non"
"AG582","Conseiller","014A","Conseiller n° 14","2017-11-01","Boivin","Jean-François","non"
"AG582","Présidence","112A","Président","2017-11-01","Tabarah","Jonathan","non"
"AG582","Responsable","201B","Greffière","2018-10-01","Beauchamp","Lyne","non"
"AG582","Responsable","207B","Trésorière","2010-04-20","Toupin","Sylvie","non"
"AG582","Direction","209A","Directeur général","2014-04-15","Savard","Patrick","non"
"AG582","Direction","210B","Directrice générale adjointe","2016-08-22","Verrier","Marie-Chantal","non"
"AG582","Direction","211A","Directeur général adjoint  n° 2","2018-09-04","Jodoin","Gaby","non"
"AG582","Direction","214A","Directeur/Chef de police","2017-02-06","Dagher","Fady","non"
"AG582","Direction","215C","Directeur serv. sécurité incendie","2014-02-20","Melançon","Jean","non"
"AG660","Conseiller","001B","Conseillère n° 1","2006-01-01","Tutino","Maria","non"
"AG660","Conseiller","002A","Conseiller n° 2","2013-11-03","Bourelle","Georges","non"
"AG660","Conseiller","003A","Conseiller n° 3","2016-03-11","Brownstein","Mitchel","non"
"AG660","Conseiller","004A","Conseiller n° 4","2017-11-05","Bottausci","Alex","non"
"AG660","Conseiller","005A","Conseiller n° 5","2006-01-01","Rouleau","Edgar","non"
"AG660","Conseiller","006A","Conseiller n° 6","2006-01-01","Steinberg","William","non"
"AG660","Conseiller","007A","Conseiller n° 7","2013-11-03","Gibson","Michel","non"
"AG660","Conseiller","008A","Conseiller n° 8","2009-11-01","Coutu","Robert","non"
"AG660","Conseiller","009A","Conseiller n° 9","2009-11-01","Masella","Beny","non"
"AG660","Conseiller","010A","Conseiller n° 10","2010-10-08","Roy","Philippe","non"
"AG660","Conseiller","011A","Conseiller n° 11","2017-11-13","Belvedere","John","non"
"AG660","Conseiller","012B","Conseillère n° 12","2013-11-03","Hawa","Paola","non"
"AG660","Conseiller","013B","Conseillère n° 13","2017-11-27","Brisebois","Julie","non"
"AG660","Conseiller","014B","Conseillère n° 14","2017-04-24","Smith","Christina M.","non"
"AG660","Conseiller","015B","Conseillère n° 15","2013-11-18","Barbe","Manon","non"
"AG660","Conseiller","019B","Conseillère n° 19","2018-01-15","Boivin-Roy","Karine","non"
"AG660","Conseiller","020A","Conseiller n° 20","2009-11-12","McQueen","Peter","non"
"AG660","Conseiller","021A","Conseiller n° 21","2009-11-23","Dorais","Benoit","non"
"AG660","Conseiller","022B","Conseillère n° 22","2017-11-16","Filato","Rosannie","non"
"AG660","Conseiller","023B","Conseillère n° 23","2013-11-14","Vodanovic","Maja","non"
"AG660","Conseiller","024B","Conseillère n° 24","2009-11-12","Thuiller","Émilie","non"
"AG660","Conseiller","025A","Conseiller n° 25","2017-11-16","Lessard-Blais","Pierre","non"
"AG660","Conseiller","026B","Conseillère n° 26","2017-11-16","Goulet","Nathalie","non"
"AG660","Conseiller","027A","Conseiller n° 27","2009-11-12","Croteau","François William","non"
"AG660","Conseiller","028A","Conseiller n° 28","2013-11-14","Marinacci","Normand","non"
"AG660","Conseiller","029B","Conseillère n° 29","2013-11-14","Popeanu","Magda","non"
"AG660","Conseiller","030A","Conseiller n° 30","2017-11-16","Tomlinson","Philipe","non"
"AG660","Conseiller","031A","Conseiller n° 31","2009-11-12","Limoges","François","non"
"AG660","Conseiller","032A","Conseiller n° 32","2013-11-23","Ouellet","Sylvain","non"
"AG660","Présidence","112B","Présidente","2009-11-12","Plante","Valérie","non"
"AG660","Responsable","201A","Greffier","2006-10-24","Saindon","Yves","non"
"AG660","Responsable","202A","Greffier adjoint","2015-04-28","Tani-Moore","Emmanuel","non"
"AG770","Conseiller","001A","Conseiller n° 1","2021-10-03","Monette","David","non"
"AG770","Conseiller","002B","Conseillère n° 2","2021-11-13","Raymond","Joan","non"
"AG770","Conseiller","003A","Conseiller n° 3","2021-11-13","Vangansbeck","Michaël","non"
"AG770","Conseiller","004A","Conseiller n° 4","2021-11-13","Beaudoin","Daniel","non"
"AG770","Conseiller","005B","Conseillère n° 5","2021-11-13","Lepage","Johanne","non"
"AG770","Conseiller","006A","Conseiller n° 6","2021-11-13","Morin","Alexandre","non"
"AG770","Responsable","207B","Trésorière","2020-10-19","Lavigne","Lise","non"
"AG770","Responsable","201B","Greffière","2017-02-20","Saint-Louis","Judith","non"
"AG770","Direction","303C","Directrice de l'urbanisme","2021-04-14","Julien","Sophie","non"
"AG770","Direction","306C","Directrice de l'environnement","2021-04-14","Julien","Sophie","non"
"AG770","Direction","209B","Directrice générale","2017-06-19","Forgues","Julie","non"
"AG770","Direction","301A","Responsable des communications","2021-04-19","Baillargeon","Lyne","non"
"AG770","Direction","305B","Directeur des travaux publics","2019-12-03","Gagné","Claude","non"
"AG770","Direction","215C","Directeur serv. sécurité incendie","1995-05-19","Tessier","Pierre","non"
"AG770","Conseiller","007A","Conseiller n° 7","2009-11-01","Nepveu","Jean-Pierre","non"
"AG770","Présidence","112A","Président","2013-11-03","Boucher","Gilles","non"
"AG770","Responsable","205B","Greffière-trésorière","1900-01-01","","","oui"
"AG780","Conseiller","002B","Conseillère n° 2","2021-11-07","Voss","Brigitte","non"
"AG780","Conseiller","003B","Conseillère n° 3","2021-11-07","Dion","Nathalie","non"
"AG780","Conseiller","006A","Conseiller n° 6","2021-11-07","Berthelet","Hugo","non"
"AG780","Direction","209B","Directrice générale","2021-11-07","Cléroux","Cécile","non"
"AG780","Responsable","207B","Trésorière","2021-11-07","Reid","Chantal","non"
