Date,ACT_Total_RSS01,ACT_Total_RSS02,ACT_Total_RSS03,ACT_Total_RSS04,ACT_Total_RSS05,ACT_Total_RSS06,ACT_Total_RSS07,ACT_Total_RSS08,ACT_Total_RSS09,ACT_Total_RSS10,ACT_Total_RSS11,ACT_Total_RSS12,ACT_Total_RSS13,ACT_Total_RSS14,ACT_Total_RSS15,ACT_Total_RSS16,ACT_Total_RSS17,ACT_Total_RSS18,ACT_Total_RSS99
2023-01-03,70,103,269,146,216,804,117,50,63,6,36,98,100,92,226,528,7,9,2940
2023-01-02,66,97,271,141,208,778,116,53,60,6,35,99,99,89,219,523,7,9,2876
2023-01-01,69,87,253,144,206,769,110,52,62,6,35,92,88,91,214,517,7,9,2811
2022-12-31,64,83,245,146,203,741,105,50,58,7,34,91,86,90,210,522,7,9,2751
2022-12-30,60,82,247,147,199,746,106,50,57,5,34,86,85,91,203,524,7,10,2739
2022-12-29,63,84,258,150,200,774,108,47,54,6,37,86,93,93,197,528,7,10,2795
2022-12-28,74,88,256,154,217,760,108,46,55,4,38,85,100,91,184,531,6,10,2807
2022-12-27,69,97,252,156,222,765,107,42,52,4,32,78,104,93,188,529,6,9,2805
2022-12-26,67,90,251,149,206,753,109,44,47,5,31,75,101,89,187,516,6,9,2735
2022-12-25,66,85,243,139,201,754,106,39,45,6,31,72,103,90,182,504,7,8,2681
2022-12-24,61,77,239,133,193,754,104,40,41,6,31,68,107,94,179,503,7,7,2644
2022-12-23,57,77,244,139,197,751,100,42,41,7,31,70,106,88,188,509,7,7,2661
2022-12-22,62,74,246,139,197,762,98,43,44,7,35,72,115,82,184,526,7,7,2700
2022-12-21,71,73,271,149,194,792,101,42,48,5,34,76,123,90,195,536,7,7,2814
2022-12-20,70,78,278,140,191,818,103,44,49,4,34,78,129,89,192,546,6,7,2856
2022-12-19,69,79,276,144,190,815,106,44,51,4,36,85,124,93,197,542,6,7,2868
2022-12-18,69,74,272,139,186,805,106,42,51,5,36,90,128,97,176,539,5,7,2827
2022-12-17,67,68,265,142,183,785,106,43,51,5,36,91,124,91,173,536,5,7,2778
2022-12-16,68,65,261,131,179,771,108,41,50,5,36,89,123,91,161,531,4,7,2721
2022-12-15,72,63,267,134,188,770,109,39,53,5,37,89,121,93,175,545,3,7,2770
2022-12-14,75,64,252,134,192,763,119,40,50,5,37,98,127,91,182,537,3,7,2776
2022-12-13,66,69,252,134,197,768,117,36,49,3,30,105,128,90,186,529,4,7,2770
2022-12-12,71,63,252,127,190,771,120,33,52,3,28,103,135,93,187,521,3,7,2759
2022-12-11,71,60,243,124,189,743,120,34,49,4,19,103,122,84,181,515,4,7,2672
2022-12-10,66,61,229,116,183,736,119,31,49,6,21,100,112,79,177,499,3,7,2594
2022-12-09,63,60,225,113,180,736,119,31,51,6,24,102,105,77,184,498,6,7,2587
2022-12-08,64,62,242,109,189,735,125,37,51,4,24,102,113,82,188,504,7,7,2645
2022-12-07,67,69,232,111,182,735,118,39,53,4,26,97,107,81,183,509,6,7,2626
2022-12-06,65,74,230,111,183,753,112,39,49,6,29,98,105,80,181,512,5,7,2639
2022-12-05,69,71,235,119,171,746,110,48,49,7,30,97,102,80,184,494,4,7,2623
2022-12-04,70,62,241,123,173,727,108,48,46,7,33,97,103,77,174,476,4,7,2576
2022-12-03,69,57,231,120,172,721,111,46,45,6,32,92,96,74,172,461,3,7,2515
2022-12-02,70,53,232,123,168,718,113,43,46,5,28,92,90,75,161,451,3,7,2478
2022-12-01,66,59,239,135,180,743,117,38,41,4,26,96,89,76,171,464,3,7,2554
2022-11-30,68,55,240,139,174,747,117,42,49,5,22,100,83,78,172,461,2,7,2561
2022-11-29,68,54,238,145,165,745,114,44,52,5,23,100,83,82,175,469,2,7,2571
2022-11-28,69,57,248,149,165,735,115,40,50,5,21,99,79,83,162,471,2,7,2557
2022-11-27,67,58,240,138,168,720,110,36,48,5,19,94,75,82,159,458,2,7,2486
2022-11-26,58,55,231,134,162,683,110,35,44,5,17,88,70,78,154,449,3,7,2383
2022-11-25,57,56,241,134,161,664,108,36,41,5,14,84,65,71,156,436,3,7,2339
2022-11-24,56,63,253,136,168,672,109,34,41,5,13,89,68,73,154,439,2,7,2382
2022-11-23,57,62,253,146,166,656,99,36,40,7,17,93,62,71,155,430,2,7,2359
2022-11-22,50,60,247,143,169,653,95,40,42,6,15,103,60,72,162,441,2,7,2367
2022-11-21,52,60,242,136,166,662,98,32,41,7,17,96,60,79,162,432,2,7,2351
2022-11-20,53,59,227,136,155,638,97,30,43,7,17,87,60,82,156,415,3,7,2272
2022-11-19,48,59,215,131,157,616,97,28,44,6,16,86,58,81,153,408,2,7,2212
2022-11-18,42,59,212,127,157,617,96,28,45,6,18,86,61,65,146,415,3,7,2190
2022-11-17,37,61,228,132,165,622,93,25,48,6,20,84,61,73,152,403,3,7,2220
2022-11-16,40,69,220,137,158,618,96,25,48,7,20,82,58,74,160,413,3,7,2235
2022-11-15,42,73,217,145,165,633,102,26,52,7,18,83,52,74,159,408,3,7,2266
2022-11-14,41,70,233,157,159,658,102,26,51,6,19,88,56,77,165,412,3,8,2331
2022-11-13,43,62,222,156,152,644,108,27,50,4,20,86,56,82,155,410,3,8,2288
2022-11-12,40,62,212,153,153,637,104,28,50,4,22,84,55,77,156,399,3,7,2246
2022-11-11,40,62,213,149,151,634,104,30,51,4,22,80,51,80,165,403,3,7,2249
2022-11-10,47,60,218,151,154,649,103,28,53,4,23,83,57,87,161,415,2,6,2301
2022-11-09,50,65,214,164,157,687,106,28,54,4,22,86,60,90,165,431,2,6,2391
2022-11-08,48,66,219,172,161,691,109,30,54,5,23,88,67,87,171,440,3,6,2440
2022-11-07,50,65,218,173,173,683,107,29,53,5,18,90,68,92,186,445,3,6,2464
2022-11-06,49,63,225,169,177,668,109,30,52,4,18,87,65,94,181,457,3,6,2457
2022-11-05,51,62,217,165,172,666,110,27,51,4,20,82,67,92,186,458,3,6,2439
2022-11-04,55,58,215,163,167,661,114,27,50,4,20,78,70,88,183,460,3,6,2422
2022-11-03,54,64,220,167,179,661,115,30,50,4,21,87,79,87,183,483,3,6,2493
2022-11-02,52,64,217,172,190,646,123,31,48,6,19,87,80,90,187,480,3,6,2501
2022-11-01,57,67,217,178,190,652,127,31,49,7,22,93,77,91,179,495,3,6,2541
2022-10-31,63,65,212,177,188,662,130,31,46,6,18,89,81,89,179,508,3,5,2552
2022-10-30,61,64,212,188,184,645,132,30,45,6,16,87,79,87,173,509,3,5,2526
2022-10-29,60,59,206,183,181,629,130,28,46,5,16,87,76,89,173,510,3,5,2486
2022-10-28,63,60,211,176,180,642,129,26,45,5,16,86,76,89,173,512,3,5,2497
2022-10-27,61,61,213,191,192,657,128,24,45,3,18,96,80,98,174,515,3,5,2564
2022-10-26,59,63,212,189,197,634,123,24,46,5,15,105,79,96,172,516,5,5,2545
2022-10-25,53,60,217,194,196,625,114,22,46,5,13,113,81,96,174,528,3,5,2545
2022-10-24,57,63,227,197,190,616,108,25,48,4,16,117,88,102,187,533,4,5,2587
2022-10-23,52,57,231,209,185,599,101,23,46,3,18,121,91,103,192,526,3,5,2565
2022-10-22,52,57,234,209,183,589,104,21,46,3,15,116,92,101,192,517,4,5,2540
2022-10-21,51,57,224,208,180,592,100,22,47,3,18,117,94,99,191,511,4,5,2523
2022-10-20,55,59,230,222,186,629,104,23,48,4,17,124,97,107,204,513,4,5,2631
2022-10-19,51,59,235,232,178,632,107,25,52,4,17,126,98,116,213,507,3,5,2660
2022-10-18,53,59,245,245,190,635,102,28,52,5,19,134,98,120,203,516,3,6,2713
2022-10-17,55,59,249,250,183,638,102,28,53,4,16,135,94,122,204,521,3,6,2722
2022-10-16,54,55,235,252,182,619,106,28,52,4,14,136,95,118,203,502,4,6,2665
2022-10-15,49,52,225,247,176,615,107,30,51,4,17,137,91,111,199,497,4,6,2618
2022-10-14,51,55,221,237,173,595,100,28,50,3,18,132,90,106,197,488,3,6,2553
2022-10-13,48,52,233,251,171,611,102,25,49,4,19,139,89,111,202,507,3,7,2623
2022-10-12,44,57,228,260,180,614,104,24,48,5,17,148,90,112,198,503,3,7,2642
2022-10-11,47,54,239,255,186,606,103,25,47,5,17,155,88,113,202,500,2,7,2651
2022-10-10,50,53,241,247,179,596,105,26,50,5,17,149,92,102,193,497,4,7,2613
2022-10-09,42,55,231,232,173,572,105,26,46,5,19,141,93,90,191,484,2,7,2514
2022-10-08,43,56,218,219,172,565,110,24,45,5,17,142,92,92,185,469,2,7,2463
2022-10-07,46,56,218,217,171,546,107,25,48,5,17,129,92,86,188,463,2,7,2423
2022-10-06,40,58,215,204,176,548,106,24,47,5,19,129,101,78,195,467,3,7,2422
2022-10-05,39,56,215,189,171,534,107,25,45,3,18,131,101,80,209,466,2,7,2398
2022-10-04,41,55,211,191,177,524,104,27,45,3,17,125,98,75,214,459,2,7,2375
2022-10-03,47,51,207,192,180,519,107,30,43,4,18,124,98,73,213,452,2,7,2367
2022-10-02,44,50,196,186,175,498,109,29,41,5,18,118,100,71,206,453,2,7,2308
2022-10-01,46,47,181,166,178,486,107,32,42,4,18,103,97,68,199,424,1,7,2206
2022-09-30,46,50,176,155,174,481,105,31,46,4,19,95,97,67,198,425,1,7,2177
2022-09-29,44,52,184,162,167,475,102,32,45,5,19,98,93,72,197,415,1,6,2169
2022-09-28,44,52,185,157,165,489,95,30,48,6,19,91,92,71,196,416,1,6,2163
2022-09-27,45,55,184,164,167,493,99,28,45,6,18,91,87,78,197,415,1,6,2179
2022-09-26,42,60,171,162,168,471,97,31,45,6,18,93,84,76,188,406,1,6,2125
2022-09-25,45,61,166,157,171,468,95,33,44,6,19,95,85,68,190,401,1,6,2111
2022-09-24,45,60,161,151,168,468,94,33,44,5,17,87,85,70,195,390,1,6,2080
2022-09-23,45,60,161,143,167,475,91,33,41,5,18,83,85,65,190,389,2,6,2059
2022-09-22,45,61,165,141,166,486,89,33,41,4,19,86,84,66,198,409,2,6,2101
2022-09-21,50,62,160,140,165,495,92,35,41,4,25,76,90,62,196,398,2,6,2099
2022-09-20,55,58,159,141,164,498,94,38,40,4,25,76,90,64,196,403,3,6,2114
2022-09-19,55,59,166,132,161,482,93,33,38,4,24,83,92,60,189,411,3,6,2091
2022-09-18,50,59,168,129,156,484,97,34,39,4,24,74,89,56,188,413,3,6,2073
2022-09-17,49,56,166,128,157,480,98,34,38,5,23,73,89,51,186,398,3,6,2040
2022-09-16,47,57,169,119,154,471,98,35,38,5,24,71,88,57,187,403,1,6,2030
2022-09-15,51,62,171,123,158,490,94,34,39,4,23,74,88,63,194,407,1,6,2082
2022-09-14,46,65,170,130,156,495,98,35,40,5,22,75,85,63,194,425,2,6,2112
2022-09-13,48,65,169,131,158,506,103,36,41,6,19,79,87,61,188,437,1,6,2141
2022-09-12,49,68,169,135,159,521,108,34,43,6,21,81,88,66,192,445,1,6,2192
2022-09-11,51,68,169,139,167,515,103,35,44,5,22,65,91,71,199,438,2,6,2190
2022-09-10,53,68,174,133,167,503,98,28,43,5,20,59,80,70,194,427,2,6,2130
2022-09-09,46,65,171,131,168,504,99,27,44,5,23,55,83,66,186,422,1,6,2102
2022-09-08,44,71,176,120,175,510,96,29,42,6,26,56,82,73,196,437,1,7,2147
2022-09-07,44,74,179,122,176,516,98,28,43,6,26,63,83,73,192,438,1,7,2169
2022-09-06,42,78,180,133,183,532,100,28,43,6,30,66,89,69,197,453,1,7,2237
2022-09-05,40,77,182,134,184,527,97,26,42,6,32,68,88,65,184,456,1,7,2216
2022-09-04,37,72,177,128,187,506,97,24,43,6,32,68,88,67,190,456,1,7,2186
2022-09-03,39,71,178,130,185,512,99,26,44,7,37,68,87,59,190,444,1,7,2184
2022-09-02,39,70,180,123,183,514,98,23,43,7,40,66,85,60,192,439,1,7,2170
2022-09-01,46,76,192,119,186,530,105,21,44,8,46,74,91,61,197,453,1,7,2257
2022-08-31,50,71,201,131,191,527,103,23,46,7,48,79,97,66,198,453,1,7,2299
2022-08-30,49,66,211,149,192,540,105,26,47,7,46,77,100,62,203,468,1,7,2356
2022-08-29,52,68,222,144,191,553,109,25,45,6,42,83,104,65,203,470,1,7,2390
2022-08-28,52,76,226,143,195,563,114,22,46,6,42,84,102,68,198,464,1,7,2409
2022-08-27,53,75,213,142,195,564,119,22,44,7,43,84,102,66,194,457,1,7,2388
2022-08-26,52,73,210,143,196,569,119,25,45,8,46,86,106,69,189,461,1,7,2405
2022-08-25,53,77,218,156,211,580,122,25,49,8,46,91,114,69,204,483,2,7,2515
2022-08-24,51,82,220,162,207,587,121,25,49,7,48,87,121,73,203,482,2,7,2534
2022-08-23,51,74,221,167,196,592,121,30,51,9,45,99,120,83,208,494,2,7,2570
2022-08-22,53,77,222,167,208,607,124,32,53,8,47,101,117,81,197,487,2,7,2590
2022-08-21,51,71,229,171,204,596,123,33,52,9,41,99,117,82,210,478,2,7,2575
2022-08-20,49,71,225,168,203,598,120,30,49,10,39,97,108,79,212,475,3,7,2543
2022-08-19,50,70,226,164,198,607,118,30,53,10,36,91,109,79,215,468,3,7,2534
2022-08-18,53,62,229,178,204,609,119,29,53,8,38,89,114,84,216,483,2,9,2579
2022-08-17,55,71,234,187,206,630,113,26,58,5,36,88,109,79,218,481,2,10,2608
2022-08-16,60,72,232,184,207,644,107,25,64,4,39,86,109,79,217,485,2,9,2625
2022-08-15,60,73,241,184,215,643,105,19,66,2,40,85,94,69,224,488,2,9,2619
2022-08-14,58,72,248,194,210,625,104,22,62,2,41,89,92,67,225,450,3,9,2573
2022-08-13,58,72,240,188,208,606,104,22,62,3,40,86,82,64,221,441,3,9,2509
2022-08-12,59,76,241,189,204,617,103,24,59,4,39,83,82,63,214,444,2,9,2512
2022-08-11,68,77,257,197,195,619,107,27,56,4,43,88,88,66,225,462,2,9,2590
2022-08-10,69,80,265,200,198,621,104,29,56,5,38,93,91,70,220,474,2,9,2624
2022-08-09,63,78,276,208,204,637,111,29,56,5,42,98,94,70,220,469,1,9,2670
2022-08-08,62,79,276,213,210,637,115,31,56,7,41,100,93,71,214,481,1,9,2696
2022-08-07,61,71,270,208,205,629,116,35,59,8,44,95,91,73,203,468,1,9,2646
2022-08-06,58,67,271,206,199,620,116,31,59,8,44,86,85,73,200,466,2,9,2600
2022-08-05,56,69,268,201,195,616,116,29,60,5,40,83,86,76,199,459,2,9,2569
2022-08-04,56,68,274,199,206,614,116,31,62,4,35,92,92,74,205,485,2,10,2625
2022-08-03,59,76,277,195,199,637,115,31,64,2,36,96,98,81,204,499,3,11,2683
2022-08-02,61,67,273,202,199,658,117,30,63,2,36,93,101,75,211,509,3,11,2711
2022-08-01,67,61,271,208,196,668,112,31,66,3,34,94,96,75,226,504,5,10,2727
2022-07-31,77,63,275,207,202,678,104,29,68,3,34,95,99,76,230,500,6,9,2755
2022-07-30,70,62,267,199,195,671,102,30,67,3,36,83,98,73,232,494,5,9,2696
2022-07-29,65,62,260,188,190,687,102,28,68,2,39,87,100,72,227,484,4,9,2674
2022-07-28,62,65,259,186,197,710,100,32,66,3,42,94,95,87,230,484,3,9,2724
2022-07-27,65,66,271,198,190,707,98,34,71,3,39,92,93,89,236,506,3,9,2770
2022-07-26,63,69,276,198,188,697,99,37,72,3,42,95,90,100,248,507,2,9,2795
2022-07-25,66,71,270,193,186,690,99,36,71,3,40,103,89,93,270,498,2,6,2786
2022-07-24,70,72,267,188,189,674,97,40,73,2,39,95,88,89,263,478,3,6,2733
2022-07-23,72,70,258,165,180,658,92,38,69,3,35,90,84,96,260,451,2,6,2629
2022-07-22,70,79,252,162,173,653,86,42,67,2,37,88,82,88,255,450,2,6,2594
2022-07-21,74,82,262,173,172,665,80,45,64,2,39,83,79,101,263,462,4,6,2656
2022-07-20,82,82,265,165,175,661,81,45,65,3,39,87,75,107,271,450,1,6,2660
2022-07-19,77,78,252,172,173,679,78,44,69,2,39,95,76,115,268,448,3,6,2674
2022-07-18,79,74,263,160,172,674,74,45,72,2,37,93,73,109,264,447,3,6,2647
2022-07-17,71,60,255,153,170,632,75,52,67,2,35,88,73,109,247,420,4,6,2519
2022-07-16,66,58,241,147,169,600,72,54,64,3,35,86,70,102,247,406,3,6,2429
2022-07-15,64,61,227,137,162,594,72,54,67,4,37,86,65,102,242,396,2,6,2378
2022-07-14,69,59,237,133,168,590,78,55,68,2,36,90,68,105,243,379,1,6,2387
2022-07-13,65,58,237,129,170,581,82,56,65,2,42,86,70,110,229,391,1,6,2380
2022-07-12,72,56,237,135,166,582,82,53,61,3,36,86,67,108,217,385,1,6,2353
2022-07-11,68,57,237,130,161,577,74,50,57,4,38,89,63,102,214,365,1,7,2294
2022-07-10,61,55,221,123,147,526,76,49,49,4,33,81,66,90,194,351,1,8,2135
2022-07-09,53,52,206,122,139,507,80,48,48,4,30,75,66,90,191,340,1,8,2060
2022-07-08,51,48,201,119,141,494,77,47,49,3,27,71,64,89,194,317,1,8,2001
2022-07-07,57,47,207,116,145,490,77,47,48,4,29,75,62,91,187,328,1,7,2018
2022-07-06,53,46,193,113,142,485,79,48,46,3,23,69,63,92,187,341,1,7,1991
2022-07-05,56,44,190,114,139,478,83,47,46,4,24,70,63,71,189,344,1,7,1970
2022-07-04,53,41,189,115,135,451,74,40,48,3,24,65,71,70,180,344,1,7,1911
2022-07-03,53,37,182,111,133,428,66,39,44,3,21,64,71,66,165,337,1,6,1827
2022-07-02,52,35,184,101,134,421,63,43,46,3,22,60,69,60,164,319,1,6,1783
2022-07-01,46,34,187,96,128,419,61,41,45,1,24,51,69,56,158,323,1,6,1746
2022-06-30,40,34,186,96,129,411,66,35,46,1,23,51,69,56,150,320,2,6,1721
2022-06-29,34,36,194,88,134,415,67,34,45,1,23,50,73,54,153,329,2,6,1738
2022-06-28,33,36,190,90,123,426,68,24,43,1,20,45,73,58,151,321,2,6,1710
2022-06-27,33,33,182,89,117,435,69,24,42,1,18,44,69,59,134,315,1,6,1671
2022-06-26,35,29,185,88,114,431,64,22,44,1,17,44,71,55,125,301,1,6,1633
2022-06-25,42,29,183,93,113,429,66,23,45,1,19,43,64,52,123,281,1,6,1613
2022-06-24,39,28,175,86,107,413,65,20,47,1,18,45,67,48,120,283,1,7,1570
2022-06-23,36,27,184,76,102,403,69,18,46,2,16,45,63,52,121,276,1,7,1544
2022-06-22,33,30,191,68,107,400,66,24,40,2,15,45,65,45,120,276,1,7,1535
2022-06-21,28,31,181,66,100,414,55,24,42,3,13,44,71,37,115,277,1,7,1509
2022-06-20,26,34,186,63,93,403,57,23,45,4,12,42,67,38,115,282,1,6,1497
2022-06-19,30,35,181,58,87,393,58,24,43,3,13,43,65,37,111,272,1,6,1460
2022-06-18,33,36,182,59,84,391,59,23,44,3,13,44,67,35,107,271,1,6,1458
2022-06-17,31,37,178,64,87,383,58,23,44,3,14,44,65,33,102,274,1,7,1448
2022-06-16,37,36,187,71,90,385,51,23,46,3,13,42,65,34,109,274,2,6,1474
2022-06-15,30,36,179,67,94,377,54,23,49,3,16,45,63,31,102,278,1,6,1454
2022-06-14,31,37,184,63,91,394,53,21,50,1,15,39,67,26,107,272,1,6,1458
2022-06-13,29,36,186,59,96,389,55,23,48,1,17,38,65,31,114,281,1,6,1475
2022-06-12,34,35,176,60,101,391,53,24,44,1,18,38,61,29,121,280,2,6,1474
2022-06-11,32,32,170,62,98,385,54,23,41,2,18,39,58,29,117,273,2,6,1441
2022-06-10,35,33,165,63,97,381,56,23,40,2,17,35,57,30,116,272,2,6,1430
2022-06-09,35,35,171,63,97,400,59,23,39,2,21,33,56,28,124,277,2,6,1471
2022-06-08,37,34,154,65,106,396,61,25,40,2,21,32,53,23,130,274,1,6,1460
2022-06-07,40,37,168,65,109,397,59,27,38,3,20,33,53,24,129,268,1,6,1477
2022-06-06,42,37,169,66,108,408,59,28,35,4,17,33,55,28,132,265,1,6,1493
2022-06-05,44,37,161,64,110,406,61,29,32,5,17,34,56,30,129,259,1,6,1481
2022-06-04,47,37,164,60,106,404,61,29,31,5,16,36,51,30,127,258,2,6,1470
2022-06-03,46,37,167,62,104,411,59,30,31,5,16,31,51,32,125,259,2,6,1474
2022-06-02,38,40,171,65,102,429,65,31,32,6,15,37,51,32,121,277,1,6,1519
2022-06-01,38,43,172,68,108,436,66,32,34,4,16,41,53,35,124,282,1,6,1559
2022-05-31,49,47,179,64,117,449,63,33,34,4,15,48,56,40,123,276,1,6,1604
2022-05-30,52,50,180,70,116,447,63,35,33,3,16,47,60,37,122,284,1,6,1622
2022-05-29,51,52,181,75,127,459,63,29,36,3,17,51,60,36,131,287,2,6,1666
2022-05-28,51,56,183,76,127,450,61,24,34,3,18,54,56,38,134,283,2,6,1656
2022-05-27,48,56,182,73,130,457,60,22,34,3,18,55,54,37,131,285,2,6,1653
2022-05-26,58,65,191,84,138,477,66,24,37,4,17,56,57,37,137,298,2,6,1754
2022-05-25,52,60,200,96,145,494,71,24,37,4,19,59,58,42,140,307,2,6,1816
2022-05-24,50,61,207,95,142,509,73,26,36,4,18,62,63,49,137,311,2,7,1852
2022-05-23,47,64,210,100,140,517,71,26,36,5,19,61,62,53,143,325,2,6,1887
2022-05-22,43,62,206,97,139,512,68,25,36,5,21,57,65,51,139,324,2,6,1858
2022-05-21,40,65,206,94,146,507,68,23,36,5,23,57,64,52,144,324,3,7,1864
2022-05-20,37,68,208,98,150,506,69,23,37,5,23,56,65,58,148,323,3,7,1884
2022-05-19,38,72,213,96,156,537,73,24,40,5,23,60,68,63,155,339,2,7,1971
2022-05-18,36,73,217,102,161,561,77,23,41,4,24,68,70,66,156,348,2,7,2036
2022-05-17,37,72,216,107,165,585,77,23,43,3,26,72,69,67,161,360,2,7,2092
2022-05-16,38,79,220,120,166,602,77,24,42,2,27,74,65,67,180,364,2,6,2155
2022-05-15,40,79,223,121,167,605,82,22,44,2,27,77,65,65,181,376,2,6,2184
2022-05-14,40,77,226,118,161,595,80,20,45,3,26,74,65,64,177,379,2,6,2158
2022-05-13,38,84,211,118,160,595,83,22,46,3,27,75,68,65,174,387,4,7,2167
2022-05-12,48,82,225,122,156,620,92,22,51,2,27,80,71,72,178,397,4,6,2255
2022-05-11,47,82,234,117,156,631,95,22,54,2,27,87,73,72,182,405,4,6,2296
2022-05-10,55,80,249,119,163,637,97,24,52,3,29,89,74,72,177,420,4,7,2351
2022-05-09,57,85,254,124,165,641,101,27,46,3,30,89,73,80,187,428,4,7,2401
2022-05-08,53,81,264,125,174,652,99,27,47,3,27,91,73,76,190,456,4,6,2448
2022-05-07,57,79,260,127,178,663,96,25,47,3,26,94,76,82,186,457,3,6,2465
2022-05-06,59,77,256,131,178,669,95,26,50,4,30,93,82,84,184,462,3,6,2489
2022-05-05,62,78,268,134,178,699,94,25,55,4,35,103,89,91,180,478,2,6,2581
2022-05-04,69,76,279,138,175,713,98,26,57,8,36,105,88,89,190,485,2,6,2640
2022-05-03,73,85,290,137,176,725,96,27,53,6,38,111,92,94,203,492,2,6,2706
2022-05-02,70,88,291,138,185,738,96,28,55,5,36,111,91,102,203,492,2,6,2737
2022-05-01,73,88,284,140,181,727,99,31,57,8,38,111,95,97,200,506,2,6,2743
2022-04-30,74,90,278,145,174,717,101,30,56,6,40,112,93,97,192,501,2,7,2715
2022-04-29,72,91,276,133,174,712,101,29,55,7,38,114,92,95,193,503,2,7,2694
2022-04-28,68,99,274,143,183,726,104,33,57,8,40,126,88,99,186,519,3,6,2762
2022-04-27,71,100,279,148,189,716,110,34,57,8,38,124,92,98,184,527,5,7,2787
2022-04-26,79,97,292,150,194,719,116,36,55,8,36,126,98,101,179,531,5,7,2829
2022-04-25,80,99,308,166,189,738,122,37,58,8,34,131,100,106,172,526,4,7,2885
2022-04-24,80,97,306,177,184,719,123,42,59,7,31,135,106,99,170,523,2,7,2867
2022-04-23,80,94,297,174,188,706,124,44,63,7,34,132,108,95,163,515,3,7,2834
2022-04-22,80,88,300,174,186,699,127,44,66,6,36,138,111,98,159,497,3,6,2818
2022-04-21,84,87,307,186,189,700,127,41,62,6,36,150,119,101,158,512,4,6,2875
2022-04-20,84,95,303,202,193,676,120,49,61,8,41,156,116,105,154,516,4,6,2889
2022-04-19,90,104,304,208,188,669,122,49,57,6,41,160,111,108,156,512,4,6,2895
2022-04-18,85,109,308,212,173,672,113,48,59,5,42,164,107,104,149,500,1,6,2857
2022-04-17,81,108,285,203,170,636,110,51,55,4,43,159,93,102,145,489,1,6,2741
2022-04-16,84,111,282,201,165,618,107,51,57,4,38,158,90,101,144,470,2,6,2689
2022-04-15,77,108,272,200,170,606,106,49,58,5,38,146,85,95,143,450,2,6,2616
2022-04-14,80,110,279,191,170,591,105,52,60,6,39,153,85,99,131,456,2,6,2615
2022-04-13,84,106,289,195,177,587,103,55,62,5,49,150,79,98,134,450,2,6,2631
2022-04-12,92,103,300,178,175,570,98,59,57,6,42,142,76,97,140,467,2,6,2610
2022-04-11,90,98,297,170,171,545,86,56,52,5,39,149,74,90,132,439,1,6,2500
2022-04-10,84,95,260,164,149,513,76,55,57,5,39,151,67,85,135,428,1,6,2370
2022-04-09,75,92,245,146,149,490,73,53,60,5,44,142,65,80,128,399,1,4,2251
2022-04-08,70,94,229,136,141,472,73,50,60,6,43,140,54,77,127,371,1,4,2148
2022-04-07,73,95,227,129,141,479,73,52,59,7,37,141,50,80,126,366,1,1,2137
2022-04-06,70,88,217,128,151,463,63,52,66,6,36,142,48,72,121,349,1,1,2074
2022-04-05,69,88,211,127,138,451,49,51,64,4,40,141,44,76,108,337,1,,1999
2022-04-04,66,87,212,124,133,430,49,56,70,4,36,136,46,74,97,324,1,,1945
2022-04-03,57,80,200,131,129,407,51,54,69,6,34,135,45,75,91,332,1,,1897
2022-04-02,56,75,183,131,112,387,48,51,73,5,32,131,44,68,91,317,1,,1805
2022-04-01,61,77,176,122,112,382,53,52,72,6,34,117,46,59,90,313,2,,1774
2022-03-31,57,68,166,104,107,378,48,54,71,7,32,110,46,51,83,310,2,,1694
2022-03-30,54,70,160,101,107,372,46,59,73,7,29,110,45,48,81,283,2,,1647
2022-03-29,61,67,149,93,96,363,49,62,76,7,28,120,42,53,80,267,4,,1617
2022-03-28,55,68,148,78,91,366,47,60,73,7,25,115,41,58,81,260,4,,1577
2022-03-27,42,62,149,78,92,364,49,53,76,7,23,119,42,53,79,249,2,1,1540
2022-03-26,42,61,136,80,82,349,48,55,76,7,24,109,44,51,83,232,2,1,1482
2022-03-25,40,62,142,75,76,338,47,54,74,7,21,104,42,46,80,229,2,1,1440
2022-03-24,40,60,148,78,85,346,51,48,73,7,19,112,41,46,78,227,2,1,1462
2022-03-23,39,56,135,79,87,340,51,44,68,8,21,114,40,52,72,228,2,1,1437
2022-03-22,38,48,130,76,89,341,51,43,69,8,20,111,43,51,76,235,2,1,1432
2022-03-21,36,45,136,71,93,359,56,35,65,10,19,108,45,50,78,237,2,,1445
2022-03-20,38,47,136,75,84,363,56,39,56,10,16,106,43,43,79,230,2,,1423
2022-03-19,33,46,131,73,82,362,56,37,52,10,14,103,42,44,82,219,2,,1388
2022-03-18,34,47,131,73,80,361,60,35,53,11,12,98,46,41,82,217,2,,1383
2022-03-17,39,47,144,74,83,385,60,33,51,10,11,96,48,44,86,219,2,,1432
2022-03-16,34,48,150,74,83,396,59,36,54,9,7,89,48,44,90,224,2,,1447
2022-03-15,30,49,156,79,87,401,59,36,54,8,7,91,48,49,92,236,2,,1484
2022-03-14,27,50,158,78,86,408,61,39,57,8,7,86,51,47,90,237,2,,1492
2022-03-13,30,50,169,82,91,406,63,41,57,9,10,87,50,50,96,242,2,,1535
2022-03-12,31,54,165,82,91,409,65,41,58,9,9,77,48,54,95,236,2,,1526
2022-03-11,35,58,157,79,85,415,63,42,61,9,6,73,51,55,96,229,3,,1517
