FOURNISSEUR,RÉPARTITION,SERVICE,DIRECTION,NO DE DOSSIER,OBJET,NO DÉCISION,DATE SIGNATURE,MONTANT 
CORPORATION DE CONSTRUCTION GERMANO,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1185965001,"ACCORDER UN CONTRAT À CORPORATION DE CONSTRUCTION GERMANO, POUR LES TRAVAUX DE RÉFECTION DU CHALET DU PARC LA FONTAINE (0068) - DÉPENSE TOTALE DE 4 300 953,85 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 5939 - (8 SOUMISSIONNAIRES)",CM18 0375,2018-03-27,3909958
CÉRIU ET L'UNIVERSITÉ CONCORDIA,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION GESTION DU PORTEFEUILLE DE PROJETS,1186014002,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS DE GRÉ À GRÉ AU CÉRIU, POUR UN MONTANT MAXIMAL DE139 924,58 $ TAXES INCLUSES, AFIN DE RÉALISER UNE ÉTUDE D'IDENTIFICATION DES ZONES POTENTIELLES ET DES BÉNIFICES ASSOCIÉES À LA GALERIE MULTI-RÉSEAUX (GMR) SUR LE TERRITOIRE DE LA VILLE DE MONTRÉAL, ET CE EN PARTENAIRIAT AVEC L'UNIVERSITÉ CONCORDIA.",CM18 0380,2018-03-27,139925
"TAZ, CENTRE MULTIDISCIPLINAIRE ET COMMUNAUTAIRE",100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION DES SPORTS,1171543005,"ACCORDER UN CONTRAT DE GESTION DE GRÉ À GRÉ AU TAZ, CENTRE MULTIDISCIPLINAIRE ET COMMUNAUTAIRE FAISANT AUSSI AFFAIRE SOUS LE TAZ POUR LA GESTION DE L'INSTALLATION SPORTIVE SITUÉE AU 8931, AVENUE PAPINEAU POUR UNE PÉRIODE DE TROIS ANS (2018 À 2020) POUR UNE SOMME MAXIMALE DE 448 402,50 $, TAXES INCLUSES / AUTORISER UN BUDGET ADDITIONNEL DE REVENUS ET DE DÉPENSES AU MONTANT DE 200 000 $ / AUTORISER UN AJUSTEMENT RÉCURRENT DE LA BASE BUDGÉTAIRE DES REVENUS ET DES DÉPENSES DU SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS DE 200 000 $, À COMPTER DE 2019 / APPROUVER UN PROJET CONVENTION À CET EFFET",CM18 0381,2018-03-29,448402
SOCIÉTÉ DU PALAIS DES CONGRÈS DE MONTRÉAL,100% VILLE,DIRECTION GÉNÉRALE,DIRECTION GÉNÉRALE ADJOINTE - QUALITÉ DE VIE,1187731002,"APPROUVER LE CONTRAT DE LOCATION AVEC LA SOCIÉTÉ DU PALAIS DES CONGRÈS DE MONTRÉAL POUR LA TENUE DU CONGRÈS MONDIAL ICLEI 2018 AU PALAIS DES CONGRÈS DE MONTRÉAL DU 18 JUIN AU 22 JUIN 2018 POUR UNE SOMME MAXIMALE DE 276 786,50 $, TAXES INCLUSES, COMPRENANT UNE SOMME ESTIMÉE À 143 718,75 $, TAXES INCLUSES POUR COUVRIR LES SERVICES ADDITIONNELS REQUIS (FRAIS AFFÉRENTS À L'AUDIOVISUEL, TÉLÉPHONIE ET CONNECTIVITÉ, ENTRETIEN)",CM18 0384,2018-03-27,276787
ÉCOLE DE TECHNOLOGIE SUPÉRIEURE,100% VILLE,SERVICE DES RESSOURCES HUMAINES,DIRECTION DOTATION_TALENTS ET DÉVELOPPEMENT ORGANISATIONNEL,1187738002,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À L'ÉCOLE DE TECHNOLOGIE SUPÉRIEURE (ÉTS) POUR LA DIFFUSION EN 2018 ET 2019 DES ACTIVITÉS DE FORMATION ÉTABLIES DANS LE CADRE DU PROJET OPTIMISER LA PERFORMANCE DU DOMAINE DES TRAVAUX PUBLICS EN ARRONDISSEMENT ET CONSOLIDER LA FONCTION DE CONTREMAÎTRE (PROJET CONTREMAÎTRES) POUR UNE SOMME MAXIMALE DE 113 578,05 $, TAXES INCLUSES - CONTRAT OCTROYÉ DE GRÉ À GRÉ EN VERTU DE LA LCV / APPROUVER UN PROJET DE CONVENTION À CETTE FIN.",CM18 0385,2018-03-27,113578
CAPITAL TRAITEUR,100% VILLE,DIRECTION GÉNÉRALE,DIRECTION GÉNÉRALE ADJOINTE - QUALITÉ DE VIE,1187731001,"APPROUVER L'OCTROI DU CONTRAT DE TRAITEUR POUR LE CONGRÈS MONDIAL ICLEI 2018 À CAPITAL TRAITEUR, FOURNISSEUR EXCLUSIF DU PALAIS DES CONGRÈS DE MONTRÉAL, POUR UNE SOMME MAXIMALE DE 537 585,96 $, TAXES INCLUSES / APPROUVER UN PROJET DE CONVENTION À CET EFFET",CM18 0386,2018-03-27,537586
L.M.L. PAYSAGISTE ET FRÈRES INC.,100% VILLE,SERVICE DES GRANDS PARCS_VERDISSEMENT ET DU MONT-ROYAL,DIRECTION AMÉNAGEMENT DES PARCS ET ESPACES PUBLICS,1186688002,"ACCORDER UN CONTRAT À L.M.L. PAYSAGISTE ET FRÈRES INC., SEUL SOUMISSIONNAIRE CONFORME, POUR LA FOURNITURE ET L'INSTALLATION D'UN REVÊTEMENT EN GAZON SYNTHÉTIQUE DU TERRAIN DE BALLE AU PARC GIUSEPPE-GARIBALDI DE L'ARRONDISSEMENT DE SAINT-LÉONARD. - DÉPENSE TOTALE DE 756 759,06 $, TAXES INCLUSES. - APPEL D'OFFRES PUBLIC NO 17-6015) - (2 SOUMISSIONNAIRES).",CM18 0387,2018-03-27,756759
SANEXEN SERVICES ENVIRONNEMENTAUX INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1177231099,"ACCORDER UN CONTRAT À SANEXEN SERVICES ENVIRONNEMENTAUX INC., POUR DES TRAVAUX DE RÉHABILITATION DE CONDUITES D’EAU SECONDAIRES PAR CHEMISAGE SUR DIVERSES RUES DE LA VILLE DE MONTRÉAL. DÉPENSE TOTALE DE 5 860 455,97 $ (CONTRAT: 5 745 455,97 $ + INCIDENCES: 115 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 417612 - 2 SOUMISSIONNAIRES",CM18 0388,2018-03-27,5745456
GROUPE UNIGESCO,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,DIRECTION DE L'EXPLOITATION,1186365001,"ACCORDER UN CONTRAT À GROUPE UNIGESCO, POUR LA RÉALISATION DES TRAVAUX DE RÉNOVATION DU BIODÔME, MIGRATION 2.0 - DÉPENSE TOTALE DE 25 267 962,51$, TAXES INCLUSES - APPEL D'OFFRES PUBLIC B-00020-1 - TROIS SOUMISSIONNAIRES",CM18 0389,2018-03-27,24635600
GROUPE UNIGESCO,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,DIRECTION DE L'EXPLOITATION,1186365001,"ACCORDER UN CONTRAT À GROUPE UNIGESCO, POUR LA RÉALISATION DES TRAVAUX DE RÉNOVATION DU BIODÔME, MIGRATION 2.0 - DÉPENSE TOTALE DE 25 267 962,51$, TAXES INCLUSES - APPEL D'OFFRES PUBLIC B-00020-1 - TROIS SOUMISSIONNAIRES",CM18 0389,2018-04-12,24635600
CLEAN WATER WORKS INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231006,"ACCORDER UN CONTRAT À CLEAN WATER WORKS INC., POUR DES TRAVAUX DE RÉHABILITATION DE CONDUITES D'ÉGOUT SECONDAIRES PAR CHEMISAGE SUR DIVERSES RUES DE LA VILLE DE MONTRÉAL. DÉPENSE TOTALE DE 6 920 000,00$ (CONTRAT: 6 767 000,00 $ + INCIDENCES: 153 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 417620 - 4 SOUMISSIONNAIRES",CM18 0390,2018-03-27,6767000
GROUPE TNT INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1177231102,"ACCORDER UN CONTRAT À GROUPE TNT INC., POUR DES TRAVAUX D'ÉGOUT, DE CONDUITES D’EAU, DE VOIRIE, D’ÉCLAIRAGE ET DE FEUX DE CIRCULATION DANS LA RUE SAINT-DENIS, DE LA RUE JEAN-TALON À LA RUE JARRY, DANS L'ARRONDISSEMENT DE VILLERAY–ST-MICHEL–PARC-EXTENSION. DÉPENSE TOTALE DE 32 938 083,54 $ (CONTRAT: 29 571 571,01 $ + INCIDENCES: 3 366 512,53 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 283801 - 5 SOUMISSIONNAIRES",CM18 0391,2018-03-27,29571571
GROUPE DE SÉCURITÉ GARDA SENC,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DES TRANSACTIONS IMMOBILIÈRES ET DE LA SÉCURITÉ,1187890001,"ACCORDER AU SEUL SOUMISSIONNAIRE CONFORME (4 SOUMISSIONNAIRES), GROUPE DE SÉCURITÉ GARDA SENC, UN CONTRAT À TAUX HORAIRE POUR LA FOURNITURE D'UN SERVICE DE GARDIENNAGE ET DE TOUS LES SERVICES CONNEXES, TEL QUE DÉFINI AU DOCUMENT D'APPEL D'OFFRES POUR UNE DURÉE DE 37 MOIS DÉBUTANT LE 31 MARS 2018. À SON EXPIRATION, LE CONTRAT PEUT ÊTRE RENOUVELÉ POUR DEUX PÉRIODES ADDITIONNELLES DE 12 MOIS CHACUNE. LES DÉPENSES MAXIMALES SONT DE 7 883 566,99 $ TAXES INCLUSES. APPEL D'OFFRES PUBLIC (18-16579)",CM18 0392,2018-03-27,7883566
PLUSIEURS FIRMES,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION DES TRAVAUX PUBLICS - SCA,1184631003,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 22 413 775,40$ , MAJORANT AINSI LE MONTANT TOTAL DES CONTRATS RELIÉS AU DÉNEIGEMENT (DÉNEIGEMENT CLÉ EN MAIN, TRANSPORT DE LA NEIGE, LOCATION DE MACHINERIE, EXPLOITATION DE LIEUX D'ÉLIMINATION DE LA NEIGE) DE 153 638 501,68 $ À 176 052 277,09, TAXES INCLUSES.",CM18 0393,2018-03-27,22413775
SERVICES D'ENTRETIEN ALPHANET INC.,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1187286001,"ACCORDER 3 CONTRATS AUX FIRMES SERVICES D'ENTRETIEN ALPHANET INC. ET GDI SERVICES (QUÉBEC) S.E.C. POUR LA FOURNITURE DE SERVICES DE GESTION DES BRIGADES DE PROPRETÉ DANS LES ARRONDISSEMENT DE CÔTE-DES-NEIGES - NOTRE-DAME-DE-GRÂCE, LE PLATEAU-MONT-ROYAL, LE SUD-OUEST ET VILLE-MARIE, POUR UNE PÉRIODE DE 2 ANS (24 MOIS) - DÉPENSE TOTALE 4 396 317,47$ TAXES INCLUSES - APPEL D'OFFRES PUBLIC NUMÉRO 18-16704- 3 SOUMISSIONNAIRES.",CM18 0394,2018-03-27,1813524
SERVICES D'ENTRETIEN ALPHANET INC.,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1187286001,"ACCORDER 3 CONTRATS AUX FIRMES SERVICES D'ENTRETIEN ALPHANET INC. ET GDI SERVICES (QUÉBEC) S.E.C. POUR LA FOURNITURE DE SERVICES DE GESTION DES BRIGADES DE PROPRETÉ DANS LES ARRONDISSEMENT DE CÔTE-DES-NEIGES - NOTRE-DAME-DE-GRÂCE, LE PLATEAU-MONT-ROYAL, LE SUD-OUEST ET VILLE-MARIE, POUR UNE PÉRIODE DE 2 ANS (24 MOIS) - DÉPENSE TOTALE 4 396 317,47$ TAXES INCLUSES - APPEL D'OFFRES PUBLIC NUMÉRO 18-16704- 3 SOUMISSIONNAIRES.",CM18 0394,2018-03-27,1213170
GDI SERVICES (QUÉBEC) S.E.C.,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1187286001,"ACCORDER 3 CONTRATS AUX FIRMES SERVICES D'ENTRETIEN ALPHANET INC. ET GDI SERVICES (QUÉBEC) S.E.C. POUR LA FOURNITURE DE SERVICES DE GESTION DES BRIGADES DE PROPRETÉ DANS LES ARRONDISSEMENT DE CÔTE-DES-NEIGES - NOTRE-DAME-DE-GRÂCE, LE PLATEAU-MONT-ROYAL, LE SUD-OUEST ET VILLE-MARIE, POUR UNE PÉRIODE DE 2 ANS (24 MOIS) - DÉPENSE TOTALE 4 396 317,47$ TAXES INCLUSES - APPEL D'OFFRES PUBLIC NUMÉRO 18-16704- 3 SOUMISSIONNAIRES.",CM18 0394,2018-03-27,1369623
GROUPE AXINO,"76,59% VILLE 
23,41% ARR",SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1180765001,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 1 302 377,36 $, TAXES INCLUSES, POUR LES TRAVAUX DE MISE AUX NORMES DU CENTRE ETIENNE-DESMARTEAU DANS LE CADRE DU CONTRAT ACCORDÉ À GROUPE AXINO INC. (CM17 0158) MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 14 977 339,62 $ À 16 279 716,98 $, TAXES INCLUSES",CM18 0476,2018-04-25,1302377
ENVIRONNEMENT ROUTIER NRJ INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231004,"ACCORDER UN CONTRAT À ENVIRONNEMENT ROUTIER NRJ INC., POUR DES TRAVAUX DE CONDUITE D’EAU, DE VOIRIE, D’ÉCLAIRAGE ET DE FEUX DE CIRCULATION DANS LA RUE NOTRE DAME, DE LA RUE FRONTENAC À L’AVENUE BOURBONNIÈRE, DANS L'ARRONDISSEMENT DE MERCIER–HOCHELAGA-MAISONNEUVE. DÉPENSE TOTALE DE 9 358 087,07 $ (CONTRAT: 8 339 793,08 $ + INCIDENCES: 1 018 293,99 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 336301 - 3 SOUMISSIONNAIRES",CM18 0477,2018-04-25,8339793
EUROVIA QUÉBEC CONSTRUCTION INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231005,"ACCORDER UN CONTRAT À EUROVIA QUÉBEC CONSTRUCTION INC., POUR DES TRAVAUX DE VOIRIE DANS LES ARRONDISSEMENTS DU PLATEAU-MONT-ROYAL, DE LASALLE ET DE VERDUN (PCPR 2018). DÉPENSE TOTALE DE 6 627 615,79 $ (CONTRAT: 6 331 615,79 $ + INCIDENCES: 296 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 405524 - 7 SOUMISSIONNAIRES",CM18 0478,2018-04-25,6331616
LES EXCAVATIONS SUPER INC,100% VILLE,ANJOU,DIRECTION DES TRAVAUX PUBLICS,1187715001,"AUTORISER UNE DÉPENSE TOTALE DE 5 036 587,86 $, TAXES INCLUSES - OCTROYER UN CONTRAT À « LES EXCAVATIONS SUPER INC. » AU MONTANT DE 4 937 831,23 $, TAXES INCLUSES, POUR LA RECONSTRUCTION DES INFRASTRUCTURES DE L'AVENUE SAINT-DONAT, ENTRE L'AVENUE CHÉNIER ET LA LIMITE DE L'ARRONDISSEMENT D'ANJOU AINSI QUE LES PLACES SAINT-DONAT NORD ET SUD - APPEL D'OFFRES PUBLIC 2018-01-TR (8 SOUMISSIONNAIRES)",CM18 0479,2018-04-25,4937831
GROUPE TNT INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231001,"ACCORDER UN CONTRAT À GROUPE TNT INC., POUR LES TRAVAUX D'ÉGOUT, DE CONDUITE D'EAU, DE VOIRIE, D’ÉCLAIRAGE ET DE FEUX DE CIRCULATION DANS L’AVENUE VAN HORNE, DU BOULEVARD DÉCARIE À LA RUE VICTORIA, DANS L'ARRONDISSEMENT DE CÔTE-DES-NEIGES–NOTRE-DAME-DE-GRÂCE. DÉPENSE TOTALE DE 9 648 531,00 $ (CONTRAT: 8 980 000,00 $ ET INCIDENCES: 835 500,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 223901 - 7 SOUMISSIONNAIRES",CM18 0480,2018-04-25,8980000
LE GROUPE ST-LAMBERT,"99,3% VILLE 
0,7% ARR",SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1180652001,"ACCORDER UN CONTRAT À LE GROUPE ST-LAMBERT POUR L'EXÉCUTION DE TRAVAUX D'ACCESSIBILITÉ UNIVERSELLE À LA PISCINE INTÉRIEURE RENÉ-GOUPIL (0312) SITUÉ AU 4250 RUE DU PARC RENÉ-GOUPIL DANS L'ARRONDISSEMENT DE VILLERAY-ST-MICHEL-PARC-EXTENSION - DÉPENSE TOTALE DE 1 014 917,39$, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 5949 ( 5 SOUM.)",CM18 0481,2018-04-25,1014917
PRO-JET DÉMOLITION INC.,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1185374001,"ACCORDER UN CONTRAT À PRO-JET DÉMOLITION INC., POUR LES TRAVAUX DE DÉCONSTRUCTION ET DE DÉCONTAMINATION DE L'ÎLOT SAINT-THOMAS CONSTITUÉ DE DEUX BÂTIMENTS DONT UN ENTREPÔT SITUÉ AU 301 À 315, RUE SAINT-THOMAS ET UNE STATION DE SERVICES SITUÉE AU 303, RUE DE LA MONTAGNE À MONTRÉAL DANS L'ARR LE SUD-OUEST, SECTEUR GRIFFINTOWN - DÉPENSE TOTALE DE 608 680,52 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 5941 - 7 SOUM.",CM18 0482,2018-05-01,608681
WSP CANADA INC.,100% VILLE,SERVICE DE L'EAU,DIRECTION DE LA GESTION STRATÉGIQUE DES RÉSEAUX D'EAU,1187931001,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À WSP CANADA INC., D'UNE DURÉE APPROXIMATIVE DE DOUZE (12) MOIS, POUR EFFECTUER L’AUSCULTATION ET L’ÉVALUATION DE TRENTE (30) STATIONS DE POMPAGE D’ÉGOUTS DU RÉSEAU SECONDAIRE POUR UNE SOMME MAXIMALE DE 574 426,60 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 18-16396 - 2 SOUMISSIONNAIRES",CM18 0484,2018-04-25,574427
"ME MARC LALONDE DE BÉLANGER SAUVÉ, S.E.N.C.R.L",100% VILLE,SERVICE DU GREFFE,BUREAU DE LA PRÉSIDENCE DU CONSEIL,1184320002,"RENOUVELER UN CONTRAT DE SERVICES PROFESSIONNELS DE GRÉ À GRÉ À ME MARC LALONDE DE BÉLANGER SAUVÉ, S.E.N.C.R.L POUR LES SERVICES PROFESSIONNELS REQUIS EN AIDE-CONSEIL À L'ÉTHIQUE AUPRÈS DES ÉLUES ET ÉLUS AINSI QUE DES MEMBRES DU PERSONNEL DE CABINET DE LA VILLE DE MONTRÉAL, POUR UNE SOMME MAXIMALE DE 63 466,20 $, TAXES INCLUSES POUR L'ANNÉE 2018-2019. APPROUVER UN PROJET DE CONVENTION À CETTE FIN.",CM18 0485,2018-04-25,63466
AECOM CONSULTANTS INC.,"32% VILLE 
68% AUTRE",SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION GESTION DU PORTEFEUILLE DE PROJETS,1187310002,"AUTORISER LA MODIFICATION DU CONTRAT ACCORDÉ CONJOINTEMENT PAR LA VILLE ET L’AMT (MAINTENANT DEVENUE L’AUTORITÉ RÉGIONALE DE TRANSPORT MÉTROPOLITAIN (ARTM)) À AECOM CONSULTANTS INC. LE 23 FÉVRIER 2016, POUR LA SOMME DE 9 074 807,74 $ PORTANT AINSI LE MONTANT DU CONTRAT À LA SOMME DE 10 376 494,00 $ TAXES INCLUSES RELATIVEMENT À LA PRÉPARATION DES PLANS ET DEVIS D’INGÉNIERIE DÉTAILLÉE DU PROJET SRB-PIE-IX, TRONÇON MONTRÉALAIS.(CM16 0238). AUTORISER UNE DÉPENSE ADDITIONNELLE DE 623 289,82 $ REPRÉSENTANT LA PART PAYABLE PAR LA VILLE, CELLE DE L’ARTM ÉTANT DE 678 397,34 $ SOIT UNE AUGMENTATION GLOBALE DU CONTRAT DE 1 301 687,16$, TAXES INCLUSES. AUTORISER L’EXERCICE, PAR LA VILLE DE MONTRÉAL, CONJOINTEMENT AVEC L’ARTM, DE L’OPTION D’ACCOMPAGNEMENT TECHNIQUE EN CHANTIER PRÉVUE AU CONTRAT. AUTORISER, À CET EFFET, UNE DÉPENSE ADDITIONNELLE, INCLUANT TOUTES LES TAXES APPLICABLES, DE 546 473,00 $ $ POUR LA VILLE DE MONTRÉAL, CELLE DE L’ARTM ÉTANT DE 1 275 104,90$ CONSIDÉRANT CE QUI PRÉCÈDE, LA DÉPENSE TOTALE DE LA VILLE ASSOCIÉE À CE CONTRAT EST ALORS MAJORÉE DE 3 216 756,00 $ À 3 892 205,02$, INCLUANT TOUTES LES TAXES APPLICABLES (LE CONTRAT TOTAL ÉTANT, QUANT À LUI, MAJORÉ DE 9 074 807,74 $ À 12 198 070,90 $)",CM18 0486,2018-04-25,1301686.16
SA MAJESTÉ LA REINE DU CHEF DU CANADA (AGENCE PARCS CANADA),100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DES TRANSACTIONS IMMOBILIÈRES ET DE LA SÉCURITÉ,1177029005,"APPROUVER UN PROJET DE BAIL PAR LEQUEL LA VILLE LOUE DE SA MAJESTÉ LA REINE DU CHEF DU CANADA (AGENCE PARCS CANADA) DES TERRAINS SITUÉS AUX ABORDS DU BASSIN PEEL POUR Y AMÉNAGER UNE ZONE DE CHANTIER ET D'ENTREPOSAGE DE MATÉRIAUX, POUR UNE PÉRIODE DE VINGT (20) MOIS, À COMPTER DU 1ER MAI 2018, DANS LE CADRE DU PROJET DE RÉFECTION DE L'AUTOROUTE BONAVENTURE ENTRE LES AXES 22 ET 26 ET LA DÉMOLITION DE LA RAMPE BRENNAN, POUR UNE DÉPENSE TOTALE DE 415 693,38 $, TAXES INCLUSES. (OUVRAGE 6569)",CM18 0488,2018-04-25,415693
NÉOLECT INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES TRANSPORTS,1182968006,"ACCORDER UN CONTRAT À NÉOLECT INC. POUR LA FOURNITURE ET L'INSTALLATION DE PANNEAUX D'INFORMATION ÉLECTRONIQUE, DANS LE CADRE DU PROJET DE JALONNEMENT DU STATIONNEMENT, POUR UNE PÉRIODE DE 24 SEMAINES. DÉPENSE TOTALE : 4 708 119,36 $, TAXES INCLUSES (MONTANT DU CONTRAT : 3 796 870,45 $, INCLUANT 345 170,04 $ DE CONTINGENCES; INCIDENCES : 911 248,91 $) - APPEL D'OFFRES PUBLIC 17-16466 - (3 SOUMISSIONNAIRES)",CM18 0495,2018-04-25,3796870
RAMCOR CONSTRUCTION INC.,100% VILLE,SERVICE DES GRANDS PARCS_VERDISSEMENT ET DU MONT-ROYAL,DIRECTION AMÉNAGEMENT DES PARCS ET ESPACES PUBLICS,1187900001,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 520 455,90 $, TAXES INCLUSES, POUR LES TRAVAUX DE PRÉPARATION DU SITE EN VUE DU RÉAMÉNAGEMENT DU SQUARE VIGER (ÎLOTS I ET II) DANS LE CADRE DU CONTRAT NO 16-6869 ACCORDÉ À RAMCOR CONSTRUCTION INC., (CG16 0336), MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 2 619 152,93 $ À 3 139 608,83 $, TAXES INCLUSES.",CM18 0496,2018-04-25,520456
CONSTRUCTION VIATEK INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231002,"ACCORDER UN CONTRAT À CONSTRUCTION VIATEK INC., POUR DES TRAVAUX DE VOIRIE ET DE FEUX DE CIRCULATION SUR LA RUE NOTRE-DAME EST, DE LA 39E AVENUE À LA 52E AVENUE DANS L'ARRONDISSEMENT DE RIVIÈRE-DES-PRAIRIES–POINTE-AUX-TREMBLES. DÉPENSE TOTALE DE 2 357 151,40 $ (CONTRAT: 2 168 151,40 $ + INCIDENCES: 189 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 310301 - 9 SOUMISSIONNAIRES",CM18 0497,2018-04-25,2168151
"MELOCHE, DIVISION DE SINTRA",100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231016,"ACCORDER UN CONTRAT À MELOCHE, DIVISION DE SINTRA, POUR DES TRAVAUX DE CONDUITE D’EAU ET DE VOIRIE SUR LE BOULEVARD PITFIELD ET LA VOIE DE SERVICE DE LA ROUTE TRANSCANADIENNE DANS L'ARRONDISSEMENT DE SAINT-LAURENT. DÉPENSE TOTALE DE 1 439 735,87 $ (CONTRAT: 1 334 235,87 $ + INCIDENCES: 105 500,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 304201 - 6 SOUMISSIONNAIRES",CM18 0498,2018-04-25,1334236
"DEMIX CONSTRUCTION, UNE DIVISION DE GROUPE CRH CANADA INC.",100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231010,"ACCORDER UN CONTRAT À DEMIX CONSTRUCTION, UNE DIVISION DE GROUPE CRH CANADA INC., POUR DES TRAVAUX DE VOIRIE DANS L’ARRONDISSEMENT DE ROSEMONT–LA PETITE-PATRIE (PCPR 2018). DÉPENSE TOTALE DE 6 512 512,01 $ (CONTRAT: 6 166 512,01 $ + INCIDENCES: 346 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 405516 - 8 SOUMISSIONNAIRES",CM18 0499,2018-04-25,6166512
"DEMIX CONSTRUCTION, UNE DIVISION DE GROUPE CRH CANADA INC.",100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1187231011,"ACCORDER UN CONTRAT À DEMIX CONSTRUCTION, UNE DIVISION DE GROUPE CRH CANADA INC., POUR DES TRAVAUX DE RÉHABILITATION DE CONDUITES D’EAU SECONDAIRES PAR CHEMISAGE SUR DIVERSES RUES DE LA VILLE DE MONTRÉAL. DÉPENSE TOTALE DE 5 853 509,84 $ (CONTRAT: 5 738 509,84 $ + INCIDENCES: 115 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 417610 - 3 SOUMISSIONNAIRES",CM18 0500,2018-04-25,5738510
