FOURNISSEUR,RÉPARTITION,SERVICE,DIRECTION,NO DE DOSSIER,OBJET,NO DÉCISION,DATE SIGNATURE,MONTANT 
WSP CANADA INC.,ENTENTE-CADRE. RÉPARTITION SELON UTILISATION,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION,1198244004,"CONCLURE DES ENTENTES-CADRES DE SERVICES PROFESSIONNELS AVEC LES CINQ (5) FIRMES SUIVANTES : FNX-INNOV INC (1 723 855.24 $), SNC-LAVALIN GEM QUÉBEC INC (1 592 824.56 $), GROUPE ABS INC (1 303 976.20 $), WSP CANADA INC (978 293.42 $) ET SOLMATECH INC (599 609.57 $) TOTALISANT UNE SOMME MAXIMALE DE 6 198 558.99 $, TAXES INCLUSES POUR LA RÉALISATION D'ÉTUDES DE CARACTÉRISATION ENVIRONNEMENTALE ET GÉOTECHNIQUES DANS LE CADRE DE TRANSACTIONS IMMOBILIÈRES OU DE CONSTRUCTION OU DE RÉNOVATION D’IMMEUBLES. APPEL D'OFFRES PUBLIC NO 19-17508 - SIX (6) SOUMISSIONNAIRES",CG19 0437,2019-09-20,978293
SOLMATECH INC.,ENTENTE-CADRE. RÉPARTITION SELON UTILISATION,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION,1198244004,"CONCLURE DES ENTENTES-CADRES DE SERVICES PROFESSIONNELS AVEC LES CINQ (5) FIRMES SUIVANTES : FNX-INNOV INC (1 723 855.24 $), SNC-LAVALIN GEM QUÉBEC INC (1 592 824.56 $), GROUPE ABS INC (1 303 976.20 $), WSP CANADA INC (978 293.42 $) ET SOLMATECH INC (599 609.57 $) TOTALISANT UNE SOMME MAXIMALE DE 6 198 558.99 $, TAXES INCLUSES POUR LA RÉALISATION D'ÉTUDES DE CARACTÉRISATION ENVIRONNEMENTALE ET GÉOTECHNIQUES DANS LE CADRE DE TRANSACTIONS IMMOBILIÈRES OU DE CONSTRUCTION OU DE RÉNOVATION D’IMMEUBLES. APPEL D'OFFRES PUBLIC NO 19-17508 - SIX (6) SOUMISSIONNAIRES",CG19 0437,2019-09-20,599610
KELENY INC.,100% AGGLO,SERVICE DES AFFAIRES JURIDIQUES,DIRECTION DES SERVICES JUDICIAIRES,1195304001,"OCTROYER UN CONTRAT DE SERVICES À KELENY INC. POUR LA FOURNITURE DE SERVICES PROFESSIONNELS D'INTERPRÈTES ET DE TRADUCTEURS JUDICIAIRES REQUIS À LA COUR MUNICIPALE DE LA VILLE DE MONTRÉAL DANS LE CADRE DE SES ACTIVITÉS POUR LA SOMME MAXIMALE DE 999 949,07 $, TAXES INCLUSES, COUVRANT LA PÉRIODE DU 20 SEPTEMBRE 2019 AU 19 SEPTEMBRE 2020 - APPEL D'OFFRES PUBLIC 19-17733 (1 SEUL SOUMISSIONNAIRE).",CG19 0438,2019-09-20,999949.07
LES ENTREPRISES MICHAUDVILLE INC.,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'EAU POTABLE,1196945002,"ACCORDER UN CONTRAT À LES ENTREPRISES MICHAUDVILLE INC. POUR LA RÉHABILITATION DE LA CONDUITE DE 750 MM SOUS LA RUE SAINT-ANTOINE, ENTRE L'AVENUE ATWATER ET LA RUE GUY, ET LA CONSTRUCTION DE RACCORDEMENTS TEMPORAIRES - DÉPENSE TOTALE DE 7 526 250,00 $, TAXES INCLUSES (CONTRAT, INCIDENCES ET CONTINGENCES) - APPEL D'OFFRES SUR INVITATION NO 10334 - (3 SOUMISSIONNAIRES).",CG19 0451,2019-10-16,7526250
BELL,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'EAU POTABLE,1196945004,"ACCORDER UN CONTRAT DE GRÉ À GRÉ À BELL POUR LE DÉPLACEMENT DU MASSIF DE 48 CONDUITS SITUÉ AU-DESSUS DE LA CONDUITE DE 2100 MM SOUS LA RUE SAINT-ANTOINE À L'OUEST DE LA RUE GUY - DÉPENSE MAXIMALE DE 1 053 005,12 $ AUX CONDITIONS DU CONSENTEMENT POUR TRAVAUX SUR COMMANDE, TAXES INCLUSES",CG19 0452,2019-10-16,1053005.12
LES PRODUITS TURF CAR CANADA,"20,11% AGGLO 79,89% VILLE",SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1194922004,"ACCORDER DEUX CONTRATS AUX FIRMES « LES PRODUITS TURF CAR CANADA » (LOT 1 : 461 107,24 $, TAXES INCLUSES) ET « LANGE PATENAUDE ÉQUIPEMENTS LTÉE » (LOT 2 : 615 622,29 $, TAXES INCLUSES) POUR LA FOURNITURE DE 38 VÉHICULES TOUT-TERRAINS – DÉPENSE TOTALE 507 217,96 $ POUR LE LOT 1 ET DE 707 965,63 $ POUR LE LOT 2, TAXES ET CONTINGENCES INCLUSES – APPEL D’OFFRES PUBLIC 19-17469 (LOT 1 : 4 SOUMISSIONNAIRES, 3 CONFORMES – LOT 2 : 2 SOUM.).",CG19 0463,2019-10-25,507217.96
LANGE PATENAUDE ÉQUIPEMENTS LTÉE,"20,11% AGGLO 79,89% VILLE",SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1194922004,"ACCORDER DEUX CONTRATS AUX FIRMES « LES PRODUITS TURF CAR CANADA » (LOT 1 : 461 107,24 $, TAXES INCLUSES) ET « LANGE PATENAUDE ÉQUIPEMENTS LTÉE » (LOT 2 : 615 622,29 $, TAXES INCLUSES) POUR LA FOURNITURE DE 38 VÉHICULES TOUT-TERRAINS – DÉPENSE TOTALE 507 217,96 $ POUR LE LOT 1 ET DE 707 965,63 $ POUR LE LOT 2, TAXES ET CONTINGENCES INCLUSES – APPEL D’OFFRES PUBLIC 19-17469 (LOT 1 : 4 SOUMISSIONNAIRES, 3 CONFORMES – LOT 2 : 2 SOUM.).",CG19 0463,2019-10-25,707965.63
C-I-L / ORION (SIGNAUX EVAN SIGNALS INC.),ENTENTE-CADRE REPARTITION SELON UTILISATION,SERVICE DE L'APPROVISIONNEMENT,DIRECTION ACQUISITION,1195085001,"CONCLURE AVEC C-I-L ORION (SIGNAUX EVAN SIGNALS INC.) DEUX ENTENTES-CADRES POUR UNE PÉRIODE DE TRENTE-SIX (36) MOIS, POUR LA FOURNITURE DE FUSÉES ROUTIÈRES. APPEL D'OFFRES PUBLIC 19-17615 POUR LE LOT 1 (1 SEUL SOUMISSIONNAIRE) AU MONTANT TOTAL ESTIMÉ DE 202 594,46 $, INCLUANT LES TAXES, ET LE LOT 2 (1 SEUL SOUMISSIONNAIRE) AU MONTANT TOTAL ESTIMÉ DE 122 788,99 $ INCLUANT LES TAXES.",CG19 0464,2019-10-25,202594.46
C-I-L / ORION (SIGNAUX EVAN SIGNALS INC.),ENTENTE-CADRE REPARTITION SELON UTILISATION,SERVICE DE L'APPROVISIONNEMENT,DIRECTION ACQUISITION,1195085001,"CONCLURE AVEC C-I-L ORION (SIGNAUX EVAN SIGNALS INC.) DEUX ENTENTES-CADRES POUR UNE PÉRIODE DE TRENTE-SIX (36) MOIS, POUR LA FOURNITURE DE FUSÉES ROUTIÈRES. APPEL D'OFFRES PUBLIC 19-17615 POUR LE LOT 1 (1 SEUL SOUMISSIONNAIRE) AU MONTANT TOTAL ESTIMÉ DE 202 594,46 $, INCLUANT LES TAXES, ET LE LOT 2 (1 SEUL SOUMISSIONNAIRE) AU MONTANT TOTAL ESTIMÉ DE 122 788,99 $ INCLUANT LES TAXES.",CG19 0464,2019-10-25,122788.99
REFTECH INTERNATIONAL INC.,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'ÉPURATION DES EAUX USÉES,1193438024,"ACCORDER UN CONTRAT À REFTECH INTERNATIONAL INC. POUR LES TRAVAUX DE REMISE À NIVEAU DES SYSTÈMES D'INCINÉRATION DES BOUES NO 1 ET 3 DE LA STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE - DÉPENSE TOTALE DE 763 156,57 $, TAXES INCLUSES (CONTRAT: 693 778,70 $ ET CONTINGENCES: 69 377,87 $) - APPEL D’OFFRES PUBLIC SP19067-BF0000-C-2 (2 SOUMISSIONNAIRES)",CG19 0465,2019-10-25,693779
SOCIÉTÉ D'HABITATION ET DE DÉVELOPPEMENT DE MONTREAL,"12,97% AGGLO 87,03% VILLE",SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION - TRANSACTIONS IMMOBILIÈRES,1195323004,"APPROUVER UN PROJET DE PROLONGATION DU BAIL PAR LEQUEL LA VILLE LOUE DE LA SOCIÉTÉ D'HABITATION DE DÉVELOPPEMENT DE MONTRÉAL, UN TERRAIN CONNU COMME ÉTANT LE LOT 2 596 622 DU CADASTRE DU QUÉBEC, CIRCONSCRIPTION FONCIÈRE DE MONTRÉAL, D'UNE SUPERFICIE DE 5 364,8 M², POUR LES FINS D'ENTREPOSAGE DE MATÉRIAUX POUR LES BESOINS OPÉRATIONNELS DU SERVICE DES INFRASTRUCTURES DU RÉSEAU ROUTIER, POUR UNE DURÉE DE 2 ANS À COMPTER DU 1ER AOÛT 2019, MOYENNANT UN LOYER TOTAL DE 269 772,86 $, EXONÉRÉ DE TPS ET TVQ. BÂTIMENT 8122.",CG19 0466,2019-10-25,269772
WEST SAFETY SERVICES CANADA INC.,100% AGGLO,SERVICE DES TECHNOLOGIES DE L'INFORMATION,DIRECTION SOLUTIONS D'AFFAIRES - SÉCURITÉ PUBLIQUE ET JUSTICE,1190206004,"ACCORDER UN CONTRAT DE GRÉ À GRÉ À WEST SAFETY SERVICES CANADA INC. (FOURNISSEUR EXCLUSIF) POUR LE RENOUVELLEMENT DU CONTRAT DE SUPPORT ET D'ENTRETIEN DU SYSTÈME INFORMATIQUE D’ACHEMINEMENT DES APPELS DU CENTRE D’URGENCE 9-1-1, POUR LA PÉRIODE DU 1ER JANVIER 2020 AU 31 DÉCEMBRE 2023 POUR UNE SOMME MAXIMALE DE 1 934 693,52 $, TAXES INCLUSES / APPROUVER UN PROJET DE CONVENTION À CETTE FIN.",CG19 0469,2019-10-25,1934694
PAYSAGISTE SOLARCO INC,"17,37% AGGLO 82,63% VILLE",SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1191543003,"ACCORDER 3 CONTRATS D'UNE VALEUR TOTALE DE 924 487,53 $, TAXES INCLUSES, SOIT UN CONTRAT À PAYSAGISTE SOLARCO INC. POUR LA FOURNITURE DE SERVICES DE DÉNEIGEMENT POUR LE COMPLEXE SPORTIF CLAUDE-ROBILLARD ET L'ARÉNA MICHEL-NORMANDIN (LOT 1) POUR UNE SOMME DE 588 304,08 $, TAXES INCLUSES, UN CONTRAT À 178001 CANADA INC./GROUPE NICKY POUR LA FOURNITURE DE SERVICES DE DÉNEIGEMENT POUR LE STADE DE SOCCER DE MONTRÉAL, LE TAZ, ET LE PARC FRÉDÉRIC-BACK (LOT 2) POUR UNE SOMME DE 292 749,35 $, TAXES INCLUSES, ET UN CONTRAT À LES ENTREPRISES DANIEL ROBERT INC. POUR LA FOURNITURE DE SERVICES DE DÉNEIGEMENT POUR L'ARÉNA MAURICE-RICHARD (LOT 3) POUR UNE SOMME DE 43 434,11 $, TAXES INCLUSES, POUR LA PÉRIODE DU 1ER NOVEMBRE 2019 AU 30 AVRIL 2021, INCLUANT UNE OPTION DE PROLONGATION DE 2 X 12 MOIS- APPEL D'OFFRES PUBLIC 19-17715 - (4 SOUMISSIONNAIRES). AUTORISER UNE DÉPENSE MAXIMALE DE 844 180,34 $, NET DE TAXES POUR LA FOURNITURE DE SERVICES DE DÉNEIGEMENT DES INSTALLATIONS SPORTIVES RELEVANT DE LA DIVISION DE LA GESTION DES INSTALLATIONS SPORTIVES ET DE LA DIVISION DE LA CONCERTATION ET BUREAU DU MONT-ROYAL.",CG19 0470,2019-10-25,588304
178001 CANADA INC./GROUPE NICKY,"17,37% AGGLO 82,63% VILLE",SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1191543003,"ACCORDER 3 CONTRATS D'UNE VALEUR TOTALE DE 924 487,53 $, TAXES INCLUSES, SOIT UN CONTRAT À PAYSAGISTE SOLARCO INC. POUR LA FOURNITURE DE SERVICES DE DÉNEIGEMENT POUR LE COMPLEXE SPORTIF CLAUDE-ROBILLARD ET L'ARÉNA MICHEL-NORMANDIN (LOT 1) POUR UNE SOMME DE 588 304,08 $, TAXES INCLUSES, UN CONTRAT À 178001 CANADA INC./GROUPE NICKY POUR LA FOURNITURE DE SERVICES DE DÉNEIGEMENT POUR LE STADE DE SOCCER DE MONTRÉAL, LE TAZ, ET LE PARC FRÉDÉRIC-BACK (LOT 2) POUR UNE SOMME DE 292 749,35 $, TAXES INCLUSES, ET UN CONTRAT À LES ENTREPRISES DANIEL ROBERT INC. POUR LA FOURNITURE DE SERVICES DE DÉNEIGEMENT POUR L'ARÉNA MAURICE-RICHARD (LOT 3) POUR UNE SOMME DE 43 434,11 $, TAXES INCLUSES, POUR LA PÉRIODE DU 1ER NOVEMBRE 2019 AU 30 AVRIL 2021, INCLUANT UNE OPTION DE PROLONGATION DE 2 X 12 MOIS- APPEL D'OFFRES PUBLIC 19-17715 - (4 SOUMISSIONNAIRES). AUTORISER UNE DÉPENSE MAXIMALE DE 844 180,34 $, NET DE TAXES POUR LA FOURNITURE DE SERVICES DE DÉNEIGEMENT DES INSTALLATIONS SPORTIVES RELEVANT DE LA DIVISION DE LA GESTION DES INSTALLATIONS SPORTIVES ET DE LA DIVISION DE LA CONCERTATION ET BUREAU DU MONT-ROYAL.",CG19 0470,2019-10-25,43434
DANIEL ROBERT INC.,"17,37% AGGLO 82,63% VILLE",SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION DES SPORTS,1191543003,"ACCORDER 3 CONTRATS D'UNE VALEUR TOTALE DE 924 487,53 $, TAXES INCLUSES, SOIT UN CONTRAT À PAYSAGISTE SOLARCO INC. POUR LA FOURNITURE DE SERVICES DE DÉNEIGEMENT POUR LE COMPLEXE SPORTIF CLAUDE-ROBILLARD ET L'ARÉNA MICHEL-NORMANDIN (LOT 1) POUR UNE SOMME DE 588 304,08 $, TAXES INCLUSES, UN CONTRAT À 178001 CANADA INC./GROUPE NICKY POUR LA FOURNITURE DE SERVICES DE DÉNEIGEMENT POUR LE STADE DE SOCCER DE MONTRÉAL, LE TAZ, ET LE PARC FRÉDÉRIC-BACK (LOT 2) POUR UNE SOMME DE 292 749,35 $, TAXES INCLUSES, ET UN CONTRAT À LES ENTREPRISES DANIEL ROBERT INC. POUR LA FOURNITURE DE SERVICES DE DÉNEIGEMENT POUR L'ARÉNA MAURICE-RICHARD (LOT 3) POUR UNE SOMME DE 43 434,11 $, TAXES INCLUSES, POUR LA PÉRIODE DU 1ER NOVEMBRE 2019 AU 30 AVRIL 2021, INCLUANT UNE OPTION DE PROLONGATION DE 2 X 12 MOIS- APPEL D'OFFRES PUBLIC 19-17715 - (4 SOUMISSIONNAIRES). AUTORISER UNE DÉPENSE MAXIMALE DE 844 180,34 $, NET DE TAXES POUR LA FOURNITURE DE SERVICES DE DÉNEIGEMENT DES INSTALLATIONS SPORTIVES RELEVANT DE LA DIVISION DE LA GESTION DES INSTALLATIONS SPORTIVES ET DE LA DIVISION DE LA CONCERTATION ET BUREAU DU MONT-ROYAL.",CG19 0470,2019-10-25,43434
VESTA SOLUTIONS COMMUNICATIONS CORP.,"17,88% AGGLO",SERVICE DES TECHNOLOGIES DE L'INFORMATION,DIRECTION CENTRE D'EXPERTISE - ESPACE DE TRAVAIL,1191073002,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 415 174,41 $, TAXES INCLUSES, POUR L'ACQUISITION DE 2 LOGICIELS EXACOM, DE 52 LICENCES D’EXPLOITATION EXACOM, D'UNE CONSOLE AVTEC, DES SERVICES D'INTÉGRATION ET DES FRAIS DE MAINTENANCE ASSOCIÉS, DANS LE CADRE DU CONTRAT ACCORDÉ À VESTA SOLUTIONS COMMUNICATIONS CORP. (CG12 0208), MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 48 312 574,56 $ À 48 727 748,97 $, TAXES INCLUSES / AUTORISER UN AJUSTEMENT RÉCURRENT DE LA BASE BUDGÉTAIRE DE 22 100,00 $ AU NET RÉCURRENT À COMPTER DE 2020",CG19 0471,2019-10-25,415174
IMPRIME-EMPLOI,ENTENTE-CADRE REPARTITION SELON UTILISATION,SERVICE DE L'EXPÉRIENCE CITOYENNE ET DES COMMUNICATIONS,DIRECTION PARTENAIRES D'AFFAIRES EN COMMUNICATION,1197690001,"CONCLURE AVEC LA FIRME IMPRIME-EMPLOI, UN CONTRAT D’UNE DURÉE DE 24 MOIS, AVEC L'OPTION D'UNE PROLONGATION MAXIMALE DE 12 MOIS SUPPLÉMENTAIRES, POUR L'IMPRESSION ET LA DISTRIBUTION PORTE-À-PORTE D'AVIS OU DE BULLETINS D’INFORMATION AUX RÉSIDENTS DE L'ÎLE DE MONTRÉAL - APPEL D'OFFRES PUBLIC 19-17398 (2 SOUMISSIONNAIRES CONFORMES). LE MONTANT EST ESTIMÉ À 1 272 514,55 $ TOUTES TAXES INCLUSES.",CG19 0472,2019-10-25,1272515
MORNEAU SHEPELL,DÉPENSE MIXTE D’ADMINISTRATION GÉNÉRALE,SERVICE DES FINANCES,DÉPENSES COMMUNES,1196335007,"RECONDUIRE LA DERNIÈRE ANNÉE DE PROLONGATION PRÉVUE AU CONTRAT DE LA CONVENTION POUR LA RÉTENTION DE SERVICES PROFESSIONNELS D'ACTUAIRES AVEC LA FIRME MORNEAU SHEPELL POUR UNE PÉRIODE D'UN (1) AN (DU 9 DÉCEMBRE 2019 AU 8 DÉCEMBRE 2020) POUR UNE VALEUR MAXIMALE DE 482 412,11 $ (INCLUANT LES TAXES)",CG19 0473,2019-10-25,482412.11
ROGERS COMMUNICATIONS CANADA INC.,ENTENTE-CADRE REPARTITION SELON UTILISATION,SERVICE DES TECHNOLOGIES DE L'INFORMATION,DIRECTION CENTRE D'EXPERTISE - ESPACE DE TRAVAIL,1195243002,AUTORISER L'AJOUT DE PRODUITS ET SERVICES ACCESSOIRES AU CATALOGUE À L’ENTENTE 1146051-P ACCORDÉE À ROGERS COMMUNICATIONS CANADA INC. (CG16 0432) – SOLUTION DE CENTRE DE CONTACTS CLIENTS.,CG19 0474,2019-10-25,0
113921 CANADA INC.,100% AGGLO,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION - TRANSACTIONS IMMOBILIÈRES,1198042010,"APPROUVER LA TROISIÈME CONVENTION DE PROLONGATION DU BAIL PAR LAQUELLE LA VILLE LOUE DE 113921 CANADA INC. UN LOCAL SITUÉ AU 1805, RUE FLEURY EST, À MONTRÉAL, D'UNE SUPERFICIE DE 8 248 PI², UTILISÉ COMME POSTE DE QUARTIER 27 POUR LE SPVM, POUR UN TERME DE 5 ANS, SOIT DU 1ER OCTOBRE 2019 AU 30 SEPTEMBRE 2024. LA DÉPENSE TOTALE EST DE 1 312 252,45 $, INCLUANT LES TAXES APPLICABLES. BÂTIMENT 3253.",CG19 0475,2019-10-25,1312252.45
LES LOFTS 5000 IBERVILLE INC.,100% AGGLO,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION - TRANSACTIONS IMMOBILIÈRES,1194565009,"APPROUVER LA TROISIÈME CONVENTION DE MODIFICATION DE BAIL PAR LEQUEL LA VILLE LOUE, DE LES LOFTS 5000 IBERVILLE INC., UN ESPACE À BUREAUX ADDITIONNEL SITUÉ AU 5000, RUE IBERVILLE, MONTRÉAL, POUR LES BESOINS DU SPVM POUR UN TERME DE 4 ANS, SOIT DU 1ER DÉCEMBRE 2019 AU 30 NOVEMBRE 2023. LA DÉPENSE TOTALE POUR LE TERME, INCLUANT LES TAXES, EST DE 81 500,03 $. BÂTIMENT 3682",CG19 0476,2019-10-25,81500
ENTREPRENEURS PAYSAGISTES STRATHMORE (1997) LTÉE,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION GESTION DES PARCS ET BIODIVERSITÉ,1198144003,"OCTROYER À ENTREPRENEURS PAYSAGISTES STRATHMORE (1997) LTÉE LES CONTRATS DES LOTS 1 ET 2, À SERVIFORÊT INC. LE CONTRAT DU LOT 3, À ÉLAGAGE PRESTIGE INC. LE CONTRAT DU LOT 5 ET À ARBORICULTURE DE BEAUCE INC. LE CONTRAT DU LOT 6 POUR LES TRAVAUX D'ABATTAGE DE FRÊNES DÉPÉRISSANTS ET D'ARBRES DANGEREUX DANS LES GRANDS PARCS DE LA VILLE DE MONTRÉAL 2019-2021 POUR UNE DÉPENSE TOTALE DE 5 037 451,43 $ INCLUANT LES SOUMISSIONS, TAXES, BUDGET DE CONTINGENCES ET VARIATION DE QUANTITÉ - APPEL D'OFFRES PUBLIC 19-17690 - SIX SOUMISSIONNAIRES.",CG19 0477,2019-10-25,1369272
ENTREPRENEURS PAYSAGISTES STRATHMORE (1997) LTÉE,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION GESTION DES PARCS ET BIODIVERSITÉ,1198144003,"OCTROYER À ENTREPRENEURS PAYSAGISTES STRATHMORE (1997) LTÉE LES CONTRATS DES LOTS 1 ET 2, À SERVIFORÊT INC. LE CONTRAT DU LOT 3, À ÉLAGAGE PRESTIGE INC. LE CONTRAT DU LOT 5 ET À ARBORICULTURE DE BEAUCE INC. LE CONTRAT DU LOT 6 POUR LES TRAVAUX D'ABATTAGE DE FRÊNES DÉPÉRISSANTS ET D'ARBRES DANGEREUX DANS LES GRANDS PARCS DE LA VILLE DE MONTRÉAL 2019-2021 POUR UNE DÉPENSE TOTALE DE 5 037 451,43 $ INCLUANT LES SOUMISSIONS, TAXES, BUDGET DE CONTINGENCES ET VARIATION DE QUANTITÉ - APPEL D'OFFRES PUBLIC 19-17690 - SIX SOUMISSIONNAIRES.",CG19 0477,2019-10-25,1110762
SERVIFORÊT INC.,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION GESTION DES PARCS ET BIODIVERSITÉ,1198144003,"OCTROYER À ENTREPRENEURS PAYSAGISTES STRATHMORE (1997) LTÉE LES CONTRATS DES LOTS 1 ET 2, À SERVIFORÊT INC. LE CONTRAT DU LOT 3, À ÉLAGAGE PRESTIGE INC. LE CONTRAT DU LOT 5 ET À ARBORICULTURE DE BEAUCE INC. LE CONTRAT DU LOT 6 POUR LES TRAVAUX D'ABATTAGE DE FRÊNES DÉPÉRISSANTS ET D'ARBRES DANGEREUX DANS LES GRANDS PARCS DE LA VILLE DE MONTRÉAL 2019-2021 POUR UNE DÉPENSE TOTALE DE 5 037 451,43 $ INCLUANT LES SOUMISSIONS, TAXES, BUDGET DE CONTINGENCES ET VARIATION DE QUANTITÉ - APPEL D'OFFRES PUBLIC 19-17690 - SIX SOUMISSIONNAIRES.",CG19 0477,2019-10-25,353353
ÉLAGAGE PRESTIGE INC.,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION GESTION DES PARCS ET BIODIVERSITÉ,1198144003,"OCTROYER À ENTREPRENEURS PAYSAGISTES STRATHMORE (1997) LTÉE LES CONTRATS DES LOTS 1 ET 2, À SERVIFORÊT INC. LE CONTRAT DU LOT 3, À ÉLAGAGE PRESTIGE INC. LE CONTRAT DU LOT 5 ET À ARBORICULTURE DE BEAUCE INC. LE CONTRAT DU LOT 6 POUR LES TRAVAUX D'ABATTAGE DE FRÊNES DÉPÉRISSANTS ET D'ARBRES DANGEREUX DANS LES GRANDS PARCS DE LA VILLE DE MONTRÉAL 2019-2021 POUR UNE DÉPENSE TOTALE DE 5 037 451,43 $ INCLUANT LES SOUMISSIONS, TAXES, BUDGET DE CONTINGENCES ET VARIATION DE QUANTITÉ - APPEL D'OFFRES PUBLIC 19-17690 - SIX SOUMISSIONNAIRES.",CG19 0477,2019-10-25,407225
ARBORICULTURE DE BEAUCE INC.,100% AGGLO,SERVICE DES GRANDS PARCS_DU MONT-ROYAL ET DES SPORTS,DIRECTION GESTION DES PARCS ET BIODIVERSITÉ,1198144003,"OCTROYER À ENTREPRENEURS PAYSAGISTES STRATHMORE (1997) LTÉE LES CONTRATS DES LOTS 1 ET 2, À SERVIFORÊT INC. LE CONTRAT DU LOT 3, À ÉLAGAGE PRESTIGE INC. LE CONTRAT DU LOT 5 ET À ARBORICULTURE DE BEAUCE INC. LE CONTRAT DU LOT 6 POUR LES TRAVAUX D'ABATTAGE DE FRÊNES DÉPÉRISSANTS ET D'ARBRES DANGEREUX DANS LES GRANDS PARCS DE LA VILLE DE MONTRÉAL 2019-2021 POUR UNE DÉPENSE TOTALE DE 5 037 451,43 $ INCLUANT LES SOUMISSIONS, TAXES, BUDGET DE CONTINGENCES ET VARIATION DE QUANTITÉ - APPEL D'OFFRES PUBLIC 19-17690 - SIX SOUMISSIONNAIRES.",CG19 0477,2019-10-25,789349
ENTREPRISE SANITAIRE F.A. LTÉE,43% AGGLO 57% VILLE,SERVICE DE L'ENVIRONNEMENT,DIRECTION DE LA GESTION DES MATIÈRES RÉSIDUELLES,1196717003,"AUTORISER LES OPTIONS DE PROLONGATION (12 MOIS + 12 MOIS) PRÉVUES AUX CONTRATS DE COLLECTE, TRANSPORT ET ÉLIMINATION POUR QUATRE (4) ARRONDISSEMENTS, ET AUX CONTRATS D’ÉLIMINATION POUR SIX (6) ARRONDISSEMENTS ET CINQ (5) VILLES LIÉES, POUR UNE PÉRIODE MAXIMALE DE 24 MOIS, D'UN MONTANT TOTAL MAXIMAL DE 34 074 478 $ TAXES INCLUSES (MONTANT DE PROLONGATION TOTAL D'UNE VALEUR DE 33 864 496 $ PLUS UN MONTANT DE CONTINGENCES TOTALISANT 209 982 $), MAJORANT LE MONTANT TOTAL DES CONTRATS À 116 351 265 $ - AUTORISER UN AJUSTEMENT RÉCURRENT À LA BASE BUDGÉTAIRE DU SERVICE DE L'ENVIRONNEMENT, À COMPTER DE L'ANNÉE 2020, COMME INDIQUÉ DANS LES ASPECTS FINANCIERS DU DOSSIER POUR UN MONTANT TOTAL DE 2 617 945 $ (TAXES NETTES).",CG19 0479,2019-10-25,3556220.817
ENTREPRISE SANITAIRE F.A. LTÉE,43% AGGLO 57% VILLE,SERVICE DE L'ENVIRONNEMENT,DIRECTION DE LA GESTION DES MATIÈRES RÉSIDUELLES,1196717003,"AUTORISER LES OPTIONS DE PROLONGATION (12 MOIS + 12 MOIS) PRÉVUES AUX CONTRATS DE COLLECTE, TRANSPORT ET ÉLIMINATION POUR QUATRE (4) ARRONDISSEMENTS, ET AUX CONTRATS D’ÉLIMINATION POUR SIX (6) ARRONDISSEMENTS ET CINQ (5) VILLES LIÉES, POUR UNE PÉRIODE MAXIMALE DE 24 MOIS, D'UN MONTANT TOTAL MAXIMAL DE 34 074 478 $ TAXES INCLUSES (MONTANT DE PROLONGATION TOTAL D'UNE VALEUR DE 33 864 496 $ PLUS UN MONTANT DE CONTINGENCES TOTALISANT 209 982 $), MAJORANT LE MONTANT TOTAL DES CONTRATS À 116 351 265 $ - AUTORISER UN AJUSTEMENT RÉCURRENT À LA BASE BUDGÉTAIRE DU SERVICE DE L'ENVIRONNEMENT, À COMPTER DE L'ANNÉE 2020, COMME INDIQUÉ DANS LES ASPECTS FINANCIERS DU DOSSIER POUR UN MONTANT TOTAL DE 2 617 945 $ (TAXES NETTES).",CG19 0479,2019-10-25,6637853.27
