id,Nom,Description Long Français,* Arrondissement ou pôle,* Gratuit / Payant,* Intérêts / Type d'événement,* Intérieur / Extérieur,Dates de présentation de l'événement/activité,Lieux
776,Le Pique-Nique,"Tous les jours entre 19h15 et 22h45** Les heures sont sujettes à changement **Un homme, une femme, cha-bada-bada... boum!Un couple d’amoureux s’apprête à s’éclipser de la ville à bord de sa toute nouvelle Studebaker 1957 rouge. La journée s’annonce idyllique pour un pique-nique romantique. Leur destinée en a décidé autrement... Embarquez pour ce drôle de voyage !Espace Forain est une compagnie de théâtre de rue qui produit des spectacles, des animations et des performances musicales dans le cadre de festivals et d’événements publics, privés ou corporatifs. Pour la compagnie, il est de toute première urgence d’actualiser l’art, de l’insérer directement dans l’espace social et ainsi contrer la tendance à la banalisation. CRÉDITS DU SPECTACLEMise en scène : Francine Côté et James KeylonComédiens : Maxime Berthiaume et Annick Premont",Ville-Marie,Gratuit,Famille et jeunesse/Humour/Théâtre et variété,Extérieur,du 6 au 15 juillet,PISTE AZUR | Rue Saint-Denis
772,Le Quintette à vue,"Tous les jours entre 17h30 et 21h30La représentation de 17h30 du lundi 24 juillet est annulée à cause de la pluie.** Les heures sont sujettes à changement **Un quintette à cordes sur échasses (!) présente une fantaisie verticale pour le plaisir des yeux et des oreilles!LE QUINTETTE À VUE est un concept tout en hauteur où perception sonore et illusion chorégraphique sont au rendez-vous. Il s’agit d’un quintette à cordes où cinq musiciens sur échasses se déploient de haut en bas (deux violons, une guitare, un violoncelle et une contrebasse). Chaque performeur-musicien est vêtu d’une tenue de concert et les personnages ont à la place de leur tête, un œil géant d’où émane une étrange lumière. Ces Belles Bêtes à tête d’œil sont dirigées par un petit chef d’orchestre au sol qui leur fait faire tout ce qu’il veut périlleusement ou simplement, en coordonnant sons, gestuelles et lumières pour un spectacle incomparable.Le collectif les Belles Bêtes a été créé en 2007 dans le but de développer de petits et grands projets artistiques où les disciplines se mélangent, s’interchangent et se transcendent pour mettre de l’avant un certain Art Total. Les Belles Bêtes s'intéressent à l'univers forain et plus particulièrement aux phénomènes de foires, elles explorent les difformités humaines (nanisme, gigantisme, bête mi-homme mi-animal, déformations génétiques) le rapport à l’autre (proximité, dépendance, complicité), au corps (obésité, féminité, masculinité, ambivalence des genres) ainsi qu'aux sons (univers musicaux, instrumentations contemporaine ou classique et genres musicaux très variés.) Elles créent ainsi différents personnages issus de mondes imaginaires toujours en rythme, en musique, en théâtre, en danse et en cirque. CRÉDITS DU SPECTACLEChantal Simard : Créatrice du projet et violoniste échassièreZenelie Codel : Violoniste échassièreMichael Cotnoir : Guitariste échassierFrédérique Lapointe : Violoncelliste sur coturne Hugo Chaput : ContrebassisteJez Leblanc : Chef d'orchestre, homme à tout faire + ukulélé Compositeur : Michael CotnoirCostumes : Sandra TurgeonCrédit photo : Josias Gob",Ville-Marie,Gratuit,Cirque/Musique/Théâtre et variété,Extérieur,du 17 au 25 juillet,Déambulation - rue Saint-Denis | Quartier latin
383,Le rassemblement du 375e à Saint-Léonard,"L'arrondissement de Saint-Léonard invite les citoyens à participer, à compter de 12 h 30, à une foule d'activités proposée aux petits comme aux plus grands! Ce sera notamment l'occasion, à 14 h, d'inaugurer la nouvelle scène culturelle, d'assister, à 16 h, au lancement de la saison culturelle 2017-2018 de l'arrondissement et d'apprécier, à 18 h 30, le spectacle d'Annie Villeneuve avec, en première partie, Coco Méliès. C'est un rendez-vous à ne pas manquer!",Saint-Léonard,Gratuit,Famille et jeunesse/Musique/Événements de quartier,Extérieur,17 juin,Parc Wilfrid-Bastien
15,Le Super Méga Continental,"15 et 16 septembre - 20h16 et 17 septembre - 16hRendez-vous sur la place des Festivals pour Le Super Méga Continental, une gigantesque danse en ligne contemporaine qui célébrera le 375e anniversaire de Montréal de façon spectaculaire! Imaginé par le réputé chorégraphe Sylvain Émard, ce projet un peu fou réunit 375 danseurs amateurs qui se donneront corps et âme dans une oeuvre démesurée. Ne manquez pas cette fête endiablée où seul compte le plaisir de danser!Depuis la première édition du Grand Continental au Festival TransAmériques (FTA) en 2009, le concept a fait le tour du monde: du Mexique à la Corée du Sud en passant par les États-Unis et la Nouvelle-Zélande, près de 2000 interprètes ont participé à l'une ou l'autre de ces 13 éditions, attirant pas loin de 85 000 spectateurs.Porté par ce succès et à la demande générale, le plus contemporain des set carrés revient enfin dans la ville qui l'a vu naître, avec une chorégraphie entièrement renouvelée. Reflétant la diversité de la métropole, Le Super Méga Continental rassemblera 375 danseurs amateurs locaux de tous âges et tous horizons. À l'issue du spectacle, la place des Festivals se transformera en piste de danse à ciel ouvert pour un véritable party chorégraphique réunissant danseurs et spectateurs avec Poirier aux platines lors des représentations en soirée.Auditions les 28 février, 1er et 2 mars.Pour s'inscrire aux auditions : http://www.sylvainemard.com/fr/creations/auditions-pour-le-super-mega-continental/Ce spectacle est une coprésentation de Sylvain Émard Danse et du Festival TransAmériques.",Ville-Marie/Quartier des spectacles,Gratuit,Danse,Extérieur,Du 15 au 17 septembre 2017,Place des Festivals
800,Le Wanabashow,"Tous les jours entre 17h30 et 21h** Les heures sont sujettes à changement **Oh non, les Zurlubelrus sont de retour! Courez! Accourez!Les Zurlubelrus vivent leur quotidien dans un monde d’excès et d’extraordinaire. Peu importe l’endroit ou le temps, ces comiques culottés ne changent rien à leurs cœurs et costumes… Cette famille de saltimbanques ne recule devant rien pour laver son linge en public, au beau milieu de la rue! À votre réveil, surveillez autour de vous, les Zurlubelrus sont peut-être en train d’aménager leur basse-cour tout près. Ces insolites personnages repoussent les frontières du réel et grafignent au passage des cultes qui nous sont chers. Un spectacle de théâtre-cirque où l’on se picosse l’ego et le corps à coup de clowneries et virevoltages. Leurs routines auront vite fait de vous dérouter. Ne prenez pas la poudre d’escampette! Entre les mains de ces joyeux lurons, la conformité passe un mauvais quart d’heure… pour des siècles de plaisir! Parodies, prouesses et paradis perdus.Théâtre d’humour et de connivence, Drôldadon crée des PEP…des Prestations dans l’Espace Public. Drôldadon fait vivre ses valeurs et son imaginaire insolite en  jouant pour tous et avec tous. Que ce soit en spectacles fixes, déambulatoires ou d’animation de rue, leurs performances se déroulent dans tous les lieux possible et improbables, été comme hiver. Dirigée par Marie-Paule Rozon , artiste multidisciplinaire et médiatrice culturelle, Drôldadon propose un univers qui tente de retranscrire les réalités humaines, quotidiennes ou intemporelles, intérieures ou collectives et prône le droit à la  différence. L'ensemble exprimé par un jeu comique, une gestuelle poétique, par un visuel bavard, par une parole folle, engagée et par les interactions avec le public. Direction : Marie-Paule RozonCrédit photo : Manuel Acevedo Civantos",Ville-Marie,Gratuit,Famille et jeunesse/Humour/Théâtre et variété/Cirque,Extérieur,du 17 au 23 juillet,PISTE VERTE | Rue Saint-Denis
29,Leonard Cohen - Une brèche en toute chose,"Le MAC présente Leonard Cohen – Une brèche en toute chose, une exposition d’envergure internationale offerte dans le cadre du 375e anniversaire de Montréal.Par ses poèmes et son répertoire musical et lyrique, Cohen continue à toucher un très vaste public et à influencer d’innombrables créateurs de toutes les disciplines et de toutes les générations à travers le monde. Cette exposition se veut un hommage à cette star planétaire, véritable icône de la culture montréalaise.Cette exposition pluridisciplinaire permettra au Musée d’art contemporain de Montréal de proposer au public une collection d’œuvres inédites expressément commandées et conçues par des artistes locaux et internationaux qui s’inspireront de l’esthétique et des thèmes récurrents dans l’œuvre du grand maître. Ces artistes proviendront du domaine des arts visuels, de la performance, de la musique, de l’écriture et du cinéma, offrant ainsi au visiteur une expérience dynamique, participative, globale et immersive.« Leonard Cohen a constellé notre imaginaire collectif de réflexions et de chansons sur plusieurs sujets et thématiques qui nous touchent tous en tant qu’êtres humains. D’ailleurs, l’un des thèmes fondamentaux dans l’œuvre de Cohen  –  soit l’imperfection de la condition humaine – est clairement évoqué en sous-titre, Une brèche en toute chose. Cette expression provient d’une chanson phare du répertoire de Cohen intitulée Hymne (Anthem). L’artiste y suggère que la rédemption et l’espoir sont toujours possibles, car c’est justement à travers cette brèche que la lumière pénètre et fait rejaillir la vie. » - John Zeppetelli, directeur général et conservateur en chef du MACIl y a une brèche en toute chose;c’est ainsi qu’entre la lumière.(Hymne, Leonard Cohen, 1992)",Ville-Marie/Quartier des spectacles,Payant,Arts visuels/Cinéma et télévision/Danse/Musique/Science et technologie,Intérieur,Du 9 novembre 2017 au 1er avril 2018,Musée d'art contemporain de Montréal
175,Les Amuse-Bouches,,Rosemont–La Petite-Patrie,Gratuit,Arts visuels/Cirque/Musique/Histoire et patrimoine/Théâtre et variété/Événements de quartier/Famille et jeunesse,Extérieur,Mai à septembre,Lieux publics
785,Les animaux qui roulent!!!!,"Tous les jours entre 17h30 et 21h00** Les heures sont sujettes à changement **C’est très simple. Ce sont les enfants qui font le spectacle! Ils sont invités à vivre une expérience unique et inoubliable sur le dos d’un gros toutou roulant. Grâce au ZOO ROULE, les enfants se promènent librement sur le dos de leur animal préféré en peluche… et en version électrique.Les enfants ont le choix parmi plusieurs animaux sur lesquels ils peuvent s’asseoir seuls, ou accompagnés par un de leurs parents, selon leur âge. Ils pourront ainsi se promener à leur guise dans l’endroit qui leur est destiné lors de l’événement.Les animaux qui roulent!!! est une activité familiale qui réservent des moments de pure joie aux enfants.La compagnieLa société Zoo Roule Inc., fondée en 2016, s’est associée aux Cinémas Guzzo qui se sont intéressés rapidement à ces petites bêtes électriques pour ses cinémas. Le succès fut immédiat. Puis ont suivi d’autres fidèles partenaires tels que l’hôpital Ste-Justine, l’hôpital de Montréal pour enfants, les Galeries des Sources, le Festival de la famille à Trois-Rivières et plusieurs autres activités au Québec.",Ville-Marie,Gratuit,Famille et jeunesse,Extérieur,du 6 au 11 juillet,Rue Saint-Denis | Quartier latin
676,Les années 60 à Montréal : photographies des Archives de Montréal,"Montréal se transforme. Les années 60 bouleverseront le Québec et particulièrement la métropole. Le métro, l’Expo 67, la Place des Arts… Que de grands projets d’infrastructures à découvrir! Présentation de photographies provenant des Archives de Montréal.",Ville-Marie,Gratuit,Arts visuels/Histoire et patrimoine,Intérieur,22 avril au 6 mai,Hall d'honneur de l'hôtel de ville
809,Les Bigbrôzeurs,"Tous les jours entre 20h30 et 21h20** Les heures sont sujettes à changement **Un spectacle ambulant qui vous poursuit… pas à pas. Vous pourriez bien être leur prochaine victime.«Les Bigbrôzeurs» sont quatre jumeaux (qui ressemblent à s’y méprendre à des quadruplets) géants de 2,50 m avec des cous qui s'étirent jusqu'à 3 m pour voir plus loin. Imperméables et borsalinos, bottes de pluie et lunettes double foyers, ils suivent, poursuivent, observent, se cachent pour mieux surprendre les gens ou se mêlent à la foule, perturbant la vie urbaine, toisant le monde de leurs regards inquisiteurs. «Les Bigbrôzeurs», méchants ou gentils, imbéciles sûrement, sont sans gêne pour se pencher sur n'importe qui ou n'importe quoi, focalisant tous les regards. On se retourne toujours sur leur passage et l'on se surprend à les suivre pour rire de leur victime, quand, soudain, c'est sur nous qu'ils se retournent !La Compagnie Albedo est une troupe qui existe depuis 1994 et se produit dans le monde entier. Elle compte aujourd’hui plus de 2000 représentations, avec 7 créations dans près de 50 pays. Son théâtre de rue souvent déambulatoire, aime à être visuel et suit différentes sources d’inspiration : le théâtre du corps en mouvement, de l’objet, de la marionnette, du masque, de l’improvisation, de l’absurde et du burlesque.Distribution : Stephane CLEMENT, Fabrice DUVAL, Florence LEIRE, Francoise Boccadifoco",Ville-Marie,Gratuit,Arts visuels/Cirque/Famille et jeunesse/Humour,Extérieur,24 et 25 juillet,Déambulation - rue Saint-Denis | Quartier latin
68,Les chats de ruelles,"Présenté par la coopérative Le Comité en collaboration avec La TohuChats de ruelles est une fête mobile qui s’installera à chaque week-end dans la tournée des 19 arrondissements de Montréal. Cet événement est une occasion unique de créer des ponts entre les résidents du quartier et les milieux culturels et citoyens. Une programmation festive et familiale comprenant des ateliers d’agriculture urbaine, des performances de cirque, des concerts d'artistes émergents, des projections en plein-air ainsi qu’une expérience de réalité augmentée seront au rendez-vous pour le plus grand plaisir des jeunes et moins jeunes.Chats de ruelles, c'est un rendez-vous unique et convivial pour découvrir et célébrer les ruelles de Montréal. C’est aussi une occasion de mettre en valeur le patrimoine urbain, culturel et environnemental des ruelles dans un contexte des plus festifs.",,,Cirque/Famille et jeunesse/Musique,,,
792,Les chimères,"Tous les jours entre 17h30 et 23h, sauf le 11 juillet (17h30 à 18h15 seulement)** Les heures sont sujettes à changement **Sancho et Don Quichotte, deux marionnettes géantes, amènent rêve et émerveillement, pour les petits et pour les grands.Don Quichotte, ami d'enfance de Sancho, est une légende. Les combats contre les moulins terminés, c'est à pied qu'il voyage et vient parader. Ne vous fiez pas à son uniforme, il est venu en paix. Fidèle écuyer de Don Quichotte et de sa Dulcinée et grand voyageur, Sancho est aussi très joueur et farceur.La compagnie Les Géants du Sud est née en 2004 au pied des Cévennes. Elle réunit plasticiens, constructeurs, peintres et costumiers. Depuis plus de 10 ans, la compagnie a sillonné la France et s'est exportée à l'international sur 4 continents. Aujourd'hui basée à Saint-Hippolyte du Fort, elle continue de se renouveler, notamment par la création des marionnettes de feu, spectacle de flammes unique au monde.",Ville-Marie,Gratuit,Cirque/Famille et jeunesse/Humour/Théâtre et variété,Extérieur,du 11 au 16 juillet,Déambulation - rue Saint-Denis | Quartier latin
55,Les clochers de Montréal,,Ahuntsic-Cartierville/Anjou/Côte-des-Neiges–Notre-Dame-de-Grâce/Lachine/LaSalle/Le Plateau-Mont-Royal/Le Sud-Ouest/L’Île-Bizard–Sainte-Geneviève/Mercier–Hochelaga-Maisonneuve/Montréal-Nord/Outremont/Pierrefonds-Roxboro/Rivière-des-Prairies–Pointe-aux-Trembles/Rosemont–La Petite-Patrie/Saint-Laurent/Saint-Léonard/Verdun/Ville-Marie/Villeray–Saint-Michel–Parc-Extension/Centre-ville/Parc Jean-Drapeau/Parc olympique/Quartier des spectacles/Vieux-Montréal,Gratuit,,Extérieur,17 mai 2017,
366,Les contes de Verdun - soirées Bivouac,"Trois groupes importants qui ont marqué le développement du Grand Sud-Ouest seront mis de l’avant pour évoquer les grandes étapes de l’histoire de Verdun. L’histoire des communautés irlandaises, madelinoises et autochtones se dévoilera à l’aide d’une application géolocalisée qui invitera les citoyens à découvrir le passé du quartier et à suivre un parcours offert en libre-service.Au programme de l’été, trois soirées de bivouac feront entendre les paroles de trois auteurs. À chacune de ces soirées, un conteur invité prêtera sa voix pour raconter une des histoires imaginées par l’un de ces auteurs. La place publique sera transformée en camp de bivouac : pique-nique, feu de camp, et jam de musiques seront de la partie!20 juillet - Les Madelinots – « La grande traversée » par Cédric Landry17 août - Les Irlandais – « L’homme qui n’avait pas de chance » par Éric Michaud1er septembre - Les Premières Nations – «Pelazak ta awanochwipelazak » par Sylvain RivardDu 20 juillet au 31 octobre 2017 Prolongez l’expérience des soirées de contes et téléchargez gratuitement une application sur votre téléphone. Vous pourrez ainsi parcourir à votre guise la Promenade Wellington en écoutant des mini-contes inspirés par les lieux et les faits qui s’y sont déroulés. À proximité des lieux d’écoute, des objets et mises en scènes matérialiseront chaque histoire, à vous de les trouver ! Dates de disponibilité des 3 parcours sonores :20 juillet – 31 octobre - Les Madelinots17 août – 31 octobre - Les Irlandais1er septembre – 31 octobre - Les Premières Nations Téléchargez l’application « Les Contes de Verdun » sur L’app Store et Google Play.",Verdun,Gratuit,Famille et jeunesse/Histoire et patrimoine/Littérature/Théâtre et variété/Événements de quartier/Événements autochtones,Extérieur,20 juillet au 31 octobre,Promenade Wellington
793,Les facteurs,"Tous les jours entre 19h15 et 22h30** Les heures sont sujettes à changement **Deux facteurs curieux, serviables et qui connaissent un peu trop votre vie déballent, à tout venant, vos secrets… Indiscrétion garantie !Deux personnages curieux et attachants, qui connaissent les moindres recoins du quartier, toutes les habitudes de leurs clients et même celles de leurs chiens dévoilent à tous les courriers personnels qui tombent entre leurs mains. On assiste alors à un déballage de vies au fil de lettres d’amour ou d’anonymes, de dénonciations, de calomnies, de cartes postales, de mandats… Convivial, tout public, participatif, interactif, drôle et loufoque.No Tunes International, compagnie théâtrale, a été créée et implantée à Marseille en 2001. Le but de la compagnie est que chaque individu puisse se projeter, se saisir du contenu comme d’un miroir de sa propre existence. L’ambition étant d’amener une plus grande légèreté à la vie, à l’analyse des situations, au regard de l’autre.Artistes : Fabrice Watelet et Patrice Vion",Ville-Marie,Gratuit,Famille et jeunesse/Humour,Extérieur,du 11 au 16 juillet,Déambulation - rue Saint-Denis | Quartier latin
212,Les Fenêtres qui parlent à Ahuntsic-Cartierville,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Ahuntsic-Cartierville,Gratuit,Arts visuels,Extérieur,2 au 6 août 2017,"Rue Fleury, St-Denis et Berri"
214,Les Fenêtres qui parlent à Anjou,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Anjou,Gratuit,Arts visuels,Extérieur,16 au 20 août 2017,Rond point avenue Marie G Lajoie
209,Les Fenêtres qui parlent à L'Île-Bizard-Sainte-Geneviève,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",L’Île-Bizard–Sainte-Geneviève,Gratuit,Arts visuels,Extérieur,12 au 16 juillet 2017,Montée de l'Église et boulevard Chèvremont
204,Les Fenêtres qui parlent à Lachine,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Lachine,Gratuit,Arts visuels,Extérieur,7 au 11 juin 2017,Boulevard Saint-Joseph entre 21e et 29e ave
211,Les Fenêtres qui parlent à LaSalle,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",LaSalle,Gratuit,Arts visuels,Extérieur,26 au 30 juillet 2017,Rue Édouard et 1er avenue
208,Les Fenêtres qui parlent à Mercier-Hochelaga-Maisonneuve,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Mercier–Hochelaga-Maisonneuve,Gratuit,Arts visuels,Extérieur,5 au 9 juillet 2017,"Rue Bellerive et Baldwin, Lebrun et Mercier"
210,Les Fenêtres qui parlent à Montréal-Nord,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Montréal-Nord,Gratuit,Arts visuels,Extérieur,19 au 23 juillet 2017,Boulevard Gouin et Hénault et Ste-Gertrude
207,Les Fenêtres qui parlent à Notre-Dame-de-Grâce,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Côte-des-Neiges–Notre-Dame-de-Grâce,Gratuit,Arts visuels,Extérieur,28 juin au 2 juillet 2017,Chemin de la Côte-des-Neiges et Kent et Appleton
201,Les Fenêtres qui parlent à Outremont,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Outremont,Gratuit,Arts visuels,Extérieur,17 au 21 mai 2017,Ave Bernard entre Bloomfield et du Parc
203,Les Fenêtres qui parlent à Pierrefonds-Roxboro,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Pierrefonds-Roxboro,Gratuit,Arts visuels,Extérieur,31 mai au 4 juin 2017,Ferme D-Trois-Pierres
202,Les Fenêtres qui parlent à Rivière-des-Prairies - Pointe-aux-Trembles,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Rivière-des-Prairies–Pointe-aux-Trembles,Gratuit,Arts visuels,Extérieur,24 au 28 mai 2017,Rue Notre-Dame E. entre François-Langlois et Antoine Bazinet
