No de dossier ,No de Resolution,Date,Objet,Montant
1167034001,CE16 0328,2016-03-02,"1- d'autoriser une dépense estimée à 2 704,33 $ relative au déplacement de M. Pierre Desrochers, président du comité exécutif, du 5 au 10 mars 2016 à Paris (France) afin de prendre part à la 2e édition de la Semaine Montréal@Paris;  ","2704,33"
1160843002,CE16 0433,2016-03-16,"1- de ratifier la dépense de 231,62 $ relative au déplacement de M. Denis Coderre, maire de Montréal, du 4 au 5 février 2016, à Ottawa, dans le cadre du Caucus des maires des grandes villes de la Fédération canadienne des municipalités; ","231,62"
1160843003,CE16 0470,2016-03-23,"1- de ratifier la dépense de 928,87 $, relative au déplacement de M. Denis Coderre, maire de Montréal, le 29 février 2016, à New York (É.-U.), dans le cadre du Dialogue international de l'Organisation internationale pour les migrations; ","928,87"
1164310001,CE16 0494,2016-03-30,"1- d'autoriser la dépense d’un montant estimé à 2 013,15 $ relative au déplacement de M. Russell Copeman, membre du comité exécutif, du 5 au 7 avril 2016, afin de participer au congrès Cities Reducing Poverty: When Mayors Lead, à Edmonton; ","2013,15"
1163233002,CE16 0544,2016-04-06,"1- d'autoriser la dépense estimée à 1 115,19 $ relative au déplacement de M. Harout Chitilian, vice-président du comité exécutif de la Ville de Montréal, du 6 au 10 avril, à Paris, afin de prendre part au 82e Bureau exécutif de l'Association internationale des maires francophones (AIMF) ; ","1115,19"
1160843005,CE16 0597,2016-04-13,"1- de ratifier la dépense de 879,14 $, relative au déplacement, les 14 et 15 mars 2016, à Washington (É.-U.), de M. Denis Coderre, maire de Montréal, dans le cadre du lancement de la tournée américaine de l'Orchestre symphonique de Montréal ; ","879,14"
1164784005,CE16 0679,2016-04-27,"1- d’autoriser une dépense estimée à 1 838,70 $ relative au déplacement de Mme Anie Samson, vice-présidente du comité exécutif et maire de l'arrondissement de Villeray–Saint-Michel–Parc-Extension ainsi que de M. Lionel Perez, membre du comité exécutif et conseiller de ville du district de Darlington, dans l'arrondissement de Côte-des-Neiges–Notre-Dame-de-Grâce, afin d'assister aux assises 2016 de l'Union des municipalités du Québec qui se dérouleront les 11, 12 et 13 mai 2016, à Québec;  ","1838,7"
1160843004,CE16 0749,2016-05-04,"1- de ratifier une dépense au montant de 3 533,09 $ relative au déplacement de M. Denis Coderre, maire de Montréal, à Mexico City (Mexique) et à Washington D.C. (É.-U.), du 8 au 11 mars 2016, dans le cadre d'Habitat III, de METROPOLIS et du congrès du Global Infrastructure Leadership Forum; ","3533,09"
1167321001,CE16 0817,2016-05-11,"1- d'autoriser la dépense estimée à 1 589,92 $ relative au déplacement de Mme Chantal Rossi, conseillère associée à la culture, au patrimoine et au design, du 31 mai au 3 juin 2016, à Rimouski, afin de participer au colloque Les Arts et la Ville 2016 ; ","1589,92"
1164784006,CE16 0845,2016-05-18,"1- d’autoriser une dépense estimée à 8 591,45 $, relative au déplacement de MM. Michel Bissonnet, maire de l'arrondissement de Saint-Léonard et Richard Celzi, conseiller de ville du district de Tétreaultville de l'arrondissement de Mercier–Hochelaga-Maisonneuve, ainsi que de Mme Marie-Ève Brunet, conseillère d'arrondissement de l'arrondissement de Verdun, au 79e Congrès annuel et salon professionnel de la Fédération canadienne des municipalités (FCM) qui se déroulera du 2 au 6 juin 2016, au RBC Convention Centre à Winnipeg, Manitoba;","8591,45"
1161516002,CE16 0862,2016-05-25,"1- d'autoriser une dépense estimée à 1 783,10 $ relative au déplacement de madame Chantal Rouleau, membre du comité exécutif responsable de l'eau et des infrastructures de l'eau, du 14 au 17 juin 2016, à Niagara Falls (New York), afin de participer à la rencontre annuelle de l'Alliance des villes, des Grands Lacs et du Saint-Laurent et d'appuyer la nomination du maire de Montréal au poste de président au sein du conseil d'administration; ","1783,1"
1160843006,CE16 0904,2016-06-01,"1- de ratifier la dépense au montant de 8 303,52 $ relative au déplacement de M. Denis Coderre, maire de Montréal, du 25 avril au 2 mai 2016 dans le cadre d'une mission en Europe; ","8303,52"
1160843008,CE16 0905,2016-06-01,"1- de ratifier la dépense au montant de 858,12 $ relativement au déplacement de M. Denis Coderre, maire de Montréal, du 11 au 14 mai 2016, à Québec, dans le cadre des Assises annuelles de l'Union des municipalités du Québec; ","858,12"
1163233003,CE16 1007,2016-06-08,"1- d'autoriser la dépense d’un montant estimé à 1 755,11 $ relative au déplacement de M. Harout Chitilian, vice-président du comité exécutif, afin de participer au Intelligent Community Forum Summit 2016, qui se tiendra à Columbus, Ohio, du 14 au 17 juin 2016;  ","1755,11"
1167321002,CE16 1098,2016-06-15,"1- d'autoriser la dépense estimée à 2 291,73 $ relative au déplacement de Mme Manon Gauthier, membre du comité exécutif responsable de la culture, du patrimoine, du design, de l'Espace pour la vie et du statut de la femme à Lyon (France), du 16 au 19 juin 2016, afin de prendre part au lancement de la ligne aérienne directe d’Air Canada reliant les villes de Montréal et de Lyon ; ","2291,73"
1160090001,CE16 1129,2016-06-22,"1- d'autoriser la dépense estimée à 2 307,07 $, relative au déplacement de M. Aref Salem, membre du comité exécutif et responsable du transport, du 25 au 29 juin 2016, à Paris (France), afin de participer à la Conférence internationale « Cities for air »; ","2307,07"
1163905001,CE16 1178,2016-07-06,"1- d'autoriser une dépense estimée à 660,10 $ relative au déplacement de Mme Anie Samson, vice-présidente du comité exécutif, responsable de la sécurité publique et des services aux citoyens, du 11 au 12 juillet 2016, à Toronto, afin d'effectuer une visite du Centre de contact 311; ","660,1"
1160843009,CE16 1252,2016-08-03,"1- d'autoriser une dépense estimée à 6 257 $ relative au déplacement de Mme Manon Gauthier, membre du comité exécutif responsable de la culture, du patrimoine, du design, de l'Espace pour la vie et du statut de la femme, afin de prendre part au lancement officiel des ArtsGames qui se tiendra à Rio de Janeiro (Brésil), du 8 au 13 août 2016 ; ",6257
1164784010,CE16 1405,2016-08-24,"1- d'autoriser la dépense estimée à 3 772,13 $ relative au déplacement de MM. Michel Bissonnet, maire de l'arrondissement de Saint-Léonard et Richard Celzi, conseiller de ville du district de Tétreaultville de l'arrondissement de Mercier–Hochelaga–Maisonneuve, ainsi que de Mme Marie-Ève Brunet, conseillère d'arrondissement de Verdun afin d'assister aux réunions du conseil d'administration de la Fédération canadienne des municipalités (FCM) qui se tiendront du 13 au 16 septembre 2016, à Oakville en Ontario ; 2 - d'accorder des avances de fonds de 1 408,50 $ à M. Michel Bissonnet, de 1 143,31 $ à M. Richard Celzi et de 985,98 $ à Mme Marie-Ève Brunet; ","3772,13"
1166849001,CE16 1422,2016-08-31,"1- d'autoriser la dépense estimée à 2 842,40 $ relative au déplacement de Mme Manon Gauthier, membre du comité exécutif responsable de la culture, du patrimoine, du design, de l'Espace pour la vie et du statut de la femme, afin de prendre part à la Table ronde des maires dans le cadre de la réunion annuelle du Réseau des villes créatives de l’UNESCO, à Östersund (Suède), du 12 au 17 septembre 2016; ","2842,4"
1162178001,CE16 1423,2016-08-31,"1- d'autoriser la dépense estimée à 5 725 $ relative au déplacement de M. Pierre Desrochers, président du comité exécutif, les 7 et 8 septembre 2016, à Londres (Royaume Uni), afin de prendre part à une mission économique organisée par Tourisme Montréal dans le but de rencontrer les organisateurs du « World Corporate Games » pour rehausser la candidature de la Ville en vue de la venue d'un congrès à Montréal;  ",5725
1160974002,CE16 1480,2016-09-14,"1- d'autoriser une dépense estimé à 3 385,09 $ relative au déplacement de M. Marc-André Gadoury, conseiller de ville responsable du dossier vélo, à Copenhague (Danemark), du 18 au 22 septembre 2016, afin d’étudier les pratiques liées au déplacement cycliste déjà en place dans la ville danoise, et ce, accompagné par l’expertise de la Copenhagenize Design Company; ","3385,09"
1161680001,CE16 1533,2016-09-21,"1- d’autoriser une dépense estimée à 2 056,21 $, relative au déplacement de M. Dimitrios (Jim) Beis, membre du comité exécutif, responsable de l’approvisionnement, des sports et loisirs ainsi que des communautés d’origines diverses, du 8 au 13 octobre 2016, à Lausanne (Suisse), afin de participer à la Réunion annuelle des Villes Olympiques et à la troisième édition du « Smart Cities & Sport Summit »; ","2 056,21"
1160843013,CE16 1543,2016-09-21,"1- d'autoriser une dépense estimée à 1 740,47 $, relative au déplacement, du 23 au 29 septembre 2016, de M. Richard Deschamps, conseiller de ville, afin de prendre part au High Level Forum qui se tiendra à Grenoble en France; ","1 740,47"
1160843012,CE16 1558,2016-09-28,"1- de ratifier la dépense de 988,70 $ relative au déplacement de M. Denis Coderre, maire de Montréal, les 11 et 12 septembre 2016, à Sept-Îles, dans le cadre de la tournée des régions du Québec;  ","988,7"
1164310003,CE16 1559,2016-09-28,"1- d'autoriser une dépense estimée à 1 003 $ relativement au déplacement de M. Russell Copeman, membre du comité exécutif, les 29 et 30 septembre 2016, afin de participer au Sommet sur l'habitation organisé par la Ville de Toronto, à Toronto;  ",1003
1167034002,CE16 1561,2016-09-28,"1- d'autoriser une dépense estimée à 6 658,20 $, taxes incluses, relative au déplacement de M. Aref Salem, membre du comité exécutif, responsable du transport, du 7 au 15 octobre 2016, à Melbourne (Australie), afin de participer au 23e congrès mondial dédié aux systèmes de transport intelligents (ITS);  ","6 658,20"
1160843014,CE16 1578,2016-10-05,"1- de ratifier la dépense d’un montant de 716,66 $ relative au déplacement, le 20 septembre 2016, de M. Denis Coderre, maire de Montréal, à New York City, afin de prendre part au Comité de haut niveau sur la sécurité routière et à la rencontre du Groupe pilote international en économie sociale et solidaire; ","716,66"
1164310004,CE16 1579,2016-10-05,"1- d'autoriser la dépense d’un montant estimé à 4 648,19 $ relative au déplacement de M. Russell Copeman, membre du comité exécutif, du 15 au 23 octobre 2016, afin de participer à la conférence Habitat III à Quito, en Équateur; ","4 648,19"
1163072001,CE16 1637,2016-10-12,"1- d'autoriser une dépense estimée à 3 417,51 $ relative au déplacement de Mme Érika Duchesne, responsable de la Politique de l'enfant, du 4 au 10 novembre 2016, à Gand (Belgique), afin de participer à la 8e conférence internationale « Les enfants dans la ville » (Child in the City); ","3 417,51"
1161516003,CE16 1670,2016-10-19,"1- d'autoriser la dépense estimée à 621,86 $ relative au déplacement de madame Chantal Rouleau, membre du comité exécutif responsable de l'eau et des infrastructures de l'eau, du 26 au 27 octobre 2016, à Ottawa, afin de participer à la Journée sur la colline Parlementaire de l'Alliance des villes des Grands Lacs et du Saint-Laurent; ","621,86"
1160843010,CE16 1720,2016-11-02,"1- de ratifier la dépense d’un montant de 3 658,51 $ relative au déplacement de M. Denis Coderre, maire de Montréal, du 1er au 4 juin 2016, à Genève et à Nice (Europe), afin de rencontrer des dirigeants membres de la Fédération internationale de l'automobile (FIA);  ","3658,51"
1160843015,CE16 1721,2016-11-02,"1- de ratifier la dépense d’un montant de 2 839,43 $ relative au déplacement de M. Denis Coderre, maire de Montréal, du 27 septembre au 1er octobre 2016, à Beyrouth (Liban), dans le cadre du Congrès de l'Association internationale des maires francophones (AIMF);  ","2839,43"
1164784011,CE16 1764,2016-11-09,"1- d'autoriser la dépense estimée à 3 884,87 $ relative au déplacement de MM. Michel Bissonnet, maire de l'arrondissement de Saint-Léonard et Richard Celzi, conseiller de la Ville du district de Tétreaultville, de l'arrondissement de Mercier–Hochelaga-Maisonneuve, ainsi que de Mme Marie-Ève Brunet, conseillère d'arrondissement de Verdun afin d'assister aux réunions du conseil d'administration de la Fédération canadienne des municipalités (FCM) qui se tiendront du 21 au 25 novembre 2016, à Ottawa; 2- d'accorder des avances de fonds de 1 407,57 $ à M. Michel Bissonnet, de 926,90 $ à M. Richard Celzi et de 1 550,40 $ à Mme Marie-Ève Brunet;  ","3884,87"
1160090002,CE16 1765,2016-11-09,"1- d'autoriser la dépense estimée à 2 930,80 $ relative au déplacement de M. Réal Ménard, membre du comité exécutif, responsable du développement durable, de l’environnement, des grands parcs et des espaces verts, du 12 au 16 novembre 2016, afin de participer à la 22e Conférence des Nations unies sur les changements climatiques, à Marrakech, au Maroc;  ","2930,8"
1161143002,CE16 1766,2016-11-09,"1- d'autoriser la dépense estimée à 5 150,41 $ relative au déplacement de M. Lionel Perez, membre du comité exécutif, responsable des infrastructures, de la Commission des services électriques, de la gouvernance, de la démocratie et des relations gouvernementales, du 10 au 20 novembre 2016, en Israël et en Cisjordanie, afin de prendre part à la mission économique du maire de Montréal, organisée en collaboration avec la Chambre de commerce du Montréal métropolitain;  ","5 150,41"
1167034003,CE16 1774,2016-11-09,"1- d’autoriser la dépense de 320 $ relative à la participation de M. Marc-André Gadoury, conseiller de ville et responsable du dossier vélo, au 12e Colloque international francophone des Villes et Villages en santé et des Villes-Santé de l’Organisation mondiale de la Santé qui se tiendra à Montréal, les 23 et 24 novembre 2016; ",320
1160843017,CE16 1830,2016-11-16,"1- de ratifier la dépense de 143,66 $ relative au déplacement, de M. Denis Coderre, maire de Montréal, à La Tuque, du 26 au 27 octobre 2016, dans le cadre de la Rencontre des Maires et du Mouvement des Centres d'amitié autochtones du Québec;  ","143,66"
1160090003,CE16 1986,2016-12-07,"1- d'autoriser une dépense estimée à 2 210,81 $ relative au déplacement de M. Réal Ménard, membre du comité exécutif, du 9 au 12 décembre 2016, afin de participer à la Conférence des Nations Unies sur la Biodiversité - COP 13, à Cancun (Mexique); ","2210,81"
1160843011,CE16 2066,2016-12-14,"1- de ratifier une dépense au montant de 1 480,52 $ relative au déplacement, du 18 au 21 juillet 2016, de M. Denis Coderre, maire de Montréal, dans le cadre d'une mission à Boston (États-Unis); ","1480,52"
1160843016,CE16 2109,2016-12-21,"1- de ratifier une dépense de 1 986,10 $ relative au déplacement, du 12 au 19 octobre 2016, de M. Denis Coderre, maire de Montréal, à Bogota (Colombie) et à Quito (Équateur) dans le cadre du 5e Congrès mondial de Cités et gouvernements locaux unis (CGLU) et de la 3e Conférence des Nations Unies sur le logement et le développement urbain durable (Habitat III); ","1986,1"
1160843018,CE16 2110,2016-12-21,"1- de ratifier une dépense de 6 494,07 $ relative au déplacement, du 11 au 19 novembre 2016, de M. Denis Coderre, maire de Montréal, en Israël et en Cisjordanie, dans la cadre d'une mission économique dirigée conjointement par les maires de Montréal et de Toronto; ","6494,07"
1171143001,CE17 0099,2017-02-01,"1- d'autoriser une dépense estimée à 5 701,24 $ relative au déplacement de M. Pierre Desrochers, président du comité exécutif, du 4 au 11 février 2017, afin de prendre part à une mission en Europe (Oslo, Helsinki et Reykjavik); ","5701,24"
1170843001,CE17 0203,2017-02-15,"1- de ratifier la dépense de 266,53 $ relative au déplacement de M. Denis Coderre, maire de Montréal, du 19 au 20 janvier 2017, à Ottawa, dans le cadre du Caucus des maires des grandes villes de la Fédération canadienne des municipalités; ","266,53"
1171680001,CE17 0240,2017-02-22,"1- d’autoriser une dépense estimée à 838,34 $, relative au déplacement de M. Dimitrios (Jim) Beis, membre du comité exécutif, responsable de l’approvisionnement, des sports et loisirs ainsi que des communautés d’origines diverses, du 24 au 25 février 2017, à Alma (Québec), afin de participer à la cérémonie d’ouverture et présentation de la 52e Finale des Jeux du Québec d’Alma – Hiver 2017;  ","838,34"
1176849001,CE17 0258,2017-03-01,"1- d'autoriser une dépense estimée à 2 101,05 $ relativement au déplacement de Mme Manon Gauthier, membre du comité exécutif et Responsable de la culture, du patrimoine, du design, de l'Espace pour la vie et du statut de la femme, afin de prendre part à la Foire du livre de Bruxelles, qui se tiendra à Bruxelles (Belgique) du 7 au 10 mars 2017;  ","2101,05"
1174784003,CE17 0286,2017-03-08,"1- d'autoriser une dépense estimée à 6 836,52 $ relativement au déplacement de MM. Michel Bissonnet, maire de l'arrondissement de Saint-Léonard et Richard Celzi, conseiller de la Ville du district de Tétreaultville, dans l'arrondissement de Mercier–Hochelaga-Maisonneuve, ainsi que de Mme Marie-Ève Brunet, conseillère d'arrondissement de Verdun afin d'assister aux réunions du conseil d'administration de la Fédération canadienne des municipalités (FCM) qui se tiendront du 14 au 17 mars, à Whistler en Colombie-Britannique; 2- d'accorder des avances de fonds de 2 222,16 $ à M. Michel Bissonnet, de 2 136,46 $ à M. Richard Celzi et de 2 477,90 $ à Mme Marie-Ève Brunet;  ","6 836,52"
1171516001,CE17 0287,2017-03-08,"1- d'autoriser la dépense estimée à 1 663,46 $ relative au déplacement de Mme Chantal Rouleau, membre du comité exécutif responsable de l'eau et des infrastructures de l'eau, du 14 au 16 mars 2017, à Washington, afin de participer à la réunion « Great Lakes Commission Semiannual Meeting and Great Lakes Day in Washington »; ","1 663,46"
1170843002,CE17 0446,2017-03-22,"1- de ratifier la dépense de 3 611,01 $ relative au déplacement de M. Denis Coderre, maire de Montréal, du 27 au 30 janvier 2017, dans le cadre d'une mission en Europe;  ","3611,01"
1170843003,CE17 0447,2017-03-22,"1- de ratifier la dépense de 3 758,26 $ relative au déplacement de M. Denis Coderre, maire de Montréal, du 16 au 19 février 2017, dans le cadre d'une mission à Shanghai (Chine);  ","3758,26"
1170843004,CE17 0488,2017-04-05,"1- de ratifier la dépense de 1 624,18 $ relative au déplacement de M. Denis Coderre, maire de Montréal, les 12 et 13 mars 2017, à Chicago (É-U), dans le cadre de la conférence Chicago Urban Waterways Forum; ","1624,18"
1176849002,CE17 0555,2017-04-12,"1- d'autoriser la dépense estimée à 566,75 $ relative au déplacement de Mme Manon Gauthier, membre du comité exécutif responsable de la culture, du patrimoine, du design, de l'Espace pour la vie et du statut de la femme, afin de prendre par au Music Cities Summit qui se tiendra à Toronto (Canada), le 21 avril 2017; ","566,75"
1176849003,CE17 0653,2017-04-26,"1- de ratifier la dépense de 1 707,67 $ relative au déplacement de Mme Manon Gauthier, membre du comité exécutif et responsable de la culture, du patrimoine, du design, de l'Espace pour la vie et du statut de la femme, en remplacement de M. Denis Coderre, maire de Montréal, qui a pris part à une mission en compagnie des représentants du Bureau du cinéma et de la télévision du Québec (BCTQ) qui s'est tenue à Los Angeles du 5 au 7 mars 2017; ","1707,67"
1170843005,CE17 0781,2017-05-10,"1- de ratifier la dépense de 2 943,31 $ relative au déplacement de M. Denis Coderre, maire de Montréal, du 19 au 21 avril 2017, à Madrid (Espagne), dans le cadre du Forum mondial « Villes de paix »; ","2943,31"
1177665001,CE17 0807,2017-05-18,"1- d’autoriser une dépense estimée à 6 898,23 $ relative au déplacement de MM. Michel Bissonnet, maire de l'arrondissement de Saint-Léonard et Richard Celzi, conseiller de ville du district de Tétreaultville de l'arrondissement de Mercier–Hochelaga-Maisonneuve, ainsi que de Mme Marie-Eve Brunet, conseillère d'arrondissement du district Champlain-L'Île-des-Sœurs, de l’arrondissement de Verdun au Congrès annuel et salon professionnel de la Fédération canadienne des municipalités (FCM) qui se déroulera du 1er au 4 juin 2017 au Shaw Convention Center à Ottawa; 2 - d’appuyer l'élection de MM. Michel Bissonnet et Richard Celzi ainsi que de Mme Marie-Eve Brunet à titre de membres du Conseil national d'administration de la FCM pour l'année 2017-2018 et d'assumer les coûts reliés à leur participation aux différentes réunions; 3 - d’accorder des avances de fonds aux montants de 2 347,82 $ à M. Michel Bissonnet, de 1 973,46 $ à M. Richard Celzi et de 2 539,01 $ à Mme Marie-Ève Brunet; ","6 898,23"
1171516002,CE17 0811,2017-05-18,"1- d'autoriser la dépense estimée à 2 395,77 $, taxes incluses, relative au déplacement de Madame Chantal Rouleau, membre du comité exécutif responsable de l'eau et des infrastructures de l'eau, du 21 au 23 juin 2017, à Toronto (Ontario), afin de participer au Sommet canadien de l'eau; ","2 395,77"
1176849004,CE17 0834,2017-05-24,"1- d'autoriser la dépense estimée à 1 479,82 $ relative au déplacement de Mme Chantal Rossi, conseillère associée à la culture, au patrimoine et au design, du 30 mai au 2 juin 2017, à Montmagny (Québec), afin de participer au colloque Les Arts et la Ville 2017; ","1 479,82"
1173233001,CE17 1036,2017-06-07,"1- d'autoriser la dépense estimée à 1 678,14 $ relative au déplacement, du 7 au 9 juin 2017, de M. Harout Chitilian, vice-président du comité exécutif, afin de participer au Intelligent Community Forum Summit 2017 qui se tiendra à New York (États-Unis); ","1 678,14"
1177034001,CE17 1041,2017-06-07,"1- d'autoriser une dépense estimée à 4 448,46 $ relative au déplacement de M. Marc-André Gadoury, conseiller de Ville responsable du dossier vélo, du 13 au 22 juin 2017, pour participer à la conférence Velo-city 2017, du 13 au 16 juin 2017, à Arnhem-Nijmegen aux Pays-Bas, ainsi qu’au Master Class qui se tiendra à Copenhague au Danemark, du 19 au 21 juin 2017; ","4 448,46"
1170843006,CE17 1146,2017-06-28,"1- de ratifier la dépense de 306,11 $ relative au déplacement de M. Denis Coderre, maire de Montréal, du 31 mai au 1er juin 2017, à Ottawa, dans le cadre du Congrès annuel et salon professionnel de la Fédération canadienne des municipalités (FCM); ","306,11"
1176847001,CE17 1182,2017-07-05,"1- d'autoriser la dépense estimée à 150 $ relative au déplacement de Mme Mary Deros, conseillère associée au maire, afin de prendre part au Rendez-vous 2017 du Réseau des villes francophones et francophiles d'Amérique à Québec, le 18 juillet 2017; ",150
1174310001,CE17 1254,2017-08-02,"1- d'autoriser la dépense d’un montant estimé à 5 509,14 $ relative au déplacement de M. Russell Copeman, membre du comité exécutif, du 3 au 11 août 2017, afin de participer à une cérémonie de la paix à Hiroshima, au Japon, ainsi qu'à la 9e conférence générale de Mayors for Peace à Nagasaki, au Japon; ","5 509,14"
1170843007,CE17 1460,2017-08-16,"1- de ratifier la dépense de 404,94 $ relative au déplacement de M. Denis Coderre, maire de Montréal, les 15 et 16 juillet 2017, à New York City (États-Unis), dans le cadre de la tenue du championnat de Formule E;  ","404,94"
1170843008,CE17 1769,2017-10-04,"1- de ratifier la dépense de 719,82 $ relative au déplacement de M. Denis Coderre, maire de Montréal, les 9 et 10 septembre 2017, à Toronto, dans le cadre du Festival international du film de Toronto;  ","719,82"
1170843009,CE18 0075,2018-01-10,"1- de ratifier la dépense de 1 070,09 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, les 29 et 30 novembre 2017, à Toronto, dans le cadre du Caucus des maires des grandes villes de la Fédération canadienne des municipalités; ","1070,09"
1170843010,CE18 0076,2018-01-10,"1- de ratifier la dépense de 197,17 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, les 4 et 5 décembre 2017, à Chicago (États-Unis) dans le cadre de la conférence annuelle C40 (Cities for Climate);  ","197,17"
1170843011,CE18 0119,2018-01-17,"1- de ratifier une dépense de 1 775,97 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, du 6 au 10 décembre 2017, à Paris, Lyon et Bruxelles, dans le cadre d'une première mission à l'étranger; ","1775,97"
1184310001,CE18 0270,2018-02-14,"1- d'autoriser la dépense estimée à 245,46 $ relative au déplacement de M. Robert Beaudry, membre du comité exécutif, le 15 et le 16 février 2018, afin de siéger au comité exécutif et au conseil d'administration de l'Union des municipalités du Québec (UMQ), à Lévis;  ","245,46"
1180843001,CE18 0342,2018-03-07,"1- de ratifier une dépense de 312,99 $ relative au déplacement de Mme Valérie Plante, mairesse de la Ville de Montréal, les 14 et 15 février 2018, à Ottawa, dans le cadre du Caucus des maires des grandes villes de la Fédération canadienne des municipalités; ","312,99"
1187949001,CE18 0679,2018-04-18,"1- d'autoriser la dépense d’un montant estimé à 4 316,31 $ relative au déplacement de Mme Rosannie Filato, membre du comité exécutif, du 23 au 27 avril 2018, afin de participer au Bureau exécutif de Mayors for Peace à Genève (Suisse); ","4316,31"
1183233001,CE18 0732,2018-05-02,"1- d'autoriser la dépense estimée à  2 741,92 $ relative au déplacement de M. François William Croteau, membre du comité exécutif, responsable de la ville intelligente, des technologies de l’information et de l’innovation et de l’enseignement supérieur, afin de participer au Smart Cities New York, qui se tiendra à New York (États-Unis) du 7 au 11 mai 2018; ","2741,92"
1184320003,CE18 0762,2018-05-09,"1- d'autoriser la dépense estimée à 1 138,15 $ relative au déplacement en France (Paris) de madame Cathy Wong, présidente du conseil municipal, du 13 au 20 mai 2018, afin de participer au Programme d'invitation des personnalités d'avenir (PIPA) du Ministère de L'Europe et des Affaires Étrangères du gouvernement français ; ","1138,15"
1184310003,CE18 0918,2018-05-23,"1- d'autoriser une dépense estimée à 1 001,18 $ relative au déplacement de M. Robert Beaudry, membre du comité exécutif responsable du développement économique et commercial ainsi que des relations gouvernementales afin de prendre part au Caucus des maires des grandes villes dans le cadre du congrès annuel de la Fédération canadienne des municipalités (FCM), qui se tiendra du 30 mai au 1er juin 2018, à Halifax, Nouvelle-Écosse; ","1001,18"
1187034001,CE18 0919,2018-05-23,"1- d’autoriser une dépense estimée à 2 017,77 $ relative au déplacement de Mme Christine Gosselin, membre du comité exécutif responsable de la culture, du patrimoine et du design, afin de participer au colloque Les Arts et la Ville 2018 qui se tiendra du 5 au 8 juin 2018, à Sept-Îles (Québec); ","2017,77"
1181516001,CE18 1005,2018-06-06,"1- d'autoriser une dépense estimée à 1 327,72 $ relative au déplacement, du 12 au 14 juin 2018, de madame Suzie Miron, conseillère associée au comité exécutif, afin de participer à la rencontre annuelle de l'Alliance des villes, des Grands Lacs et du Saint-Laurent qui se tiendra à Ajax (Ontario); ","1327,72"
1181680001,CE18 1006,2018-06-06,"1- d’autoriser une dépense estimée à 1 874,56 $ relative au déplacement, les 6 et 7 juin 2018, de M. Jean-François Parenteau, membre du comité exécutif, responsable des services aux citoyens, de l’approvisionnement, du matériel roulant et des ateliers ainsi que de l’environnement et du développement durable, afin de participer au Boston International Mayors Climate Summit qui se tiendra à Boston, Massachusetts (États-Unis);  ","1874,56"
1184310004,CE18 1016,2018-06-06,"1- de ratifier la dépense supplémentaire de 498,38 $ relative au déplacement de M. Robert Beaudry, membre du comité exécutif, du 15 au 18 mai 2018, afin de prendre part aux Assises 2018 de l'Union des municipalités du Québec (UMQ), à Gatineau, en complément au dossier décisionnel 1184310002 (résolution CE18 0761); ","498,38"
1184302002,CE18 1017,2018-06-06,"1- d’autoriser une dépense estimée à 2 277,51 $ relative au déplacement, du 10 au 12 juin 2018, de monsieur Éric Alan Caldwell, membre du comité exécutif responsable du transport, de l'urbanisme et de l'Office de consultation publique de Montréal, afin de participer à la 2e édition de Mission Ontario « Croître sans s’étaler » qui se déroulera à travers la région du grand Toronto, en Ontario;","2277,51"
1180843003,CE18 1161,2018-06-27,"1- de ratifier la dépense de 316,54 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, du 15 au 18 mai 2018, afin de prendre part aux Assises 2018 de l'Union des municipalités du Québec (UMQ), à Gatineau; ","316,54"
1184302001,CE18 1162,2018-06-27,"1- d'autoriser la dépense estimée à 2 915,11 $, taxes incluses,  relative au déplacement, du 16 au 19 septembre 2018, de madame Marianne Giguère afin de participer au Walk Bike Places qui se tiendra à New Orleans (États-Unis); ","2915,11"
1180843002,CE18 1203,2018-07-04,"1- de ratifier la dépense de 3 995,93 $, taxes incluses, relative au déplacement de Mme Valérie Plante, mairesse de Montréal, du 1er au 6 juin 2018, dans le cadre d'une mission économique au Japon; ","3995,93"
1180843004,CE18 1418,2018-08-15,"1- d'autoriser la dépense estimée à 313,92 $ relative au déplacement de Mme Sophie Mauzerolle, conseillère associée, les 13 et 14 septembre 2018, à Québec, afin de prendre part au Sommet municipal de l'Union des municipalité du Québec (UMQ); ","313,92"
1180630003,CE18 1419,2018-08-15,"1- d’autoriser la dépense estimée à 745 $ relative au déplacement de Mme Magda Popeanu, vice-présidente du comité exécutif, du 24 au 31 août 2018, à Johannesburg (Afrique du Sud), afin de prendre part au Congrès annuel de Metropolis; ",745
1180843005,CE18 1456,2018-08-29,"1- de ratifier la dépense de 1 528,78 $ relative au déplacement de Mme Valérie Plante, mairesse de Montréal, du 15 au 18 juillet 2018, à New York City (États-Unis), dans le cadre du Forum politique de haut niveau du Conseil économique et social (ONU); ","1528,78"
